[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[9069.035] (S)kani7321: ｻﾙﾄﾞﾙｽﾞﾃﾞｨ
[9070.737] (S)junpei_11: サヴウェイ
[9071.604] (S)hinhinpp: 昇竜の練習じゃないんだから
[9072.061] 無心に: 英会話チャンネルかな
[9072.091] (S)tabibitox: 日本語を翻訳するのに英語の発音頑張っても意味がないんやで・・・
[9073.531] (S)fahmy0825: Th ures dai
[9074.814] (S)ゴリゴリのゴリ: 普通にカタカナでサーズデイって言ったほうが拾いそう
[9074.901] (S)りゅうぅ_: おめでとう！！！
[9077.598] nen_100: DaigoTheEnglishTV
[9079.206] hirolink9604: 今日って何かの罰ゲームですか？
[9079.561] (S)fikat_0702: ｗｗｗｗｗ
[9080.125] (S)mtayaa: ｗｗｗｗｗｗｗｗｗｗｗ
[9080.612] (S)mm2351: サード勢
[9080.931] isekai7153: ｗｗｗｗｗ
[9081.375] yoshikawa194: ｗｗｗｗｗ
[9081.376] ~MISSING_COMMENTER_INFO~: This is Umeglish
[9082.292] iguchiill: ｗｗｗｗ
[9082.294] 皇帝ルル: ｗｗｗｗｗｗｗｗ
[9082.378] Justinfun456321987: ウメハラが木曜日に重大な告知するらしいぞ！！！！
[9082.673] Loytory: ｗｗｗ
[9083.051] (S)おかめ王: www
[9083.189] ミスターポポ: 諏訪部
[9083.524] careful_crab: WWWWWWWWWW
[9083.680] (S)りゅうぅ_: さすがだねｗｗｗｗｗ
[9083.789] Miz___: 掘った芋イジったな
[9084.125] kaigaizei: 英語っぽく発音しようとしてるから聞き取れなくなってる
[9084.125] cruseaguar2: サースデイ
[9084.133] (S)bikibiki999: 日本語でサーズデイって言ってみて
[9084.149] (S)kurokurro: ｗ
[9084.258] ~MISSING_COMMENTER_INFO~: wwww
[9084.259] 1108044k: さすがだね
[9084.528] yomogi0610: ｗｗｗ
[9084.842] aranami0: ｗｗｗｗｗ
[9085.097] あり0221: wwwwwww
[9085.243] vikkson_: lmao
[9085.666] (S)残り8万: さすがだね
[9086.404] johndoe6523rp: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9086.967] Limmel1: LUL
[9086.983] blackcoffee0821: じじい
[9087.238] kebiisi: 志村
[9087.294] (S)brutal9998: 日本語の発音で言ってみ
[9087.547] NekkyOne: さすがだね・・・
[9089.089] mogu0621: さすがだねｗｗ
[9089.213] (S)maya_g01: ｗｗｗｗｗ
[9090.376] (S)りゅうぅ_: 嫌味ｗｗｗｗ
[9090.771] (S)yamato925925: w ww
[9091.062] (S)axchuuu: くるしい
[9091.485] isekai7153: おもろすぎんかｗ
[9091.688] ちぇんぷる: おじいちゃんwww
[9092.033] gftakataka: さすがだねｗ
[9093.012] tsukune1539: Thursdayいつ使うんw
[9094.669] マジでラブ恋愛中: これってそもそも日本語を日本語を聞き取る設定になってるんじゃないの？
[9094.942] (S)sai927: ｗ
[9095.340] ポジティブなおじさん: Bros from overseas, can u hav fun?
[9096.385] (S)fikat_0702: 負けた気分！！
[9097.768] (S)junpei_11: ジョーカーみたいになってない？
[9099.051] (S)bikibiki999: あ
[9101.182] kebiisi: 煽られる
[9101.287] (S)Nagare765: え？
[9101.411] 無心に: 溶けていく感じのサーズデイ
[9102.264] 名無しベータ: 木曜日でよくない？
[9103.659] mifune1046: 日本国認識だからね
[9104.671] gwapomaru: Ooooo nice accent
[9105.521] ミスターポポ: なにを求めてんのｗ
[9106.545] kaigaizei: それを翻訳するのが仕事だからそれ出会ってる
[9109.986] radi38: それ言ったらカタカナから英語にしてるから最初から意味ない
[9110.406] (S)kani7321: これじゃevoに行けないよウメちゃん
[9111.107] kkkfdf: 翻訳だっていってんの！
[9111.871] (S)tabibitox: カタカナの方が正解になるのも当然ｗ
[9115.252] larvitz_tarr: I'm having fun
[9116.202] saketyazu: 木曜日で
[9117.483] シミズム: そういう機能でしょ
[9117.694] (S)gorogorogorn: 意識高い風にしたいじゃんねえ
[9119.410] Irfan0911: this is great
[9120.781] Quinlan1997: better than my english teacher the beast aint no joke
[9120.830] 黒猫くん: 日本語で言わないと翻訳の意味ないやん
[9121.612] (S)fahmy0825: I have Mago
[9123.363] (S)brutal9998: 日本語認識だからそうなっちゃうのよ
[9125.452] cruseaguar2: 昇竜の出し方も実際はね？
[9125.816] (S)fikat_0702: しんりゅうれっぱ
[9126.530] hato_pizza: めちゃ精度いいなあ
[9127.616] nappamatei: バースデーも難しいっぽい
[9128.209] mifune1046: カタカナ英語しか認識しないソフトだからね
[9129.112] blackcoffee0821: 海外勢も楽しんでる
[9130.777] ~MISSING_COMMENTER_INFO~: sa tur dei  gg
[9132.397] (S)ハルキ10: 外人ニキも楽しんでる
[9134.577] あり0221: エボはちなみにイの発音の方が近いよ
[9135.849] わりぃ俺死んだ: FamilyMan
[9137.544] matsu_zalem: 海外の方、かんにんやで
[9138.612] mogu0621: 海外ニキが、いいアクセントだってｗ
[9139.179] ryo1458: 英語→日本語にしてみませんか？
[9142.959] (S)fikat_0702: ふぁーうぇい
[9143.853] ミスターポポ: イヴぉ
[9144.395] (S)fahmy0825: Huaweu lol
[9144.623] gwapomaru: Engo combo trials before evo
[9145.345] (S)りゅうぅ_: ステマｗｗｗ
[9147.564] ちぇんぷる: 外人ニキも楽しんでくれてて嬉しいよ
[9147.939] pirokiiiiito: 受けを英語にしないとダメなのでは
[9149.022] お兄ちゃんお姉ちゃん: ファーウェイ
[9150.343] (S)maruneko555: 最近ナーバスが誤訳されてた
[9152.797] ~MISSING_COMMENTER_INFO~: neilaoNOTE
[9153.020] monen_tofu: Huawei
[9153.253] careful_crab: PARRY, PARIS, PARTY
[9153.749] johndoe6523rp: もうええわｗｗｗｗ
[9155.060] (S)sai927: ファーウェイ
[9156.028] mogu0621: ｗｗｗｗｗ
[9157.976] シミズム: EVOにこの機能持っていこう
[9158.653] (S)fikat_0702: おしいｗ
[9159.308] (S)gularain: ｗｗｗｗｗｗｗｗ
[9159.641] (S)tabibitox: あきらめろｗ
[9159.681] わりぃ俺死んだ: LUL
[9162.446] カブトシロ: 入れ歯外れた？
[9165.396] ミスターポポ: 誰もいかない道を歩むとはこういうことなのだ
[9165.730] vikkson_: haha
[9167.257] (S)りゅうぅ_: 高速道路の主張が強いｗｗ
[9167.320] (S)fikat_0702: さんでーになたｗ
[9167.357] ~MISSING_COMMENTER_INFO~: isaacs1Sadmantis
[9168.527] saketyazu: 地下鉄にいった
[9168.564] ぷりにゃん: ウメさん・・・
[9169.789] (S)kani7321: 笑うwwwww
[9170.101] iwaisi: ｗｗｗｗｗ
[9170.339] (S)りゅうぅ_: *****wwwwww
[9170.825] 鯨飲馬食: 舐めてる？
[9170.947] ちぇんぷる: 志村けん
[9171.331] (S)fikat_0702: ***
[9171.504] 皇帝ルル: 伏字ｗ
[9171.801] iguchiill: ***
[9172.390] (S)sai927: 伏字笑う
[9172.670] (S)bikibiki999: ｗｗｗｗｗｗ
[9173.644] nikukuisugi333: ｗｗｗ
[9173.677] careful_crab: wwwwwwwwwwwww
[9174.428] (S)りゅうぅ_: ぺろりｗｗｗｗ
[9175.068] mifune1046: ぺろり
[9175.100] johndoe6523rp: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9175.406] kebiisi: wwww
[9175.468] あり0221: wwwwww
[9175.854] vikkson_: pretty close bro
[9175.907] low_single: ピャリィ
[9176.016] hiaaru: ペロリ
[9176.295] Justinfun456321987: 持ちネタできたｗｗ
[9176.841] 1108044k: ペロリｗ
[9176.902] yoshikawa194: ぺろりｗｗｗｗｗ
[9177.153] 将門ゴルゴロ: ペロリｗ
[9178.447] Loytory: ペロリｗｗｗ
[9178.460] (S)mm2351: たまにパリィに戻るの草
[9178.995] 無心に: 自動翻訳に英語で話しかけるウメハラ
[9179.056] (S)りゅうぅ_: 黒船ｗｗ
[9179.259] (S)ハルキ10: パリィむっじー
[9179.334] larvitz_tarr: thirty
[9179.712] azu_maru: 感謝の1000回サーズデイ
[9180.450] (S)kani7321: ペロリィ
[9180.578] monen_tofu: ペリー
[9182.110] シミズム: ペロリww
[9182.273] (S)ゴリゴリのゴリ: 久々にとんでもなく笑わせてもらいました。
[9182.868] cruseaguar2: ＜＜☆☆☆＞＞
[9184.124] Penkunator: ペロリwwwwww
[9185.222] kaigaizei: 提督出過ぎ
[9187.410] わりぃ俺死んだ: Kreygasm
[9188.146] mogu0621: ｗｗ
[9188.759] マジでラブ恋愛中: ペロリw
[9189.028] johndoe6523rp: パリィやめろやｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9189.736] blackcoffee0821: ナイスー
[9190.188] (S)brutal9998: 何回黒船来るんだよ
[9191.430] bakedonion: ペロリィ
[9191.461] (S)suntaaan: ペリーｷﾀ━(ﾟ∀ﾟ)━!
[9192.206] 1108044k: 開国してください
[9192.813] saketyazu: パリィに戻るの絶えられんwww
[9193.905] (S)Sgt_Rudolf: mikeliveSlippy
[9194.248] (S)bikibiki999: パリィ一生かてないなｗ
[9195.447] Irfan0911: instead of first say thirst day
[9195.475] (S)りゅうぅ_: 敵の攻撃にペロリｗｗｗｗ
[9195.522] あり0221: どんだけ開国させたいのw
[9195.844] お兄ちゃんお姉ちゃん: スーパーチャットキタア
[9196.603] 霧月むげつ: 英語は舌の付け根を使うように意識するといいらしいっすよ 海外ニキの声が低いのはそのせいだって
[9196.629] enuemu3: wwwww
[9197.855] (S)sai927: ゴリラ
[9200.113] NekkyOne: ゴリゴリゴリラ
[9203.870] enuemu3: 開国ッケイ！
[9205.497] (S)brutal9998: それは翻訳できるんだw
[9206.298] (S)kani7321: ゴリゴリのゴリラ🦍
[9206.767] (S)fikat_0702: 悲しい気持ちなのに笑ってしまいうｗ
[9207.309] (S)りゅうぅ_: ジャストぺろりｗｗｗ
[9209.533] ミスターポポ: へー
[9210.157] arotadiph: ウメちゃん、吉岡秀隆の物まねできるでしょ？
[9214.964] (S)gorogorogorn: 槍派も笑ってくれとるｗ
[9220.177] (S)残り8万: 日本語の精度くっそ高い
[9220.498] hato_pizza: これ聞き取れるのすごくない？ なんてソフトなんだろ？
[9228.186] (S)hiro_chan: 老師おわた
[9229.041] (S)fahmy0825: Nice live translation, it might not perfect, but it help
[9229.687] (S)エムクロ: 老師は？
[9229.734] (S)suntaaan: １回アイーンして
[9230.344] Justinfun456321987: モーニングスターチャンネル解説して
[9230.372] (M)(S)gameinntwitch: 急に戻るの、ジミーちゃんのビデオみてる笑ってはいけないぐらい腹痛い。
[9230.462] (S)kurokurro: いつの間にか英語の発音学習になってて草
[9235.298] lucia_morgan: たまに翻訳が完璧なのがうけるｗ
[9242.465] (S)fikat_0702: あんでやｗ
[9244.197] monen_tofu: 今は何故か正確
[9246.978] mifune1046: これ日本語拾うんやで？
[9247.983] あり0221: wwwww
[9250.423] aranami0: ｗｗｗ
[9250.641] (S)brutal9998: マサが終わったけど翻訳コーナーの方に今夢中
[9251.364] ~MISSING_COMMENTER_INFO~: neilaoStare
[9253.758] careful_crab: Thursday = T-furssdei
[9254.916] mogu0621: 海外ニキが、翻訳に喜んでるｗ
[9255.367] miyusayers: ウメちゃんのスト６いつ始まるんや
[9256.361] (S)tabibitox: 日本語にそんな発音ありません
[9256.819] Miz___: シーフードヌードルって難しそう
[9257.717] monen_tofu: 途端にダメになるね
[9258.411] ミスターポポ: ウメちゃんの細かいところのトレモを別分野に応用するとこうなる
[9259.683] 1108044k: フロムエーｗ
[9262.868] hato_pizza: ソーラ・レイ二度目
[9262.956] 霧月むげつ: 翻訳＞＞＞＞老師
[9264.068] cruseaguar2: １つで7色
[9268.903] (S)fikat_0702: しょうりゅうけん 翻訳何？
[9271.941] saketyazu: 老師おわったかな？
[9277.509] ~MISSING_COMMENTER_INFO~: zurs dei
[9279.554] jhkkhfdathvd: 梅さんおもろいなぁww
[9279.745] NekkyOne: しょうりゅうけん ってどうなるの？
[9282.069] (S)kurokurro: 発音トレモ
[9285.205] miyusayers: 老師待ちなのね
[9285.453] Justinfun456321987: マサを待たせてサーズデイ
[9285.685] nappamatei: ジャスティス
[9286.304] (S)りゅうぅ_: もうし
[9287.268] (S)Nagare765: どぐら
[9290.783] (S)fikat_0702: おお、ほんとだｗ
[9292.067] (S)haicro_zm: まだ遊べる
[9292.707] nutsberry1701: ベガの奴
[9293.906] NekkyOne: syoryuken!
[9294.381] 1108044k: チャンボン老師って言ってみて
[9294.696] (S)2スロでゴト: ボンVSどぐらが始まりそう
[9295.300] Limmel1: Wwwww
[9296.360] jhkkhfdathvd: 何時ごろになるんだろ？
[9297.322] (S)エムクロ: ガンダム知らないウメちゃんからソーラレイが
[9298.731] 000105: ハンサムルークじゃいかん？
[9300.655] つくつくぼうし: みすたーくりむそん
[9301.506] (S)bikibiki999: ドラゴンパンチではないのか
[9301.839] kaigaizei: これやりながらランクマやれるんと違うの？
[9304.889] Youhei6251: 普通に老師呼び
[9306.277] げろげろまる: ドラパンにはならんのか
[9306.451] (S)りゅうぅ_: すぬーずでｗｗ
[9313.135] (S)fikat_0702: スムージーｗ
[9315.004] saketyazu: すむーじー
[9315.190] (S)fahmy0825: Smoothie
[9315.750] (S)りゅうぅ_: ２日すすんだ
[9316.313] mogu0621: スムージーｗｗ
[9318.072] (S)kurokurro: wｗ
[9318.596] (S)Nagare765: マサが終わるまでずっと続くの！？
[9319.882] 霧月むげつ: ずっとおもろい
[9321.839] (S)maya_g01: まだ新しいの出てくるｗ
[9321.853] careful_crab: Shoryuken = RISING DRAGON FIST
[9322.578] (S)brutal9998: よっさんあたりなら出来そうじゃない？
[9324.179] ~MISSING_COMMENTER_INFO~: BibleThump
[9324.678] (S)suntaaan: 毎日1000回発音しよう
[9326.401] cruseaguar2: リニアに置き石
[9327.036] (S)fahmy0825: Turs Dai
[9329.337] ミスターポポ: あと小一時間？
[9332.318] Justinfun456321987: 昇竜拳打つたびにサーズデイって言お
[9337.043] saketyazu: わかる
[9337.238] (S)kurokurro: ときど呼ぶか
[9337.560] (S)bikibiki999: ライジングドラゴンフィスト！
[9339.615] ちぇんぷる: 老師はどぐにゃんとしてるよ今
[9343.599] あり0221: こんな風に聞き取られてばっかだったら英語話すの嫌いなるよなw
[9343.771] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[9345.602] 絕悲特: PogChamp
[9346.235] larvitz_tarr: your English is good but the translator app is expecting Japanese
[9348.292] げろげろまる: 聞いてマネするを繰り返すのがいいぞ
[9350.092] ミスターポポ: 3000人もこれ見てるんだぜ・・・
[9351.605] (S)りゅうぅ_: ワールドワイド
[9353.948] Miz___: ヨガファイヤー
[9355.078] (S)gorogorogorn: 柏木呼ぶかあ
[9364.160] (S)fikat_0702: マゴさんとやろ
[9364.312] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[9365.238] jhkkhfdathvd: す
[9366.023] (S)tabibitox: 日本語を翻訳するソフトに英語の発音がんばる王
[9367.837] saketyazu: 3000人がこれ見ながら腹筋鍛えてる
[9371.815] (S)suntaaan: それだ
[9372.754] ~MISSING_COMMENTER_INFO~: ego is all grrrrr grr sounds
[9372.912] cruseaguar2: <<★★★>>
[9373.367] ポジティブなおじさん: 企画でウメハラ英語塾やりましょう。
[9377.831] wasp___: Lmao
[9379.205] (S)kani7321: パートに分けて攻略はコンボの基本
[9379.476] kfcwatermelonbasketball: カタカナ発音じゃだめなんか
[9380.118] マジでラブ恋愛中: @larvitz_tarr yeah agree lol
[9381.178] 黒猫くん: そう
[9385.144] careful_crab: Thursday = T - FURSDEI
[9385.672] ~MISSING_COMMENTER_INFO~: 入れ歯失くしたジジイかよw
[9385.732] (S)fikat_0702: ソロ；；
[9386.462] (S)りゅうぅ_: 世界一Thursdayが上手い配信者になろう
[9386.970] (S)hinhinpp: あなたの英語はいいけど、それは日本語認識だよって外人言ってる
[9390.919] jhkkhfdathvd: 何で言ってるんや
[9393.856] chicken_dumpling: daigo's monitor is full of saliva at this point. 
[9394.917] (S)tabibitox: カタカナ発音が正しく訳されるｗ
[9394.977] kumi115: それ！
[9395.270] あり0221: ウメちゃんの英会話講座は海外にバカ受けすると思うw
[9396.801] (S)りゅうぅ_: ソロ
[9397.039] ちぇんぷる: わろた
[9398.413] johndoe6523rp: フゴハラ
[9399.446] 들개개: daigo san
[9402.763] ミスターポポ: 王に正論は通用しない
[9403.642] 들개개: hitbox look please
[9403.748] mof_ty: LUL
[9405.176] (S)りゅうぅ_: サンフレｗｗｗ
[9405.723] (M)(S)gameinntwitch: 配信PCの上のモニターで入力言語選べるよ
[9406.042] careful_crab: "T-FURSDEI"
[9406.830] 1108044k: 広島の根
[9407.546] (S)gularain: 英語企画してほしいｗ
[9409.350] pirokiiiiito: 3フレ
[9409.572] シミズム: 3フレ
[9410.474] (S)k24oden: ３フレ
[9411.208] 000105: 3フレ
[9411.306] カブトシロ: ３フレ・・・
[9411.837] (S)りゅうぅ_: よくそんな単語登録してあるなｗｗ
[9412.032] Miz___: 投げ抜けって何て言うの？
[9412.186] GG_sensay: ちょっとうまくなった
[9412.382] (S)brutal9998: マサは生駒デビルと対戦中
[9412.562] takahashiseigi: カタカナ発音で十分意思疎通できる、ときどみたいにね
[9414.551] 霧月むげつ: コパ
[9414.704] ~MISSING_COMMENTER_INFO~: z u r s de i
[9414.889] げろげろまる: ベロの先を上の前歯につけた所からスタートやぞ
[9416.401] saketyazu: 3フレ
[9417.658] (S)bikibiki999: 海外勢がマジレスしてくれるのほんまありがとうｗ
[9417.784] enuemu3: 3f
[9418.112] (S)fikat_0702: ときめいてハットトリック
[9422.968] tsukune1539: マスターチャンボン
[9423.741] (S)エムクロ: いつまで木曜w
[9429.340] (S)マンゴスチン: 舌を上につける
[9429.579] ちぇんぷる: いいよー！
[9429.609] シミズム: きた
[9432.144] careful_crab: LUL
[9434.181] saketyazu: お！
[9435.206] (S)k24oden: 言えたじゃねぇか
[9440.515] (S)axchuuu: こういう笑いって世界共通なのかな
[9449.179] atalumier: ウメカメラ側を大きくしてほしい
[9452.777] ~MISSING_COMMENTER_INFO~: 草
[9454.587] (S)sai927: まんえい
[9454.776] (S)fikat_0702: 上の歯の後ろにつける
[9456.754] (M)(S)gameinntwitch: かえるわ、いったん日本語と逆にするね
[9458.019] careful_crab: wwwwww
[9458.240] ミスターポポ: ＪＰが二人顔向き合ってこの内容はシュール
[9459.022] blackcoffee0821: もうええわw
[9460.020] (S)りゅうぅ_: でた高速道路
[9463.771] (S)kani7321: 英語→日本語にする？
[9465.531] Limmel1: Better
[9466.806] cruseaguar2: ぺぁりぃ
[9468.219] (S)fikat_0702: ｗｗｗ
[9470.463] あり0221: 発音系は世界共通の笑いじゃない
[9470.683] mifune1046: 日本語として認識してるから、英語認識にしないと
[9471.796] ~MISSING_COMMENTER_INFO~: zzhfhgfhzhs
[9473.516] (S)りゅうぅ_: 夫婦でい
[9473.753] careful_crab: YES!!!!!
[9478.139] (S)brutal9998: メンおじも乗っかるw
[9480.453] mogu0621: 字幕ちゃん！！！！
[9480.566] lucia_morgan: しのさん今どういう気持ちなんだろうなｗ
[9481.439] pirokiiiiito: ほなサーズデイちゃうか
[9483.555] wasp___: 4Head
[9484.872] だんごうお: スージー
[9492.909] (S)hinhinpp: かわってる
[9494.792] (S)sai927: お
[9495.260] saketyazu: かわった！
[9496.742] mifune1046: きたー！
[9496.963] 霧月むげつ: 英語聞き取りになった
[9497.702] (S)りゅうぅ_: なんか変わったっぽい字幕出た
[9497.926] ~MISSING_COMMENTER_INFO~: William Carterw
[9498.621] (S)homu0117: よくなってる
[9499.377] あり0221: アイハブマゴ行こう！
[9500.675] 皇帝ルル: 変わったｗ
[9502.313] careful_crab: PogChamp
[9502.592] (S)fikat_0702: うぃりあむかーたー…？
[9504.723] (S)brutal9998: 変わってるね
[9505.484] (S)sai927: ボンズ
[9509.443] ~MISSING_COMMENTER_INFO~: pewi
[9509.456] decors_: AngelThump
[9510.951] (S)kani7321: 日本語訳はでないのか
[9510.954] (S)りゅうぅ_: B になってますｗｗ
[9511.143] 皇帝ルル: バリーｗ
[9511.167] シミズム: 英語配信！
[9512.465] げろげろまる: バリー
[9512.525] (S)suntaaan: 黒船来航
[9514.020] (S)fikat_0702: ｗｗｗ
[9515.981] (S)マンゴスチン: バリーw
[9516.214] ~MISSING_COMMENTER_INFO~: w
[9516.548] chicken_dumpling: Barry haha
[9517.385] ~MISSING_COMMENTER_INFO~: ボンズかな？
[9519.438] cruseaguar2: ナイスパリー
[9519.460] 皇帝ルル: バディｗ
[9519.993] だんごうお: 可愛く言ってもだめ
[9520.986] blackcoffee0821: ？
[9521.295] mifune1046: 下ネタ
[9522.644] (S)fikat_0702: パリィで図
[9523.433] (S)axchuuu: 声高くなるのほんま
[9523.889] (S)りゅうぅ_: 破裂音が汚いってｗｗｗ
[9523.972] ~MISSING_COMMENTER_INFO~: P a R R R i
[9524.335] (S)brutal9998: パがバに聞こえるのか
[9525.484] (S)Sgt_Rudolf: pony?
[9525.710] あり0221: wwww
[9525.776] cha_ske: しのさんは英語喋れるの？
[9526.579] eren_ackerman: meow
[9528.201] 霧月むげつ: ぺとぱの中間ぐらいの発音
[9528.435] (S)kani7321: ペリィ
[9530.719] careful_crab: Parry, Party, Paris
[9530.829] (S)bikibiki999: 日本語訳にならないのか
[9531.199] (S)gorogorogorn: ウェスカー
[9531.442] マジでラブ恋愛中: Barry bonds
[9532.320] pirokiiiiito: ぺ
[9532.732] ミスターポポ: キャミィ
[9534.539] (S)双子座55: パリィはもう完全に十八番
[9534.676] (S)エムクロ: 結局出ねぇw
[9534.685] ta__ke__shi: マジ何しよーと？
[9536.493] isekai7153: ペ
[9536.654] (S)homu0117: しのさんは英語のほうが喋れる
[9537.296] (S)ハルキ10: 受け流す
[9538.912] (S)ゴリゴリのゴリ: パリィだけ声高くなるのやめてｗｗｗｗ
[9539.014] (S)fikat_0702: ｗｗ
[9540.353] セツリ: daigo intonation
[9540.610] (S)kani7321: ぱ👐
[9540.674] ~MISSING_COMMENTER_INFO~: wwwwww
[9541.708] シミズム: 翻訳でないのかな
[9542.384] (S)りゅうぅ_: お？
[9542.602] mifune1046: パだっつーの
[9542.823] saketyazu: ぱーてぃー！！！
[9543.663] Limmel1: Your P is very high pitched
[9545.467] icyblue1985: っぱ
[9547.638] (S)りゅうぅ_: さよならｗ
[9547.828] derwace_lifolve: パーティ開いちゃった
[9549.100] johndoe6523rp: 言い方ｗｗｗｗ
[9549.156] ~MISSING_COMMENTER_INFO~: RRRRi!
[9549.729] careful_crab: Party!!
[9551.807] (S)bikibiki999: ジャストパリィって言ってみて
[9552.034] (S)hinhinpp: ぱいー
[9552.563] (S)Sgt_Rudolf: arigato like .... ari ... p ari
[9552.920] (S)brutal9998: なんでとぼけた喋り方になるんだw
[9554.429] ぷりにゃん: おおもう・・・
[9555.908] (S)fikat_0702: 巻き舌で言ってみよう
[9555.972] chicken_dumpling: bunny
[9556.016] blackcoffee0821: umeWhat
[9556.223] isekai7153: かわいい
[9556.596] cruseaguar2: 草
[9556.734] げろげろまる: Paの発音がイマイチなので
[9560.499] (S)りゅうぅ_: ジャストパーティーｗｗｗ
[9560.510] azu_maru: 絶対にパリィは翻訳しない意志力
[9562.266] kyosuke1476: 諦めろ
[9562.555] aranami0: ｗｗｗｗｗｗｗｗｗ
[9562.596] ~MISSING_COMMENTER_INFO~: L > R
[9562.603] (S)Sgt_Rudolf: perfect!
[9563.884] 들개개: hitbox look please!!!!!
[9563.981] careful_crab: wwwwwwwwwwww
[9564.441] kfcwatermelonbasketball: バニーｗｗｗｗ
[9564.476] (S)sai927: ジョセフ
[9564.866] ミスターポポ: ＪＰ
[9565.054] (S)hinhinpp: でた
[9565.232] isekai7153: ジョセフペリー
[9565.304] (S)Sgt_Rudolf: good
[9565.521] hiaaru: 誰
[9565.610] wasp___: Party time! 
[9566.379] mexsax: LOL
[9567.612] ~MISSING_COMMENTER_INFO~: ジョセフw
[9568.349] chicken_dumpling: Joseph Perry
[9568.595] cruseaguar2: ジョセフ
[9569.030] Loytory: 人名ｗｗｗ
[9569.526] careful_crab: LUL
[9570.058] yoshikawa194: ジョセフペリー
[9570.067] johndoe6523rp: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9570.171] dai920san: JP！？
[9570.371] takahashiseigi: パの口の形で、ペって発声かな
[9570.389] (S)tabibitox: 誰だよｗ
[9570.428] 1108044k: ジョセフペリーってだれやねん
[9571.016] 不渡哲也: ジャストペリー
[9571.339] NekkyOne: ジョセフきたけどｗ
[9571.577] あり0221: ジョセフw
[9571.693] (S)brutal9998: ジョセフ現る
[9571.699] (S)マンゴスチン: ジョセフw
[9571.856] momiji4431: 一回普通にいってみて
[9571.976] GG_sensay: だれ？
[9572.834] (S)fikat_0702: だれｗ
[9573.366] (S)りゅうぅ_: ジョセフｗｗｗ
[9573.613] kebiisi: good
[9573.975] careful_crab: HAHAHAHAHAHA
[9574.393] (S)kani7321: ジョセフきたw
[9574.878] ~MISSING_COMMENTER_INFO~: RR > R
[9575.508] (S)gorogorogorn: ジョゼフいたあｗ
[9575.629] mogu0621: じょせふｗ
[9576.239] icyblue1985: ジョセフｗ
[9578.895] (S)suntaaan: バカ殿来航
[9579.070] ~MISSING_COMMENTER_INFO~: ジョジョかな？w
[9579.594] hato_pizza: Ｊｐ
[9584.689] careful_crab: just parry!!!!!!
[9586.333] suzukisuzu: ウメちゃんドリフ
[9586.423] (S)ふぁんつい: まだやってたｗ
[9587.445] (S)りゅうぅ_: ゲームをねｗ
[9587.448] マジでラブ恋愛中: Jp lol
[9588.285] Miz___: 発音はNewChallengerな王
[9588.595] ta__ke__shi: ついにゲームのしすぎで、、、、
[9589.466] 黒猫くん: ぱい
[9591.120] ポジティブなおじさん: ぱりぃ↗︎  イントネーション
[9591.143] (S)sai927: ぱい～
[9591.755] larvitz_tarr: pair ree
[9593.506] Limmel1: P AE ry
[9593.649] isekai7153: 覇権コンテンツだな
[9593.967] mifune1046: なんでちょっと馬鹿になるのwwww
[9594.926] (S)りゅうぅ_: パーティｗ
[9595.255] (S)マンゴスチン: こうなると発音の問題だな
[9595.349] (S)Sgt_Rudolf: pewfect pawi
[9596.044] よもぎです: 長くない？w
[9598.662] saketyazu: なんで声やわやわになるんだwww
[9599.628] (S)りゅうぅ_: さよなら
[9600.154] antopr17: lol
[9601.428] potocki1810: スト６もう嫌になったのかなぁｗｗ
[9601.776] bakedonion: ぱい〜
[9602.628] てゅぽーんかも: ｗｗｗｗ
[9603.292] 無心に: いつまで続くんでしょうか
[9603.866] (S)りゅうぅ_: かわいいｗｗ
[9604.171] chicken_dumpling: that translator has 0% correct translations
[9604.231] (S)ゴリゴリのゴリ: 明日からパリィおじさんの動画増えそうだなぁ
[9604.316] (S)tabibitox: さすがに視聴者かなり減ってきたなｗ
[9605.478] (S)haicro_zm: あーもうむりw
[9605.869] (S)brutal9998: 志村けんのコントかよw
[9607.008] johndoe6523rp: 側から見てるとクソ頭悪そうｗｗｗｗｗｗ
[9608.533] ミスターポポ: もどった
[9609.046] (S)りゅうぅ_: あ、変わった
[9609.114] katsuo73: なにやってんのマジでwww2
[9610.233] hato_pizza: www
[9611.608] blackcoffee0821: ぶっこわれ
[9611.657] (S)2スロでゴト: 呪われてるやん
[9612.896] 将門ゴルゴロ: あ
[9613.378] (S)りゅうぅ_: もどった
[9614.518] mifune1046: もっと短く言いな？
[9616.066] tsukune1539: 声のIQどーなってんのw
[9616.646] (S)fikat_0702: ブロリーなんなのｗ
[9616.969] (S)kani7321: パリィの発音でアホの子みたいになるのは何なのwwwww
