[5.260] (S)さいこりてぃ: こん塩～
[7618.266] kento_0213: つるぎ舐めてんの？w
[7618.558] (S)papet1452: ツルギも守備範囲広いからな〜
[7618.582] (S)猪木さんガチ勢: 虎だ！虎になるのだ！！
[7619.009] uratama922: ツルギ４０代でしょ
[7619.953] (S)bastet22: ばちぼこに殴られるw
[7620.155] amokado: 拾わん承知でしかけます
[7620.212] tanabo39: それも技術のうち
[7620.360] ga_pin: じわるw
[7620.408] motooooo0629: 流石にじゃね？
[7621.335] nicoco06z: これは期待
[7621.531] 10花: 拾えたらバケモン
[7621.772] (S)マキシマムなハラミ: 舐めてんのか？舐めてんのかって！！
[7622.158] (S)テバ_02: 通じたらスゲー
[7622.946] fujii_ta: なめてんのか！?
[7623.772] (S)ponzy48: 拾ったら本物やわあの子
[7624.564] unkonoun: 俺は本気でやれって言ったよな
[7624.626] (S)suzu25012: 本気で蹴れって言ったよな？
[7625.359] bigkafunaburger: 気づかれないのも技術のうち！
[7625.598] プレシオザウルス: ツルギはおじさんだぞ
[7625.601] (S)mint0_9: 流石に、
[7626.820] (S)erio0o: ツルギなら絶対拾える
[7627.133] kento_0213: 本気出せこら
[7627.304] (S)八咫烏: シューティング入門やめてね
[7627.348] (S)じゃがいも揚げ犬: 拾ったら凄い
[7628.052] (S)テネット23: まちょ三沢作んないかな？
[7629.431] (S)ひるお: ツルギを信じろ
[7630.395] (S)まさきよ監督: 青黄色タイツならなおいい
[7631.441] (S)uzend: 青タイツじゃないのか
[7631.915] ororonline: 装甲車でいいのか？w
[7632.116] (S)ぴじぃ: これも技術のうち
[7633.339] えだまめ侍: ボス車両バレw
[7633.413] moguro_: おまえなめてんの？
[7634.093] rinkqq1: なにいまの悲鳴
[7635.218] (S)orange8755: グングンカーやん
[7635.453] secondbamboo: 拾えると信じたい
[7636.433] (S)rlrlpo: 分かったら同世代じゃね？！
[7637.112] (S)らんぼー2: とらおと間違えられそうw
[7637.249] odoru_himanasi: 秘密に出来るか心配やな
[7638.367] フランカー06: 犬億は無馬に習うって言ってたっけ
[7638.602] 名称未設定: シャンクズも何で分かるのレベル
[7638.738] (S)~MISSING_COMMENTER_INFO~: きたｗ
[7638.748] pocochinthesky: それがてめぇの本気か?！！
[7639.119] (S)tecoshin: 無線w
[7639.142] (S)yuchanas: 無線に名前出てるw
[7639.218] yukito127: ｗｗｗｗｗｗｗ
[7639.226] ysk314_: ボス車なんよね
[7639.549] (S)rhcp_ryo: 通じる人この街に何人おるんやw
[7639.792] (S)58qqq: やばすぎるw
[7639.960] (S)碇のあ: wwwwww
[7640.762] ジぃジ: ｗｗｗｗｗ
[7641.103] (S)bakubaku52: ｗｗｗｗｗ
[7641.118] kento_0213: 相手に効かせなきゃ意味がない
[7641.841] noeliam23: 舐めてんのw
[7641.866] marusan48: 俺を舐めてんのかって！
[7643.608] meshi_oji: www
[7643.626] (S)landmark1000: 分かってんのか！？
[7643.883] ファボン4747: シューティングｗｗｗ
[7644.571] (S)NAMAPASUTA_BABY: 笑笑
[7644.840] (S)Molly_dm: 本気で蹴れって言われたら本気で蹴らなきゃ
[7645.083] yukitwitch14: wwwww
[7645.458] rinori_ddd: wwwww
[7646.191] mill_2715: 佐山聡は無理やろw
[7646.630] (S)きゅむぉ: 後ろ姿やばｗ
[7647.080] 東北のスロカス: ユニコーンバットがいらねぇｗ
[7647.322] nao_violin: ケーフェイ
[7647.590] ジぃジ: 恰好がｗｗｗ
[7648.099] (S)ayukatono: wwww
[7648.536] (S)16beat16161616: バシャウマ
[7648.594] (S)rebecca_76star: 俺は本気でやれって言ったんだよ！
[7648.599] (S)temoteee: バシャウマ
[7648.801] tomoomot1231: バシャウマです
[7649.299] (S)c_world_: wwww
[7650.097] miyayou864: ｗｗｗｗｗ
[7650.666] (S)あきにい: w
[7651.043] しゅんび: どーもバシャマウです
[7651.963] (S)ぱと_ぱと: 世代を超えていけ
[7652.269] (S)おきなわシャン: シューテイングで拾えるかもしれない
[7652.611] (S)kina_g1: バシャウマです
[7652.721] (S)いうた: Wwwww
[7652.789] 10花: ｗｗｗｗｗ
[7652.957] (S)~MISSING_COMMENTER_INFO~: wwww
[7653.591] (S)mira_koko: wwwwww
[7653.790] (S)蛙田いぶき: wwwww
[7653.799] motooooo0629: www
[7653.831] (S)landmark1000: タイガーステップしてくれ
[7653.866] yakan0909: 舐めてんの？って言いそう
[7653.920] れぶりみ: ｗｗｗｗ
[7654.115] (S)きゅむぉ: ｗｗｗｗｗｗｗｗ
[7654.917] (S)kyoro1204: あ
[7655.175] rrluti: ｗｗｗｗｗｗｗｗ
[7655.533] (S)nvyf6flup11ffpbyzy3k: すっげｗ
[7655.693] (S)arusa_02: wwwwwwwwwwwwww
[7655.869] rosso_k: wwwwwwww
[7656.110] (S)碇のあ: wwwwwwwwwwww
[7656.159] (S)shacomongo: wwwwww
[7656.187] (S)おきなわシャン: すげええええ
[7656.459] あひる: 流石や
[7656.538] (S)おいどん111: ｗｗｗｗ
[7656.634] (S)alohapon: ｗｗｗｗｗ
[7656.661] (S)ふま6853: 通じたｗｗｗ
[7656.700] (S)のるんくん: wwwwwww
[7656.709] sakunami_akiu: wwwwwwwwwww
[7656.802] (S)YAMATO00_RoueN: wwwww
[7656.809] tshirt7145: うおおおおおお
[7656.853] (S)いうた: はっやw
[7657.045] (S)nana43: あｗｗｗｗ
[7657.147] yukitwitch14: wwwwwwwwwww
[7657.231] モナカ食べたいな: wwww
[7657.270] (S)ama0526: わかったwwwwwwwwwwww
[7657.280] rocomoco18: 知っとるやん
[7657.288] tetsuo7878: しってるw
[7657.335] ぷるぷる震えるガール: ｗｗｗｗｗｗ
[7657.420] (S)ごぼちゃん: wwwwwww
[7657.547] (S)こくてんさん: ひろえるんかい
[7657.576] (S)もふーお: ｗｗｗｗｗｗｗｗｗｗ
[7657.706] (S)parupuntte: ｗｗｗｗ
[7657.779] (S)八咫烏: 伝わったｗｗｗｗｗｗｗｗｗｗｗ
[7657.793] (S)sumikaaa999: wwwww
[7657.801] (S)landmark1000: 拾えました
[7657.802] (S)テバ_02: 知っとるwww
[7657.917] (S)のりしお60: 声まんまｗｗ
[7657.918] けんじーじ: wwwwwwwww
[7658.279] akashiyki: wwwwwwwwwww
[7658.484] tee4230: 分かるのwwwwwww
[7658.488] (S)roi_hi: wwww
[7658.502] Rin_haruchasuki: wwwwwww
[7658.556] (S)剣丸: はやｗｗｗｗｗ
[7658.561] (S)Madao2222: なんでわかるんだよｗｗｗ
[7658.571] (S)ぼんちゃん_1412: わかるんかいwwww
[7658.691] (S)ayukatono: バシャウマやめてww
[7658.722] (S)市ノ宮権之助: すげーーーー
[7658.724] (S)peho_okok: しってたｗｗｗｗｗｗｗｗ
[7658.782] himajin_235: ｗｗｗｗ
[7658.884] (S)hagepicarin: すっげw
[7658.891] (S)kina_g1: wwwwww
[7658.924] (S)onsen9674: きたーw
[7660.093] (S)sheseec: わかるんだよｗｗ
[7660.176] ちぇるちぇる: www
[7660.332] (S)ゆずきち00: www
[7660.432] ヤーマン8: すげーよ
[7660.434] (S)未知数みちお: あｗｗｗｗ
[7660.437] (S)kiyoshi_1110: 知ってるやんwww
[7660.459] ebimalu: はっや笑
[7660.677] (S)suzu25012: すっげええええ
[7660.758] (S)アブソルート: ｗｗｗｗｗｗｗ
[7660.846] Rin_haruchasuki: はやw
[7660.854] (S)オレティンコスモール: わかんのかよw
[7660.868] (S)kohaku0782: ｗｗｗｗｗｗｗｗ
[7661.041] (S)rinko626: わかるんだｗｗｗｗｗｗｗ
[7661.083] (S)のあゆずりは: 拾えるのｗｗｗ
[7661.241] (S)~MISSING_COMMENTER_INFO~: sirryWooo
[7661.261] kouchq_p: wwwwwww
[7661.273] fneetf: はっや
[7661.332] (S)karabina029: ｗｗｗｗｗｗｗｗｗｗ
[7661.449] hiropyon1242: 流石やｗｗｗｗｗｗｗ
[7661.669] rinori_ddd: 拾えるwww
[7661.691] (S)カメモチ: わかったw
[7661.734] ゴルーン: なんでw
[7661.769] (S)エンペリ: www
[7661.809] くうきをよむ: なんでわかんねんwww
[7661.877] tanga_loa: わかんのかよwwww
[7661.932] shi_noidb: wwwwww
[7661.939] revlis_gin: なんでわかんねんｗ
[7661.963] (S)ティターナ: しってるのさすがｗｗｗ
[7662.131] (S)辛麻婆豆腐: www
[7662.356] motooooo0629: すっげえ
[7662.534] (S)もふーお: なんで拾えるんやｗｗｗｗｗｗ
[7662.565] (S)ケチャラ: ひろうんかいwwwwwwww
[7662.588] (S)地縛神ポンタリウス: 通じたｗｗｗ
[7662.593] ろいどです: ｗｗｗｗｗｗ
[7662.599] (S)めるすいか: 拾ったｗ
[7662.600] foo1625: www
[7662.766] (S)ponzy48: すげーーーーー
[7662.850] 暇人1231: きたーwww
[7663.276] mokkennn: 知ってるんかよｗｗｗｗｗｗｗｗ
[7663.364] (S)ryutang: 流石やなw
[7663.377] (S)真おむすび丸: いける
[7663.465] tanio123456789: すげぇぇ
[7663.496] ~MISSING_COMMENTER_INFO~: 通じたwwwwwwwww
[7663.515] (S)くらくらくらん: ｗｗｗｗｗｗ
[7663.575] misosoup6906: 拾えるんかよwwwww
[7663.606] kojimako3: 知ってたwwwww
[7663.705] ブルーレット奥岳: ツルギすげーw
[7663.763] (S)sakurafrasca: 分かるのかw
[7663.787] (S)らる_: しってるのｗｗｗｗｗｗ
[7663.935] (S)のむこちゃん: さすがｗｗｗｗ
[7664.133] g0ne_hangyodon2677: はやwww
[7664.162] (S)jaaakyyy: 拾ったwww
[7664.168] yabu_sai: 拾えたwwwww
[7664.186] chvcc577: 知ってるんや
[7664.315] taitai119: すっげぇw
[7664.409] (S)ravhid7: おお
[7664.415] (S)glasses02: 伝わったぁ！！
[7664.633] (S)papopopo: すごいな
[7664.845] (S)パタパタいぬ: なんでわかるねんwww
[7664.930] _イチ_: わかってるｗｗｗｗ
[7664.942] neva_sy: 分かるのかよｗｗｗｗｗｗｗｗｗｗｗ
[7665.139] buntan500g: つるぎ声カスカスやなｗ
[7665.140] (S)NAMAPASUTA_BABY: 知ってるwwww
[7665.189] (S)おかしなおおかみ: ｗｗｗｗｗｗ
[7665.276] (S)shokkorihan: wwwwwww
[7665.412] (S)べねでぃくと: www
[7665.424] (S)mo55an: いけるんや
[7665.565] tbo30914: さすがよ
[7665.629] moguro_: 本気で殴れって言ってんだろ！！
[7665.718] akamitsudango: わかるのかよw
[7665.733] meshi_oji: 知ってたw
[7665.811] (S)acane_zutomayo: なんでわかんだよｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7665.931] (S)xyz_3931: わ、きを
[7666.379] (S)pepe_7299: まじかよｗｗｗｗ
[7666.451] Rin_haruchasuki: いさやまw
[7666.643] (S)nogupizza: さすがだ
[7666.763] (S)hikarinxxxx: なんで拾える
[7666.777] miyayou864: ひろうう
[7666.965] panya0555: 伝わるの？ま？
[7666.967] (S)ジラフ331: お前なめてんの？のときはむしほ下スウェットだけどな
[7666.987] (S)toppogi61069637: さすがだな w
[7667.293] (S)Jewel_meat: うおおおおおお拾ったぁぁぁぁぁぁ
[7667.297] (S)sea99q: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7667.495] (S)veryeasy365: わかるのか…
[7667.499] oshinotan: 舐めてんのかって聞いてんだよ！
[7667.596] (S)_やお_: この人も広いなぁ
[7667.653] (S)kazunoko310: なぜわかるw
[7667.690] (S)hi9hlv: マジでいくつや
[7667.898] (S)arusa_02: いくつやｗｗｗｗｗｗ
[7668.087] (S)ひるお: すんげーよツルギ
[7668.113] (S)めろん55: わきをwwww
[7668.267] motooooo0629: わかるんかいw
[7668.303] sa_sya1: なんでわかんねんw
[7668.449] (S)rich3352: ｨ
[7668.560] lambranch18: わがはいwwww
[7668.631] (S)Soukaiseki: ｗｗｗｗｗｗｗ
[7668.714] shion0000000: 拾うんだよ
[7668.788] (S)あきにい: すげえ
[7668.997] (S)じゃがいも揚げ犬: わがはいww
[7669.025] koba_sw1tch: さすがや
[7669.032] (S)べねでぃくと: さすがwww
[7669.081] (S)apron_u: すげえｗｗ
[7669.309] 正岡: wwwwww
[7669.492] (S)テネット23: 嘘だろwwww
[7669.556] (S)ravhid7: すげー
[7669.681] (S)つちのこ83: すげぇw
[7670.286] (S)akihiroaku: わかるんかいっw
[7670.355] (S)だいふく3858: さすがツルギｗｗ
[7670.379] (S)おきなわシャン: ツルギすごいなｗｗｗ
[7670.459] (S)senbei_kun: wwww
[7670.518] (S)ky1124boc: 知ってて草
[7670.677] ホグワーツ2浪: 拾えるのワロタ
[7670.722] ninomae061: お前マジで何歳だよ
[7670.763] 08ryyyyy: 拾えんのかよw
[7672.236] jyn_78374: 伝わるのかよ
[7672.249] (S)lycoris_crz: ィちっさw
[7672.367] (S)インスタントきなこ: ！？
[7672.493] (S)d3suko: 即拾ってきたｗ
[7672.822] smnkn008: 余裕でひろっていくｗ
[7673.408] (S)きゅむぉ: ィ左山
[7673.544] wakusann: ｗｗｗ
[7673.612] ebitiri135: ィw
[7674.369] もちごめ1134: わき
[7674.585] tanio123456789: つたわったあぃぁあぁぁぁぁぃあ
[7674.797] (S)n230385: さすがツルギw
[7674.981] zlqde: ツルギすげーなw
[7675.097] (S)らんぼー2: すっげえええ拾ったwwwwwwwww
[7675.174] nahayu0987: なんでしってんねん
[7675.236] (S)きとみみん: なんで分かるんだよwww
[7675.315] sa_sya1: 天才かよ
[7675.404] autumn_ya: まんまやん
[7676.113] あひる: 有名だしな
[7676.173] (S)nakamumumu32: わきを
[7676.375] (S)arunaima: ｗｗｗｗｗｗｗｗｗｗ
[7676.494] (S)ティターナ: なんでわかるんだよ
[7676.606] (S)Lily_uw: まじでなんでも知ってるなｗ
[7676.673] yakan0909: 守備範囲広過ぎだろいくつだょw
[7676.743] poteto_sc30: ひろえるマ？？www
[7676.774] (S)shingoshigaa: 拾ってくれた
[7676.911] rrluti: ｗｗｗｗｗｗ
[7677.793] White_aIbum: わきをタイミング悪いww
[7677.873] akashiyki: 拾えるの流石すぎるwww
[7678.072] (S)rinko626: なんでわかるんだｗｗｗｗｗ
[7678.126] kuro_5417: なんでわかんねんw
[7678.201] (S)kawasaki315: すげぇw
[7679.295] tententen333: 何歳だよwww
[7679.442] shi_noidb: なんでわかんだよw
[7679.528] (S)kyo_fny: こいつ何歳なんだw
[7679.532] くもちゃん1: 何歳？
[7679.650] amokado: 余裕で拾っとる
[7680.221] Rin_haruchasuki: お前なんで拾えるんだよw
[7681.017] (S)ぽこチャン: wwww
[7681.521] (S)n230385: いさやまw
[7681.647] yuni5877: すごいww
[7681.861] motooooo0629: 40代やん
[7682.380] aixxx35: 格闘技すぎやぞ
[7683.351] (S)アブソルート: お
[7683.516] れぶりみ: ｗ
[7683.599] ocean__178: ばしゃうま？？
[7683.642] (S)buju: いくつだよw
[7684.202] xpmgjd: wwwww
[7684.461] takosugita: さわやかボイス！ w
[7684.881] zlqde: wwwwww
[7685.350] (S)ezosika_ch: すげええええええ
[7685.412] kyomaru03: www www
[7685.618] (S)onsen9674: www
[7685.930] (S)manwithamissonxx: なんで知ってんの？(笑)
[7686.088] norinorin777: ちゃんとやれって言ってんだろーー！の人だw
[7686.143] (S)landmark1000: 佐山はどちらかというと蹴りだよなwwww
[7686.158] (S)kyoro1204: wwwwwwww
[7686.296] (S)peho_okok: ｗｗｗｗｗｗｗｗｗｗｗｗ
[7686.336] (S)ravhid7: 天才や
[7686.362] kore552: 詳しいｗｗｗ
[7686.555] (S)yt9653: さすがw
[7686.826] (S)ねこたこす: 拾えたｗｗｗｗｗｗｗ
[7687.243] ebimalu: 笑笑
[7687.280] (S)sushi_gari_man: すげえな
[7687.291] manjyu0809: wwwwwwwwwwww
[7687.389] aserora61: wwww
[7687.409] (S)aptenodytes_patagonicus: wwwwwww
[7687.434] (S)さちゃすけ: ｗｗｗｗｗ
[7687.468] (S)nana43: ｗｗｗｗｗｗ
[7687.546] (S)patrick1000koo: ｗｗｗｗｗｗ
[7687.639] (S)おきなわシャン: 全部わかるやん
[7687.770] (S)meltart29: ファンタさんや
[7688.070] (S)カイ力: www
[7688.097] kkuioku: 先に言うなよｗｗ
[7688.279] (S)もふーお: ちゃんと知ってるｗｗｗｗｗ
[7688.362] keyhole_kol: わかるのww
[7688.515] (S)~MISSING_COMMENTER_INFO~: wwwww
[7688.637] you_eva: www
[7688.644] (S)白湯飲みたい: wwwwww
[7689.115] (S)猪木さんガチ勢: わかるのかｗ
[7689.162] (S)u_tan86: まちょといい勝負か
[7689.163] (S)カメモチ: wwwww
[7689.308] mustard1636: wwwwwww
[7689.341] gusion023: マジかよww
[7689.372] (S)meru_sen: わかってるぅｗｗｗｗ
[7689.576] (S)tori5858: マジ？
[7689.782] (S)碇のあ: wwwwwwwwwww
[7689.946] k3tkymj: www
[7690.832] (S)のりしお60: すげえｗｗ
[7690.890] (S)d3suko: ｗｗｗｗ
[7691.037] hiryame: 何歳だよつるぎww
[7691.056] oshinotan: 竹刀欲しいなw
[7691.198] (S)miruteer: ｗｗｗｗｗｗ
[7691.436] (S)88ハチ公: うそやんw w w
[7691.989] (S)n230385: ツルギいくつ？wwwwww
[7691.996] 暇人1231: wwww
[7692.029] ファボン4747: ｗｗｗｗ
[7692.156] g0ne_hangyodon2677: 何で知ってるのwww
[7692.459] (S)aptenodytes_patagonicus: すげぇや
[7692.489] (S)かぐらんチャン: 詳しすぎるw
[7692.662] (S)ぽこチャン: すげぇやww
[7692.772] (S)黒野_: ｗｗｗｗｗｗ
[7692.960] (S)NAMAPASUTA_BABY: wwww
[7692.965] (S)インスタントきなこ: やばい合宿させられそう
[7692.971] mosh_ki: これは49
[7693.077] meshi_oji: なんでしってんのよw
[7693.124] poteto_sc30: wwwwwwwwwwwwwww
[7693.260] (S)真おむすび丸: いけそうだぞ
[7693.308] (S)rlrlpo: こいつの年齢まさか！？www
[7693.371] (S)しゃもじむにむに: なんでわかるのwww
[7693.436] (S)ごはんよりパンがスキ: www
[7693.584] (S)58qqq: なんでわかんだよw
[7693.609] (S)mint0_9: つるぎ何歳？w
[7693.714] えっさっさん: すげえなｗ
[7693.751] (S)kina_g1: 拾ってるwww
[7693.808] kabochaisgot: 通じてるのおとろい
[7694.020] 10花: わかんのｗｗｗｗ
[7694.224] (S)arisandesuyo: なんで知ってんのｗ
[7694.595] (S)opome12: ｗｗｗｗｗｗ
[7694.601] (S)landmark1000: そうなんよな蹴りの人なんよなw
[7694.655] (S)おいどん111: ｗｗｗｗ
[7694.745] 正岡: いいねぇww
[7694.770] (S)てつーん: 負けた
[7694.851] (S)テバ_02: なんでわかるの！
[7694.985] liskingdom: 詳しいｗ
[7695.440] soup_1988: なんでわかんだよ！ｗ
[7695.652] yk_999: なんでわかるんだよ
[7695.657] ruby_mybabe: プロレス好きなんやねw
[7695.705] (S)rebecca_76star: 知ってるやん wwww
[7696.010] guridebi: 天才ではある
[7696.251] (S)のむこちゃん: 知ってるねえw
[7696.398] rocomoco18: ツルギ何才だよw
[7696.575] noeliam23: いさやまw
[7696.820] (S)5cd788: 先に言うなｗｗｗ
[7696.861] (S)ayukatono: なんでわかるんだww
[7696.980] (S)きゅむぉ: さすつる
[7697.160] yakan0909: マジですげーなツルギ
[7697.195] (S)cloud____99: さすがやこいつwwww
[7698.116] (S)banana8929: 声変えるとかないんかいw
[7698.200] ヤーマン8: しっかり知ってるやんw
[7698.690] (S)らんぼー2: 天才かよwwww
[7698.809] えんえんトンネル: なんでわかんだよww
[7699.092] (S)hatenann: 装甲車ｗ
[7699.198] 胡麻団子_0614: 知ってるやんけｗｗ
[7699.216] rabo9696: ネタ通じるのかよｗ
[7699.302] (S)アブソルート: すげぇｗ
[7699.450] (S)tori5858: 拾えるのすごい
[7699.514] (S)飛びます飛びます: 知ってるやんw
[7700.031] (S)むーちょ_豚箱: お前幾つだよｗｗ
[7700.046] (S)udon_jack: 何でツルギも嬉しそうなんだ
[7700.091] (S)無職の緑色: マインドをね
[7700.118] secondbamboo: 拾えた！w
[7700.278] (S)siro0704: よう知っとるw
[7701.096] nozpapa: 知ってるの笑うｗｗｗｗ
[7701.317] (S)shacomongo: ほんと何歳だよｗ
[7702.251] tenkosandesu: なんでわかるんだよｗｗｗｗ
[7702.649] くもちゃん1: 防弾車wwww
[7703.185] (S)dakr5123: なんでわかんだよw
[7704.087] (S)chigirip4n: Xで最近回ってきてたからな
[7704.108] 銀時3: ツルギ年齢偽ってるだろｗ
[7704.114] gorirarara: ツルギは干支で49歳バレしてる
[7704.292] sakunami_akiu: や、くどし
[7704.939] hako7hako7: 声ｗ
[7705.075] みんみん458: 声w
[7705.153] (S)ミヤビナリ: なんで知ってるんだよw
[7705.614] ゴルーン: ツルギ絶対30代w
[7705.882] lagthemeek: ファン太よりは上だw
[7706.245] びーびー3: 特訓中 竹刀で殴ってきそう
[7706.388] kool8mm: ビンタしてほしい
[7708.567] kore552: やっぱり40代
[7710.547] k3tkymj: ちょっと似てるなw
[7710.955] xastur3113: ネタ拾えるの凄すぎだろw
[7711.659] motooooo0629: レシーブ力えぐいwww
[7711.705] kskszzz: SWORDきた
[7712.563] (S)sea99q: なんでわかんねんｗ
[7714.616] (S)ぱと_ぱと: ツルギいくつやwwww
[7717.922] ryu_the_melo: ツルギから白市民に広がるんだろな〜ww
[7718.368] (S)つちのこ83: wwwwwww
[7719.797] (S)~MISSING_COMMENTER_INFO~: マスターS！
[7720.647] (S)ぽこチャン: wwww
[7721.167] (S)rhcp_ryo: ツルギすげぇなw
[7722.038] (S)tori5858: 何歳だよマジでｗ
[7723.801] ゐなずま: シャンクズ＝猪木かｗｗｗ
[7724.196] 東北のスロカス: ｗｗｗ
[7724.940] rinori_ddd: wwwww
[7725.331] ボンジョヴィ: ｗｗｗｗ
[7725.571] (S)のるんくん: wwwwww
[7725.709] ファボン4747: ｗｗｗｗｗ
[7726.264] (S)c_world_: www
[7726.575] (S)アブソルート: ｗｗｗｗｗｗｗ
[7726.850] (S)alohapon: ｗｗｗｗｗｗ
[7726.938] azarasiiia: 毎回師匠変わるの面白い
[7727.060] (S)ペンギンやろう: ファン太の声でしかないのおもろいｗ
[7727.389] skyo1357: ww
[7727.549] (S)16beat16161616: ｗｗ
[7727.599] (S)YAMATO00_RoueN: wwwww
[7727.601] (S)sankakubuchishinjukyo: 兄弟子マスターS
[7727.604] (S)mira_koko: ｗｗ
[7727.689] sorano00: ちょいさわやかｗｗｗ
[7727.748] 暇人1231: w
[7727.815] (S)cloud____99: wwwwwwww
[7727.903] ボンジョヴィ: ｗｗｗｗｗｗｗｗｗｗ
[7727.908] (S)kohaku0782: ｗｗｗｗｗｗｗｗ
[7728.019] norinorin777: wwww
[7728.263] (S)ティターナ: ｗｗｗｗｗｗ
[7728.317] (S)meru_sen: ｗｗｗｗ
[7728.379] (S)もふーお: ｗｗｗｗｗｗｗ
[7728.489] ブルーレット奥岳: ツルギ四十代かw
[7728.562] (S)碇のあ: wwwwwww
[7728.852] (S)きゅむぉ: ｗｗｗｗｗ
[7728.868] (S)アジ7864: w
[7728.901] (S)テバ_02: wwwwwwwwwwwww
[7728.926] yukitwitch14: wwwww
[7728.938] motooooo0629: www
[7729.076] (S)ケチャラ: wwwwwww
[7729.184] rocomoco18: エスタークw
[7729.265] (S)いうた: Www
[7729.339] (S)ぺんた326: ちがwwww
[7729.432] (S)さちゃすけ: ｗｗｗｗ
[7729.466] (S)pepe_7299: ｗｗｗｗｗ
[7729.700] (S)pasepon: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7729.735] (S)おきなわシャン: 昭和のプロレス詳しいの草なんだがｗｗｗ
[7729.918] Rin_haruchasuki: wwwwwww
[7729.958] (S)じゃがいも揚げ犬: www
[7730.094] (S)もーーーたん: wwwwwwwwwwwwwwwwww
[7730.117] (S)あきにい: wwwwww
[7730.144] (S)kyoro1204: wwwww
[7730.378] mokkennn: ｗｗｗ
[7730.383] himajin_235: ｗｗｗ
[7730.591] syou_16: wwww
[7730.692] (S)nana43: ｗｗｗｗｗ
[7730.788] もちごめ1134: wwwwww
[7731.037] e_t_o__: wwwwww
[7731.136] (S)parupuntte: ｗｗｗｗ
[7731.186] tanio123456789: wwwwww
[7731.348] えっさっさん: 声変える気無くてわらうｗ
[7731.544] (S)_やお_: エスタークw
[7731.590] (S)yt9653: wwwwww
[7731.640] (S)sakae_gumi: ※すべて同一人物です
[7731.746] (S)Jewel_meat: wwwwwwww
[7731.997] Loar_Mirror: wwwww
[7732.240] (S)jaaakyyy: wwww
[7732.313] (S)c_world_: wwwwww
[7732.442] (S)元気なデブ: ｗｗｗｗｗ
[7732.610] (S)u_tan86: 即答
[7732.622] (S)kina_g1: wwwwww
[7732.898] rinori_ddd: エスタークwww
[7733.138] kouchq_p: wwwwwww
[7733.148] miyayou864: いやすぎｗｗｗ
[7733.365] yukitwitch14: wwwwwwwwww
[7733.462] rosso_k: wwwwwwwww
[7733.497] Mrdeee_: wwww
[7733.562] amokado: 違います。
[7733.565] ごーやちゃんぽ: たしかにw
[7733.712] (S)miruteer: ｗｗｗｗｗｗｗｗ
[7733.992] (S)らんぼー2: wwwwwwwwwwwww
[7734.936] lambranch18: wwwwwww
[7735.120] (S)たち_: WWWWWWWWWWW
[7735.135] foo1625: wwwww
[7735.615] Rin_haruchasuki: メスターク
[7736.163] (S)Jewel_meat: 似てるけどw
[7736.322] みんみん458: Sたーくww
[7736.493] neva_sy: はやいｗ
[7736.538] (S)塩唐揚げ: ｗｗｗｗｗ
[7736.735] (S)sea99q: あｗ
[7736.898] (S)イブオ: なんで出たw
[7737.577] ebitiri135: エスタークw
[7737.605] tanio123456789: エスタークwwww
[7737.664] (S)ravhid7: wwwww
[7738.191] gacchan_desu: わろとります
[7738.441] yuchan_05: 性獣w
[7738.858] (S)きゅむぉ: 一旦確認ｗ
[7739.098] meshi_oji: オルカの師匠
[7739.345] (S)johnpeanuts: www
[7739.463] ファボン4747: エスタークｗｗｗｗ
[7740.002] (S)おいどん111: ｗｗ
[7740.746] (S)ツカサ10: そっち？w
[7741.046] (S)スキン: こえまんまファンタやんwwwww
[7741.105] tsurupikahagemaru_kun: 見た目は似てないこともない
[7742.663] kore552: 似てるけどｗ
[7742.778] (S)つちのこ83: 同一実物w
[7742.883] motooooo0629: メスタークwww
[7743.090] (S)lycoris_crz: あるく性欲繋がり
[7743.713] (S)earlgrey_taka: earlgrey_taka subscribed with Prime. They've subscribed for 6 months! 🙌✨
[7745.404] ssr12576: オルカもいて欲しかったな
[7745.854] amokado: 助けてくれえ！
[7746.224] マーカス0908: まずは心無きサンドバッグか？
[7746.240] (S)udon_54: あんなのと一緒なわけw
[7749.067] tomoomot1231: マスターSとエスタークって格好似てるよなw
[7749.260] kabocha0141: ほぼ地声かな？
[7751.337] meshiooooo: このキャラ爽やかでいいな
[7752.569] (S)nana43: 伝説の
[7752.780] tanio123456789: 性獣のS
[7757.000] (S)きゅむぉ: ここ聖地
[7758.211] (S)rebecca_76star: ミュートしますw
[7758.592] (S)_やお_: いつもの人
[7758.599] (S)~MISSING_COMMENTER_INFO~: ちゃんとミュートにして伝授してくれ！！！
[7758.834] (S)トロトロ大尉: まずはチャイナ服からか
[7760.484] (S)碇のあ: 伝説の地
[7760.499] (S)ponzy48: 稽古場きたー
[7760.517] (S)チーピー: 聖地
[7760.572] kou5656: まずはここだよね
[7764.200] tee4230: 聖地きたー
[7764.720] (S)nana43: やっぱここだね
[7765.192] (S)けちゃぴー: エモ
[7766.221] (S)おいどん111: なつかしい
[7766.337] (S)ばむるく: ミュートタイムきます
[7766.673] yuchan_05: 聖地
[7766.679] (S)ペンギンやろう: いつもの場所
[7766.735] (S)ayukatono: 聖地
[7767.484] (S)カメモチ: まずはここだね
