[14.078] 若鶏の唐揚げ: umeCossack
[2688.774] kisegawa_eternity: リアルシベリアンエキスプレス
[2689.993] ましゅダヨ: ほんっっとに大事よ家庭環境は！
[2692.614] yukinanyanko: 男はそういうところあるよね 独身でいけと
[2697.340] akaoowasi: ロシアのウメハラだったらどうなっていたのか予想もつかないなー
[2698.319] (S)jamxqc: 血筋からザンギ使い？
[2704.195] ましゅダヨ: そうかもね
[2715.688] (S)erisuk: たった一つの選択でこんなにも世界がかわる
[2720.564] fj_honey: 父ありがとー
[2720.929] kitakaze_kita_kita: ウメハラダイゴフになるところだった
[2723.591] maya_g01: のびのび
[2724.863] chin_56_: のびのびおおらか
[2736.720] (S)nakamura3278: ダイゴフw
[2740.780] (S)びっくすまん: 持ちキャラがザンギになってかもしれなかったのか
[2764.049] akaoowasi: 似ている！？
[2765.965] sindou_ume: うめхороший
[2770.491] miruujyu: だから変な友達にやさしいんだー
[2773.774] kakitama5: 少なくとも家族とはちゃんと話し合った方がね
[2774.178] kimi_3_: リアルストリートファイターになってたかも
[2774.755] ましゅダヨ: 家がきついと、学生の頃から進学とか考えられないからね。将来の選択肢すごく狭まる
[2782.243] shinobuchan4649: 自分一人ならリスクとれるんだよねえ
[2784.175] (S)ひじきもち: 家庭環境がいいとほんとなんとかなるでしょってポジティブ思考になれるよね
[2807.613] (S)nakamura3278: 家庭内に不安があるとねぇ…
[2820.534] chin_56_: 残機0
[2833.479] (S)nakamura3278: 怖いよねぇ
[2833.511] ましゅダヨ: 信用失われるってどんなことよ……
[2841.566] akaoowasi: たしかにリトライできない挑戦ってヤバすぎるもんね
[2845.372] miruujyu: ギャンブラー
[2849.168] one596: トライ&エラーが出来ないチャレンジは怖すぎるよなー
[2858.230] (S)shog1994: やけになるなっていう
[2869.031] (S)inari_tencho: 信用失うってほんとにギャンブルにお金使うんじゃないの
[2871.789] kaban1192: あ
[2872.977] くおお: あ
[2873.027] degajun: ふってきた
[2875.617] ましゅダヨ: そうだよね、そこまでかけなきゃ行けないってことならね
[2877.415] (S)nakamura3278: どうも詐欺臭く感じるよな
[2877.549] (S)erisuk: 何で信用失うかがまったくわからんのがふに落ちん
[2877.995] chin_56_: ｷﾞｸｯ
[2878.547] gokoussgss: 美味しい話あるよ＾＾
[2879.031] shinobuchan4649: 確信だ
[2881.507] yukinanyanko: リセット癖だね 自分がちょっと悪い状態になったら環境捨てる
[2882.918] kisegawa_eternity: なるほど
[2886.875] ニューキングハナハナ: 「たかだか仕事」
[2887.343] ましゅダヨ: ほんとにそう
[2888.276] gularain: おわー……
[2888.467] kaban1192: つかみました（つかんでない）
[2888.917] sei_6: おいしい話はないんだよ
[2891.767] (S)payeazy: 僥倖だよなぇ
[2893.041] (S)軽く捻るか: なるほどなあ
[2893.286] shiro_risu01: BibleThump
[2904.513] ましゅダヨ: それー！まじそれー！
[2907.704] kosmos5567: 本当にやりたいなら相談する相手は家族だけ
[2908.163] chachachakoma: 銀行さんから言ってきたのちょっと怖いなぁ
[2908.995] くおお: かっけえ
[2916.702] ましゅダヨ: wwwwww
[2917.642] (S)mamire69: 身の丈に合ってないって自分で言ってるじゃんねぇ
[2920.085] tabibitox: 自分の活動でつかんだなら退屈にはならんよね
[2921.456] akichi018: 名探偵
[2926.393] のら村長: すごいうめちゃん
[2927.252] kaban1192: ハメられてるゾ
[2931.506] shinobuchan4649: 微妙なニュアンスからそこ読み解けるのか
[2936.296] squeezequiz: ギャンブラーか
[2938.433] kisegawa_eternity: おお〜😮
[2938.477] (S)軽く捻るか: 鋭いですねえ
[2945.383] (S)triskeal: 丁寧に読み解くなぁ
[2948.282] くおお: まじで分析力すごい
[2950.266] chin_56_: なんでなんでぇ
[2950.504] 若鶏の唐揚げ: 見透かされてる
[2951.082] yudedako: たし🦀
[2951.828] akaoowasi: たしかに！？全部が紐解かれてるやん！
[2953.696] Botamoti1: よくそこまで読み取れるなぁ
[2954.484] kaban1192: たしかに
[2955.346] miruujyu: えぐってくるなーｗ
[2956.463] shinobuchan4649: なるほどなあ
[2961.319] teruharu_: リセット癖あるかも
[2962.784] wananaki: やっば。推理すごいわ
[2962.939] perfecttakahashi: あーたしかに
[2964.591] 無心に: ダイゴには全てお見通し
[2965.416] curemikan: 凄い人だなウメちやん
[2967.975] miruujyu: 鋭いｗ
[2972.389] yudedako: 名探偵ウメ
[2976.291] Loytory: ここまで向き合ってくれるってほんとありがたい
[2978.427] よもぎです: 今日の刃は切れる
[2981.501] kaban1192: 国士無双いったりピンフみたり
[2987.190] fbhjkl: ScaredyCat
[2988.911] kimi_3_: ねじ込む！
[2989.629] くおお: ああ…。
[2989.691] gettyozi: なんというたとえｗｗ
[2992.116] the_blow02: ウメさんおもれぇ
[2992.251] chin_56_: えぇ
[2994.113] WhiteShoreDrive: たかし...
[3007.210] Botamoti1: 的確すぎるｗ
[3008.833] akaoowasi: めっちゃキツいナーフくるぞ……
[3009.825] mako6912: 分かりやすい
[3016.533] maya_g01: うっかり
[3017.526] akichi018: 競争できないんよね
[3019.429] のら村長: うんうん
[3025.994] shinobuchan4649: せやね・・
[3026.965] yuzitadao: いやーほんとにその通りすぎる
[3027.653] chin_56_: なりたいだす
[3030.165] wananaki: 超絶的確な指摘
[3030.707] water200water: RyuChamp
[3041.318] (S)triskeal: なりたいダス・・・
[3053.339] tabibitox: ウメちゃんがレアキャラ使いにあまり興味示さないのはそういう視点かな
[3054.350] オワオワタ: もうこの人のライフゼロよ
[3058.798] miruujyu: ひかるくん・・・
[3058.998] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[3060.233] yut7xot8: レイテンシーのことか・・・
[3061.507] akaoowasi: たしかに中くらいの強いキャラでバカ勝ちしてるもんな
[3070.980] 若鶏の唐揚げ: もうKOですｗ
[3071.290] fj_honey: どんどん出てくる笑
[3077.178] kaban1192: あるあるｗｗｗ
[3079.839] prototypeie: 色気づき
[3081.887] chin_56_: ｸﾞｲｸﾞｲｸﾞｲ
[3084.221] fbhjkl: NotLikeThis
[3089.761] sonic_chop: ｗｗｗｗ
[3089.908] (S)inari_tencho: 愚か
[3099.169] 憂う者の弟子: うっひょおおおおおおお
[3099.498] cafe_gondo: あー
[3099.707] chin_56_: うひょおお
[3099.912] mako6912: あるあるすぎるw
[3102.310] tabibitox: うひょー
[3102.774] akichi018: わかりやすい
[3102.996] (S)nakamura3278: うひょー
[3105.154] (S)payeazy: 一貫性の問題よね
[3107.971] teruharu_: NotLikeThis
[3110.503] abcdomega: 自殺志願者
[3115.322] miruujyu: 若手に見せたい配信
[3115.617] gettyozi: なんでここまで話できるんだ
[3117.870] akaoowasi: オレもうひょータイプだわ……
[3124.337] tmtm84: 上振れを実力と勘違いするなと
[3130.082] chin_56_: ｸﾞｻｸﾞｻｸﾞｻ
[3131.567] gularain: 私も気をつけないとな……
[3134.524] (S)nakamura3278: ギャンブルにはまるやつやな…
[3135.254] yuubinya: 俺が鳴かせてドラのった！
[3135.754] yudedako: ギャンブル中毒者の思考皆そうかも・・・
[3145.222] teruharu_: 気を引き締めて生きます…
[3170.368] いぬみみ: 細木数子に見えてきた
[3173.230] よもぎです: するどいなー
[3176.234] のら村長: BibleThump
[3176.870] fbhjkl: BibleThump
[3177.719] gularain: やめてーーーー
[3178.985] raurakd: 闇堕ち
[3182.215] chin_56_: どうだこうだ
[3182.579] ヨコグシ: BibleThump
[3182.837] (S)nakamura3278: お父さんやめてーー
[3183.231] (S)inari_tencho: なんならすでに一部そうなってそう
[3183.518] くおお: 破滅
[3183.732] のら村長: やめてーーー
[3183.909] (S)erisuk: そのオチは地獄過ぎる
[3185.900] sonic_chop: お父さん…
[3189.363] wananaki: 入信します
[3192.237] ガスおじ: なるほどな
[3200.707] akaoowasi: 人格が壊れるくらい変わるのは有り得るよなー
[3201.573] prototypeie: ドラ乗ってるんだよ俺は！
[3206.094] 無心に: 鬱になりましたって相談来そう
[3207.427] tsubucoro: FailFish
[3219.905] blackoutburn00: するどい洞察やなぁ
[3230.860] shinobuchan4649: 田舎でそうめん屋やろう
[3231.702] shiro_risu01: もっと低コストでできること探そう
[3234.039] fj_honey: オーバーキル
[3236.197] (S)erisuk: いろんなヤツらをみて来たウメちゃんだからこそ言えることだな～薄っぺらい自分にはわからん
[3241.000] (S)inari_tencho: 船には家族全員で乗るべきよな
[3248.226] tsubucoro: BloodTrail
[3260.609] akaoowasi: 失敗できん挑戦を今する必要ないわな
[3263.256] kaban1192: 騙そうとするやつもいるからな
[3265.135] くおお: 考えてるやつは若いうちから動き始めてる
[3267.046] ヌララザンギ: スト６楽しいからやろー！
[3267.349] いぬみみ: 自分を俯瞰で見る力か・・
[3268.050] miruujyu: いい人は騙されやすいからねー
[3277.698] (S)shog1994: それすぎる
[3279.572] nail06k: うーん神回
[3281.203] sonic_chop: 小さく小さくがんばえー
[3281.526] raurakd: 🚑
[3281.919] sourunidenwasiyou: 縁起が悪いピーポー
[3294.227] まるいとうふ: うっひょー
[3296.019] (S)erisuk: ぎっしり
[3296.184] one596: びっしり
[3296.477] gomesu: gomesu is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 933 in the channel! 
[3296.917] gomesu: gomesu gifted a Tier 1 sub to lucyjojo! 
[3296.927] gomesu: gomesu gifted a Tier 1 sub to m1s4m0! 
[3296.935] gomesu: gomesu gifted a Tier 1 sub to knxwledge! 
[3296.969] gomesu: gomesu gifted a Tier 1 sub to inubisu! 
[3296.979] gomesu: gomesu gifted a Tier 1 sub to welch02! 
[3297.010] tabibitox: 削ぎな？
[3298.820] une3333: ハートマークとグッドマークの質問あったけどｗ
[3299.697] yuzitadao: 字面がすんごい
[3301.658] ryuken_future: 読みにくいｗ
[3301.961] aru_0928: ウシジマくんの被害者で出てきそう
[3303.251] Sunsun_the_Sunfish: 聞き入る
[3305.044] tabibitox: ごーめにぃ～
[3306.123] (M)gameinntwitch: おはようございます。問題無さそうですかね
[3306.503] maya_g01: ごめにぃ！
[3311.775] shinobuchan4649: 長い
[3313.301] kaban1192: なげえｗ
[3316.478] (S)nakao1976: ごめにいさんあざます♪
[3319.655] sourunidenwasiyou: 壊しすぎｗ
[3320.940] fbhjkl: 大変だ
[3321.096] degajun: 改行がねぇｗ
[3321.773] chin_56_: (ノ｀Д´)ノ彡┻━┻
[3323.134] teruharu_: ごめにいありがとー
[3325.295] levokuma66: Whatsup Daigo Greeting from Turkey (Turkiye) 
[3326.344] (S)inari_tencho: 草
[3326.348] 憂う者の弟子: どかーん！！！
[3326.426] gettyozi: ｗｗｗｗｗｗｗ
[3326.893] tsubucoro: 🐵💢
[3328.089] akichi018: ミートさんかな
[3329.198] jagajaga1943: やべえやつｗ
[3329.258] ピザマン117: 密度ｗ
[3330.218] harunan808: 草
[3330.451] sonic_chop: ｗｗｗｗｗｗｗｗ
[3330.544] やあああ: すんごい
[3330.629] 箸くれ: こわいこわい
[3330.630] yuubinya: やべぇやつじゃん
[3331.305] okiyoo000: ！？！
[3331.361] (S)yukikaze083: 今のところ問題なさそうです
[3332.524] tsubucoro: wwww
[3332.537] yudedako: ハルクかな
[3333.167] yomiiruuka: ミート？
[3333.473] mako6912: ミートさん？
[3333.707] une3333: 格闘家になりますか？
[3333.858] shoooookgo: やば
[3334.230] Loytory: ヤバイな
[3334.938] curemikan: ひえー
[3335.508] abcdomega: 良い感じの人間味がある人だな
[3335.649] TOMATOKANA: やべー奴ｗ
[3335.735] (S)erisuk: お金持ちでいいな～
[3335.832] 憂う者の弟子: たけしじゃん！！
[3335.884] chin_56_: こわしこわし
[3336.121] teruharu_: ひええ
[3336.599] まるいとうふ: やべえ
[3336.633] モンゴル: やばすぎｗｗ
[3336.822] poterongu555: 実績解除できるだろなんか
[3336.904] sn0wf0x3: wwww
[3337.045] (S)れのぼん: わかるーｗ
[3337.392] ウダガール: こわいよｗ
[3337.400] ガスおじ: なんていうんだっけそういう性格
[3337.691] maya_g01: メンおじさんおはようございます～問題なさそうです
[3337.891] gokoussgss: あぶないｗ
[3338.940] raurakd: 凄まじいw
[3339.479] (S)payeazy: やべぇ奴じゃん
[3339.968] kosmos5567: 向いてです
[3340.171] Ceciltaisa: 癇癪持ちか
[3340.444] uncledoon: すーごいｗ
[3341.122] WhiteShoreDrive: 散歩しようぜｗ
[3341.481] ねこむらさん: WutFace
[3341.612] yuken_t: 怖いっす
[3341.725] (S)jamxqc: umeYay
[3341.858] cafe_gondo: アケコン「ギャァァァ」
[3342.010] (S)びっくすまん: アケコンクラッシャー
[3342.133] akaoowasi: 文章からも気性の激しさが伝わる
[3342.406] tmtm84: 病院池
[3342.922] x_abu_xx: リアルやべーやつ
[3344.458] tabibitox: やべーやつやなｗ
[3345.374] kaban1192: DV野郎
[3345.773] BISAI3: 怖すぎ
[3346.049] (S)triskeal: ミートさん？
[3346.673] shinobuchan4649: リアル格闘家やん
[3347.236] tanaka_cyclone: (#⌒,_ゝ⌒)
[3347.318] blackoutburn00: クセになってるやん
[3347.975] tsubucoro: えぇ...
[3349.089] une3333: え
[3349.169] ねこむらさん: NotLikeThis
[3349.293] (S)nakamura3278: カウンセリング案件やな
[3349.630] (S)rockmantarou: やば
[3350.014] (S)erisuk: え！？
[3350.765] chin_56_: ( #ﾟдﾟ)=○)ﾟД)
[3350.874] のら村長: BibleThump
[3351.293] (S)yukikaze083: やべ～
[3352.138] wananaki: やべーやつきたー
[3352.552] degajun: 終わっとるなぁ
[3352.642] (S)inari_tencho: ひょっとして統合失調症なのでは
[3352.853] sonic_chop: あら
[3353.631] tsubucoro: 😢
[3354.203] perfecttakahashi: ！？
[3354.409] のら村長: NotLikeThis
[3354.627] nail06k: WutFace
[3356.130] (S)moppu_gake: 流れ変わったな
[3356.311] (S)potata_725: えぇ
[3356.379] teaeuaunofune: 呵責の念ってやつね
[3356.640] kosmos5567: 病院行きましょう
[3356.924] prototypeie: ひえっ
[3357.213] ヨコグシ: BibleThump
[3357.217] auau893: もうやめろｗ
[3358.082] inuneko201: パワー系
[3360.232] (S)rockmantarou: バーサーカーシステム
[3360.722] (S)erisuk: ただのゴミカスだった
[3361.739] nyo_tio: NotLikeThis
[3363.327] wananaki: wwww
[3363.660] (S)豚ああ: マッマにはダメ
[3364.079] x_abu_xx: kzオブkzやな…
[3364.447] kaban1192: マザーファッカー
[3364.479] lclc98765: これまかうじゃね？
[3364.501] the_blow02: たけし草
[3364.943] chin_56_: なぐることにしました
[3365.414] あかの: 父は止めなかったのか
[3365.553] tsubucoro: パワー系すぎる
[3365.775] のら村長: ママー 
[3366.285] aru_0928: ん/
[3367.233] amadori3: 感情のコントロールが出来ない人か
[3369.240] (S)nakamura3278: しましたw
[3369.495] ナベさん: 逆の立場を一度味わおうｗ
[3369.874] 箸くれ: 加害者視点の悩み珍しい
[3370.781] (S)びっくすまん: 相談してるって事は後悔してるんだな
[3371.405] (S)ponponguripon: 無生物を殴るぜ！
[3373.328] shoooookgo: ボクシング
[3373.981] (S)のまい: 話の方向が急にかわったな
[3374.520] オワオワタ: もう格ゲーやめた方がいいぞ
[3376.148] degajun: サンドバック買え
[3376.190] yuubinya: いや人なぐるよりはいいけどさぁ
[3376.454] shinobuchan4649: むいてないやん・・・
[3379.421] curemikan: 重い
[3379.989] (S)erisuk: こいつ仕事したことないだろ
[3380.265] wananaki: 病院にいけ
[3382.619] のら村長: 格闘技やってくれ
[3383.350] たニ: 自己分析が意味を為さないことってあるんやなぁ
[3383.753] エノオウ: ボクシングジムいけ
[3383.813] jagajaga1943: ＡＤＨＤ・・・
[3384.172] ウダガール: 文章も改行なくてやばいなｗ
[3384.197] redpeppar510: 病気ですね
[3385.370] kamakiri7: サンドバック買えばいい
[3386.577] miruujyu: バキのキャラかよｗ
[3387.461] gokoussgss: うさぎのぬいぐるみ
[3389.214] kodue55: やばすぎ問題児…
[3389.883] ガスおじ: 統合失調症は妄想幻聴が妄想や幻聴だと認識できない病気やで
[3391.416] chin_56_: クセになってんだ
[3392.187] mogetasan: ちゃんと引くわ
[3394.304] Ceciltaisa: 成功体験が薄そう
[3394.433] オワオワタ: ただの内弁慶だろ
[3394.467] akichi018: いちおうストレスを抑える薬とかメンタル安定させる薬あるけど
[3394.649] aru_0928: 流石に病院行こうや
[3396.526] kaban1192: 甘えてんだよ
[3399.859] yomiiruuka: 自覚してる分だけ本人も辛そうだな
[3400.297] よもぎです: 内弁慶？
[3400.422] まみ君: これはもう癖というか疾患
[3400.525] prosciu: 自分で理解してるのに止められないのは困るな
[3400.564] kitakaze_kita_kita: 医師に相談するべき
[3402.741] nyo_tio: さすがに精神科に行きましょう
[3403.203] のら村長: NotLikeThis
[3404.056] ピザマン117: サンドバッグで解決
[3406.208] prototypeie: こういう人って多いんかな
[3406.550] sonic_chop: 防衛本能だからねぇ
[3410.856] wananaki: カウンセリングうけろ
[3411.113] kisegawa_eternity: サンドバッグ殴るようにすればスポーツだぞ
[3411.310] mako6912: 精神科案件やなー
[3412.550] tsubucoro: w
[3412.885] nekositi: 癖じゃなくて絶対に精神疾患だろ
[3415.584] miruujyu: 重い相談ばかりだなｗｗ
[3416.426] 受験失敗: 文章の書き方がガチ
[3417.690] のら村長: 辛すぎる
[3418.529] chin_56_: よくわかってんじゃん
[3418.989] perfecttakahashi: www
[3419.604] ヨコグシ: NotLikeThis
[3419.617] blackoutburn00: キレるとゲームも弱くなるから止めるんだ
[3420.188] tsuchi_poyo: モンスター
[3420.249] sonic_chop: ｗｗｗｗ
[3420.448] akaoowasi: 金もかかるしなー
[3421.467] Loytory: 経済は回してるなw
[3421.973] (S)inari_tencho: モニター殴るのはもう壊そうと思ってやってるよな
[3423.578] une3333: 20年かぁ
[3424.309] のら村長: うわぁー
[3426.193] しょうぐん777: 20年はもう諦めろ
[3426.399] abcdomega: 大変だな
[3428.303] teaeuaunofune: まじでこんな奴おるんやなー
[3429.591] (S)ponponguripon: ほんとにいいことないな
[3429.770] shoooookgo: 長い
[3430.652] たむらまさかず: ただの発達障害だろ。心療内科へGO
[3430.714] Livan_Lilivan: アケコンなんてそうそう壊れないと思うんだが、どんだけ力強く殴ってるの
[3432.333] nail06k: こりゃあ・・・
[3432.464] ガスおじ: 心療内科でいいかも
[3433.069] yuzitadao: ゲームやめてね
[3434.254] sovianix: 周りは気づいてそう
[3435.922] フラスク: 隣にムキムキの黒人置いておくか
[3436.083] ANYONE_WHO: 父親とか家庭内で暴力があったんじゃないか？
[3436.873] (S)のまい: チャットごときがわかったような口きくなよ。相談されてるのはウメハラだぞ
[3437.727] tabibitox: 古参格ゲーマーやんｗ
[3438.772] chin_56_: ビーストカップこい
[3440.299] もちつき2000: これはもう直らんよ・・・
[3443.180] 箸くれ: スト6が人間を更生させている…！？
[3443.378] shiro_risu01: なんらかの脳内成分出過ぎの体質とかっぽい
[3443.592] sourunidenwasiyou: 殴るゲームやるなｗ
[3444.074] yuubinya: これは治療コースでしょ
[3447.333] kaban1192: メンタルクリニックいこ
[3447.608] BISAI3: 他人が見てなくても自分には見られてるから後悔するだけ
[3447.758] (S)erisuk: 自虐入れてんのがきしょすぎ
[3448.899] yuken_t: 20年はもう薬以外じゃ無理だ
[3449.652] akaoowasi: 各社はありがたい存在だなー儲かるわ
[3450.703] shoooookgo: 変わらん
[3452.717] kodue55: 自己肯定も何も今の状態肯定しちゃいかんよ
[3455.833] gettyozi: ゲームがあってないｗ
[3456.008] wananaki: 病院いってください
[3456.580] jagajaga1943: また怒らない方法ｗ
[3459.004] aru_0928: ウメちゃんは全能神じゃないんやで
[3459.263] BigbossJP: 割合的には少ないだろうけど重い悩み抱えてる人おおいんやね
[3460.309] まるいとうふ: スト6にそこまでの効果は
[3460.418] degajun: アドバイス無理やろｗ
[3469.134] けるりっく: もう辞めろとしか…
[3469.164] tabibitox: 台パンマン
[3469.607] sonic_chop: そんなあなたにはアンガーマネジメントおすすめです！！
[3470.368] やあああ: ミートならいいよ？
[3471.005] amagigoe: ここまで自己分析できてる奴がこんな事するの？
[3472.102] chin_56_: 破壊神
[3473.129] まみ君: コメント暴力やめてね 
[3474.618] (S)ponponguripon: お母さん殴らなくなったのえらいやん
[3474.647] (S)inari_tencho: 負けるたびに最低2万の損失
[3475.593] (S)nakamura3278: ぼろぼろやw
[3475.815] tsubucoro: やべーやつだけど変わりたくはあるんだね
[3476.028] 503_win: カウンセラーと化したウメちゃん
[3477.007] たむらまさかず: ここでいなすなら、まあそれもいいじゃんっていう
[3477.026] じゃっｶﾙ: そうね
[3477.739] one596: もうここカウンセラー室だろw
[3479.177] tsubucoro: うん
[3479.927] ガスおじ: そこね
[3480.900] une3333: そうね
[3480.971] オワオワタ: たしかに
[3481.051] れの__: うんうん
[3481.662] wananaki: えらいよ
[3481.892] Loytory: うん
[3482.247] perfecttakahashi: ほんとだよな
[3482.656] sonic_chop: そうだね！
[3483.299] nekodogneko: マジで普通に医者行った方が良い
[3483.646] chachachakoma: うむうむ
[3484.217] harunan808: うむ
[3485.432] (S)erisuk: 今でもこいつはやってるよ
[3487.857] のら村長: うん
[3488.534] ヌララザンギ: 病院に相談して自分のコントロールの仕方を調べる（ADHD等）のが良いかと。人それぞれだから。
[3488.936] akaoowasi: その通り！
[3490.122] (S)rockmantarou: この問題って考え方で治る？
[3490.583] ミジンコ隊長: umeYay
[3494.776] カザマツリ: 一回ちゃんと通院してもいいのでは？
[3494.955] chin_56_: ( #ﾟдﾟ)=○J( 'ｰ`)し
[3500.521] tsubucoro: 仏ウメハラ
[3502.406] まるいとうふ: PunOko
[3502.939] sourunidenwasiyou: 精神科教授ウメハラ先生の回診です
[3504.515] 憂う者の弟子: むかつくぜ！
[3504.914] yuubinya: それな
[3509.210] tsubucoro: 人間だもの
[3509.329] kaban1192: おこハラ
[3510.091] fbhjkl: うん
[3510.331] (S)ponponguripon: いやだなーって
[3510.782] Ceciltaisa: プロゲーマー（カウンセラー）になりつつある
[3511.996] yuzitadao: それはそう
[3513.343] ましゅダヨ: そりゃぁそう
[3513.895] une3333: 外に出さないだけよ
[3517.025] tsuchi_poyo: 出さないだけね
[3517.653] gettyozi: ブレイブルーでもやってろ
[3519.222] ミジンコ隊長: umeNirami
[3521.859] ガスおじ: アンガーマネジメントを学ぼう
[3528.749] tsubucoro: wwwww
[3529.014] ヌララザンギ: 小さなところから行動を変えていくと良いかも。とにかくメモして
[3530.667] おしおき: ゲーセンでレバーの玉をライターで焼いてそう
[3531.308] (S)rockmantarou: ｗｗｗｗ
[3534.010] chin_56_: ﾄﾞｰﾝﾄﾞｰﾝ
[3534.409] (S)毒見ユッケ: なんでBBに誘導すんねんｗ
[3534.841] prototypeie: 草
[3536.514] harunan808: 草
[3536.727] une3333: いつもニコニコしてる人が怒ってないと思うなよと
[3537.179] のら村長: おおお
[3537.792] BISAI3: そうだなw
[3537.894] kaomoji3: 草
[3538.142] (S)nakamura3278: www
[3538.241] kaban1192: あるね
[3538.929] くおお: なるほどね
[3539.189] akichi018: なるほど
[3539.648] (S)inari_tencho: 一瞬でスポンサー外れるｗｗｗ
[3540.184] (S)rockmantarou: ヒットボックスにヒットしてる
[3540.248] yuzubox: www
[3540.990] gokoussgss: わかるわ
[3541.560] yuubinya: ある
[3542.299] one596: それはヒトボに怒られろw
[3542.504] のら村長: さすが
[3542.973] いぬみみ: テニスプレイヤーも聞くべきだな
[3543.399] (S)nakamura3278: ちょっと見たいw
[3544.589] WhiteShoreDrive: なにその配信ｗ
[3544.707] (S)erisuk: 引き寄せられるね精神が
[3548.756] 六角橋アキ: 笑うから楽しい的な
[3551.020] chin_56_: おかしいよ
[3551.105] yuzitadao: やりらふぃもそういう類でしょ
[3554.993] akaoowasi: なるほどなー行動で人格が塗り替えられちゃうわけね
[3555.741] perfecttakahashi: なるほど
[3557.494] のら村長: ウメちゃんさっすがや
[3558.375] (S)びっくすまん: 心理学でもそんな実験あった
[3562.323] degajun: まじか
[3565.961] (S)rockmantarou: ヒットボックスにドーーーン！
[3567.255] たむらまさかず: でもこういう人にそういうアドバイスはいっときの安心だけで、全く治らないから治療しよう。
[3568.251] (S)inari_tencho: 行動に引っ張られるよね
[3568.669] lucentsnow: ヒットボックスドーンは流石にびびる
[3568.674] teruharu_: うおお
[3568.834] オワオワタ: 金取れるレベル
[3569.075] yudedako: おお～～
[3570.608] 熊ビッグベアー: 克服するのはゲームしないことだよ。
[3570.951] ミジンコ隊長: 教えて
[3574.012] くおお: 救いが
[3574.947] kisegawa_eternity: 笑う門には福来るだね
[3575.144] prototypeie: 俺ムカついてるなってな
[3576.961] ましゅダヨ: ありがとうって言い続けると感謝が湧くってきいた
[3577.959] (S)nakao1976: レッスンワン
[3578.575] のら村長: w
[3579.176] おあしすさん: ほお
[3579.325] 箸くれ: 大パンｗｗｗ
[3579.945] degajun: ｗｗｗｗ
[3580.044] chin_56_: ﾊﾟﾁｰﾝ
[3581.535] tsuchi_poyo: 負けたら自分に電流流すべ
[3582.829] tsubucoro: ✋
[3583.140] prototypeie: ｗｗ
[3583.662] harunan808: 草
[3583.770] よもぎです: なるほど
[3584.498] ヨコグシ: ｗｗｗ
[3584.549] (S)nakao1976: 張り手
[3584.765] ヌララザンギ: 行動や習慣が人格を作るらしいですからね。
[3584.894] auau893: いいね
[3587.094] sourunidenwasiyou: ｗｗｗ
[3587.445] (S)rockmantarou: 音ｗｗｗ
[3588.199] ミジンコ隊長: ✊🖐
[3588.388] auau893: ✋
[3589.488] sonic_chop: ｗｗｗ
[3590.272] のら村長: パァン
[3590.438] ジャンクばっち: まずね
[3590.545] ましゅダヨ: いったそー！！！！
[3591.629] よもぎです: だんだん軽く
[3592.080] akichi018: おー
[3593.212] shiro_risu01: おてても痛い
[3593.354] 箸くれ: 左も強くなっちゃうだろ！！！
[3594.244] androidand: 床にお餅おいとこ
[3596.315] ましゅダヨ: www
[3596.355] gettyozi: ｗｗｗｗ
[3596.791] tsubucoro: wwww
[3596.825] chin_56_: お得
[3596.836] (S)rockmantarou: ｗｗｗ
[3596.859] akiraz3: お得
[3597.390] のら村長: LUL
[3597.462] okiyoo000: ｗｗｗｗ
[3598.136] (S)ponponguripon: w
[3598.235] 箸くれ: おもろいｗｗｗｗｗｗ
[3598.811] ナベさん: 建設的！
[3599.521] すくぉっと: wwwwwwww
[3599.997] Fkdso555: ”痛み”に目覚めるんじゃない？
[3600.393] prototypeie: 少しずつ
[3600.613] yuzitadao: おーー
[3600.817] perfecttakahashi: wwwww
[3600.876] WhiteShoreDrive: まずはアケコンから
[3601.106] カザマツリ: 柔らかいクッションにしてみるとか
[3601.303] フラスク: ｗｗｗｗｗ
[3601.773] (S)nakamura3278: エコw
[3603.025] (S)rockmantarou: 結局壊れるんかい
[3604.294] one596: 慣れてきたらw
[3605.793] (S)erisuk: サンドバックか床殴れ床
[3608.041] (S)ぃさむ: え、天才ｗｗ
[3609.293] raurakd: 寸止めw
[3609.499] haimasa7: 寸止めいいね
[3609.715] ANYONE_WHO: 緩和
[3610.176] akaoowasi: オレもビンタ勢だぞ！！
[3611.438] akichi018: 寸止め
[3611.522] ましゅダヨ: それね！
[3612.374] のら村長: おもしろw
[3612.704] つっつん_: いいね
[3613.583] iguchiill: 段階式なのがおもろい
[3613.768] chin_56_: ﾌｯ
[3614.679] (S)inari_tencho: 草
[3616.020] harunan808: ほう
[3618.104] (S)ponponguripon: ふんっ
[3619.366] degajun: ほんまかいｗ
[3619.973] tsubucoro: ふっ！
[3621.600] disco4545: なるほど
[3621.672] tama_zx61: は、はぁ
[3622.045] のら村長: wwww
[3622.255] ましゅダヨ: ww
[3623.061] WhiteShoreDrive: 見極めるっ
[3623.062] akichi018: 習慣化か
[3623.608] sourunidenwasiyou: 顔芸ｗ
[3623.656] カザマツリ: 苛ついてなくてもフッ！
