[6.359] (S)peho_okok: PopNemo
[16195.820] (S)ぺろさんだよ: ｗ
[16195.865] (S)社畜奴隷: おー
[16195.927] (S)nanashi3774: ｗｗ
[16195.937] (S)re1chans2: すげー
[16195.955] (S)りいちゃん8: うおー！！！
[16196.054] (S)zerarj1771: おおお
[16196.074] (S)すゃるち: いいねやめてw
[16196.244] (S)yunpiman: おおお！
[16196.389] (S)ちゅーる19801128: すごー！
[16196.625] (S)氷崎光輝_こうき_: おおおおお
[16196.751] (S)potetofryyy: おお
[16196.776] (S)しょぼん_: めっちゃおもろいやん
[16196.783] (S)黒亜_: おおー
[16196.790] (S)ゆのぴか: おおおおおおおおお
[16196.862] (S)けいこ0630: おおお
[16196.917] (S)ちゅんｯ: おおー！
[16197.229] (S)ろこづ: おほほ
[16197.298] (S)sai0130: おおー
[16197.426] (S)あいつぉん: wwwwwwwwwww
[16197.660] (S)ユージー鳳凰: 染まっていくww
[16197.793] (S)smoky___4: 楽しそうww
[16197.866] (S)みみまい: こわいこわいｗｗｗ
[16197.942] (S)shink1234: 最強ギャングか
[16198.121] (S)しろくも3: おおー
[16198.423] (S)maicha1212: 歴史変わる！！！
[16198.600] (S)らむれむ: かわいいw
[16198.737] (S)_凛_: 楽しそうｗｗｗ
[16198.744] (S)akira_1026: おもろ〜
[16198.876] akiaki1109: もんちゃん他人事w w w w
[16199.098] (S)みゆ5252: wwwwww
[16199.152] (S)ruuu_a: もんちゃんwwwwwwwwww
[16199.353] (S)motok070: 何を？
[16199.562] (S)re1chans2: うわー
[16199.786] (S)ゆるう: gocchaKirakira
[16200.369] (S)真っ赤なとまと: これみんなびっくりするやろなーw
[16200.412] (S)ピン汰: えぐーwww
[16200.694] (S)darumario: 赤いぞぉ
[16200.812] (S)kiara3_55: wwww
[16200.929] (S)みっつぉ: すごい！
[16201.492] (S)wausute: ｗｗｗｗｗｗ
[16201.541] (S)らりれら: おおおお
[16202.010] (S)hiiiiina17514: いいねいいねwwwwww
[16202.063] (S)はくまいこ: みんなびっくりだろうねぇwww
[16202.537] (S)seki_unn: ｗｗｗｗ
[16202.710] (S)atapi_jp: wwww
[16202.783] (S)_ぴぴまる: wwww
[16203.264] (S)kotokotobuki: おおおおおおお！
[16203.401] (S)ankosan0375: いいねやめてw
[16203.454] (S)歩雨: 2人して楽しそうw
[16203.505] (S)りいちゃん8: たのしそｗｗｗｗｗ
[16203.920] (S)nanashi3774: いいねいいねってｗ
[16204.042] (S)tukino_00: www
[16204.117] (S)blueblue_blueblue: 大喜びwwww
[16204.131] (S)tm_171717: たくらんでるwwww
[16204.329] (S)ららるる0206: www
[16204.938] (S)静寂_: どんどん変わるw
[16205.242] (S)rei_siriusu: もんちゃんの企み怖www
[16205.276] (S)あいつぉん: ぶーん！wwww
[16205.492] (S)デクだよ: もんちゃん何面白いこと考えてるんやwww
[16205.602] (S)こよい__: もんちゃんニコニコｗｗ
[16205.704] (S)うなぎや: もんちゃん怖いｗ
[16205.860] (S)翔彩: 渡す側がうきうきｗｗ
[16206.339] (S)ちゅーる19801128: たのしくなってるwww
[16206.439] (S)96marusan: www
[16206.554] (S)re1chans2: これはまじびびる！
[16206.602] (S)僞髏_ぎる_: www
[16206.737] (S)るぅぅん: www
[16207.482] (S)おーちゃん21: FamilyMan
[16208.633] (S)みゆ5252: にやにやしちゃってるw
[16208.666] (S)darumario: ぼんよ！
[16208.849] (S)sai0130: www
[16208.953] うちのまめ: おおおお
[16209.576] (S)猫目小僧: gocchaWww
[16212.432] (S)けいこ0630: こわいなぁw
[16213.654] (S)りいちゃん8: ぼんよw
[16213.956] (S)_ぴぴまる: 楽しくなってるってwwww
[16214.148] (S)ruuu_a: 赤くなってるぅ
[16214.323] (S)mari_atsu_kai: すごーい👏
[16214.603] (S)ゆのぴか: 楽しくなってるじゃん！ 
[16214.719] (S)りろめぐ: おーー
[16214.802] (S)p3qp3q: テンション上がるもんちゃんかわいいのよw
[16214.956] (S)静寂_: こうやってみるとおもろいなw
[16215.201] (S)ノーシュ: でかすぎるｗｗｗ
[16215.409] (S)Kiichi7052: 維持大変だな
[16215.908] (S)すゃるち: 見た目はいいけど怖いなぁw
[16216.965] (S)いおりさ: こーーーーれ騙されてますｗｗｗｗｗｗｗｗｗｗｗ
[16217.866] (S)shink1234: 守るものなければ暴れ放題だ
[16217.922] (S)ららるる0206: おおおお
[16219.070] (S)_凛_: こわいなあｗ
[16219.559] (S)__さち__: テンション上がってきたねw
[16219.948] (S)しょぼん_: すご www
[16220.126] (S)nanashi3774: これからどう動くんだろうALLIN
[16220.174] (S)みゆ5252: えー？w
[16221.512] (S)hiiiiina17514: 楽しそうやねぇwww
[16221.722] (S)re1chans2: こわいなあw
[16222.355] (S)ゆのぴか: すげぇぇえええ！
[16222.386] mik2go: 楽しそうでいいねw
[16222.697] wendo_nex: やったーー！！アンブレラでかくなったー！
[16222.764] (S)kamataman025: ポイント低い
[16222.836] (S)あいつぉん: 赤いねえ🟥w
[16222.859] (S)みみまい: かわいいかｗ
[16223.890] (S)たけたけみ: わかんないw
[16224.329] (S)るびぃ0708: 他ギャングビックリよ
[16224.347] ai_eo: 楽しそうでいいねえwww
[16224.640] (S)ankosan0375: こわいなぁw
[16225.471] (S)真っ赤なとまと: 攻めは楽しいからねぇ
[16226.347] (S)旨いからあげ: わかんなぁいw
[16227.315] akiaki1109: 荷物ポーーーイ 
[16229.645] (S)ローリエ08: こわいよーww
[16229.695] (S)atsumori_pop: これいろんなギャンボスから電話くるぞ～ｗ
[16230.140] (S)みほまる_: それ以外理由ないよねw
[16230.222] (S)motok070: www
[16230.973] (S)静寂_: えぐw
[16231.008] (S)maicha1212: スクショターイム
[16231.018] (S)みゆ5252: 真っ赤だー 
[16231.056] (S)jackass0012: えぐぅ
[16231.116] (S)メロ_02: あっか
[16233.406] (S)あいつぉん: こんなもんwwww
[16233.821] (S)うちのわんこしか勝たん: えぐぅw
[16234.021] (S)hofura05: 楽しそうだからいいね
[16234.208] (S)nemuiyoru: いぇーい
[16234.409] (S)re1chans2: わーかんなぁい
[16234.852] (S)べるやん: 歴史の変換点だあ
[16234.909] (S)ace_sss777: 餡島クソでけぇwww
[16235.269] (S)milky_herb_candy: gocchaWww
[16235.923] (S)blueblue_blueblue: こんなもんw
[16236.685] (S)nanashi3774: ｗｗ
[16238.232] (S)hisa_to__: これくれるのすげーww
[16238.627] (S)kiara3_55: www
[16238.782] (S)tm_171717: えぐいwwww
[16239.625] (S)kohalu_: 怖いっwwwww
[16239.762] (S)re1chans2: ええ
[16239.873] (S)ららるる0206: ww
[16240.410] (S)lorri_r: まぁ楽ではあるよねw
[16240.747] (S)_凛_: 潔いなあｗ
[16240.763] (S)hiiiiina17514: えぐいてwww
[16240.868] (S)静寂_: 20000ぜんぜん維持してないんだねw
[16241.680] (S)ゆう_黒: w
[16241.889] (S)ぺろさんだよ: ｗｗｗｗｗｗｗｗｗ
[16242.841] (S)たけたけみ: wwwwwwwwww
[16243.041] (S)しょぼん_: びっくりするよwwww
[16243.248] (S)なおみみ: wwwwww
[16243.810] (S)ankosan0375: wwww
[16243.918] (S)yaminabe_yummy: wwwww
[16244.049] (S)motok070: なにこれよw
[16244.417] (S)売れないバンドマン41: チル(襲撃)
[16244.849] (S)ちゃんちゃんちゃん753: wwww
[16245.464] (S)るえん: びっくりするだろうなｗｗ
[16245.511] (S)みゆ5252: やばいよねwwwww
[16245.846] (S)kotokotobuki: 凄いことになってるwww
[16245.912] (S)ちゅーる19801128: こんなもんwww
[16245.959] (S)hidarime003: gocchaWww
[16246.212] (S)丸かいてちょん: 怖いだろうなw
[16246.524] (S)_凛_: びっくりするよｗｗｗ
[16246.550] (S)ちゅんｯ: wwwwww
[16246.664] wendo_nex: おおw
[16246.744] (S)ペにやん0901: Wwww
[16246.877] (S)ケロるん: おもろいwww
[16247.056] (S)タリ2525: 反応見たいよなぁwww
[16247.072] (S)re1chans2: 何を考えてんだw
[16247.151] (S)4restgecko: びびるわwwwww
[16247.284] (S)すゃるち: 反応面白そうw
[16247.658] (S)ユージー鳳凰: 大事件だよなww
[16247.794] (S)seki_unn: GBCはずっと餡と戦う事になるなｗｗ
[16248.052] (S)tm_171717: おもしろwwww
[16248.207] (S)akira_1026: ((o(´∀｀)o))ﾜｸﾜｸ
[16249.034] (S)ruuu_a: 反応気になるwwww
[16249.169] (S)nanashi3774: びっくりするわｗ
[16249.284] (S)hiiiiina17514: wwwwwwwww
[16249.340] (S)potetofryyy: 壮観だなぁ
[16249.472] (S)sofvix: ざわつくなぁｗ
[16249.591] (S)tukino_00: www
[16249.865] (S)はくまいこ: 他ギャンの反応気になるーwww
[16250.444] (S)_凛_: 電話きそうｗｗｗｗ
[16250.499] (S)静寂_: でっか
[16250.525] (S)ゆん윤윤: なにこれw
[16251.105] (S)あいつぉん: は！？なに！ってなるwwww
[16251.839] (S)motok070: 電話なるぞぉw
[16252.091] (S)真っ赤なとまと: いつ気づくかなw
[16252.701] (S)natupu: あっかいｗ
[16252.745] (S)ボクタクロー: オールインがバーサーカーになるな
[16252.749] (S)リープさん: スクショしたくなるw
[16252.819] (S)sai0130: まぁでも、これ以上大きくシマ取ることはこの先ないと思うから伝説だよなーwww
[16253.152] (S)ちゅーる19801128: 戸惑ってるなw
[16253.564] (S)__さち__: それはそうw
[16254.248] (S)kiara3_55: 絶対になるww
[16254.471] (S)ららるる0206: でか
[16254.823] (S)_ぴぴまる: おもろwww
[16255.035] (S)るびぃ0708: そりゃそう
[16255.863] (S)ノーシュ: 解散したと思われそうｗｗｗ
[16256.699] (S)みゆ5252: 電話殺到しそうw
[16256.891] (S)のなに: 島見た時のクリップ見たいなーw
[16256.930] (S)Caaarii_: 赤いな～w
[16257.367] (S)gokutsubushin: すごw
[16257.513] (S)さんたろ30229: でっっっか
[16258.368] (S)ぽーぽー: もんちゃんめっちゃ楽しそうwww
[16258.456] (S)re1chans2: ヴァンさんから電話きそうw
[16260.189] (S)seri_alfort: 反応集がみたくなるwww
[16260.209] (S)午後の桃茶: 完全に守り捨ててるＷ
[16260.799] まるちびたみん_きむしば: 他ギャンの反応気になるwwww
[16260.817] (S)みみまい: ほうほう
[16261.090] (S)ケーイチ4646: それ楽しいんよなぁｗ
[16262.903] (S)社畜奴隷: 他ギャングの反応見てみたいなー
[16263.590] (S)みっけさん: これ停滞するかもな、いい意味で
[16264.594] (S)ゆのぴか: でっっっっっっか
[16266.036] (S)ちゅーる19801128: ほう
[16268.466] (S)ユージー鳳凰: すぐ取られるよなw
[16269.139] (S)motok070: 同じやないか？w
[16269.373] (S)チェリー0201: あーなるほどね
[16270.214] (S)るえん: すぐ取られちゃう
[16273.345] (S)ちゅーる19801128: そういうことか
[16274.944] (S)re1chans2: たしかにね
[16276.985] (S)静寂_: 餡のほうが維持してくれそうだからか
[16280.828] (S)_______すずな: やあゔぁい
[16280.926] (S)tm_171717: グッバイでも面白かったwwww
[16281.999] (S)ろこづ: 取られるのが早すぎそう
[16282.829] (S)べるやん: 確かに反応集ほしいねw
[16283.937] (S)ゆう_黒: おお！
[16284.494] (S)るえん: おお
[16285.341] (S)shink1234: とっちゃうかーｗ
[16286.254] (S)ikutarian122: GBCじゃ時間稼ぎにならないって話か
[16286.324] (S)haienana: 餡も厳しいけどね
[16286.565] (S)たけたけみ: ほお
[16287.550] (S)しょぼん_: 取り返そw
[16288.377] wendo_nex: ヴァンさんの反応みてーw
[16288.487] (S)ユージー鳳凰: すぐ取れそう
[16290.805] (S)ゆのぴか: ほおおお
[16292.710] (S)sai0130: 餡も楽しめたらってのは本音でもあるかもね
[16293.955] (S)ゆのぴか: すげぇ
[16294.092] (S)nananana7a: でも餡いないから意味ないんよね
[16296.691] (S)青崎すみれ: すご
[16296.712] (S)ららるる0206: おお
[16296.728] (S)ruuu_a: おお
[16297.946] (S)みみまい: 厳しそうーーー
[16298.130] (S)lorri_r: 少しでも守ってほしいのかw
[16299.309] (S)みゆ5252: おー！
[16300.106] (S)あいつぉん: 電話きそーwwww
[16300.795] (S)るえん: わあｗ
[16301.009] (S)めめめぇ: これは外交が捗るなぁ
[16301.924] (S)たけたけみ: すごい
[16302.115] (S)twmonitor: ヤバイｗ
[16302.921] (S)静寂_: おー
[16303.309] (S)ユージー鳳凰: 点滅ww
[16303.544] (S)motok070: えぐい
[16303.991] (S)うちのわんこしか勝たん: 同盟組んだって思われるだろなぁ
[16304.028] (S)さく__12: おおお
[16304.628] (S)biscuit_oliver10: めっちゃ赤い
[16304.651] (S)みゆ5252: でかー！！！
[16304.745] (S)zowee55: 一応猫カフェのポイントももらう？
[16305.083] (S)_______すずな: ほんとに全部もらえる 
[16305.105] (S)みゅき: すげー！
[16305.297] (S)社畜奴隷: おおー
[16305.419] (S)るびぃ0708: おー
[16305.831] (S)るえん: えぐいｗ
[16306.717] (S)re1chans2: 餡いない間にどうなるかな
[16306.807] (S)お散歩隊長: あけー
[16306.852] (S)tm_171717: えぐいwwww
[16307.009] (S)_ぴぴまる: すぐ連絡くるだろうなww
[16307.270] (S)ゆのぴか: やばいwwwwwww
[16307.523] (S)なおみみ: すごーww
[16308.443] (S)hidarime003: エッグイ 
[16308.653] (S)しょぼん_: 猫カフェもか
[16308.843] (S)w_andon_w: ほぼ統一ｗｗｗｗ
[16309.243] (S)atsumori_pop: アカイナー
[16309.326] (S)あいつぉん: すげーwwww
[16309.337] (S)るりゅ: すご
[16309.499] (S)あいなぁ: すげーーー
[16310.037] (S)chi_ko_23: えっぐい
[16310.173] (S)ちゅんｯ: えぐwww
[16310.174] (S)kiara3_55: あかーいwww
[16310.234] (S)ゆん윤윤: えぐ
[16310.663] (S)ちゃんちゃんちゃん753: おーwww
[16311.611] (S)タリ2525: うわぁマジでみんなの反応見たいなぁwww
[16311.662] (S)nanashi3774: ひえー真っ赤だー
[16312.557] (S)kotokotobuki: 貰い物でもあがるー！！
[16312.626] (S)re1chans2: えまじすごーい
[16312.976] (S)4restgecko: えぐ
[16313.574] (S)みゆ5252: 電話対応忙しくなるw
[16314.124] (S)あいつぉん: ねーw
[16315.001] (S)ankosan0375: すげーーw
[16315.218] (S)ららるる0206: マップ見づらいww
[16315.957] うちのまめ: えぐーー
[16315.995] (S)すゃるち: すごいなw
[16316.748] (S)potetofryyy: おお
[16316.945] (S)motok070: おお
[16317.322] (S)ゆう_黒: えぐーいw
[16317.735] (S)shink1234: でっか
[16317.937] (S)sugisamaikemen: 都会制覇あるぞ！
[16318.157] (S)べるやん: うおおおおお
[16318.700] (S)re1chans2: 赤で染めたーい
[16318.780] (S)yunpiman: すげー！！！！
[16318.955] AOi___12: えっぐい
[16319.021] (S)青崎すみれ: でっか
[16319.099] (S)lorri_r: はー
[16320.184] (S)ruuu_a: 真っ赤！
[16320.250] (S)たけたけみ: おおお
[16320.528] (S)瑠璃__るり__: おおおおお
[16320.737] (S)しょぼん_: すご
[16321.209] (S)ありま001: えぐwwwwww
[16321.254] (S)ノーシュ: Allinが解散したようにしか見えないってｗ
[16321.319] (S)ちゃんちゃんちゃん753: すげぇー
[16321.428] (S)お散歩隊長: ナコカフェの1パーもくれ
[16321.506] (S)wakih2: おおおおおお
[16321.527] (S)静寂_: えぐーい
[16321.536] (S)はくまいこ: スクショー！ww
[16322.131] (S)るえん: まっかだ
[16322.218] (S)みっけさん: 猫も貰えは？
[16322.455] (S)さく__12: すごー！
[16323.327] (S)ユージー鳳凰: すげー
[16323.934] (S)おやつはほねっこ: スゴー‼️‼️‼️
[16323.947] (S)ぷつん: すげー
[16324.236] (S)ケロるん: 赤い！
[16324.274] (S)さんたろ30229: でっっか
[16324.347] (S)あいつぉん: 赤いなあwwwwww
[16324.385] (S)sai0130: それもまた楽しみよね
[16324.408] (S)wausute: おおおおお
[16325.009] (S)若人ドリー: アルフォートコールセンターです
[16325.718] (S)jinseimuri: オールイン猫カフェもちょっとあるやん
[16325.922] (S)re1chans2: gocchaLove
[16326.247] (S)_ぴぴまる: やばあ
[16326.490] (S)社畜奴隷: すげー
[16326.540] (S)sofvix: wwww
[16326.558] (S)4restgecko: でっっか
[16326.753] (S)darumario: あっかいねぇ
[16327.054] (S)ゆん윤윤: すごー
[16327.502] (S)_______すずな: 猫カフェ貰えたら点滅きえる？ 
[16327.547] (S)みゆ5252: こわあああ！
[16327.782] (S)るびぃ0708: わーお
[16328.963] (S)maicha1212: でか
[16328.974] (S)ららるる0206: えぐい
[16328.989] wendo_nex: あーなるほどw
[16329.147] (S)motok070: www
[16329.376] (S)Aressa_Silent: 餡のシマや
[16329.587] (S)yunpiman: www
[16329.615] (S)chami0329: 誰から電話くるかな？
[16330.232] (S)hidarime003: gocchaWww
[16330.260] (S)なおみみ: wwwwww
[16330.446] (S)hisa_to__: 東側手に入る日がくるとはねー
[16330.614] (S)るえん: ｗｗｗｗｗ
[16330.671] (S)ace_sss777: でかすぎww
[16330.871] (S)re1chans2: 圧巻やー！！
[16330.982] (S)みみまい: ｗｗｗｗｗ
[16331.176] (S)たけたけみ: wwwww
[16331.216] (S)seki_unn: ｗｗｗｗ
[16331.380] (S)tm_171717: wwww
[16331.395] (S)yaminabe_yummy: wwwww
[16331.405] (S)すゃるち: wwww
[16331.447] akiaki1109: すごいけど〜〜w w w w
[16331.619] (S)___み___: ｗｗｗｗｗｗｗｗｗ
[16331.656] (S)blueblue_blueblue: にこにこw
[16331.669] (S)ちゅーる19801128: すごー！！！
[16332.259] (S)ちゃんちゃんちゃん753: wwww
[16332.725] (S)午後の桃茶: GBC囲まれてるＷＷＷ
[16332.784] (S)ららるる0206: wwww
[16332.815] (S)ボクタクロー: バーサーカーだw
[16332.818] (S)tukino_00: やばwwwあかw
[16332.870] (S)akira_1026: 楽しそうw
[16332.988] (S)野苺: 圧巻だァ
[16333.106] (S)twmonitor: バチバチよｗ
[16333.303] (S)けいこ0630: あかーい！
[16333.397] (S)garakee: ｗｗｗｗｗｗｗｗｗ
[16333.812] (S)しょぼん_: えええすごーwwww
[16334.407] (S)みゅき: 楽しそうww
[16334.627] (S)nanashi3774: ｗｗｗ
[16334.876] (S)真っ赤なとまと: www
[16334.907] (S)あいつぉん: もんちゃんウキウキwwwww
[16334.923] (S)さんたろ30229: こっわw
[16335.102] (S)jackass0012: モンちゃんウキウキですｗｗｗｗｗ
[16335.181] (S)バブみわかりみありけり: 1番怖い
[16335.186] (S)wausute: ｗｗｗｗ
[16335.341] (S)motok070: やる気満々w
[16335.562] (S)みゆ5252: 無敵だーwwwww
[16335.687] (S)るえん: 楽しそうでなによりｗ
[16336.056] (S)hiiiiina17514: wwwwwwwww
[16336.226] (S)kei10312525: 真っ赤やなぁ
[16336.286] (S)w_andon_w: ｗｗｗｗｗ
[16336.409] (S)はくまいこ: かわいいwww
[16336.690] chiakikor: モンちゃん嬉しそうwww
[16336.828] (S)ookurayuki: もんちゃん何たくらんでるんだ〜??w
[16336.995] (S)darumario: wwwww
[16337.212] (S)ゆう_黒: 楽しみー！
[16337.529] (S)ankosan0375: コワイヨーw
[16337.796] mi102c: 真ん中埋めたくなるな
[16337.829] (S)ゆのぴか: でげぇぇぇええええ
[16337.837] (S)_ぴぴまる: wwww
[16337.996] (S)hofura05: www
[16338.119] (S)ちゅんｯ: www
[16338.139] (S)kiara3_55: wwwww
[16338.231] (S)たけたけみ: 楽しそうだなwwwww
[16338.430] (S)ピン汰: オールインできるwww
[16338.850] (S)yunpiman: やっぱりかwww
[16338.883] (S)なおみみ: もんちゃん楽しそうでなによりよwwww
[16338.918] (S)blueblue_blueblue: オールイン！
[16338.962] (S)__さち__: 楽しそうw
[16340.280] (S)真っ赤なとまと: 楽しそうでよかったw
[16340.561] (S)うちのわんこしか勝たん: 楽しそねwww
[16340.718] (S)ruuu_a: もんちゃんwwww
[16340.732] (S)rei_siriusu: めっちゃ楽しそうｗｗｗ
[16340.812] (S)あいつぉん: たのしそうwwww
[16340.820] (S)野苺: たのしそーwww
[16341.243] kagu8g: スクショスクショ！！
[16341.284] (S)りいちゃん8: ｗｗｗｗｗ
[16341.367] (S)あいりらっしゅ: 自組織に関係してたら点滅するんだ
[16341.445] (S)nanashi3774: なるほどｗ
[16341.464] (S)chami0329: もんちゃんがんばれーー
[16341.582] (S)るびぃ0708: 楽しそう
[16341.760] (S)静寂_: 誰から最初に電話くるかな
[16341.766] (S)ペにやん0901: かれんさんみかじめ回収大変wwwww
[16341.776] (S)いとあ: www
[16341.863] (S)atsumori_pop: いいねえ～！ALLIN暴れちゃってー！
[16342.504] (S)ららるる0206: 楽しみーw
[16342.753] (S)zerarj1771: GBC塗りつぶしたくなるな
[16343.250] (S)tm_171717: 楽しそうでよかったwwww
[16343.480] (S)re1chans2: 怖いよ怖いよー
[16344.821] (S)ユージー鳳凰: 元のMOZUクラス
[16344.838] (S)たつみん: 嬉しそうwww
[16345.371] (S)yukke_18: www
[16345.446] (S)hofura05: 楽しそうでなによりww
[16345.515] (S)maicha1212: ギャングの頂点 wwww
[16345.538] (S)さんたろ30229: なによりも怖いわこの人が
[16345.623] (S)おーちゃん21: うきうき 
[16345.814] (S)yuiiiiii04: 楽しそうwww
[16346.007] (S)ちゅーる19801128: もんちゃん楽しそうで嬉しいやw
[16346.228] (S)みゆ5252: いちばん怖い！w
[16346.351] (S)ケーイチ4646: オーールイン！！！
[16347.044] (S)ノーシュ: でっかｗｗｗ
[16347.618] (S)_凛_: わああ真っ赤だ
[16347.671] (S)鬼煎ちゃん: 嬉しそうwww
[16347.717] (S)めすねこ: かわちいなあwwww
[16349.789] (S)hisa_to__: 思い切りすげーw
[16350.820] (S)すゃるち: 楽しそうだぁ
[16351.495] (S)いとあ: もんちゃん楽しそうww
[16351.519] (S)rei_siriusu: すっげぇぇｗｗｗｗ
[16351.754] (S)ぷつん: 責められるギャング気の毒すぎるwww
[16352.572] (S)kohalu_: どこにいくんやろww
[16353.245] (S)りいちゃん8: 楽しそうで良かったw
[16353.282] (S)kuzuaya: あー猫カフェポイント
[16353.722] kagu8g: ボス スクショや！！
[16354.694] akiaki1109: もんちゃんらしいよ 
[16354.899] (S)_______すずな: もうオールインしてる 
[16354.937] wendo_nex: あー！！素直にバチバチやりたいのか
[16355.187] (S)柚虎: どこにオールインするんだろうねぇ
[16356.065] のーれい: すごーい
[16356.162] (S)いおりさ: これすぐ取られるやん。逆にしんどいｗｗｗｗｗ
[16357.752] (S)ちゃんぴ30: たまには助けてwwwオールインww
[16358.667] (S)ikutarian122: 島1個残したらそこ狙われるだけだしオールインできなくない？ｗ
[16359.168] (S)らむれむ: それはそうだよね
[16359.782] (S)みゆ5252: 楽しくなりそう 
[16359.875] (S)あいつぉん: 広いなあ
[16360.589] (S)seki_unn: ニッコニコやんｗｗ
[16364.971] (S)re1chans2: かっこよーーー赤いのばっかり！
[16365.178] (S)はくまいこ: もんちゃんらしいww
[16367.961] (S)丸かいてちょん: 猫カフェのパーセントも
[16369.295] 桃鬼777: モンちゃんやっぱ可愛いなぁwww
[16370.243] (S)akira_1026: ボス分かってるなぁ〜
[16371.689] (S)白のワニ: Re.ゼロからｗ
[16373.387] (S)るえん: ｗｗｗ
[16375.895] (S)さんたろ30229: Re:ゼロ？
[16376.082] (S)re1chans2: リゼロww
[16376.807] haruka742: ~MISSING_MESSAGE_INFO~
[16377.045] (S)kotokotobuki: wwwww
[16377.098] (S)chanmiya_dayo: 20
[16378.924] (S)翔彩: リゼロｗｗ
[16379.006] (S)motok070: 異世界w
[16381.896] (S)みゆ5252: ほおー！
[16383.078] (S)めめめぇ: 北は行きそうｗ
[16383.682] wendo_nex: ウェスカーさん、相手の考えよく分かったな
[16385.359] (S)はくまいこ: ほへー！
[16385.575] (S)ゆう_黒: リゼロww
[16385.848] (S)nouka5hima: リゼロ知ってるの！？w
[16386.112] (S)ruuu_a: ほお
[16386.352] (S)バブみわかりみありけり: ぼきゅん
[16386.705] (S)あいつぉん: なるほどねえ
[16387.118] (S)nanashi3774: なるほど
[16387.647] (S)かぉちゃん: ほー
[16388.168] (S)たけたけみ: ほぉー
[16388.330] (S)hidarime003: ﾎﾟｷｭｰﾝ!
[16388.945] (S)sugisamaikemen: ほう
[16390.677] (S)みみまい: ぼきゅーん
[16390.886] (S)ららるる0206: www
[16390.921] (S)ankosan0375: ほー
[16391.406] (S)しおるんるん: ほお
[16393.454] (S)yaminabe_yummy: ほー
[16394.144] (S)kodaigo31: 0ではないけどねw島残してるしw
[16394.264] (S)_ぴぴまる: ほおw
[16394.485] (S)りいちゃん8: おもろ
[16394.645] (S)柚虎: ヴァンさんとこ？
[16395.480] (S)re1chans2: ぐちゃぐちゃw
[16395.591] (S)ららるる0206: おもろいやんw
[16397.733] (S)みほまる_: オールインも薬狙い？
[16398.093] POP_V8: 一番右端はALLINに残る感じ？
[16398.402] (S)_ぴぴまる: 楽しそうだなw
[16399.001] (S)sai0130: 同盟とかせず、苦しいとこから考えるつく策がおもろいんだよな
[16399.347] (S)kotokotobuki: もんちゃん楽しんでるなー
[16399.792] (S)belgian_gold: 終わりの始まりや
[16400.080] (S)yamamp3: よく知ってんなほんとｗ
[16401.601] (S)re1chans2: まじおもろい
[16401.757] (S)tukino_00: ほーう
[16402.143] (S)静寂_: みんなにこのマップ見てほしいねw
[16402.728] (S)みゆ5252: すごいw
[16403.942] (S)tm_171717: 無敵だー
[16404.418] (S)しょぼん_: 真っ赤wwww
[16405.615] (S)_凛_: えぐうう
[16405.966] wendo_nex: 気持ちいい！！w
[16406.886] (S)__さち__: 真っ赤になったなぁ 
[16407.199] (S)jackass0012: ALLIN無敵モードｗ
[16409.012] (S)ゆう_黒: 無敵やーw
[16409.521] (S)ichi38_: すげえ
[16412.280] (S)ankosan0375: 無敵きたー
[16412.874] (S)masashi35: 猫カフェもらったら
[16413.082] (S)re1chans2: 新章の始まりか、、、
[16414.686] (S)はくまいこ: スクショしたい！ww
[16415.322] (S)りびりび: 回収大変そうやなぁw
[16415.635] (S)リイア: でけえwwwww
[16419.000] (S)biscuit_oliver10: でもしっかり特別のとこキープしてるんよねw 流石だw
[16419.732] (S)ららるる0206: 真っ赤だーww
[16421.441] (S)ちゃんちゃんちゃん753: 真っ赤っかや
[16423.730] (S)re1chans2: すげーーーーー
[16426.550] (S)thegorira: これで、ノーリミとアイリス潰せる
[16436.392] (S)nananana7a: 猫カフェ
[16440.719] (S)あいりらっしゅ: レギオンとか猫カフェのポイントももらった？
[16443.321] (S)re1chans2: 餡統一目前w
[16458.882] (S)いおりさ: しかしこの赤いのもあと３日間だけやん？ｗ
[16459.926] (S)mari_atsu_kai: すごぉーい！！
[16463.156] (S)re1chans2: あっかー
[16468.230] (S)sai0130: これで灰色が、いつ、どこを食い破り始めるのか楽しみではある
[16469.109] (S)みほまる_: 他が攻めそうねw
[16469.547] (S)masa4985: ｗ
[16470.380] (S)みみまい: ｗｗｗｗｗ
[16471.806] (S)翔彩: ｗｗｗ
[16472.806] (S)re1chans2: www
[16473.916] (S)kotokotobuki: www
[16474.188] (S)ららるる0206: wwww
[16474.383] (S)さんたろ30229: wwww
[16474.502] (S)gimmekulusevski: ｯｽｰ
[16474.550] (S)motok070: ん？
[16474.911] akiaki1109: w w w
[16476.572] (S)ユージー鳳凰: 濁してる
[16476.792] (S)みょん25: wwwwwww
[16477.348] (S)アベベ: wwwww
[16477.837] (S)Kiichi7052: ｗｗｗ
[16478.196] (S)cedarks: わかりやすｗ
[16479.345] (S)社畜奴隷: www
[16479.516] (S)chatamaru: これ逆に特殊島明らかになったなぁ
[16479.592] (S)tukino_00: www
[16479.724] (S)hofura05: www
[16479.945] (S)やっくん: gocchaWww
[16481.085] (S)masa4985: じゃあ取って確認するか
[16481.205] (S)りいちゃん8: ｗｗｗｗｗ
[16481.391] (S)_ぴぴまる: ほおw
[16481.786] AOi___12: www
