[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[3322.916] himokata: あ
[3323.577] akaihi: 今北
[3323.586] (S)じょぶたみ: え
[3323.794] nerikondapan: あ
[3323.799] kiminonamo: え
[3323.991] (S)mintochanncha: あ
[3323.995] (S)lara_3o: え
[3324.242] (S)metoronoomu: え
[3324.953] zo_0910: え
[3324.988] (S)ameneko3: あー
[3325.130] (S)torikko_: ドンだ
[3325.246] rikorikor: え
[3325.284] (S)lv_0_: え
[3325.463] (S)aono_202: え
[3325.721] part2_2: ああ…
[3325.843] (S)nnick1__: え
[3325.889] ban_anarchy: ホラゲー？
[3326.441] 神崎立夏: あ
[3326.564] Ichigoore0110: え
[3326.649] (S)n_emu_: え
[3326.652] ねる汰: え
[3326.804] (S)ろひくん: radaoKasu
[3327.057] (S)ゔぁあ: え
[3327.745] (S)しかくのさんかく: え
[3327.790] (S)debuff_o__: あ
[3328.066] きゃノ: あ
[3328.341] morimori_0000: どんな...
[3328.536] namatamago427: え
[3329.152] uchichan_p: 声帯取れた？
[3329.458] うめた: へー
[3329.467] ゆち888: あ
[3329.672] bucket_niwatori: え
[3330.269] (S)koukoukoy: へー
[3330.638] (S)ocha179: え
[3330.747] (S)461kuma: え
[3331.218] (S)kotehan31415: 空腹
[3332.091] h20323: やられるぞー
[3332.167] (S)ぽてって: 初耳
[3333.558] 夢現: 空腹で？
[3333.566] ねこたろー: 腹減りダメージ
[3334.104] bouningen1: こわ
[3335.597] (S)boris94: は？
[3335.804] gaiantufan: え
[3337.019] siyuyann: は
[3337.713] (S)ふるむーん: 空腹ダメージでは？
[3338.932] 檜山尚人: 腹減りダメージでしょ
[3339.919] (S)Unininini114: 空腹ダメ？
[3341.825] noga_892: ？
[3341.922] kaname17ksb: 空腹ダメだぞ
[3342.521] きゃノ: こy
[3342.880] うめた: ああ、お腹減ったのか
[3343.654] こべりぶる: 空腹ダメージだぞおい
[3346.553] natsu__1305hy: 炎なんなん？
[3346.770] (S)outinoyami: 空腹ダメージ
[3348.250] (S)kaz_275: ハングリー
[3348.312] rikorikor: 空腹？？
[3348.454] (S)みどふぃ: 腹減りだめだった気がする
[3348.459] 哀れな人の子: 空腹でしょ
[3349.664] ine_dayo: 音も信用出来なくなったのか
[3349.744] jun08081031: 空腹ダメか
[3351.050] (S)雪華0830: はーん
[3351.162] himokata: ぽまえ肉いっぱい持ってるじゃねぇか
[3352.231] (S)zabuton5mai: 空腹？
[3353.328] むつき7777: 空腹
[3353.472] minto13579: おぉ
[3354.397] (S)n_emu_: 空腹ダメ
[3354.595] aya_39: 空腹ダメ
[3354.826] nato39: わこらだしたいけど見てないわ(?)
[3355.933] jam_kan0310: 今北
[3360.804] 1__matsu: 空腹ダメ
[3363.250] むつき7777: ご飯あげなよ
[3363.742] ヴェライス: るなりあさん
[3365.133] kaikina0905: わこらだ
[3367.147] kaname17ksb: そんなに雲
[3368.958] りゅい: あ
[3370.565] dorakota: あ
[3370.642] (S)ryo_ngz: あ
[3371.815] noga_892: あ
[3371.836] (S)sjindoa: あ
[3372.567] matutu0420: イッヌで草
[3373.319] (S)ameneko3: あ
[3373.369] (S)koukoukoy: あ
[3373.529] uchichan_p: あ
[3373.550] (S)ゔぁあ: あ
[3373.659] yumenoiatu: おいよさん！？、、、
[3373.742] kiminonamo: あ
[3373.745] (S)湯とうふ: あ
[3373.754] (S)れんれむ: あ
[3373.910] (S)murasaki_chan: あ
[3373.943] (S)mintochanncha: あ
[3373.968] hima_norita: あ
[3374.131] (S)karasu57: あ
[3374.661] saayu3132: ふわちゃん怖いのに名前はかわいいよね
[3374.791] (S)461kuma: あ
[3374.828] りゅい: おいよさん!!!!
[3374.895] (S)n_emu_: あ
[3374.899] nerikondapan: お
[3375.501] (S)ガクフル: あ
[3375.870] (S)雪華0830: あ
[3375.965] (S)kurono1022: あ
[3376.311] (S)mozuku_3: あ
[3376.312] (S)ふるむーん: 空腹のやつから肉を奪うなんて…
[3376.842] 夢現: ＼(^o^)／
[3377.237] (S)akagi111: あ
[3377.282] (S)ぽてって: あ
[3377.339] (S)Unininini114: あ
[3377.452] yuna_aaaaaaaaa: あ
[3377.577] 五色椿: るなりあさん
[3377.578] dorakota: 鼓膜注意報
[3377.690] rikorikor: あ
[3378.092] 神崎立夏: 尾張？
[3378.130] あきぬこ: あ
[3378.246] (S)Ra_0601: あ
[3378.337] りゅい: おいよさんががががが
[3378.598] (S)lv_0_: あ
[3378.812] (S)kiri_girisu: あ
[3378.860] 1__matsu: あ
[3378.864] (S)neyuki135: あ
[3379.016] umiriku_umimi: あ
[3379.037] からたべ: 尾張？
[3379.045] wing_wing: 対あり
[3379.422] saayu3132: あ
[3379.484] ヴェライス: おわ
[3379.495] すのっぺ: るなりあさん！？
[3379.620] 五色椿: はい
[3379.722] aono_kasisu: 尾張
[3379.833] namiki_: あ
[3380.001] (S)ringoame___0412: ルナリアさんやん
[3380.101] (S)つなまる: 尾張
[3380.131] ばんぐも: あ
[3380.222] あんりりり: あ
[3380.237] (S)そまる: はい
[3380.289] (S)ぽてって: www
[3380.291] (S)_えゐ_: あ
[3380.312] zo_0910: あ
[3380.434] aya_39: 他のリスナーさんがあげてたのに
[3380.847] dorakota: あ
[3381.310] (S)torikko_: 犬？
[3381.330] ban_anarchy: タラちゃん？あ
[3381.510] hima_norita: あーあ
[3381.558] (S)hibiki_cat: あ
[3381.564] べるみ: ｗ
[3381.671] (S)ryo_ngz: にょき
[3381.741] uchichan_p: ＼(^o^)／
[3381.892] あきぬこ: ＼(^o^)／
[3381.953] sorabosi: あ
[3381.971] 月無水2420: おわた？
[3382.031] あんりりり: はい
[3382.075] 428_clover: あ
[3382.147] (S)かみらちゃん: あ
[3382.174] jun08081031: あ
[3382.355] deccslomp: 尾張
[3382.373] 神崎立夏: wwwwwwwwwwwwwww
[3382.666] ﾊｲﾌﾝ: あ
[3382.683] 夢現: １にょっき
[3382.852] (S)shilva_0: あ
[3382.918] namatamago427: あ
[3383.062] (S)_えゐ_: はい
[3383.445] (S)リラカ: あ
[3383.486] (S)糸こん: 肉が
[3383.603] harou_momiji: にょき
[3383.704] (S)raia_0711: あ
[3383.827] kanahebi1125: はい
[3384.527] (S)をきう: なんで戻った
[3384.552] 46_kulo: あ
[3384.748] part2_2: 尾張
[3384.909] saltester: にょっき
[3385.219] (S)nnick1__: あ
[3385.359] (S)mizuno0624: ニョッキ
[3385.393] りゅい: おいよさん死んじゃった(´；ω；｀)
[3385.441] (S)Unininini114: はい
[3385.829] mizukurage_: はい
[3385.913] nerikondapan: さすがっすわｗ
[3385.980] myutanto2525: あ
[3386.028] (S)nishiki8845: nishiki8845 subscribed with Twitch Prime. They've subscribed for 3 months! 
[3386.221] (S)ぬこが好き: にょきっ
[3386.231] 月無水2420: あ
[3386.396] ammo0415: あ
[3386.529] nitamago8823: 生やすな
[3386.557] ヴェライス: あ
[3386.736] (S)karasu57: にょき
[3386.762] (S)れんれむ: はい
[3386.776] ﾊｲﾌﾝ: は？
[3386.967] (S)yu__0316: あ
[3387.092] terabyte__o0: wwww
[3387.327] himokata: あ
[3387.586] zo_0910: はい
[3388.015] kaziki_1213: オワタ＼(^o^)／
[3388.161] ふるふれあ: あ
[3388.382] りゅい: おいよさん??
[3388.598] (S)_えゐ_: は？
[3388.762] とんかつ食べたい: フラッティがルナリアさんだ
[3388.920] ヤヤたん: ✕
[3389.029] (S)0itimaru: あ
[3389.399] 1__matsu: 不正
[3389.656] (S)yu__0316: しんだ
[3389.720] 快特: あ
[3389.886] nattu__: 尾張
[3390.095] kanahebi1125: そうだったな
[3390.112] akanata_09: はあ
[3390.299] jun08081031: 尾張
[3390.320] (S)debuff_o__: 尾張
[3390.331] (S)n_emu_: はあ
[3390.343] (S)sasami008: はい
[3390.547] hima_norita: あ
[3390.691] (S)湯とうふ: 尾張
[3390.707] bayarins: あれにくは？
[3390.752] 月無水2420: は？
[3390.908] namatamago427: はい
[3391.112] (S)ameneko3: は？
[3391.208] (S)ryo_ngz: うーわ
[3391.302] (S)karasu57: 尾張
[3391.325] harushisoume24: あ
[3391.328] uchichan_p: 気づくの遅くて草
[3391.709] (S)mikan_san: 歪
[3391.725] (S)muru1113: 神は死んだ
[3391.758] haya1017: あ
[3391.857] ume0141: あ
[3391.894] 夢現: ほんま歪
[3392.016] gaiantufan: あ
[3392.048] (S)36maru: 尾張
[3392.207] (S)ぬこが好き: はい
[3392.423] (S)しかくのさんかく: あ
[3392.425] (S)outinoyami: はい
[3392.637] kyabetsux: あ
[3392.655] (S)れんれむ: 生やすな
[3392.679] りゅい: なる
[3392.944] danon0613: 生えるな
[3393.113] (S)ぴーよよよ: あ
[3393.180] yuna_aaaaaaaaa: はい
[3393.216] saayu3132: 不正
[3393.219] ban_anarchy: 歪
[3393.323] (S)もってぃ__: タイミング悪
[3393.330] (S)mmm_iii22: 尾張
[3393.382] dorakota: え？
[3393.382] (S)ぽてって: あ
[3393.391] (S)nizi_saki: はい
[3393.561] きゃノ: あ
[3393.563] kaikina0905: はい
[3393.835] ﾊｲﾌﾝ: 歪
[3394.043] Ichigoore0110: あ
[3394.161] masukis: あ
[3394.198] (S)Ra_0601: あーあ
[3394.205] (S)boris94: はい
[3394.362] bouningen1: はい
[3394.380] (S)sjindoa: 草
[3394.413] (S)ゔぁあ: はい
[3394.449] (S)zyaga_b: 生やすな
[3394.615] (S)karasu57: はい
[3394.842] (S)lv_0_: はい
[3394.967] (S)koukoukoy: 歪
[3395.060] いのりさん: はい
[3395.190] noga_892: はい
[3395.284] (S)461kuma: 尾張
[3395.297] りゅい: 犬かよ
[3395.316] (S)n_emu_: はい
[3395.399] (S)しかくのさんかく: はい
[3395.445] (S)いさお130: １ニョッキ
[3395.533] kaziki_1213: あ
[3395.614] kiminonamo: 草
[3395.754] うめた: radaoHusei
[3395.768] (S)umbrella_3373: はい
[3395.899] (S)saisai_tmc: あ
[3396.232] (S)fuzi_inari: 不正
[3396.373] UnDerxbAr: あ
[3396.478] (S)みえのえ: radaoMoeru
[3396.489] rikorikor: ニョッキ
[3396.520] ゆち888: はあ
[3396.654] となけ: あー
[3396.769] shin2958: 歪
[3396.865] (S)kiri_girisu: はい
[3396.954] nerikondapan: ｗｗｗｗｗ
[3397.082] taiseiyounokami: 今日どうせ勝てないから寝るね
[3397.139] aya_39: はい
[3397.347] (S)murasaki_chan: はい
[3397.360] (S)izumi_0520: さい
[3397.488] (S)はくとうさゆ: はい
[3397.492] bayarins: あれ？
[3397.880] kaname17ksb: 肉抱え落ちすんな
[3397.900] nishimana: はーい
[3397.905] (S)461kuma: はい
[3397.936] 神崎立夏: ぽまえ死んで記憶が
[3398.155] (S)metoronoomu: ニョッキ
[3398.171] (S)_えゐ_: ストリーマー権限
[3398.190] (S)hi_oyu: あ
[3398.207] (S)jasmugi: あ
[3398.220] (S)karasu57: 不正
[3398.237] (S)omoti0712: はい
[3398.807] sennkou28: ストリーマーだから
[3398.881] (S)ぽてって: 不正？
[3398.898] (S)キョロちゃん: あ
[3399.009] (S)さおりん_: あ
[3399.177] (S)rascal_techonol: 生えるな
[3399.197] yumenoiatu: はい
[3399.352] 五色椿: ねねむいちゃん！
[3399.383] 46_kulo: 歪？
[3399.433] (S)muru1113: あ
[3399.572] uchichan_p: 歪
[3399.642] 碧威: あ
[3399.768] sorabosi: はい
[3399.778] gaiantufan: 歪
[3399.956] jun08081031: 歪
[3400.155] (S)shapu_meg: おまえ2回食われてね？
[3400.167] dorakota: 歪
[3400.277] ばんぐも: 歪
[3400.661] (S)kiri_girisu: 歪
[3400.690] h20323: はい
[3400.817] kiminonamo: はい
[3400.873] (S)menecchi: 不正
[3400.898] (S)hibiki_cat: 歪
[3400.979] (S)boris94: あ
[3401.046] noga_892: 歪
[3401.249] (S)しかくのさんかく: radaoHusei
[3401.603] (S)kotehan31415: このパターン飽きた
[3401.770] (S)Unininini114: あ
[3401.835] 52luna: は？
[3401.981] (S)n_emu_: 不正？
[3402.115] (S)はくとうさゆ: 不正
[3402.180] (S)独炎レイト2525: radaoHusei
[3402.226] ゆち888: ねえ
[3402.265] (S)metoronoomu: 歪
[3402.315] (S)唐辛子ガール: あ
[3402.403] りゅい: はいさい
[3402.493] bucket_niwatori: はい歪
[3402.506] bayarins: 肉は？
[3402.562] 月無水2420: 歪
[3402.624] いのりさん: radaoHusei
[3402.635] (S)ちゃば00: radaoHusei
[3402.643] (S)mizuno0624: 歪
[3402.753] koura02: ニョッキ
[3402.767] (S)kurono1022: はい
[3402.790] myutanto2525: にょき
[3402.829] (S)ふるむーん: お肉を無駄にするな
[3402.861] (S)湯とうふ: 歪
[3402.940] kesori: あ
[3403.026] (S)れんれむ: 歪
[3403.385] karintou_painappuru: 不正
[3403.456] (S)ﾁｬﾝすい: 歪
[3403.954] (S)雪華0830: はぁ…
[3404.027] aya_39: 歪
[3404.100] りゅい: はいはい
[3404.174] ねる汰: 歪
[3404.179] ちおちお: あれ？
[3404.323] (S)独炎レイト2525: radaoKasu
[3404.582] しけ_: あ
[3404.584] (S)Unininini114: radaoHusei
[3404.723] aaaz1227: ＼(^o^)／
[3404.785] (S)461kuma: 歪
[3404.927] (S)menecchi: 歪
[3404.950] nishimana: あ
[3405.407] kiminonamo: 歪
[3405.625] (S)0itimaru: 効いてんだよなぁ
[3406.145] (S)かみらちゃん: 強者感
[3406.314] (S)ronelyboy: radaoHusei
[3406.351] (S)ガクフル: 早く残機減ればいいのに
[3406.407] (S)ぽてって: radaoHusei
[3406.799] deccslomp: 歪
[3407.028] nattu__: あ
[3407.119] (S)jasmugi: radaoHusei
[3407.236] nerikondapan: やば
[3407.261] yuna_aaaaaaaaa: 歪
[3407.443] (S)sasami008: radaoHusei
[3407.463] (S)ギンナン: あ
[3407.554] harou_momiji: 肉６個は消えたけどな
[3407.572] kaziki_1213: 歪
[3407.766] (S)menecchi: radaoKasu
[3408.266] (S)karasu57: radaoHusei
[3408.502] (S)omoti0712: 歪
[3408.527] りゅい: 流石
[3408.545] rikorikor: タロットを思い出せ
[3408.617] part2_2: ニャッキ
[3408.819] (S)Unininini114: 歪
[3408.832] haya1017: 父性
[3409.203] (S)mintochanncha: あ
[3409.434] matutu0420: にょろも口笛吹いてて草
[3410.415] (S)ぽてって: radaoHusei
[3410.675] kanahebi1125: 息をするように不正するな
[3410.922] (S)たくあん38: radaoHusei
[3411.684] bouningen1: 歪
[3412.140] nishimana: (￢_￢)
[3412.343] Ichigoore0110: 不正
[3412.480] (S)zyaga_b: 歪
[3412.710] (S)watchan_arm: 歪
[3412.834] choco_mabusi: 肉いっぱい持って死ぬな
[3413.044] (S)mana_army: 歪
[3413.088] (S)left_2_10: 歪
[3413.187] mina_0607: あ
[3414.210] burukuremu: 歪
[3414.212] (S)独炎レイト2525: radaoRIP
[3414.721] nattu__: 肉
[3414.761] あきぬこ: 草
[3414.875] nyantono0930: 歪
[3415.241] からたべ: ストリーマー権限のおかげだぞ
[3415.558] (S)muru1113: 歪
[3415.815] (S)koukoukoy: radaoHusei
[3416.183] karintou_painappuru: なんかしたー
[3416.849] himokata: 歪
[3417.016] (S)はくとうさゆ: もしかして不正？！
[3417.075] (S)nizi_saki: radaoHusei
[3417.096] shinana_: なろう系主人公かな？
[3417.115] (S)もってぃ__: radaoHusei
[3417.591] (S)ぬこが好き: あーあーあーあー歪歪歪
[3417.602] 柏木きゅうり: 歪
[3417.629] h20323: 不正
[3417.769] しろみそ: デスルーラですか？
[3417.813] (S)n_emu_: radaoHusei
[3417.966] ban_anarchy: ww
[3417.994] (S)umbrella_3373: 歪
[3418.002] (S)arumame: radaoHusei
[3418.180] (S)zabuton5mai: はい〜
[3418.635] noga_892: ニョロモ
[3418.845] (S)Ra_0601: radaoHusei
[3419.755] (S)kiri_girisu: radaoHusei
[3419.784] (S)ryo_ngz: あろさん...
[3420.234] (S)mizuno0624: wwww
[3420.559] (S)独炎レイト2525: radaoKasu
[3421.328] (S)pKatsu: pKatsu subscribed with Twitch Prime. They've subscribed for 10 months! 
[3421.384] JohimbaAM: Habla mi causaaaaaaaaaaaaa
[3421.601] りゅい: なろう系
[3421.821] (S)Ra_0601: radaoHusei
[3422.069] ゆち888: ニョロモちゃん顔変わった？す
[3423.480] (S)mozuku_3: radaoHusei
[3423.617] (S)独炎レイト2525: radaoHusei
[3424.487] ripumpkin: ゴ○ブリみたいな生命力だな
[3424.724] ちおちお: 歪
[3424.786] (S)かみらちゃん: うわ
[3425.830] ban_anarchy: 草
[3425.993] dorakota: 歪だ
[3426.199] (S)独炎レイト2525: radaoHusei
[3426.382] 46_kulo: wwww
[3426.453] zo_0910: 歪
[3426.559] 神崎立夏: あ
[3426.766] ねる汰: にょろもの口に手突っ込みたい
[3427.741] 1__matsu: www
[3428.098] べるごり: ｗ
[3428.305] natsu__1305hy: お肉6個も持って死んだんか
[3428.355] 五色椿: wwww
[3428.627] めった: 口どうしたんニョロモ…
[3428.954] umiriku_umimi: あ
[3429.027] himokata: あ
[3429.121] (S)nnick1__: うわ
[3429.545] (S)mintochanncha: 不正
[3429.956] 46_kulo: おい
[3429.959] あがぺ: あがぺ subscribed at Tier 1. They've subscribed for 12 months, currently on a 12 month streak! わこらだ 開幕不正ってマ？
[3430.181] (S)独炎レイト2525: radaoHusei
[3430.313] (S)boris94: アロさん
[3430.728] (S)ろひくん: radaoKasu
[3430.835] (S)murasaki_chan: あろさんw
[3430.864] deccslomp: www
[3430.958] (S)ぽてって: おい？
[3431.615] (S)_えゐ_: ねねむいちゃぁぁぁぁぁぁぁん
[3431.844] gaiantufan: wwwwww
[3432.968] (S)ぽてって: おい
[3433.101] uchichan_p: 歪
[3433.191] ﾊｲﾌﾝ: うわ
[3433.252] (S)つなまる: ｗｗ
[3433.471] (S)zabuton5mai: え？
[3433.880] りゅい: 口が…
[3434.048] (S)461kuma: おい
[3434.060] (S)いさお130: 不正を公式にした男
[3434.253] (S)kuugetsu: ｗｗｗｗ
[3434.291] (S)独炎レイト2525: radaoHusei
[3434.312] namiki_: ｗｗｗｗｗ
[3434.312] (S)ryo_ngz: wwwww
[3434.696] 月無水2420: おい
[3434.740] 428_clover: あ
[3434.827] (S)mizuno0624: wwwww
[3434.833] saayu3132: らっだぁのせいでいじめられてるよ
[3435.188] (S)izumi_0520: 草
[3435.327] 五色椿: こｙ
[3435.458] ban_anarchy: wwww
[3435.486] 夢現: 呪文ｗ
[3435.591] ぱんだぁぁぁ: www
[3435.688] (S)をきう: wwwwww
[3435.960] (S)ぽてって: 返せ
[3436.076] あんりりり: こy
[3436.204] (S)_はた_: ｗｗ
[3436.383] (S)ぱんさく: wwwww
[3436.528] JohimbaAM: GOKUUUUUUUUUUUU
[3436.979] らみら: wwwww
[3437.070] あきぬこ: wwwwww
[3437.618] harou_momiji: こｙ
[3437.791] (S)雪華0830: あらーw
[3437.894] (S)nnick1__: wwwww
[3438.037] (S)neyuki135: www
[3438.164] (S)ガクフル: こy
[3438.224] (S)ameneko3: www
[3438.296] (S)torikko_: あ
[3438.489] からたべ: こｙ
[3438.741] (S)ぴーよよよ: radaoKasu
[3438.988] noga_892: 草
[3439.857] karma323r: www
[3440.031] 1__matsu: wwwwwwwwwwww
[3440.100] rikorikor: www
[3440.188] (S)mameinu_: 草
[3440.240] hamuokun0120: 異世界転生？？
[3440.254] (S)れんれむ: wwww
[3440.302] (S)独炎レイト2525: radaoHusei
[3440.401] 428_clover: うわ
[3440.422] part2_2: ジト目www
[3440.462] しろ_さん: ｗｗｗｗｗｗｗｗｗｗ
[3440.655] yuna_aaaaaaaaa: wwwww
[3440.656] いのりさん: radaoKasu
[3440.859] gaiantufan: おい
[3440.877] uchichan_p: wwww
[3440.881] 神崎立夏: あー
[3441.105] (S)metoronoomu: あ
[3441.431] (S)akagi111: 母国語ｗｗ
[3441.796] (S)かみらちゃん: うわうわうわ
[3442.393] ねる汰: やば
[3442.409] (S)mozuku_3: wwwwww
[3442.413] 52luna: これが人間の屑か
[3442.581] (S)ryo_ngz: wwwwwwww
[3442.615] (S)湯とうふ: www
[3442.984] (S)koukoukoy: おい
[3443.161] (S)hi_oyu: aroe2Hi
[3443.225] ﾊｲﾌﾝ: wwwwwwww
[3443.229] あんりりり: ｗｗｗｗ
[3443.250] (S)mizuno0624: wwwwwwwwww
[3443.257] (S)もってぃ__: www
[3443.775] (S)そまる: www
[3443.843] りゅい: あろえ
[3444.045] (S)runa0511: wwww
[3444.250] bucket_niwatori: あろえさん…
[3444.304] dorakota: あ！
[3444.315] なつめう: wwwwwww
[3444.465] (S)Unininini114: あ
[3444.571] _イオ_: wwww
[3444.585] aaaz1227: こy
[3444.762] deccslomp: wwwwwww
[3444.911] (S)nnick1__: radaoKasu
[3445.626] noga_892: こy
[3445.738] (S)たくあん38: wwwww
[3445.805] (S)みゅーに: radaoKasu
[3445.917] ゆち888: あ
[3446.050] (S)36maru: こy
[3446.547] (S)本匿名: あろさんバグっちゃった
[3446.561] jun08081031: wwwwww
[3446.604] uchichan_p: こy
[3446.693] (S)kiri_girisu: wwwwww
[3446.770] きゃノ: うわ
[3446.844] (S)lv_0_: www
[3447.051] 碧威: www
[3447.099] あんりりり: かわいそう
[3447.368] (S)rioapr03: wwww
[3447.603] 46_kulo: wwwwwwwwwwwww
[3447.758] dud0d0_: wwww
[3447.761] 月無水2420: wwwww
[3447.843] (S)0itimaru: こy
[3447.977] (S)jasmugi: wwwwww
[3448.253] (S)ぽてって: うわあ
[3449.115] rikorikor: こわ
[3449.170] ミカヅキモ: www
[3449.371] having_harumaki: うま
[3449.469] (S)独炎レイト2525: radaoKasu
[3449.808] 1__matsu: うまいーん
[3449.884] (S)carbonara10: www
[3449.943] (S)かみらちゃん: うま
[3450.026] (S)umbrella_3373: こy
[3450.044] (S)kotehan31415: らっだぁのPCのパスワード！？
[3450.114] (S)いさお130: うっま
[3450.234] naraba_12: www
[3450.258] rikorikor: www
[3450.350] (S)teritama5: うわ
[3450.451] (S)_はた_: ｗｗｗｗ
[3450.463] bon_sai: 圧が
[3450.472] (S)izumi_0520: こy
[3450.527] (S)murasaki_chan: wwwwwww
[3450.690] (S)n_emu_: こy
[3450.914] 神崎立夏: うまっ
[3451.075] dorakota: 天罰
[3451.127] Ichigoore0110: 圧がww
[3451.349] まよみる: wwwwwww
[3451.362] (S)渚けい1210: おお
[3451.376] あきぬこ: うま
[3451.462] (S)koukoukoy: うま
[3451.581] (S)みどふぃ: うま
[3451.751] べるみ: うっま
[3451.859] なつめう: うま
[3451.920] (S)mintochanncha: wwww
[3452.019] umiriku_umimi: うま
[3452.064] h20323: うわ
[3452.140] gaiantufan: こy
[3452.323] hima_norita: うっま
[3452.466] (S)をきう: あろさんこわれちゃったよ
[3452.535] (S)れんれむ: うま
[3452.822] (S)ringoame___0412: うま
[3452.828] 五色椿: うさｓ
[3452.962] (S)saisai_tmc: うっさ
[3453.021] (S)ぱんさく: うま
[3453.045] (S)zabuton5mai: www
[3453.181] (S)zyaga_b: 言いたげな目してるよ
[3453.222] (S)とまとはおいしい: ww
[3453.229] (S)mozuku_3: うっま
[3453.243] bouningen1: こy
[3453.363] (S)_はた_: なんでｗ
[3453.393] てと0903: うっまｗｗ
[3453.413] いのりさん: radaoKasu
[3453.515] (S)kurono1022: うわ
[3453.588] (S)kimidori915: うっま
[3453.820] taiseiyounokami: ゴムだから？
[3453.839] (S)neyuki135: うっま
[3454.019] (S)ぽてって: うま
[3454.054] (S)alulu_16: うま
[3454.061] karintou_painappuru: wwwww
[3454.267] (S)糸こん: うま
[3454.285] (S)ameneko3: うっま
[3454.495] nyantono0930: うま
[3454.498] uchichan_p: うま
[3454.574] kanahebi1125: うま
[3454.589] ばんぐも: うま
[3454.707] rikorikor: wwwwwwwwwwww
[3454.749] akanata_09: おお
[3454.933] ﾊｲﾌﾝ: うっま
[3455.045] (S)閉織: あら
[3455.117] (S)ryo_ngz: うっま
[3455.123] nerikondapan: うま人望（きょうく
[3455.298] りゅい: あー
[3455.304] (S)飛彩ナギ: うま
[3455.429] (S)_もちもち_: こy
[3455.451] namatamago427: wwww
[3455.510] yu__0316: あ、らっだぁラブになってるやん
[3455.780] (S)outinoyami: うま
[3455.848] terabyte__o0: うっま
[3456.031] きゃノ: wwww
[3456.087] _イオ_: うっま
[3456.246] むつき7777: うっま
[3456.249] gaiantufan: おい
[3456.301] zo_0910: うま
[3456.411] saayu3132: これが、悪魔の笑い方
[3456.445] (S)karasu57: wwwww
[3456.480] (S)湯とうふ: うま
[3456.505] (S)fuzi_inari: うっま
[3456.711] (S)0itimaru: www
[3456.716] (S)ガクフル: おおお
[3456.816] あんりりり: うま
[3457.130] deccslomp: うっま
[3457.204] kaziki_1213: うっま
[3457.257] (S)雪華0830: うま
[3457.280] (S)mizuno0624: uma
[3457.335] りゅい: えー
[3457.346] noga_892: 草
[3457.355] (S)hi_oyu: うま
[3457.534] ちおちお: wwwwwww
[3457.610] ゆち888: おま
[3457.649] (S)ぬこが好き: radaoKasu
[3457.682] (S)独炎レイト2525: radaoKasu
[3457.686] (S)akagi111: うｍｍ
[3457.710] part2_2: うま
[3457.802] matutu0420: え、ぷろ？
[3457.809] らみら: wwwwwww
[3457.877] to_mamenmen: 馬
[3457.931] uchichan_p: wwww
[3458.240] danon0613: うま
[3458.332] (S)aono_202: うっま
[3458.454] harou_momiji: 今回諦め？
[3458.457] (S)kiri_girisu: うま
[3458.509] (S)metoronoomu: うま
[3458.609] (S)rinlin21o: うま
[3458.737] (S)yu__0316: うますぎ
[3458.790] (S)kinote3: うっま
[3459.113] (S)はくとうさゆ: うま
[3459.152] (S)maro_72: www
[3459.334] JohimbaAM: Kamehamehaaaaaaaaaaaa
[3459.383] aaaz1227: うっま
[3459.642] (S)mameinu_: うまい
[3459.648] (S)shilva_0: これはうまい
[3459.866] dorakota: うまい
[3460.096] 1__matsu: うっま
[3460.412] (S)jasmugi: wwwwwwww
[3460.629] (S)rascal_techonol: ダイソン！？
[3460.768] (S)ocha179: うま
[3460.949] (S)mintochanncha: うま
[3460.989] (S)れんれむ: うっま
[3461.034] 428_clover: うまい
[3461.341] ももかきぴー: おお
[3461.568] (S)iriss3535: うま
[3461.726] namatamago427: うま
[3461.904] (S)torikko_: うま
[3462.128] myutanto2525: うまぁ
[3462.275] marinyan524: ｗｗｗ
[3462.297] 歯茎: デジャヴじゃん
[3462.347] shin2958: やじゃるん
[3462.359] (S)カカシの上のカラス: うっま
[3462.364] harushisoume24: うま
[3462.429] (S)ame_usagi3: うっま
[3462.665] kozuken_a: うっまww
[3462.817] meenoo36: あま
[3462.942] しけ_: うま
[3462.990] jun08081031: うま
[3463.064] (S)しかくのさんかく: うっま
[3463.163] りゅい: あろえwww
[3463.264] (S)debuff_o__: うま
[3463.288] (S)海苔820: うま
[3463.473] (S)独炎レイト2525: radaoKasu
[3463.527] (S)zyagaimo__: うまい
[3463.533] chunchumu: うま
[3463.654] masukis: うっま
[3463.724] bucket_niwatori: うっさ
[3463.727] (S)n_emu_: うまい
[3463.739] aonatoooon_3939: うっま
[3463.884] (S)ゔぁあ: うまい
[3463.913] ぱんだぁぁぁ: 上手すぎw
[3464.085] Ichigoore0110: おおお
[3464.123] rikorikor: うっま
[3464.180] (S)asatuki753: うっま
[3464.245] (S)をきう: なにわろてんねん
[3464.316] (S)karasu57: うま
[3464.331] きゃノ: 手慣れてやがる
[3464.586] (S)muru1113: うま
[3464.911] (S)36maru: うま
[3464.958] (S)本匿名: radaoNikkori
[3465.054] haya1017: おっつーー
[3465.104] (S)zyaga_b: うま
[3465.274] yuna_aaaaaaaaa: うますぎ
[3465.292] ゆち888: うま
[3465.300] (S)ぽてって: 今日どうした？
[3465.318] uchichan_p: うますぎ
[3465.751] (S)Unininini114: うっま
