[8.841] ゆにゆにゆにーく: wakorad
[8713.189] yuasee: 有能
[8713.251] (S)雪狐0143: 有望
[8713.355] (S)しああき: radaoTENGU
[8713.571] (S)ゆずシフォン: radaoTENGU
[8714.234] justin01120707: けんきだー
[8714.450] れんこんまん: すけるはもうできるでしょ
[8714.474] 和泉ぴけ: 自分で言うな
[8714.758] okara25: wwwww
[8714.819] arrow_x957: おおおお
[8715.691] ainoseeeee1111: 有力だ
[8716.508] zarame0531: お
[8717.080] poruwo1212: 噂は
[8717.279] mai161116katatumuri: Xnoyatuha？
[8717.643] kanariatobu: 記憶持ちの人なのか
[8718.430] ﾏﾙﾏﾙ: 100年振りに！
[8718.591] にわすずめ: 100年振りに
[8719.759] tukky1208: 前世持ちだからなこの人
[8720.022] urullowo: radaoTENGU
[8720.032] same__15: ロープで降りるやつ知ってるのかな
[8720.616] ラミリア: そっか記憶持ちの警察か
[8721.315] many7575: 百年ぶりwww
[8722.134] らぁめん三郎: 意外と有能なのおもろい
[8722.821] meso_1001: 記憶が
[8723.592] (S)waterdragon131: radaoTENGU
[8724.323] kanit0622: 100年ぶりだ〜
[8729.679] meroasu_: 記憶持ち
[8730.145] れなぽんぽん: 見た目怪しすぎる
[8731.451] かなるる: 100年前も警察だったしな
[8732.435] midmile_: wwww
[8733.327] kenshin_g2: ロープとか
[8735.486] レイチャン: まだやっとるｗｗ
[8735.602] many7575: 前世も警官だったのいいなぁ
[8738.238] Ishio_62113125: www
[8738.391] ほなの: 無線で体験の方とツーーマンセルでとか、ヘリ乗せても平気か聞いて見なくていい？
[8738.990] バザァァァド: 後輩であり先輩
[8739.321] zarame0531: wwww
[8741.293] si_nn_me_319: ちょっと待っとく？
[8741.390] sora_mameee: wwww
[8741.613] キアラ3: すばらしいwww
[8742.973] sin__46: ロープ降下いいね
[8746.819] tukky1208: 甘やかしすぎだよ特殊ww
[8747.881] ぽたとと: https://clips.twitch.tv/SneakyHelplessFoxPupper-QKIZO7prqfwJMAPP
[8748.061] キアラ3: なんでもすばらしいwww
[8752.926] isaco135: 振り回されてら
[8754.098] niku_aburami: １００年前から特殊ではあったからな
[8754.534] bourururu: え
[8755.474] yuasee: あ
[8756.609] peperonn17: あ？
[8757.397] many7575: 脳死全肯定
[8758.283] rei_0610: キャップ？
[8758.293] tarabaaaa: え？
[8758.513] (S)ククリン: え
[8758.607] 唐辛子ガール: 全部素晴らしいわwww
[8758.721] masap_q: ｗｗｗｗｗ
[8758.881] ささみんた: え
[8758.894] あてぇご: もともとは普通に優秀な警官だからなぁ
[8759.051] みそ汁363: あ
[8759.056] niku_aburami: あ
[8759.497] kanariatobu: あーこの人なのか
[8759.718] aqua_marin0619: キャップwwwww
[8759.798] わんちゃしむ: あ
[8759.888] ミュル: え？
[8760.287] naosiki: キャップ？
[8760.403] ぺぺまる_0727: あ
[8760.412] (S)seillane: ｗｗｗｗ
[8760.612] same__15: え？
[8760.845] (S)ゆずシフォン: あ
[8761.114] れもんちぃ0: あ
[8761.558] バザァァァド: キャップ死んだしw
[8761.611] tukky1208: 殴ってね？
[8761.613] gsucix: いあ
[8761.753] mirina017: あ
[8761.785] si_nn_me_319: えっ？
[8761.831] ark_jorqera: キャップ？
[8761.854] himekana_: え
[8762.249] ﾏﾙﾏﾙ: wwwwww
[8762.288] melonmelo_: え
[8762.558] すかあと: wwwww
[8762.627] Ishio_62113125: wwwww
[8762.826] (S)pocobokei: え？
[8762.956] coco8q: あーーもう
[8763.186] ケロ村長: え
[8763.350] ただの絵描き: い
[8763.420] 八坂乃宮: キャップ？
[8763.439] himekana_: あ
[8763.571] ツミキ3: あ？
[8763.977] mike39cc: いつものキャップ
[8764.030] にわすずめ: 絶対つぼ浦
[8764.086] roikn: え
[8764.292] kominnu: キャップwwwww
[8764.294] lacus_34: あえ
[8764.422] midmile_: ぜったいつぼーらじゃんｗ
[8764.523] peperonn17: つぼ？？？？？ｗｗｗｗ
[8764.643] mary611: キャップwww
[8764.758] niku_aburami: またつぼの仕業
[8764.947] (S)waterdragon131: キャップ？
[8764.947] (S)しああき: wwwwwwwww
[8765.156] (S)雪狐0143: え
[8765.177] おっとり刀: 絶対殴ったw
[8765.299] harou_momiji: wｗｗ
[8765.532] 贄ﾁｬﾝ: キャップwwwww
[8765.668] ただの絵描き: あ
[8765.809] re__pi: キャップwwww
[8765.906] kapu_seru: あれこれつぼーら？
[8766.436] massandazei: キャップ？？
[8766.690] tatsukiti07: あ
[8766.690] (S)ゆずシフォン: wwww
[8766.795] mizuhusen_aq: あ
[8766.930] many7575: つぼ？
[8767.439] 臓もつ煮: キャップwwww
[8767.632] same__15: またツボーらかな？
[8767.710] (S)jeremiah_9s: wwww
[8768.187] ichi__go: あwwww
[8768.208] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8768.227] かなるる: www
[8768.439] 八坂乃宮: つぼーらやったろw
[8768.598] tarabaaaa: ｗｗｗｗｗｗｗｗｗ
[8768.604] 泣井サソリ: ツボツボやろwww
[8768.875] わんちゃしむ: wwww
[8768.951] あっすー_: wwwwww
[8769.109] panndaman1: あ
[8769.390] ruu_ha: www
[8769.430] rain_less: 無視しろwww
[8769.509] nekodama2155: wwwwww
[8769.625] なべっ子: キャップwwww
[8769.646] 0ruoro: ｗｗｗｗｗｗ
[8769.672] nobume0v0: え？
[8770.263] bourururu: キルリーダー
[8770.340] 雨傘ライ: wwwwww
[8770.486] zarame0531: wwwww
[8770.506] (S)わらびもち_11: wwwwww
[8770.520] ainoseeeee1111: wwwww
[8770.541] (S)mira_o: www
[8770.792] ハムスターのたみよ: キャップはつぼだろうなｗ
[8771.874] (S)海にぃ: wwwwww
[8771.905] このき115: www
[8772.048] さいのめ: つぼーらか？
[8772.097] (S)狂人おかき: 絶対つぼやろw
[8772.285] uki_shizumi: よくわかってる
[8772.287] かなるる: つぼうらだな
[8772.883] (S)tiroru202: wwwwwwww
[8773.017] himekana_: wwwwww
[8773.525] zero18901: 確認すらしないｗｗｗｗｗ
[8773.770] (S)seillane: つぼーらｗｗｗ
[8774.102] karokaro23: 絶対つぼ浦w
[8774.238] yuasee: wwwwwwww
[8774.252] (S)salted_Wani: wwwwwwwww
[8774.608] ラミリア: つぼうらなんやろなぁ…
[8775.345] venusguider: なんでやろなぁ…
[8775.439] めるめ: 英才教育だ
[8775.682] ギンナン: ww
[8775.849] oyazigarisan: ほぼつぼーらが
[8775.881] si_nn_me_319: かわいそ
[8776.217] baceneKo: 不遇wｗ
[8776.870] ayunosioyaki0223: www
[8777.199] miniki3812: またやったかw
[8777.259] (S)wasabitab: wwwwww
[8778.123] (S)waterdragon131: 素晴らしい、
[8778.480] (S)seillane: ｗｗｗｗ
[8779.989] sora_mameee: つぼやんもうｗｗ
[8780.224] reitoumikannokawa_: www
[8780.873] okara25: ほぼ確壺
[8781.062] meroasu_: wwwwww
[8781.123] kuronokami_: 無視でww
[8781.850] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[8782.639] iseitaisei: ｗｗｗ
[8782.989] many7575: www
[8783.779] aqua_marin0619: ヤバすぎるwwwww
[8784.027] re__pi: wwwwwww
[8785.761] Ishio_62113125: www
[8786.966] sjindoa: wwwww
[8787.186] melonmelo_: www
[8787.212] asahi__s: wwwwwww
[8787.597] bourururu: 蟲毒かなにかか？
[8787.840] 八坂乃宮: そうだねw
[8787.845] (S)norato041197: 犯人は身内w
[8788.063] 海袮: w
[8789.549] maru_tyan__: 慣れてやがる
[8789.723] ui_nemutai: wwwwwwww
[8789.796] sakeoo_0102: wwwwwwwwww
[8789.807] ﾏﾙﾏﾙ: またキル数増えたね...
[8790.015] himekana_: wwwwwww
[8791.126] (S)雪狐0143: wwwwww
[8791.621] (S)TamaBasu: 混ぜるな危険なんよ
[8791.797] (S)imagabell: ほとんど、つぼうらのせいやからな
[8791.864] (S)seillane: ｗｗｗｗｗｗｗｗｗ
[8793.119] baceneKo: ｗｗｗｗｗｗｗｗｗ
[8793.238] しもここ: radaoHi
[8793.948] nobume0v0: wwwww
[8793.991] にわすずめ: wwwwwwwww
[8794.068] ﾏﾙﾏﾙ: wwwwwwwwwwwwwww
[8794.183] okara25: 特殊だなぁー
[8794.331] niku_aburami: ｗｗｗｗｗ
[8794.834] yuasee: wwwwwｗｗｗｗｗ
[8794.846] tukirima: wwwwwwwwww
[8795.221] yona_0724: wwwwww
[8795.302] aqua_marin0619: wwwwwwwwwwwwwwwwwwwwwwwww
[8795.527] (S)ura__5: wwwww
[8795.899] harou_momiji: ｗｗｗｗｗｗ
[8796.234] mirina017: wwwwww
[8796.353] sjindoa: wwwwwwwwwww
[8796.495] ainoseeeee1111: wwwwww
[8797.044] (S)ゆずシフォン: wwww
[8797.103] ウツル: ｗｗｗｗ
[8797.123] roune123: wwwwwwwwwww
[8797.266] (S)しああき: wwwwwwwww
[8797.357] まむちゃ: wwwwwwwww
[8797.414] れもんちぃ0: wwwwwwwwwwwwwwwwww
[8797.935] reo11118: ｗｗｗｗｗｗ
[8797.982] tukky1208: 話聞いてないww
[8798.001] same__15: wwwwwwww
[8798.192] mary611: wwwwwwwww
[8798.423] (S)海にぃ: wwww
[8798.445] mochi_00v: wwwwwwwwwwwwwwww
[8798.469] みそ汁363: wwww
[8798.485] ほっけ1107: wwwwww
[8798.545] (S)wasabitab: 100点だったか…
[8798.623] kohana0d06: ｗｗｗｗｗ
[8799.148] mimitabu_92: wwwww
[8799.162] riren_92: ww
[8799.208] ただの絵描き: wwwwwwwww
[8799.294] (S)norato041197: wwwwwwwwwwww
[8799.334] きつね61: wwww
[8799.450] m1s4k1_09: wwwwwww
[8799.670] ayunosioyaki0223: wwwwwwwwwwwww
[8799.893] nekodama2155: wwwwww
[8800.008] shige__maru: wwwww
[8800.025] (S)tiroru202: wwwwwwwwwwww
[8800.045] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8800.219] のらごま: wwwwwwwwwwwwwwww
[8800.443] ログリア: wwwwwwwww
[8800.483] かなるる: wwwwwwww
[8800.512] rain_less: 会話できんwww
[8800.697] reitoumikannokawa_: wwwwww
[8800.778] 雨傘ライ: www
[8800.779] ぽたとと: www
[8801.010] nanashico27: wwww
[8801.049] (S)main94: ｗｗｗｗｗｗｗｗ
[8801.139] ~MISSING_COMMENTER_INFO~: wwwww
[8801.302] ui_nemutai: wwwwwwwwwwwwwwww
[8801.359] むろ_: wwww
[8801.701] ラミリア: wwwwwwww
[8801.915] キラキラボシ: wwwww
[8802.471] Halu0401: ｗｗｗ
[8803.809] (S)雪狐0143: wwwwwwwwww
[8803.842] (S)hijiki0877: おめぇどこ中だよ？
[8803.883] okara25: wwwww
[8804.454] アメタマ: wwww
[8805.282] (S)seillane: 引き笑いｗｗｗ
[8805.584] zero18901: ヤンキーがおる？ｗｗｗｗｗ
[8805.769] minibanbi: wwwwwwwww
[8805.890] meroasu_: wwwwwwwww
[8806.031] goodmanpppp: www
[8807.366] らぁめん三郎: かわええwwwwwww
[8807.629] ark_jorqera: できるのか？
[8809.217] nobume0v0: wwwwww
[8811.272] Miriotta: www
[8811.303] れんこんまん: wwwwww
[8812.761] itumi434: 特殊刑事課向きだろ
[8814.324] (S)seillane: ｗｗｗｗｗｗｗｗｗｗ
[8814.603] aqua_marin0619: え
[8814.779] bourururu: え？
[8815.016] にわすずめ: え
[8816.139] ハムスターのたみよ: ｗｗｗｗｗｗｗｗ
[8816.141] yuasee: え
[8816.198] harou_momiji: え？
[8816.384] まむちゃ: あ
[8816.413] dokokara_dokomade: www
[8816.428] (S)黒ごまソフト: え
[8816.488] (S)seillane: え
[8816.651] (S)ベスプラ: え
[8816.937] Halu0401: えっ
[8817.016] miine1221: wwwwww
[8817.301] あっすー_: え
[8817.534] (S)ゆずシフォン: え
[8817.535] (S)ククリン: え？
[8817.738] ミスタ一: できないｗｗｗｗｗｗ
[8817.758] kuugay0905: え
[8817.779] すかあと: wwwwwwww
[8817.926] 雨傘ライ: え
[8817.962] sorasorako_: え？
[8817.968] ainoseeeee1111: あ
[8817.991] nao329: え
[8817.991] si_nn_me_319: え？
[8818.041] sjindoa: え
[8818.172] niku_aburami: あれｗｗｗｗ
[8818.185] (S)わらびもち_11: え
[8818.229] mirina017: え
[8818.273] かんがえるー: え
[8818.562] sora_mameee: え
[8818.580] shige__maru: え
[8818.703] gccxhhhui: え
[8818.716] massandazei: え
[8818.717] (S)itijiku_0605: え
[8818.771] Ishio_62113125: え
[8818.793] maru_tyan__: え？
[8819.468] re__pi: えw
[8819.528] melonmelo_: え
[8819.607] natubatch: あ
[8819.705] ぽたとと: え
[8819.710] (S)海にぃ: え
[8820.148] syaka_fn: え
[8820.161] さえだ: え
[8820.163] reitoumikannokawa_: え
[8820.336] 八坂乃宮: w
[8820.591] goodmanpppp: え
[8820.844] gsucix: え
[8821.060] (S)雪狐0143: え
[8821.910] roikn: えww
[8822.069] coco8q: いや
[8822.322] 惰性さん: え
[8822.467] rei_0610: 体験組みんな特殊向きすぎるwww
[8823.064] のらごま: え
[8823.141] ainoseeeee1111: え
[8823.314] ui_nemutai: あ
[8823.439] meroasu_: え
[8823.475] okara25: えっ
[8824.206] mary611: こわい
[8825.489] meso_1001: え？
[8825.646] reo11118: 不安そうw
[8826.179] venusguider: 何でもできるかぁ…
[8826.743] ainoseeeee1111: 怖すぎるw
[8826.921] niku_aburami: まっずい
[8826.990] eipoo: 皇帝？
[8827.335] rain_less: ちょっと離れとくか…
[8827.983] dokukinoco: にげろ
[8828.111] bosabossa: こええｗ
[8828.225] まむちゃ: おわった
[8829.923] のらごま: こわいな
[8830.050] sora_mameee: まっずい
[8830.113] rowbo2525: あ
[8830.211] yuasee: あ
[8830.214] naosiki: こわいなぁ
[8830.232] (S)海にぃ: やばいぞ
[8830.348] baceneKo: ｗｗｗｗｗｗｗｗｗｗ
[8830.495] 佐野ちャん: こえーw
[8831.204] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[8831.278] (S)seillane: おわったｗ
[8831.621] tadanohituzi: まっずい
[8831.633] kojikoji333: 死亡フラグが
[8831.666] わんちゃしむ: まっずい
[8831.831] same__15: 怖いなぁw
[8831.855] bourururu: 怖い
[8832.251] masap_q: まっずいなｗ
[8832.455] (S)狂人おかき: やばいかもなぁ
[8832.599] isaco135: www
[8832.622] namoyan0809: やばいｗｗｗ
[8832.646] (S)ゆずシフォン: まっずい
[8832.743] rei_0610: おわった…
[8832.781] nao329: みんなはまずい
[8832.908] ﾏﾙﾏﾙ: 怖いwww
[8833.198] (S)黒ごまソフト: 逃げるか
[8833.213] coco8q: だめかも
[8833.218] Mira7510: ｗｗｗｗ
[8833.378] peperonn17: こわいｗ
[8833.425] (S)ククリン: おわたwww
[8833.512] ミュル: 逃げるなｗ
[8833.700] ベニマル: 怖いなぁwww
[8833.849] tukky1208: お前下にいとけ
[8834.043] ainoseeeee1111: おわった
[8834.349] Ishio_62113125: こy
[8834.501] lethargy00: 4キルかぁ・・
[8835.071] 千鶴: やめとけ
[8835.468] twikashi: NotLikeThis
[8835.578] gccxhhhui: まずい
[8835.619] なちちなちなちち: まっずい
[8835.751] (S)海にぃ: まっずい
[8835.994] かなるる: 無理だなこれ
[8836.018] ミスタ一: あっ
[8836.165] sora_mameee: おわったｗｗｗ
[8836.698] ログリア: まっずい
[8836.703] れんこんまん: え
[8836.888] lacus_34: まっずい
[8836.934] eipoo: 皇帝2号？
[8836.955] goodmanpppp: まっずい
[8837.033] ui_nemutai: まっずい
[8837.289] sasasa_kama: まずいw
[8837.632] のらごま: 動かない先輩たち
[8837.733] 臓もつ煮: 下にいようw
[8838.164] 八坂乃宮: やばそうw
[8838.349] venusguider: とりあえず3人か
[8838.713] frogflingpstfst: え
[8838.782] zero18901: らだお胃薬準備だ
[8839.042] ark_jorqera: 初期の皇帝が基準かな？
[8839.265] (S)mein0730: ヘリこっわ 
[8839.288] utsugi_sora: うーん不安
[8839.592] kohana0d06: まっずい
[8839.726] にわすずめ: やめとけw
[8840.009] (S)海にぃ: にげろ
[8840.230] himekana_: まっずい
[8840.424] (S)tiroru202: もう無理そうwwww
[8840.456] きつね61: 第2の皇帝来たなこれ
[8840.478] あてぇご: ４ダウンの未来しか見えない
[8840.748] rei_0537: 今北わこらだ 人田すけるさんwwww
[8841.124] syaka_fn: まずい
[8842.015] (S)imagabell: ロープ用意
[8842.482] tarabaaaa: つぼ浦の悲劇を忘れるな
[8842.715] uki_shizumi: ニューフェイスみんな濃すぎる
[8843.184] 0ruoro: おわった...
[8843.726] ハムスターのたみよ: これ1人逃げてたほうが良いぞw
[8843.786] 八坂乃宮: やばい
[8844.434] bourururu: ｗｗｗｗｗｗｗｗｗ
[8844.462] (S)雪狐0143: ４キルあるなぁ
[8844.524] わんちゃしむ: ロープで逃げよう
[8845.068] にわすずめ: wwwwwwwwwwww
[8845.178] yakkooo630: 救急隊予約しとけ
[8845.296] ぐう鱈: wwwww
[8845.369] ayunosioyaki0223: 絶対やばいw
[8845.397] (S)TamaBasu: よっしゃ乗ろう
[8845.741] meroasu_: wwwwww
[8845.818] nekodama2155: 不味過ぎるw
[8845.967] (S)ユウ太郎: 逃げるなww
[8847.154] すかあと: wwwwwwwwwww
[8847.301] bosabossa: ｗｗｗｗｗｗｗｗｗ
[8847.434] harou_momiji: 見捨てたｗｗｗ
[8847.593] mirina017: www
[8848.198] ﾏﾙﾏﾙ: wwwwwwwwwwww
[8848.368] 八坂乃宮: どうやるのってw
[8848.386] isaco135: 乗らないと
[8848.719] (S)itijiku_0605: あ
[8848.729] わんちゃしむ: wwwwwwwwww
[8848.819] niku_aburami: まあ・・・
[8848.847] kuugay0905: wwwwwwwwww
[8848.932] maru_tyan__: wwwww
[8848.940] re__pi: wwww
[8849.049] mary611: 逃げるな
[8849.066] のらごま: wwwwwwww
[8849.207] aqua_marin0619: wwwwwwwwwwwwwww
[8849.315] 雨傘ライ: wwww
[8849.379] きっこまん: wwwwwwwww
[8849.640] shige__maru: wwwww
[8849.958] ぺぺまる_0727: ｗｗｗｗｗｗｗｗｗｗｗ
[8850.122] ログリア: wwwwwww
[8850.131] (S)seillane: ｗｗｗｗｗｗｗｗ
[8850.174] many7575: 見捨てwww
[8850.204] nanashico27: wwwwwww
[8850.208] れんこんまん: shoboBoom
[8850.299] okara25: まっずいやっばいキルリーダーw
[8850.395] (S)ゆずシフォン: wwww
[8850.539] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[8850.540] sakeoo_0102: wwwwwwwwww
[8850.550] ぽたとと: www
[8851.097] KAKEO86: 降りれる
[8851.344] リリシア013: www
[8851.620] zero18901: ヨシッ！！
[8851.725] goodmanpppp: www
[8851.926] Mira7510: ｗｗｗｗｗｗｗｗｗ
[8852.029] melonmelo_: wwww
[8852.118] miine1221: www
[8852.684] にわすずめ: ふぅwwwwwwwwwwww
[8852.890] ainoseeeee1111: 見捨てたかぁww
[8852.959] zarame0531: wwwww
[8853.027] dokokara_dokomade: wwwっw
[8853.184] reitoumikannokawa_: wwwwwww
[8853.207] (S)hijiki0877: 確定3キル
[8853.454] のらごま: 逃げるなwww
[8853.727] roikn: wwwwwwww
[8854.021] 心1203: wwww
[8854.271] ichi__go: かわいいw
[8854.325] ark_jorqera: こえぇええ
[8854.420] かんがえるー: wwwww
[8854.490] panndaman1: wwwwwww
[8854.677] kosuke_98: ちょろ
[8854.929] ケロ村長: wwww
[8855.099] 千鶴: wwwwwwww
[8855.330] (S)雪狐0143: wwwwwwww
[8855.469] himekana_: wwwwwwwwwwwww
[8855.614] mrgrtpsr: wwwwwwww
[8855.710] rei_0537: ヘリ大臣！
[8855.803] (S)海にぃ: wwwww
[8855.879] okara25: wwwww
[8855.915] むろ_: www
[8855.957] 八坂乃宮: ケアケアケア
[8856.141] 颯華: おわった
[8856.571] キアラ3: ケアwww
[8856.979] lacus_34: ふぅ
[8857.234] aqua_marin0619: ヨシ！
[8857.476] kinakon_69: 見捨てるやんw
[8857.508] (S)狂人おかき: いざとなればXで逃げよう
[8857.723] meso_1001: よいしょ！
[8857.863] rukkkoru: www
[8857.921] rain_less: 逃げられずwwww
[8858.099] yona_0724: wwwwwwwww
[8858.144] (S)salted_Wani: wwwwww
[8858.205] lethargy00: 4人ダウンしまーす
[8858.519] yuasee: wwwwww
[8859.008] Mira7510: とりまね
[8859.237] (S)봄_ぽむ: 逃げた〜www
[8859.416] same__15: ちょろいなwww
[8859.460] 弥紅: 逃げるなｗｗｗｗ
[8859.480] syaka_fn: ふぅ
[8859.706] コア21: wwwwww
[8859.765] かふねちやん: 棺桶かw
[8859.943] saku_5: ちょろいな
[8859.960] tukky1208: おわった
[8859.970] komitanara: wwwwwwwww
[8860.072] 惰性さん: ｗｗｗｗｗｗ
[8860.380] harou_momiji: まっずい
[8860.584] ui_nemutai: あーあ
[8860.589] (S)crowsuke96: 終わった
[8861.139] uki_shizumi: よっヘリ大臣
[8861.544] bourururu: 犠牲者増えた
[8861.728] (S)oreo12190: wwwww
[8862.039] kuronokami_: 降りる準備ー
[8862.331] コア21: 終わった
[8862.394] niku_aburami: なつめ先輩は緊急退避できるからｗｗｗ
[8862.650] miine1221: radaoTenohiraDrill
[8862.799] Ishio_62113125: wwwwwww
[8862.850] みりぃもち: X準備と
[8863.053] 雨傘ライ: ちょろいな
[8863.056] (S)kurumaebi_ebi: 終わったwwwwww
[8863.310] oyazigarisan: ヘリ要員なし、か
[8863.964] si_nn_me_319: シートベルト外しとく？
[8864.457] Mira7510: おっと
[8864.646] しゃしゃも_: 終わった
[8864.678] mary611: 終わった
[8864.689] same__15: 終わった
[8864.856] らぁめん三郎: 4人ダウンかー
[8865.076] (S)海にぃ: 終わったな
[8865.330] (S)TamaBasu: おわったわ
[8866.742] (S)くーちゃん123: 着陸やばいなｗ
[8866.996] ainoseeeee1111: X準備しとこうw
[8867.001] gsucix: 降りるか！
[8867.559] eipoo: 四人終わるか
[8867.589] fudufbi: 逃げられなかったwww
[8867.641] きつね61: まぁいざとなったらX長押し
[8868.125] バザァァァド: 死なばもろとも
[8868.309] ごんのすけ: 未来が見える
[8868.319] bosabossa: 無線しとくかｗ
[8868.570] goodmanpppp: 終わった
[8869.095] kojikoji333: 空飛ぶ棺桶
[8869.099] umisora323: らだお予備ヘリでwww
[8869.373] 臓もつ煮: ロープで逃げようw
[8869.994] komitanara: 先にダウンする報告しとくか
[8870.876] sin__46: エンジンかけようw
[8871.189] ねこじゃむ: いざとなったらロープ
[8871.303] (S)mein0730: よいしょもされる
[8871.561] natubatch: 見捨てる言うとるやんwww
[8872.005] (S)mira_o: これは終わった？www
[8873.336] oyazigarisan: 危なくなったらあのロープで
[8875.112] sushita1120: パラシュートいるか？
[8875.117] sakeoo_0102: 救急隊に無線入れとこうぜ
[8876.082] 雨傘ライ: 4ダウンっと
[8876.947] (S)黒ごまソフト: 救急隊連絡しとくか
[8877.470] zero18901: あかん！皇帝コースだこれ！！
[8877.763] shintanjent: 危ない時はx筋使おうw
[8877.872] de4451: キルリーダー誕生なるか？
[8878.434] uki_shizumi: 持ち上げられると嫌とは言えないタイプだね
[8879.299] ミスタ一: うしろならまだラベリング脱出はできるな（なお半裸）
[8879.720] coco8q: リスク分散
[8880.562] kuronokami_: ロープ準備ーー
[8880.619] okara25: はぁぁwwwwww
[8881.089] (S)seillane: Ｗｗｗｗｗｗｗ
[8882.421] sakeoo_0102: wwwwww
[8883.412] にわすずめ: wwwwwwww
[8883.964] miine1221: wwwwwwwwwwwwwwwwwwwww
[8884.477] すいぺん: そういうことw
[8884.598] Mira7510: ｗｗｗｗｗｗｗｗｗ
[8884.625] みりぃもち: ナツメさんはロープ逃げれないwww
[8884.962] ayunosioyaki0223: wwwwwwwww
[8885.053] aqua_marin0619: wwwwwwwwww
[8885.745] nekodama2155: wwwwww
[8886.190] frogflingpstfst: ｗｗｗｗｗｗ
[8886.525] (S)ゆずシフォン: wwww
[8886.608] many7575: そーゆーことwww
[8886.752] sin__46: Gでエンジン
[8887.234] ログリア: wwwww
[8887.245] ぽたとと: www
[8887.596] すかあと: wwwww
[8887.772] lacus_34: wwwwwwww
[8888.064] kuronokami_: wwww
[8888.609] のらごま: wwwwwwwwwwwwwwww
[8888.720] ainoseeeee1111: wwwwwww
[8889.460] トリア: いざとなったらロープ降下するしか
[8889.992] panndaman1: これ後ろ2人絶対逃げる
[8890.328] shige__maru: wwww
[8890.906] rin12027: Xの筋肉は準備しないとなww
[8891.549] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[8891.689] (S)otokana0274: 4人はやめてくれw
[8892.347] 八坂乃宮: ヘリプロ二名死亡はやばそう
[8893.769] きつね61: ロープ用意しとけ
[8894.064] many7575: お察し案件
[8894.129] あささんさん: Xで離脱
[8896.408] nobume0v0: wwwww
[8900.333] ゆめきり: wwww
[8902.375] ハムスターのたみよ: 嫌な予感する
[8906.882] (S)mein0730: 4人ダウンみたい 
[8909.011] ichi__go: プロヘリ組ダウンえぐそう
[8910.596] harou_momiji: おー
[8911.331] ﾏﾙﾏﾙ: お
[8911.402] (S)봄_ぽむ: ダウンまでのカウントダウン始まったw
[8912.017] rosemary0920: こーゆー展開知ってる
[8912.089] にわすずめ: おー
[8912.411] many7575: 危なくなったら飛び降りろ
[8912.601] aqua_marin0619: うまい
[8914.290] のらごま: おー
[8914.737] ミスタ一: 片道切符きちゃ
[8914.800] (S)雪狐0143: お
[8914.987] 雨傘ライ: おー
[8916.140] sora_mameee: おおー
[8916.389] (S)seillane: あ
[8917.768] ark_jorqera: えw
[8918.623] bourururu: まずい
[8918.841] yuasee: あ
[8918.852] にわすずめ: まずい
[8918.871] bosabossa: あ
[8919.097] ﾏﾙﾏﾙ: www
[8919.111] aqua_marin0619: おっとs
[8919.462] baceneKo: ふむ....ｗｗ
[8919.645] kojimanominato: まずい
[8919.703] ainoseeeee1111: あ
[8919.882] peperonn17: wｗｗｗｗｗｗｗｗｗｗｗ
[8920.076] ミスタ一: テンキーレスｗｗｗｗ
[8920.621] (S)狂人おかき: ネズミの筋肉が
[8921.466] rei_0537: あ
[8921.573] pan_dawa_: あ
[8921.781] のらごま: まずい
[8922.627] minto13579: wwww
[8923.246] Rimon_sky: あ
[8923.377] (S)まぐえふ: まずい
[8923.477] 心1203: あ
[8923.478] ほっけ1107: wwwwww
[8923.480] ainoseeeee1111: まっずい
[8923.711] himekana_: あ
[8924.215] zero18901: テンキーレスうわあああああああああ
[8924.458] (S)雪狐0143: あ
[8924.598] nao329: 高さ出そう
[8925.142] 八坂乃宮: まずいw
[8925.219] Mira7510: あ
[8925.330] aonatoooon_3939: あ
[8925.400] のらごま: あ
[8925.530] melonmelo_: あ
[8926.424] 土竜3: まっずい
[8926.704] ui_nemutai: あ
[8927.176] (S)海にぃ: あ
[8927.575] bourururu: Ｘ準備！
[8927.645] goodmanpppp: あ
[8927.788] niku_aburami: ネズミはまっずい
[8927.880] ﾏﾙﾏﾙ: ねず筋www
[8928.358] same__15: あ
[8928.829] sunomon_o: あ
[8930.556] れもんちぃ0: まずいwww
[8931.324] Mira7510: タイミング
[8931.814] harou_momiji: ネズキンTV！？
[8932.234] yuasee: ネズキン
[8932.268] nobume0v0: www
[8933.937] many7575: 残りの三人はヘリうまいのがおもろいな
[8935.392] tukky1208: 高い高いww
[8937.151] (S)wasabitab: 唸れネズミ筋
[8937.469] (S)kurumaebi_ebi: まずいwww
[8938.392] 二年前かららだ民です: あざしたw
