[13.348] aki_0122: こんちわ
[13536.449] tabibitox: １６だったかな？
[13537.102] 超ゲジゲジ: お時間でーす👮
[13537.311] (S)日本語かな: 誕生日迎えて17歳になった
[13538.405] 1108044k: 若すぎ
[13543.900] (S)sai927: ワッカ
[13544.200] だいこん_: RyuChamp
[13544.587] tonkiman_ojio: EWといっしょだったきが
[13545.599] domontyan: わっけえ
[13545.908] np2np: EW？
[13547.467] Ceciltaisa: 若者はリュウ好きなんだなぁ
[13548.932] とも8はる: パラディン君に手出したら犯罪じゃん
[13548.979] よもぎです: エンディング
[13550.506] loopy000401: ウメちゃんの財力と金をつかって「格ゲーマー専用マッチングアプリ」つくろうよ
[13550.530] latenight000: パラディンくん若すぎてナックルとかパンクのことおじさんと思ってそう
[13550.651] zyangara2: EW世代
[13550.704] (S)yoyo_443: わっけー
[13553.247] kuniyoshi8: 将来有望だなぁ
[13556.742] kawasak1n: ４５分でございます
[13563.853] akichi018: 翔と同じ道をたどるのか
[13566.775] 憂う者の弟子: リュウ使いはモテる
[13568.448] tankbba146: みんなリュウ好きなのに頑なに弱くする糞カプコン俺許せねえよウメちゃん
[13570.554] うめたお: ケン使っててmr1900で停滞しているのですがレジェンドに行くには何が必要ですか？
[13571.132] twitchyarutch: きた？
[13571.137] (S)シャンウー: この話のあとに対戦
[13571.366] 蝉時雨: 若い時間をリュウに使うなんて勿体無い
[13577.663] (S)イエール: wwww
[13578.542] kawasak1n: ｗｗｗ
[13578.627] (S)おいしいごはん_: ｗｗｗ
[13580.177] HirocoT: ｗ
[13580.584] latenight000: 取引になってないのよ
[13580.870] hikky722: come on Fchamp!
[13581.244] amateras04: おわってるｗｗ
[13581.426] Ceciltaisa: それなｗｗ
[13581.572] (S)おいしいごはん_: 破綻
[13582.679] じぇいみ: おじしかいねぇ
[13584.471] (S)yukikaze083: ｗｗｗ
[13585.060] (S)かみさま_: もっとありますw
[13585.890] loopy000401: うおおおお 姫のとりあい！！！
[13588.679] zyangara2: ９５じゃ足りない
[13589.437] avareinu: たかしは弱いくせに使用率たかすぎるんよ
[13590.204] kuniyoshi8: マッチングしねぇじゃんｗｗ
[13590.267] (S)日本語かな: パートナーだよ
[13591.209] kawasak1n: 私を獲れ
[13594.739] market_fujisaki: EWとかPaladinとかがリュウなのなんか良いよね
[13598.440] (S)ponponguripon: ﾖｶﾞｧ
[13598.797] (S)ﾄｪｪｪｪｲ: 99.5：0.5か
[13599.750] (S)おいしいごはん_: @kawasak1n おもろいｗ
[13601.281] nanaumemayo: パンクに大人の対応してたよ。パラディン
[13602.323] 5don: もうちょっと波動撃つと良いよ
[13603.550] latenight000: マッチングしねぇはおもろすぎるw
[13606.178] のぶとも: わからん！(空中竜巻
[13608.984] kahaku91: うちのカレーどうですか？案件
[13611.103] latenight000: 対戦が起きねぇ！
[13612.540] cafe_gondo: 調整しろ！
[13614.656] gottya_gotcha: クソゲーやん
[13614.727] arcsp3: 地球再来
[13616.570] np2np: マッチング（しない）アプリ
[13619.088] loopy000401: このマッチングアプリのサーバーおかしい！！！１
[13619.657] yuuuuuuunno: ブブっつる
[13619.838] 産まれてきてくれて: ニューチャレンジャー！！って言われんのかな
[13626.566] ザワチョク: 人おおいけどクソゲー
[13626.686] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[13626.795] (S)aviru428: スト5初期か
[13627.724] (S)かみさま_: 工業高校並です
[13627.904] aeka214125: あっちいつ送っていいかわかるの？ｗ
[13629.185] (S)日本語かな: 回線すべてにしてもマッチングしないらしい
[13631.376] 蝉時雨: 地球エディション
[13631.586] zyangara2: ﾌﾞﾌﾞｯ
[13633.255] (S)yukikaze083: スト5初期じゃんね～
[13633.401] (S)おいしいごはん_: ｗｗ
[13635.294] 蝉時雨: 🌍
[13638.804] tankbba146: 私を獲れ開催するか
[13639.062] 5don: 地球w
[13641.294] 蝉時雨: 🌍🌍🌍🌍🌍🌍
[13645.622] (S)イエール: 懐かしいなw
[13646.626] じゃむじゃむお: おっ この子ええやん (ﾌﾞﾌﾞｯ
[13648.447] np2np: マッチングしたと思ったらブブ
[13653.189] もきち555: 地球見るアプリ
[13653.640] (S)ponponguripon: お
[13654.628] Qtr1214: 写真スワイプすると地球ぐるぐるずっと見せられる
[13655.455] chiicama2525: おすすめ映画用意しとこ
[13657.202] kawasak1n: きたー
[13657.515] (S)毛穴つぶつぶ: きたああ
[13658.072] HirocoT: お
[13658.111] (S)potesaraudon: lets go
[13658.321] kuniyoshi8: きたあああああ
[13660.063] amateras04: ｗｗｗｗｗｗ
[13660.071] tankbba146: 俺を嫁にしろ
[13660.588] 鷹爪三角脚: キター
[13661.432] (S)日本語かな: ww
[13661.528] 1108044k: 地球とか言っても通じない層いるんだろうな
[13662.147] だいこん_: きたー
[13667.500] latenight000: 地球を眺めるだけのアプリ
[13667.906] loopy000401: まーじ作ってほしいねそれ 楽しそう
[13673.770] (S)日本語かな: アメリカじゃない？
[13673.969] (S)ponponguripon: 西海岸だといいね
[13674.001] 5don: ファイト！ 
[13675.599] ザワチョク: マッチングファイター５
[13676.977] gorogorogorn: ブブは自分が悪いｗ
[13677.628] tabibitox: 4本？
[13678.865] oasis______: i'm fine
[13679.104] 憂う者の弟子: yo！
[13684.237] tankbba146: fine thankyou and you?
[13685.718] 鷹爪三角脚: I'm fine
[13685.991] zyangara2: フィリピンかアメリカか
[13686.313] のぞみくん: 地球がんばってる
[13686.363] maddy2623: かずしがCAGの弟子落ちちゃった；； 
[13687.427] kahaku91: ＧＯＳＡＫＩ
[13688.000] (S)日本語かな: これピーノ？
[13688.913] kuniyoshi8: 英語ねぇええ
[13689.354] kawasak1n: あいむふぁいん
[13691.972] loopy000401: 課金でアンテナ増やすか？
[13693.940] 憂う者の弟子: Gosaki
[13695.778] (S)ponponguripon: わかりませんってあったな
[13696.696] 蝉時雨: はわーゆー
[13696.834] (S)イエール: 悩み中w
[13698.562] matchforest: アイムファインセンキュー！
[13698.881] (S)potesaraudon: www
[13699.522] じぇいみ: 英語力みせちゃいますか・・・
[13701.497] pakupaku_koz: thenk
[13703.024] 将門ゴルゴロ: チャンプはスト6で一番最初に凸って来たよね
[13703.968] moricocoa: なんかよくアジアの大会出てるよね
[13704.588] noriyuki3: yesでいいよw
[13705.290] (S)おいしいごはん_: 悩みます
[13707.056] chiicama2525: タイピングしたほうが早くない？
[13708.187] 産まれてきてくれて: Im fine!
[13708.312] asiandesign: ｗｗｗ
[13711.069] tsukikage_saga: 元気ですってないんだ
[13711.673] HirocoT: ｗ
[13711.717] scarlet_dot: wwwww
[13713.712] (S)イエール: wwww
[13713.960] れの__: かんしゃしとこ
[13714.661] 5don: 昨日みたいに良い感じに繋がると良いですね
[13714.927] kawasak1n: umeYay
[13715.348] hiaaru: 草
[13717.163] domontyan: ねえぞ
[13718.898] zyangara2: かわいい
[13720.682] のぞみくん: ねーわ
[13721.356] tsukikage_saga: fine thank you
[13721.423] pakupaku_koz: im happy
[13721.613] oasis______: LUL
[13721.947] (S)イエール: goodだけでいいよw
[13723.460] シミズム: fine
[13724.279] ledlight9413: アイムファインセンキュー
[13725.098] けるりっく: im fineでいいよ
[13725.315] Youhei6251: 5先2回ですか
[13727.291] tabibitox: 5先
[13728.392] tankbba146: 5先2回
[13728.989] gorogorogorn: いらんやろｗ
[13729.002] market_fujisaki: 5先
[13729.077] np2np: ５先
[13729.469] marton_ss: Goodでいいよ
[13729.824] 蝉時雨: ご先
[13729.996] kuniyoshi8: あい あむ ふぁいん
[13730.184] domontyan: GOSAKI
[13730.622] 戸愚呂妹: 悩みますねー があったよ！
[13730.817] sefo_xdd: Goodって言っときゃいいよ
[13732.007] kahaku91: 魔女宅かよ
[13737.431] moricocoa: FTなのかBOなのか
[13737.525] もきち555: おｋ
[13741.611] (S)おいしいごはん_: ダルシムレアやなあ
[13742.025] (S)ponponguripon: ﾖｶﾞｧ
[13743.774] (S)日本語かな: boじゃないから普通の5先
[13744.365] ミカロニ: ダルシムか
[13745.065] tsukikage_saga: もう日本語で元気っておくろう
[13745.660] noriyuki3: GOSAKIほんと好き
[13750.669] domontyan: つええ
[13753.629] tabibitox: 近い
[13755.432] saibabasan: フィリピンだよ
[13757.806] market_fujisaki: FTってファーストタッチで良いんかな
[13758.617] akichi018: どこかにいる
[13760.610] kuniyoshi8: ちけぇぞ
[13760.795] (S)chriswong8201: 彼はフィリピンにいます
[13764.872] ledlight9413: 隣にいる
[13767.177] (S)おいしいごはん_: どっかｗ
[13768.561] 戸愚呂妹: クリス！
[13768.761] (S)日本語かな: 56か
[13770.249] jambotanishi: 場所は伏す
[13771.298] tabibitox: 距離的には香港より近いからフィリピンやな
[13771.778] sistersguitarreplica: フィリピン
[13774.853] Qtr1214: メリーさん的な
[13780.441] ミカロニ: 配信部屋か？
[13781.344] れの__: ギリギリ日本じゃないpingだね
[13784.109] (S)日本語かな: クリスウォンおるやんw
[13784.320] シミズム: ダルシム戦あんまり見ないなー
[13785.637] akichi018: ｗ
[13785.744] smile9104: うおおおお
[13785.963] ヨコグシ: wwww
[13786.058] saibabasan: Fチャンプはずっともう拠点をフィリピンに移してると思う
[13786.688] (S)イエール: つええw
[13786.799] HirocoT: ｗｗｗ
[13786.810] methotrexate_aym: ｗ
[13786.910] kawasak1n: ｗｗｗ
[13787.225] (S)おいしいごはん_: ｗｗ
[13787.796] sn0wf0x3: wwww
[13788.601] chocolat1234: 🤣
[13788.722] まいねーる: ｗｗｗｗｗｗｗ
[13789.322] (S)ponponguripon: w
[13789.432] oasis______: LUL
[13789.549] とも8はる: 家の前に居るのかな
[13790.085] shockj0ckey: www
[13790.252] 鷹爪三角脚: ｗｗｗｗｗ
[13791.241] (S)yukikaze083: ｗｗｗ
[13791.841] だいこん_: えっ
[13792.794] yuuuuuuunno: クリスウォンおるやん
[13793.493] (S)potesaraudon: そうなのかｗ
[13794.364] (S)sumabufalcon: umeCossack
[13794.391] tabibitox: ダルシム戦全一ケン
[13795.102] 5don: つーーーーよい
[13795.372] market_fujisaki: ふ～ど戦から積み上げたもの
[13795.728] のぞみくん: ナレーションわろた
[13796.311] tankbba146: 鳥めし「まじきついんだけど」
[13797.331] moricocoa: 日本の仙人ありがとう
[13798.490] mart_00_: フィリピンとは快適なんやね
[13798.833] prisira: でもダルシムいないんです・・・
[13798.875] のぶとも: ヨガ狩りのウメ
[13800.496] kawasak1n: 世界１位
[13801.015] もきち555: 世界の距離がどんどん縮まるねー
[13802.799] kuniyoshi8: お土産にどうぞ
[13806.287] zyangara2: スト４でも至高だったダルシム戦
[13808.499] 憂う者の弟子: ダルシム戦は怒らないことが大事
[13812.763] てべす1103: リアルフィリピーノ
[13814.537] noriyuki3: 何年やってると思ってんだ
[13818.457] Youhei6251: 全然対戦できる感じですか？
[13819.143] れの__: カワノはすげー苦しんでるダルシム線
[13821.252] watanabe0731: LCQ全部ダルシムにしろ
[13828.826] ledlight9413: とりめしとの苦行の日々
[13829.991] reki5v: あば
[13833.545] (S)日本語かな: ウメちゃんはダルシム戦勝率たかいよねぇ
[13842.254] kuniyoshi8: 大丈夫だね
[13842.773] takemiso0331: モダンリュウですが、ダルシムの勝率１０％です、、、。
[13845.191] 蝉時雨: とりめしさんありがとう〜
[13853.858] (S)かみさま_: ダルシム戦ワンミスで切り替えられてきつくなる
[13854.028] tabibitox: リュウはさすがに不利っしょ
[13856.706] Youhei6251: カプコンの熱帯ありがと〜〜
[13857.417] kawasak1n: ＣＲを思い出す
[13858.343] のぶとも: ゼロストもダルシムは一抜けしてるっていってたねw
[13861.127] (S)ponponguripon: 🙌
[13883.989] prisira: うま
[13884.361] 蝉時雨: ウメちゃんといえばシェンダルシムをフルボッコにしたCC
[13884.663] zyangara2: 練習ならなにも問題なく出来るのすごいねー
[13886.354] (S)日本語かな: うま
[13886.544] (S)イエール: ままま
[13888.288] 鷹爪三角脚: うま
[13890.477] kodekodechan: いまの入れ替えはよかったな
[13892.177] 戸愚呂妹: つよいぞ
[13893.050] kawasak1n: ありゃ
[13894.886] prisira: ピーノ流石だな
[13899.352] (S)yukikaze083: うまいね～
[13905.383] kabicha000: ダルシムはプロ同士やってるのは面白いけどやるとつまらん
[13907.758] だいこん_: 普通に対戦できるのいい時代だねえ
[13922.152] (S)日本語かな: 見る分にはいい、やるのは疲れる
[13931.583] せんじ肉: ダルシムは端きつすぎる
[13941.445] prisira: ダルシム強くするとスト５後期みたいになる
[13953.018] 蝉時雨: ほんとにウメちゃんダルシムの腕殴るの上手い
[13965.950] Youhei6251: 昔の格ゲーみたいな露骨な水中戦にならんだけで神っす
[13976.696] fireballkid1981: お互い微妙にラグの影響受けてるね
[13991.335] (S)イエール: あなた生きてる
[14004.319] Youhei6251: アンタ死ぬわよの対義語ですか？
[14017.953] ミカロニ: ダルシム相手っていつ自分のターン来るの？
[14025.807] Hikaru_256: ダルシム戦を得意になったきっかけは鶏めしさんなのか
[14026.074] tabibitox: ある
[14027.638] prisira: 大ｐハラスメント
[14032.637] (S)日本語かな: あったー
[14032.836] fireballkid1981: あった～
[14032.966] (S)イエール: あいいいい
[14033.211] 鷹爪三角脚: すご
[14033.244] sugoiyomasarusann: わあお
[14034.370] れの__: うおーいったぁ
[14036.091] HirocoT: おお
[14036.680] Ceciltaisa: ッキエ！
[14037.346] 5don: メシバード先生ありがとー
[14040.971] Ceciltaisa: ッケイ！
[14046.311] nobunobu493: ダルシム戦は別ゲーだよなぁ
[14059.909] Hikaru_256: メシバードってエキセントリックな呼び方やなｗ
[14062.180] ledlight9413: とりめしには最初1本取るのもきつそうだった
[14062.291] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[14078.744] ミカロニ: 差し返しても腕引っ込むからどうしようもなくない？
[14079.791] prisira: 今のコンボになるんか？
[14082.217] tabibitox: 結局空から火を噴きまくる鶏めし作戦が一番面倒なんだろうな
[14105.391] せんじ肉: ダルシムのジャンプ中Pつええ
[14108.448] (S)日本語かな: 配信者のリアルタイム翻訳だと鶏めしがチキンライスに訳されるからメシバードでええんじゃ
[14163.592] Youhei6251: 日本は3大ダルシム居るけど、チャンプも相当ダルシム歴長いよなぁ
[14173.506] kurakura99: ズボンも伸びるのおかしいだろ
[14181.423] (S)イエール: うまお
[14191.015] (S)イエール: ストレッチパンツだな
[14215.074] kuniyoshi8: 骨はどうなってんの
[14222.078] 泣き虫サクラ: ハヤシ、欧風、王子様
[14231.730] (S)ponponguripon: にょきー
[14235.100] (S)イエール: まあ言うてケンなんて火出してるからね
[14237.382] Youhei6251: 外れた関節の痛みは波紋の呼吸で和らげてるよ
[14240.351] mart_00_: つよい
[14246.934] 鷹爪三角脚: ジョジョのズームパンチｗ
[14251.109] chanmipoin: 本場のダルシムは強いね
[14260.064] (S)日本語かな: トンペティで草
[14267.254] noriyuki3: 本場て
[14268.858] hikky722: リュウビはもう死に技？
[14293.753] sistersguitarreplica: あの投げる前のしゃがみって消費?
[14298.685] Youhei6251: チャンプ、インド勢だったか
[14311.469] tabibitox: 後ろから火がきたのをラッシュで逃げたｗ
[14315.619] salamanderthecat: Daigo youre somewhere new???
[14336.955] Youhei6251: daigo in same house
[14350.887] noriyuki3: すんげぇジャスパ
[14351.116] (S)日本語かな: パリィの千手観音っぽいの好き
[14356.651] tyapa95: 死ぬわよ！！
[14357.558] mart_00_: キャラ対は対ふーどの時にやったから？
[14358.098] のぞみくん: おー
[14360.730] 鷹爪三角脚: すごい
[14362.347] だるせーにょ: うんま
[14365.444] mj5idani: うまいわね
[14369.679] salamanderthecat: different background? lol
[14369.683] 戸愚呂妹: それ危ないよ１
[14371.106] kiku1133: 勝ち筋
[14380.213] sn0wf0x3: wwww
[14380.554] Fkdso555: しかし地獄行く
[14383.637] kiku1133: 細木大吾
[14385.123] だいこん_: 梅木梅子
[14385.481] HirocoT: ｗ
[14386.922] 凛玖: 細木数子！？
[14390.625] kfto9zax: そのひとはもう…
[14394.284] Qtr1214: 古来かな、、、古来だわ
[14397.425] (S)日本語かな: 古来（半世紀にも満たない）
[14405.886] market_fujisaki: ふ～どもあるけど、その後鶏めしさんとかなりやってた
[14406.103] kiku1133: 改名しなさい
[14412.591] SirRyuma: @salamanderthecat he just moved to SoCal thats why hes playing against fchamp
[14416.148] (S)イエール: モンキッキーとは
[14440.256] (S)kakutora_no_o: それにランクマ上位に飯餅というクソ強ダルシムが潜んでるんよね
[14442.998] Youhei6251: ウメちゃん、細木数子に改名せまられてもすまし顔で終わらせそう
[14470.770] fireballkid1981: うめえｗ
[14471.353] salamanderthecat: @SirRyuma oh woah! hes stateside now?
[14477.094] (S)日本語かな: でたー
[14478.391] tabibitox: つんだ
[14479.353] noriyuki3: かっけー！
[14479.506] market_fujisaki: うっま
[14479.514] ヨコグシ: おおお
[14482.000] だいこん_: うま
[14483.940] 鷹爪三角脚: かっこいい
[14489.961] ledlight9413: やりこんでる
[14499.672] (S)kakutora_no_o: ワラキア先生は偉大
[14500.374] ミカロニ: 英語でダンゴさんの説明してあげろ
[14521.321] 新ころりん: ほんと問題なくできてるの凄いよなぁ
[14524.810] Youhei6251: ダルシム、いっそ体力9000でもうちょい強化もらった方が良かったんじゃないか
[14528.823] ~MISSING_COMMENTER_INFO~: sweetheartFingerguns
[14544.278] (S)イエール: 俺の友達は占い師に色々言われた挙句、前世は空き缶って言われたらしいぞ。あいつらクソだわw
[14573.598] (S)日本語かな: 前世空き缶とか現世と前世にそんな間ないの草。
[14577.358] (S)イエール: 死んだあああ
[14578.604] ミカロニ: ダルシムってどこが弱い？
[14581.389] omochi09: へるー
[14604.945] tanakafm: TwitchConHYPE
[14625.226] ミジンコ隊長: umeHansamu
[14626.216] ilm0806: Fチャンプが、さっきのリュウビからのSA2をクリップしろってｗ
[14626.948] prisira: 明確に弱いのはＤリバじゃない？
[14646.100] Hikaru_256: 日本に3大ダルシム居るということは、人口10倍のインドは30大ダルシム居るかもしれん
[14654.113] (S)日本語かな: 無敵技もないし、唯一切り返せるdリバも対策があるという
[14654.266] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[14657.789] market_fujisaki: あらー
[14660.000] のぶとも: うまw
[14660.400] sn0wf0x3: まじか〜
[14663.928] (S)yuukida39: うわあ
[14664.156] ミカロニ: Dリバで返すのが効くってことですか？
[14664.294] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[14676.849] Youhei6251: ストの世界設定だと、地球には7人のヨガマスターが居るからな
[14691.505] せんじ肉: Dリバくらいしか切り返しがないのにそれが弱いという悲しさ
[14702.880] (S)イエール: 片岡鶴太郎と残りの6人が気になる
[14707.572] 楽しいお寿司: こんなに手足が伸びるのが7人もいるのか
[14715.420] (S)日本語かな: ダルシム側がケンに近付かれたらキツそうにしとるやろ
[14717.388] prisira: そのＤリバも多段のせいで痛い目にあうことあるし可哀そうではある
[14736.210] ミカロニ: ダルシム側のDリバってことですか
[14738.472] tubaki1128: 全然有利に見えないなw
[14747.523] adaso333: adaso333 subscribed with Prime. They've subscribed for 12 months, currently on a 1 month streak! 
[14755.457] prisira: 近距離強くするとスト５のスーパーダルシムが生まれる
[14772.996] tabibitox: 低空ゲイル消したのは英断
[14773.236] 新ころりん: ５のダルシムはあかん
[14783.173] Fkdso555: として
[14783.299] Youhei6251: これで近距離強かったらもう1人のJPが生まれちまうからよ
[14784.367] (S)日本語かな: としてー
[14787.658] latenight000: スト5のダルシムずっと強かったイメージある
[14790.659] だいこん_: としてー
[14792.831] ミカロニ: ちなみに俺は首の皮が人より伸びるんだけど、素質ある？
[14809.051] Hikaru_256: ダルシムはなんというか、会話がなんか盛り上がるの好き
[14810.431] (S)イエール: ああ、あるよ
[14812.574] のぶとも: あとは火が出れば完璧
[14819.488] 5don: ミカロニ仙
[14825.494] prisira: ダルシムの火って幻影じゃないっけ？
[14827.637] tubaki1128: このSA上に殴ってるのに当たらないのなw
[14827.891] tankbba146: 空飛ぶのが一番簡単だぞ
[14829.152] (S)kakutora_no_o: 反省して作られた感がすごいんよねダルシム
[14833.765] (S)日本語かな: 火吹いて、テレポすればすぐよ
[14844.589] market_fujisaki: よく見てる
[14870.744] tankbba146: 今のたかしにはできないのがなぁ
[14878.550] Youhei6251: ヨガテレポートが得意なヨガマスターも居て、村人50人を同時にテレポさせれるらしい(公式サイトより)
[14883.071] 楽しいお寿司: ダルシムって師匠いるんですか？
[14897.547] (S)ponponguripon: ヨガならおうかな
[14921.976] tankbba146: まあ鶴太郎も空飛べるしな
[14925.765] のぶとも: 他人も飛ばせるのやばすぎるだろ
[14929.166] Hikaru_256: ダルシムの設定聞けば聞くほどおもろしろいなｗ
[14932.886] ミカロニ: 片岡鶴太郎があんなんだし、ヨガは沼なんだろうな
[14939.473] (S)さとーるの: 北風らいおん subscribed with Prime. 
[14941.197] market_fujisaki: しゃが中P強すぎるってか、当たってての反応エグいｗ
[14943.509] 憂う者の弟子: ヨガー
[14948.240] cure_afro: 修行するぞ修行するぞ修行するぞ
[14954.698] 5don: umeCheer100 
[14957.338] のぞみくん: ｮｫｶﾞ
[14963.631] ilm0806: ほかのケンと、プレイが違うって言ってるね
[14968.763] fireballkid1981: やるー
[14984.623] prisira: ダルシム戦が上手いケンだから・・・
[14985.287] (S)日本語かな: どうしてこんなにダルシム戦得意なわけぇ？
[14987.919] nobunobu493: ダルシムは弱キャラで丁度いいわ不快だし
[14988.033] シミズム: スト以外にヨガキャラっていないね
[15002.950] だいこん_: umeMika
[15005.288] prisira: 大体ふーどのせいだと思う（ＣＲカップ）
[15008.990] tabibitox: ダルシム戦全一ケンのウメちゃん、ザンギ戦全一ケン（今はルークに転職）のえいた
[15027.288] johndoe6523rp: 何年ダルシムに苦しめられてるんだって話
[15031.399] aranami0: うおおおお
[15034.570] Hitode_noko: あるぞ
[15040.369] sunsusun881107: ダルシム強かったら色んなキャラの存在感が軒並みなくなりそうだし
[15043.462] (S)イエール: うおお
[15045.403] (S)mirror728: mirror728 subscribed at Tier 1. They've subscribed for 5 months! 
[15045.474] (S)日本語かな: 打つしかねぇわ
[15045.606] sn0wf0x3: おおお
[15049.905] syan1114: WiiFitトレーナーはまともなヨガキャラ
[15052.823] Bureaucrats: ウメちゃんもうネセスやらないのかな
[15054.849] (S)ponponguripon: 悲しい火の玉
[15070.580] 5don: ヨガ折檻 好き
[15079.814] だいこん_: ヨガスマッシュ
[15080.670] Hitode_noko: ウメちゃんLCQ行くから休む暇ないのか
[15089.342] (S)kakutora_no_o: そのトレーナー腹式呼吸で弾撃ってなかった？
[15093.670] ミカロニ: ダルシムのげんこつ隙ありそうなのになんで逃げれないんだ
[15093.718] ilm0806: ぶっぱに、舌打ちしてるから、イラついてるのかも
[15097.661] prisira: ＬＣＱ近いしね
[15099.143] tabibitox: メモっとこう
[15108.458] 吉田じんぎ: 大足とか入ると思うけど無理？
[15120.681] hikky722: 結局発売前のメタ読み通りのキャラtierになりそうだね
[15123.721] (S)shuhei06kattsps: shuhei06kattsps subscribed with Prime. They've subscribed for 2 months, currently on a 2 month streak! 
[15142.379] syan1114: なんならフラフープで空も飛ぶけど
[15146.667] yuuuuuuunno: チャンプの配信のレバー仮想コントローラー見やすい
[15159.162] Bureaucrats: そうだったLCQあるしやれないよね
[15196.484] (S)イエール: いったあああ
[15198.454] oasis______: nice
[15204.421] (S)軽く捻るか: ナイス！
[15207.766] だいこん_: グッドマナー
[15214.532] 5don: umeWin
[15244.798] nobunobu493: 端が拷問やな
[15244.844] tabibitox: ダルシムに刺さる技、コマ投げ以外ほぼ全部もってそうなケン
[15245.067] (S)イエール: すげえw
[15245.939] Qtr1214: うま
[15247.504] fireballkid1981: のってきたｗ
[15250.579] johndoe6523rp: すげ
[15260.316] tubaki1128: w
[15265.876] (S)イエール: うお
[15266.005] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[15286.498] (S)496shikuro: ラグ0fってすごいな
[15292.940] 憂う者の弟子: やったか！？
[15295.318] aranami0: いやーつええ
[15297.871] tankbba146: そういえばタカシの炎は殺意の力だったらしいけど、ケンの炎はなんなんや？
[15299.504] (S)けろろがめ: LCQがんばって♡
[15299.966] nobunobu493: なげーコンボ
[15301.700] まるいとうふ: つんよ
[15303.346] sullensenpai: つよすぎるｗ
[15304.324] るーるい: つっよ
[15308.887] (S)mirror728: SeemsGood
[15311.307] 5don: お強い
[15311.958] aranami0: ｗｗｗ
[15313.630] まるいとうふ: 素晴らしい
[15314.138] tankbba146: 草
[15315.377] tabibitox: けろろがめよかったな
[15315.445] (S)イエール: ガチ恋勢ありがとーw
[15316.111] れの__: kusa
[15317.335] (S)kakutora_no_o: wwww
[15318.210] (S)株式会社さーしゃ: じょうず…
[15318.386] 5don: w
[15318.937] yarrikyarrik: BloodTrail
[15319.427] (S)akatoki_mk1: www
[15320.171] だいこん_: LUL
[15322.365] (S)おいしいごはん_: ｗｗ
[15322.529] methotrexate_aym: ｗｗｗ
[15324.172] 憂う者の弟子: うおおお 覚えてもらってるうううう
[15324.268] 吉田じんぎ: 今作に炎は摩擦式
[15324.585] のぞみくん: ファンサだああ
[15324.953] noriyuki3: 名前覚えてもらってるやん
[15326.322] domontyan: gatikoisitatteいいじゃない
[15327.306] (S)イエール: wwww
[15327.349] まるいとうふ: 確かにw
[15327.500] pepepe393: umeYay
[15330.117] 452tanaka: www
[15331.184] hikky722: RyuChamp
[15331.259] のぶとも: 絶対結婚しろ！！
[15332.051] (S)kakutora_no_o: 確かにwww
[15332.337] ilm0806: チャンプが
[15332.487] れの__: なるほどｗ
[15333.387] 5don: 公認ガチ恋
[15334.824] (S)イエール: 欲張りさん
[15334.937] zyangara2: いびつなクマもいれてあげて
[15335.333] market_fujisaki: 確かにｗ
[15338.369] ilm0806: So good とかいえてない
[15339.954] だいこん_: 認知されてよかったね
[15340.020] HirocoT: ｗ
[15340.725] (S)yukikaze083: ｗ
[15342.200] (S)ponponguripon: 強調してなくてもよんでもらえてよかったな
[15343.484] 泣き虫サクラ: 自分の事をウメハラだと思っているなんとやら
[15343.840] ddb365: ｗ
[15349.931] omedetroit: カブ農家も入れてもらおう
[15354.036] まるいとうふ: 筋金入りだわぁ♡
[15355.709] Youhei6251: 完全に甲羅背負ってる
[15366.843] pepepe393: GalaxyUnpacked
[15366.976] (S)おいしいごはん_: 差し替えしすごすぎるんよ
[15368.166] 5don: HypeBLEH
[15387.796] (S)イエール: HypeBLEH
[15401.680] のぞみくん: umeFire
[15403.938] るーるい: ヨガｱｱｱｱｱｱｱｱｱｱｱｱｱｱﾁ
[15409.814] pepepe393: umeYay
[15414.513] ilm0806: 彼のチャットで、鶏めしが強くしたとコメントしてるｗ
[15425.989] 新ころりん: 間違ってない
[15430.508] (S)kakutora_no_o: 間違いない
[15431.647] prisira: それはそう
[15446.665] 5don: 感謝のバード先生
[15448.835] るーるい: しんりゅうれんぱ
[15448.898] noriyuki3: 狙ってたー
[15452.521] sn0wf0x3: www
[15454.671] zyangara2: 飯バードいつもありがとう
[15458.805] 157655: ドリルスカ狩りかっこいい
[15461.741] (S)ponponguripon: 日本のバード仕込み
[15466.622] るーるい: しょうりゅうれっぱ
[15467.955] まるいとうふ: こっちにはワラキア先生もいるからな
[15474.831] oasis______: good
[15475.683] fireballkid1981: うひー
[15478.610] 新ころりん: 実際 梅さん対ダルシム勝率高いんだっけ
[15480.667] (S)イエール: うっほい
[15481.902] tabibitox: 完璧
[15492.104] prisira: ダルシムやったのがふーど対策なのがおもろい
[15496.388] (S)軽く捻るか: ダルシム戦上手すぎる
[15522.006] るーるい: JPよりかましだな
[15547.844] てべす1103: ４の頃からずっとダルシム戦上手いよね
[15550.451] だいこん_: ちゃんと寄ったら弱いからね
