[15.553] momouni: わらこだ
[1816.925] itoido: 略してＧの方々
[1817.722] sedamamek: ラ=ダオ
[1817.959] しおおおおおおお: ありがとう
[1817.961] ケーブル接続: でしょ
[1818.108] risukao: ガーディアンいいね
[1818.192] (S)siratori__414: 守護神かぁ
[1818.213] (S)tenshii_dao: ガーディアン使ってこう
[1818.294] (S)321_dices: 会社で声出たwwwwww
[1818.330] ひかりなんだ: 家の鍵
[1818.473] lein2: ありがとう
[1818.757] (S)time_is_god84: 家を護りし者
[1818.876] みかぬです: かっけぇ…
[1819.701] mizore0113: らっだぁ
[1819.876] (S)スペルタン: wwww
[1819.928] butatyan2525: かっけぇ
[1820.100] sakura31644: 強そうwww
[1820.116] (S)11ket: チー牛
[1820.132] mope716: えへへ
[1820.331] 縮緬雑魚: 最近職場にニートが来て働き始めた
[1820.630] (S)8分19秒: G
[1820.756] rioapr03: 守護神
[1820.851] yyuuzzuu: らっだぁでしょ
[1821.464] cori5698: ありがとう
[1821.538] yamaokun0707: 人犬
[1821.569] terurukun: ニッポンガーディアン
[1821.674] (S)とく子: 果たして予備軍から脱する意志はあるのか
[1821.683] nemurihime5921: 防人
[1821.857] ウブル: ガーディアンwww
[1821.908] あびひ: 鏡見ろ
[1822.166] Hunuke0606: 絶対強い
[1822.188] tomatina550: 俺らかっこいい
[1822.905] apyooo0718: くさあ
[1822.997] michiru0808: かっけぇw
[1823.097] m_sakuta: ゴーレム
[1823.184] akiaki48: 強そう
[1823.237] とンぼ: ゆうすけ
[1823.588] kazaki_r_p: いいね
[1823.816] Hunuke0606: www
[1823.870] sayu2456: は？？
[1823.878] (S)saba_basa_: ガーディアンは昼寝てるぞ
[1823.982] アキレゐト: おい
[1824.233] tsukiya_kazuki: wwww
[1824.821] me1oxdy: かっけぇ
[1825.116] ねむい__みお: は？
[1825.345] Riisu_amms: あ
[1825.926] ayunosioyaki0223: あ
[1825.960] masaba014147: いいなー
[1825.972] cori5698: は？
[1826.176] (S)スペルタン: あ
[1826.380] sora_033: かっこよw
[1826.443] nya0k0: 自宅警備と一緒
[1826.640] alice8629: は？？
[1826.836] (S)Zzz_jun: おい
[1826.863] (S)usiuma: 名前からして強い
[1826.879] ねむ_ぽぽぽ: あ
[1826.948] butatyan2525: は？？
[1826.952] ケーブル接続: え？
[1826.964] ちトせまる: ブレワイもガーディアンいるもんな
[1827.072] (S)いいだこ: は?
[1827.368] チェシャねこー: 座敷わらし(家にいるとランクが上がる)
[1827.379] もぐつむり: おい
[1827.501] haku1219: えへへ
[1827.633] nasurinngo: 日本のヒモ
[1827.911] syamuneb: ラ=ダオ
[1828.133] ramune_02gw: え
[1828.134] shynya11: おい
[1828.159] mope716: は？
[1828.679] midorino0105: えへへ
[1828.726] 追加ライフ: 童貞しか守れてないぞ
[1828.807] temari_99: 名前かっこいいのでガーディアンなります
[1828.875] haku1219: は？
[1828.889] ファルム: 略してG？
[1829.278] (S)しおなみ: え？
[1829.359] ひかりなんだ: 大黒柱
[1829.610] many7575: 人類のとも
[1829.707] けい介: 電車の中で吹き出したからやめて
[1829.940] o_tor1: は？
[1829.990] lein2: は？
[1830.041] aruto_33: wwwww
[1830.053] 誤字しまくるマン: Gの方々
[1830.066] ゆはろ: なんてこと言うんだ
[1830.380] ゐゐは: 熊送るぞ
[1830.435] (S)塩ばたー: は？
[1830.491] ~MISSING_COMMENTER_INFO~: 掃除屋？清掃員？
[1830.573] ma4su0: 植物人間
[1830.590] syui415: 略してGは草
[1830.621] (S)のこ木綿: あ
[1831.091] rioapr03: え？
[1831.733] (S)Zzz_jun: BEN
[1831.772] (S)fuu_maru: 大型犬
[1831.802] cheaperes: は？
[1831.925] Kanenonaruki: ソルジャー以下
[1831.986] やぎふらい: BIG PET
[1831.996] pikopakopoko: バカにしてんやろ
[1832.002] yochiyochi510: 略してG
[1832.112] 誤字しまくるマン: は？
[1832.156] 777kamikami: 学生やぞ
[1832.274] sky_100603: 学生もいるよ
[1832.319] me1oxdy: は？
[1832.348] (S)nenemaru_: は
[1832.526] (S)zqel3z: すねかじりむし
[1832.601] ケーブル接続: なんでそんなこというの？
[1832.985] shynya11: は？
[1833.171] (S)haamisi: ダオ
[1833.260] lihito1412: ガーディアンかっけ
[1833.489] mizore0113: 昼暇なのはらっだぁ
[1833.753] ミオンだよーん: www
[1833.847] kokesinn: ガーディアンテリトリータイム
[1833.963] t_neko_t_: やば
[1834.231] yua0027: なんか中二ぽいなあw
[1834.633] ふゅです: え？
[1834.644] kaniuma_33: は？
[1834.680] syamuneb: は？
[1835.230] (S)サノウラ: 大型犬勝ってる人ばかにした？
[1835.232] (S)aya_ksar: 学生が泣いてるぞ
[1835.321] (S)urullowo: 15時からじゃないと起きないぞ
[1835.366] rutoy: 大きいうんこ
[1835.455] Hunuke0606: 世話が焼けるな
[1835.459] (S)tenshii_dao: 座敷わらしwwwwwwwwwwwwwwwwwww
[1835.521] haku1219: おい
[1835.674] syui415: あ
[1835.776] 雪華0830: え？
[1835.793] (S)しおなみ: 言いすぎだぞ
[1836.198] q_a0219: 赤さん
[1836.417] venomoon_2525: ？
[1836.516] ねこささみ: 誇れる
[1836.630] aruto_33: あ？
[1836.678] YodoRa: 俺らをガーディアンにするな
[1837.172] りーふ93: 個人的に昼ブレワイ見れなくて次配信の時に展開飛んでると萎えるかもしれん
[1837.352] (S)あるとと: ベテラン赤ちゃん
[1837.420] amaebi_1008__: 事業
[1837.943] tapizaki: 上げて落とすなw
[1838.092] (S)nenemaru_: radaoBen
[1838.166] kokesinn: ？
[1838.331] (S)yuki211404: やめたれよ
[1838.439] おおにゃんこ: あ？
[1838.575] hoshi_aka_ri: は？
[1839.064] いなかくん: は？
[1839.086] (S)mg_rafu: は？
[1839.304] kae_1104: どんな隠語やねんマジで
[1839.376] pasu0517: ニートの癖に無駄にかっこいいのくさ
[1839.580] itoido: は？
[1839.583] (S)シモ0803: は？
[1839.781] renkuwa0331: お母さん！僕、将来ガーディアンになる！
[1839.793] shiich: ガーディアン昼寝てそう
[1840.224] mizusakura0326: は？
[1840.375] lo007ol: !uptime
[1840.954] senakiti: 大きいお友達
[1841.371] (S)rin_nasu: ガーディアンにしろ
[1841.485] kokesinn: は？
[1841.497] mitsuxx00: ?
[1841.526] neu_rose: でもガーディアンは家守れるけどニートは多分家守れないよ
[1841.601] nasurinngo: 生活保護プロ
[1842.113] りこぼん: は？
[1842.114] ちよび: ペットのことうんこ製造機だと思ってるの？
[1842.211] あらんえむかーびぃ: 照れる
[1842.403] mimiman__: GD
[1842.515] (M)Nightbot: らっだぁ が配信を始めてから 30 minutes 45 seconds 経過しています。
[1842.732] yu_kiti6121: 悲しい
[1842.891] many7575: らーだお
[1842.960] (S)haamisi: あ？
[1843.018] (S)kotaroabc: ？？？？？？
[1843.109] ファルム: radaoHatena2
[1843.369] sorase_: は？
[1843.918] 弾幕とスナは突然に: 社会の補欠
[1844.078] mikan__1124: ？
[1844.374] はらこごはん: は？
[1844.527] (S)Saa_chann: 学生です
[1844.584] asaborake0408: 傷ついた
[1845.028] ~MISSING_COMMENTER_INFO~: は？
[1845.650] honehone_2: ありがとう
[1845.659] ドミノくん: ペットバカにした？
[1845.687] すいぺりあ: ？
[1845.719] mope716: だろ？
[1845.893] soboroboso: せやろ
[1845.929] すてらいつ: は？
[1846.443] Hunuke0606: 一生夏休み
[1846.533] rioapr03: 守護神もかっこいいぞ
[1846.582] ruvie_5681: ガーディアン流行らせてけ
[1846.686] sashisashisabi: は？
[1846.699] ma4su0: 高校生だぞ！！
[1846.830] (S)rigore_napoli: は？
[1847.073] にわすずめ: かっけぇ
[1847.120] soramimi___: だろ？
[1847.353] (S)いいだこ: 悲しい
[1847.383] (S)fuu_maru: ？
[1847.430] もぐつむり: ？？？
[1847.681] ramune_02gw: は？
[1847.907] 777kamikami: 毎日ちゃんと学校行ってるぞ
[1848.324] にらあ: は？
[1848.524] (S)kelutan_1128: 一緒にするな
[1848.662] (S)トマト狩り: は？
[1849.016] kiriya_453145: ５６すぞ
[1849.043] takuanrx: ゆうてらっだぁも変わらん
[1849.185] tamago0228: 粗大ゴミ
[1849.586] yamaokun0707: ガーディアンのガンさん
[1849.757] 縮緬雑魚: 適当言ってんね
[1849.964] まぃ0824: 学生いるが？
[1849.986] 星空の海月: 学生は？
[1850.013] Riisu_amms: はを
[1850.080] 誤字しまくるマン: ？？？
[1850.180] ゐゐは: そそ
[1850.379] 沙央: なんか嬉しくない
[1850.488] ayunosioyaki0223: えへへ
[1850.886] tanuki_pan: radaoMoeru
[1851.193] ひかりなんだ: らっだぁ
[1851.272] あもりる: バカにした?
[1851.432] ミニミニ: ぶちぶちにすんぞ？
[1851.442] げそおむれつ: でっかちゃん
[1851.684] rin7331: ボロくそ言われて泣いてます
[1851.806] (S)らるとす_99: 愛玩動物
[1852.266] (S)nenemaru_: えへへ
[1852.500] (S)Saa_chann: 学生ですガーディアンにしないでください
[1852.506] mimi_o7: つよそう
[1852.772] q_a0219: は？
[1852.775] momoreed: 働いてるわ。きしょ
[1852.805] itoido: 学生です
[1852.942] もぐつむり: それお前
[1853.017] midorino0105: 言い方よくないぞ。
[1853.027] kamimi339: 学生だから、まだちゃうよ
[1853.173] ねむ_ぽぽぽ: らっだぁもガーディアンでしょ？
[1853.247] lein2: えへへ
[1853.658] てんたた: 高等遊民ばかにするな
[1853.896] (S)ozokunchan: えへへ
[1853.931] ケーブル接続: へへ。
[1854.053] いなかくん: えへへ…？
[1854.276] navyblue___: それらっだぁリスナーはガーディアンばっかりって言ってる？？？？？
[1854.279] shi_n_tou: 俺は違うけどね
[1854.545] (S)きゃまちべ: ホームガーディアン
[1854.747] mope716: そうだよ
[1855.039] cori5698: お前はちがうの？
[1855.288] saboten0527ratami: まだガーディアン予備軍のだぞ
[1855.447] (S)4maten: そうだぞ
[1855.467] syamuneb: 学生です傷つきました
[1855.611] 777kamikami: かす
[1855.825] Hunuke0606: おれらじゃない
[1855.853] whip3657: 番犬
[1855.908] 星空くん: くたば！
[1856.001] あげあしとり: ひとまとめにニート扱いすな
[1856.037] 誤字しまくるマン: 舐めんな
[1856.082] (S)シモ0803: えへへ
[1856.560] sakura31644: 粗大ゴミww
[1856.585] foxy1003: ありがとう
[1856.649] me1oxdy: 家事のプロ
[1856.687] (S)ichigomilk_252: 大学生だぞ
[1856.741] Riisu_amms: は？
[1856.779] prpr_friedrice2: 守ってやろうか？
[1856.876] soreyukehamutarou1111: えへへ
[1857.321] (S)haamisi: 失せろこのらっだぁが
[1857.554] nuuuuunn: えへへ
[1857.694] (S)トマト狩り: お前もだろ
[1857.870] ゐゐは: 学生やぞ
[1858.060] pasu0517: うんこ製造機はお前だろ
[1858.262] 2zuki7: そうだよ
[1858.411] hoshi_aka_ri: 高校生だけど？？
[1858.693] あびひ: あなたもね
[1858.775] (S)rascal_techonol: おまえもやぞ
[1858.946] m_sakuta: だろ
[1859.104] (S)しおなみ: えへへ
[1859.530] うどん13: へへっ
[1859.748] yukio_no1: 食費泥棒
[1860.113] sashisashisabi: えへへ
[1860.588] syurumeika2021: おこぼれ貰い
[1860.679] (S)nekodama2155: 学生やぞ
[1860.682] (S)8分19秒: Gさんおつかれー
[1860.826] mizore0113: 昼暇なのはらっだぁでいいやん
[1860.900] sedamamek: えへへ
[1860.930] pikopakopoko: ビームでやられるやん
[1861.146] mi_023: ありがと
[1861.545] るん1213: は？学生ですけど
[1861.628] ma4su0: かっすぅ
[1862.292] ものる: 社会のお荷物
[1862.502] (S)サノウラ: んじゃお前マスターや
[1862.565] サクヤエスメロ: 家守(やもり)で良いのでは？
[1862.584] Niwatori005: やろ？
[1862.781] ame_ume: ありがと
[1863.031] Misa33ss: えへへ
[1863.120] waraashi: そうだよ、守護してるんだぞ
[1863.384] o_neo: 良かったなガーディアン
[1863.541] mitsuxx00: だれがニートだ
[1864.011] nasurinngo: 日本のガーディアンやぞ
[1864.184] mimiman__: 学生だよ
[1864.226] peperon_C1no: ありがとねへへ
[1864.265] YodoRa: 名前の由来聞いてるから誇れねぇよ
[1864.382] アキレゐト: 春休み中の大学生やぞ
[1864.389] Hunuke0606: ぽまえは
[1864.576] しまやん: 諸事情で金落とせないけど見続けるからな
[1864.625] (S)いいだこ: 社会人やぞ
[1864.854] butatyan2525: 学生です4ね
[1864.969] ramune_02gw: ブーメラン
[1865.090] tensoba619: ストゥーデェントだぞ
[1865.099] sashisashisabi: (*´∀｀*)
[1865.136] 誤字しまくるマン: 誰がGだ
[1865.202] syui415: 高校生ですけど
[1865.330] 星空くん: www
[1865.397] rioapr03: wwwwww
[1865.406] (S)mg_rafu: えへへ
[1865.450] 天ぷらおむすび: あなたがガーディアン
[1865.559] わむじゅ: 家じゃなくて自分のプライドだけ守ってそう
[1865.620] ゐゐは: wwww
[1865.632] (S)urullowo: ひどいよカス
[1866.031] hime_ki: お前もだろ
[1866.256] panndaman1: 高校生なんだが
[1866.276] konbu_neko: らっでぃもやん
[1866.545] ミリこ: なっつ
[1867.372] (S)キアラ3: 会社員です…
[1867.459] atgtky: 全てのら民をガーディアンとするのやめてもらっていいですか
[1867.486] sakura31644: 知っている
[1867.514] alice8629: wwwwww
[1867.541] 悪童ヤニ: それ程でもあるわ
[1867.600] (S)Zzz_jun: 褒めてる？
[1867.874] nuuuuunn: ありがと❤
[1868.024] (S)usiuma: お前はごくつぶし
[1868.115] harusame15246: 君らやめてください
[1868.328] shynya11: 学生やぞ
[1868.363] アーユン: 学生に兵役課さないでくれ
[1868.964] kokesinn: 笑笑笑笑笑笑
[1869.104] 弾幕とスナは突然に: ホームガードナー
[1869.964] amaebi_1008__: ぶちぶちのぶちにすんぞ
[1870.074] にらあ: お前も実質ガーディアン
[1870.423] ゆはろ: 明日からガーディアンなるわ！ってこと？
[1870.544] haku1219: 違うよ
[1870.606] ama_yzk00: う、うれしくなんてないんだから！
[1870.660] nemurihime5921: なめんな学生だわ
[1870.846] るん1213: 学生や
[1871.305] Riisu_amms: ガーディアンが視聴者とか
[1871.328] amamiya_nira: 可愛くもないペット
[1871.514] midorino0105: 学生だけどね
[1871.758] げそおむれつ: 就職決まってるから何も怖くないわ
[1872.057] (S)スフレ2310: らっだぁ「大きいペットはうんこ製造機」
[1872.350] YodoRa: 学生だぞ4ね
[1872.450] yua0027: 社会人です
[1872.594] terurukun: 経済を動かす者
[1872.714] パン粉先輩: ＧＵＮさん
[1873.011] majiro_nns: 春からガーディアンです！よろしくお願いします！
[1873.201] 星空の海月: 学生ですが
[1873.230] もぐつむり: は？エルダーガーディアンだが？
[1873.247] pasu0517: 学生でーす
[1874.239] ケーブル接続: ※学生や社会人さんもいます
[1874.304] Niwatori005: いや学生ですが？
[1874.491] sakura31644: ありがとう♡
[1875.641] mikan__1124: まだピチピチの学生だけど
[1875.822] (S)321_dices: 何も護れなさそうな気がする
[1877.137] navisible_: ガーディアンの王
[1877.289] (S)mokkun_fesiro: らっだぁ「ニートは穀潰しだしウンコ製造機」
[1878.224] manak1_: 会員証欲しい...（切実）
[1878.262] (S)サノウラ: オデ...イエ...マモル...
[1878.478] わさびぬきで: 高校生だ
[1878.691] beise_0503: えへへ
[1879.405] sky_100603: www
[1879.780] びびんばらしい: 社会不適合者
[1879.966] eneru_0905: らっだぁ、ガーディアンを束ねるものじゃん
[1880.525] syamuneb: 良いのか？次から昼配信行かんぞ？？
[1881.253] (S)とく子: いや俺らは外で戦う戦士だから
[1882.050] (S)うもうくん: †ガーディアン†
[1882.801] 塩辛食べたい: 学生だか
[1882.925] kokesinn: ガーディアンの総会
[1883.034] rioapr03: DLC
[1883.364] peperon_C1no: 学生舐めんな
[1883.397] nasurinngo: 自粛ガチ勢だから
[1883.442] yyuuzzuu: らっだぁ=ガーディアン
[1883.492] とンぼ: DLC
[1883.571] prpr_friedrice2: 学生ガーディアン
[1883.594] rutoy: モルボルやろ
[1883.632] lihito1412: 俺はガーディアンじゃねぇ
[1883.899] (S)せっきくん: わこらだ
[1884.108] しほり: 追加コンテンツ
[1884.591] (S)Saa_chann: 学生です将来の夢はガーディアンです
[1884.685] furrrrfox: ｄｌｃ
[1885.188] 哀れな人の子: DLC
[1885.542] ボ口: ガーディアンになりてぇな
[1885.635] neu_rose: DLC
[1885.784] まぃ0824: 追加コンテンツ
[1885.838] (S)urullowo: 追加コンテンツ
[1885.917] mini3931: ちがうわ
[1886.572] sakura31644: 学生だけどねーん
[1886.646] (S)tenshii_dao: 正味いまの中三とか高三はガーディアンなのでは…
[1886.759] atgtky: 追加コンテンツ
[1886.794] すてらいつ: DLC
[1886.959] becpac: バイクに乗れるようになる
[1887.366] けい介: なんかすごいやつ
[1887.380] ギャンブルはやめましょう: DLC
[1887.427] (S)yoneRu_: わこらだー
[1887.511] ちよび: DLC
[1887.523] うぶです: DLC
[1887.530] (S)ookami_rudi: DLC
[1887.726] lemoncheesesource: DLC
[1887.934] (S)スターレイルプレイヤー: 追加コンテンツ
[1887.958] sayu2456: 中学生です
[1888.178] (S)makaron593: 追加コンテンツ
[1888.198] カナバ: DLC
[1888.352] ma4su0: 追加コンテンツ
[1888.389] (S)4maten: DLC
[1888.486] tuukune: しるか
[1889.208] ミリこ: DLC
[1889.226] 甘党のぱんだ: 春休み入ったただの学生なんだが？
[1889.238] らじラック: DLC
[1889.250] べっこーあめ: 学生だが？？？
[1889.373] (S)いいだこ: 追加コンテンツ
[1889.418] nemurihime5921: ガーディアンの原石ではある
[1889.813] (S)Saa_chann: DLC
[1889.916] yamaokun0707: なんかいいかんじになるんやで
[1890.365] (S)音吐朗々: 追加コンテンツだよ
[1890.423] anchor_0309: dlc
[1890.428] にらあ: DLC
[1890.472] reen1519: jkなんやが
[1890.597] keren_fox: 追加コンテンツ
[1890.602] うたさゐ: DLC
[1891.174] navyblue___: DLC
[1891.360] pino_0712: 追加
[1891.720] アキレゐト: DC
[1891.955] 氷月かる: DLC
[1892.063] nishiki8845: バイクに乗れるようになる
[1892.195] 777kamikami: まだ10代の学生なんですけど
[1892.248] ko_do_1123: バイク乗れる
[1892.796] syamuneb: DLC
[1892.949] 誤字しまくるマン: DLC
[1893.024] (S)fuu_maru: DLC
[1893.026] eruuuDayonn: 追加コンテンツ
[1893.026] morinotami213: DLC
[1893.111] 2zuki7: 追加コンテンツ
[1893.388] (S)スペルタン: 追加コンテンツ
[1893.887] はらこごはん: ガーディアン
[1894.197] かな_1111: やるなら逃げるなよ
[1894.831] ma4su0: DLC
[1895.454] toyu315: DLC
[1895.532] neu_rose: バイクに乗れるようになる
[1896.146] (S)うがら: もっと難しくするやつ
[1897.149] rioapr03: DLCもやってくれるんですか？！？！
[1897.296] みかんの旅: 追加コンテンツ
[1897.386] pikopakopoko: ゼルダのガーディアン倒すようになったら気まずいやん
[1897.427] kokesinn: ガーディアンのだんらん
[1898.035] syurumeika2021: ガーディアン♂
[1898.281] tanuki_pan: みーんな物知り
[1898.381] (S)haamisi: もうずぐ高2やで
[1899.367] (S)mokkun_fesiro: 面白い
[1899.625] 0v0_san: お前に言われるとイラっとする
[1899.862] tensoba619: 買った方が楽しいよ
[1900.411] rila26: それあるといいよ
[1900.739] 777kamikami: いやFFやろ？！
[1901.017] sashisashisabi: しらん
[1901.064] YodoRa: 追加コンテンツ
[1902.169] みやこ27: 家を守ってるんだよ
[1902.176] reen1519: 追加コンテンツ
[1902.450] 星空くん: 入れなくても楽しめるよ
[1902.660] あびひ: 拡張系のやつ
[1902.897] (S)いいだこ: あったらやり込み要素が増える(ストーリー追加)
[1903.135] さばあいす: DLC
[1904.067] まぃ0824: もっとむずくなる
[1904.087] (S)nobume0v0: ダウンロードコンテンツ
[1904.196] rila26: 買った方がいい
[1904.307] ramune_02gw: www
[1904.314] みえのえ: ゼルダやりたいー
[1904.494] らじラック: ハードモード増える
[1904.535] もぐつむり: しらん
[1905.322] pikopakopoko: 追加のやつやな
[1905.400] hamiy1125: バイク乗れる
[1905.767] yokobou_: わかんねっ
[1906.346] ドミノくん: 追加ストーリーとか
[1906.433] pokipoki1231: 追加コンテンツ
[1906.664] (S)スターレイルプレイヤー: バイク乗れる
[1906.671] nekomrnn930: 追加コンテンツ
[1906.892] (S)ichigomilk_252: 追加コンテンツ
[1906.900] (S)音吐朗々: まだ買わんでもいい
[1906.949] eruuuDayonn: 今からするの！？
[1907.066] (S)トマト狩り: クリアする前に買うのはやめとけ
[1907.129] yochiyochi510: 買った方がいい！
[1907.873] ruchi_13: 難しいやつとか挑める
[1908.009] ディア_: 高難易度とか追加アイテムとか
[1908.429] (S)スペルタン: wwww
[1908.483] souta0712likeblue: おもしろいよ
[1908.679] zratrni: わからん
[1908.696] ma4su0: 最初はダイジョブ
[1909.425] しほり: 最初はなくていいんじゃね 楽しかったら買いなよ
[1909.541] 夢現: マリカーにあるね
[1910.178] navyblue___: 自分が今まで通ったとことか見れる
[1910.221] YodoRa: やり込み要素増えまくり
[1910.302] rila26: 買って
[1910.452] らむねぇ0506: 追加コンテンツみたいな
[1910.624] m_sakuta: 追加コンテンツ
[1910.648] (S)ak_type: DLC
[1910.873] はらこごはん: バイク乗れる
[1911.070] (S)uro_1604: たのしいやつ
[1911.297] neu_rose: めちゃクソ難しくなるモードが追加される
[1911.578] koronn224: とりあえず買っとけ
[1912.339] ひなたやで: 面白いよ
[1912.441] ゆはろ: 追加コンテンツがある
[1912.492] りーふ93: どこ行ったとか分かりやすくなるとかetc...
[1913.314] 777kamikami: FF6がいいよ
[1913.637] takusan_ra: バイク乗れる
[1913.762] (S)スターレイルプレイヤー: ない
[1913.781] YodoRa: ハードモードが増える
[1913.799] kyo_kaaa: おもろいよ
[1914.172] 2zuki7: やり込み要素増えるだけ
[1914.381] anchor_0309: ストーリー追加あるよ
[1915.012] ミリこ: そう
[1915.017] syurumeika2021: なんか剣の試練ってやつ出来るようになる
[1915.086] pokipoki1231: クソ難しいよ
[1915.111] (S)いいだこ: 別になくてもめちゃくちゃ楽しい
[1915.182] (S)ak_type: いや
[1915.389] Niwatori005: だってよ。
[1915.525] 誤字しまくるマン: 楽しいぞ
[1915.576] lemoncheesesource: もある
[1915.697] rioapr03: それもある
[1916.135] (S)oramuchyan: バイク乗れる
[1916.837] ma4su0: うん
[1917.401] いよかんちょこ: 買ったほうがいいけど今じゃなくてもいい
[1917.477] (S)tc_core: バイクぶいぶいできふ
[1917.945] itiziku_320: 追加コンテンツ
[1917.953] 中ととろ: DLCはストーリー好きだからやってほしい
[1917.964] 星空の海月: らっだぁのリスナーってらっだぁよりゲーム詳しいよね
[1918.094] rila26: 買った方がおもろい
[1918.146] (S)urullowo: 初めからいいの取れる
[1918.416] ろしる: えきすぱんしょんぱん
[1918.563] カナバ: マインクラフトのスティーブ使えるようになる
[1918.669] 天色桜: 色々追加される
[1918.840] atgtky: まぁ平たく言うと
[1918.901] m_sakuta: ムズいやつ
[1919.055] ko_do_1123: ストーリーもある
[1919.075] rururururu_252: 物とかストーリー増えたりするくっそ楽しいやつ
[1919.350] ケーブル接続: ありゅ
[1919.600] 氷月かる: そうわよ
[1919.703] (S)hiyashi0125: 最初はなくても良い奴
[1919.860] navyblue___: どっちもある
[1919.990] rutoy: バイク乗れる
[1920.755] keren_fox: 一応それもある
[1920.842] gutimu: 買ってー！
[1920.855] neu_rose: ストーリーの追加やね
[1920.877] (S)nobume0v0: バイク乗れる
[1920.935] (S)サノウラ: 逃げるかもだからやめとけ
[1921.139] takusan_ra: 追加ストーリー
[1921.332] パン粉先輩: 難易度ふえる
[1921.348] にらあ: うん
[1921.390] YodoRa: 猛者でも難しい
[1921.760] pikkorosan1783: ハマったら買え
[1921.957] (S)あきまる4649: クリアしてからでいい
[1922.025] 14mugitha: アイテムとか増える
[1922.183] ama_yzk00: もらえるもんはもらっとけ
[1922.409] tanuki_pan: なんでも知ってるのね〜
[1922.854] syamuneb: もある
[1922.952] (S)4maten: 装備増えなかったっけ？
[1922.961] menecchi: 買ったらおもろい
[1923.905] rioapr03: どっちもある
[1924.148] aoiro0909: やり込み要素が増えるよ
[1924.305] zratrni: やるの？
[1924.688] (S)urullowo: どっちも
[1924.934] (S)いいだこ: そう
[1925.689] (S)ak_type: サブクエが増える
[1925.695] りろ31: ハマったら買ってもいいんじゃない
[1926.180] (S)_りゅん: ダウンロードコンエンツ
[1926.254] (S)fuu_maru: それもある
[1926.425] kokesinn: バイク乗れる
[1926.903] いよかんちょこ: ある
[1926.913] はらこごはん: うざい鳥が出る
[1927.707] (S)mameda877: ゼルダほんとにやりたい…
[1927.939] きゅうりクン: それもある
[1927.959] maya0610: 絶対に買え
[1928.371] lemoncheesesource: 追加アイテムと追加ストーリー
[1928.542] 誤字しまくるマン: どっちも
[1928.589] peperon_C1no: マリカー！！
[1928.775] anntena0525: 雑魚に苦戦したくないなら買ったほうがよさげ
[1929.449] らじラック: DLC限定の宝箱増えたりする
[1929.467] 2zuki7: 無くても楽しめる
[1929.669] whip3657: 語彙力w
[1930.260] Hunuke0606: リンクのスキンが選べるよう
[1930.936] kozakana271: ハマったら買えば良いと思うよ
[1931.425] yochiyochi510: ある
[1932.030] ドミノくん: いろいろ
[1932.266] (S)pao_pink_: 結局1番やりたいゲームなんなの？
[1932.408] (S)いいだこ: クリアしてからの方がいい
[1932.556] (S)スターレイルプレイヤー: むずいから最初はお勧めしない
[1932.603] (S)ene_h300: クリア後が多い
[1932.618] atgtky: 全クリしてまだ足りなかったらやったらいい
[1933.407] YodoRa: ストーリー追加コンテンツであってる
[1933.536] uritoo_0922: ガチムズいぞあれ
[1934.744] (S)Zzz_jun: 今からやるんか？
[1934.809] アキレゐト: ハマったら買う方がよくない？
[1935.514] いよかんちょこ: 宝箱増えるよ
[1935.605] (S)葵陽: 正直要らん
[1936.011] aburi_born: クッソおもろい
[1936.051] menecchi: めっちゃ楽しい
[1936.950] ma4su0: 難易度選択できるようになる
[1937.548] neu_rose: ハマったら買うのがおすすめ
[1938.388] rutoy: ハマったらかえ
[1939.534] mattun_kei84: バイク乗れたり、仲間の過去を知れたり
[1940.618] pikopakopoko: スプラ3ってらっだぁやらんのん？
[1940.734] やぎふらい: ゼルダきちゃ？？？
[1940.866] ko_do_1123: バイク楽しいよ
[1941.030] mizukura: ムズイ
[1941.104] YodoRa: 全クリしてからでいいよ
[1941.512] rioapr03: そうそう
[1941.698] カナバ: まぁクリアしてから決めよう
[1941.719] (S)ak_type: いる
[1941.732] (S)urullowo: 途中からでもいい
[1941.920] m_sakuta: ムズすぎ
[1941.969] 14mugitha: そういう感じ
[1942.506] takusan_ra: 後から
[1943.515] (S)so_cha_26: 一回やってからでいいと思う
[1943.549] YodoRa: ハマってからでいい
[1944.358] yochiyochi510: らっだぁには無理
[1945.002] 2zuki7: うん
[1945.263] (S)uro_1604: 装備とかダンジョンが少し増える
[1945.478] wi_fi666: それが実質本編
[1945.620] (S)あきまる4649: 序盤で強めのアイテム手に入る
[1946.326] earth618: 終わった後の方がいいかも
[1947.134] osoba_tabetai: やりこみ要素とか絶対やらんからやめとけ
[1947.950] souta0712likeblue: 攻略が楽になるアイテムとか貰える
[1948.151] kyo_kaaa: ハマったら買えばいい
[1948.730] あびひ: どうせクリアしない
[1948.952] (S)ichigomilk_252: 買うのは途中からでもいいんじゃない？
[1948.969] (S)ak_type: 絶対にいる
[1949.150] ramune_02gw: すご
[1949.899] yupi0430: ハメたらかえ
[1950.412] (S)トマト狩り: 買って逃げれないようにしろ
[1950.464] anchor_0309: そだね
[1950.917] りーふ93: どこ通ったかとかの軌跡が見れるようになる
[1951.680] (S)urullowo: 初めからでもいい
[1952.618] m_sakuta: あとからが良い
[1952.952] (S)ookami_rudi: 人気だからね
[1953.032] (S)よぐちゃ: へー
[1953.403] habutae_mochi: 狼リンクかっこいいからお供にして欲しい
