[31.102] reo_821: unkochanYaa
[9416.082] monchan_man: アリエッティ
[9419.190] 昼さん: さあ問題の
[9432.894] groovelivegroovelive: 野菜きたーー
[9433.313] 堀北まかない: あつもりはじまりました
[9438.173] monchan_man: 一生できます。やってないけど
[9442.265] 昼さん: 尽きたか
[9444.431] ダダダーク: また一人、falloutの沼に落とされた
[9449.922] urushido1: 街づくりやりだすと時間無限につかう
[9468.541] akichi21: 街つくるらむ～
[9471.874] helpman0912: PCでやってるんならmodもりもりもできます。が世界観壊れるのもありますあります
[9474.215] kokohan4: 全然エエと思う。
[9477.577] urushido1: いいと思いますよ
[9489.595] 昼さん: 満たしてないですねー
[9494.653] 堀北まかない: MODで拡張要素も追加して一生街づくりしよう
[9502.297] monchan_man: このゲームで仕事も家族も失ってベセスダ訴えた人のニュース思い出した
[9516.833] groovelivegroovelive: 野菜足りてねえな
[9518.593] daidaidaidesu: スイカで腹が満たされるのか
[9525.644] ダダダーク: 上の赤いのがみどり文字になるまで
[9563.088] 堀北まかない: あとは畑に人間割り当てだね
[9565.086] groovelivegroovelive: もっと植えないと
[9585.722] otamajyakushi: 汚いどうぶつの森
[9590.614] 摩利支天尊: スイカ1つで0.5、上にある食料がグリーンになればいい
[9592.337] 昼さん: 自分で植えないと増えない
[9597.702] daidaidaidesu: 種が足りないな
[9599.960] kokohan4: 文字が赤いってことは足りてない
[9608.265] groovelivegroovelive: あとは人が配属されてない？
[9632.112] 昼さん: いいかも
[9639.590] daidaidaidesu: これ100%じゃなくてもいけなかったけ
[9649.683] groovelivegroovelive: すやっすややん
[9652.198] 昼さん: 爆睡
[9660.238] helpman0912: 快眠すぎぃ！多分3時間とかでバフは付く
[9671.962] daidaidaidesu: 住民減らせば食料足りるよ
[9672.059] ダダダーク: 働いてない無職が絶対いるぞ
[9679.651] ikarepont: コメントえげつない角度においてるのわろた
[9691.928] 昼さん: 既存の人で間に合ってるみたい
[9702.287] helpman0912: 人に話かけて割り振らないと基本NEETしてる
[9704.040] ダダダーク: クラフトモードで割り当てられる
[9705.320] monchan_man: 口減らし・・・
[9707.257] kokohan4: ワークショップメニューで人を選ぶと配属できる
[9709.157] groovelivegroovelive: 単純にタネが足りてないのか
[9728.111] daidaidaidesu: こいつ最強
[9758.636] 昼さん: パーティー交代
[9765.746] 摩利支天尊: コズワース＋DLC＝
[9769.327] 授乳デップ: 序盤はコズワースつよい
[9771.915] groovelivegroovelive: 急に回復して草
[9772.193] manyyao: ワークショップ中に人間に対面かな？
[9772.814] monchan_man: これ、ドラマも同じ声優さんだったな
[9798.661] daidaidaidesu: 序盤コズワースいると戦闘不要
[9800.404] mado357: 弾とったらそいつ戦わないよ
[9810.701] manyyao: 寝てるな
[9811.460] ダダダーク: 資源に鐘あるからそれで集合できるぞ
[9824.454] Ippo360: 回転できるよ
[9827.798] daidaidaidesu: 回転できるぞ
[9851.796] Ippo360: ナイスー！
[9868.197] daidaidaidesu: スペース不足
[9880.720] Ippo360: ほかのオブジェクトと干渉してたりすると置けない
[9902.497] kokohan4: 時間溶けるね
[9903.890] ダダダーク: 終わったね
[9921.055] 昼さん: やりこんでる人の エグいよ
[9921.930] monchan_man: 仕事失わないように注意！
[9925.607] stylishkaraage: 食料けっこういるんだね
[9925.850] 堀北まかない: 軽く3鉄ぐらいやろう
[9947.656] ダダダーク: 人生捨てるか、fallout捨てるか選んだほうがいいよ
[9948.093] manyyao: A型並べきた
[9966.633] 昼さん: 地面の好き嫌いが多い
[9982.296] monchan_man: A型なんですか？
[9986.155] 堀北まかない: 畑つくると、地面が平たいから起きやすいよ
[9993.277] kokohan4: プランター欲しいよな
[9995.494] daidaidaidesu: このゲームで人生終わりました
[9997.794] darejya: 私は二年間やり続けましたよw
[10004.947] 摩利支天尊: 夕方にやり始めたのにいつのまにか日が出るとか普通
[10006.471] manyyao: スイカでかすぎるな
[10009.417] 昼さん: 何とか置けるとこさがそう
[10032.143] kokohan4: ワークショップメニューで話しかけると配属って出る
[10043.349] manyyao: ワークショップ中に人に向かって選択かな？
[10043.815] 摩利支天尊: お前はここ、ってやる
[10044.259] 昼さん: まず解体画面開いて
[10048.235] daidaidaidesu: 3食スイカは暴動起きるぞ
[10058.988] 昼さん: 人を選択
[10069.902] 昼さん: 配置したい場所選択
[10080.376] monchan_man: これわかりにくかったな～
[10082.411] wakame52300: わかりづらいよな
[10085.807] kokohan4: 命令って出るから後は配属したいところにやるんや
[10093.639] manyyao: その後に場所だね
[10095.794] 授乳デップ: DLCでプランターがあるみたい
[10099.767] stylishkaraage: 難しそう
[10114.884] 摩利支天尊: 命令押して、置きたいとこ行って決定
[10123.047] manyyao: 人でポチッ→場所でポチッ
[10130.031] kappa3969: じゅん！？
[10131.378] RoJyaPop: 命令押してスイカのところ行って押す
[10142.205] 昼さん: 命令押せてれば命令消える そしてオブジェクションに配置
[10150.533] amagase11: コメントに識者多くてええな
[10186.845] stylishkaraage: 農場いくんじゃね？
[10202.867] garo9900: 下の進が命令に変わったタイミングでA
[10207.331] hoshino1234563: ラムちゃんこんにちはー！順調ですか？
[10217.542] utidaaaa: KappaPride
[10217.928] daidaidaidesu: できてる
[10224.136] kokohan4: 配属にクッキングマーク付いてるから出来てる
[10230.082] wakame52300: おｋ
[10240.030] 金粉: こんにちは やってんね
[10244.866] manyyao: わかりにくいのよね
[10253.783] stylishkaraage: SeemsGood
[10263.609] 金粉: これ、まだ最初から出てない？
[10276.078] daidaidaidesu: ニート率6割
[10284.005] 昼さん: ８０％！
[10299.395] stylishkaraage: 3食スイカ？(笑)
[10299.520] 木下ともお: 一応配属しなくてもほっとけば勝手に配属される
[10309.237] kokohan4: セーブしてロードし直すか？
[10310.174] 昼さん: 配置ムズイんよなスイカとゴード
[10327.968] daidaidaidesu: 収穫して植えなきゃ増えないよ
[10360.469] 昼さん: 戻ってきたら１００％いかないかな～
[10399.244] 金粉: 水足りてない系？
[10441.264] 昼さん: っやっぱトマト トウモロコシ マットフルーツが三種の神器よね
[10485.146] ダダダーク: 装備がくそよえーや
[10487.602] manyyao: 事故り防止のためにもセーブしたいね
[10518.419] 昼さん: うん ここでもエラー吐く可能性あるからこまめにクイックw
[10542.615] manyyao: セーブ警察なってまう
[10560.505] helpman0912: オートセーブはそんなに頻繁でもないからクイックセーブの癖は大事だね
[10562.368] kokohan4: この間に散策するのありだな
[10587.412] ダダダーク: 服の上からレイダーアーマーとかレザーアーマーとか重ね着できますよ
[10589.598] 昼さん: ここらへんで脱落する人多そうなんですよ
[10618.549] 木下ともお: 出来る服と出来ない服があるよ
[10632.266] 昼さん: Voltスーツは優秀
[10633.553] ダダダーク: ボルトスーツは重ね着できる
[10642.806] helpman0912: メニュー開いて装備付け替えとかしたらセーブされるけど、戦闘とか探索10分以上探索しててもオートセーブされないときあるからね、ほんとに大事
[10701.701] 昼さん: ボコり１０
[10707.532] 昼さん: 残り
[10712.023] stylishkaraage: ジャンルとしては、ホラーゲーム?
[10715.949] goraku_: 昼間っからゲームするな
[10720.639] manyyao: 解錠ASMR
[10746.841] ダダダーク: ホラーゲームではないけどたまにびびる
[10748.457] amagase11: それすき
[10752.991] goraku_: ラムちゃんコミコンは行かないの？
[10818.141] 昼さん: ひりつくううう
[10846.200] akichi21: パンイチの男が
[10851.982] helpman0912: ハッキングはつまらないけどロックピックは楽しい
[10864.478] 昼さん: ジェットマジ優秀
[10877.054] manyyao: 手伸ばしまくって取ったw
[10889.615] 昼さん: ショートスリーパー
[10897.715] juridaisuki: 懐かしいゲームやってんねえ
[10909.667] manyyao: セーブえらい
[10909.695] kokohan4: 弾10発か
[10934.672] 昼さん: 除去
[10967.430] 昼さん: ほんのおまけダンジョンでこれ
[10990.570] ダダダーク: アプデでロードマシになった方やぞ
[10999.413] manyyao: ワールドマップの物量えぐいからかな
[11016.038] kokohan4: バラシガール
[11020.845] 昼さん: くるぞ
[11024.316] helpman0912: グラと読み込み改善されるmodあるけど80GBくらいやね
[11033.083] manyyao: バラしていかないと禁断症状
[11035.666] kokohan4: 80Gもあんの？！
[11052.853] 木下ともお: DLC入りなら弾作れなかったっけな
[11060.456] garo9900: ワールドマップはどのくらい埋まりましたか？
[11079.903] 昼さん: ヒャッハーーーーオブジェは解体だーーーーーー
[11080.920] ダダダーク: 解体業者さんですか？
[11089.745] kokohan4: 有ると世界が広がるのは確か
[11131.664] kokohan4: このゲームで一番楽しいときは解体しているときかもしれん
[11147.678] garo9900: ゴミ拾うと軽くなったりせんかな
[11149.138] ぐしや: わかる
[11154.917] ダダダーク: 生を実感する
[11167.974] ぐしや: 建築解体ゴミ拾いが一番の楽しみ
[11170.139] kokohan4: wwwwwwwwwww
[11181.091] 昼さん: 触るもの皆 バラしてた
[11201.106] kokohan4: どうやってバラしてるんだろうな？
[11202.541] harutaito: 拠点化するの？
[11212.751] helpman0912: 解体女王RaMu
[11231.071] kokohan4: バラしてーっていう黄色い声が聞こえるのか
[11306.565] kokohan4: かなりスッキリした
[11316.460] garo9900: すっきりして気分がいいや
[11325.052] ダダダーク: 癖になってんだ、バラすの
[11334.421] manyyao: そこにゴミがあったから
[11347.762] hang018: フォールアウトととか
[11349.623] garo9900: 寝室はそこなのね
[11357.916] 昼さん: 自分はここをPA置き場にしてるな
[11381.706] 昼さん: そう
[11383.307] ダダダーク: ボルトスーツオススメ
[11392.976] 昼さん: 重ね着可能
[11394.254] kokohan4: valutスーツに他の部位別アーマー重ね着が出来る
[11398.524] ダダダーク: そう
[11405.055] garo9900: 重ね着するだけやで
[11405.876] helpman0912: ボルトスーツは肌着ってイメージ
[11430.524] helpman0912: そこに頭、胴、右腕、左腕、右脚、左足 に装備できる
[11430.856] ダダダーク: DMGでソートするといいのが上に来る
[11455.411] manyyao: いいね
[11467.675] kokohan4: あと胴体やな
[11470.077] garo9900: ソートするといいらしいよ
[11508.922] manyyao: 見た目もそれっぽくなってきた
[11519.847] ダダダーク: レイダーアーマー胴体もつけれます
[11530.066] 昼さん: トータル防御値右下
[11532.370] garo9900: 世紀末だしいいんじゃない
[11541.222] kokohan4: 基礎能力あげるのもあるけど、見た目も良くしたいよね
[11557.686] jinton556: ポケットついてると重量ふえる
[11560.357] manyyao: 個人的には胴体ない方が見た目好きではある
[11561.897] ダダダーク: ポケット付きは容量増える
[11596.861] ダダダーク: レイダーアーマー胴体つけれるぞ！！！
[11597.480] kokohan4: 軍作業服って基礎能力上げてアーマーも重ね着出来ないっけ？
[11616.475] garo9900: 胴体ついて無くない？
[11654.090] 昼さん: マッドマックス感よ
[11664.875] kokohan4: 接着剤が……
[11668.763] garo9900: いいね
[11689.521] marudashiponchi: いいの
[11713.718] garo9900: 全部にポッケつけよう
[11716.421] ginger973: 神ゲーやってるやん
[11723.339] 昼さん: 強化たのしいいい言い
[11745.102] manyyao: 悩むのもまたイイ
[11746.231] ダダダーク: またゴミ集めしないとね
[11747.108] ぐしや: ぽっけｶﾞﾁでつけとく
[11761.803] 昼さん: PARKが必要
[11793.072] ダダダーク: サンクチュアリの物資と違うから、サンクチュアリ行けば改造できるんじゃね？
[11796.047] 昼さん: 世紀末奥様っぽくなった
[11807.385] garo9900: レイダーっぽくなってきたね
[11811.055] manyyao: セーブ警察
[11819.901] mojp: おもろい？
[11828.686] helpman0912: ワークベンチおかんと共有化されないよ
[11838.834] garo9900: ｗｗｗ
[11841.301] 昼さん: ファストトラベルもオートはいる
[11853.732] gatmwj: ラムちゃんの配信恋愛相談あり？
[11854.577] kokohan4: 弾がないなら殴ればいいじゃない
[11862.052] 昼さん: レンチ一本で食ってくか.......
[11868.008] ダダダーク: ボルトスーツ着てるとNPCに笑われたりするよ
[11897.887] marcobugenhagen: 多さじゃなくて濃さやろ
[11914.575] kokohan4: 近接武器では分が悪いｗｗ
[11920.297] kappa3969: 先生ｗｗ
[11922.302] helpman0912: ボルトスーツの人間て、冷凍明けの基本雑魚扱いだからね・・・主人公が異端なだけで
[11928.779] rboy_thanks: ﾁｬﾘｰﾝ
[11933.380] 昼さん: なけなしの
[11937.104] kokohan4: 幼生
[11977.242] kokohan4: 玉を見つけるパークも欲しいよね
[11984.982] garo9900: 工場？見えてきた
[11998.101] kokohan4: 初見です
[12010.121] 昼さん: トントンレキシント～～～ン
[12026.887] gatmwj: ２０歳にして初失恋したんだが、元カノ思い出して心がザワザワするんだよね これって普通？
[12032.008] ダダダーク: 弾無限に欲しいなら商人と安く取引できるパークとか、弾の入手が増えるパークがおすすめ
[12035.929] kokohan4: スキルが足らん
[12052.331] garo9900: うっま
[12053.888] kokohan4: 一撃
[12063.980] nicenice01: BloodTrail
[12066.466] rboy_thanks: なんだこれ
[12073.062] otamajyakushi: あたった
[12082.625] wakame52300: ゲージないす
[12088.428] helpman0912: VATSのクリティカル発動させると必中になります
[12098.824] kappa3969: パッド？？
[12101.676] akichi21: 燃えた
[12103.510] 昼さん: 溶けた
[12103.618] jinton556: 灰になった
[12115.247] rboy_thanks: 俺も寝たい
[12118.186] akichi21: こわ
[12118.259] 昼さん: ベッドよこせ！！！！
[12126.286] ダダダーク: 世紀末やね
[12126.414] mojp: こなちゃん
[12138.597] kokohan4: これがレーザー銃か
[12141.610] ダダダーク: こくじん！？
[12149.456] kokohan4: 敵や
[12151.630] jinton556: www
[12153.213] ダダダーク: wwwwww
[12156.137] rboy_thanks: ww
[12160.650] kokohan4: ｗｗｗ
[12161.481] rboy_thanks: 沼
[12164.274] 昼さん: インテリアかと思った？
[12165.402] ダダダーク: タレットも驚いてた
[12169.524] (S)maro134r: ぐぁああああああ！！！！
[12169.772] otamajyakushi: 大人しかったな最初
[12182.199] kokohan4: ライト点ける？
[12212.809] helpman0912: ヨシ！
[12238.990] rboy_thanks: ハロウィンしたいってどう言うこと？
[12245.366] ryusaaay1125: bgmがいいや
[12251.604] 昼さん: レお！！！
[12258.873] 昼さん: そんなところに
[12266.700] manyyao: 雑誌たすかる
[12270.508] rboy_thanks: 玉転がしってクリアした？
[12278.463] 昼さん: やたー
[12288.167] manyyao: すやー
[12345.422] otamajyakushi: お
[12361.055] 昼さん: けっこうそういう場所多いから どこか特定できないなー
[12381.843] 昼さん: シビレル
[12398.154] manyyao: 粘着剤かな？
[12398.248] mandsomone: Basement
[12398.348] 昼さん: ワンダーグルーは接着剤
[12405.025] kappa3969: あ
[12407.504] kokohan4: え
[12408.668] mandsomone: Fusion core there
[12412.475] otamajyakushi: アムウェイ！？
[12423.147] ステンレス天功: アムアムしてキタァ！
[12429.320] kokohan4: 端の扉も鍵かかってたな
[12458.821] kappa3969: 犬邪魔だな
[12459.140] 木下ともお: 老人ホームかな
[12468.896] 昼さん: 解体欲 抑えて
[12495.407] manyyao: 青い扉あったね
[12495.945] kokohan4: レキシントンって街だもんな
[12515.215] mandsomone: Power armor time
[12523.649] 昼さん: FC
[12524.756] otamajyakushi: コアだ
[12529.236] wakame52300: いいね
[12537.229] kokohan4: ワンダーコアが脳裏によぎる
[12544.673] manyyao: 解錠パーク最高やん
[12558.605] 木下ともお: ずっとドッグミートに命令状態になってるのがなんとも
[12559.777] otamajyakushi: ガンダムみたいなの動かせるじゃん
[12564.802] 昼さん: 脳カロリーつかいそう
[12583.460] manyyao: 警察だけど早い？
[12586.601] kokohan4: 可愛いお菓子や
[12619.208] ショウヘイ: チョコシューを凍らせてボリボリ食べるの好き
[12648.898] 昼さん: スパウルきたあ
[12658.660] daidaidaidesu: ここはまずい
[12673.340] 昼さん: レイダーｖｓグール
[12678.214] kokohan4: 漁夫れ
[12687.936] daidaidaidesu: パイプ武器使おう
[12694.800] garo9900: ｗｗｗ
[12698.052] anksya: すかさず死体撃ち
[12698.935] helpman0912: ramuzuKao
[12700.121] manyyao: 突撃いいね
[12717.656] 木下ともお: タイヤレンチで腕を切り落とすバケモノ
[12724.415] 昼さん: この奥様順応速すぎない？
[12736.262] manyyao: プールだ
[12752.681] 昼さん: マシンガンタレットだな
[12757.419] unkosan893: らむ 
[12762.424] ステンレス天功: メガネにすれば
[12785.953] parudora: ＶＡＴＳ使わんの？
[12787.331] 昼さん: ｗｗｗｗｗｗｗｗｗｗ
[12788.593] stylishkaraage: BibleThump
[12789.304] akazukin_san: ｗｗｗｗ
[12791.813] mandsomone: Wwwwww
[12791.966] otamajyakushi: うおw
[12793.226] mojp: ！？
[12793.858] tkkhiro: ｗｗｗ
[12793.972] tonkatsuudj: クカ
[12794.080] anksya: ramuzuKao
[12795.555] kokohan4: ひゅ～ズドン！ってｗｗ
[12797.536] たぬき饅頭: ミニニュークｗｗ
[12798.991] 昼さん: いまのはもうわからん
[12803.497] tkkhiro: 上に注意
[12803.645] harutaito: ヌカランチヤーキター(･∀･)
[12806.466] akazukin_san: 核振ってきたわｗ
[12811.665] unkosan893: 大事故なんじゃぁ 
[12812.886] mandsomone: Clip
[12814.498] anksya: 初見殺し
[12815.455] geeron25: 核兵器打たれた
[12816.908] (S)maro134r: 夢だよ
[12818.066] 木下ともお: ここは大抵誰でもこうなる
[12818.646] helpman0912: 現地民からの手厚い洗礼 
[12821.734] manyyao: 爆撃されてら
[12822.955] tadafu: 小型核爆弾
[12824.499] tonkatsuudj: 最強武器にやられた
[12830.667] wakame52300: あれ痛いよー？
[12837.050] 昼さん: 個人核弾頭か
[12840.317] harutaito: 小型核爆弾
[12841.410] kokohan4: こんなことが許されていいんですか 
[12847.494] どんとこい超常現象: ramuzuYa
[12863.700] 昼さん: ぽっこーーーーん
[12878.883] otamajyakushi: 近接でも使えるんだ！
[12891.953] tkkhiro: 夫マジでよく結婚したな…ｗ
[12893.932] manyyao: バーンアウト必至
[12895.057] anksya: これで子持ち未亡人なのすごい世界よな
[12921.592] tadafu: 攻撃速度遅い
[12922.723] hinanote: 犬は倉庫
[12949.750] 昼さん: ハンマーつよいがスロー
[13006.670] kokohan4: マチェーーテェ！！
[13015.353] tkkhiro: 全然効果ないやんそのシェルター
[13018.016] ダダダーク: 深いね
[13023.735] anksya: BibleThump
[13027.747] geeron25: 入っても餓死します
[13030.416] manyyao: 考察いいね
[13035.447] tkkhiro: 爆弾？ｗ
[13036.531] kokohan4: FPSにした方が取りやすそう
[13037.846] nonta_13: 放射能を防げない食料もない無能シェルター
[13038.043] 昼さん: さっき撃たれたのそれだよ
[13043.499] ダダダーク: 意外とこういうとこ細かいんよなぁ
[13044.894] garo9900: それミサイルですよ
[13045.558] tadafu: さっきの爆弾
[13058.361] hinanote: ミニニュークって出たぞ
[13063.844] ダダダーク: wwwwww
[13065.382] 昼さん: ｗｗｗｗｗｗｗｗｗｗｗ
[13066.213] tkkhiro: ｗｗｗｗ
[13067.059] eqless01: ｗｗｗ
[13069.614] garo9900: わからんか～
[13070.391] daidaidaidesu: ミニニューク
[13070.600] taka8caso: wwwwww
[13071.518] anksya: NotLikeThis
[13073.097] potemkin1018: 隠密してこか
[13074.181] Ippo360: ｗｗｗ
[13074.848] manyyao: 再放送やんw
[13076.355] mandsomone: Wwwwww Clip
[13077.208] 昼さん: ひどい話だよ
[13079.366] tkkhiro: 遠くから観察すべーよ
[13095.202] helpman0912: まあそのためのクイックセーブだから・・・初見はしょうがない
[13095.424] どんとこい超常現象: hanjouNiyaniya
[13104.166] c_h_a_k_a_60: ロケランみたいので撃たれてる
[13106.109] garo9900: 上からミサイル撃たれてるよ
[13106.572] oka_people_: 爆撃されてる
[13114.016] ダダダーク: wwwwwww
[13116.935] tkkhiro: みつけたｗ
[13117.383] 昼さん: こっちはマチェットなのによー
[13117.850] eqless01: ｗ
[13120.104] manyyao: 見えたw
[13120.549] mandsomone: Wwwwwwwww
[13121.128] hinanote: wwwwwwwww
[13121.483] kokohan4: 玉見えたな
[13135.971] anksya: あれだァーッ！！！
[13137.643] tkkhiro: あれだああ←爆発四散
[13141.107] ~MISSING_COMMENTER_INFO~: あれだー！（遺言）
[13149.743] manyyao: そろりそろりするか
[13155.238] helpman0912: 配信としては満点ですね 
[13158.516] ダダダーク: 世の中には諦めることも肝心な時がありますよ
[13186.536] potemkin1018: ライト
[13194.651] ダダダーク: ライトバレるぞ
[13197.633] garo9900: 近づけば大丈夫じゃない？
[13214.634] manyyao: いい感じにスネークしてる
[13221.544] garo9900: ライト消そうか
[13222.684] ダダダーク: あ
[13231.664] groovelivegroovelive: ライト消せ
[13242.132] ダダダーク: 終わりやね
[13243.033] 昼さん: ライトモスニークに影響出ますね
[13243.732] Ippo360: うわあああ
[13245.216] potemkin1018: 構えてるw
[13246.852] mandsomone: Wwwwww
[13248.622] garo9900: これ死んだわ
[13248.748] eqless01: ｗｗｗｗｗ
[13249.713] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[13249.720] 摩利支天尊: wwwwwwwwwwwww
[13250.136] tkkhiro: ｗｗｗ
[13250.412] mado357: 草
[13250.958] ダダダーク: wwwwwww
[13252.232] どんとこい超常現象: w
[13252.450] hinanote: wwwwwwwwwww
[13253.969] anksya: .......
[13254.236] ダダダーク: 走馬灯
[13255.656] みそカツうま男: ごりおし
[13258.698] 昼さん: きれいだなーーーー
[13258.836] mandsomone: Clip
[13261.976] anksya: いきてる！
[13262.337] helpman0912: 相手も生きるために自爆覚悟です
[13265.502] wakame52300: 驚きの白さ
[13265.932] manyyao: ラムちゃんの顔w
[13267.462] どんとこい超常現象: www
[13272.779] oka_people_: うわーん
[13275.239] mandsomone: Wwwwww
[13277.491] tonkatsuudj: おもろ
[13277.980] kokohan4: RPGでもあるからレベルあげるか？
[13278.252] gamezamurai: BibleThump
[13282.700] groovelivegroovelive: パワーアーマー着てて草
[13287.789] hageyamasanagain: wwwww
[13288.583] 昼さん: ＦＯが牙剥いてきた感じだ
[13289.894] ダダダーク: パワーアーマー持ちに近接は無理ゲーや
[13290.315] garo9900: お薬決めてごりおし？
[13290.798] anksya: 高火力で撃たれるまえに殺るしかない
[13291.919] tkkhiro: 強化して出直すのもあり
[13293.342] daidaidaidesu: コズワースをつれていこう
[13294.198] hinanote: それはそうwwww
[13294.259] やどう: ロード画面のネズミと同じ顔してたぞｗｗ
[13295.950] mandsomone: Snipe
[13296.918] helpman0912: まあこういう時はショットガンですよね、屋内で至近距離だし
[13299.881] potemkin1018: 別の所いってレベル上げもありやな
[13305.793] groovelivegroovelive: 👹
[13306.353] 摩利支天尊: ドア越しにヌカランチャー背負ったパワーアーマーレイダーｗｗ
[13307.416] daidaidaidesu: ここ序盤の難所だし
[13314.121] 昼さん: 戦争だーーーーーーー
[13317.048] garo9900: 逃げよう
[13320.863] tonkatsuudj: これは敗走
[13327.383] kokohan4: 逃げるが勝ち
[13328.213] ダダダーク: ここでやーーーーーめたするやつ多いよ
[13329.946] anksya: 戦略的撤退
[13330.210] mandsomone: A lot here
[13335.185] 879bu380: 勇気の撤退
[13346.892] anksya: ここもなかなか激戦区よねコルベガ
[13354.923] mandsomone: Everywhere
[13357.016] kokohan4: これは難所
[13362.982] manyyao: ここ懐かし
[13365.074] 昼さん: 序盤でここ誘導するとかあたおかなんすよね～
[13366.867] garo9900: レイダーいっぱいいるねここ
[13368.282] groovelivegroovelive: ここで詰む人多いよな
[13381.028] tadafu: 装備整えてからだな
[13384.208] ダダダーク: コレ無視して他のクエストいったほうがいいですよ
[13389.426] helpman0912: まあ序盤の難所ですねぇここ、序盤でヌカランチャーはベゼスダやってんねぇ！って思ったわ
[13393.118] 木下ともお: いきなりコルベが指定する入植者が鬼畜すぎる
[13400.451] 昼さん: 大要塞
[13409.471] mandsomone: Power armor time
[13414.578] eqless01: ここ俺も苦労したなぁ
[13416.278] oka_people_: 敗走
[13416.973] daidaidaidesu: 俺初見で10回以上４んだ
[13427.171] garo9900: 他のとこ探索しよか
[13434.372] helpman0912: この辺から遠距離もいるかもなって思ってくる
[13451.019] ダダダーク: この時点じゃ弾も武器も装備も何も足りてない正直
[13452.263] 昼さん: 延べ３０人以上のレイダーと戦う羽目になる
[13464.096] Kazuki1997: ひろった薬とか食べ物とかフル活用しながら戦ったほうがいい
[13468.563] garo9900: スナとショットガン欲しいね
[13469.732] 昼さん: お？
[13480.108] groovelivegroovelive: fallout4で1番難しいまであるよな
[13491.113] manyyao: 食料満たされた！
[13493.042] groovelivegroovelive: トマトきた
[13494.286] 昼さん: 100%いったーーーーーー
[13535.582] kokohan4: なんでだよｗｗ
[13539.450] 昼さん: 梯子建てますかw
[13540.181] ダダダーク: バグってて草
[13541.743] manyyao: 階段つくるか
[13541.848] 木下ともお: 怪談つくろう
[13545.240] tonkatsuudj: 階段つくれるぞ
[13546.898] kokohan4: 階段作るしか無い
[13546.962] akazukin_san: 階段クラフトしろ
[13561.032] daidaidaidesu: 夜にすると寝床にいく
[13563.982] groovelivegroovelive: 階段
[13567.908] 昼さん: 木材
[13577.193] groovelivegroovelive: 階段つくる
[13602.173] tonkatsuudj: こいつどうやって登ったんや
[13609.425] 昼さん: 試してきやがる
[13610.104] ダダダーク: こんな高いところ登って、悩みごとでもあるのかなこいつ
[13610.228] garo9900: 高所から見張りとはやるな
[13618.885] groovelivegroovelive: 欠陥住宅
[13624.189] tkkhiro: ｗｗｗ
[13646.332] 昼さん: お手軽なのがこれ
[13665.598] manyyao: 住人にも武器装備させるけど持たせる弾丸は一発でよかったはず
[13671.017] groovelivegroovelive: タレット作れない？
[13674.654] ダダダーク: それも配置必要やで
[13687.106] daidaidaidesu: マママーフィを配置
[13689.878] ダダダーク: 人の配置
[13691.256] 摩利支天尊: そう思っていた時期が私にもありました
[13703.675] eqless01: 一個だけでいいのか
[13705.368] garo9900: まぁみんなここに置くよね
[13709.067] 木下ともお: 確か大抵のリソースは一人につき6ポイント分まで割り当てられる
[13716.788] groovelivegroovelive: タレットきたーー
[13761.106] 昼さん: イエス
[13761.127] kokohan4: チュートリアル完了って感じか
[13767.492] manyyao: パークタイムきたー
[13782.198] garo9900: 戦闘系とか？
[13786.813] kokohan4: 弾かピッキングか
[13795.093] neet_no_ojisan: 重量
[13800.429] 昼さん: 近接まっしぐら
[13804.613] akichi21: つくってわくわく
[13812.917] ダダダーク: 近接苦しそう
[13840.040] garo9900: なんやこれｗ
[13841.104] 昼さん: 忍者かよ
[13841.891] ダダダーク: センスが男子中学生
[13848.721] kokohan4: 暗殺者みたい
[13855.303] groovelivegroovelive: マチェットでいくのか…
[13857.738] tadafu: 世紀末
[13858.332] manyyao: 厨二欲満たされるやん
[13865.929] 昼さん: なんちゅう厨二武器
[13870.043] bear8i8: ほぼウルヴァリン
[13873.264] daidaidaidesu: 近接は面白い武器いっぱいある
[13876.798] kokohan4: かっこよければカッコいいほどいい
[13878.815] どんとこい超常現象: 出血はいいぞー
[13885.716] garo9900: さっきのやつこれでやるんか?w
[13897.343] daidaidaidesu: 出血は強いね
[13901.496] wakame52300: さっきのロケランに対抗できるか？
[13910.183] ダダダーク: それでロケランに勝てるか？
[13913.371] 摩利支天尊: 核vs.メリケンサック
[13914.127] manyyao: テンション大事
[13914.936] どんとこい超常現象: リベンジ行こうぜ
[13920.023] 木下ともお: ネイトが今の姿見たらどう思うか・・・
[13926.210] kokohan4: 狩りに行くか
[13942.390] Tntk01: 試し殴りしにいこうぜ
[13951.824] mandsomone: Red rocket station
[13953.936] kokohan4: パワーアーマーどこ行った？
[13964.873] Tntk01: 近接だしアーマー欲しいね
[13971.976] 昼さん: なぐｙりこみいくのか！
[13986.775] daidaidaidesu: コルベガ攻略したら全クリでいいぞ
[14006.255] garo9900: ご飯と回復いっぱい持っていこうか
[14019.944] helpman0912: 今から～一緒に～ これから～一緒に～
[14023.484] groovelivegroovelive: 長期戦になるぞ
[14032.666] toda0613: 結婚してた時より人生充実してそう
[14034.886] 昼さん: 左上に電波受信 って出たらラジオチューニングしてみて～
[14055.285] opennnnnnnn: グレネードとか地雷とか全てを駆使して攻略したな
[14093.886] ダダダーク: グレネードで56すの気持ちいい
