[5.367] da1marrrr: うおおおおおおおおおおおお
[7189.154] すてらいつ: カーッ
[7189.300] suiha_7: 世界が違う
[7189.390] milky_0_: さすが
[7189.585] ra1two: かっけぇ
[7189.587] しかくのさんかく: すんごー
[7189.641] koronn1101: かっけぇ
[7189.813] gaiantufan: すげぇ
[7189.817] (S)ねぴん活動休止中: 2人いちゃだめなんか
[7189.898] (S)koharapi: かぁーーー
[7190.238] ayunosioyaki0223: すげぇ
[7190.456] (S)kohanai__o4: かー
[7190.465] (S)ベニマル: かーwwwwww
[7190.569] ~MISSING_COMMENTER_INFO~: カーwwwwww
[7190.571] 立花日和_040309: かーーー
[7190.785] ちのぽ: www
[7191.001] (S)gyouzachann: そういうことなのよ
[7191.005] melon__006: かぁーwwwww
[7191.074] moris1013: かーー
[7191.164] (S)抹茶の午後: すげー
[7191.210] おれおお食べ: かっけぇぇぇぇぇ！
[7191.273] noa10_06: すげぇ
[7191.397] しゃろっく: そーゆーこと
[7191.399] (S)chayu_san: すんげえか
[7191.424] mxesan: かーーー
[7191.427] 肘丸: かっけぇ
[7191.457] (S)さえだ: かーーーーー
[7191.471] smile_826: こーーー
[7191.545] そふぃ3: かぁーっておっさんすぎる
[7191.596] (S)雪狐0143: かぁー
[7192.372] 灰鷹: らっだあさんね
[7192.458] さくいろか: かぁーー
[7192.626] mikann7: かーー
[7192.868] yoichimu: かァー
[7193.130] 白菫: かっけぇ
[7193.356] satela_A: タン吐くな
[7193.356] (S)シュウ米: かーーーw
[7193.468] すいぺりあ: カーやめてww
[7193.654] 暗黙の緑茶: どうもこうも芸能人
[7193.767] (S)朝顔もーにんぐ: かー
[7193.970] えぬあい: かあー
[7193.981] raro12346: かーw
[7194.258] charlotte0ra: かっけぇ
[7194.650] (S)Ruria00: じじいなのよリアクション
[7194.672] jhonnymorimori: 風呂上がりのビールかよ
[7195.031] めるめ: 世界が違うのよ
[7195.052] qprz_: カーッ
[7195.857] むろ_: かぁー
[7196.334] piisuke0428: かっけえええええ
[7196.398] yottando_o: かーっぺ！
[7196.500] nanasi___0: かぁー
[7196.571] (S)sora_mameee: 一般男性だもんな
[7196.646] hima_norita: wwwwww
[7197.049] yuasee: あー
[7197.366] raro12346: wwwwww
[7197.713] nazu_7z: CAR
[7197.876] (S)nobume0v0: 天下のジャニーズ
[7198.223] 愛の林檎: wwwwwwwwwwwwwwwwww
[7198.224] 神崎立夏: www
[7198.478] のこ木綿: カーーwww
[7198.838] mi_tyan562: あーw
[7198.848] 岩屋: 世界ちがうわ
[7199.039] Sironoawa_: かーwww
[7199.060] (S)雪狐0143: あー
[7199.071] yume_1103: あー
[7199.306] スカイウリ: あー
[7199.452] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[7199.476] tukky1208: なるほどねぇ
[7199.662] (S)kuugay0905: wwwwwwwwww
[7199.879] tsunagungun: らだおには無理やな
[7200.345] ayunosioyaki0223: www
[7200.484] にわすずめ: あーwwww
[7201.096] ginger_1202: wwwwww
[7201.257] (S)ｻｧｻ: あー
[7201.329] ホトトギス: あーwww
[7201.358] そふぃ3: なるほどwwwww
[7202.048] miyamiya138: あー
[7202.396] pokaburu: その人とAPEX！！？？
[7202.617] takenokomusi: ジジイ
[7202.739] (S)壱代目: www
[7204.852] (S)とりここ: 痰吐くのか
[7204.861] よっしぃ37: どっちかというと表だけど
[7206.039] raro12346: やっぱジャニーズちげえわ
[7206.060] rosemary0920: 配信者やなぁw
[7206.074] 雨傘ライ: すげぇ…
[7206.282] Tqke_leo: 言ってみてぇ。地上波出るんでその時間無理ですって
[7206.797] こんヰろ: らっでぃはむりだね
[7206.975] (S)chayu_san: そうだぞ天下のジャニーズ様だぞ
[7207.038] 愛の林檎: そういうこともあるんかwww
[7207.235] yuasee: なるほどなぁ
[7207.832] akakun02: あー
[7209.126] (S)ねぴん活動休止中: 断るという選択肢
[7209.304] tanuki_pan: らっだぁ収録ありません
[7210.258] (S)壱代目: なるほどw
[7210.706] (S)朝顔もーにんぐ: そうなんだ
[7210.767] 神崎立夏: へー
[7210.781] satela_A: あ
[7210.900] すてらいつ: そんなこと考えず配信しそうならっだぁ
[7211.039] 8分19秒: 一般人いね？
[7211.821] カミウララ: 疲れるしなぁ
[7212.031] れなぽんぽん: あ
[7212.201] (S)おまめぃ: ないー…
[7212.263] スペルタン: らっだぁ…は？
[7212.440] rin7331: お前は地上波に映せない存在だからな
[7212.472] 白菫: らだおは誘われもしないもんな、、
[7213.923] lesser2525: あ
[7214.775] ホトトギス: らっだぁは無いと
[7214.868] raimu55: どんまい
[7214.893] たいやっき: あ
[7214.937] にわすずめ: へー
[7214.963] kohana0d06: へー
[7215.156] 愛の林檎: へー
[7215.208] (S)視聴者ぁ: へえ〜
[7215.635] yuasee: へー
[7216.078] soraha00: w
[7216.504] 暗黙の緑茶: へー
[7216.625] (S)雪狐0143: へー
[7216.787] akatonnbo0912: ぽまえは？？
[7216.847] raro12346: へー
[7217.395] zuzucco_zu: へー
[7217.643] スペルタン: へー！
[7217.661] mi_tyan562: へー
[7218.040] jhonnymorimori: へー
[7218.485] wpj575: へー
[7218.570] (S)ふづきんぐ00: へー
[7218.638] suiha_7: へー
[7218.671] hima_norita: ないのはぽまえだけ…
[7218.704] あげだし丸: へー
[7218.831] yuhi_k: へー
[7218.870] 岩屋: やば
[7218.898] ayunosioyaki0223: へー
[7218.910] ruk_mkt: へー
[7219.035] (S)gyouzachann: ほー
[7219.146] Ichigo_Strawberry15: へー
[7219.245] (S)ベニマル: へー
[7219.357] (S)Ruria00: へー
[7219.382] (S)kuugay0905: へー
[7219.468] aruto_33: へー
[7219.876] めるめ: そうなんや
[7219.879] ruu_ha: へー
[7220.095] moris1013: へー
[7220.113] ginger_1202: へー
[7220.214] (S)視聴者ぁ: そうなんだ
[7220.286] 愛の林檎: 初めて知った
[7220.388] 猫又01: へー
[7220.529] のこ木綿: へー
[7220.590] 雨傘ライ: へぇー！
[7220.684] takowasa9280: へー
[7220.705] rona0525: へー
[7220.760] ~MISSING_COMMENTER_INFO~: へー
[7220.798] tukky1208: 大変だぁ
[7220.911] ほのぼの: へー
[7221.017] そふぃ3: へー
[7221.108] baceneKo: ｗｗｗｗｗｗｗ
[7221.182] (S)きのここ: wwwwww
[7221.222] shilva_0: へー
[7221.554] melon__006: へー
[7221.671] takenokomusi: 一般人代表
[7221.778] しば茶漬け: まぁそうよな
[7221.892] suipi___: へー
[7221.901] nakihai556: wwwwwwww
[7221.971] (S)視聴者ぁ: www
[7222.074] にゃんねね: へー
[7222.137] (S)シュウ米: へー
[7222.289] himikokichi_06: wwww
[7222.518] pu_tyan: へー
[7222.566] 神崎立夏: せやな
[7222.657] mi_tyan562: wwwwww
[7222.756] (S)imnameak: 一方らっだぁは...
[7222.776] nattu__: へー
[7222.821] exia_182: へー
[7223.021] yuasee: wwwwwww
[7223.077] ネガエリ: へー
[7223.432] 紗弥0926: www
[7223.493] raime0905: はえー
[7223.568] (S)さねとも: すげー
[7223.578] (S)ゆずシフォン: へー
[7223.669] すいぺりあ: 分身しちゃダメわろたww
[7223.725] naratakippp: へー
[7223.782] 愛の林檎: wwwwwwwwwwwwwwwwwwww
[7223.853] オレオおおおおおお: wwww
[7223.924] wakakun_02: !rank
[7223.936] (S)nobume0v0: そーなんだ！
[7224.013] sunomono8: wwwww
[7224.111] rin5_3: でもいまらっだぁには東京タワーとコラボがある
[7224.335] (S)ふづきんぐ00: www
[7224.501] yume_1103: www
[7224.554] まだら25: へー
[7224.556] aruto_33: wwww
[7224.637] にわすずめ: そうだろ
[7224.647] rona0525: wwwwwwwwwww
[7224.678] 立花日和_040309: www
[7224.926] (S)ポペ: ｗｗｗｗｗｗ
[7225.017] (S)いちうら: ｗｗｗｗｗ
[7225.155] 雨傘ライ: www
[7225.203] tunamayo1234: へー
[7225.376] suiha_7: それはそう
[7225.402] (S)わらびもち_11: wwwwwww
[7225.418] ayunosioyaki0223: wwww
[7225.604] ruk_mkt: wwww
[7225.615] toremoro_san: へー
[7225.631] (S)kuugay0905: wwwwwwwwwww
[7225.703] raro12346: そうだよ
[7225.792] (S)壱代目: へー
[7225.823] (S)muni_208: wwwwwww
[7225.837] びす3180: へー
[7225.895] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗｗｗ
[7225.924] るらま: らっだぁ…
[7226.075] バザァァァド: www
[7226.225] yukichan2525: www
[7226.278] mbando55: wwwwwwww
[7226.568] スカイウリ: ほんまに
[7226.759] kawaharaya: www
[7226.826] えふむ: 15位
[7226.827] mikankan693: wwwwww
[7226.837] charlotte0ra: wwwwww
[7226.888] (S)じゅうけんせい: ぽまえもいつかくるよ…
[7226.923] ぬいぬい_: 一般ではあるよw
[7226.985] kagura_kiba: www
[7227.010] ほのぼの: 一般人B
[7227.051] 白菫: いやそうだよ
[7227.441] リライトパンダ: w
[7227.547] pu_tyan: wwwwwwwwww
[7227.662] KinakoMochi_06: 一般人B
[7227.726] (S)るちのー: やっぱり場違い
[7227.956] nanasi___0: www
[7228.082] まだら25: wwwww
[7228.219] qprz_: らっだぁ…お前は……
[7228.325] (S)きのここ: まあそうw
[7228.352] noa10_06: 笑笑
[7228.537] wpj575: 一般人だろ
[7228.649] mikann7: wwww
[7228.744] tanuki_pan: 一般人らだお
[7228.752] (S)シュウ米: そうだろw
[7228.765] あがちぬ: 事実
[7229.049] れもばあ: 顔出したらぽまえもあるんじゃないか？
[7229.199] toremoro_san: wwww
[7229.230] shakekan0701: wwwww
[7229.284] nanyasore: そうだよ
[7229.357] smile_826: wwwwwww
[7229.375] Mira7510: www
[7229.411] (S)sora_mameee: らだおは無所属一般人だもんな
[7229.517] mary611: 間違いないだろ
[7229.529] melonmelo_: wwwwww
[7229.536] pu_tyan: そうだろ
[7229.610] (S)ゆずシフォン: wwww
[7229.746] しば茶漬け: 一般通過男性
[7229.856] emisuba0730: wwwww
[7229.955] melon__006: wwwwwww
[7230.078] ~MISSING_COMMENTER_INFO~: そらそう
[7230.175] (S)rikurou56: そうだよ
[7230.262] tiger_bay: 真理
[7230.287] めるめ: 一般人だよ
[7230.305] raime0905: wwwwww
[7230.316] えぬあい: へー
[7230.353] こんヰろ: 一般男性Bだもんね
[7230.541] 灰鷹: そうだよ？？
[7230.759] ligr0w_24: 実際そうでしょ
[7230.766] スペルタン: え？
[7230.922] re_orange814: wwwww
[7230.991] にわすずめ: wwwwwwww
[7231.171] rin5_3: え
[7231.186] のいたぬ: そうだよwwwwwww
[7231.241] raimugigohan: wwwww
[7231.420] satela_A: 一方その頃らっだぁは
[7231.503] (S)koharapi: wwwwww
[7231.556] (S)壱代目: ぬるりとw
[7231.599] カミウララ: そうだろ
[7231.660] flower1206: wwwww
[7231.682] yoichimu: wwwwwwwwwwww
[7232.270] toremoro_san: ぽまえは？
[7232.285] ron25709: ww
[7232.561] ホトトギス: 間違いない
[7232.833] kajishun_doiya1016: それはそうやろw
[7233.135] 岩屋: 分身しまくってるもんねらだお
[7233.562] (S)ねぴん活動休止中: 否定されないw
[7233.621] えぬあい: wwww
[7233.916] myugi39: wwwwwwww
[7234.002] maka99990: それが人気の理由やぞ
[7234.258] そふぃ3: テレビに映り込む一般人すぎる
[7234.596] rin5_3: 急に？
[7234.904] koronn1101: みたいじゃないぞ
[7236.227] (S)imnameak: いきなり一般人化したな
[7236.267] kedamanoma: wwwwww
[7236.592] るらま: 一般人
[7236.815] tanuki_pan: ぬるっとw
[7237.140] tukky1208: 一般通過男性R
[7237.231] (S)torue_p: 一般人らだお
[7237.773] 莉田: wwwwwww
[7237.788] yuhi_k: wwwww
[7238.418] tsunagungun: おまえはただの一般人やぞ
[7238.613] 愛の林檎: 急や
[7239.386] ruk_mkt: 間違ってない
[7239.873] LILI00722: ホントにお前誰ｗｗ
[7240.020] yume_1103: 一般人らだお
[7240.206] 猫又01: おい
[7240.442] baceneKo: え
[7241.396] nazu_7z: おい
[7241.580] (S)視聴者ぁ: wwww
[7241.918] こんヰろ: 行ってこい
[7242.216] mikankan693: 一般人wwwwww
[7242.271] スペルタン: きたあああああ
[7242.827] (S)壱代目: あ
[7243.063] ginger_1202: え
[7243.211] るらま: え
[7243.407] tukky1208: 今かよ
[7243.667] みさお婆ちゃん: www
[7243.719] 白菫: 否定されないのが悲しい
[7243.930] (S)ｻｧｻ: あ
[7244.137] まだら25: おい
[7244.180] ~MISSING_COMMENTER_INFO~: おい
[7244.234] kohana0d06: おい
[7244.270] 雨傘ライ: は？？
[7244.337] yume_1103: え
[7244.356] (S)雪狐0143: おい
[7244.391] 灰鷹: おい
[7244.438] (S)chayu_san: え
[7244.551] ruu_ha: 尿エイム
[7244.580] スペルタン: radaoKitya
[7244.715] (S)さねとも: 一般人だ
[7244.800] raruaaa: え
[7244.870] mikann7: え
[7244.979] そふぃ3: え？
[7245.030] raime0905: え
[7245.074] (S)misogomadare: おい
[7245.251] yuasee: え
[7245.298] chankyo8: え
[7245.585] baceneKo: 我慢エイム
[7245.701] えりさ_: あ
[7245.921] 猫雪: 東京タワーと一般人
[7246.031] (S)Ruria00: おい
[7246.078] (S)a_mondoKojio: 男性B
[7246.139] toremoro_san: え
[7246.636] しかくのさんかく: 我慢エイム
[7246.900] まだら25: え
[7246.919] nazu_7z: ｗｗｗ
[7246.943] 雨傘ライ: おい
[7247.013] (S)kuugay0905: え
[7247.080] rin5_3: エイムあったまるか
[7247.134] tanuki_pan: がんばえ〜 
[7247.231] nanyasore: おい
[7247.371] satela_A: え
[7247.487] maka99990: 漏らせ
[7247.557] smile_826: え
[7247.596] 0_かえでぇぇ: 一応お前も100万だぞ
[7248.228] flower1206: え
[7248.497] mikankan693: 今？
[7248.502] exia_182: え
[7248.525] すてらいつ: トイレエイム
[7248.675] himikokichi_06: 我慢エイム
[7248.701] (S)waterdragon131: おしがまエイム
[7248.789] みーだん: は？
[7248.898] (S)a_mondoKojio: え
[7249.080] (S)ゴミ以下でごめん: 我慢AIM
[7249.096] 愛の林檎: おしがまエイム見せつけろ
[7249.335] (S)dhisan_ino: おしがまエイム
[7249.554] (S)ベニマル: 我慢エイム
[7249.639] (S)ふづきんぐ00: 東京タワーとコラボする一般人w
[7249.768] ~MISSING_COMMENTER_INFO~: おしっこAIM
[7250.008] 立花日和_040309: え
[7250.029] ~MISSING_COMMENTER_INFO~: おしがまエイム
[7250.034] 犬ﾚ: 我慢エイム
[7250.081] (S)gyouzachann: 我慢エイム！
[7250.257] kikuchinochi: 我慢してたら強い
[7250.599] sqltcandy: 高めろ
[7250.966] ﾐﾗ: 同じこと言ってるwww
[7251.145] nattu__: 我慢エイム
[7251.199] (S)じゅうけんせい: 情けなく撒き散らせ
[7251.285] (S)おまめぃ: 我慢してる方が
[7251.299] ka_ki0115: おい
[7251.361] さくいろか: おしがま
[7251.587] yume_1103: www
[7251.806] (S)nobume0v0: 我慢エイム
[7252.052] moris1013: なんでだよ
[7252.053] 岩屋: エイムよくなる
[7252.057] satela_A: 我慢エイム
[7252.215] 和食定食: 我慢エイムで
[7252.287] rin5_3: そうなんよね
[7252.486] うみねこアイサ: トイレエイム
[7252.520] foexeed: 一般人（登録者数100万）
[7252.722] jhonnymorimori: ため込もう
[7252.765] スペルタン: 情けなく撒き散らせ
[7252.882] めるめ: こらこら
[7252.899] (S)Ruria00: 我慢エイム
[7253.098] そふぃ3: 尿意我慢AIMwwwww
[7253.132] ginger_1202: もらすなよ
[7253.881] さなもろ: あれ
[7253.905] (S)視聴者ぁ: 尿エイム？
[7254.035] (S)雪狐0143: トイレAIM
[7254.059] crow_d27i7: 我慢エイムだ
[7254.098] rosemary0920: 我慢エイムきちゃ
[7254.206] 甘酒大好き: おしがまエイム
[7254.253] すいぺりあ: 我慢エイム
[7254.268] kamiyu0306: 我慢エイム
[7254.436] (S)gyouzachann: みんな言うw
[7254.678] charlotte0ra: wwww
[7255.212] tukky1208: おしがまエイムいくべ
[7255.384] shilva_0: radaoFight
[7255.628] 野生のたんぽぽ: 漏らすのか.....？
[7255.782] 髭ピー: しゃれらWIN!
[7256.195] Tqke_leo: 芸能人達に紛れ込む一般人らだお
[7256.653] (S)kiiwiii4649: おしがまエイム
[7256.812] ほのぼの: 我慢エイム
[7256.838] 莉田: 我慢エイムwwww
[7256.928] ホトトギス: おしがまエイム
[7257.095] mikankan693: wwwww
[7257.316] しば茶漬け: らっだぁがそういうの出るとしたらあのお面装備して出るんか？？？
[7257.332] 灰鷹: 漏らしても言っちゃダメだぞ
[7257.605] 8分19秒: 情けなく巻き散らせ
[7257.729] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[7257.804] ligr0w_24: そんなこと教えるなww
[7258.081] (S)redooosannn: エイム上がるか
[7258.413] (S)いちうら: 我慢エイム
[7258.984] こんヰろ: ペットボトル
[7258.985] tsunagungun: 漏らそう
[7259.112] nanasi___0: 我慢エイム
[7259.598] (S)a_mondoKojio: 我慢エイム
[7259.777] 雨傘ライ: 我慢エイムw
[7260.161] 岩屋: 尿エイム
[7260.352] tunamayo1234: www
[7260.376] raimugigohan: その迷信なんなんwwwww
[7260.405] やしろーる: radaoFight
[7260.558] (S)雪狐0143: 我慢AIM
[7260.818] mikann7: 我慢エイムw
[7261.369] (S)chayu_san: 尿エイムwwww
[7261.946] めるめ: 話題は選べよ
[7261.983] baceneKo: え
[7261.984] 神崎立夏: wwwwww
[7262.106] よっしぃ37: 情けなく撒き散らせ
[7262.444] 愛の林檎: SHALERAWIN
[7262.807] すてらいつ: ジャニーズの前でなんてことを
[7263.114] えりさ_: 我慢AIMきたな
[7263.382] kikuchinochi: じゃあ死んだらショックで漏れるやん
[7263.480] (S)おまめぃ: チャーライタイムきた？
[7263.545] れなぽんぽん: でた
[7263.677] うもうくん: 俗説
[7263.705] nanyasore: それ共通認識なんだw
[7263.753] moris1013: もらせ
[7263.802] (S)torue_p: ボトルエイム
[7263.817] mi_tyan562: え
[7263.970] オレオおおおおおお: ktkr
[7264.049] ゆわち: 我慢エイム
[7264.151] ~MISSING_COMMENTER_INFO~: あるよ
[7264.762] 立花日和_040309: 我慢エイムえぐいよね
[7264.959] 23gou: おしっこえいむ
[7265.137] mary611: 超えたらデバフだけどな
[7265.217] (S)いちうら: へー
[7265.258] ruk_mkt: ジャニーズに何言ってんだww
[7265.499] (S)sora_mameee: え
[7265.675] るらま: 我慢エイムｗｗ
[7265.748] ~MISSING_COMMENTER_INFO~: radaoIQ2000
[7265.914] (S)視聴者ぁ: え
[7266.727] 莉田: え
[7267.096] crow_d27i7: へー
[7267.246] 神崎立夏: あるらしいよね
[7267.414] さくいろか: そうっすよ？もおかしい
[7267.494] まだら25: へー
[7267.670] べにあらし: 我慢AIM
[7267.689] 雨傘ライ: え
[7267.965] そふぃ3: え！る
[7268.009] にわすずめ: へー
[7268.570] ふちてゃん: 我慢エイム
[7268.842] りむだよー: まーた尿エイムやん
[7269.492] (S)Ruria00: そんなデータいらねぇw
[7269.571] mikankan693: え
[7269.586] (S)なんでもいい: まじか
[7269.598] ホトトギス: 尿瓶準備しとけよ
[7269.728] rin5_3: 我慢エイム
[7269.773] yottando_o: ゲーミングオムツはけよ
[7270.240] sqltcandy: 精神を練り上げろ
[7270.303] (S)雪狐0143: え
[7270.468] 和食定食: へー
[7270.472] (S)さえだ: え
[7270.497] そふぃ3: え！？
[7270.501] まだら25: マジか
[7270.779] miyamiya138: へー
[7270.852] (S)視聴者ぁ: そうなんだ
[7271.000] ka_ki0115: 頼むから漏らさないでくれよ
[7271.023] しば茶漬け: マ？
[7271.265] えりさ_: radaoIQ2000
[7271.483] 雨傘ライ: すげぇ
[7271.595] 1chimare: 今何試合目？
[7272.281] tukky1208: あるらしいよな
[7272.559] たいやっき: へー
[7272.739] Tqke_leo: 確かある
[7273.058] Ichigo_Strawberry15: え
[7273.558] 愛の林檎: 適当だったんかい
[7273.575] miicha_mo: radaoIQ2000
[7273.688] soraha00: w
[7273.738] 立花日和_040309: 適当かよw
[7274.294] 縮緬雑魚: 適当言ってんね
[7274.367] (S)redooosannn: 我慢エイム草
[7274.587] tsunagungun: え
[7275.331] toremoro_san: ジャニーズとする話じゃねぇ
[7275.570] ~MISSING_COMMENTER_INFO~: メガネクイッ
[7275.625] (S)koharapi: へー
[7276.465] chankyo8: あるんだ
[7276.883] (S)chayu_san: radaoIQ2000
[7277.090] nattu__: 尿瓶用意しろ
[7277.354] takenokomusi: 漏らすなこれ
[7277.969] kajishun_doiya1016: 山田さんの前でそんなこと言うな笑
[7277.977] (S)kuronowa2525: radaoIQ2000
[7278.086] そふぃ3: ガチなのかよwwwww
[7278.138] (S)a_mondoKojio: 尿瓶準備できた？
[7278.720] oorer10969: まじ？
[7278.878] えぬあい: radaoIQ2000
[7279.761] にわすずめ: wwwwwwwww
[7280.271] 愛の林檎: 間違いない
[7280.550] (S)視聴者ぁ: www
[7280.849] Ichigo_Strawberry15: www
[7281.315] ayunosioyaki0223: www
[7281.418] mira1530: お前またトイレかよ
[7281.996] 莉田: wwwwwww
[7282.222] えりさ_: wwwwwwwww
[7282.249] (S)nobume0v0: wwwww
[7282.569] nanasi___0: ww
[7282.745] jhonnymorimori: 科学的根拠に基づいた理論
[7282.829] Ichigo_Strawberry15: radaoFight
[7282.861] さくいろか: radaoToire
[7283.150] toremoro_san: wwwww
[7283.312] (S)雪狐0143: wwwwwwww
[7283.729] charlotte0ra: www
[7284.675] exia_182: wwww
[7285.062] nagi_IK: wwwww
[7285.938] (S)nobume0v0: radaoFight
[7286.428] えぬあい: 適当いってんね
[7286.587] yume_1103: www
[7286.676] (S)koharapi: wwwwww
[7286.688] (S)壱代目: radaoFight
[7287.288] dokukinoco: radaoFight
[7287.445] 雨傘ライ: 漏らすなよw
[7287.663] しば茶漬け: 本戦2戦目か？
[7288.168] toubun__: wwwwwww
[7288.668] syachoo_: radaoFight
[7288.859] (S)chayu_san: radaoToire
[7289.635] takenokomusi: ペットボトル用意
[7289.683] 莉田: まーたトイレの話してる
[7289.817] まだら25: wwww
[7290.340] (S)わらびもち_11: radaoFight
[7291.076] hima_norita: がんばえー!!
[7291.162] pu_tyan: radaoFight
[7291.171] (S)yuki_empty: radaoFight
[7291.368] (S)ライリキ: radaoToire
[7291.542] baceneKo: がんばれ！！
[7291.601] 角角家: がんばえー！
[7292.055] riku0572: がんばれ 
[7292.430] jhonnymorimori: radaoFight
[7293.032] よしおじさん: ちょっとラグくないか
[7293.079] (S)kurono1627: radaoFight
[7293.381] 愛の林檎: radaoFight
[7293.557] jasper_once: 今北何戦目？
[7293.602] (S)mei_chan0504: radaoFight
[7293.653] スペルタン: 膀胱を犠牲に
[7293.754] うみねこアイサ: radaoFight
[7295.304] ゆかりんりん: radaoFight
[7295.640] lunoyu: radaoFight
[7296.094] (S)kiiwiii4649: なさまき
[7296.326] そふぃ3: トイレ横に置いておけ
[7296.844] 神崎立夏: がんばえー
[7297.559] snow__forest: radaoFight
[7297.835] 8分19秒: radaoFight
[7298.115] nazu_7z: がんばえー
[7298.242] (S)げむ: radaoFight
[7298.397] もえもん: radaoFight
[7299.127] kikuchinochi: がんばれ！！
[7299.374] oshousantotanbo: これ何戦目ですか？
[7299.910] takenokomusi: がんばえ
[7300.612] (S)なんでもいい: radaoFight
[7301.309] 雨傘ライ: 頑張れー！
[7301.551] (S)torue_p: がんばれー
[7302.368] (S)朝顔もーにんぐ: SHALERAWIN
[7302.659] むろ_: がんばれー！
[7302.685] 愛の林檎: なんでやろね
[7303.253] スペルタン: 2
[7303.361] saranana_0209: がんばえー
[7304.127] にわすずめ: radaoFight
[7304.266] (S)chayu_san: radaoFight
[7304.643] ほのぼの: radaoFight
[7304.688] husiginaorenge: 頑張れー
[7304.726] nakihai556: radaoFight
[7304.881] (S)雪狐0143: がんばえ
[7305.199] rona0525: がんばえー！！
[7305.938] (S)シュウ米: radaoFight
[7306.170] 臓もつ煮: radaoFight
[7306.500] mi_tyan562: がんばれー！
[7306.855] るらま: 頑張れ〜〜〜
[7306.889] こんヰろ: 次こそは頑張れよ
[7307.971] zoon8629352: 頑張れ👍
[7308.023] (S)emazkirin: がんばれー！
[7308.057] (S)シイ_ラ: radaoFight
[7308.716] ホトトギス: radaoFight
[7309.520] ruk_mkt: がんばえー
[7310.504] こんヰろ: トイレのために
[7310.741] ka_ki0115: がんばってー
[7310.752] ゆわち: がんばれー！！
[7310.803] kohana0d06: radaoFight
[7311.093] たるる44: がんばれー
[7311.156] ~MISSING_COMMENTER_INFO~: radaoFight
[7311.335] nekodama2155: radaoFight
[7312.173] すてらいつ: がんばれ我慢エイム
[7312.229] (S)koharapi: radaoFight
[7312.499] (S)emazkirin: radaoFight
[7313.382] (S)Ruria00: radaoFight
[7314.140] (S)朝顔もーにんぐ: これ2戦目
[7315.446] えりさ_: がんばえ
[7315.712] (S)視聴者ぁ: radaoFight
[7315.720] こんにゃ: がんばえー
[7316.066] スペルタン: radaoFight
[7316.071] hugoponn: radaoFight
[7316.312] (S)チィヤン: radaoFight
[7316.339] emitsubo723: 2戦目
[7316.698] いのりさん: チャンピオン表示がないからかな？
[7316.702] takenokomusi: チャーライこい
[7316.923] muu_select: 本番２試合め
[7317.126] にょこたん: がんばえー
[7317.405] (S)ライリキ: radaoToire
[7317.562] (S)machan_0911: radaoFight
[7317.613] バナナチ: radaoFight
[7317.680] そふぃ3: radaoFight
[7317.819] nanasi___0: radaoFight
[7318.553] siokara0427: チャンピオンが出ないからかな
[7319.592] 愛の林檎: 落ちてるといいな
[7320.381] もにゅぷぷ: radaoFight
[7321.172] yottando_o: radaoFight
[7321.550] (S)ふづきんぐ00: radaoFight
[7325.255] ai0902: がんばえ〜
[7327.321] mi_tyan562: おお
[7328.135] hima_norita: うおおおおおお
[7328.331] (S)視聴者ぁ: お
[7328.722] nazu_7z: おおおお
[7328.985] tajigorou: radaoFight
[7329.216] (S)sora_mameee: お！！！
[7329.419] ayunosioyaki0223: おおお
[7329.436] えりさ_: センチwww
[7329.608] 愛の林檎: うおおおおおおおおおおおおおおお
[7329.811] (S)雪狐0143: お
[7330.055] mizusakura0326: おおおお
[7330.289] ホトトギス: radaoDancho
[7330.350] はくまい_45: うおおおお
[7330.487] (S)わらびもち_11: おお
[7330.623] kagura_kiba: わお
[7330.840] kohana0d06: きちゃ
[7331.008] gaiantufan: うおおおおおおおおお
[7331.106] suiha_7: よっしゃー
[7331.596] スペルタン: radaoKitya
[7331.655] れもばあ: PIN
[7331.789] えりさ_: おおお！！！
[7331.830] 立花日和_040309: おおおお
[7332.281] (S)壱代目: お
[7332.547] そふぃ3: おおおおおおおお
[7332.774] yottando_o: radaoFight
[7332.971] mikann7: お
[7333.016] はむくんだお: radaoFight
[7333.081] jhonnymorimori: radaoKitya
[7333.710] miyamiya138: うおおおおおおおおおおお
[7334.198] さなもろ: おおw
[7334.417] tanuki_pan: radaoKitya
[7334.454] まだら25: うおおおおおおお
[7334.491] (S)sora_mameee: うおおおおおお
[7334.494] (S)雪狐0143: うおおおおおおおお
[7334.504] (S)koharapi: おおおおお
[7334.636] rona0525: おおおお
[7334.906] hima_norita: radaoKitya
[7335.200] smile_826: うおおおおおお
[7335.213] しかくのさんかく: うおおおお
[7335.285] (S)壱代目: radaoKitya
[7335.828] charlotte0ra: おおおおおお
[7336.247] (S)Ruria00: radaoKitya
[7336.479] chankyo8: きちゃぁぁぁぁ
[7336.723] kikuchinochi: きちゃああああ
[7336.878] nanasi___0: おおおお！
[7336.888] (S)ｻｧｻ: うおおおおおおお
