[8.629] unlimited_teddy: おかえり
[5300.250] hiro_chan: ここやん
[5300.925] あさつき教: 夕飯何食う＋
[5302.826] urinomo: ホープ軒いまんとこじゃん
[5303.077] 清潔なおしり: 何食べたい？
[5305.124] urinomo: ここ、ここ
[5307.316] ~MISSING_COMMENTER_INFO~: 落書き
[5307.755] hiro_chan: 跡地
[5311.999] (S)クラクラ777: すごいシャッター街になったんだね
[5313.314] (S)ほっきょく: ここから野方行ったら草
[5318.275] hiro_chan: 床屋の手前
[5320.563] osirisoft: カレーパン食べたい
[5322.217] urinomo: 床屋の手前
[5323.329] x_abu_xx: いまのとこでしたね
[5325.707] checker_od: where ur going daigo
[5354.616] rm_rf__: 何気に今日の散歩距離凄い
[5366.983] shigureshi: hes going to kouenji station and end stream
[5370.252] (S)クラクラ777: daigo go to
[5373.572] (S)クラクラ777: kouennji
[5378.144] checker_od: thanks m8
[5380.034] gorogorogorn: 何処スタートですか
[5388.113] (S)ほっきょく: Daigo is on his way to Koenji Station
[5393.060] osirisoft: こんぐらいの時間帯が涼しくて散歩しやすい
[5426.173] danny_love_danny: 歩く距離変わらないから新高円寺から商店街経由で 帰らない？
[5430.602] x_abu_xx: そこの角左でしばらくまっすぐですね
[5431.409] apapa1031: 高円寺だと健太ってとんこつラーメンが美味しかった記憶ある
[5441.473] smokingpiper: どうせなら高円寺でなんか食べれば良いのに
[5443.490] あさつき教: VR散歩
[5445.525] x_abu_xx: そうですね、商店街通ったほうがいいですね
[5448.622] (S)v_harumi_v: 高円寺はボードゲームのお店がありますよね
[5448.755] (S)ほっきょく: 道の反対側にデイリーヤマザキが見えたら左折で高円寺駅
[5465.073] gorogorogorn: ウメちゃんミュートかな
[5484.774] ツィッギー: 何気に自転車すごいですね
[5485.127] x_abu_xx: このまままっすぐで
[5487.079] smokingpiper: アッカってワインバーのパスタ美味いよ。
[5491.266] (S)ほっきょく: キューブ高円寺よく行ってたなぁ
[5504.093] (S)v_harumi_v: すたすたすたすた
[5505.480] 天然ベニテングダケ: パスタ・・・ヌキさん・・・
[5508.246] OceanPolaris_: 🚶
[5512.143] ビフィダス: アッカ
[5516.117] (S)ほっきょく: 誰か信号無視したな
[5518.591] ~MISSING_COMMENTER_INFO~: the police, run!
[5519.914] (S)v_harumi_v: あちゃー
[5522.364] 天然ベニテングダケ: 事件でもあったんかな？
[5522.482] ~MISSING_COMMENTER_INFO~: 【ただ今の時刻】１６：４１
[5525.670] balthazar000: D追いかけられてる？
[5530.946] erukima: 逃げなきゃ
[5532.132] nnmdfs: 逃げて
[5533.526] kajiryoji3310: こないだ二段階右折で捕まったわ
[5541.422] ken_arto: あ、ここは私の内から近い
[5548.418] (S)クラクラ777: このあと、４人と対戦？？
[5550.940] (S)v_harumi_v: いっそげいっそげ
[5556.800] ビフィダス: 予定あるの？
[5557.163] ryokuu0422: 散歩配信、永遠に見てられる
[5564.170] ビフィダス: 四人
[5566.255] une3333: 昨日の疲労は取れましたか
[5570.459] (S)tabibitox: 今宵の初戦何時？
[5582.849] 天然ベニテングダケ: 今日もハードスケジュール
[5583.653] ビフィダス: 地獄モード
[5584.559] (S)erisuk: 一人分くらい一日減ってもいいがな
[5586.671] potocki1810: 働き者であられる
[5595.394] ビフィダス: いいなあ
[5600.409] blackcoffee0821: 血行によさそう
[5601.178] danny_love_danny: 今日は暑さで疲労感ありそうねえ
[5604.554] 天然ベニテングダケ: ある意味ブラック企業
[5607.206] (S)v_harumi_v: うんうん
[5610.521] だわさワサワサ: 喉の調子大丈夫？
[5615.772] x_abu_xx: 高円寺は丸山餃子製作所ってところがおいしいですね、時間あればですが…
[5615.991] super_fluo: なるほどなー
[5623.642] apapa1031: ウメちゃん、マットレス何使ってるの？
[5624.125] nnmdfs: 絵描きがよく言ってるやつ
[5625.490] ~MISSING_COMMENTER_INFO~: 最大HP減ってます？
[5633.605] (S)chankoi: 格ゲーマーは自律神経管理が大事そう
[5640.451] (S)erisuk: 精神ポイント消費するとHPの方も削られるからなぁ
[5640.525] balthazar000: エーテルは甘いもの。ポーションはうまいものか。
[5640.959] (S)tabibitox: ダイエットで糖分足りてないから脳が疲れやすいのかもな
[5643.679] 1678923482: 女学生たち～ウメちゃんだよ～
[5643.812] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[5655.093] あさつき教: 腹減ったなー
[5660.697] (S)ほっきょく: エーテル≒MONSTER ポーション≒ブル エリクサー≒アリナミン
[5678.623] ツィッギー: 味噌ラーメン専門店なんてあるんだ 行ってみたいですね！
[5681.090] balthazar000: アリナミン強すぎない？
[5681.389] ~MISSING_COMMENTER_INFO~: 絵描くと甘いのしか食わなくなるなーそいや
[5688.527] f_eisuke: 陽が伸びましたね〜。もうすぐ初夏か
[5700.548] (S)ほっきょく: 白バイサボってるなぁ
[5712.207] 天然ベニテングダケ: 初夏になるとさくらんぼ実って来るんよなぁ
[5721.239] (S)neogreenlife: メシはMPもHPも回復するのに食い過ぎちゃ駄目なんて…
[5775.317] 天然ベニテングダケ: オーバーフローすると逆にダメージ増える理論
[5782.519] (S)ほっきょく: 飯ってHP+２％MP+４％MND-4とかでしょ
[5800.817] leonhard_mage: お、まだやってる。跡地は発見できたのかな
[5815.413] (S)ほっきょく: 跡地は廃墟でした
[5816.710] blackcoffee0821: ジムいくんかい
[5817.851] (S)v_harumi_v: すごい。
[5822.956] hiro_chan: これからジム！？
[5823.374] ぷーぬ: ジム？！
[5826.259] apapa1031: このあとジム行くのすごすぎ
[5827.813] 天然ベニテングダケ: 今日はジムお休み？
[5828.515] あかの: こんだけ歩いてジムか
[5836.797] super_fluo: こんだけ歩いてジムすげえな
[5837.855] (S)ほっきょく: ポリのおねーさんサボり中
[5839.767] 天然ベニテングダケ: 行くのか
[5840.818] (S)teruharu_: 忙しいですね
[5861.920] 清潔なおしり: レバーのために筋肉つけなきゃ
[5863.908] apapa1031: 今日はどんなトレーニングするつもりですか？
[5866.670] gorogorogorn: 散歩でウォーミングアップね
[5867.935] myodent21: お日様浴びると眠くなる
[5879.899] blackcoffee0821: トレーニング気になる
[5888.813] 天然ベニテングダケ: お？
[5889.405] machakyuro: 凸
[5890.929] (S)v_harumi_v: おおお
[5892.244] myodent21: おお
[5893.032] erukima: チラ
[5896.067] ビフィダス: わあ
[5899.492] ジャンクばっち: 凸ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!
[5899.601] (S)クラクラ777: ラスト凸
[5900.173] (S)v_harumi_v: ここで凸！
[5900.203] blackcoffee0821: ちょーど
[5900.304] danny_love_danny: 凸きたー
[5901.638] ~MISSING_COMMENTER_INFO~: ファンボ
[5904.533] naginagi99: 凸きた
[5906.444] 天然ベニテングダケ: エンカウント
[5907.888] hiro_chan: だれ？
[5909.209] tawashi00: 一目みたあい
[5910.539] super_fluo: 人目見れてうらやま
[5910.689] balthazar000: 一眼
[5911.877] potocki1810: 東京住んでる方うらやましー
[5913.178] x_abu_xx: ファンボ
[5913.492] (S)v_harumi_v: おおおーいいなー
[5914.056] ちいトラ: umeYung
[5918.123] keiji25nico: ｗｗ
[5919.592] (S)teruharu_: いいなあ
[5920.285] しっぷーー: サラリーマンさん？
[5920.692] vvoitan: おっふｗ
[5921.180] (S)ほっきょく: ｗｗｗｗ
[5922.397] ビフィダス: いいな
[5922.936] あさつき教: いいなあ
[5923.412] balthazar000: ファンボありがとー
[5924.613] (S)erisuk: よく見つけれたないいことあるぜぇ
[5925.467] yogai2paopao: いいなぁ〜〜〜
[5928.998] myodent21: 俺もウメちゃん一目見たいよ
[5930.233] prosciu: 高まってたw
[5930.365] ぷーぬ: 北海道にも来てくださいよー
[5932.136] danny_love_danny: 今日暑いからか凸少なめだね
[5937.282] ~MISSING_COMMENTER_INFO~: 日光浴びると皮膚からビタミンが生成されるから日光浴大事だよー
[5941.201] kumanobed: いいなー
[5945.516] balthazar000: リアルウメさんは２回しか見たことない
[5946.202] あさつき教: 地方行脚してくれー
[5948.311] gorogorogorn: 地元にぃありがとー
[5949.421] 000105: 写真いらんか？
[5953.927] kajiryoji3310: 白バイ多いな
[5970.544] しっぷーー: 今日は、交通安全月間かなんか やってる
[5972.195] balthazar000: ウXハラサイン欲しかっただろうが、言い出せなかったとみた
[5978.618] keiji25nico: ポリ多い
[5985.918] vvoitan: このご時世だからファンとはいえ怖いな
[6001.053] (S)クラクラ777: ４月は警察おおいよ点数稼ぎの月だから
[6005.425] 天然ベニテングダケ: さっき白バイ出動あったもんな
[6006.404] だわさワサワサ: ウメちゃんのサインは贋作と見分けつかないから…ｗ
[6014.901] super_fluo: このへん道が広くてええな
[6034.197] すごいこ: こんにちは、お散歩ですか
[6059.827] やっぱりマイペース: 夜ご飯何食べますか？
[6070.388] (S)ほっきょく: ＠５００ｍでJRガード下です
[6097.628] gorogorogorn: 素材ｗ
[6098.157] 清潔なおしり: 筋肉にいいね
[6099.510] ~MISSING_COMMENTER_INFO~: umeCatHope
[6100.241] (S)erisuk: いいねぇ元気が出るの食べるねぇ！
[6104.644] ちいトラ: 貪れぃ
[6111.755] ぷーぬ: 麻婆チャーハン食べたい
[6111.891] ~MISSING_COMMENTER_INFO~: ニンニク食いてええええ
[6116.388] (S)v_harumi_v: 沢山歩きましたからね。お腹も空きますよ。生きてる証拠
[6117.901] ビフィダス: お
[6120.409] (S)v_harumi_v: へー－－
[6120.952] ビフィダス: ジム
[6122.299] 天然ベニテングダケ: お？
[6123.907] よもぎです: なんですと
[6124.764] ビフィダス: へー
[6125.321] ~MISSING_COMMENTER_INFO~: なんだそれ？！？！？
[6125.654] しっぷーー: へー 面白いビジネス
[6128.286] ぷーぬ: え！？へー！
[6128.431] ~MISSING_COMMENTER_INFO~: 初耳
[6129.085] (S)ichi_gatsu: へー
[6130.136] _ねこた_: 何するんだろう…
[6131.176] (S)v_harumi_v: どうやるの？
[6136.578] balthazar000: ネカフェの延長ではなく？
[6137.070] だわさワサワサ: ひやかしで行ってみようｗ
[6137.961] ビフィダス: 何だ
[6140.412] ちいトラ: ゲーマーの出会いの場ですか？
[6142.635] 桜風かなた: 何それ意味わかんないｗ
[6143.026] (S)v_harumi_v: 楽しそう
[6143.075] pugya7: ゲーセンじゃんね
[6143.847] kajiryoji3310: 目とか鍛えるの？
[6143.884] しっぷーー: コーチングの教室パターンかな
[6145.417] ~MISSING_COMMENTER_INFO~: いま調べてみますわ
[6148.083] super_fluo: 何すんの？VRで運動？
[6148.404] (S)クラクラ777: そんなにとがったジムあるの？ｗ
[6148.885] やきにくマン: それゲーセンでは
[6150.656] daizin0716: 運動もしましょう的なニュアンスのやつですね
[6150.656] 5don: スト5 教えてもらいに行きます？
[6151.633] hukohuko: キチパか誰かが宣伝してなかったっけ
[6156.764] nnmdfs: ジムリーダーと戦うんじゃね？
[6156.784] hiro_chan: 松戸にあるやつ？
[6157.922] ちぶるすきー: LoLとか教えてくれるPCカフェみたいなやつ
[6158.760] usagisan00: 筋トレも出来るしPCでゲームもできるみたいな？
[6158.832] gorogorogorn: 体感型ゲーム？
[6158.838] manasvin13: ジムリーダーいる？
[6161.424] x_abu_xx: ときどプロデュースのガチジムとか?
[6162.345] (S)v_harumi_v: 気の合う人が居て楽しそうよ
[6162.387] ぷーぬ: ストーム久保みたいな人がアドバイスしてくれる的な？
[6165.645] ビフィダス: 専門学校みたいよ
[6170.197] すごいこ: 今見たらゲームする人の集いの場みたいです
[6170.528] よもぎです: ゲームするところみたい
[6173.304] balthazar000: > eスポーツジムは東京メトロとゲシピが共同で開業する日本初のeスポーツ専門のトレーニングジム。
[6173.449] vespa127g: ジムリーダーw
[6174.311] (S)erisuk: 体もうごかして体をつくろうってだけじゃないのか・・・
[6175.565] son_gokutsubushi: 札幌にあるのはなんかeスポーツ環境整ったネカフェみたいなのは出来たみたいだけど
[6185.463] 天然ベニテングダケ: 身体鍛える場所では無いっぽい
[6189.217] daizin0716: へー
[6189.709] 桜風かなた: ポケモンのジム的な感じか
[6190.537] (S)クラクラ777: へぇ
[6192.815] HirocoT: へぇ
[6194.450] blackcoffee0821: ゲームするんだね
[6195.555] しっぷーー: どっちのトレーニングｗ
[6197.505] (S)v_harumi_v: へー
[6203.017] (S)v_harumi_v: ややこい
[6203.278] danny_love_danny: なにをトレーニングするの？
[6204.858] hiro_chan: 赤羽岩淵のやつか
[6205.710] ぷーぬ: アマチュアだけど競技勢同士で切磋琢磨できるとかかな？へーよさそう
[6207.295] すごいこ: ゲームのトレーニングですね
[6209.226] (S)ほっきょく: そこから１Km先に野方ホープがあります
[6211.125] balthazar000: そうだね
[6211.872] tawashi00: 動体視力とか瞬発力を鍛えるのかな
[6214.915] x_abu_xx: 駅左折ですね
[6215.633] (S)v_harumi_v: なるほどー
[6219.788] ビフィダス: ウメちゃんも道場開く？左手で箸持ったり
[6220.187] (S)erisuk: 質の高いゲーセンって感じ？
[6221.740] 桜風かなた: そういうことかー
[6222.118] 八極盗撮個展: コーチのレッスンが受けられるらしい。ゲームの。
[6222.826] (S)imokun888: スパーリング相手いるのかな
[6224.679] やきにくマン: ゲームの知識を情報商材として売る時代がきたかあ
[6225.425] ijimenaide: 家でできるやん
[6225.759] しっぷーー: コーチング界隈は賑わってる
[6228.651] だわさワサワサ: どんなゲームやるんだろうか
[6229.901] gorogorogorn: 分かりにくいなーｗ
[6232.688] (S)v_harumi_v: せんきゅう！
[6236.579] (S)クラクラ777: めちゃくちゃあるいたからねぇｗ
[6239.863] nnmdfs: コーチング受けれるなら良さそう
[6242.247] ぷりにゃん: 不安になってきた
[6244.149] unlimited_teddy: 野形ホープ休憩中かな
[6245.316] (S)erisuk: そういう時はちゃちゃんと食べよ～
[6245.888] あさつき教: お腹鳴った？
[6247.622] よもぎです: 健康を取り戻した！
[6247.745] (S)tabibitox: セブンのカレーいっちゃう？
[6247.991] (S)brunoman1: こっから自分の燃料燃やしてくんだよね
[6249.306] son_gokutsubushi: カレー
[6255.959] myodent21: こんだけ歩けば腹減るわな
[6256.897] ぷりにゃん: ココイチいこか
[6256.911] やっぱりマイペース: 親子丼
[6258.012] ちいトラ: 食らえぃ
[6258.975] (S)v_harumi_v: 誘惑するう
[6259.967] 清潔なおしり: リラックスしてるのかな
[6261.544] prosciu: とろろそば
[6261.703] (S)クラクラ777: いまからが脂肪をもやす時間か
[6265.428] やきにくマン: カツ丼食おうぜ
[6266.088] えす_てぃー_えむ: そういうミスリードみたいなので客引っ掛けるのとかも狙ってそうなネーミングすね
[6267.599] gorogorogorn: カレーパーティー良かったですよ
[6268.233] hiro_chan: ぷよぷよのデルタがコーチしてくれるジム
[6268.848] ぷーぬ: 確かに道路キレイだなぁ
[6271.781] (S)ほっきょく: 真っ直ぐ行くと北口に到着
[6279.198] よもぎです: 格ゲーは魔法
[6280.812] unlimited_teddy: LP消費しないように
[6284.412] (S)v_harumi_v: おー！休憩もお忘れなくー
[6284.958] (S)erisuk: 毎日使い切るまでやったらしんじまうよ；；
[6285.558] しっぷーー: MP=タクシーでワープ？
[6286.168] nnmdfs: トルネコ式
[6287.193] son_gokutsubushi: こんだけ歩いたから食っても良いよね！
[6287.348] apapa1031: 焼き鳥とかテイクアウトしたら？
[6288.126] HirocoT: ダイエット中かつ沢山歩いたからなんですかねぇ
[6289.659] ~MISSING_COMMENTER_INFO~: そのゲームのプロの人だったりからレッスン受けたり、ゲームのコーチングを施設でできる感じっぽいですね
[6292.070] kajiryoji3310: もう日中は半袖か
[6298.830] crattik: Is Daigo on vacation somewhere?
[6302.492] pekusuyada: さすがにつかれた？
[6307.275] ~MISSING_COMMENTER_INFO~: これ10キロくらい歩いてるの？
[6319.432] えす_てぃー_えむ: 明後日からまた雨らしい。いややー
[6320.481] hukohuko: 格ゲーのコーチも誰かいるのかな
[6324.672] だわさワサワサ: 知り合いの格ゲーマーいたら気まずいなｗ
[6325.218] ぷーぬ: そだね、配信しとるね
[6325.306] (S)ほっきょく: もう温かいからパンイチ爺さんが徘徊しそう
[6327.357] son_gokutsubushi: 10キロ以上歩いてるかも？
[6327.380] やきにくマン: どういうマネタイズしてるんだろうね、気になる
[6331.527] 天然ベニテングダケ: 大体FPS民だろう
[6331.903] ぷりにゃん: 専門学校興味あります
[6343.011] あかがねタスク: 実況解説でも食えそうですからね
[6348.498] gorogorogorn: ウメちゃんにもゲストでオファーあるかも
[6355.396] hiro_chan: 専門学校は金のムダ
[6372.366] nnmdfs: 韓国のネカフェみたいにいっぱいできたらレベル上がりそう
[6377.251] yogai2paopao: 格ゲーだとゲーセンの方が上手くなれそうなイメージ
[6377.962] (S)ほっきょく: 職質・・・
[6379.421] hukohuko: ポリスが
[6381.199] やきにくマン: おまわりさんすっげー見てたｗ
[6382.358] danny_love_danny: け、けいさつが…！
[6383.773] 東北のスロカス: 反対側にイカツイ車とまってんなぁｗ
[6386.244] しっぷーー: 珍しくやる気だなぁ 警察
[6388.523] gorogorogorn: ポリいた
[6393.683] son_gokutsubushi: 逃げよっか
[6393.739] あかがねタスク: ｆｆぼったちしてたｗ
[6395.854] (S)hiroyoshi_052: マジで警察多いんな
[6395.926] ぷりにゃん: ゲームの専門学校
[6397.043] balthazar000: 配信だけで食うのも難しいのかもなぁ
[6397.503] 天然ベニテングダケ: ストⅤならランクマやラウンジ入って鍛えられるしなぁ…
[6397.936] ビフィダス: 配信ってバイトくらい稼げるの？
[6399.618] ぷーぬ: 知識の泉のハメコさんコーチ向いてそう
[6407.860] しっぷーー: ウメハラですが、なにか？で職質突破
[6416.228] ビフィダス: だよね
[6417.173] leonhard_mage: 格ゲーコーチしますよって言ってた人今どうしてんだろ。
[6421.835] ~MISSING_COMMENTER_INFO~: 月額でお金とってますね
[6424.056] rm_rf__: 人気商売やしなぁ、大変やろなぁ
[6427.889] ぷりにゃん: 円安だからyoutube稼げるよ
[6433.343] erukima: 上はくっそ稼いでるけど・・
[6433.486] ビフィダス: マジすか
[6437.198] smileYKohki: おさんぽだ！
[6440.103] (S)ほっきょく: ◯広場「レクチャーしますよ？」
[6441.450] torisuo: うまいけど面白くない人はオンラインコーチとかで食ってるイメージ
[6442.361] しっぷーー: そのゲームの最上位ランクでも食べれない配信者が沢山
[6442.605] hukohuko: それはミルダムレートでは
[6445.182] ビフィダス: トラボさんは稼げてそうだ
[6450.963] ぷーぬ: まじ？やろうかな！
[6456.638] lclc98765: 100人で食えるのか
[6457.437] tawashi00: コンスタントに200人かぁ
[6457.606] manasvin13: ｋｓｋはミルダムで数十人毎回くれば生活できるって言ってた
[6458.761] (S)erisuk: ツイッチは２００でいいのか
[6461.210] nnmdfs: 意外とすくない
[6463.422] gorogorogorn: いかがにぃはクリアか
[6465.609] やきにくマン: おしきりせんせー？！
[6466.386] jojojoy001: ええええええええええ
[6466.571] (S)v_harumi_v: おおおお
[6466.742] ぷりにゃん: PogChamp
[6468.282] ビフィダス: だれだれ
[6468.489] x_abu_xx: 押切先生
[6469.234] 天然ベニテングダケ: そうなのか
[6469.854] ~MISSING_COMMENTER_INFO~: きたあああああああああああああああ
[6469.900] (S)arotadiph: およ！？
[6471.088] (S)ichi_gatsu: 押切さんｗ
[6471.267] torisuo: 押切先生！？
[6471.296] keiji25nico: 押切さん
[6471.473] だいこん_: 押切先生ｗｗｗｗ
[6471.517] (S)tabibitox: おしきりせんせー！
[6473.077] nnmdfs: マジ？
[6473.332] 天然ベニテングダケ: お？
[6473.442] jojojoy001: 押切先生！！！！
[6473.492] (S)クラクラ777: 先生ｗｗｗ
[6474.635] ビフィダス: 押切先生！
[6474.867] blackcoffee0821: 先生
[6474.912] unheil619: おしきりせんせー
[6475.013] しっぷーー: おおおおお
[6475.188] jojojoy001: あああああああああああああ
[6475.631] 東北のスロカス: うおおおおおおおおｗｗ
[6475.980] rm_rf__: すげーーーー
[6476.953] jojojoy001: えええええええええええええええええええええ
[6477.182] ビフィダス: www
[6477.423] あかがねタスク: なんだとｗｗｗ
[6477.980] mako6912: うおおおおお！
[6478.029] 天然ベニテングダケ: おぉ
[6478.485] lesame: まあああじかｗ
[6478.701] よもぎです: 先生！
[6478.724] hukohuko: 押切先生じゃん
[6478.752] (S)teruharu_: わーーー
[6478.810] kaigaizei: えっ
[6479.021] (S)erisuk: うひょ～ｗ
[6479.083] ~MISSING_COMMENTER_INFO~: せんせええええええええええええええ
[6479.243] やきにくマン: やっばあ！
[6479.355] une3333: おおおおお
[6479.579] pugya7: 押切先生！？
[6479.813] ~MISSING_COMMENTER_INFO~: しぇんしぇー
[6479.866] hinokihinoki: まーじか
[6480.064] jojojoy001: うおおおおおおおおおおおおおお
[6480.220] ツィッギー: おああああああああああああああ
[6480.392] しっぷーー: ガイルｗ
[6480.458] invalid_box: 押切先生？！？！
[6480.934] gaia3333: ええええ
[6481.034] naginagi99: 先生きちゃったｗｗｗ
[6481.042] ジャンクばっち: うおおおおおおお
[6481.078] wankoro_moti: マジかｗ
[6481.849] (S)tabibitox: すげぇｗ
[6482.095] myodent21: すげええええええええ
[6482.210] OceanPolaris_: O_O
[6482.550] (S)クラクラ777: さまそ！！
[6482.623] gorogorogorn: 有名人凸だーｗ
[6482.696] (S)hiroyoshi_052: すご
[6483.241] jojojoy001: まじかよおおおおおお
[6483.245] PUCHU7788: いいね
[6483.750] kkkfdf: めっちゃ大物きた
[6483.947] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[6483.965] (S)ヤギー: すごおおお
[6483.981] ビフィダス: すげ
[6484.111] gaming8898: 押切ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[6485.081] (S)v_harumi_v: すごーい
[6485.310] kiraku08: すげーーーーー
[6485.604] (S)teruharu_: すげええ
[6486.041] GakaKoh: イラスト！？
[6486.360] balthazar000: 押し切り先生やん！
[6486.722] machakyuro: あら素敵
[6486.878] 東北のスロカス: マジかよｗｗｗ
[6487.108] sachertorte1832: 押切先生まじか！
[6487.137] (S)ほっきょく: 止まったｗｗ
[6487.851] 天然ベニテングダケ: まじかｗｗｗ
[6488.479] mmiiacha: umeYay
[6488.960] (S)arotadiph: 素敵なサプライズ
[6489.131] hoshiimo777: おいいいところで
[6490.933] あかがねタスク: 先生次回作お待ちしてます
[6491.155] だわさワサワサ: ガイルサマーしてたｗ
[6491.398] (S)binbougachiyaba: すごーーーーい！
[6492.445] vespa127g: 大物！！
[6492.518] leonhard_mage: すげぇwww
[6492.650] chohoino_choi: ガチで草
[6493.051] balthazar000: 黒いなぁw
[6493.319] しっぷーー: 袋まで？
[6494.307] HirocoT: ええええｗ
[6496.866] rm_rf__: 先生カバンY-3なのか
[6498.251] ken_arto: スゲー！
[6498.567] ﾃﾄﾗﾝ: 配信の背景に飾ろう！
[6498.982] ビフィダス: www
[6499.036] フラワーライト: ハイスコアガールの？
[6499.157] blackcoffee0821: すごーい
[6499.295] 冷製カミス: PogChamp
[6500.739] nnmdfs: びびったｗ
[6501.202] yogai2paopao: ゲリラ凸で先生来るもんなの！？
[6501.394] x_abu_xx: 超大物きちゃった
[6501.400] une3333: ありがとうございます！！
[6502.207] ~MISSING_COMMENTER_INFO~: 押切せんせえええええええええええええええええええええええええ
[6502.223] カメキチハウス: すごい人で草
[6502.759] ~MISSING_COMMENTER_INFO~: えっろ
[6503.295] (S)ichi_gatsu: 応援してます
[6503.434] danny_love_danny: 最後に大物キターーー
[6503.568] ef_cookie: RyuChamp
[6504.149] lesame: 押切先生の顔初めてみたわｗ
[6504.653] だいこん_: ネカリ使い
[6505.199] ゴン攻め: せんせぇぇぇぇ
[6505.587] ogawa3: せんせー－－－－！！
[6505.679] 東北のスロカス: これはウメちゃんも嬉しいｗ
[6505.804] ハナたろう: 先生！？
[6506.244] (S)tabibitox: 前に今度あったらって教える話してあげてなくていいの？
[6506.278] naginagi99: 通りすがり先生すげええｗ
[6506.739] (S)teruharu_: めっちゃうらやましいいいい
[6506.761] 000105: 本人だ！
[6509.021] keiji25nico: 配信みてたのね
[6509.061] ちいトラ: 熱心な先生ですね
[6509.288] kitsune_margiela: ｗｗｗ
[6509.866] hukohuko: 昔イベントで対戦してたねー
[6510.494] helicom: オークションに出さないでね
[6512.041] ~MISSING_COMMENTER_INFO~: ヴァンパイアやってって書いてない？
[6512.444] だわさワサワサ: タイトルに使おうｗ
[6513.724] あかがねタスク: お家に飾るしか
[6513.780] よもぎです: わーい
[6513.965] gaia3333: 楽しみです
[6514.481] (S)erisuk: 終わるまえにすごいもんきたぁ
[6515.099] balthazar000: 配信スペースの後ろに飾ってはどうですか？
[6515.413] (S)hiroyoshi_052: すごいねー
[6515.639] トネ: 凄え
[6515.956] ビフィダス: 壁に飾ろ！
[6516.020] sdy_hs: よしうるか
[6516.412] しっぷーー: 最高の散歩だぁ
[6516.546] gaming8898: 散歩配信みてたんだねえ
[6517.156] HirocoT: こんなｗ
[6517.361] 天然ベニテングダケ: これは貴重な物をｗｗ
[6518.972] tawashi00: ｗｗｗ
[6519.045] 000105: これはチャリティですね
[6520.054] (S)ほっきょく: チャリティーにｗｗｗ
[6522.294] 東北のスロカス: すげーｗ
[6523.268] balthazar000: 高円寺なのか
[6525.745] よもぎです: 大物きたね
[6526.079] x_abu_xx: チャリティ決定
[6526.194] myodent21: なんて素敵なプレゼント・・・！！
[6528.469] pikal115: すげー！！
[6530.617] manasvin13: すーごい
[6531.024] pikal115: いいな
[6531.587] (S)omoikawa: うわー、すげー
[6533.503] moscat0c7: 対応時間短いｗ
[6534.900] ビフィダス: 帰りがけに渡せる優しさ
[6535.829] (S)v_harumi_v: 楽しみ♪
[6536.667] chohoino_choi: これをすごいぞｗ
[6537.342] danny_love_danny: チャリティオークションで出しちゃダメよw
[6538.569] だいこん_: チャンピオンで毎週ジーニアス読んでる
[6538.675] ~MISSING_COMMENTER_INFO~: すげえな
[6540.024] (S)erisuk: その人にしかできないプレゼントきたぁ
[6540.130] super_fluo: チャリティーに出すのは三太郎だけ
[6540.538] HirocoT: 中央線沿線は漫画家さん多いですものねぇ
[6541.357] blackcoffee0821: 裸で持ってんの
[6541.531] やきにくマン: おしきりせんせーありがとー！！
[6542.066] (S)binbougachiyaba: TransgenderPride
[6542.327] gaming8898: この辺に住んでるんやろね
[6542.702] nnmdfs: 押切先生こういう配信すげー好きそう
[6543.272] gorogorogorn: 見たいｗ
[6545.010] oinari6: オークションに出して炎上するか
[6545.138] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[6545.143] naginagi99: 腹へらして歩いた甲斐があった
[6545.621] 天然ベニテングダケ: トロフィー実績解除か？
[6546.814] peyangoo: エルデンの合間に書いたのか・・・
[6547.329] ~MISSING_COMMENTER_INFO~: 高円寺は絵描きの仕事してる人多めですね
[6549.546] vespa127g: さすうめ
[6552.496] sabotenn6: さんちゃん 
[6556.846] 清潔なおしり: ウメちゃんの散歩の絵って珍しい
[6557.232] kinokaren: ウメハラウォーキングゲーマーズ
[6558.728] ツィッギー: 三太郎のマネしないでくださいねｗ
[6559.080] だわさワサワサ: 総武線周りは便利なんで漫画家多いね
[6559.879] machakyuro: なんかすごいとこ目撃したｗ
[6565.054] x_abu_xx: 駅です。お疲れ様でした
[6565.158] (S)tabibitox: 押切先生にハイスコアガールについて思い出したことあって、今度あったときに話すって言ってたのに・・・ウメちゃんｗ
[6567.272] (S)imokun888: 三ちゃんのオークション思い出すね
[6570.684] nnmdfs: ウメさんはハイスコアガールどっち派？
[6572.043] lesame: ビフィにぃも対抗してすげーえちえちなウメ散歩書いてくれよ
[6573.714] danny_love_danny: 杉並区はアニメ推しだからなー
[6574.082] ryokuu0422: サマーのガイル可愛かったw
[6574.244] (S)ほっきょく: おつかれー
[6575.576] (S)v_harumi_v: あいあいさー
[6577.931] (S)erisuk: でもそろそろオークションに出すのなくなってきたなぁ
[6582.076] myodent21: いやぁ感動の場面だった
