[3.050] (S)Seiran7343: radaoRainbow
[7557.323] 佐野ちャん: そわそわ
[7558.149] (S)blbblbblbblb: ｗｗ
[7559.307] (S)suuchaaa: ウキウキ
[7560.051] あるみ屋: wwwwww
[7560.395] ゆずシフォン: www
[7562.022] ayunosioyaki0223: w
[7564.152] KatsuragiMea: wwww
[7565.240] many7575: www
[7579.075] 臨華: 868、チェイス美味いやつおおいよな
[7585.464] ﾏﾙﾏﾙ: www
[7586.724] (S)arisa_184: www
[7589.542] (S)ケリーモン: ベンチ座ってるのかわいい
[7593.160] many7575: とぴおwww
[7594.965] ﾏﾙﾏﾙ: え？
[7597.562] (S)ねひと: ぐりんぐりんじゃないのw
[7609.707] (S)arisa_184: ちがうんだよｗ
[7611.068] くるくく: wwww
[7611.891] many7575: ぷるぷれwww
[7612.264] 臨華: とぴおwww
[7612.275] navyblue___: ｗｗｗｗｗｗｗ
[7612.748] itonemushi: wwwwww
[7612.786] ミリこ: wwwwww
[7613.027] ﾏﾙﾏﾙ: トピオ；；；
[7613.349] 臓もつ煮: wwww
[7615.547] あるみ屋: お前が始めたw
[7616.433] ゆずシフォン: 頑張れーww
[7617.071] シルキス: ぺしょってない？ww
[7617.339] (S)ritoxx12: ｗｗｗ
[7617.596] 佐野ちャん: 頭抱えてるｗｗ
[7618.732] 臨華: ガチ受験生www
[7619.221] (S)キキ키키: とぴおw
[7619.412] れもんちぃ0: wwwwwwwwwwwwwwwwww
[7620.184] (S)Rio__44: www
[7620.217] (S)ｼｷ_: wwwwwww
[7620.542] (S)rain_less: 絶望してるww
[7620.710] (S)むちゃこっこ: トピ 
[7620.909] (S)ベスプラ: wwwww
[7621.382] リムヲ: だいぶえぐいw
[7622.015] くるくく: めっちゃしてるwww
[7622.044] (S)ねけめれ: wwwww
[7622.081] (S)kokone0927: かわいいなwwwwwwwwwwww
[7622.110] ゆずシフォン: wwww
[7622.299] あるみ屋: wwwwwwwwwwww
[7623.125] ﾏﾙﾏﾙ: 6浪！？w
[7623.162] わらびもち_11: wwwwww
[7624.007] (S)rinapi_pi: ｗｗｗｗｗｗ
[7624.435] (S)pepechi80: とぴお！？！？！？！ｗ
[7625.723] (S)うみやま: ｗｗｗｗｗｗｗｗｗ
[7625.898] itonemushi: めっちゃ落ちてるwwwww
[7626.209] (S)arisa_184: 人名？ｗ
[7626.484] many7575: ろくろうさんwww
[7627.318] (S)むちゃこっこ: www
[7628.693] KatsuragiMea: 六浪？！www
[7634.399] kara_kara_kara: なっついな
[7636.378] yumesawa: 四郎くんもビックリ
[7643.149] many7575: 四郎さんよりすげえwww
[7647.344] 臨華: わんちゃん夢でも練習してそうな勢いだなwww
[7649.888] (S)rain_less: wwwww
[7650.117] あるみ屋: wwwwww
[7651.772] itonemushi: ﾊｧ!?
[7657.991] (S)やしろーる: ｗｗ
[7663.193] KatsuragiMea: 頑張ってます
[7670.080] many7575: ぷるぷれ好きねwww
[7670.339] 臨華: ﾊｧ↑？
[7671.147] (S)ky0to23: 全然良くなさそう
[7675.466] 痲芽: 紫水があの空気に耐えられるのかってのが問題か
[7678.101] (S)ねひと: 試験開場前や
[7683.161] あるみ屋: おらんげw
[7687.197] (S)とろネギ: プルプレやめて？www
[7698.348] 臨華: 集団受験
[7714.947] れもんちぃ0: wwwwwwwww
[7715.752] tarabaaaa: ｗｗｗｗ
[7718.151] rui_sk39: wwwwww
[7719.528] 臨華: www
[7721.265] (S)ねひと: www
[7724.422] many7575: 指差しwww
[7725.016] (S)KoRoMoKo2828: 警察に話しかけてもいい
[7734.741] rina81820: wwwwww
[7736.455] 御輪: ﾑﾘ
[7737.621] (S)Rio__44: wwwwwwww
[7737.735] rui_sk39: wwwwwwwww
[7738.701] (S)ky0to23: www
[7738.857] KatsuragiMea: wwwww
[7738.899] (S)璃喜: むりぃwww
[7742.476] (S)ねけめれ: wwww
[7745.822] 臨華: やってるwwww
[7747.030] (S)ttebasakii: ムリィ
[7747.891] (S)kin6100: やばさに気付いたw
[7748.783] (S)ケリーモン: トピオw
[7749.757] あるみ屋: wwww
[7749.809] hatsuna_m: wwwwwww
[7750.996] リムヲ: トピオ踊ってるw
[7751.510] many7575: お尻www
[7753.569] (S)pepechi80: ｗｗｗｗｗｗｗｗ
[7755.683] cokeraita: トピオ
[7786.926] tarabaaaa: ｗｗｗｗｗｗｗｗ
[7789.340] 臨華: はい
[7790.960] (S)コンさん: wwww
[7795.891] れもんちぃ0: wwwwwww
[7796.353] tarabaaaa: ゆったりとね
[7797.875] ﾏﾙﾏﾙ: wwww
[7799.676] (S)pepechi80: ｗｗｗｗｗｗｗｗｗｗ
[7799.923] (S)璃喜: wwww
[7800.369] あるみ屋: wwwwww
[7800.688] 臨華: 代理受験
[7800.906] ゆずシフォン: www
[7801.134] (S)むちゃこっこ: www
[7801.922] 紗弥0926: 逮捕されるまでか全滅狙いか
[7802.477] itonemushi: 俺がやる
[7806.267] (S)ケリーモン: すごいw
[7806.309] many7575: 破壊チャンネルwww
[7808.671] れもんちぃ0: え
[7812.281] (S)コンさん: え
[7813.124] くるくく: え
[7813.247] (S)うみやま: えｗｗｗ
[7813.987] (S)arisa_184: おわったｗ
[7814.597] tarabaaaa: おっと
[7814.655] (S)璃喜: 逮捕オア全滅www
[7815.250] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗ
[7815.253] 臨華: お
[7815.526] (S)pepechi80: え
[7815.903] ゆずシフォン: え
[7817.720] cokeraita: おわった
[7817.907] rui_sk39: もういるやんwww
[7818.208] あるみ屋: えw
[7819.636] (S)ky0to23: www
[7820.106] (S)suuchaaa: 終わったなwww
[7821.046] (S)にせパンどろぼう: 即来るやんwww
[7821.172] 紗弥0926: もうカメラで見られてた？wwww
[7822.118] (S)かんでら: もう待機ｗｗｗｗ
[7823.556] (S)sap_o: カメラ見られたから
[7823.853] (S)璃喜: 待機がwww
[7825.797] roy_rag: カメラ見られてるやんw
[7825.835] rina81820: wwwwww
[7826.815] kuro_300: カメラみてそーｗ
[7829.795] (S)kumai_san: カメラ見られたかｗｗ
[7833.156] (S)ky0to23: 保険かけるなw
[7833.379] manakaito: また待機してる？www
[7834.426] くるくく: 待機されてるやんwww
[7840.930] (S)suuchaaa: カメラ見られてるか
[7841.234] ﾏﾙﾏﾙ: radaoFight
[7841.386] KatsuragiMea: ケツ振ってくる？www
[7847.875] (S)ｼｷ_: がんばれー！w
[7848.953] (S)chitose0917: 待機されてる
[7850.723] わらびもち_11: radaoFight
[7851.462] ゆずシフォン: radaoFight
[7852.770] (S)あにゃも: radaoFight
[7853.074] (S)篠影: www
[7853.935] (S)kuro_kuro03: radaoFight
[7856.720] tarabaaaa: radaoFight
[7857.045] (S)篠影: radaoFight
[7857.676] れもんちぃ0: radaoFight
[7857.731] (S)KoRoMoKo2828: radaoFight
[7858.928] しめざめ: radaoFight
[7858.959] many7575: 振ってるwww
[7859.726] kuro_300: radaoFight
[7859.974] ayunosioyaki0223: radaoFight
[7860.661] isaco135: radaoFight
[7860.824] (S)ｼｷ_: radaoFight
[7861.031] 臓もつ煮: radaoFight
[7861.649] くるくく: radaoFight
[7861.858] リムヲ: radaoFight
[7862.097] (S)pepechi80: radaoFight
[7862.647] (S)nanun03: radaoFight
[7863.690] rui_sk39: radaoFight
[7865.311] (S)rururu3_: radaoFight
[7865.640] many7575: ふぁいてぃーん！
[7865.815] 鶯餅: radaoFight
[7866.576] (S)たゆう_はね: radaoFight
[7866.800] (S)むちゃこっこ: radaoFight
[7866.808] (S)ky0to23: 紫水もう手震えてそう
[7868.372] バナナ民: radaoFight
[7868.677] (S)やしろーる: radaoFight
[7869.081] (S)ゆう1151: radaoFight
[7869.761] (S)pomhono: radaoFight
[7871.487] many7575: radaoFight
[7873.093] くるくく: 受験ファイト〜
[7873.548] (S)あっひょ: radaoFight
[7878.878] suiha_7: radaoFight
[7879.531] (S)たゆう_はね: 撃ち合うぞー！！
[7880.432] hatsuna_m: radaoFight
[7882.284] aoneko_san: radaoFight
[7882.329] (S)iris_r5: 声強ばってない？
[7883.699] (S)marukunai_: radaoFight
[7885.193] (S)tomako_0309: radaoFight
[7885.506] れもんちぃ0: wwwwwwwwwwww
[7885.980] (S)halu0622: radaoFight
[7886.085] リムヲ: 目指せ1発合格 
[7886.924] (S)suuchaaa: www
[7887.413] 痲芽: えぐい？ｗ
[7887.841] itonemushi: wwwwwww
[7888.516] kuro_300: wwwww
[7888.577] isaco135: wwwww
[7889.040] (S)あっひょ: wwwww
[7889.070] (S)ｼｷ_: wwwww
[7889.338] roy_rag: えぐいw
[7889.478] many7575: www
[7889.547] KatsuragiMea: wwwwwwww
[7891.159] 紗弥0926: 襲撃にならん？wwww
[7891.304] (S)たゆう_はね: www
[7891.530] cokeraita: ケイン
[7892.514] (S)suuchaaa: 襲撃つかない？www
[7892.922] ゆずシフォン: wwww
[7893.026] れなぽんぽん: wwwwww
[7893.449] rina81820: 殺意高めwww
[7894.622] many7575: 殺意高い
[7896.598] (S)ky0to23: えっぐw
[7900.719] (S)とろネギ: wwwwww
[7907.040] (S)璃喜: 手厚いフォローがww
[7913.148] (S)ky0to23: 北署鷹山さん？w
[7917.941] an_do121: radaoFight
[7920.442] (S)suuchaaa: ラークの殺意が高いです
[7921.359] KatsuragiMea: ばれてるやんw
[7922.685] (S)rain_less: ないね
[7925.321] くるくく: ない
[7928.292] (S)arisa_184: わー
[7928.560] (S)komomaru0316: ないね
[7929.566] kanariatobu: ないね
[7929.778] (S)あっひょ: ないか
[7929.920] 臨華: スパローばっかやないか
[7932.546] (S)pepechi80: ないかぁ
[7937.101] れもんちぃ0: radaoFight
[7942.487] (S)篠影: ないす
[7942.689] KatsuragiMea: はやw
[7942.701] (S)璃喜: 一人やってるww
[7943.937] rui_sk39: やっぱ早いなw
[7944.149] (S)rain_less: ないすー
[7945.500] わらびもち_11: ないす
[7945.593] (S)suuchaaa: ないすwww
[7946.084] shi__409: はや
[7947.684] 痲芽: ヘリ２ですか...
[7947.963] ゆずシフォン: ないす
[7953.448] suiha_7: radaoFight
[7954.649] 臨華: はやw
[7958.457] (S)Rio__44: radaoFight
[7959.162] (S)kusopann: ワンパンいくかのか！
[7960.116] (S)komomaru0316: ヘリもういるw
[7960.856] くるくく: がんばれ〜
[7962.124] (S)あっひょ: radaoFight
[7969.480] (S)ky0to23: はやすぎw
[7971.583] リムヲ: radaoFight
[7975.997] れもんちぃ0: えぐいw
[7978.415] リムヲ: えぐいw
[7978.700] ゆずシフォン: えぐww
[7982.454] (S)nico_kk_mp: パレトにヘリ3えぐーーいw
[7984.010] ayunosioyaki0223: radaoFight
[7984.853] ichigomilk_252: えぐいwww
[7987.177] (S)rain_less: パレトに3台www
[7987.935] (S)冷凍みかん3: 時間的に総力戦かｗ
[7989.100] くるくく: えぐいw
[7990.379] (S)marukunai_: すごいいるwww
[7990.618] (S)yutankonasu: ３ｗ
[7991.418] しめざめ: えぐいwww
[7993.086] rui_sk39: えぐいww
[7993.164] (S)コンさん: えぐ
[7993.441] ﾏﾙﾏﾙ: パレトに！？
[7994.031] (S)鮎の開き: 過剰戦力すぎるだろwww
[7994.717] なっち: 1v3?
[7995.690] suiha_7: radaoW
[7995.829] れもんちぃ0: エッグいwwwwwww
[7997.241] an_do121: えぐいw
[7997.648] (S)suuchaaa: ベイトだー
[7998.066] ichigomilk_252: 一旦警察暇か
[7998.300] (S)ky0to23: すっごい来てるw
[7998.334] (S)youb555: 完璧に待機してたな
[7998.568] roy_rag: 一応パレトではあるw
[8004.550] kon0703: ヘリへのヘイトがw
[8005.106] (S)komomaru0316: パレトに3台ま？w
[8007.936] (S)rinchan1917: ヘイトえぐいww
[8008.669] (S)とろネギ: 全力パレト対応w
[8009.188] リムヲ: パレトに3台なんだよw
[8011.619] (S)suuchaaa: radaoFight
[8015.259] (S)kojikoji333: ボリトー落としちゃいたいなぁ
[8019.690] (S)marukunai_: radaoOtaku
[8022.951] kuro_300: radaoFight
[8024.583] (S)yutankonasu: あぶ
[8025.748] なっち: きゃー
[8026.682] (S)ｼｷ_: やー！w
[8026.745] 痲芽: ｺﾜｲﾖｰ
[8026.905] ゆゆま_: radaoFight
[8027.016] isaco135: radaoFight
[8028.287] an_do121: こっわ
[8029.432] (S)うみやま: やああ
[8029.666] (S)ドパーズ: radaoFight
[8030.318] (S)pepechi80: radaoFight
[8030.494] ゆずシフォン: radaoFight
[8031.164] (S)suuchaaa: 避けうまい
[8031.655] rui_sk39: 避けナイス
[8031.705] (S)たかなしはな: radaoFight
[8032.555] (S)zaza_kun: 北署近いから落としたいな
[8034.407] suiha_7: radaoW
[8034.980] (S)ttebasakii: いいよー！
[8037.114] (S)コータ_: radaoFight
[8044.826] rui_sk39: いたい 
[8049.005] kon0703: めっちゃ地上いるな
[8050.809] リムヲ: めっちゃ地上いるね
[8051.508] (S)nico_kk_mp: いすぎwwww
[8052.563] (S)ky0to23: めちゃくちゃいるなw
[8052.743] (S)arisa_184: 修理もきついな
[8053.440] (S)suuchaaa: 色んなところに地上いる
[8053.550] (S)璃喜: めっちゃ撃たれるぅ
[8054.482] goshawk1152: ヘリとやり合ってもすぐ治されるしね
[8054.607] (S)ｼｷ_: 来てるねー
[8056.431] 紗弥0926: 一人こっち来るわな
[8057.987] (S)marukunai_: ｲﾃﾃ
[8059.480] (S)zaza_kun: やばそう
[8059.569] (S)matou_06: めっちゃ撃たれるな
[8059.990] (S)sakiritu: まずいな
[8060.247] (S)たゆう_はね: 地上めっちゃいるう
[8060.573] れもんちぃ0: ワロタや
[8060.843] (S)kojikoji333: めっちゃ地上いて草
[8061.052] hunting_nimo: ほか大型やってへんのか？！
[8063.930] (S)rinchan1917: ヘリガレージも抑えられてるw
[8064.192] (S)sara_hosi: やばい
[8079.699] kuro_300: おる
[8084.975] (S)komomaru0316: おるな
[8085.148] many7575: がんばれー
[8086.103] (S)suuchaaa: いるなぁ
[8091.520] (S)冷凍みかん3: いるーーー
[8094.569] kuro_300: ないす！
[8094.629] (S)yutankonasu: ないす
[8094.780] isaco135: ないすー
[8094.858] (S)たかなしはな: ナイス
[8095.951] (S)Rio__44: ナイスぅ
[8096.185] (S)ｼｷ_: ないす！
[8096.372] なっち: うま
[8096.412] rui_sk39: おおお
[8096.667] リムヲ: おー！
[8096.860] ゆめきり: ないすー！
[8097.615] (S)pepechi80: ないす
[8097.751] ゆずシフォン: ないすー
[8098.181] (S)matou_06: ないす！
[8098.255] わらびもち_11: ないす
[8098.401] あるみ屋: ないすー
[8098.512] (S)yui1yui: おー
[8098.606] (S)コンさん: ないす
[8099.907] (S)marukunai_: やっぱばになんよ
[8100.086] ayunosioyaki0223: ないす
[8100.637] suiha_7: radaoGJ
[8103.016] (S)laitea1124: さすがだ
[8106.985] (S)marukunai_: ないす
[8110.072] otsukimi8: ないす
[8110.452] (S)とろネギ: ないす〜
[8112.515] (S)muu_rika: うまい
[8115.875] rui_sk39: ヘリやばい
[8116.041] リムヲ: おおおお
[8116.063] (S)yutankonasu: おお
[8116.652] (S)たかなしはな: わお
[8117.846] kon0703: おおおおおお
[8117.924] (S)キヨタカ: つっよ
[8117.948] (S)ｼｷ_: うま！
[8118.571] tarabaaaa: うますぎ
[8119.084] (S)yui1yui: おおおお
[8119.139] (S)Rio__44: うまーーー
[8119.326] isaco135: おわー
[8119.540] ゆずシフォン: おお
[8119.757] リムヲ: おおお
[8119.789] (S)pepechi80: おおおおおお
[8119.943] (S)ama_39: うますぎ
[8120.023] ぎむきょういくろせ: おおおお
[8120.187] (S)nanoka_piyo: ないすー！
[8120.224] (S)marukunai_: まっず
[8120.417] (S)たかなしはな: ええええ
[8120.603] otsukimi8: おおお
[8120.728] れもんちぃ0: うっま
[8120.803] (S)ゆう1151: ないすううううう
[8120.852] (S)yutankonasu: え
[8120.897] くるくく: うっま
[8120.901] (S)璃喜: ナイスゥ！
[8120.950] (S)suuchaaa: うっま
[8121.016] あるみ屋: おおおおおお
[8121.189] skkmrsaki: おおお
[8121.273] (S)冷凍みかん3: まじ？
[8121.469] ゆゆま_: radaoBanzai
[8121.621] kuro_300: ないす
[8122.092] (S)コンさん: うま
[8122.145] わらびもち_11: うっま
[8122.444] (S)yui1yui: ないすーー
[8122.463] あじさ: ないす
[8122.490] ﾏﾙﾏﾙ: わーお
[8122.549] ayunosioyaki0223: ないす！！！！
[8122.905] mizn0_0: うっま
[8123.097] (S)ベスプラ: おおお
[8123.279] なっち: バケモン
[8123.447] (S)うみやま: おおおお
[8123.475] (S)laitea1124: radaoBanzai
[8123.658] (S)なち222: ないす耐え
[8123.667] (S)バリカタミニオン: うま
[8123.722] (S)tomako_0309: うま
[8123.763] roy_rag: えっぐい
[8123.877] (S)muu_rika: うますぎ
[8124.080] リムヲ: 2台やった？！
[8124.083] ゆめきり: おおおおお！
[8124.463] (S)みゆちきんくりすぷ: おおおおおおお
[8125.006] あるみ屋: えええええええ
[8125.138] (S)matou_06: えっぐい！！
[8125.303] miam_1018: うおおおおおおおおおおお
[8125.303] (S)ririca03: ないす
[8125.491] rui_sk39: ないす
[8125.865] ichigomilk_252: えええええ
[8126.015] (S)y0r1n: それ耐えるんだ！？
[8126.238] 角角家: ないす！
[8126.452] (S)ゆあたまご: うっま！？
[8126.659] (S)ひなしろ: うま
[8126.880] (S)璃喜: 良く生きたよ！！
[8127.074] ゆずシフォン: ないすー！
[8127.233] many7575: あぶねー
[8127.307] (S)ky0to23: うますぎです
[8127.636] (S)kisaragimomo_: radaoBanzai
[8128.013] (S)pomhono: ないす
[8128.235] (S)oggiooo: ないすーーー！
[8128.743] (S)zonzon_00: ないすー
[8128.999] ﾏﾙﾏﾙ: ナイス！？
[8129.005] しめざめ: radaoBanzai
[8129.414] ameneko64: うま？！？！
[8129.440] hatsuna_m: ないすー！！！
[8129.529] (S)Asupekuun: えええええw
[8130.055] (S)あにゃも: ないす！！！
[8130.075] suiha_7: radaoGJ
[8130.254] (S)ttebasakii: やっばぁ
[8131.130] taaamiii: なーいす
[8131.160] なっち: なぜ生きてる？
[8131.404] (S)abara_129: ナイス着地
[8131.415] (S)matou_06: すげええええ！！！
[8131.613] (S)aibou0511: えぐ
[8132.030] (S)kojikoji333: 2台やった？
[8132.570] (S)みゆちきんくりすぷ: radaoBanzai
[8132.835] kuro_300: つよぉ
[8132.922] (S)ゆう1151: ｗｗ
[8134.503] (S)或ト: 着地うまい
[8134.589] lara_3o: ないすすぎ
[8134.750] (S)mutsuki211: つよすぎ
[8134.826] ゆずシフォン: 耐えるのすごw
[8135.246] れれんれ89776: あ
[8135.300] an_do121: うますぎ！？！？
[8135.496] あじさ: radaoBanzai
[8137.068] (S)k0ku3: 天才か
[8137.075] (S)hnnnnnk173: 爆発2回した？
[8137.192] (S)ky0to23: ん？
[8139.257] (S)laitea1124: なんで生きたwww
[8140.011] (S)海にぃ: まずーい
[8141.713] ichigomilk_252: ん？
[8144.453] (S)suuchaaa: ん？なんだよww
[8145.477] れもんちぃ0: あ
[8146.988] ﾏﾙﾏﾙ: あ
[8147.038] kon0703: ああああ
[8148.333] (S)Rio__44: あ
[8148.508] あじさ: あ
[8148.572] rui_sk39: ええええ
[8148.791] くるくく: あ
[8148.877] (S)やしろーる: あああ
[8149.415] ゆずシフォン: あ
[8150.007] (S)marukunai_: いたーい
[8150.635] あるみ屋: えええww
[8150.761] (S)pepechi80: いやあああああ
[8150.806] (S)璃喜: 相打ちか
[8150.837] (S)海にぃ: あ
[8150.853] 紗弥0926: やったね
[8151.017] (S)コンさん: あ
[8151.179] (S)たかなしはな: おしい
[8151.747] (S)あっひょ: ああああ
[8151.771] (S)suuchaaa: あぶな
[8151.780] (S)rinapi_pi: あ
[8151.913] rina81820: radaoCry1
[8151.980] (S)yutankonasu: どんまい！
[8152.158] (S)hisuiiiiiiiiiiin: あ
[8152.511] (S)dash_1324: あああああ
[8152.771] (S)ｼｷ_: わーw
[8153.299] an_do121: あw
[8153.907] ﾏﾙﾏﾙ: おっしいいいい
[8154.289] とーもろふ: 日に日に成長
[8154.539] (S)arisa_184: 相打ちナイス
[8154.753] ichigomilk_252: ああ
[8154.987] shi__409: 悔しい
[8155.782] なっち: 3キルくらいしてんじゃねwwww
[8155.850] kuro_300: 力業すご
[8156.076] あじさ: radaoCry1
[8156.117] itonemushi: まあまあまあ
[8156.166] (S)ritoxx12: あらあ
[8156.325] ゆめきり: radaoCry1
[8156.612] many7575: 相討ちやー
[8156.721] ドコサヘキサエン: まあまあ
[8156.922] (S)sakiritu: それは無理や
[8156.998] reo_014: ああああああああ
[8157.136] (S)pomhono: おし
[8157.507] リムヲ: 3台全部行ったか
[8157.617] suiha_7: radaoW
[8158.487] ayunosioyaki0223: おc
[8158.893] (S)laitea1124: これはしょうがないw
[8158.973] mizn0_0: おしい
[8159.661] (S)dororo9981: 相討ちや
[8159.785] とーもろふ: 惜しいねぇ
[8160.126] (S)都々: しゃーないｗ
[8160.978] lara_3o: おc
[8161.345] tentan_0v0: おc
[8161.635] (S)にせパンどろぼう: 当たりどころが…
[8161.817] れもんちぃ0: 相打ちやね
[8162.460] (S)ｼｷ_: wwwww
[8162.501] many7575: ばにー
[8163.886] kara_kara_kara: 共倒れならまぁ
[8164.072] (S)zonzon_00: 相打ちならよし
[8164.599] (S)璃喜: 一々交換でかい
[8165.605] suiha_7: radaoW
[8166.487] (S)冷凍みかん3: ないすー
[8167.011] (S)dash_1324: ｺｺﾀﾞﾖ
[8167.563] (S)ｼｷ_: ありがとばにー！
[8167.829] (S)yomoyomoyomochan: バニナイスーーー
[8169.245] mizuno0624: ｺｺﾆｲﾙﾖ
[8169.772] なっち: ｺｺﾆｲﾙﾖ
[8170.172] (S)Ouka2609: 隙間にブレード入ってきたー
[8170.587] ﾏﾙﾏﾙ: ありがとバニ；；；
[8170.659] ドコサヘキサエン: ｺｺﾆｲﾙﾖ
[8170.678] (S)rain_less: ｺｺﾆｲﾙﾖ
[8172.096] (S)suuchaaa: ｺｺﾆｲﾙﾖ
[8172.641] (S)海にぃ: ばにー！
[8173.372] (S)たかなしはな: ばにありがとー！
[8173.844] (S)gupien: スライディング出てればあったか
[8174.422] (S)rut_1010: ローリングで避けれないよね？
[8175.121] (S)neg_xu: ｺｺﾆｲﾙﾖ
[8175.905] (S)2446_hituji: ｺｺﾆｲﾙﾖ
[8176.360] (S)posya_nm: バニ生きとるのか
[8176.485] (S)とろネギ: ヘリ潰しはデカい
[8177.023] (S)ky0to23: 戦果は十分よw
[8177.706] rui_sk39: バニつおい
[8180.202] (S)sakiritu: 隙間にブレード入ってきた〜
[8185.421] あるみ屋: ボリトーダウンないす
[8186.405] 紗弥0926: でもヴォリトーおちたのはでかい
[8188.346] (S)ぱわ一: 綺麗に隙間にプロペラがw
[8189.704] (S)たかなしはな: ヘリ潰したのえぐかったっす
[8189.775] れもんちぃ0: ヘリ潰せたのはでかいな
[8190.724] シルキス: ヘリ2台潰れてるのはナイス
[8191.326] (S)たゆう_はね: 3人でかい！
[8192.073] (S)ねこのみー: ばにつよい
[8192.423] (S)aibou0511: 転がりやすいならではのw
[8192.637] tarabaaaa: ｗｗｗ
[8192.859] (S)kojikoji333: ヘリは全部つぶしたからワースや
[8193.176] (S)dash_1324: 2台落とせたやん
[8193.640] (S)yutankonasu: 十分じゃない？
[8194.782] 臓もつ煮: radaoFight
[8194.956] (S)kuro_kuro03: ｗｗｗｗｗ
[8195.315] navyblue___: ｗｗｗｗｗｗｗｗ
[8195.447] (S)あっひょ: ヴォリトー潰せたしないす！
[8195.468] kuro_300: wwww
[8195.793] (S)璃喜: ヘリ2台壊したのでかすぎる
[8195.919] (S)ririca03: wwwww
[8195.993] ゆずシフォン: www
[8196.054] れもんちぃ0: wwwwwwwwwwwwwwwwwwww
[8196.348] isaco135: wwwww
[8196.365] 痲芽: まぁまぁっすｗｗｗ
[8196.578] (S)dororo9981: ヘリなくなったんじゃない？
[8196.813] わらびもち_11: wwwwww
[8196.833] ﾏﾙﾏﾙ: まあまあw
[8197.128] ぎむきょういくろせ: まあまあwww
[8197.433] (S)冷凍みかん3: ｗｗｗｗｗｗ
[8197.575] (S)にびびび: wwwww
[8197.795] (S)Rio__44: wwwwww
[8197.808] (S)arisa_184: まぁまぁｗ
[8198.220] れれんれ89776: だめそう
[8198.419] (S)posya_nm: ヘリ殆ど落ちたかw
[8198.526] (S)samu_hikan: 後ろみれば？
[8198.794] roy_rag: www
[8199.169] ayunosioyaki0223: www
[8199.373] (S)aibou0511: 声よw
[8199.851] シルキス: ボリトーとワロタないす！
[8199.897] touhikou_: radaoW
[8199.985] (S)むちゃこっこ: www
[8200.032] mizn0_0: 頑張ってるwwww
[8200.065] くるくく: やばそうwww
[8200.097] あるみ屋: wwwwwwwwwwwwwwwwwwwwwwww
[8200.416] rui_sk39: wwwwwwwwwwww
[8201.001] なっち: wwwwww
[8201.531] (S)tomako_0309: まあまあwww
[8201.610] many7575: ヘリ２潰したのデカイ！
[8202.133] merokarimero: 笑い声聞こえるw
[8202.942] (S)ritoxx12: ｗｗｗｗ
[8203.131] (S)璃喜: ダメそうwwww
[8203.589] (S)rinapi_pi: ｗｗｗｗｗｗｗｗｗ
[8203.621] (S)suuchaaa: wwwwww
[8203.844] (S)yui1yui: うーんかみ合っちゃったね
[8203.887] (S)ミヤオ: wwwwww
[8204.681] (S)とろネギ: wwwwww
[8205.926] suiha_7: かっこよかったのに４ぬんだよねｗ
[8207.172] (S)suuchaaa: もうやばいかwww
[8207.232] ryo_ngz: 頑張れ紫水
[8207.601] (S)marukunai_: いい天気ダナー
[8208.685] (S)haru_chan92: 今の目の前でプロペラ回ってたの絶望的な景色だったなぁw
[8208.898] (S)hapi_tama: ヘリ2機撃墜 すげー
[8209.150] hatsuna_m: ヘリアタないすよ
[8210.362] kon0703: ヘリ2落としはでかいだろ
[8210.618] (S)zonzon_00: 受験時間はたっぷりｗ
[8211.575] (S)ky0to23: これ3時までに終わるかなぁw
[8212.544] リムヲ: 何浪かしてそうw
[8213.792] (S)yutankonasu: おー
[8213.842] ひまびっと: 2台落としたのはでかい
[8214.367] (S)たかなしはな: ナイス
[8214.759] ﾏﾙﾏﾙ: ないす！
[8215.098] kuro_300: つえぇ
[8215.107] isaco135: ないすー！
[8215.603] shi__409: おー
[8217.059] (S)sakiritu: つよーい
[8217.265] ゆずシフォン: おお
[8217.296] わらびもち_11: ないすー！
[8217.749] (S)pepechi80: ないす
[8217.954] (S)ｼｷ_: ないす！
[8220.062] touhikou_: radaoBanzai
[8220.485] (S)komomaru0316: 3時までに終わるかなw
[8220.529] (S)nanoka_piyo: ないすー！
[8222.469] (S)yomoyomoyomochan: ナイスーーー✨
[8222.963] (S)suuchaaa: ラーク強い
[8225.593] (S)pomhono: ないす
[8225.613] (S)たゆう_はね: みんなつよーい！
[8226.402] an_do121: 芹刄弐が強いんよ
[8229.210] なっち: もう殲滅？ww
[8237.044] ﾏﾙﾏﾙ: 受験頑張れー！
[8239.899] roy_rag: みんな強すぎてなんとかなりそうw
[8240.159] hunting_nimo: だいぶやってるな
[8240.187] 臓もつ煮: 受験組がんばれー！
[8245.056] (S)とろネギ: 中が終わらないwww
[8249.264] とーもろふ: 止まらない、刄仁えらい
[8249.896] (S)rinchan1917: 個人医さまーー
[8252.283] (S)ky0to23: わんちゃん警察からギブ入りそうだなw
[8255.764] (S)choi9_1j: まあまあおもろいww
[8261.965] suiha_7: レダーおｃかったなー
[8262.308] gyudon_plb98: 見られてるな
[8276.444] なっち: 頼もしい
[8280.327] 痲芽: でもエンジンギリでヘリ潰したのは正直痺れた
[8287.951] (S)iris_r5: 護送ねらってるんかな？
[8289.984] (S)jp_atla: でもあの状況からサーマル潰したのマジでやばかった
[8291.415] (S)あっひょ: またやっとる
