[13.960] hachi8ee: :(
[3334.854] (S)tabibitox: コロナでゲームめっちゃ売れたしな
[3335.980] tonyudx2025: ネコの生態について調べたい
[3342.670] latenight000: いい人材を引き込みたい形
[3344.948] mogugu67: 不思議
[3345.429] akiaki0612: 元から結構高いはず
[3356.416] (S)TaneUma5: 今日は買い物散歩？
[3356.983] jojojoy001: 結構前のニュースだね
[3358.928] ~MISSING_COMMENTER_INFO~: 税金分浮く？
[3361.881] ke__nn: マジレスすると円安だからカプコン行くよりアメリカ行った方がいいけどね
[3361.925] mike_swole: where are you going my friend
[3367.424] ハナたろう: 宇宙を知りたい
[3369.239] bonin_peter2: bonin_peter2 subscribed with Prime. They've subscribed for 21 months! 
[3369.292] (M)Moobot: @BONIN_PETER2 with the 21 months re-sub! 
[3371.552] latenight000: カプコンは「ガイルの130ソニックに耐えられるのか」
[3371.563] nu__man: カプコン儲かってんのかな
[3377.013] low_single: 弘前市は今日からプレさくらまつりらしいよ
[3377.657] (S)ほっきょく: 左がコカ・コーラ本社
[3378.428] kaigaizei: 給与をあげたほうが業績が上がるって踏んでの決行
[3380.037] blackcoffee0821: こたかみたいなことを
[3392.343] rommaler1: DAIGO this street looks nice what is name of this place ?
[3393.292] une3333: 瞬獄殺が520点ですよ、すごいですね
[3394.940] (S)ほっきょく: そのまま渡ると青学
[3395.107] ﾃﾄﾗﾝ: コカコーラ本社見学できるのかな
[3395.133] qwertyu4769: 都会怖い
[3404.679] latenight000: 人材集めたいじゃんねぇ
[3406.401] じゃむじゃむお: カプコンは同業他社に比べると低かったからね 新卒のときに調べて驚いた
[3410.664] H_SLaSH: ルークの体力を1000から1300に
[3410.769] ﾃﾄﾗﾝ: 更にハイエンド路線で行くつもりなのかな
[3415.951] kaigaizei: 儲かってるから給料上げたって言うより今後への投資だね
[3428.264] kitori_17: ここバイクで通るの怖い
[3430.041] mike_swole: wow the one time is everywhere LOL
[3435.776] (S)ほっきょく: 渡ると青学
[3437.971] みそらの: へぇ～カプコンって同業他社より低かったのか・・・
[3439.021] chinnen1: バケモンじゃねえかｗ
[3439.681] welitonpenalty: ダイゴ・ザ・パンクはここブラジルにいます!いつ私たちの国であなたの訪問がありますか?私たちはあなたを愛しています!
[3440.185] celsior_chan: 小野さんも退社して今は別会社で社長だし
[3440.356] ﾃﾄﾗﾝ: 25減らしてからの1300
[3449.818] (S)TaneUma5: 元々体力900だったのかも
[3475.677] みそらの: ブラジルニキがブラジルに来て欲しいってｗ
[3482.992] osirisoft: 三上真司も退社して社長よな
[3487.534] welitonpenalty: digoresapank wa koko brazil ni i masu !itsu watashi tachi no kuni de anata no homon ga ari masu ka ?watashi tachi wa anata wo aishi te i masu !
[3488.873] ~MISSING_COMMENTER_INFO~: ブラジル散歩いいね
[3491.268] librabird: ブラジルの人聞こえますか～
[3498.074] kame277: パンク！？
[3500.654] une3333: スト6面白くしてよね
[3501.335] celsior_chan: 今までケチってたからみんなカプコンから出ていってた
[3501.934] (S)ほっきょく: ララ使い？
[3506.658] akiaki0612: ウメさんって岡本さんと面識あるのですか？
[3506.868] ﾃﾄﾗﾝ: 独立とか引き抜き防ぎたい気持ちもあるのかな
[3519.154] rafaelvascc_2: churrasco hahahahaha
[3521.144] nikukuisugi333: ファベーラ散歩配信しよう
[3522.490] (S)wakeup623: Is Zeku a good MU against Luke?
[3522.542] rommaler1: DAIGO SONIC BOOM !!
[3524.157] mmiiacha: Twitchで配信すると国際色豊かになるウメ配信
[3530.032] kitori_17: 条件はシュラスコ
[3539.742] (S)neogreenlife: ブランカのコスで行こう
[3571.287] latenight000: 偉い人にもその対応なんだねぇ
[3572.445] (S)ほっきょく: とんがり中
[3573.026] ~MISSING_COMMENTER_INFO~: あーあｗ
[3580.990] みそらの: 外国ニキ：是空はルーク対策としていいキャラですか？
[3584.658] 4444446666: 海外ニキ、思い思いに自身の第一言語でコメ書いてて笑う
[3586.364] kitori_17: 思春期だったか
[3586.941] triskeal: 当時はそんなに開発者が顔出さなかったもんね
[3590.858] Willitine: Hello Daigo ✌
[3592.130] welitonpenalty: バーベキュー、フェイジョアーダは喜びです
[3594.000] (S)ほっきょく: ぬきさん年取らせたような見た目だったよね
[3602.980] (S)murabito06: east shibuya
[3603.095] tukumi07: ワイ岡本さんと10回以上合ったことあるけど面白いおっさんやったわ
[3603.506] ~MISSING_COMMENTER_INFO~: そういうもんだよねぇ
[3613.098] nu__man: 知らないおっさんが話しかけてきた
[3619.061] (S)Areca129: オカモトさんモンストが当たってから年収1000倍になったらしいっす
[3621.565] みそらの: ブラジルニキ、日本語で書いてくれてるけど、日本語聞き取れてるのかなぁ？
[3623.489] blackcoffee0821: 最近動画よく見る
[3636.359] balthazar000: 岡本さんは今Youtubeで動画結構上げてるよね。当時の開発裏話的な。
[3638.450] rommaler1: murabito06 thank u , do u know exactly where ? very nice place
[3642.851] (S)ほっきょく: モンスト御殿があるしね
[3646.080] ipow: Hi Daigo from France 
[3657.033] (S)Areca129: もともと30万円とかやすかったらしいっすよ
[3659.798] nikukuisugi333: 岡本さんのyoutubeおもろい
[3668.138] みそらの: 年収30万は無いでしょｗｗｗ
[3674.375] ancehutn: ｗｗｗ
[3679.669] (S)imokun888: 年収３０万でも３億だが…
[3691.335] ~MISSING_COMMENTER_INFO~: 当時から社長でしょ
[3696.411] (S)ほっきょく: 無難に人気って感じかな
[3696.426] じゃむじゃむお: わんちゃん100億あるんじゃね？年間２０００億売上げてたゲームだし
[3696.999] rafaelvascc_2: are masks still mandatory in japan?
[3698.926] (S)たなかん: 岡元さんのYouTube見るに浮き沈みが激しい時期があったそうな
[3701.064] 失地王: １億とかはした金とかいってたよ
[3701.096] みそらの: モンストは安定はしてますね
[3703.024] akiaki0612: まだそこそこ人気
[3706.208] maemaemaema: 岡本さんyoutubeでウメちゃんと対談なりありやりたいって言ってたよ
[3706.649] (S)Areca129: 失礼、月収の間違え＝30万
[3707.446] ﾃﾄﾗﾝ: モンスト昨日ぐらいにセルラン1位だった気がする
[3712.470] いーばら: HungryPaimon
[3715.934] christianoff87: hello daigo , tokido oshimadaoka shokio togaiako shobirutsu tokaiashi hakoshini totibeiratsu
[3717.705] tukumi07: 当時の岡本さんの会社のゲームリパブリックは自転車操業っぽかったからね
[3727.922] 失地王: あきまん
[3733.394] (S)tabibitox: 小野さん・・・
[3734.179] 4444446666: tmt
[3736.307] jagajaga1943: ディライト行った人どうなった・・・
[3738.123] ssk0409: エブリパーティは神ゲーだった
[3743.976] balthazar000: 小野さん今どこだっけ、、、？
[3744.002] welitonpenalty: @みそらの 私は翻訳者を使っていますが、日本語が大好きで、アフリカ系です。
[3747.493] osirisoft: 三上真司とかどうよ？
[3755.015] あかの: お察しな人間性とはきくけどね
[3761.728] akiaki0612: スト2メンバー社員は今でも尊敬しあって仲良いみたい
[3763.845] maemaemaema: リパブも潰したし
[3771.355] balthazar000: 杉山さん元気かなぁ
[3771.498] ogawa3: 凄いひとやね
[3771.957] (S)murabito06: west end aoyama univ
[3774.583] Willitine: Daigo, do you know how to skateboard?
[3790.145] みそらの: @welitonpenalty 日本語お上手で凄いです！
[3790.209] rommaler1: murabito06 thank u very much for help !!
[3790.699] hirochi0413: ウメ散歩ありがたし
[3798.037] ~MISSING_COMMENTER_INFO~: 杉山さんｗ
[3798.145] (S)ほっきょく: ↑にいくと普通に青山→に行くと骨董通り
[3802.715] (S)imokun888: 三上さんゴーストワイアトーキョー作ったんじゃない？
[3808.834] じゃむじゃむお: モンストだけでこれまでの累計売上1兆円近くありそう
[3810.236] mmiiacha: 杉にぃは別の会社いった
[3815.482] cafe_gondo: どっな良いとこ移ってたような
[3817.613] kotatan_twitch: ワイン畑
[3818.651] syan1114: 小野さんは今アニプレ傘下のラセングル（FGO運営）
[3825.622] ohigekujira: 下村曜子さんとかも凄いですね
[3829.105] ある_____: あこれひぐち大学沿いか
[3832.877] ~MISSING_COMMENTER_INFO~: どこかのゲームアプリ会社とかだっけ
[3834.438] ﾃﾄﾗﾝ: 杉にぃスト4後期じゃなかったっけ？スト5だったか
[3840.510] osirisoft: 三上さんは、タンゴって言う会社設立して、サイコブレイクとか作ってる
[3840.877] tonyudx2025: サイコブレイクも三上さんよね
[3844.369] ayataaan: ayataaan subscribed with Prime. 
[3844.437] (M)Moobot: @AYATAAANさんTwitch Prime登録ありがとうございます！
[3851.876] welitonpenalty: @みそらの hai 、 sore wa hijou ni tsuyoku 、 millenial sedai no bunka wo motsu te i masu
[3853.179] maemaemaema: 坂多いな
[3855.862] (S)ほっきょく: →が骨董通り
[3863.599] (S)ほっきょく: ↑が青山
[3865.228] (S)imokun888: 本人がコンテンツ、ほんこんか
[3868.426] kitori_17: 腕で食ってない勢
[3881.421] ねこざけ: ウメちゃんも腕で食ってる系でしょ？
[3885.560] balthazar000: Ghostwire: Tokyo
[3888.844] ohigekujira: 腕が太いと強いですね
[3895.665] hirochi0413: どこに向かってるやつ？
[3910.601] ~MISSING_COMMENTER_INFO~: 個人事業主ってヤツ
[3917.989] Willitine: Daigo please show us your favorite arcade place when you were younger. d:^)
[3922.248] triskeal: Thank you for the fiery music Yoko Shimomura
[3925.466] (S)imokun888: 腕毛で食ってる人もいるぞ
[3926.968] hirochi0413: ウメちゃんはもうウメハラであることがコンテンツみたいなもんだから…
[3931.177] あさご: ウメハラさん1時間歩きっぱなしで足腰強いっすね
[3932.033] latenight000: 実力ある人は「俺だよ？」っていけるしな
[3942.777] tofuforyou: tofuforyou subscribed with Prime. 
[3942.829] (M)Moobot: @TOFUFORYOU with the Prime sub!
[3950.475] balthazar000: 単なる散歩もウメさんがやればコンテンツ
[3952.144] tonyudx2025: 昼飯食った？
[3954.736] (S)v_harumi_v: んほほほって笑い方ｗ
[3954.844] (S)murabito06: *east end
[3955.145] みそらの: 7時間くらい歩いてて余裕って言ってる人だからｗｗｗ
[3967.164] じゃむじゃむお: そういえば昨日FPSで日本チームが世界大会ベスト4いって盛り上がってた
[3971.321] kitori_17: ふぉっふぉっふぉ
[3973.349] (S)imokun888: 足に水玉の日焼け跡ありそう
[3973.482] balthazar000: 犬がギブるレベルで歩く人だから
[3976.438] akiaki0612: 格闘ゲームも結構上手いですよね
[3989.236] Willitine: Where are you going today, Daigo?
[3990.482] 5don: ヴァロラントかな
[3993.602] latenight000: 凄いらしいとしか、わからない
[3996.413] ogawa3: ばーばりーのCMと同じ笑い方だった
[3998.682] kitori_17: 初だそうです
[4006.514] 勤務中: zeta!!
[4008.441] ke__nn: ヴァロ知らないんだ
[4013.548] balthazar000: あとは継続出来るか
[4016.684] ssk0409: 犬より歩くww
[4018.836] ﾃﾄﾗﾝ: 散歩業者
[4018.983] Willitine: What time is it in Japan?
[4019.692] (S)saparann: 今日もクロックス？
[4020.857] low_single: この散歩が趣味じゃない…だと…？
[4020.968] あかの: 今日もジャケット着用かな。歩いてると暑くならない？
[4025.200] みそらの: そういえば、昨日ドグラさんがアレク20連勝チャレンジで9時間半で17連勝したところでもる兄に処されて壊れてましたｗ
[4025.549] (S)v_harumi_v: 趣味ではないの？修行なの？
[4026.314] balthazar000: 13:21
[4026.989] 4444446666: ヴァロラントの大会！ZETA
[4028.160] qwertyu4769: 散歩業
[4032.686] ねこざけ: ウメ散歩は趣味じゃなくて何なの？
[4039.700] 4444446666: 13:21
[4044.010] ﾃﾄﾗﾝ: 去年ボロ負けして日本最強集めたんだっけ
[4045.689] kame277: すごいな〜！ゼータ
[4050.301] Hiclere: うん。コミュニティのでかさ次第だよねぇ。
[4054.211] neoneoko: そう思います
[4055.847] (S)ほっきょく: ←渋谷  →赤坂
[4059.593] latenight000: まぁ人口差は他の国と天地の差だろうからねぇ
[4060.021] Willitine: Ah it's afternoon there right now. Thank you balthazar.
[4060.614] kitori_17: しのさんみたいな正義感のある人がもっといる！
[4060.985] ある_____: FPSもゲーセン文化から始めよう
[4063.244] 4444446666: ラグ無い世界になったら？？？？
[4066.473] ke__nn: ウメさんが総理大臣になるしかないよ
[4069.585] (S)TaneUma5: ポテンシャルはあるよね日本
[4069.756] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[4074.846] akiaki0612: ウメさんの考える日本人特有の強みとは？
[4079.977] (S)v_harumi_v: アペロには何があるんです？
[4081.047] hirochi0413: 環境を用意できるかどうかややる気も実力のうちだからなあ
[4083.221] kame277: 少しずつ変わってきてるのかな？
[4085.575] sei_6: 強いがつづかないと人気でないんだよな
[4093.625] みそらの: おしゃれな人が多いなぁ
[4097.310] kimie_white: あのスタイリッシュヌーブも所属するゼータディビジョン 今イケイケのチームです
[4099.213] tokogonish: ひいいい
[4101.040] 4444446666: ラグ無い世界でも日本が最強？？
[4103.381] 浣熊俠: veiWow
[4120.639] ke__nn: あれだけ人気だったAPEXも最盛期より3割人口減ったし
[4120.898] (S)funacchi15: こんにちはー！
[4121.656] 戸愚呂妹: 女ってなんでぶつかりに来るんだろうな
[4121.966] みそらの: あ～ 確かに人口は少なくても人口密度は高いですね～
[4123.625] hirochi0413: 青山は歩いてるとガチで芸能人をちょいちょい見れる
[4137.453] 勤務中: valor ant
[4154.263] myodent21: こんにちはーおしゃれな街歩いてますねぇ
[4159.195] ねこざけ: 諸行無常よねえ
[4163.737] (S)ほっきょく: もう青山だね
[4164.427] balthazar000: ウメさんもFPS一回どうです？
[4168.337] uwadai: 格ゲーは1/10
[4168.435] みそらの: 表参道駅！
[4172.209] (S)TaneUma5: １割でいいから横にこい
[4172.905] balthazar000: へぇこれが青山なのか
[4176.177] viniworld38: esportsの人気ジャンルに偏りがあるのはどうにもならないんですかねぇ？
[4186.734] hirochi0413: 歩いてて撮らないでください！みたいなこと言われたことある？
[4188.085] ssk0409: 話には聞いたことあるけどおされやなぁ
[4189.018] 勤務中: valo運要素少なめなゲームっぽいからいいよね
[4191.324] (S)funacchi15: スト2最盛期から考えると、残ってるの1割くらい？
[4193.854] akiaki0612: スト5の最盛期っていつかね？
[4199.023] (S)neojapan01010: ミートさんもベッド見てたけど今流行ってるのかな
[4199.314] lacquerware: ベッドを探してるの？
[4200.259] (S)tabibitox: カレーうどん
[4201.945] unchikong12: ｗｗｗ
[4201.949] prosciu: もう青山か
[4202.993] Willitine: Daigo show us an arcade around that area? 
[4203.723] une3333: 人が増えてきたぁ
[4205.016] ぺけた: ときどクリニックか
[4205.853] kame277: スト6は人増えそうだがどうかね〜
[4206.272] みそらの: ｗｗｗ
[4207.185] butch1008: 思ったｗ
[4209.251] qwertyu4769: ときんす！？
[4212.304] tonyudx2025: 今の若い人に一対一のゲームは無理じゃない？チーム戦とか他人に責任を移せる環境じゃないとやらんやろ
[4212.365] kame277: ときどw
[4213.509] ssk0409: www
[4214.087] mmiiacha: 色と髪型
[4214.485] (S)imokun888: 青い感じと髪型だけＷＷ
[4215.400] kitori_17: まさかの
[4215.813] hirochi0413: ときどクリニック
[4216.552] enuemu3: www
[4216.708] une3333: 服の色と髪型だけでしょ
[4216.803] super_fluo: 髪の薄さが似てるw
[4219.090] (S)funacchi15: www
[4219.763] (S)neogreenlife: ときどクリニック
[4220.258] mako6912: 青いねw
[4222.011] (S)murabito06: 手広いねーときど
[4227.416] balthazar000: ときどきクリニック
[4227.977] enuemu3: さすがときんす
[4231.327] ぺけた: 東大になりそう
[4241.325] (S)ほっきょく: ときんす結構前に青山で大々的にロートの広告出されてたよ
[4242.259] unchikong12: ときどのこと色と髪型でしか判断してない説
[4242.508] une3333: 公衆電話...生きていたのか！
[4243.245] フﾄ: 個人的なSFVピークはときどさんがEVO優勝したシーズンと去年のSFL
[4249.137] 無心に: ときど探し楽しそう
[4253.562] une3333: うわおすっごいぐわんぐわん
[4262.180] hirochi0413: タイマンの対戦ものってそれだけで人選ぶからなあ
[4265.139] myodent21: 誰か合流
[4266.816] (S)imokun888: 凸？
[4272.207] (S)tabibitox: カフェ氏？
[4274.265] みそらの: 人生は！？！？
[4276.154] (S)v_harumi_v: おお？
[4278.357] (S)TaneUma5: カフェ？
[4278.932] une3333: cafeさん？
[4286.023] kitori_17: 話が急にデカイ
[4286.463] akiaki0612: レギュラーきた？
[4288.208] chipstar9: パーティー増えた？
[4288.943] ~MISSING_COMMENTER_INFO~: 安定！
[4289.319] myodent21: いつものカフェさん来たあああ
[4290.651] ssk0409: おおおおおおおおお
[4290.967] prosciu: バイトしてたとこじゃない？
[4292.041] (S)imokun888: ジンバル差し入れか？
[4294.070] spoopyt0ast: spoopyt0ast subscribed with Prime. 
[4294.218] (M)Moobot: @SPOOPYT0ASTさんTwitch Prime登録ありがとうございます！
[4297.459] Ramen_soul: sonochParipi
[4297.994] (S)ヤギー: 散歩レギュラー
[4298.153] papipopon: 神か？
[4298.182] (S)teruharu_: さすがすぎて
[4298.413] mmiiacha: ジンバルありがと～～
[4298.581] みそらの: ジンバル来たぁぁぁぁ？？
[4298.583] kobi3070: バル？
[4299.273] peperon17: さっすが
[4299.331] maemaemaema: カフェ氏か！
[4299.501] une3333: おお！
[4301.627] enuemu3: ﾍﾟﾊﾟﾎﾟ
[4302.943] konjac_0419: 準レギュラーの96カフェ氏
[4303.000] ohigekujira: ジンバルかな
[4303.889] tokogonish: うおおおおおおおお
[4305.023] hirochi0413: 神龍カフェ
[4305.219] kame277: バル！！？？
[4305.280] kitori_17: さすカフェ
[4305.350] myodent21: ぐわんぐわん
[4308.037] ~MISSING_COMMENTER_INFO~: 500円で買って
[4308.576] akiaki0612: アイテム落とすキャラ
[4309.670] donekofg: ジンバル人に選んでもらった方がいいね
[4310.264] nop64: どこにでも現れるなw
[4310.714] replica1102: カフェって何者なんｗ
[4311.605] qwertyu4769: 乗り換えきたあ
[4315.621] ねこざけ: どうだ、その後の人生っては？
[4320.706] ぺけた: djiかな
[4321.155] ~MISSING_COMMENTER_INFO~: すげえｗ
[4321.835] 157655: ジンバル差し入れは草
[4322.071] enuemu3: カフェさんありがと〜
[4323.290] butch1008: お
[4324.916] bo_kansha: おおお
[4325.407] 多抜深夜: 流石のカフェ氏
[4325.712] (S)ヤギー: おお
[4326.270] ねこざけ: おおー
[4326.842] peperon17: カフェさんまじありがとう
[4328.558] mmiiacha: すーーごい安定した
[4329.455] (S)teruharu_: ありがとーーー
[4329.497] kame277: おおお
[4330.082] marui_nidaime: かいてきすぎるー
[4330.799] みそらの: おおおおおおお ド安定した！！
[4330.856] (S)ヤギー: ありがとう！！
[4331.988] PUCHU7788: 快適
[4332.356] momiji4431: おおおおお
[4332.481] papipopon: めっちゃ安定した
[4332.592] enuemu3: うおおおおぉ
[4332.833] kitori_17: あんていーー！！！
[4332.882] Ramen_soul: sonochFurifuri
[4333.887] (S)v_harumi_v: カフェさんありがとー
[4334.161] mako6912: すご！
[4334.167] myodent21: おおすごい安定した
[4334.579] 弾き一閃: ジャイロ神
[4334.608] ねこざけ: すんごい
[4334.890] nop64: 安定したああ
[4335.105] butch1008: 安定しました
[4335.194] (S)TaneUma5: ありがとーーーーーーー
[4335.615] (S)imokun888: お助けキャラが街に落ちてるのなんなん
[4335.685] (S)decodeko5893: 治った。すげー
[4336.445] syan1114: 安定した！
[4336.508] kame277: すごい！！
[4337.307] myaaaaaa123: GPSでも仕込んでるかの如く正確に現れる
[4337.385] une3333: おー
[4338.274] orange88: 草
[4338.854] hirochi0413: カフェさんって何者なんだ…
[4339.770] ohigekujira: すっごい安定感
[4340.734] ssk0409: ありがとおおおお
[4341.836] bunkichi23: 全然違う―
[4342.471] ninsoku: 準レギュラーのカフェ氏
[4342.853] prosciu: そこウメちゃんバイトしてたとこだよね？
[4345.514] SublimeDBX: is Daigo becoming a street fighter in real life?
[4346.909] 5don: ありがとうございます！
[4347.042] donekofg: カフェさんありがとー
[4348.018] myodent21: カフェさんありがたや。。。
[4348.669] みそらの: カフェさんありがとう～～！！
[4349.760] jojojoy001: すっご
[4350.066] enuemu3: カフェにぃありがと〜〜！
[4350.853] peyangoo: ジンバル差し入れは常識
[4351.803] blackcoffee0821: カフェかだんごか
[4354.478] code0401: チョー安定した
[4354.521] ~MISSING_COMMENTER_INFO~: 今すぐ捨てるかあれｗｗｗ
[4356.029] kame277: 有能すぎる
[4356.814] akasanz3x: さすがカフェ氏ｗ
[4357.012] ssk0409: 見やすすぎて草ww
[4359.535] SublimeDBX: i hope he fights someone, just saying
[4359.556] ねこざけ: ハメ棒
[4360.760] qwertyu4769: 棒ｗ
[4360.922] hirochi0413: ハメ棒！？
[4361.027] Ramen_soul: PrideLaugh
[4361.226] みそらの: ｗｗｗ
[4361.995] 弾き一閃: チンバル
[4362.198] myodent21: はめやで
[4362.609] (S)v_harumi_v: キャッチ棒ってｗ
[4363.976] chipstar9: これで酔わないわ
[4364.131] 多抜深夜: ハメ棒さあ
[4364.488] (S)ヤギー: これがジンバルってわけ
[4364.628] enuemu3: www
[4367.010] ~MISSING_COMMENTER_INFO~: さすがに？設定してないだけでしょｗ
[4367.830] papipopon: ただハメるだけ
[4367.837] kitori_17: ネーミングよ
[4368.279] mmiiacha: また棒買っちゃったねぇ
[4368.916] balthazar000: 自撮り棒的な
[4370.077] unchikong12: ハメ棒…？
[4372.166] ~MISSING_COMMENTER_INFO~: ハメ撮り棒
[4373.594] ogawa3: 全然違う！
[4373.634] akiaki0612: カフェにい、毎回ウメさん追うの大変だろうな…
[4375.553] kame277: ハメ棒草
[4375.576] れく太: sakoHame
[4376.578] nop64: 散々ディスってたメーカーさんに謝ろう
[4378.041] ancehutn: ハメ棒かぁ
[4380.598] ohigekujira: 縁日で売ってそうな棒
[4380.823] ねこざけ: ハメ棒はアカン
[4383.442] (S)mochico0141: こんなに違うものなの、？すげ
[4384.192] (S)neogreenlife: スマホキャッチ1万円
[4388.012] enuemu3: ハメじゅん！？
[4389.370] SublimeDBX: Daigo punch that old guy
[4390.317] (S)imokun888: ウメちゃん設定できないから設定させるジンバルが悪い
[4390.387] (S)funacchi15: え、あの教えてもらってたやつじゃないの？ww
[4390.974] butch1008: いつ帰国したの
[4391.770] balthazar000: 設定してもらった感じで？
[4397.947] (S)teruharu_: カフェさんと同じジンバル買おう
[4398.584] ぺけた: 実際中国メーカーも馬鹿にできないレベルでいいジンバル多いよね
[4399.603] ~MISSING_COMMENTER_INFO~: 坊主？
[4408.297] kitori_17: 失恋？w
[4409.873] une3333: 儀式？
[4410.316] johnnyppas: 髪切った？
[4411.218] mmiiacha: 失恋した感じだ
[4417.678] SublimeDBX: sonic boom someone
[4418.122] myodent21: 坊主！？
[4420.660] ~MISSING_COMMENTER_INFO~: まあ夏ですし…
[4422.207] みそらの: 中国は良いものも多いんだけど、粗悪品も多くてトータルで見るとギャンブルなのが・・・
[4424.028] konjac_0419: 出家か？
[4426.065] akiaki0612: 理由は？
[4428.915] donekofg: 涼しくていい
[4431.473] enuemu3: 意図はなに？
[4434.419] kitori_17: 失恋で坊主はむしろ新しいのでは
[4440.874] hirochi0413: スジャータ
[4445.265] despera_lk: 今日はどこ散歩してんの？
[4454.097] みそらの: 青山です
[4457.932] ~MISSING_COMMENTER_INFO~: 中目黒出発で今は青山
[4462.895] une3333: カフェさん寝具選び手伝ってあげて...
[4462.920] (S)gameinntwitch: ジンバル復帰したのか
[4465.288] despera_lk: しゃれてんなぁ
[4475.308] kitori_17: ﾄﾞﾔｧ
[4480.104] kimie_white: よく行く美容室の近くやわ
[4480.981] ~MISSING_COMMENTER_INFO~: こんにちは。ベッド買いに？
[4483.569] enuemu3: オシャレだぁ
[4486.373] suupu: オシャレtierいくつですか
[4487.533] 多抜深夜: クロックスで？
[4488.509] akiaki0612: カフェジンバルはお高いんですか？
[4490.627] ohigekujira: オシャレ
[4494.753] ~MISSING_COMMENTER_INFO~: 老人しかいないがー…
[4497.733] hirochi0413: ってことはこのまま渋谷方面行き？
[4500.315] suzan_star: マニフレックスにでも行くんですか？
[4511.132] (S)neojapan01010: えー
[4516.013] ぺけた: みなとみらいはどうですか
[4516.315] prosciu: ウメちゃんがバイトしてたとこ通り過ぎたよね？
[4517.357] ke__nn: えー
[4519.449] kimie_white: 植野ｗ
[4520.306] (S)imokun888: ぽるしぇきたー
[4522.936] suupu: 逆にねｗ
[4524.347] (S)ヤギー: ウメちゃんは今日もクロックスですか？
[4529.163] ke__nn: 上野はないw
[4532.500] (S)funacchi15: 逆にww
[4532.673] despera_lk: 代官山もそのティアに入ると思う
[4533.413] chataro0: 六本木とか
[4533.568] hirochi0413: 銀座は…違うか
[4534.231] kame277: 上野信者だよねウメちゃん
[4538.484] mutuizumi: 渋谷～原宿
[4540.084] K1ngHorn3t: America
[4541.717] ogawa3: 逆とは…
[4542.193] SublimeDBX: can you find ps5 in stores in Japan? show us!
[4543.387] une3333: 赤いねぇ
[4546.408] enuemu3: ポルシェ
[4550.128] (S)center_half_: center_half_ subscribed with Prime. 
[4550.213] (M)Moobot: @CENTER_HALF_さんTwitch Prime登録ありがとうございます！
[4553.456] (S)v_harumi_v: 上野は美術館も科博もあっていいところ。
[4558.206] ~MISSING_COMMENTER_INFO~: 今日は日和ってクロックスじゃないよ
[4566.532] ryokuu0422: 今日は花粉がヤバイ
[4583.049] メタルぱんだ: ｗｗ
[4584.236] chataro0: TPOに合わせた？
[4585.545] (S)neojapan01010: くやしいｗ
[4588.549] suupu: 悔しいねぇ…
[4588.651] balthazar000: 違うの？
[4589.200] (S)imokun888: 青山歩くからってひよってるやついる？
[4589.514] (S)v_harumi_v: くやしくなっちゃった
[4591.184] ねこざけ: それは悔しいね
[4591.887] mmiiacha: ｗｗｗ
[4594.572] (S)v_harumi_v: 履き替えるしかｗ
[4595.294] akiaki0612: 靴は甘え
[4597.165] Hiclere: 負けたのか・・・
[4599.110] enuemu3: www
[4601.165] 黒鼓ぜろ: クロックスじゃないのはむしろ苦行
[4601.606] une3333: 逆に日和ったらクロックスまである
[4602.550] kitori_17: ひひひひよりちゃうし
[4602.629] nikukuisugi333: なるほどね
[4603.976] despera_lk: クロックス履いてなくて日和ってるって呼ばれるの日本でウメちゃんだけやで
[4604.352] AUnknownLegendA: Anyone who speaks English in here ?
[4605.198] mogugu67: ピヨった
[4605.690] balthazar000: クロックスすまん
[4606.031] feezyfeez: What city does Daigo live in?
[4609.129] SublimeDBX: me
[4609.924] ﾃﾄﾗﾝ: ここでクロックス買って履き替えてやろう
[4610.321] kame277: クロックス戦力外
[4610.860] (S)neojapan01010: ゲーセンか？
[4613.177] ぺけた: 表参道は壊れかけのママチャリ走ってない
[4613.536] StrongToshimichi: トパチャンインタビューでジョンくんがクロックスだったから若手への配慮だぞ
[4622.136] Bryank75: Hello! 
[4625.500] hirochi0413: ウメちゃんにはカッコよくいてほしいから外出る時はいいの着たり履いたりしてほしい。
[4627.939] (S)funacchi15: ウメさんクロックスじゃない靴もってんのww
[4628.767] despera_lk: umeSmoosh
[4632.546] mutuizumi: mizunoここだぞー
[4638.098] AUnknownLegendA: @sublimedbx  what’s up
[4638.473] SublimeDBX: what's with the metallic wall?
[4645.463] balthazar000: でも上着は例の黒いのでしょう？
[4647.224] SublimeDBX: hey man
[4649.356] ねこざけ: 気功？
[4656.505] une3333: これウメちゃんが水平に持たないとダメなのかしら
[4656.557] despera_lk: 腰
[4656.683] AUnknownLegendA: You good
[4658.256] (S)v_harumi_v: 目の疲れ？
[4659.330] chataro0: カワノの体重吸い取ってもらおう
[4663.444] akiaki0612: でぶ
[4665.017] (S)uhyahyahya: uhyahyahya subscribed at Tier 1. They've subscribed for 3 months! 
[4665.104] (M)Moobot: @UHYAHYAHYAさん、サブスク登録3ヶ月目！
[4673.815] (S)neogreenlife: 気功で代謝良くならんかね
[4675.048] SublimeDBX: yeah just checking out Daigo in tbe wild, you?
[4675.052] une3333: 奇行療法かと
[4682.362] hirochi0413: 成功者のプロゲーマーとしてキメていてほしいというファンの願望
