[0.436] nihonsyu_: kskｗｗｗ
[1832.549] danny_love_danny: きりたんぽ…
[1832.724] (S)ことことこ: 2,30分くらい？
[1833.206] buretan555: 小坂町なんだと
[1834.777] maddy2623: ウメちゃんがきりたんぽにつめてぇ
[1836.598] sengoku_iori: きりたんぽじやないのかぁ…
[1838.523] Mrk111: ksk峠攻め配信
[1845.961] poposuke: 幸楽ラストオーダー21：30
[1846.009] ライム_: 予約は？
[1846.368] (S)shinobuchan4649: 食いたいものってあるからなぁ
[1846.599] (S)ninjin125: ここから樹海ラインを通ってすぐ幸楽がありますね
[1847.371] abcyuk: 歩いてるね～!!
[1847.774] (S)pgr33: きりたんぽ食わんのけ？
[1848.002] 静声乙: 無い訳じゃないけど店が小さい事が多いかなぁ
[1848.565] (S)junjamaica: ホルモン鍋の画像やばいな
[1849.365] low_single: 疲れ果ててきりたんぽはちょっと違うか
[1849.461] tabibitox: 肉には勝てんわ
[1850.234] (S)leonhard_mage: 今北、今日はまだ目的地に着いてなかったのか
[1851.041] onigiri21: きりたんぽ勢消沈
[1851.081] buretan555: 宿も大館のほうが良かったかもね
[1851.132] shifoncafe: そこまできりたんぽ食いたいか？ｗ
[1854.388] chaka_97: 大館市民です！今ホルモン幸楽に電話したところ、予約出来ない状態でした！多分無理です！ラストオーダー20:30分でした！
[1854.392] aranami0: 郷土料理くえ！
[1855.642] pascal171012: きりたんぽにしたら、日本酒飲みたくなるでしょ
[1856.254] (S)mogetasan: 小坂がんばれ！
[1856.686] (S)nanddeya: こっちがきりたんぽ食いたくなって終わり
[1857.145] tooyasan1: きりたんぽ反応薄かったからね
[1857.279] (S)puripuri19: 疲れてるからガッツリめかな
[1858.508] syrup9000g: 俺もきりたんぽ勧められても微妙かもですｗ
[1860.157] umesecond: きりたんぽうまいよね
[1861.314] Mrk111: Ohhh
[1861.420] shifoncafe: うわ
[1861.938] びぶお: むらさき食べログ評価高い
[1866.212] (S)junjamaica: 郷土料理だからな
[1866.355] spring__thief: 名産だもんな
[1867.113] (S)Spike_rod: 無理だったｗ
[1867.214] Papapadad: リスナー有能やな
[1867.677] (S)mogetasan: おいおいw
[1867.688] poposuke: 大館市民です！今ホルモン幸楽に電話したところ、予約出来ない状態でした！多分無理です！ラストオーダー20:30分でした！
[1869.787] (S)nanddeya: 幸楽NGっぽい
[1871.244] yuubinya: 予約できないってさ
[1871.461] TOYBOTA: ウメちゃんは酒！
[1871.464] buretan555: 土曜の夜だもんな～
[1871.476] 1108044k: 予約無理だって
[1872.008] shifoncafe: いやそこ読めよｗ
[1872.553] kaigaizei: 予約できない草
[1872.696] oishinbouya: 肉
[1873.041] right_8: 予約取れなさそうとのこと
[1873.567] ライム_: 行楽無理
[1875.327] tw_numa: 無理だって
[1875.772] かふぇらて_: 幸楽NGだった
[1876.611] Kazey77: kazey7Snipe
[1876.680] (S)misosiru: みんな肉を求めている
[1876.976] 有栖川333: 幸楽予約できないとのこと
[1878.401] のぞみくん: むり
[1880.202] poposuke: 混んでるらしい
[1880.386] danny_love_danny: 無理だってー
[1882.704] 下からよんこ: 秋田比内や 大館本店で地鶏たべて～
[1883.551] (S)ishiwata1234: 行楽予約できないって
[1883.724] (S)闘劇のアルベルト: 幸楽予約埋まったー
[1884.699] (S)nanddeya: じゃあきりたんぽだ
[1885.952] anaguma3: 大館市民です！今ホルモン幸楽に電話したところ、予約出来ない状態でした！多分無理です！ラストオーダー20:30分でした！
[1886.682] (S)rm_rf__: LUL
[1886.715] fin_fannel: 予約不可なの？w
[1888.352] (S)tasuminn: ウメハラだよって言った？
[1889.931] ウダガール: きりたんぽ敗者復活？
[1890.381] (S)patriot_ryoma: 予約が無理だって
[1890.725] fujimike: 地元民だけどきりたんぽは美味しくないからやめとけ！
[1890.935] maddy2623: 強制きりたんぽ
[1892.122] (S)yukke85: すげえ電話までｗｗ
[1892.368] syrup9000g: 有能やな
[1893.414] feel2525: きりたんぽ行くか
[1894.753] (S)ishiwata1234: 予約埋まってるって
[1896.006] (S)yui_tang0307: 土曜日だからねえ
[1896.752] (S)karimen4: 土曜だしな
[1896.958] syugi3: 対戦出来ずか
[1897.237] ferumosu: 土曜だもんね
[1897.275] shifoncafe: 人気店なんだなー
[1897.317] ddb365: 土曜だしな～
[1897.577] (S)shinobuchan4649: 土曜だしなぁ
[1897.644] nishikawa_kun_: ホルモン幸楽 小坂店あるで
[1897.699] tokiomari: 週末だしねー
[1897.978] 東北のスロカス: 土曜日だもんなぁ
[1898.133] Mrk111: 「俺はウメハラだけど？」
[1898.336] poposuke: 秋田比内や 大館本店 食べログ見たけど美味しそうだよ
[1898.907] fin_fannel: 有能
[1899.602] moch__ky: 俺だよ？
[1899.886] (S)mart_00_: 土曜だしなぁ
[1900.370] (S)brutal9998: 対あり
[1900.728] danny_love_danny: ぽぽにぃ電話してくれたのw
[1901.022] (S)nanddeya: きりたんぽ前ステ
[1901.600] LEE4646: そういや今日は土曜日だもんな
[1901.661] 動画勢0: 有能リスナー
[1901.945] bikibiki999: 電話までありがとー
[1902.159] kasukabeharu: さんきゅー地元民
[1902.414] (S)shinobuchan4649: しゃーないよね
[1902.541] orewaotoko: 優しすぎる
[1903.420] (S)yubel8: 有能すぎんか
[1903.562] (S)やすぽこ: ありゃ～
[1903.608] kuniyoshi8: それだけ人気なら美味しいってことなんだろうね
[1903.661] がぜじぇいけー: ありがとねぇ
[1904.126] Kazey77: kazey7Kappa
[1904.237] tsubame0614: 土曜の夜は込むよね
[1904.835] fin_fannel: これは有能
[1906.982] tokiomari: でも人気店なんだね
[1907.029] sa_tou: リスナー有能
[1907.051] (S)しゅごいよ: 休日じゃねー
[1907.240] (S)syain7720: 土曜か
[1907.435] oishinbouya: 早くね
[1907.674] (S)junjamaica: ウメリスナーの実力
[1907.695] onigiri21: 地元民、頭いい
[1907.778] ebifuryai: 神だけど？
[1908.068] (S)泣き虫サクラ: 予約が無理なのか営業が無理なのか
[1908.439] mamimemou: ありがとー
[1908.588] pascal171012: 新人歓迎会かｎ
[1908.689] suginaka56: あちゃー
[1908.709] shochann: 土曜日だし
[1909.040] (S)闘劇のアルベルト: ほなきりたんぱかー
[1910.427] icyblue1985: ありがとねぇ
[1910.653] right_8: きりたんぽチャレンジ
[1911.266] gasuin3: 予約しなくても大丈夫だけどなぉ、俺幸楽から家まで5分で着く
[1911.868] (S)mogetasan: じゃあむらさき？
[1911.964] lstang: きりたんぽ勢の策かも
[1913.613] akasanz3x: 土曜だからなあ
[1913.754] (S)~MISSING_COMMENTER_INFO~: 土曜だしね
[1913.995] maddy2623: 迫ってきたな きりたんぽの影が
[1914.509] momochan6: 土曜はきびしいかー
[1915.071] (S)shinobuchan4649: リスナーKSKより使える説
[1915.079] そらたま: 秋田比内や大館本店 定食系22時まで きりたんぽ、串焼きもアリ
[1916.192] (S)nanddeya: 土曜だもんなあ
[1916.835] bikibiki999: あ、土曜の夜じゃん
[1917.475] のぞみくん: ホテルめしは間に合わないかな？
[1920.876] (S)kkshkk: きりたんぽ以外もあるでしょ
[1922.554] shifoncafe: お
[1922.776] Mrk111: マックスバリュで地元の食材を買って食べよう
[1923.098] one596: きりたんぽはわんこそばと同じオチになる可能性はある
[1925.017] spring__thief: むらさきの刺客かもしれぬ
[1925.124] yamada12321212: 小坂 ぽりたんくで検索しても飯屋ないぞ
[1925.629] 東北のスロカス: どうせならうまいとこで食いたいけどタイミングが悪いよなぁ・・
[1928.115] poposuke: 秋田比内や 大館本店
[1929.868] suginaka56: きりたんぽはいけるの
[1930.725] fin_fannel: 強制的にきりたんぽ
[1930.949] tokiomari: いけんく
[1934.670] chinpocor: やっぱり閉店時間はやいな
[1936.141] bikibiki999: きりたんぽ串焼きもあるんだって
[1937.033] さっぽさんぽ: 小坂から大館は20ｋｍ以上あるからね
[1937.891] (S)junjamaica: スルーｗ
[1938.612] anaguma3: 秋田比内や大館本店 定食系22時まで きりたんぽ、串焼きもアリ
[1938.634] low_single: 魯はんって日本料理店も美味しそう
[1939.225] (S)tasuminn: テンション↓
[1939.651] (S)kkshkk: メニューにきりたんぽ以外もあるでしょ
[1940.010] (S)mogetasan: ......
[1940.171] oishinbouya: そのへんの居酒屋でも
[1940.550] sengoku_iori: この寒い夜に染み渡るぜ〜
[1943.507] (S)mart_00_: 比内やは鶏の店だよ
[1945.014] デグーチャコ: 「きりたんぽ」と「だまこ」と「ハタハタの干物」
[1945.528] (S)patriot_ryoma: ポイント無いから誰か強調頼む    『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[1946.608] tooyasan1: 反応悪すぎｗｗｗ
[1948.478] tokiomari: きりたんぽ反応悪すぎｗ
[1949.972] shifoncafe: 秋田比内や 大館本店
[1951.912] onigiri21: きりたんぽ勢に光
[1952.102] (S)レトロじじい: きりたんぽ↓
[1961.601] (S)junjamaica: ハタハタはまじうまい
[1961.692] sanagi55: きりたんぽ美味しそうだよ
[1961.986] poposuke: 『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[1962.766] TOYBOTA: キツすぎてそんなとこじゃない感じだ
[1962.794] lstang: ウメちゃんの耳にきりたんぽは届かない
[1962.808] 動画勢0: 答えは「沈黙」
[1963.642] (S)bokusatu: きりたんぽは嫌なんだろう
[1963.942] kizuchi95: ・・・
[1964.078] invisible_focus: おいちいかわいい
[1965.209] anaguma3: 『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[1966.444] brunoman1: 秋田比内や 大館本店
[1966.891] pascal171012: 秋田比内や
[1970.157] kappei33: 『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[1970.536] osman_kotarou: 王はラーメンショップのほうがいいかも
[1971.054] 0208h: 無視してる笑
[1973.106] (S)しゅごいよ: きりたんぽってなんだろう
[1973.500] (S)maruto2023: きりたんぽ…ｗ
[1976.527] fin_fannel: もう無視に近いw
[1979.036] sonic_chop: みんなお肉食べたいのかw
[1979.764] (S)~MISSING_COMMENTER_INFO~: おいちい
[1980.303] (S)tasuminn: コメントしづらいだろｗ
[1980.458] misoshiru490yen: きりたんぽって地元民も食べるの？
[1982.185] nishikawa_kun_: きりたんぽ鍋は鍋としての魅力じゃない？ｗ
[1982.941] たけあき: おいちい
[1983.304] (S)nanddeya: おいちい
[1984.022] mmiiacha: おいちい・・・
[1985.502] syrup9000g: こんな歩いてからきりたんぽはちょっとｗ
[1986.520] (S)ishiwata1234: こんだけ歩いてたら肉食いたいよね
[1989.919] 静声乙: 比内やかなぁ …別にきりたんぽ注文しなくてもいいのよ？
[1994.210] (S)成吉大: おいちい 良い名前だなぁｗ
[1994.499] fujimike: きりたんぽ勢はほんとうに勘弁してほしいｗ
[1995.105] のぞみくん: すいとん嫌いだからか？
[1996.285] かふぇらて_: ラーメンだったらラーメン錦最高にうまいです
[1998.087] poposuke: 秋田比内やは鳥の料理全般っぽい
[1999.798] レクター泣かせ: 地元民
[2001.086] (S)nanddeya: おいちいってすげえトレンドじみた名前だな
[2002.015] tabibitox: 秋田くんさぁ～もっと肉系出してこ？
[2005.033] momochan6: 地鶏の焼き鳥屋いこうか
[2005.944] そらたま: 秋田比内や 地鶏の親子丼とか、定食もあるよ
[2005.979] (S)tasuminn: 地鶏だったら良さげ
[2014.343] hukohuko: 雨強いなー
[2014.998] (S)misosiru: きりたんぽ擦りすぎてアンチ生まれてるの面白すぎ
[2015.415] shifoncafe: 比内やいいじゃん
[2018.837] yamanashi_sp: ポイント無いから誰か強調頼む 『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[2019.559] (S)yukke85: ええやんええやん
[2021.540] tooyasan1: 比内地鶏もありだよね
[2021.975] tw_numa: 親子丼食いてー
[2024.829] tabibitox: 地鶏はアツい
[2027.281] NagOutSide: 秋田比内やはラストオーダー20時
[2027.760] poposuke: どれもおおだての飯屋だね
[2032.933] (S)ninjin125: 比内や 鶏肉料理がメインです！大館の大町の中にあります！
[2033.377] anaguma3: 定食屋で比内地鶏やきりたんぽとか食べれます
[2034.151] chin_56_: 使わせるねぇ
[2035.517] (S)nanddeya: 秋田比内やあちいな
[2037.281] 動画勢0: 地鶏で席確保できる店あれば最高よね
[2040.399] umesecond: 秋田比内やうまそうやな
[2041.470] low_single: 比内やうまそう
[2043.450] syrup9000g: 地鶏いいじゃんねえ
[2043.867] (S)patriot_ryoma: 強調頼む   『〒017-0841 秋田県大館市大町２１』
[2046.000] feel2525: 地鶏ええやん
[2047.328] yamanashi_sp: 『秋田比内や 大館本店』『おいちい』 『庄 北の鎌倉』
[2049.263] maddy2623: 俺はいいよ
[2050.090] (S)brutal9998: むらさきは20:30LO、秋田比内やは22時まで
[2051.384] shifoncafe: めっちゃうまそうだｚｐ
[2051.882] chachachakoma: いいじゃんねぇ
[2053.870] Eigyotyu440: 焼き鳥もおいしそう
[2054.565] pawavel: 鶏かー
[2057.802] (S)ninjin125: 比内やは駐車場が狭いので注意です！
[2060.439] 東北のスロカス: 問題は空いてるかどうかよな・・
[2064.164] rxz_2017: 金ならあるんや
[2065.656] daruma2597: 地鶏はくわにゃ
[2066.883] fin_fannel: おいちい♡
[2069.270] feel2525: 歯ごたえが癖になる
[2073.279] imokun888: タンパク豊富でええがな鶏
[2073.455] デグーチャコ: 「きりたんぽ」は比内地鶏で出汁とるのよ。
[2073.609] rxz_2017: ｗ
[2074.990] (S)ことことこ: 店のサイズがちょっとネックか？
[2075.059] mmiiacha: ｗｗｗｗｗ
[2075.440] そらたま: 比内や 22時までやってる
[2075.461] shifoncafe: 比内やがいいとおもう
[2075.594] chamomile21: ｗｗｗｗ
[2075.729] 東北のスロカス: マジでｗｗｗ
[2076.617] poposuke: ｗｗｗ
[2077.013] chin_56_: これにするか
[2077.028] bikibiki999: ｗｗｗｗｗｗｗｗ
[2077.050] oishinbouya: もうそこで
[2077.057] (S)憂う者の弟子: ここで
[2077.267] yamada12321212: いいね
[2077.513] (S)昼さん: ｗｗｗｗｗｗ
[2077.524] anaguma3: 『〒017-0841 秋田県大館市大町２１』
[2078.374] danny_love_danny: wwwwww
[2080.080] fujimike: それでいいぞ！！ｗｗ
[2080.085] かふぇらて_: ここ右です
[2080.692] tooyasan1: ｗｗｗ
[2080.817] kasukabeharu: ｗｗｗｗ
[2081.016] bikibiki999: 飛び込みｗｗｗ
[2081.272] hukohuko: え
[2081.991] lstang: やはりマサ
[2082.342] (S)mart_00_: wwwwwwwww
[2082.749] tw_numa: ええやん
[2082.877] sa_tou: ｗｗｗｗｗｗｗ
[2084.231] chinpocor: おいｗｗｗ
[2085.193] (S)nanddeya: うそだろｗｗｗｗｗｗｗ
[2085.238] squid4chan: ！？
[2086.513] akasanz3x: 飛び込みかｗ
[2086.551] syugi3: ん
[2087.570] たけあき: 飛び通るか？
[2087.933] (S)misosiru: 新たなる選択肢
[2088.190] (S)jin0073: いいね
[2088.523] momiji4431: ｗｗｗ
[2088.913] onigiri21: んっ  マサ！
[2089.004] 東北のスロカス: いきあたりばったりが旅っぽくていいｗｗｗ
[2089.056] low_single: 飛び込んじゃう？
[2089.166] fin_fannel: 見つけた！？
[2089.360] (S)mart_00_: いいねぇwwww
[2089.426] (S)闘劇のアルベルト: あり？
[2090.497] momochan6: ｗｗｗｗｗ
[2090.921] もきち555: いってみよｗ
[2092.114] kaigaizei: 店があるオチ
[2092.222] naina717: 一期一会
[2093.040] norishio523: 比内やいいですよー。親子丼も最高
[2093.444] (S)pgr33: wwww
[2093.488] feel2525: 直感！？
[2094.789] danny_love_danny: 飛び込みww
[2095.158] NagOutSide: ここがいいね！
[2096.668] pascal171012: うまそう
[2096.796] momochan6: オーラで決めたか
[2097.654] 動画勢0: ゴールきた？
[2099.643] ボブ牧原: こういう出会も旅の醍醐味っしょ
[2100.609] さっぽさんぽ: ここでええやろかん
[2100.617] porcupinepine: 草
[2100.834] tokiomari: ええやん
[2100.899] fujimike: オーラ飯！
[2101.028] (S)昼さん: ”眼前”は強すぎ
[2102.389] yuubinya: いちかばちか昇龍拳
[2103.771] chinpocor: 王ｗ
[2103.968] (S)ishiwata1234: おおお
[2104.033] Mrk111: ホルモンの店多いのか
[2104.906] (S)yukke85: なんだったのかｗｗｗ
[2106.701] aranami0: ｗｗｗ
[2108.705] (S)景彡才支: えいたはがんばった
[2108.801] ememeume: 大丈夫！？
[2109.186] tw_numa: 昇龍ぱなすか
[2109.356] 1108044k: 王のきまぐれ
[2109.373] (S)清潔なおしり: えいた悲しいよ
[2109.555] pascal171012: 確定演出
[2109.621] 東北のスロカス: なかったことになりそうｗ
[2109.668] (S)f_black: ｗｗｗ
[2109.808] falandc: 畜生・・・
[2110.071] anaguma3: 親子丼美味しそうですよね
[2110.783] kahaku91: 雨しっかりふってるな
[2111.111] chamomile21: えいたの努力・・・
[2111.623] (S)やすぽこ: もうなんでも美味そう
[2111.745] (S)jin0073: w
[2112.290] のぞみくん: ここでいいやん
[2112.309] right_8: 全ての攻略情報を捨てていくー
[2112.386] puertoescondidomota: ネット調べの情報しゃなく地元民の情報が欲しいね
[2112.611] chin_56_: 何の意味もないよねぇ〜
[2112.704] syugi3: 新キャラが急に
[2114.312] (S)nanddeya: えいたごめんな
[2114.836] (S)mogetasan: BibleThump
[2115.678] invisible_focus: ちゃんと努力したよ
[2115.746] mmkjd: ワロタ
[2116.345] mako6912: ごめーん！
[2116.377] kasukabeharu: ｗ
[2116.631] (S)brutal9998: そこでよくね？
[2116.775] feel2525: 切り替えていけ
[2119.021] (S)~MISSING_COMMENTER_INFO~: オーラかんじちゃった？
[2119.191] (S)_ぷっちょ_: 大声でコメント読めないって言ってただけｗ
[2120.006] low_single: 強調コメントの人…
[2120.403] buretan555: なぜあんな無駄な時間を・・・
[2120.573] もきち555: えいたがんばったよ
[2120.750] danny_love_danny: もう食べちゃえ
[2121.516] nex_poni: 比内予約いっちゃお！
[2121.929] (S)清潔なおしり: みつこ見てるか！
[2122.320] mmiiacha: これが旅よ
[2122.481] nosveral: 指揮者は乾いている
[2123.542] anaguma3: エイタすまん
[2123.726] poposuke: 現地組の嗅覚信じろ！
[2123.801] (S)hone253: ナイストライ！
[2124.792] 東北のスロカス: もうみんなあったまりてぇんよｗ
[2125.021] がぜじぇいけー: 王が絶対だから…
[2125.996] kaigaizei: 「店ないぞ」からのそこにあるオチ
[2126.626] たけあき: ウメハラの嗅覚
[2126.869] hanao_t: 目の前に見えてるもの優先するのも旅
[2127.464] (S)mart_00_: 雨だしここでええよww
[2127.659] pascal171012: 俺はいいよ
[2128.382] momochan6: 風呂入ろ
[2129.298] tw_numa: えいたの株は上がった
[2129.549] one596: それもまた旅
[2129.871] (S)pgr33: ここジビエだったっけ
[2130.319] (S)yukke85: 三井ごめーーーん
[2130.625] feel2525: ウメ！
[2130.727] yamanashi_sp: 目の前の店が最優先で正解よ
[2132.140] ddb365: おすすめにぃありがとうな～
[2132.284] かふぇらて_: ウィードｗ
[2132.407] fin_fannel: みんなポイント駆使してコメントしたのにw
[2133.181] oishinbouya: 渋い店いこ
[2133.293] (S)相田俊介: 掛け合いそのものに価値があるんや
[2134.126] mikan_otoko: ナイストライ！
[2134.345] valkbebebe: 普通に店あって草じゃんねぇ
[2135.992] もきち555: 赤ちょうちん
[2136.027] norishio523: 秋田のうまい店話題にしてもらっただけでも良かったです
[2136.085] 東北のスロカス: いい感じの店あるねぇｗ
[2136.533] fujimike: えいた頑張った
[2139.258] zyangara2: えいたは頑張ってる
[2140.043] sam21111: ナイトラ
[2140.624] (S)misosiru: 飛び入りもおもろい
[2140.923] ememeume: もうすっかり夜に
[2140.938] (S)~MISSING_COMMENTER_INFO~: ないとらないとら
[2142.023] aranami0: えいた頑張ったよ…
[2142.630] kasukabeharu: こういうのも旅の楽しみやし
[2142.896] curemikan: 雨つよ
[2143.092] (S)みはる_雨月: 響かな・・・かった・・・
[2143.981] (S)昼さん: 振りが効いてるから
[2144.169] (S)清潔なおしり: 知ってたよこういう奴らだって
[2144.271] sonic_chop: がんばったよー
[2145.218] (S)_ぷっちょ_: ようやっとる
[2145.519] gratefuldead1004: えいたは頑張らないのがいいんだ
[2145.750] TOYBOTA: 飯より休みたい欲
[2147.395] yamada12321212: 秋田１の歓楽街ここだぞ
[2149.077] (S)patriot_ryoma: この雨だし、しゃーないよね
[2149.733] tsubame0614: これこそNTやんか
[2149.875] tooyasan1: 地元民の比内地鶏オススメの店とかあったらよさそう
[2151.055] さっぽさんぽ: 下手したらスナックでもなんか食えるｗ
[2152.102] inori1929: えいたよかったぞ、、
[2152.494] (S)ishiwata1234: 今のホルモン屋うまそうだったなぁ
[2152.605] hukohuko: 幸楽の知名度が上がった
[2154.303] chinpocor: あーでもこういう店いいよなあ
[2154.382] nishikawa_kun_: 結局調べずに入った店がいいじゃんねえ
[2154.741] low_single: まあ小阪で食えるのが一案屋から
[2155.864] koudou3: キメとるな？
[2158.757] もきち555: ウィード評価たか
[2160.134] prosciu: でも曇ってるから思ったより明るい
[2160.155] 有栖川333: バースト読んでぇ！！
[2161.260] (S)nanddeya: この一行飛び混みで入れたくねえなあ
[2162.634] tokiomari: 雨強いなー
[2163.056] invisible_focus: こ、これが歓楽街なのか？
[2167.871] zyangara2: どうせ死ぬなら前のめり、ナイトラ
[2169.360] かふぇらて_: 桜見えてる通りが明治時代の名残あってめっちゃきれいです！
[2169.895] 動画勢0: 雨足つよくなったなぁ
[2173.171] anaguma3: 歓楽・・？
[2175.459] nishikawa_kun_: ホルモン幸楽目の前じゃん
[2175.538] pascal171012: めっちゃ、金落としてくれるからええやん
[2180.450] (S)shinobuchan4649: これはきついねえ
[2181.068] fin_fannel: びちょびちょ集団やだねーw
[2182.946] tsubame0614: 幸楽じゃん
[2184.604] oishinbouya: 雨だと逆にすいてるよ
[2186.109] 東北のスロカス: 雨さえ降ってなかったらなぁ
[2188.816] (S)foo_twitch: 車移動多めにしてよかったね
[2188.860] shifoncafe: おー
[2190.003] (S)shinobuchan4649: 二日目とかだったら心折れてたかもしれん
[2190.257] chin_56_: うわさの
[2191.930] danny_love_danny: あれー
[2192.441] かふぇらて_: 幸楽やってないｗ
[2193.110] (S)nanddeya: 幸楽きたぁ！
[2193.505] 静声乙: 幸楽スルー？
[2194.339] 1108044k: 今のが小坂のか
[2195.127] onigiri21: あの！？
[2196.663] akasanz3x: やってないｗ
[2196.775] shifoncafe: 噂の幸楽
[2199.005] tooyasan1: しまってない？ｗｗｗ
[2199.589] (S)brutal9998: やってない…
[2199.620] Papapadad: すぐ近くだったのか
[2200.228] tw_numa: 小坂幸楽
[2204.775] right_8: すかし幸楽
[2205.484] (S)baebae_6: ｗｗｗｗ
[2207.640] oyukakete3min: ヤダ
[2208.075] danny_love_danny: やだ！
[2208.225] (S)pgr33: 幸楽やってねええええwwww
[2208.376] (S)nanddeya: やだｗ
[2208.622] (S)yukke85: ヤダ
[2209.255] (S)闘劇のアルベルト: おばちゃん…
[2209.424] (S)憂う者の弟子: やだ
[2210.219] mmiiacha: (´・д・｀)ﾔﾀﾞ
[2210.376] (S)昼さん: 王のいや
[2211.792] (S)mogetasan: www
[2211.952] moricocoa: お店に入るのも大変そうだな
[2213.643] (S)shinobuchan4649: はじめて弱音がｗ
[2214.152] 有栖川333: イヤイヤ期
[2215.155] (S)Truth_function: 嫌ハラ
[2215.611] (S)_ぷっちょ_: ダイゴやだ！💢
[2218.648] momochan6: ヤダ
[2219.673] nishikawa_kun_: これもうホテル隣接のレストランになりそう
[2219.694] (S)mart_00_: 雨は心折れるね
[2220.364] (S)nanddeya: 王がそう言っておられる
[2221.067] ssGRiDM4N: あと1時間くらい？
[2222.556] (S)清潔なおしり: イヤイヤ期か
[2223.257] かふぇらて_: 町が小さすぎて外食産業終わってる
[2223.490] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[2224.234] (S)~MISSING_COMMENTER_INFO~: さむいしやだ！ 
[2228.506] のぞみくん: umeYay
[2229.856] onigiri21: 小生ヤダ
[2230.980] fin_fannel: いやいや(*´∀｀*)
[2231.208] chin_56_: 41歳
[2231.674] anaguma3: 比内地鶏は食べてほしかったねぇ
[2233.230] pascal171012: 普通に観光客だと思われるでしょ
[2234.310] (S)patriot_ryoma: 王『我もうヤダ！』
[2235.361] 動画勢0: 本当にコンビニないのな
[2238.644] NagOutSide: アールさん速いな
[2242.234] (S)nanddeya: umeYay
[2242.935] hirarilemon: ホテル隣接のレストランはありそうｗ
[2246.145] yamada12321212: 山へ・・・
[2247.372] nail06k: ドシャぶりやん
[2249.304] maddy2623: 雨やば
[2250.081] sengoku_iori: 地元方面に来てくれてありがとう
[2250.909] かふぇらて_: ここの右がすごい綺麗！
[2251.131] mako6912: umeYay
[2251.529] crownpecis: すごい雨だな
[2251.891] (S)karimen4: Dガッツあるな
[2253.665] や8: 雨すごいですね
[2256.356] right_8: Dさん生存ルート
[2259.206] バチ0628: 雨きつい
[2261.861] (S)shinobuchan4649: あいつらのスタミナどうなってん
[2262.417] syrup9000g: こりゃきちーわ
[2262.623] potocki1810: 明日の午後には雨やむらしいですー
[2263.914] necomuraneco: 過酷だあ
[2265.463] (S)patriot_ryoma: 右側に有るの人形館か
[2265.800] shinphony37: 今日競馬でダイゴショウリュウっていう馬が走ってました
[2265.947] squid4chan: 雨やばいな
[2266.215] nex_poni: ホテルのレストランで落ち着こう
[2270.575] のぞみくん: すんげー雨
[2271.066] pascal171012: 雨やばす
[2271.551] (S)neo_jsk: 右の施設なに？
[2274.194] ddb365: 最終日リタイアは悲しい
[2275.773] (S)mari_mari_01: 風邪ひきそう
[2277.138] もきち555: ワープなかったらやばかったな
[2280.287] pascal171012: 筋トレしたせいじゃね
[2283.646] fox_shazama: Wtf
[2285.875] yut7xot8: エイター頑張れーー！
[2286.749] sanagi55: 腕も鍛えられる！
[2290.528] 今夜も赤こんにゃく: 筋トレしたからじゃ…
[2291.408] かふぇらて_: 右に日本最古の芝居小屋(歌舞伎)があります
[2291.552] anaguma3: そうねホテルのレストランが安牌かもね
[2298.679] (S)闘劇のアルベルト: もうすぐだよー
[2299.492] tooyasan1: 桜かな
[2301.060] umesecond: 秋田って米がうまそう
[2303.757] oishinbouya: 白いの桜か
[2304.743] yuubinya: がんばれー
[2305.844] pascal171012: めっちゃ桜きれい
[2308.467] fin_fannel: とりあえず風呂入った方が良さそうだけど飯屋が閉まる
[2309.830] forthemoment_elt: もうゴールやん
[2310.410] 静声乙: カメラ筋・マイク筋
[2310.614] NagOutSide: ジンバルもずっと持ってるのね！
[2311.632] valkbebebe: すぐそこ
[2312.602] porcupinepine: 脇を締めるパンチ、効くらしいぜ
[2316.025] shifoncafe: ホテル入り口ぽいな
[2317.625] akasanz3x: ここです
[2317.654] daruma2597: もう見えそう
[2320.255] もきち555: もう着く
[2320.286] (S)ishiwata1234: うおお雨の夜桜
[2320.827] にゃんぽこ__: しゅーと配信でちゃんと会話きける
[2321.198] さっぽさんぽ: もうすぐホテル
[2321.372] chin_56_: おわったか
[2324.716] brunoman1: 秋田は乳頭温泉郷が良かったなあ
[2324.778] dopweb: 前2人のスタスタ感すごいな
[2325.756] (S)foo_twitch: もうすぐそこだよ
[2326.801] kurone_2022: ホテルのレストランって夜はやってないイメージ
[2329.021] potocki1810: うおおお
[2329.819] fin_fannel: 着いた！？
[2331.123] forthemoment_elt: オシャレな建物が見える
[2332.274] chin_56_: ｗｗｗ
[2334.100] ddb365: ｗｗ
[2334.739] れんぞね: もうつく
[2334.864] 今夜も赤こんにゃく: www
[2335.441] danny_love_danny: あああ
[2336.037] feel2525: 着いた！？
[2336.438] さいぞう: ｗｗｗ
[2336.463] LEE4646: ついたの？？
[2336.583] potocki1810: ｗｗｗｗ
[2336.607] aranami0: ｗｗｗ
[2336.789] mmiiacha: ｗｗｗｗ
