[33.317] arare_1567: こんこんこん
[19637.178] (S)musi_namazu: ｗｗｗ
[19647.543] (S)sseekkjp: あれガンガード以外全部あたるからな
[19665.676] (S)shrimp_square: サウジで上げた分下げないとね
[19719.656] シュンライー: リリーのコマ投げは何も思わないけど、ザンギのコマ投げにイラッとするのは何なんだろう
[19743.802] (S)LooseDash: あの・・・誰にコマ投げされてもムカつくのですが・・・
[19745.941] (S)やぎう氏: スト4のベガ様は無敵のオンパレードだったけど、6
[19753.151] (S)やぎう氏: は無敵あるかなぁ
[19775.715] key01570157: そらあるやろ。デビルリバースあたり
[19925.847] siroganeluna: そういえば今日誕生日でした！祝ってください
[19932.952] (S)LooseDash: 5のベガって無敵技ありましたっけ
[19933.415] ms_kazu_lmg: コンドルスパイアってゲージ状況どんなでもDリバしたほうがいいんかな
[19941.010] (M)墾田永年私財砲: 生駒ポカモ
[19942.640] シュンライー: あっ
[19970.718] drian0401: timed
[19972.839] (S)美濃屋善兵衛: あれ？ リリー？
[19985.010] drian0401: deleted
[19988.314] よぞらかげ: 誕生日おめでと～
[19989.505] key01570157: レジャチャレ
[20011.247] スライムプール: こんばんは
[20013.517] (S)美濃屋善兵衛: おお、レジェチャレ再開か ありがとう
[20017.084] donnperi_2334: ベガ来るまでの命ですがディージェイでめくり対応のコツってありませんか…？
[20050.168] (S)やぎう氏: ガチ技っす
[20059.221] (S)美濃屋善兵衛: ゴッド張り手でごわす
[20072.558] シュンライー: 頭突きとかを弱体化された代わりに、ルークの中pを移植された本田
[20083.854] スライムプール: でも前よりよっぽど相撲してるし…
[20086.060] (S)ルミナ_: そういやベガくるとともにキャラ調整もくるのかな？
[20090.422] 紫ゆかり: 有利すぎて 夏
[20104.662] (S)アンコモンたこやき: 本田前後移動するとおなかぷるぷるしててかわいい
[20112.096] (S)yamaasira: 言うほど頭突きと百貫弱くなったか？という疑念を一生抱いている
[20121.977] (S)raincoat214: 豪鬼壊れたとき用にベガ実装早くしたんじゃないかって睨んでる
[20123.637] key01570157: ザンギ：「調整は年1です」
[20137.961] (S)美濃屋善兵衛: 肩屋入り強化もあって、割とどこからでも火力出て、どこからでも起き攻め行けるキャラになった
[20150.646] (S)ルミナ_: でも調整今後は早めるいってたしワンチャンやる可能性も
[20150.820] シュンライー: 百貫▶コマ投げが入らなくなったのは個人的に有難かった
[20151.762] ちゃんひなニキ: ﾎ...ｳｩﾝ…
[20173.008] スライムプール: NHK出てたどぐばちばちに緊張してておもろかった
[20176.654] (S)やぎう氏: 流石に不具合修正レベルじゃないのかなぁ
[20178.404] donnperi_2334: 真面目な相撲取りは増えた
[20188.298] gentarousdm: 頭突きガード後も逆択ジャスパやOD頭突きしてくるから相変わらず面倒
[20203.770] (S)美濃屋善兵衛: よそいき野崎は割と緊張してる ししろ杯とかw
[20209.640] (S)bronze1932: ヘマしたら“消える”と言う緊張感？
[20220.939] kanameape: NHK出演なんてワンワンと同格ってことだもんな
[20254.805] key01570157: クローズアップ現代か…
[20279.656] めらさ: 今きたのですが、これは今、リリーレジェチャレ中とかなのですか？
[20282.967] スライムプール: うたのおにいさん、
[20295.368] (M)墾田永年私財砲: ｿｳﾃﾞｽ
[20302.968] (S)ジッパー人唐揚げ: 俺も棒振るからな！
[20307.319] (S)raincoat214: ﾃﾞｽﾄﾛｰｲ
[20309.962] (S)美濃屋善兵衛: 俺、格ゲーマーがNHKとか、6時のニュースくらいしか無いと思ってたよ・・・
[20329.869] (M)墾田永年私財砲: ワンワン、コッシー、グッチ、どぐら
[20330.148] key01570157: クロダの悪口は止めろ
[20349.529] (S)ああいえばこういう: ほう・・・冷房オンですか・・・
[20353.091] スライムプール: うたのおにいさん、体操のおにいさん、格ゲーのおじさん
[20378.961] (S)美濃屋善兵衛: 教育に悪い
[20384.203] シュンライー: 急にベガ立ちのおじさんを差し込まないでもろて
[20386.808] (S)bronze1932: 格ゲーはおじさんじゃない 「おじ」
[20394.349] (S)raincoat214: リュウのJ大Kさあ、ルークの陰に隠れてただけで結構やばくない？
[20403.516] key01570157: 教育TVじゃないからセーフ
[20417.829] (S)美濃屋善兵衛: まあベガよね
[20419.944] kein8549: このタイミングでベガ来ちゃったからねえ
[20422.226] スライムプール: サイコパワーに魅せられてるな
[20431.965] (S)raincoat214: ラッシュ立ち中Kなかなかきちいな
[20440.431] (S)godog02: ミスった
[20442.353] (S)shi_a__: あれ？
[20444.245] シュンライー: ワンチャンある
[20447.246] (S)ジッパー人唐揚げ: ここから入れる保険あるんか
[20448.553] key01570157: ちょ
[20449.800] unimel1x: おや...？
[20451.891] donnperi_2334: あのラッシュからfleshでfantasticな rhythmを感じた
[20452.241] (S)美濃屋善兵衛: ベガ使いとか、やっぱり教育に悪いじゃないか
[20452.400] シュンライー: あーーー
[20453.385] (S)godog02: さすがに
[20456.699] (S)shi_a__: あかんかったか
[20499.395] (S)トランスフルトリン: ああいう自分の体力ちょい残りな時SA使うの躊躇してしまう
[20596.433] (S)gustav17711: しかし攻めてくるリュウだな
[20601.931] (S)godog02: ゲージ削りを意識すると楽しいリュウ
[20660.264] シュンライー: リリーsa2の火力はやっぱり洒落にならんな……
[20666.817] よぞらかげ: 小足とほぼ同じリーチの中足
[20677.577] めらさ: ギロチンだけでいいでしょと言われる理由
[20686.684] (S)raincoat214: 真昇龍CA版でBGM止まるのいいな
[20697.598] key01570157: ヤンチャなタカシ
[20710.360] (S)美濃屋善兵衛: リリーは割り切ってギロチンブンブンした方が強い気はする
[20724.859] unimel1x: リバサはマジで出ない
[20730.732] (S)raincoat214: 必殺技もおしっぱリバサ実装しろって言ってんの！
[20731.106] シュンライー: 対空▶ギロチン 置き技▶ギロチン ラッシュ止め▶ギロチン    うーーんこの…
[20733.745] こすもどりっぷ: リバサ出ないときの萎えめっちゃ分かる
[20738.494] (S)shi_a__: ほんまでない
[20746.375] kitori_17: リバサ〜でえへん〜
[20748.448] (S)トランスフルトリン: リバサインパクトもおしっぱで出てくれ
[20749.546] unimel1x: Dリバおしっぱでええならいいよな
[20753.366] スライムプール: ここむずくなくて良いよね
[20754.292] (S)アンコモンたこやき: いいと思うけどカプコンはあかんらしい
[20755.588] kirby_0423: 引き大P微妙に短いすよね
[20758.042] めらさ: コマテク難しいほうがやりがいがあるって古い人がいってた
[20758.088] ぱおふぅ711: たまにSA３が暴発する・・・
[20759.516] (S)bronze1932: Dリバは押しっぱで出るのにSAはなぜ
[20766.230] (S)gustav17711: リバサでなくて萎えるはマジ多いよね
[20767.712] (S)美濃屋善兵衛: リバサ出にくいとか、コンボの先行入力とか、もう少し緩くても良くね？とは思う
[20771.798] (S)raincoat214: 生リバはおしっぱでいいから意図はありそう
[20773.652] (S)トランスフルトリン: 出るのかまじか知らんかった
[20774.841] key01570157: 暴発防止と思われる
[20784.187] こすもどりっぷ: 読み勝ってんのに負けたぁー！があるある
[20789.169] めらさ: 入力簡単にしたらクラオジが文句いうから
[20814.951] シュンライー: この色のジュリ好き
[20823.689] (S)hatimitsu32bee: リバサインパクトって押しっぱなしで出るの今初めて知った
[20827.383] (S)raincoat214: ジュリ戦さあ、バクステ狩りの連携やらないとマジでこれやられるからきつくない？
[20830.922] (S)美濃屋善兵衛: あと立ちスクリューも、妙にシビアに感じるんだけどなんでだろ
[20908.196] grimk5166: こんばんわ。日曜に腰やっちゃって寝床で安静中っす(涙
[20923.085] シュンライー: クラシックでdj始めたけど、リバサでodジャック出なくて泣く時ある
[20961.364] yougen1124: あれ、リリー使ってる
[20970.621] (S)美濃屋善兵衛: レジェチャレ
[20971.378] naaaasann2222: 相談です。ケンを使っているのですが、エドに立ち中Kと立ち大Pと弾と対空だけで封殺されます。エド側がケンにされて嫌な事ってなんですか？
[20975.862] (S)godog02: つよいおみあし
[20978.546] (S)raincoat214: ステゴロの間合いで相手がぶっパリィしてたとき歩き投げと打撃の判断どうしてます？
[20987.788] (S)あおじし: こんばんはー、リリーやってるんですね
[21028.464] こすもどりっぷ: ぐぇー
[21107.711] (S)美濃屋善兵衛: ｽﾞﾘﾁｬﾝの角、リリーのSA3で地面に刺さりそう
[21132.235] halpon: うお…
[21143.583] シュンライー: リリーはジュリキツそうやな
[21146.135] (M)墾田永年私財砲:  [本日の更新動画のコーナー] 今作はコマンドキャラ？ベガについてあれこれ考えるどぐら  https://t.co/EyPlO1eoGS
[21147.046] (M)墾田永年私財砲:  語るのが難しい格ゲー衰退論について https://t.co/oqMm8SOqqe
[21172.243] kirby_0423: リリージュリ正直しんどいです
[21173.335] うさゆか: 足の速さ×足の強さ＝キャラパワー
[21174.040] こすもどりっぷ: モウキとは珍しい
[21176.520] (S)美濃屋善兵衛: 豪鬼には有利と聞く
[21180.499] (S)godog02: 歩きが届かなくて気まずい瞬間結構あるように見えますねリリー
[21226.423] (S)raincoat214: ジュリ戦ガードさせて有利な技で触りに行けるかがめっちゃ大事じゃないですか？
[21255.006] シュンライー: 個人的にギロチン対空をかいくぐられるのきついんすよね
[21287.025] sharkofjinbe: 結局2大Pのリリー
[21299.294] ぉぉばんゃき: リリーに勝った時の豪鬼の台詞めちゃ好き
[21315.695] kirby_0423: ジュリ戦しゃが大先端くらいしかリリーの距離なくてキツイっす
[21316.684] yougen1124: しゃが大一辺倒だからってしゃが大ナーフして他はそこまで変わってないからね
[21323.286] (S)raincoat214: 今の相打ちかよ
[21365.928] halpon: 朧ォ…
[21454.642] (S)美濃屋善兵衛: ゲーセンで触ってみるとか
[21455.331] tkgnotamago: アドバイスしつつジャスパ....すごい
[21458.213] falandc: アーケード６を探しに
[21462.610] (S)raincoat214: 偏ってるところが強みと弱点の表裏一体ってことかな
[21463.276] (S)Y_Srtk: レバーなら近場のゲーセンにあるなら触ってみるのはアリですね
[21463.894] タフタフ: ゲーセンで試してみよ
[21483.132] mori_123: 大きい電気屋だと試遊ブースあったりするね
[21485.861] シュンライー: アーケード版ある場所羨ましいな
[21526.789] (S)land200j: あと今だったら1万くらいのレバーレスもあったりするからお試しでやってみるのもアリ。やっぱりちょっと高いけど。
[21537.921] (S)美濃屋善兵衛: この前、アケ版の導入を調べてたら、会員制ゲーセンとかいう謎の施設を見つけた
[21637.329] (S)godog02: 大振らんと、とどかぬぇー
[21643.195] halpon: すんばらしい～
[21645.838] kirby_0423: 中攻撃弱いっす
[21651.566] yougen1124: 中振っちゃダメです
[21694.768] 五味むつみ: 中Kで上見つつ相手に差し替えし振らせる、下がれそうなとこで大Kをガードさせるとかがスルメ要素ですかね
[21718.272] シュンライー: もう立ち回りギロチンしか振れません
[21737.152] (S)land200j: 大と必殺技だけで成立するキャラってそれはそれですごい
[21746.339] kirby_0423: ギロチンの外にいる相手にはぶっぱ弱スパイアが強いっす
[21751.241] (S)horikawa_r_i_k: 中足もいらんとか言われそう
[21780.158] (S)bronze1932: お三万コンが跋扈する現代で1万五千円のRAPを出してくれるのはやはり俺たちのHORIって感じる
[21797.881] mugina1225: mugina1225 is gifting 1 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 1 in the channel! 
[21798.758] mugina1225: mugina1225 gifted a Tier 1 sub to hakaiiz_! 
[21824.855] yougen1124: クワガタ
[21848.618] sharkofjinbe: 大足の確定問題今日だけで3回目か？
[21919.981] シュンライー: あっ
[21932.399] (S)godog02: レアなやつ
[21943.889] こすもどりっぷ: チルが必要かもしれん
[21956.926] シュンライー: 繋ぐルートが増えたキンバリーのsa2だ
[21998.405] (S)godog02: あぶあぶ
[22070.198] (S)shi_a__: 休憩する？
[22070.864] こすもどりっぷ: 疲労が溜まりつつある
[22073.739] (S)mugina1225: mugina1225 subscribed at Tier 1. 
[22076.498] (S)bronze1932: カレーを食べなければ
[22105.080] こすもどりっぷ: カロリー高いキャラ来た
[22106.914] (S)mori_123: mori_123 subscribed with Prime. They've subscribed for 4 months, currently on a 2 month streak! 
[22120.693] juno0220: 真面目になった本田
[22128.091] wing_hiro: カレーを食べてヨガでリフレッシュしよう
[22130.744] ましゅーず: これはレジェチャレですか？
[22137.406] シュンライー: 真面目……なのか…
[22211.671] (S)トランスフルトリン: 真面目になった言うても頭突きも百貫もまだ全然強いよね
[22242.296] yougen1124: 頭突きの後コマ投げっす
[22243.610] こすもどりっぷ: もともと真面目に相撲やってたでごわすよ？
[22251.016] (S)SteameR89yt: さっきのは四股踏んでるあたりまだ相撲してる
[22283.896] ましゅーず: コマ投げループしないけど風たまるのきもちえぇ
[22302.642] tomato_sinpu: 百貫未だに有利なの見て驚きましたよ調整の時
[22326.136] sannpann_twich: トパチャンBブロックエド4人 これどぐにゃんにスパー頼まれそうだね
[22327.098] udonsuki: トパチャン１ブロックにエド４人集まっててすごい事なってました
[22339.351] atamamiru: エド４ｗ
[22345.517] (S)shi_a__: www
[22349.056] (S)godog02: 大人気キャラ
[22349.627] (S)bronze1932: エド蠱毒
[22351.853] poposu0302: これどぐら呼ばれまくるのでは？
[22352.835] nameless510: エド最強決定戦やるｗ
[22353.375] hirasyain77: エド蠱毒
[22358.908] ましゅーず: ふーどさんももちさん立川あと誰だ？
[22364.980] nameless510: ぷげ
[22366.987] (S)蒐集家: ぷげ
[22368.319] (S)ぶれお: Bの箱エドでギチギチや
[22371.276] tomato_sinpu: エド蟲毒草
[22371.536] tsuba_kun: どぐにゃん出番やｗ
[22388.652] (S)godog02: それな〜
[22392.544] atamamiru: 色んなエドと戦えるなｗ
[22392.654] poposu0302: それもあるかｗ
[22394.000] nameless510: エド同キャラやらされるのやべーｗｗｗ
[22400.201] take_nokoko0903: スパー相手で凄い呼ばれそう
[22400.761] hirasyain77: どぐら、徴兵や
[22402.852] sharkofjinbe: それはそう
[22405.413] taku_ur: どぐらさん引っ張りだこやん！
[22405.446] (S)ぶれお: 今後のためになると思うしかない
[22406.664] ましゅーず: ぷげらさんか DJから乗り換え組多いんすね
[22412.371] (S)蒐集家: スパー先着順やな
[22413.313] (S)godog02: 草
[22413.876] unimel1x: え？
[22426.877] シュンライー: どぐにゃんもっと人気者になれるね！
[22428.642] こすもどりっぷ: 色々あった
[22432.234] ましゅーず: ふわ～
[22435.281] unimel1x: 途中で急に発狂してびっくりした
[22445.521] (S)yamaasira: てかエド4人ってそんなに使ってる人いるっけ
[22445.535] 蒼なのだ: うまー
[22448.774] yougen1124: 頭突きガードしたらコマ投げっす
[22493.588] syamunuko: オファーが大量に来てそう
[22506.512] ましゅーず: というかエド同キャラ3戦発生するのなかなかあれな絵面
[22527.591] ましゅーず: 違う４人総当たりなら合計６戦か
[22554.689] wing_hiro: ももちふーど立川ぷげらの4エドやね
[22570.418] joxright: どぐらささもが酷使される未来が見える
[22587.528] れなまる〇: エド同キャラはどっち有利なん
[22592.590] こすもどりっぷ: 世はまさに大エド時代
[22596.244] mokiti_: カワノ、マゴ、ひぐち
[22599.033] joxright: かずのこ
[22600.281] atamamiru: ひぐち かじゅ
[22603.625] satikochan: まご じょん
[22605.165] (S)ぶれお: かじゅひぐちカワノマゴ
[22607.464] taku_ur: ジョン竹
[22609.993] satikochan: じょん君ちがうかも
[22632.897] (S)godog02: おー
[22632.945] (S)yamaasira: 全員スパー頼まれかねないメンツで草はえる
[22634.053] syamunuko: そらまぁくる
[22634.798] naryuhama: はーや
[22635.225] ましゅーず: 半分エドは草
[22635.847] こすもどりっぷ: はんや
[22636.546] シュンライー: 仕事がはやい
[22639.760] (S)ぶれお: 手が早い
[22643.029] joxright: 大変やなぁ
[22646.044] mokiti_: はやすぎるｗ
[22647.044] 毛玉41号: やる気勢
[22647.436] gfggg73: ジュリはいいやん
[22650.571] こすもどりっぷ: プロ意識は流石なもの
[22651.093] wing_hiro: ですよね
[22654.712] bunyagp02: どぐらさんに質問なのですが、格ゲー歴0でアケコンでスト６やれますか…？
[22654.772] けるりっく: じょんかわのひぐちまごかじゅ
[22671.019] 毛玉41号: 人気者どぐにゃん
[22676.807] けるりっく: ３
[22678.185] atamamiru: ３
[22679.763] (S)蒐集家: 3
[22679.798] xyyzz111: ３
[22679.972] (S)ぶれお: 3
[22680.388] p4seri: 3
[22682.328] satikochan: アケコンのレバー騒音問題もあるんでお気をつけ
[22684.020] ましゅーず: 27人で9*3
[22693.846] (S)ゆはたけ: おおすぎ笑
[22697.615] p4seri: 他は結構ばらけてますね
[22699.144] joxright: にゃんし、やったか？
[22700.784] (S)アベ0206: スパーリング武器商人
[22703.475] けるりっく: あとAはサウジ組結構固まったっす
[22707.201] シュンライー: すげーな固まり具合
[22707.824] (S)蒐集家: エド使い5名居て、4人固まったのかな？
[22708.376] ましゅーず: ちょっとにゃんし~
[22708.478] shimaboooooo: どぐにゃん大忙し
[22708.602] (S)ぶれお: Bにしかエドいないと思う
[22708.811] (S)bronze1932: これにはにゃん師も苦笑い
[22709.769] syamunuko: エド全勝したら抜けれるな！
[22715.756] れなまる〇: どっちかというとエドサイドの方が対策ガッツリ組まれそうで嫌じゃない？
[22721.547] bunyagp02: ストⅣのアケコンなぜか持っててせっかくだから使いたいのですが…
[22725.227] joxright: エド使いがキツイ
[22726.298] 毛玉41号: アケコンの騒音問題、結構無視できないんよな
[22734.554] wing_hiro: バレル副社長による公正なクジの結果です
[22748.207] VUREIDO: エド蟲毒始まったな
[22753.595] takikomi_kopan: どぐらさんスパーで忙しくなりそうですねw
[22759.319] けるりっく: にゃん師の陰謀
[22778.043] Qnw3_: ササモがスパーで５０キロやせると言われてます
[22778.786] atamamiru: ほかにエド使いっておらんのか？
[22782.178] もぐるさん: スパーでいそがしいってのもなあ
[22787.958] takikomi_kopan: ササモがおる
[22790.071] ましゅーず: ももちふーどあたりが別キャラ出さないかな
[22792.312] ふくらしこ: ｻｻｰﾓがおるよ
[22800.179] (S)kokusairengou: どぐらさん、スパーで大忙し確定
[22808.998] akasanz3x: いうてふ～どはDJとぷげは別キャラ触ってるからな
[22811.926] ぼちお: ももちにはリュウがいるぞ
[22812.042] ペプシ男: 夏のエド祭り開催と聞いて
[22818.089] ましゅーず: ササモもエドなのか、DJと何か親和性あるんですかね？
[22819.876] takikomi_kopan: ふ〜どはミラーはせずにマラカス再びがありえる
[22821.934] atamamiru: DJ使いエド多いな
[22830.403] nameless510: ふ～どはマラカス拾うか
[22834.503] (S)godog02: やっぱそう思いますか？
[22839.614] Qnw3_: DJいけるらしいですよね
[22843.537] naginagi99: ほなマラカス拾うか？ｗ
[22846.197] akasanz3x: 置いたマラカス拾うだろうなｗ
[22849.275] 原子力塩太郎: ササモくんスパー需要すごそう
[22858.130] ふくらしこ: マラカスを手に取る写真をXに投稿してくれ
[22858.917] (S)蒐集家: C 豪鬼２、リリー、アキ、ラシード、キャミィ、ダルシム、春麗 と、バラエティー色満載
[22859.906] ぼちお: さすがに無謀過ぎ？
[22862.900] (S)ぶれお: エドDJはゲボなんでしたっけ
[22863.548] hirokichi10: 初心者でジュリってムズいですか？
[22865.211] (S)godog02: DJ戻る人結構出そうな気がしてる
[22865.378] れなまる〇: 多キャラ使い有利になるか
[22865.557] (S)horikawa_r_i_k: モチベないキャラやるのしんどくないすか？
[22880.288] 寝るポイント: fuudoDj
[22883.339] fahaihai: 前Verはももちさんはエドが一番きついのはDJって言ってたね
[22883.814] chin_bell_: どぐらスパーで過労死確定やん
[22884.315] akasanz3x: スウェーデンはエド単騎らしいけどね トパチャンはDJ復活するでしょうな
[22886.687] ペプシ男: 捨てた武器を再び手に取るの熱いな
[22898.644] シュンライー: ふーど対ぷげらとかdjミラーになりそうw
[22905.891] 原子力塩太郎: ぷげってリリーも使ってなかったっけ。まあすぐ出せる状態じゃないか
[22908.910] Qnw3_: ヤマもEDなのかな
[22909.307] nameless510: ふ～どはちゃんと勝ちを優先するからDJすると思うｗ
[22910.939] (S)yamaasira: まぁ言い方悪いけどトパチャンにどこまで重き置くかよね リーグもあるし他大会もあるし
[22911.206] (S)スパイシーアイス: スパイシーアイス subscribed with Prime. They've subscribed for 3 months, currently on a 2 month streak! 
[22911.227] 寝るポイント: ふーどは元々要所でＤＪ出すってずっと言ってる
[22911.368] (S)ぶれお: ふ〜ちゃんは勝ち優先しそう
[22913.279] akasanz3x: ぷげはジュリとリリーもいるよ
[22917.400] sirokurorabbit: 1年間はきつくても2週間なら全然やるっしょ
[22921.502] joxright: ふーどは大会エドで練習したいって言ってた
[22923.746] ましゅーず: とりあえず決まった日まで練習すればいいならやれるんじゃない
[22933.574] p4seri: エドリリーってどうなんですか？
[22934.654] Qnw3_: ぷげは今年はED１本で行きたいみたいだよ
[22947.049] takikomi_kopan: ふ〜どは５でもポイズンメインにしてからもピンポイントでミカ使ってたしマラカスも躊躇せず拾う
[22962.878] (S)ぶれお: ぷげ配信見ててもほぼエド以外見ない気がする
[22967.634] akasanz3x: エドミラーはDJで他キャラはエドで良いもんな
[22968.031] (S)horikawa_r_i_k: 一応ふ〜さんスウェーデンはエドでやる。sflのためにとはいってた
[23021.911] 寝るポイント: ＤＪは強い人がみんな辞めちゃったから、スパーも難しいし
[23050.169] スライムプール: DJ村崩壊か
[23065.387] niseko1020: このサーティワンのコットンキャンディみたいな色のリリーすき
[23068.345] シュンライー: あーーーー
[23068.530] 乱れ蝶: 普通に憧れたどぐらdjはもうないんですか？
[23071.027] akasanz3x: ふ～どですらエドのためにDJあんまり触ってないからねえ
[23077.882] takikomi_kopan: 今回の組み分けは板zとかずのこがニチャる
[23080.782] Qnw3_: ｃグループが被りなしでめんどいキャラ多そ
[23094.594] akasanz3x: Cは祭りよｗ
[23099.195] (S)raincoat214: 立ち弱Kが４Fでしたっけ
[23106.867] takikomi_kopan: Cくっそおもろそう
[23119.941] (S)godog02: キーボード勢か
[23138.161] ふくらしこ: Aは胴着使い多い
[23149.276] takikomi_kopan: ザンギのおやつだらけ
[23168.377] Qnw3_: Aは板ザン無双が見れそう
[23173.292] 寝るポイント: Ｂのかずのこが一番微笑んでる
[23175.408] akasanz3x: Aは道着勢に挑むZさんでしょｗ
[23177.535] (S)yamaasira: モダンはスパイアが怖くないのがいい
[23184.523] じゃべりんまん: 希少種Mリュウ
[23195.211] takikomi_kopan: 逆やザンギに挑む胴着勢
[23201.846] (S)kinokogidora: mリュウマスタースゲェな
[23215.937] シュンライー: えーーーー
[23218.223] (S)godog02: 足刀で詰められるのかなしみ
[23218.708] Qnw3_: M力
[23220.654] 赤い月0: Aは板ザン、Bはかずのこがめっちゃ抜けそうにみえる、Cは分からん
[23221.902] (S)raincoat214: もしかして足刀にやることない？
[23221.964] (S)yamaasira: 足刀最強っす
[23224.396] ふくらしこ: モダンモダーン
[23228.620] 毛玉41号: わがままがすぎるｗｗ
[23246.704] じゃべりんまん: 足刀ってアーマーされ確認真昇竜できそうなんだよな
[23255.814] (S)godog02: リュウでこれならケンとかどうすりゃええんや？
[23274.023] (S)raincoat214: 足刀アーマーとられ確認真昇龍はコマンドの関係もあって結構いける
[23289.477] シュンライー: リリーでケンはめっちゃきつい…すーぐ端に運ばれる
[23301.384] (S)kinokogidora: 道着が多いこのゲームで道着きついのは絶望と同義
[23303.404] (M)墾田永年私財砲: セビステは休憩した方がいい
[23303.457] 紫ゆかり: セビステｗｗｗｗ
[23305.596] れなまる〇: 火力高くねこんなもんか
[23309.971] スライムプール: ﾆｶﾞｻﾝッ
[23312.524] niseko1020: 原人おった？
[23314.712] (S)godog02: 記憶が混濁して
[23315.604] ほととぎ: こんばんは
[23320.546] (S)bronze1932: もう寝るべ
[23322.616] (S)raincoat214: コマンドはセビステではある
[23324.197] スライムプール: お疲れか？
[23326.221] ふくらしこ: 一瞬タイムスリップしたか
[23326.302] tsubuchoco: ２作前っす
[23329.695] シュンライー: どぐにゃん、記憶が………
[23336.495] 毛玉41号: BGMの影響で記憶が4時台に戻っておる
[23340.086] 紫ゆかり: トロトロランクマ
[23341.205] れなまる〇: １5年前？
[23343.262] (S)kinokogidora: 麺屋隆ゾーンきた
[23352.652] Qnw3_: リュウプロ使わないかな誰か
[23354.450] スライムプール: パチ屋入ったか？
[23356.557] niseko1020: ラーメン街
[23386.360] (S)godog02: 昇竜麺とか波動麺とかあるんかな
[23389.803] シュンライー: コマ投げーー
[23402.405] (S)kinokogidora: 昇竜（醤油）波動（塩）竜巻（豚骨）
[23408.074] スライムプール: リュウのラーメン屋普通に衛生環境悪そう
[23409.104] ふくらしこ: 大ゴスでお待ちのお客様～
[23417.783] (S)raincoat214: リュウ戦足刀の戻り殴ったり弱波掌をジャスパとりにいったり結構だるい大作強要されません？
[23421.845] (S)bronze1932: 昇竜軒
[23432.031] いかふとん: 閉店30分前でも元気に営業中
[23448.913] ささみ橋: なにかのコラボイベントでそんな感じのコラボメニュー出そう
[23458.163] れなまる〇: つかっていく
[23510.043] akasanz3x: マゴさん、エドのことしか考えられないとポストがｗ
[23512.244] (S)bronze1932: 実際のリュウ弁当は何だっけ 好物水羊羹は覚えてる
[23549.142] (S)yamaasira: 蒲郡では牛丼をリュウ丼とか言って売ってなかったっけ
[23549.329] yougen1124: 普通のキャラは咄嗟に押す技中なんよねw
[23570.471] (S)godog02: 結局コンドルで㌧㌦なんだろうか
[23578.288] kazubrand: これレジェンド目指すやつ？
[23591.275] シュンライー: いえす
[23599.749] fahaihai: マゴさん絶対エドアンチになってブチギレる可能性大でしょ このキャラ終わってる発言マッテル
[23613.770] ~MISSING_COMMENTER_INFO~: 引っ張りだこになりそうなどぐらささもさん
[23617.113] akasanz3x: ザンギいないだけマシっすw
[23667.059] kazubrand: シュンライーさんありがとー
[23669.576] alufa1818: リリー的にコンドルスパイアにDリバ打たれるのってどうなんですか？
[23723.843] Dilgarno: リリーはラッシュ中段が+7ならもうちょい頑張れる
[23783.411] (S)reyxun_c: リリーも勇気の前ステいるよなあ
[23783.966] (S)mugina1225: ようやくプラチナに行けたのですがもっと上手くなるには何を練習・意識したらいいんでしょうか
[23788.972] シュンライー: リリーがゲージ有利じゃなかったら、Dリバされたらチッてなります。こっち側がゲージ有利だったらゲージ吐いてくれた！！てなる
[23807.464] (S)kinokogidora: デビルプレッシャー
[23814.853] シュンライー: これがプロの圧
[23818.078] こすもどりっぷ: 人は耐えれない時saを打つしかなくなる
[23818.994] (S)yamaasira: 昇竜避けて着地までに入れ替えできた地味に瞬間嬉しくなる
[23832.355] akasanz3x: 今日はご褒美ないんすか？
[23843.165] fahaihai: 通知が止まらないエド使い
[23850.294] ふかしいもん: おっ
[23856.934] (S)shi_a__: お、ご飯到着
[23862.225] ささみ橋: ウーバー
[23863.427] akasanz3x: これからメシだったか
[23865.480] シュンライー: 飯だぁ
[23907.362] ﾏｶさん: 飯はなんだ〜？
[23928.675] niseko1020: これを渡しておこう(SA3) 苦痛に耐えられぬ時打つがいい
[23999.809] (S)shi_a__: めーし！めーし！
[24043.610] シュンライー: 美味しそう
[24044.904] (M)墾田永年私財砲: 5月の日本語ゲーム配信総視聴時間2位 スト6
[24060.193] (S)masamasa_19: うおおおお
[24067.321] (M)墾田永年私財砲: ヴァロの1.5倍くらいらしいです
[24077.901] tkgnotamago: 勢いが凄いじゃん
[24083.088] (S)ゆはたけ: 晩飯食ったはずなのに腹が減ってきた
[24083.089] くりっくん: 盛り上がりまくり
[24085.701] (S)raincoat214: 覇権か？
[24086.110] (S)鉄板: 流行りすぎ６
[24089.247] umatnki: 2年目も安泰やな
[24089.385] ささみ橋: もしかして：覇権
[24089.786] シュンライー: ヴァロ越えてるんや
[24093.919] (S)shi_a__: すごー
[24106.527] (S)sysysysy: うほっ
[24114.254] flower_015: 一位は何？
[24120.884] (S)yamaasira: グラセフ
[24123.747] (S)bronze1932: ヴァロはCSに来るのが再点火になるかどうか
[24132.250] (S)鉄板: ストグラあるからか
[24140.360] wing_hiro: キャラ追加のテンポ良いのでかいよな
[24150.043] (S)アベ0206: そういうのに肩並べてるって時点でヤバい
[24160.673] (S)yamaasira: ヴァロってCS版まだないんだ
