[29.783] yatomn55: うす
[2783.169] とうぶんかた: いるわけｗ
[2783.345] (S)96san_788: いるわけ
[2784.090] とっしーです_: おるかぁｗ
[2785.959] ssssssssszx: wwwwwwwww
[2786.461] あぷあぷえる: いるわけ
[2787.503] (S)mao_o9: いないってw
[2789.396] da1320: らRME
[2789.993] (S)sas4m_: AD/DAコンバーターって書いてる
[2790.236] (S)激ローメタモン: 流石にw
[2793.958] tomtommy624: 🌽バター
[2793.981] reu2501: 検索したらレビュー出てきそう
[2794.457] samucd16: ついでに音楽作ろう
[2796.724] MrET507: マジでミュージシャンでもないと使ってない
[2797.901] とうぶんかた: コンバーター！？
[2799.235] (S)ぎあちゃん: そこまで行くと人間には聞き取れないw
[2801.269] あべさんです: 歌手がつかうやつやん
[2802.755] (S)sas4m_: 一応いけるのか？
[2803.494] ssssssssszx: コンバーターか
[2806.454] dippzy____: 似たようなもんだけどIFで十分
[2816.539] きつね__: ここまで高いとそのぐらいの機能入ってそう
[2818.578] cnp_u: バランス接続しないならもう一つ舌のランクのやつある
[2824.975] mizuhashi_ssb: 良い音楽聞くために35万
[2826.680] (S)sas4m_: UCX II
[2843.872] fkc_lemond: RME  Fireface UFX IIはどうですか？
[2845.960] dippzy____: 出力特化
[2846.312] ZinM4cky: キャノン端子のinputあるからマイク繋げられるよ
[2846.560] (S)ぎあちゃん: DACだから聞くよう
[2854.333] (S)sas4m_: 基本はDACアンプだよね多分
[2856.128] mizuhashi_ssb: アルミの買って自分で塗装しようや
[2865.079] ogico20113: 黒ねえの？
[2876.487] (S)sas4m_: でかすぎる
[2877.848] sdxse: ｗ
[2879.277] yuzupondering: ｗｗｗ
[2879.937] da1320: ラックに収めるタイプやん
[2879.978] (S)はむはむ_: でｋｋｋ
[2881.037] (S)96san_788: うおおおおおおおおお
[2881.204] psyduck_cu: ｗｗｗｗｗｗ
[2881.449] RinLinP: でっか
[2881.581] レフトハンド: ラックも買うかｗ
[2881.759] heart_less_jp: ｗｗｗｗｗｗｗｗｗ
[2882.331] アズリッド: ラックタイプか
[2883.145] tomtommy624: ラックタイプｗ
[2883.457] ikarosu_3: ｗｗｗｗ
[2883.967] ogico20113: これでいいやん
[2884.172] dippzy____: ラック必要です
[2884.608] とうぶんかた: wwwwwwwww
[2884.989] あぷあぷえる: wwwwwwwwwwwwwww
[2885.007] Aug_Leaf: ｗｗｗｗｗ
[2885.066] aka_pencil: さらに高くｗｗ
[2885.524] kumatadao: wwwwww
[2885.767] sdxse: さらに高くて草
[2885.982] ssssssssszx: やばw
[2886.301] ZinM4cky: ラックマウントは草
[2886.522] reu2501: 作曲する気か？
[2888.830] ikarosu_3: ラックで草
[2888.938] きつね__: ｗｗｗ
[2889.824] ほるもん8019: shakaNae
[2890.236] レフトハンド: もうガチやん
[2890.496] tadanomegane: でかくなってるｗ
[2891.709] あぷあぷえる: 高めをゆく
[2893.182] arlingtonnnnn: ラックかお
[2895.054] koke__kokko: 音楽家
[2895.774] tomtommy624: コンプのラック組めばいいのでは？ｗ
[2896.288] sdxse: スタジオでも作るんか
[2897.787] ogico20113: 歌枠もいける
[2898.742] (S)mao_o9: 歌ってみた
[2899.581] yuzupondering: 何目指してるんやｗ
[2899.998] Aug_Leaf: 歌い手ボドカ
[2900.287] アズリッド: オーイシマサヨシじゃないんだから
[2901.600] あべさんです: ｗｗｗｗ
[2901.812] heart_less_jp: ｗｗｗｗｗｗｗｗｗｗｗ
[2903.721] afro_aphro: ボイスでる？？？
[2904.164] ogico20113: 心電図
[2904.505] たっつーーーー: 心電図？
[2904.740] レフトハンド: 出たｗ
[2904.881] psyduck_cu: ノイズのやつでしょ
[2906.215] kachitoma: 逸般の誤家庭
[2906.650] heart_less_jp: 心電図
[2906.678] (S)sas4m_: オシロスコープ？ｗ
[2906.849] ssssssssszx: wwwwwwwww
[2907.057] sdxse: ｗ
[2907.251] アズリッド: それはデジタルオシロｗ
[2907.469] トムケイシー: www
[2907.477] きつね__: 釈迦さん部屋みたいになってきたな
[2907.666] kou18881: 心電図やろ
[2907.876] MrET507: 今のページにあった14万くらいの奴蛇足が使ってる奴？
[2908.403] イケザエライダ: オシロスコープ？
[2908.861] トロルトロル: しんでん
[2910.439] 抹茶たまご: 心電図みたいなww
[2910.740] RinLinP: 損失測ってるんでしょ
[2910.966] tanaksan: 心電図w
[2911.654] reu2501: 心電図
[2911.793] WtYnT: 計測器
[2914.192] wiseman2005: 歌ってみたのはボドカ
[2915.445] (S)96san_788: Antelope Audio Galaxy 64 Synergy これ一番高いぞ！
[2916.347] tomtommy624: デジタルとアナログ変換時のノイズ？
[2916.838] とうぶんかた: wwww
[2917.087] コサンジです: オシロスコープわろた
[2917.116] sh_yc: オシロスコープかとおもったわ
[2917.234] sdxse: ホラー配信用かあ
[2917.619] わもん: Symphony Desktop ← これかっこいい
[2918.284] レフトハンド: 技術者やんｗ
[2918.363] ikarosu_3: 1000兆
[2919.506] きつね__: 遅延にばらつきないですみたいな
[2921.984] (S)激ローメタモン: 怒り心電図
[2926.576] kou18881: 一直線なったらご臨終やね
[2927.868] ほるもん8019: san値測るやつ
[2930.781] hengen_vip: 「ほんま死ね！（41万アンプ）」
[2933.542] dippzy____: 十分です
[2933.598] kemononeko: うーん(わからん)
[2934.034] R1haku_: ひび割れとか調べるやつ
[2935.149] kachitoma: それで十分やろｗ
[2936.646] aka_pencil: なんか安く見えてきた
[2936.792] da1320: マジでそれで充分
[2936.963] psyduck_cu: 他の電子機器のノイズを拾うかどうかのやつでしょ
[2938.242] reu2501: これがちでいい
[2939.436] arlingtonnnnn: 原音に忠実ですよって事か？
[2940.279] (S)ぎあちゃん: まぁ、定番
[2940.932] (S)96san_788: これ使ってる人多い
[2941.349] アズリッド: それでも配信用なら最上位
[2942.481] レフトハンド: かわいい系
[2945.163] dippzy____: 外付けのコンプ買おう
[2945.258] きつね__: いいね
[2947.156] あべさんです: 安く感じてきた
[2949.326] tadanomegane: さっきのみるとコンパクト
[2949.840] da1320: 絶対マイクか設定のせい
[2950.410] sdxse: 14万で音割れするんか
[2952.135] (S)mao_o9: 宇多田ヒカルも使ってるやつ
[2960.681] kou18881: 昨日のvalo配信音割れしてたねえ
[2977.085] tomtommy624: ANTELOPE AUDIODiscrete 4 Pro Synergy Core
[2980.912] reu2501: マイクノイマンとか買うか
[2981.209] kemononeko: マイクは相性だから頑張って探すしか
[2986.222] kachitoma: これ系は蛇足に聞くと良いぞ
[2987.890] MrET507: ダイナミックにしたら？58とか
[2988.505] (S)ぎあちゃん: ゲイン高くしてるんじゃない？
[2991.469] カノぴー: 専門家に聞いたほうが早いかと
[2993.962] DSR_1_Grizzly: ノイマンのVMA買お
[2994.249] kou18881: デシベルがレベチか
[2996.114] arlingtonnnnn: コンデンサー使ってる？
[3010.913] kachitoma: コンデンサーマイクなの？
[3016.443] (S)sas4m_: SM7dBでええやろ
[3023.248] kou18881: マイクは結局Blue？
[3029.702] (S)sas4m_: 結局ね
[3030.125] きつね__: いいね
[3030.518] イケザエライダ: みんな大好き
[3034.479] とうぶんかた: SM7dbね
[3035.810] fuyx4: 結局
[3038.498] mik3912: sm7db
[3039.536] arlingtonnnnn: PAD入れてGAIN取り直すと歪まなくなったりするよ
[3039.805] haru_0010: 音響の知り合いとか腐るほどいないの？
[3040.703] tguarr: db
[3041.855] kemononeko: 安いマイクのほうがよかったみたいなこともあるし
[3041.878] RinLinP: 2番目のヤバ
[3042.807] kou18881: スポンサー的にいいの？それって
[3044.098] (S)ぎあちゃん: コンデンサーは広く音拾えるからいいけどね
[3046.321] wabisabeaf: 蛇足か叶に聞くべ
[3047.614] (S)mao_o9: 割れないと思う
[3050.736] MrET507: Shure最強！
[3056.835] kou18881: へぇーーー
[3059.537] (S)96san_788: あー
[3060.387] ogico20113: ライブと同等の機材揃えよ
[3069.965] pudding229: 今ならSM7BDも出てるよね
[3076.085] fkc_lemond: マイク変えて直る可能性はかなり高いです
[3078.386] 姫戸: ucx2の方はコンプついてなかったっけ
[3103.106] a5bannnn: コンデンサーマイクとダイナミックマイクなにが違うんですか？
[3110.600] dippzy____: なった
[3112.854] きつね__: いいね
[3117.485] reu2501: 安定のSHURE
[3118.193] わもん: プリアンプ付きになった
[3118.369] (S)mao_o9: 新しいやつだよ
[3118.460] (S)sas4m_: 音が大きくできるようになった
[3119.712] (S)96san_788: プリアンプ付き
[3120.614] kou18881: 7dbやね
[3121.217] あぷあぷえる: それストリーマー使ってる人多いよね
[3122.007] アズリッド: dBはアクティブになって、ゲインがあがった
[3122.117] (S)ぎあちゃん: 中にアンプついたんだよ
[3122.410] kachitoma: プリアンプが付いてるやつ
[3125.455] あとらすです: プリアンプ内蔵
[3134.649] あとらすです: そう
[3134.937] とうぶんかた: sm7bが音小さいのが音大きくできる改良版みたいなのだっけ
[3135.041] (S)96san_788: とりあえずよくなった
[3135.376] アズリッド: そう
[3135.982] kachitoma: そう
[3138.070] dippzy____: 途中の増幅いらなくなった
[3138.317] kou18881: マイクかなかなに聞いたら強そう
[3138.498] pudding229: そう
[3138.673] DSR_1_Grizzly: クラウドリフター不要
[3138.804] 姫戸: そう
[3140.597] (S)ぎあちゃん: いらない
[3147.577] reu2501: 低ノイズってVDK向きすぎる
[3150.752] kachitoma: SM7BとSM7dBがある
[3161.706] (S)96san_788: shakaShaka
[3164.321] (S)sas4m_: さっきのRMEの黒いやつ、オーディオインターフェース機能もあるらしいけど、コンプレッサーあるかわからん
[3167.383] 友達の弟の友達が優しい: ありけんじゃない？
[3174.779] イケザエライダ: あげた相手も覚えてないのか
[3194.221] わもん: TLM使えば？
[3195.394] とうぶんかた: そうなんだｗ
[3197.193] kou18881: えぐ
[3202.261] とうぶんかた: たっっか
[3211.123] dippzy____: 良いの使ってんな
[3215.519] (S)ぎあちゃん: ノイマンはレコーディング用だからね
[3216.721] あぷあぷえる: なんで割れるんやw
[3220.623] yosuke131259: たかw
[3223.445] kou18881: かわいい
[3225.554] イケザエライダ: Geroも大声で割れてたし割れるもんだと受け入れてる
[3225.928] ふくむ: 音圧に耐えれなかった
[3228.372] (S)激ローメタモン: サブスク対象のデバイス配る会の時にあげちゃったんかな
[3232.207] pasuta0089: それで歌枠やろう
[3234.587] yosuke131259: 今もいい
[3240.105] 姫戸: gain下げて口に近づけるくらい
[3248.160] tguarr: なおひろが使ってるゼンハイザーのガンマイクどう？
[3251.242] とうぶんかた: じゃあasmrか
[3253.930] DSR_1_Grizzly: ボドさんの声質に合うマイクはどこじゃあ
[3254.313] dippzy____: 一回どれくらいで割れるかやろう
[3258.261] kou18881: 環境要因は特に？？
[3262.395] wiseman2005: バイノーラル
[3263.257] ガイソン: どんな声量してんねん
[3265.254] あぷあぷえる: 俺等で試してくれ
[3268.556] ogico20113: マイク咥えて
[3280.597] yosuke131259: ちゅーして
[3281.292] (S)96san_788: ！？
[3283.785] (S)mao_o9: ゲームで叫ぶとね
[3283.942] とうぶんかた: wwwww
[3284.186] トロルトロル: ｗｗｗ
[3284.450] (S)sas4m_: 割れてます
[3284.475] kou18881: wwwwww
[3284.922] きつね__: うｓｓ
[3285.077] あとらすです: でっか
[3286.134] tanaksan: うっさ
[3286.355] MrET507: 割れ
[3286.410] ogico20113: ｗ
[3286.510] (S)96san_788: ｗｗｗｗ
[3286.680] ikarosu_3: ｗ
[3287.520] ねぎねぎ: でっかｗ
[3287.787] yosuke131259: www
[3287.802] dippzy____: でっっっっっっか
[3287.966] sh_yc: ｗｗｗｗ
[3288.163] せらぱん: ｗｗｗｗｗｗｗｗｗｗ
[3288.216] k_a_b_e: うるさｗ
[3288.574] カノぴー: われてるー
[3288.778] kou18881: あかんな
[3288.970] クリオ7: www
[3289.876] 司法予備試験頑張るマン: エルボー！！！
[3290.057] wiseman2005: うるせぇ
[3290.138] あぷあぷえる: 割れてますw
[3290.199] yayuuu2222: うっさｗ
[3290.248] bbafff: ｗｗｗｗ
[3290.789] レフトハンド: アカンｗ
[3292.292] dap4nda: でっかぁ
[3292.301] da1320: たしかにジョリジョリするわｗ
[3292.317] kazard_: やっぱコンプレッサーいれるしかない
[3292.486] tomtommy624: vodkav2Angryvdk
[3292.744] Aug_Leaf: われたみん
[3293.350] kutata1986: でっか
[3293.522] n4siki: ぼどが悪いか
[3294.972] イケザエライダ: メーター振り切れ
[3295.579] kemononeko: コンデンサだからっぽいが
[3295.616] pudding229: 今のマイクこれなの？
[3296.086] yosuke131259: 買い替えよかw
[3298.655] dippzy____: コンプや
[3298.680] アズリッド: それならコンプいれないときついなｗ
[3298.959] 友達の弟の友達が優しい: やっぱりゲーム中ASMR意識しないと
[3300.236] madao0106: 割れてるな
[3300.891] (S)ぎあちゃん: ピーク行ってるw
[3301.740] arlingtonnnnn: コンプ効いてる？
[3301.780] kou18881: おもろすぎる
[3303.014] hengen_vip: Vスポマイク待つしかないね
[3305.416] dippzy____: 音量差がエグすぎる
[3307.561] ZinM4cky: ほなコンプレッサーかますか
[3310.684] hamstrings3: サンセットかな
[3312.333] belle_bell0048: コンプじゃない？
[3314.698] da1320: コンプだけ別に買うのはどう？マイクとＩＦの間に挟むとか
[3315.288] carefreed: 叫んだら割れるのはつらいな
[3318.014] mizuhashi_ssb: マイク→コンプレッサー→オーディオインターフェースの方がいい気がしてきたな
[3319.946] アズリッド: Babyfafce FS使ってる人ならしってるかもな
[3321.300] pudding229: Blueのマイクはもうやめたんだ
[3322.589] n4siki: 常時ハセシンくらいにならないと
[3322.798] zvenmw: らいじん思い出した
[3327.658] きつね__: 叫ぶ前に音量さげるか
[3331.235] (S)96san_788: お
[3334.753] あぷあぷえる: お
[3335.823] tenpyonjp: O
[3336.101] yosuke131259: お
[3336.273] ほるもん8019: さっきよりマシ
[3336.372] hengen_vip: ナイス！
[3337.286] dippzy____: セーフ
[3338.021] (S)mao_o9: 遠いね
[3338.125] kou18881: ちっさ♡
[3339.889] ogico20113: それでいけ
[3340.636] あぷあぷえる: めっちゃマシ
[3340.772] yosuke131259: ないす
[3342.200] yuzupondering: まし
[3343.648] きつね__: いいね
[3344.033] 友達の弟の友達が優しい: 割れてはいる
[3345.041] (S)venven8: 123
[3345.048] とうぶんかた: ナイス！
[3345.078] (S)96san_788: マシ
[3346.765] ZinM4cky: 若干割れてる
[3347.035] yosuke131259: ちっさいけ
[3347.200] pudding229: 小さいだけでちょっと割れてるな
[3347.832] tomtommy624: しっとりボドカさんが聞こえなくなっちゃうか
[3348.063] トロルトロル: いける
[3348.675] yosuke131259: ど
[3349.160] (S)ぎあちゃん: さっきよりは
[3350.101] kazard_: われてます
[3350.127] あぷあぷえる: 少し割れてるぐらい
[3350.329] 司法予備試験頑張るマン: キレた時の音量で試して見て欲しい
[3350.344] アズリッド: われちゃうね大きさじゃないか
[3351.147] (S)venven8: 321
[3352.221] tadanomegane: でだしが
[3352.714] tanaksan: 割れてはいる
[3352.985] Aug_Leaf: 割れてる気はする
[3354.486] da1320: マシだけどしょりしょりしてるぞ
[3354.520] kou18881: 気にならない
[3359.757] madao0106: マシだけど割れてはいる
[3361.156] あぷあぷえる: 気がする程度
[3363.790] shun_op: 割れてはいる
[3369.192] dippzy____: 入力時点で割れてそうだけどだいぶマシ
[3369.999] あとらすです: うん
[3370.747] yuzupondering: 小さい
[3370.883] tomtommy624: そうだね
[3371.139] (S)96san_788: そうやねー
[3373.103] yosuke131259: ごめん知識ないから割れてるか割れてないかわからん
[3373.395] (S)mao_o9: そうだね
[3374.335] wabisabeaf: obsのコンプ使ってもダメなんかね
[3374.367] a5bannnn: ナイスもっかい言って
[3374.625] carefreed: バランスが悪いよな
[3375.138] madao0106: 小さい
[3375.275] DSR_1_Grizzly: はせしんニキのマイクセットアップ聞こｗ
[3376.021] あぷあぷえる: そうやね…
[3376.378] yayuuu2222: 遠いね
[3376.476] きつね__: たしかに
[3378.065] pasuta0089: 小さくはある
[3380.240] 姫戸: FirefaceUCXIIならTotalMix FXでコンプ使えると思うけど
[3381.455] reu2501: ノイマンのダイヤフラムに付いたツバは金と化学反応（酸化）して表面をボロボロにしていく。これじゃね原因。
[3385.930] (S)96san_788: われてる
[3386.094] yosuke131259: www
[3387.422] (S)sas4m_: ちょい割れ
[3389.174] カノぴー: 若干われてる
[3389.337] da1320: くっそ割れてら
[3389.501] あとらすです: われてるか
[3390.018] (S)mao_o9: あうw
[3391.421] Aug_Leaf: やっぱわれてるわｗ
[3392.188] ふくむ: ガサってる
[3392.296] あぷあぷえる: ちょい割れ
[3392.847] エラーごめん: w
[3394.460] kemononeko: われてるからまいくや
[3394.699] cancelll0: wwwwwwww
[3395.204] dippzy____: GG
[3397.130] haru_0010: ナだけ割れてそう
[3397.652] ZinM4cky: ナが割れた
[3398.415] kou18881: オーディオの詳細設定とかいじってるんですか？？
[3398.683] yosuke131259: がさっ
[3398.774] pasuta0089: ナイスのナでひりつく
[3399.985] 友達の弟の友達が優しい: 自分が声小さくするしかないか
[3402.282] あぷあぷえる: マイクが悪いです
[3402.937] a5bannnn: ナやな
[3403.012] melt_sei: ｗ
[3404.849] fkc_lemond: MOTUっていうメーカーのオーディオインターフェースは結構かっこいいですよ！
[3407.144] yosuke131259: そのマイク欲しい
[3407.966] (S)96san_788: NotLikeThis
[3408.689] nagina_twitch: ぼ度加算のキーボードって何使ってますか？
[3409.508] carefreed: メルカリでうろう
[3412.201] sst_ff: 入力時点でクリップしてそう
[3413.298] da1320: ハードのコンプだけ別で探して買おう
[3415.507] veludo096148: ベイビーフェイスならソフトミキサーにリミッターかコンプついてませんかね？
[3417.045] yosuke131259: メルカリで売るか
[3424.327] melt_sei: マイクほしいぃな
[3430.459] (S)ぎあちゃん: コンプ買うか、obsにプラグイン入れるか
[3438.941] mnsgmn: totalmixでコンプかけれますよ
[3439.905] エラーごめん: それだ
[3441.668] yosuke131259: たっかw
[3442.129] わもん: いーやコンプやね
[3443.696] ogico20113: かっこよ
[3448.409] アズリッド: ノイマンはピーキーだから配信のセットアップきつそう
[3448.497] pasuta0089: ボドSM7B持ってなかったっけ？
[3451.904] kou18881: ゲイン上げてもらわんと声小さいかもっ
[3452.134] ほるもん8019: syncth3PinguPenguin
[3454.855] nissy2425: いいね
[3472.211] (S)96san_788: SM7db頼みます
[3475.755] yosuke131259: 木の箱いいね
[3477.799] エラーごめん: マイクかっけぇ
[3479.162] トムケイシー: いいなぁ
[3487.315] reu2501: コンデンサーマイクの前で絶対に煙草を吸ってはならない。らしいぞ。
[3489.222] yosuke131259: メモメモ
[3491.373] きつね__: メモ
[3492.730] kou18881: SM7dB
[3500.790] (S)mao_o9: かせんさん使ってるよね？
[3502.849] carefreed: 結局SM7dbに配信者は落ち着くのか
[3519.875] da1320: UCX2いるか？
[3522.390] アズリッド: RME欲しすぎる
[3530.124] dippzy____: TotalMixのマイク入力のDynamicsってところで掛けられなかったら無理や
[3535.991] (S)96san_788: うん
[3536.494] reu2501: マイクだけ
[3537.158] tomtommy624: かっこいいからほしい
[3538.441] あぷあぷえる: うん
[3538.539] kou18881: いらん気がす
[3540.768] アズリッド: Babyfaceもってるなら絶対いらんｗ
[3541.334] yuzupondering: とりあえずね
[3543.442] カノぴー: それはそう
[3545.011] kemononeko: 順番だな
[3545.869] kou18881: そうね
[3546.076] エラーごめん: まずね
[3547.317] RinLinP: そうだね
[3553.702] monta_tv: プリアンプ内蔵されてるんだ7db
[3554.157] (S)sas4m_: 青色申告できないしね
[3557.059] kazard_: コンプなんでいれられないの
[3557.942] kagsyjdhdb: でもかっこいいで
[3561.773] 姫戸: babyfaceはコンプつけれないと思う。firefaceucx2はできるようになると思う。
[3562.851] (S)96san_788: マイクすぐ届くし
[3581.682] hirame55: babyfaceはコンプないよー
[3584.065] fkc_lemond: MOTUは値段もそこそこでデザインも性能もいい
[3593.622] (S)mao_o9: OBSのコンプはなんでダメだったの？
[3593.648] itora___: オーディオ関係はサウンドハウスの方が比較的安く買えるはず
[3597.988] arlingtonnnnn: ざんねん
[3602.639] kou18881: とりあえずマイクか
[3612.849] reu2501: アマゾンは保存状態くそだぞ。
[3617.268] (S)96san_788: やっぱSHUREなんよ
[3619.358] veludo096148: 製品情報見て見たらベイビーフェイスのTotalMixコンプとかリミッターついてないんですね…
[3634.379] わもん: へーすご
[3645.284] kou18881: 変わるもんなんだそんな
[3652.534] carefreed: RME最強
[3654.557] kou18881: 耳悪すぎてわからん
[3660.903] イケザエライダ: こいつじゃないといけないカラダになったか
[3661.569] reu2501: メガネかけてない目と一緒くらい解像度が違う
[3662.987] dippzy____: 高い機材行くと戻れなくなるよな
[3668.611] アズリッド: １０万越えのＩＦはほんとかわる
[3675.143] (S)sas4m_: へー
[3675.825] pasuta0089: 次なに買うか
[3676.100] reu2501: 草
[3679.237] (S)mao_o9: 確かにAG03はコンプあるし使いやすさはあるけどノイズ入るよね
[3679.333] あぷあぷえる: wwwwww
[3683.280] (S)96san_788: そんなにか
[3686.298] kou18881: 格付けチェックやろう
[3690.974] reu2501: えぐいスピーカー
[3693.954] a5bannnn: ボドモンハンのチェアー見たか？
[3696.746] 姫戸: babyfaceは配信者の到達点。それ以上は本当にこだわりないと
[3696.991] アズリッド: 簡単だし
[3698.694] carefreed: AG03ホワイトノイズ入るよな
[3698.726] あとらすです: 多いね
[3699.619] arlingtonnnnn: RME原音に忠実って感じする
[3700.373] エラーごめん: 買わなきゃ…
[3701.553] dippzy____: でもみんな音悪いよ
[3701.998] (S)sas4m_: AG03見た目嫌いや
[3702.125] kou18881: ねこたつagゆーてた
[3704.029] イケザエライダ: 釈迦さんとかも勧めてる動画あったな
[3710.889] pudding229: AG03mk2になってからノイズってどうなったんやろ
[3715.914] リビングデッドの呼び声: こだわりない人大体AG03
[3716.812] ZinM4cky: AIF買えたら聞こえる音のレンジがマジで変わる
[3723.956] da1320: AG03でも内蔵のボードに比べたら全然マシ
[3726.103] しすいさん: 父の日買うか
[3727.522] アズリッド: Babyface以外の高級ＩＦはASIOドライバの知識がいる
[3727.738] a_b_c_d_e_fu: ぶいすぽキーボードでしょ！！
[3728.748] レフトハンド: いいの買って沼に入り始めると深いから
[3728.979] Rou49671: ネックスピーカーの SC-GNW10 結構音も良くて面白いデバイスですよ https://amzn.asia/d/etIXVqF
[3729.487] kachitoma: モニター
[3731.793] (S)96san_788: きた
[3734.905] きつね__: いらないん
[3736.963] carefreed: ５４０ｈｚモニターかおう
[3737.194] (S)sas4m_: Viper V3 Proかっとこう
[3738.895] イケザエライダ: 卓上クリーナーとか便利グッズは？
[3738.936] fkc_lemond: 大体みんなAG03かMOTU M６ だよね
[3748.054] haru_0010: どうせなら使いそうなもの買おう
[3748.655] 柊悠ト: とろろ
[3749.860] (S)96san_788: 3586K
[3753.278] カノぴー: Finalmouse UltralightX
[3754.503] kou18881: padは？
[3754.789] pasuta0089: 有機ELのモニター買おう
[3758.455] dippzy____: ボドはマウスの旅終わったんでしょ？
[3758.721] (S)イナムドゥチ: za13ためしたことある？
[3758.827] 姫戸: Ninjutso Sora V2
[3760.874] str_ao: lamzu atlantis mini最高だぞ
[3761.275] リビングデッドの呼び声: 540hzのzowieのやついこう
[3761.729] a5bannnn: ファイナルマウスまた台パンしよう
[3762.162] イケザエライダ: デバイスか
[3763.036] ruandayo: gwolves
[3766.561] Aug_Leaf: イヤホン？
[3766.808] fkc_lemond: すみーが使ってるマウス買った？
[3777.696] イケザエライダ: コントローラーもいいの使ってるしな
[3782.225] わもん: イヤホンなにつかってるん？
[3795.594] progamer_kk: viper v3 proかなりアツい
[3797.882] sdxse: ゲーム以外ならトラックボールが楽
[3803.935] カノぴー: ほないらないかー
[3810.907] naka248: この前言ってたドリフトがないPADは買った？
[3812.672] (S)96san_788: かっけえ
[3814.368] carefreed: 値段さえ許容できればv3proいいよね
[3815.152] da1320: かっけぇ
[3815.282] アズリッド: DAって形が神よな
[3818.996] pasuta0089: 手がでかい人のエルゴノミクスの頂点って感じ
[3820.449] kou18881: マウス壊したことあります？？
[3824.712] レフトハンド: 俺もDeathadderから離れられん
[3832.052] fkc_lemond: ヴァイパーV3pro使ってみてほしい
[3833.388] (S)96san_788: BenQ ZOWIE XL2586X これ以降
[3833.947] str_ao: どういう形状が好みなん？
[3835.361] リビングデッドの呼び声: lamzuのthorneは？
[3843.272] (S)mao_o9: 予備は必要
[3845.677] akasa_aa: Razerまじでホイールすぐ壊れるのどうにかしてくれ
[3851.578] kachitoma: つかみ持ち？
[3852.447] きつね__: いいね
[3853.898] たおああ: dav3が最強
[3855.019] tguarr: M185CGはどう？
[3856.776] アズリッド: ほんとそう
[3857.305] sleazo1d: ogm pro おすすめです
[3858.678] shoki_40: pulsarどう？
[3859.204] a5bannnn: バイパーv2プロもおすすめ
[3860.347] rv_seiya: @akasa_aa わかります
[3863.507] ダニエル25: 使いやすいマウス教えてください
[3867.514] carefreed: ホイール嫌い
[3870.037] smidgezzz: viper v3 pro気になってる
[3870.202] kou18881: スーパーライトじゃないんだ
[3870.819] (S)venven8: クワガタマウス
[3871.736] レフトハンド: ウチはロジがすぐチャタる・・・
[3871.850] dippzy____: おれLogiの方がホイール壊れるんだけど
[3878.058] (M)tennkoh: !editcom !mouse DeathAdder V3 Pro
[3878.222] (M)Nightbot: @tennkoh -> The command "!mouse" has been updated successfully.
[3885.056] fkc_lemond: ヴァイパーV3PROまじで世界変わる
[3887.059] pasuta0089: dav3チャタらないんじゃなかったっけ？
[3890.168] progamer_kk: viperv3proめっちゃコーティング良い
[3901.477] アズリッド: ほぉ
[3904.722] kachitoma: らしいな
[3908.899] (S)96san_788: 覇権か
[3909.024] rv_seiya: 欲しいなぁ
[3909.622] アズリッド: ほしい
[3913.942] kou18881: 光学式か
[3914.120] carefreed: マウスに３万出せるなら
[3916.179] エラーごめん: ほええ
[3918.848] kachitoma: 次の覇権と噂の
[3919.531] リビングデッドの呼び声: v3proまじでいいよ
[3922.055] str_ao: 性能面は最強だろうな
[3923.521] (S)sas4m_: これより軽いマウス使ったことなければこれでいいと思う
[3925.070] aoi_brz: サイドボタン3つないときつい
[3930.750] _びすけっと_: 合わないと思う
[3933.316] レフトハンド: そのへんは感覚やしなぁ
[3933.814] str_ao: ボド何持ち？
[3934.463] rv_seiya: @aoi_brz ｗ
[3935.726] わもん: みっつｗ
[3936.735] (S)96san_788: ｗｗ
[3937.870] da1320: ２つでよくないか？
[3939.928] kou18881: 持ち方つかみ？？
[3940.464] kachitoma: MMO勢？
[3941.138] carefreed: MMO勢かな？
[3941.704] アズリッド: Ｇｐｒｏいけるならいけそう
[3941.857] (S)ぎあちゃん: エルゴ形状では無いからね
[3941.996] pasuta0089: エルゴノミクスになれるときついらしい
[3946.276] akasa_aa: 今中華マウスアツいらしいぞ
[3951.161] fkc_lemond: じゃあなしかも
[3951.830] shoki_40: 8000HZ
[3953.070] naka248: EloShapesってサイトでマウスの形状比較できるよ
[3954.753] あとらすです: 合わなそう
[3955.103] kachitoma: かぶせなんだ
[3956.691] str_ao: lamzu thornいいじゃん
[3958.010] リビングデッドの呼び声: ならデスアダーでいいかも
[3958.050] dippzy____: G600なら全20ボタンやぞ
[3958.811] yusei0304: LAMZU
[3962.271] アズリッド: 非対称のほうがいいの？
[3964.436] aoi_brz: v3手小さい人ダメらしいよ
[3965.628] yusei0304: LAMZU Thorn
[3968.997] str_ao: ソーン
[3970.959] (S)96san_788: ラムズイいね
[3971.759] pasuta0089: ラムズソーン
[3972.075] ryooooobb: すーちゃんと同じのアトランティスミニは？
[3973.183] わもん: それはいいね
[3976.958] fkc_lemond: ソーン
[3977.465] あとらすです: ソーン
[3978.748] リビングデッドの呼び声: thornいいよ
[3979.596] carefreed: LAMZU個体差あるからなぁ
[3983.400] とっしーです_: 手が小さい人はマジでNp-01Sいいよ
[3985.022] str_ao: フナティックとコラボしてたやつ
