[33.508] (S)クヲーター: わこつ
[3719.406] すかあと: ないす
[3719.756] (S)アキレゐト: コメだせコメだせ
[3720.635] (S)nagaharu_0724: コアがこあしまくり？
[3720.781] sammy_0214: ないす
[3720.882] akiyama_0313: 笑えや演出です
[3721.293] gottsuan4646: radaokunNice
[3722.340] ゐぬぬ: コアが壊れる！！！！！！！
[3722.375] ailen0831: ないす
[3722.415] アカール: いけええ
[3722.564] kinusaya38: ないす！
[3723.114] AstRisk2071: 矢があるは矢ーとか寒
[3723.307] (S)アルセレニア: さっきから寒気が…
[3723.334] (S)kameatu: さすぱん
[3723.373] kokosumo: ないす
[3723.573] (S)onsen_pengin: radaokunNice
[3724.270] kawausoooo: ないす
[3724.742] だしうどん: コアがこあしまくり！？
[3724.958] (S)ゆげまる: 狙ってんのかはっきりしろ
[3725.458] ailen0831: いけ
[3725.544] (S)parumu6508: やきさんないす
[3725.708] _々: 今日寒いね
[3727.956] redoo_iro: 溜めてけ
[3728.042] (S)shiitake0130: 焼きパンうめぇな
[3729.280] ニバリス: レベルめっちゃ上がってんな
[3730.081] ryokuhasan: 壊す気ない？
[3730.295] muhyouzyounosyousan_o18: ないす
[3730.905] yoroyoromaru: 即死ですか？
[3731.596] (S)しおめるぅ: さむ
[3731.778] tyanoko: 大人の無駄遣い
[3732.548] ankomochi011: 転送玉ってなんてすか
[3733.249] nanasi0917: 寒気が
[3734.349] (S)0itimaru: コメ出したら強くなるよ
[3735.726] ugetsu_moon_rain: はよしろ
[3736.348] (S)神崎立夏: ナウい？
[3736.725] (S)びあちゃん: それ大事よ
[3737.851] (S)yasino1504: 焼きパンうま
[3739.683] (S)ﾈｺｻﾝ: 無駄にすんなよ
[3743.425] 7むし: ナウい
[3744.137] (S)南部考三郎: 死語
[3744.427] tekisyutusyuzyutu: radaokunHatena
[3745.886] kounaaa: わこらだ
[3747.310] (S)ほたころ: 今回そこそこいいバランスだね
[3747.385] なななの: 死語だぞ
[3749.015] ugetsu_moon_rain: いいからコアやれ
[3749.617] ｫﾜ: ？
[3750.595] やまちゃん丸: ピッケル
[3750.630] akiyama_0313: ナウいってなに？
[3751.373] meisinn09: ？
[3752.668] (S)ハーブティー信者: ^12^
[3752.758] AoironoMalco: 旧館
[3753.764] kounaaa: !uptime
[3753.865] りらん1110: ？？
[3753.981] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 2 minutes 41 seconds 経過しています。
[3754.268] しゅーじろー: くそAIM
[3755.492] ヽ丶: ？
[3757.095] ema_nana: すごい！
[3757.097] yunoseri: ？？
[3757.716] あかぶち眼鏡: かてるな
[3757.798] olumu0426: ？
[3758.051] kokosumo: 戦犯玉も入荷しとけよ
[3758.369] ryokuhasan: 行けるぞ
[3758.702] yoroyoromaru: えぐ
[3760.104] (S)ossushisama: ？？
[3760.133] あじさ: ピッケル中に入れたらだめじゃね
[3760.372] amano_008: ツルハシ手に持っとけ
[3761.042] (S)maru0330: わこらだ
[3761.391] nulyui: りんち
[3761.623] peginnu: すごい
[3762.074] (S)akuji_king: ？
[3762.135] ブランク0721: 勝ったな
[3762.906] わっふる09: 勝てる
[3763.129] tekisyutusyuzyutu: radaokunHatena
[3763.628] (S)しぐぅ: radaokunHatena
[3764.147] RogueTatara: 参加者が強い
[3764.441] (S)itoido: ？？
[3764.656] yuzu_67: ？
[3765.492] kamabbo: つっこめー！
[3765.570] (S)そまる: ？？？
[3765.660] (S)さゃ: 形勢逆転
[3765.691] bunchaan: いけるぞ
[3766.139] (S)アキレゐト: 戦犯
[3766.567] maru_aoi: おー！
[3766.791] AoironoMalco: ？？？
[3766.951] (S)kero_ppi1: お？
[3766.980] (S)ameougi: ないす
[3767.004] (S)owatativv: うっま
[3767.018] 7むし: すご
[3767.173] yunoseri: すごい！
[3767.355] nyoiiinsan: いけー
[3767.413] (S)shiitake0130: ？
[3767.471] (S)神崎立夏: おいよさんがんばえー
[3767.490] kaname17ksb: ダイヤ剣使わんの？
[3767.532] satoshisato: はい
[3767.880] でっく: おおおお
[3768.278] チョコに溺れろ: ？？？？ん
[3768.302] mikan_san: ガチで最デスあるな
[3768.444] _まぐ_: お
[3768.527] (S)くらげなまこ: ？？？？
[3768.563] 86m4ki: 反逆開始
[3768.616] ねここ716: 集団リンチや
[3769.061] isese_AB173: ダイヤ剣は
[3769.270] (S)千隼: radaokunHatena
[3769.331] (S)urotti: 転送玉使えよ
[3769.455] (S)shiitake0130: ？？？
[3769.503] おさしみくん: ？？？
[3769.536] (S)46_kulo: おー！
[3769.727] (S)ずきゅきゅんた: つよい
[3770.160] sans_ka: radaokunNice
[3770.922] (S)peace3511: おおお
[3770.985] meisinn09: いけるぞ
[3771.195] ねここ716: いけるいける
[3771.399] peginnu: いけー
[3771.450] (S)onsen_pengin: いけるぞ！
[3771.492] (S)あめたあめ: おお
[3772.017] (S)akuji_king: いけそう
[3772.597] ニバリス: 石剣で殴ってんじゃん
[3773.018] kokosumo: おーけー(死)
[3773.239] ailen0831: はい
[3774.461] (S)kazu10041: おお
[3775.166] ema_nana: いけー！
[3776.020] おさしみくん: おおお
[3776.265] _々: つよい
[3776.293] (S)茶芝木: ここまでで活躍いまだなし
[3776.935] 紗優: おお
[3777.475] るこるる: おお
[3777.647] redoo_iro: ダイヤ剣つかってけ
[3777.866] (S)siki49: ひろしつっよ
[3778.045] olumu0426: お前何もしてないけどな
[3778.106] kuromandsora: ダイヤ剣つかわないの？
[3778.174] gottsuan4646: おおおお
[3778.529] kamabbo: うおおおおお
[3778.727] 我はエンチャントの精: *ﾟДﾟ)*ﾟдﾟ)(*ﾟДﾟ)ｵｫｫ...
[3778.761] (S)そまる: ないすー
[3779.126] (S)yuimo_1823: おお
[3780.005] (S)甘夏0930: つよい
[3780.283] (S)くらげなまこ: ないす
[3780.923] ねここ716: いけいけごーごー
[3781.093] 86m4ki: おまえやん
[3781.295] h1sui_second: ナイス
[3781.946] (S)くうた_: リスナーが有能
[3782.025] ailen0831: うおおお
[3782.250] yoroyoromaru: そのためのダイヤ剣
[3782.770] kokosumo: しゅぐるさんさすが
[3783.610] yuma_na1129: うおおお！
[3783.920] ryokuhasan: それお前
[3784.144] kinusaya38: つよいー
[3784.207] yuma1525: 逃げて青鬼
[3784.216] afuto_miivo: いけいけー
[3784.471] (S)shiitake0130: 見せ場無し
[3784.682] tousatsu: 撮れ高取りに行け！
[3785.137] AoironoMalco: 草
[3786.084] (S)くらげなまこ: 味方つおい
[3786.216] bezella: いけえ
[3786.501] naruse_oo: ナイス
[3786.545] チャ6: おおお
[3786.966] (S)いのりさん: いけー
[3787.029] (S)azucha_z: 言い過ぎ
[3787.705] yottuka: つっよ
[3790.415] AstRisk2071: 現実見ろ...
[3790.456] (S)ねおちくん: おいよさん生きて
[3790.632] nxstshuruku02: 形成逆転!
[3790.651] (S)あめたあめ: いけー
[3790.912] ホサキ: ひろし覚醒！
[3791.161] 7むし: いけー
[3791.627] ほしどろ: リスナー有能
[3791.920] _々: すげぇぇぇぇ
[3792.168] (S)satela_A: お前やん
[3792.835] しゅーじろー: 有能リスナー勢
[3793.261] meisinn09: 戦犯か？
[3793.582] (S)yamaten14: 立場逆転じゃん
[3793.806] Shia_9: おまいう
[3795.358] (S)itoido: いけー
[3796.847] mikan_san: 相手が弱体化したと同時に強気になるの草
[3797.816] (S)そまる: いけええええ
[3797.832] kanikani_kamakama: 攻めろおおお！
[3798.349] (S)urotti: お前の後頭部やん
[3798.402] (S)あめたあめ: 言い過ぎ
[3798.588] ねここ716: しにまくってるやつが言うな
[3799.068] (S)emmma___: 探し出せ！
[3799.451] ｫﾜ: お
[3800.212] peginnu: 有能リスナー
[3800.882] (S)おねこもち: いけー
[3801.125] eguma_1610: おまいう
[3801.136] 4waiyo: 周り強すぎて狩り尽くされそう
[3801.854] _々: さすリス
[3801.950] (S)まっしろです: F5してみな
[3801.993] tikuwa130p: お前やん
[3802.025] yoroyoromaru: がんばえ
[3803.332] あじさ: お
[3804.312] (S)kazu10041: さがせ！
[3804.644] ugetsu_moon_rain: 配信見てないんでしょ？w
[3806.435] ryo_ngz: 撮れ高チャンス
[3806.462] awakuri: 忖度ですか？
[3806.493] 7むし: がんばれ
[3806.624] sk_ynz: つよ
[3806.981] kawausoooo: かわいそ
[3807.033] 雪狐0143: いけー
[3807.979] tyanoko: だが、断る
[3808.080] daigokuyakukai: それいしけん
[3808.094] _まぐ_: 撮れ高ないぞ
[3808.208] みえのえ: 急に鬼に出会えないらっでぃ…
[3808.608] (S)神崎立夏: ゼロキル最デス賞
[3808.721] redoo_iro: ホラゲーとかした
[3809.407] shika_yama_: せめてカメラの役は果たして
[3809.444] (S)mia_1640: まわり強いな
[3810.861] (S)kero_ppi1: これは戦犯
[3810.933] ぷちちゃん: 残さんでいいよ()
[3811.516] nanasi0917: リスナー有能すぎ
[3811.792] (S)mido_0510: 旧館地下や
[3811.965] ryokuhasan: らっだぁも頭だけ青鬼ついてるじゃん
[3812.328] naetoru: 配信見てないよ
[3812.549] おさしみくん: いけー
[3813.451] ミツキ0204: お前も青鬼の頭被ってるのでは？
[3813.682] (S)おねこもち: 忖度
[3814.745] ねここ716: ヤラセ
[3814.803] berukuuu: らっでぃは戦犯賞だよ？
[3817.614] kinusaya38: リスナーつっよ
[3820.361] あじさ: 無能？
[3822.942] brown_0822: w
[3823.942] 紗優: ｗｗ
[3825.610] kawausoooo: らっだぁ活躍してる？
[3826.240] (S)さゃ: ナイス！
[3826.564] amano_008: 草
[3826.571] (S)azucha_z: 草
[3826.766] peginnu: www
[3826.807] yoroyoromaru: www
[3827.330] (S)minoto_0312: ww
[3827.349] AstRisk2071: 戦犯賞とるなこれ
[3827.459] mazirou: おお
[3827.601] meisinn09: ちっ
[3827.709] nyoiiinsan: wwwww
[3828.542] gottsuan4646: やじゃるん
[3828.553] kinoto_2808: www
[3828.820] ema_nana: おめ
[3829.262] moro0326: うおおおおお
[3829.296] にうま: ないす
[3829.601] (S)rm__chan: ないすー
[3829.615] cha_hhan: 草
[3829.672] (S)神崎立夏: チッ
[3829.781] (S)るーと猫: www
[3829.962] aoi_ss: ないす
[3830.648] h1sui_second: wwww
[3830.667] mamesiba2212: びっくりした！
[3830.698] (S)kero_ppi1: ｗｗｗ
[3830.728] 86m4ki: ないすぃ
[3831.099] でっく: おおおおおお
[3831.155] (S)うめめめめめ: 草
[3831.377] (S)夏肆句: ないす
[3831.399] olumu0426: wwww
[3831.458] ugetsu_moon_rain: おめ
[3831.476] (S)sinann365: ｗｗ
[3831.522] awakuri: 草
[3831.587] (S)yumi215921: ｗｗ
[3831.653] mikan_san: うおおおおお
[3832.116] noa_hakobune: ないす
[3832.182] (S)黒板たかし: ナイス
[3832.191] riku0572: リスナー有能すぎ
[3832.331] (S)ほたころ: おめ
[3832.340] maru_aoi: おめでとー！
[3832.819] (S)びあちゃん: おおおおおおお
[3832.973] あかぶち眼鏡: やじゃるん
[3833.359] (S)ameougi: やじゃるん
[3833.737] SeBurosu_: ないすーーーーーー
[3833.765] ｫﾜ: やじゃるん
[3833.778] (S)edyuwar66: ないすー
[3834.136] cha_hhan: wwwww
[3834.226] 4waiyo: ないすー
[3834.378] (S)コウノ: ないす
[3834.535] tyanoko: やじゃるん
[3834.601] ema_nana: やじゃるん
[3834.780] _々: www
[3834.782] みえのえ: 8888888
[3834.991] (S)akuji_king: 草
[3835.216] nau__nau: おめ
[3835.313] yunoseri: ないすw
[3835.325] mojibake_2525: ちっ
[3835.473] (S)アクシス: wow
[3835.594] 泡目: あっぶな
[3835.651] わっふる09: おめ
[3835.737] ryo_ngz: おおおあ
[3835.740] kono_5no: がんばれらっでぃ
[3835.750] (S)sasegu: 300ww
[3835.830] nanasi0917: もしかして無能？
[3835.983] nyoiiinsan: ないす
[3836.081] sans_ka: radaokunNice
[3836.088] (S)kazu10041: 草
[3836.123] (S)アンリ_こしあん: いるんかーい
[3836.217] kamabbo: ないすぅ
[3836.262] ryokuhasan: らっだぁも頭だけ青鬼ついてない？
[3836.384] modestender: ないす
[3836.701] yumatya: ないす
[3837.114] (S)そまる: ないす
[3837.335] (S)甘夏0930: やじゃるん
[3837.449] (S)umask_2664: やじゃるん
[3837.591] yoroyoromaru: ないすー
[3837.607] meisinn09: やるじゃん
[3837.818] (S)ゆげまる: 草
[3837.913] とらい_27: やじゃるん
[3837.934] (S)minoto_0312: やじゃるん
[3838.199] (S)arneb257: やじゃるん
[3838.230] mahiro25252: おおお
[3838.282] SeBurosu_: やるじゃんー
[3838.316] (S)parumu6508: radaokunNice
[3838.331] irohaoji: やじゃるん
[3838.360] (S)ﾈｺｻﾝ: wwz
[3838.607] naruse_oo: やじゃるん
[3838.810] (S)ぜろくいち: やじゃるん
[3838.859] (S)くうた_: 不正
[3839.165] saisai_tmc: ないす
[3839.236] coconuts_803: ないす
[3839.668] (S)satela_A: ないす
[3839.759] わっふる09: やじゃるん
[3839.862] (S)foxy1003: ないす
[3839.864] 紫水七瀬: ないす
[3839.932] Alpha_5665: ないす
[3840.561] ozibumaru: やじゃるん
[3840.843] asasino0821: 888
[3841.055] peginnu: やっといちキルできたね
[3841.065] (S)yuimo_1823: おお
[3841.079] (S)yumi_0715: ないす
[3841.147] (S)アキレゐト: 歪
[3841.193] kokosumo: wwwww
[3841.402] (S)akuji_king: ないすぅ
[3841.414] reikarurin: やじゃるん
[3841.438] (S)emmma___: おおま
[3841.448] (S)うめめめめめ: やじゃるん
[3841.452] (S)ひよこまんじゅう: やじゃるん
[3841.481] (S)くらげなまこ: 草草の草
[3841.584] (S)sora0711610: やじゃるん
[3841.601] (S)こかげ_: ないすぅ
[3841.830] (S)いのりさん: やじゃるん
[3842.394] cha_hhan: やじゃるん
[3842.528] (S)あめたあめ: ないす
[3842.604] (S)moriteka1290: radaokunNice
[3842.608] アカール: ないす
[3842.625] kotaru515: やじゃん
[3842.659] (S)itoido: やじゃるん
[3842.674] ポン酢さん: おお
[3843.062] bunchaan: やじゃるん
[3843.133] (S)urotti: やじゃるん
[3843.168] (S)peace3511: やじゃるん
[3843.267] redoo_iro: ないす
[3843.284] tousatsu: やじゃるん
[3843.345] ~MISSING_COMMENTER_INFO~: やじゃるん
[3843.415] egmtawjpd: ないす
[3843.503] AoironoMalco: ないす
[3843.553] _くの_: やるやん
[3843.579] らみら: やじゃるん
[3843.681] (S)なの__: ないす
[3843.905] ニバリス: やじゃるん
[3843.926] すかあと: ないす
[3844.125] hakka_pear: ないす
[3844.178] (S)46_kulo: radaokunNice
[3844.392] Clrula: ほんとにいたw
[3844.408] macaron_pm: やじゃるん
[3844.615] yuzu_67: やじゃるん
[3844.802] おさしみくん: やじゃるん
[3845.049] ぷちちゃん: やじゃるん
[3845.068] (S)こしつぶ: radaokunNice
[3845.277] sora_yr: ないす
[3845.307] nanasi0917: やるじゃん
[3845.318] (S)Aaako1299: radaokunNice
[3845.690] kokosumo: ないす
[3845.897] (S)ossushisama: やじゃるん
[3845.942] (S)0itimaru: radaokunNice
[3846.125] もちもか: やるやん
[3846.152] yuma_na1129: やじゃるん
[3846.329] (S)ひいも: やじゃるん
[3846.354] 7むし: やるじゃん
[3846.387] nxstshuruku02: 不正は、よくない
[3846.427] (S)siki49: やるやん
[3846.595] ねここ716: おめでと
[3846.616] _々: やじゃるん
[3846.835] AoironoMalco: やじゃるん
[3846.861] (S)ひよこまんじゅう: さすらだ
[3846.973] (S)トーワ: radaokunNice
[3847.029] 雪狐0143: ないす
[3847.044] wagasa06: inaiyo
[3847.077] (S)shiitake0130: やじゃるん
[3847.286] 紅葉39: やじゃるん
[3847.364] (S)zane417: やじゃるん
[3847.556] (S)千隼: やじゃるん
[3847.744] satoshisato: ないす
[3847.781] ukiuikidog: やるね！？
[3847.980] なななの: 手加減してくれたんやぞ
[3848.057] (S)てと0903: ないす
[3848.617] だしうどん: ないすぅ
[3848.702] yottuka: 配信見てますか？
[3849.305] 紫水七瀬: いてくれたんだよ
[3849.333] peginnu: やじゃるん
[3849.440] kounaaa: ないすーーー
[3849.509] kinusaya38: やじゃるん
[3849.525] tikuwa130p: やじゃるん
[3849.561] ituki0916: おぉぉ
[3849.931] ハヤヒデ: ほんとにいて草
[3850.153] 白い骨: やじゃるん
[3850.183] (S)ねおちくん: やじゃるん
[3850.193] (S)onsen_pengin: radaokunNice
[3850.268] mazirou: コナン？
[3850.369] _まぐ_: よかったね〜
[3850.373] (S)しぐぅ: お前がビビるんかい
[3850.606] (S)lein2: やじゃるん
[3850.628] (S)くらげなまこ: やじゃるん
[3850.680] noa_hakobune: やじゃるん
[3850.824] menrui0006: やじゃるん
[3850.859] るこるる: やるじゃん
[3851.025] mamesiba2212: やじゃるん
[3851.165] gany_24: これは神
[3851.264] (S)ﾈｺｻﾝ: 自分が一番ビビってて草
[3851.286] ailen0831: ないす
[3851.383] gaiantufan: やじゃるん
[3851.506] (S)そまる: やじゃるん
[3851.601] kotobuki_twich: やじゃるん
[3851.791] kuruton0: やじゃるん
[3852.011] (S)ひびびびび: やじゃるん
[3852.056] (S)kurumineko963: radaokunNice
[3852.107] yoroyoromaru: あと7だぞ
[3852.375] afuto_miivo: ナイス
[3853.421] (S)hyreina_1207: やるじゃん
[3853.823] redoo_iro: なんでいるんだよ
[3853.894] りらん1110: やじゃるん
[3854.084] (S)unayanagi: radaokunNice
[3855.069] tekisyutusyuzyutu: 不正ですか？
[3855.235] yumatya: やじゃるん
[3855.912] ailen0831: やるじゃん
[3856.207] (S)yupe2525: ないす
[3856.967] hgk_king: やじゃるん
[3857.042] ryo_ngz: 股引き
[3857.885] yuzu_67: ももひき
[3857.973] あじさ: やじゃるん
[3858.077] ryokuhasan: 不正
[3859.442] (S)shiitake0130: 手加減したんだよ
[3859.692] ねここ716: さすらだ
[3859.912] sk_ynz: やるじゃん
[3860.143] AstRisk2071: やるやん
[3862.350] ぷちちゃん: 股引
[3862.754] (S)あおなみん: ももひき
[3863.114] (S)kero_ppi1: そこはいないところじゃん？？
[3863.774] kokosumo: この試合初めての活躍
[3864.938] (S)千隼: 股引き
[3864.986] (S)アキレゐト: 放送見んなよ
[3865.822] mamesiba2212: ないすぅー
[3865.891] kgotkgot: 歪
[3866.061] kawausoooo: おお
[3866.114] kono_5no: ないす
[3867.266] AstRisk2071: 歪
[3868.428] おさしみくん: さすらだ
[3870.269] darisu_k: 股引の意思を継ぐ男
[3870.525] りらん1110: ももひき
[3870.801] ほしどろ: やじゃるん
[3871.754] (S)こしつぶ: ももひきに縁があるね
[3872.032] (S)senpuuki8: わこわだ
[3872.553] nanasi0917: ナイス
[3872.632] peginnu: ないす
[3872.694] ailen0831: ノリ○
[3872.835] (S)神崎立夏: もしかしてセーラー服？
[3873.943] spring_sea0402: やるやん
[3874.695] yunoseri: ももひき
[3875.343] (S)yupe2525: あとすこし！
[3875.865] gaiantufan: エイムクソだったな
[3876.266] (S)茶芝木: この状態で青鬼勝ち目あるん？
[3877.685] (S)そまる: ないす
[3877.926] (S)クノガミ: radaokunHeaven_RA
[3879.191] meisinn09: もうすこし
[3879.406] (S)ゆげまる: いけいけー
[3881.786] (S)shiitake0130: お前はやってない
[3885.056] nanasi0917: やっと一キル
[3885.199] こたつ__: !uptime
[3885.452] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 4 minutes 53 seconds 経過しています。
[3885.636] 7むし: 真っ青じゃん
[3887.418] redoo_iro: ミカじゃん
[3888.604] (S)そまる: がんばえー
[3888.825] ぷき: 今北ー
[3890.061] matu_1202: いまきた、全然わからねぇ
[3891.871] mamesiba2212: らだみ！？がんばれ、！
[3892.104] ukiuikidog: 残り秒数あるの？
[3892.565] ニバリス: ダイヤ剣使ってけ
[3893.652] (S)yupe2525: がんばえ！
[3893.794] (S)hi_to_0127: タイム表示されなくなった？
[3894.253] しゅーじろー: リスナー不信ですか?
[3898.883] spring_sea0402: 股引軍団？
[3906.252] 401332: 消そう
[3906.292] berukuuu: 戦犯賞になって
[3907.770] meru_1jp: 股引
[3908.360] (S)ﾈｺｻﾝ: かくれんぼだね
[3909.034] kokosumo: こめだせこめだせ
[3909.629] (S)さゃ: 消すのは良くない
[3910.317] (S)aso_beat: 隠れるの難しそう
[3916.061] 夜露凪: ダイヤ剣使わんの？
[3916.687] (S)神崎立夏: クローズ……
[3917.593] tekisyutusyuzyutu: 残り時間
[3917.951] redoo_iro: さすおい
[3919.767] meisinn09: お
[3919.771] (S)そまる: それな
[3919.777] (S)解無: それはだめ
[3920.243] (S)甘夏0930: こめだして
[3920.483] AoironoMalco: 青逃げかな？
[3922.264] gottsuan4646: タイム表示はアドミンのときだけ見えますよ
[3922.435] nxstshuruku02: ちょっとどころじゃない
[3923.180] ema_nana: 隅々まで探してけ
[3924.113] (S)びあちゃん: 見てる側は気にならないけど
[3924.851] (S)hitsugi14: きついなぁ
[3924.897] (S)アキレゐト: 消すのはダメ
[3925.046] mikan_san: 音だけ消した方がいいんじゃない？
[3925.945] peginnu: コメだせ
[3927.969] ナインズ: やばいな神ゲーだな…
[3929.378] (S)アクシス: 青鬼不利じゃない？
[3929.979] yoroyoromaru: あと2
[3932.078] tekisyutusyuzyutu: ドアじたいけす？
[3934.419] (S)茶芝木: ドアで引っかかるしな
[3936.787] naruse_oo: コメいつまで消すの
[3937.809] kamabbo: ドラマーいるね
[3937.839] わっふる09: 音だけ消せないの？
[3938.581] (S)emmma___: ないす
[3939.060] (S)五芒: デバッグやっててもめちゃうるさかった
[3940.774] (S)が_じゅ: たしかにドアなしのが軽いしいいかも
[3941.424] ryokuhasan: ヤバい
[3942.159] (S)解無: PVPやった事無い人ですか
[3942.856] おさしみくん: 後2人
[3943.730] (S)senpuuki8: ないすう
[3944.039] 4waiyo: 時間が
[3945.491] るはら: わこらだ
[3946.188] ryokuhasan: 他力本願寺開設
[3946.670] redoo_iro: がちゃがちゃがちゃがちゃがちゃがちゃ
[3946.864] kokosumo: うるさいね
[3947.573] meisinn09: 時間が
[3949.758] yoroyoromaru: 時間やばいよ
[3952.072] kawausoooo: がんばれ
[3954.798] (S)びあちゃん: 勝っちゃう
[3954.832] (S)edyuwar66: 時間来る
[3956.201] (S)kazu10041: 時間切れになりそう
[3956.248] berukuuu: らっでぃよりうるさいことあるんだw
[3958.566] (S)emmma___: 時間が
[3958.885] (S)そまる: 時間がー
[3958.991] peginnu: 時間やばい
[3959.993] kokosumo: やばいやばい
[3960.172] (S)aso_beat: 時間気になる
[3960.572] (S)神崎立夏: ゴキブリ扱いwwwwww
[3960.852] (S)mido_0510: 旧館は？
[3961.090] ねここ716: がんばれ！ー！
[3962.262] agrqua: ドアうるさいね
[3963.438] (S)あめはな: ドキドキ
[3963.462] ryokuhasan: TP使おうぜ
[3963.728] ｫﾜ: 他力本願寺するな
[3964.341] tyanoko: がんばえー！
[3965.031] (S)itoido: 時間がー
[3965.783] 7むし: やばいな
[3967.078] naruse_oo: やばやば
[3967.149] ~MISSING_COMMENTER_INFO~: 時間が
[3967.398] (S)さゃ: 別館じゃない
[3968.531] ugetsu_moon_rain: おいよさん生きてる？
[3968.773] AoironoMalco: 旧館ゴール
[3969.885] (S)akuji_king: やばそう
[3970.073] わっふる09: 時間が
[3970.132] _々: がんばえええ
[3970.623] (S)teritama5: Gかな？
[3971.785] (S)ねおちくん: 残り時間気になる
[3971.914] bezella: やばやばだよ
[3972.249] (S)satela_A: きゅうかんいこ
[3972.652] (S)shiitake0130: 宝の持ち腐れ
[3973.491] (S)siki49: 意外とハードだね
[3975.797] hgk_king: 入口
[3977.473] _まぐ_: 繁殖力強いからな
[3977.642] あじさ: 時間やばそう
[3979.016] (S)hitsugi14: がんばれーーーおにーー
[3980.545] ibuki1121: これがひろしの逆襲...
[3982.027] ukiuikidog: いい勝負
[3983.138] tyanoko: そろそろじゃない？
[3983.265] (S)はいどろ: ドアの音のテクスチャ消せば？
[3984.279] soramamemugi: これ豆鬼？
[3987.319] (S)ねおちくん: 旧館6階！
[3989.884] (S)mido_0510: 旧館やろ
[3990.651] potemashusyu: これが青隠逆襲バージョンか
[3991.282] (S)ﾈｺｻﾝ: 時間気になる
[3993.618] naruse_oo: もう時間？
[3994.455] (S)ぺーきち: 血眼で探せぇ！
[3996.592] アカール: 旧館の普段鍵とりにいくところは？
[3997.679] (S)parumu6508: であえであえ！
[3997.837] ugetsu_moon_rain: 名付けるかぁ
[3999.902] spring_sea0402: 人ってよべ
[4002.754] ryokuhasan: 光らせるか
[4003.705] takayuki_0625: 旧館だろ
[4004.138] hgk_king: どこもかしこも穴場じゃねえか
[4005.423] (S)monster25j: ひろしの逆襲
[4006.026] (S)シヤクナ4897: らっだぁ牢屋は？
[4007.429] (S)神崎立夏: しらみつぶし
[4008.976] meisinn09: 休館だろ
[4009.201] bunchaan: 転送玉ってなに
[4010.278] (S)ひびびびび: はまーいるやん
[4011.351] yoroyoromaru: 有能
[4012.728] meisinn09: お
[4013.643] kokosumo: 出会い厨になれるか
[4013.777] nyoiiinsan: ないす
[4014.247] (S)甘夏0930: やばい
[4017.202] kokosumo: ないす
[4019.272] らららあぁぁ: チャットありなの？
[4020.189] (S)そまる: お
[4020.355] 紗優: お
[4020.744] ukiuikidog: チャットあり？
[4021.411] ねここ716: ないす
[4021.461] (S)びあちゃん: みぴょんさん！
[4022.265] ~MISSING_COMMENTER_INFO~: ないす
[4022.819] みえのえ: ないす～
[4023.259] gottsuan4646: ナイスゥ
[4023.537] ryokuhasan: らっだぁが倒してもいいんだよ
[4024.304] _々: お
[4024.821] tikuwa130p: 時間わかるアイテムとかなぃの？
[4025.626] (S)シヤクナ4897: お？！
[4026.851] (S)akuji_king: ないすぅ
[4027.010] yunoseri: ないす
[4027.591] (S)いのりさん: お
[4027.875] (S)ひよこまんじゅう: ないすー
[4028.791] (S)monster25j: チャットええんか
[4028.797] (S)甘夏0930: ないす
[4028.817] plpl_plin: ないす
[4029.136] ugetsu_moon_rain: タイム来い
[4029.310] ねここ716: ないすないす
[4029.424] (S)hyreina_1207: お
[4029.948] tekisyutusyuzyutu: チャットあり？
[4030.081] (S)yasino1504: かくれんぼやん
[4030.539] nanasi0917: ナイス
[4030.640] (S)yumi_0715: お
[4030.752] alaky_ushira25: おお
[4030.838] kokosumo: がんばってー
[4031.075] AoironoMalco: ないす
[4031.275] (S)salt_w12: radaokunNice
[4031.314] _くの_: さすぴょん
[4031.597] (S)0itimaru: ないすー
[4031.720] おさしみくん: ないすぅ！
[4033.719] (S)まゆこ: らっだぁが倒そう
[4033.969] (S)ぺーきち: 隠れんぼですか？
[4034.346] kamabbo: どきどきするな
[4034.509] (S)が_じゅ: こうなると増え鬼の気配とかあってもいいかもなー
[4034.681] mikan_san: 探せー！
[4039.193] naruse_oo: 転送玉つかってけ
[4041.180] なっち: 本館探せば？
[4041.281] Clrula: チャットはありやら
[4042.922] (S)千隼: さがせー！！
[4043.394] (S)hyreina_1207: ないすぅー
[4045.848] (S)yasino1504: おおお
[4046.188] (S)aichaaaa__: ないす
[4046.272] ema_nana: いなーい
[4048.039] (S)lilac1104: radaokunNice
[4048.752] りらん1110: 転送玉つかってけ
[4049.157] ukiuikidog: 気配は？
[4049.601] mazirou: uuum
[4050.564] sk_ynz: ないすぅ
[4050.740] redoo_iro: がんばえー
[4051.465] るこるる: アイテム使わんの？
[4051.552] kawausoooo: いけー
[4051.659] ほしどろ: リスナー有能
[4051.702] AoironoMalco: これ狼辛くて草
[4052.821] meisinn09: おおおおおお
[4053.077] ぷき: 全然変わってて困惑
[4053.335] nyoiiinsan: おおおー
[4053.408] naetoru: ｇｇ
[4053.644] (S)くいんと: 序盤軽くて動けてたけど、青鬼ベール消えたら重くなった…
[4053.902] 401332: gg
[4054.044] tyanoko: ないすー
[4054.375] (S)びあちゃん: ないてる；；
