[12.561] momiji4431: おかえり
[5250.748] shochann: wwwwwww
[5250.875] ポンポン: きったな
[5251.066] mokeke_kemono: じゃあ優しいわ
[5251.075] 凹しろへび: ｗｗｗｗｗｗｗ
[5251.099] aisu6969: w
[5251.147] samuraichampoo: ｗｗｗｗｗ
[5251.269] Maxxyy_m: ｗｗｗ
[5251.550] (S)yukke85: いや汚いｗｗｗｗ
[5251.551] akasanz3x: きたねえｗ
[5251.749] (S)gorogorogorn: バケモノじゃんｗ
[5252.000] teruharu_: 妖怪w
[5252.136] umesecond: ｗｗｗｗｗ
[5252.466] n242f45aa: 鼻くそw
[5252.691] ぐぐっす: オワってるｗｗｗｗ
[5252.998] weeep1: 最悪すぎる
[5253.076] orange88: 言うたるなやｗｗｗ
[5253.623] ゴン攻め: ひえええええ
[5253.877] (S)食用ばるさみこす: きったねぇなw
[5254.537] 破天荒田中: ﾊﾟｯﾊﾟｯ
[5254.665] poposuke: ｗｗｗ
[5255.196] aisu6969: 妖怪かよw
[5255.544] kuniyoshi8: 自由過ぎるだろｗｗｗｗｗｗ
[5255.630] machakyuro: ガチかｗｗｗ
[5255.928] balthazar000: そりゃ出禁になる
[5256.011] しずさん: 人の家はやばいｗｗｗｗｗｗ
[5257.450] metalmomonja: いや～…
[5257.450] inago211: ゆるせーーーんｗ
[5257.644] (S)yoyo_443: それはさすがにｗｗｗｗ
[5259.363] (S)junjamaica: どこに隠したん？ｗ
[5259.862] svcchaozu: ちょっと待てぃ！
[5259.932] akasanz3x: ティッシュあるだろｗ
[5259.944] game8818: ニュートラルで汚いんじゃなくて立ち回りが汚いのか･･･
[5260.318] マッシュポテとむ: ギルティ
[5260.475] yamayama0520: 終わってる
[5260.759] lm312v04wo: 人んちでやることじゃねぇw
[5261.355] fin_fannel: ハンサム、帰れw
[5261.588] shib16: 小学生ｗｗｗ
[5261.717] icyblue1985: 出禁
[5261.858] yougen1124: テロじゃん
[5261.971] suginaka56: umeFail
[5262.109] (S)ご機嫌小僧ぴろる: やばば…
[5262.118] かみこくりょう: 終わってるｗ
[5262.200] chamomile21: 王の家でなんてことを
[5262.260] (S)raurakd: まじ折笠w
[5262.408] ronamu22: あぁまえ
[5262.806] (S)昼さん: じゃあ仕方ないね
[5263.076] shochann: 家ｗｗｗｗｗｗｗｗｗ
[5263.367] disco4545: すごいなおい
[5263.710] shinobuchan4649: メディアに出ていい人なの？
[5264.146] karimen4: 折笠さん遅れ始めたー
[5265.536] (S)~MISSING_COMMENTER_INFO~: よく家にいれるな
[5266.019] n242f45aa: いやー驚いたね
[5266.092] samuraichampoo: 出禁ムーブやなｗ
[5266.511] space_odyssey2001: やさしい
[5266.764] wonderhit1: 眉毛もむしるし
[5267.445] tenzu916: よく友達
[5267.612] 小次郎_: そういうひといるｗ
[5267.782] もきち555: ぺっぺっ
[5267.943] weeep1: ふ～どは正常
[5268.043] zeisslover: やさしいねｗ
[5268.354] ライム_: やさしい
[5268.673] (S)憂う者の弟子: はなほじからの ぴっ
[5269.344] akinikuihuku: リタイアさせろw
[5270.166] 谷部: 御座で済んでるのがすごいｗ
[5270.607] (S)yukke85: 有情だわ
[5271.537] forthemoment_elt: やさしい
[5271.690] ゴン攻め: チンパンジーかな
[5271.928] ~MISSING_COMMENTER_INFO~: 折笠はモンスター
[5272.054] kaigaizei: 倉持号泣の真実
[5272.205] プーゴリちゃん: それはクビになるわ
[5272.620] (S)しゅごいよ: やさしいね
[5273.406] teruharu_: 出禁にしてないのが仏すぎる
[5273.565] ポチ男: 妖怪だったか
[5274.900] tamago0326: しのさんからNGくらう訳だ
[5275.483] kuniyoshi8: それはゴザ敷かれるｗｗｗｗ
[5276.287] tenzu916: 友達やれてるな
[5276.583] spring__thief: ガチでいやだわ
[5277.745] balthazar000: それに地べたに平気で座るから
[5277.982] (S)junjamaica: それこそカメラいるやんｗ
[5278.135] nabe_labo: 心が広すぎる
[5279.261] 1108044k: ふ～どってかもっちー
[5280.834] machakyuro: ポテチ食って絨毯で拭くとか？ｗｗｗ
[5283.466] 戸愚呂妹: えいた足引きずってるなw
[5285.980] towai8: 床に出禁くらってる
[5286.403] kaminenina: えいたもきてるな
[5286.811] (S)しゅごいよ: 妖怪を家にあげることはムズカシイ
[5290.463] ペプシ男: 倉持が正しかった・・・
[5290.632] 寝るポイント: えいたの歩き方も来てるね
[5292.389] shinobuchan4649: これカメラ持つ手きつそうだねえ
[5293.849] forthemoment_elt: えいたもがんばってるな
[5294.909] HirocoT: ＞＜
[5296.492] jagajaga1943: ふーど家出禁なんだっけ
[5296.820] space_odyssey2001: あれ？えいたも少し歩き方おかしくなったな
[5298.314] natsukurage: 風あるねーキョウ
[5299.494] porcupinepine: 左右に揺れるように進んでる
[5301.417] austin4222: 北斗効果か
[5301.554] n242f45aa: ハンサムじゃなくて妖怪
[5310.467] balthazar000: 大型パチンコ屋結構見かけますね
[5310.619] (S)junjamaica: 鼻くそ防犯カメラ必須
[5312.303] てんつくてん: 昨日も泊めたけど、もうやめろって言われた人おったな
[5313.267] (S)leonhard_mage: これで今日あと20キロか、頑張れ
[5315.491] dekamega: えいたはまだ北斗打ってないわけだ
[5319.516] towai8: ハンサムエキスが出てる
[5322.928] kkt6265: この辺は岩手で3指に入る渋滞ポイント
[5325.767] makibaoh2024: なんで出禁なの？
[5327.854] stomachbb: これ国道？
[5329.415] Coedawg: yucchoG
[5329.588] (S)ancehutn: ﾎﾟｲｯ
[5330.074] (S)闘劇のアルベルト: 捨てるなw
[5331.015] doublepush_da: きちい。。。
[5332.341] (S)junjamaica: 孫悟空かｗ
[5333.584] fin_fannel: 視認してw
[5333.798] n242f45aa: 草
[5334.687] もきち555: 別れを告げてる
[5334.779] prosciu: 最悪だなw
[5334.798] ペプシ男: だからハゲてるのか
[5335.417] (S)yukke85: ヒゲ確認
[5335.892] samonyan: 最低ｗ
[5336.139] habutaedango: 視認ww
[5336.252] kuniyoshi8: 何で捨てちゃうのよｗｗｗ
[5336.536] akasanz3x: さすがに嫌だわｗ
[5338.333] balthazar000: そりゃもう汚いからよ
[5339.632] mogai555: 子供のはなくそと一緒だよな
[5345.272] game8818: 分身つくる気か
[5345.436] omnkie: ヤバいな
[5346.629] akinikuihuku: マーキング
[5346.677] (S)junjamaica: 分身できるんかな
[5347.819] Truth_function: お子さん大丈夫か？
[5348.302] 1108044k: KSK号も全然動かないな
[5351.960] mogai555: ｗｗｗｗｗｗｗ
[5352.200] shochann: ｗｗｗｗｗｗｗ
[5352.280] khumama: www
[5352.524] totsugeki_180sx: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5353.330] porcupinepine: ！？
[5353.379] マッシュポテとむ: ｗｗｗｗｗ
[5353.733] chin_56_: 原爆やん
[5353.772] (S)憂う者の弟子: ぎゃーーーーーーー
[5354.038] セツリ: e?
[5354.046] maruto2023: うそやろ…ｗ
[5354.344] (S)昼さん: ひぇ
[5354.597] sussy_int: おばけじゃねえんだぞ
[5354.600] akiuri7521: www
[5354.749] makebuta: ｗｗｗｗｗｗｗ
[5354.795] i_am_spartan300: wwwww
[5354.938] 45tm83: wwwwwwwwww
[5355.383] mogai555: ４たいかよｗｗｗｗ
[5355.526] (S)yukke85: ｗｗｗｗｗｗ
[5355.576] プーゴリちゃん: ｗｗｗｗｗｗｗｗ
[5355.655] あんころーる: ええ・・・ｗ
[5355.705] metalmomonja: きちぃ
[5355.807] 戸愚呂妹: wwwwwwww
[5356.269] yougen1124: wwwwwwww
[5356.412] n242f45aa: wwwwwwww
[5356.947] fireworks777: ｗｗｗｗｗｗｗｗ
[5357.048] space_odyssey2001: 漫画やん
[5357.416] 小次郎_: ｗｗｗｗｗｗｗ
[5357.572] itokoba11058: 草
[5357.797] kuzziraaa: きったなｗｗｗ
[5357.849] porcupinepine: 妖怪じゃんね
[5357.877] ぐぐっす: 妖怪ｗｗｗｗｗｗｗｗｗ
[5358.190] mikgames2d: ｗｗｗｗｗｗｗｗｗｗｗ
[5358.237] ~MISSING_COMMENTER_INFO~: 折笠号泣
[5358.604] Pal32: ｗｗｗ
[5358.630] danny_love_danny: ぎゃあああ
[5358.802] ano_umineko: www
[5359.289] こがや: えwwww
[5359.561] showsbsp: ホラーじゃん
[5359.746] (S)inkgran: wwwwwww
[5359.749] 破天荒田中: 炎殺黒龍波を食らった跡
[5359.899] kurageman: ｗｗｗｗｗｗｗｗｗ
[5359.901] game8818: 妖怪だよ･･･
[5359.991] 寝るポイント: 孤独死のやつじゃん
[5360.246] (S)あすか666: やだwww
[5360.378] (S)しゅごいよ: wwww
[5360.503] fin_fannel: ぎゃーーー
[5360.557] mokeke_kemono: その人は妖怪なの？
[5360.603] (S)~MISSING_COMMENTER_INFO~: こわｗ
[5360.761] tanutanu_3: 事故物件
[5360.799] suginaka56: 怖い😱
[5360.874] komine58: wwwww
[5360.893] (S)s0ft0fu: w
[5360.933] valhalla5555: ｗｗｗ
[5361.251] にな207: えｗｗｗ
[5361.287] lm312v04wo: 悲鳴を上げたというねe
[5361.388] セツリ: 死体やん
[5361.461] ayato_cyg: WutFace
[5361.475] chamomile21: 人間なのか？
[5361.810] machakyuro: 殺人現場かｗｗｗｗｗｗｗ
[5361.996] もきち555: ヒェ
[5362.007] beehive3: LUL
[5362.033] dd4m: 怪談かな
[5362.071] pityutyunpa: ？？？
[5362.097] shinobuchan4649: きっついなぁ
[5362.508] (S)gorogorogorn: 核？ｗ
[5363.180] (S)ancehutn: なんでだよwww
[5363.644] kazukitaiga: 落語やんｗ
[5364.400] (S)yukke85: 孤独死の現場やん
[5364.428] (S)闘劇のアルベルト: umeYayキャー！
[5365.024] akasanz3x: ｗｗｗ
[5365.171] kinokoyaki: ｗｗｗｗｗｗｗｗ
[5365.799] shochann: 事件
[5365.858] LanfanV5: こわすぎｗｗｗ
[5365.923] (S)raurakd: 折笠ほんまw
[5366.030] forthemoment_elt: きゃああああ
[5366.238] (S)昼さん: ホラーだよ
[5366.528] usa451: はだしのげんじゃん
[5366.705] orange88: 妖怪折笠
[5367.044] goma_dara: 遺灰
[5367.230] (S)~MISSING_COMMENTER_INFO~: 呪いじゃん
[5367.267] (S)やすぽこ: えぇ・・
[5368.149] (S)しゅごいよ: 妖怪じゃねーかよ
[5368.203] showsbsp: ハンサムか死か
[5368.356] マッシュポテとむ: こっわｗｗｗ
[5368.418] poposuke: すべらんなぁ～
[5368.484] 1ap1ace: 心霊現象じゃん
[5369.113] (S)hodanonn: 妖怪すす渡り
[5369.525] komine58: ゼルｗ
[5371.113] (S)Nao_iwt222: こわいw
[5371.399] sne_con: 魚拓かな？
[5371.871] umesecond: その話おもろすぎる
[5372.121] n242f45aa: ww
[5373.688] uncle_yam: どういうことなの・・・
[5373.953] Phenomer: 孤独死かよｗ
[5374.167] (S)yudedako: ホラーで草
[5374.441] une3333: そりゃ出禁になるわw
[5375.381] momochan6: 影残すねえ
[5376.044] softoika: 落武者じゃないそれ？
[5376.566] wonderhit1: 後頭部の髪をガッガッってやって抜くクセあるよね
[5376.844] tokage5577: だんだけ汚いの・・
[5378.272] svcchaozu: 特殊清掃でよく見るやつ
[5378.501] lm312v04wo: 殿堂入り
[5378.507] 戸愚呂妹: 妖怪スス残し
[5378.596] 小次郎_: 黒龍破くらったの
[5379.439] (S)s0ft0fu: 特級呪物
[5379.660] danny_love_danny: 存在が汚いのか…
[5380.512] 凹しろへび: リュウがリアルにいたらそんな感じなのかな
[5380.745] shinobuchan4649: 亡霊やん
[5382.209] teruharu_: 出禁になるやつ
[5382.680] (S)えだいこ: まさにハンサムだわー
[5383.355] 塚口あおい: ヤバすぎる
[5383.435] (S)junjamaica: 今も日焼けに見えて半分は汚れだからね
[5383.787] HirocoT: ひぃ
[5383.995] もきち555: シーツ捨てるよね
[5385.774] neogreenlife: 妖怪だ
[5386.690] porcupinepine: 黒龍波ｗｗｗ
[5386.953] (S)昼さん: あのもっちーが
[5387.452] 新福菜館マン: 質量をもった残像
[5387.922] game8818: さすがに風呂には入ってるよね？
[5388.071] kuzziraaa: 絶対臭いだろ
[5388.919] thegreatkaito: アンビリーバボー
[5389.273] n242f45aa: 草
[5389.656] (S)ROT_RAG: ハンサムって…人？
[5390.411] 記入漏れ: 一体どうやったらそんな跡がつくんだ･･･
[5392.863] _ピート_: Ｘファイル
[5393.322] une3333: あの倉持さんがw
[5393.489] akaishism: 日本昔ばなし
[5393.846] balthazar000: 折笠さんの奥さん強すぎない？
[5394.582] komine58: 六誘拐チームのゼルｗ
[5395.376] こがや: リアル怪談じゃん・・・
[5396.346] massaaan: はだしのゲン草です
[5397.148] suginaka56: あんまりシャワー浴びないんだ
[5398.770] lliliilli: 丸焦げの跡
[5399.069] spica1987: 風呂入らない人なの？
[5400.778] iguchiill: 実際は倉持じゃんく鈴木咲ちゃんらしいけどｗ
[5403.016] (S)redpeppar510: ハンサムが遅れだしてるぞｗ
[5403.947] thegreatkaito: 奇跡体験
[5405.791] une3333: akikiさんでも無理だろうなぁw
[5406.501] karimen4: ハンサムの霊圧が
[5406.745] nabe_labo: むしろ出禁にしない理由がない
[5407.130] 寝るポイント: 風呂が勝てないって事？？
[5407.811] PUCHU7788: 能力者
[5408.050] teruharu_: 入るのにどうして
[5408.460] rokuma_g: 黒龍波くらっただろそれ
[5408.515] balthazar000: 服が汚いんじゃない？
[5409.571] AtomPeter: 魚拓かよ
[5409.780] もきち555: 昨日の車内で無理無理言ってたよ
[5410.761] Truth_function: なんで？
[5412.132] prosciu: wwwww
[5412.132] (S)yukke85: ｗｗｗ
[5412.524] peel_st: ｗｗｗｗｗｗ
[5412.543] Phenomer: 動物か
[5412.633] (S)hodanonn: 得体のしれないダシが出てる
[5412.954] itokoba11058: 草
[5413.447] 戸愚呂妹: wwwwwww
[5413.855] game8818: ホコリを吸い寄せるのかな？
[5414.343] n242f45aa: ww
[5414.692] orange88: ｗｗｗｗｗ
[5414.696] こがや: ブランカ・・・？
[5414.811] korekiyo696: 服があかんのか
[5415.126] garaisi: ハンサムってマジで顔だけの男じゃん
[5415.196] maruto2023: なのに何故…？ｗ
[5415.508] wonderhit1: ストリートライファー
[5415.665] fd_unchain: 赤ちゃん説
[5415.851] adamsmokey: 小学生かな
[5415.987] kaigaizei: 聞いた人が100対0で倉持に味方する話
[5416.658] akasanz3x: なんでだよw
[5416.821] habutaedango: なんでそうなっちゃうの
[5417.014] (S)しゅごいよ: www
[5417.248] koheisan_jpn: 動物かな
[5417.443] kuniyoshi8: 地面好きなのかーｗｗｗｗ
[5417.704] (S)wankoro_moti: うう
[5418.018] 芋之山: あ～
[5418.071] 寝るポイント: 犬の叱り方じゃん
[5419.055] (S)yoshiaki1986: ハンサム汁
[5419.058] embercleave4rr: フォローになってない
[5420.141] ~MISSING_COMMENTER_INFO~: 浮浪者ｗ
[5420.429] fin_fannel: 地面に座る癖w
[5421.112] mitsuyasf6: 犬みてぇな扱いだな
[5421.644] 凹しろへび: 動物やんけ
[5421.870] (S)inkgran: 強過ぎるww
[5422.245] chin_56_: まーた汚して
[5422.403] いちご煮: 小学生じゃないんだから
[5423.418] ペプシ男: ペットかぁ
[5423.893] akinikuihuku: w
[5424.348] spica1987: 地面に座っちゃうｗ
[5424.426] (S)しゅごいよ: よく座っちゃうww
[5426.245] teruharu_: 理性もって
[5426.338] tokage5577: ガチ落武者
[5426.465] セツリ: 汚れちゃうんだね
[5427.454] 1108044k: 野生児
[5429.607] (S)食用ばるさみこす: 圧倒的に”ガサツ”
[5429.837] une3333: 確かにこの配信通して地面に座ってるの何回も見てますわww
[5430.070] shinobuchan4649: 昨日ファミマんとこで座ってたもんな
[5430.173] (S)junjamaica: この旅でもそれはもう映ってる
[5433.332] (S)しゅごいよ: 妖怪地面座り
[5433.724] あかの: そんなモンスターがなんで結婚できたの
[5436.955] 破天荒田中: 外飼いの折笠
[5438.089] neon_d99: 人の家では風呂入って着替えてから寝よう
[5438.274] (S)マタビー: 地面に座る人は上げられねぇなぁ
[5438.526] (S)redpeppar510: ハンサムから目を離さないでｗ
[5438.842] lm312v04wo: よく妻子持ちになれたなと思うw
[5439.846] (S)昼さん: いい雲
[5440.290] (S)yoshiaki1986: 愛されキャラだね
[5440.372] Truth_function: それで父親やれてんのは凄い
[5440.686] 凹しろへび: それにしてもこっちの車線ずっと混んでるな
[5442.977] 寝るポイント: ウメちゃんサンダルで歩きだした事を後悔してる？
[5443.100] 閃光の: かわいい
[5444.422] 1108044k: 顔は良いからね
[5444.540] spring__thief: でも見た目通りじゃない？汚さは
[5444.629] (S)闘劇のアルベルト: それは勝手だけど人ん家を汚したらアカン
[5445.695] もきち555: 奥さんの気持ち
[5445.852] ぶどうぱん: 豚も自分の事キレイだと思ってるけどめちゃくちゃ臭えらしいからなー
[5446.520] itokoba11058: 折笠さん妻子持ちなん？
[5446.899] lliliilli: 現代人が綺麗好きかも
[5450.739] twitch555123: 男おいどんの世界
[5451.124] khumama: ハンサムだしね
[5452.506] porcupinepine: ハンサムだからなぁ
[5452.688] neogreenlife: 地面に座るからだな〜
[5452.742] 戸愚呂妹: 豚って綺麗好きだから泥で体洗うらしいよ
[5453.906] mitsuyasf6: ハンサムだから
[5454.627] chin_56_: 物好きだから
[5455.297] peperon17: しかも美人の奥さん
[5456.725] (S)しゅごいよ: 子供やんけ
[5457.032] forthemoment_elt: ハンサムだからか
[5457.905] (S)憂う者の弟子: ハンサムだからね
[5458.485] machakyuro: ハンサムだもんな
[5459.141] しずさん: 黙ってたらね
[5459.552] balthazar000: ハンサム要素無くなったらもう人扱いされないんじゃ
[5460.585] gomahuazarashi: 前と距離あいてきたな
[5460.783] korekiyo696: 顔立ち”は”
[5460.875] (S)hodanonn: 落ち武者になる前
[5460.885] suginaka56: ハンサム故に
[5461.362] 寝るポイント: ハンサム一本でやってきた
[5461.931] towai8: 渋い
[5462.159] maruto2023: やはりハンサム
[5462.984] ahum108: 顔w
[5463.064] watanabe0731: 犬扱いが妥当か
[5464.398] teruharu_: 顔１本でここまで来たか
[5464.999] orange88: ストレートにほめない
[5466.728] じなーな: ハンサム一本で戦ってきた
[5466.845] samonyan: 昭和のハンサム
[5467.047] valhalla5555: ウメさんの所長い期間住んでなかった？
[5467.748] 凹しろへび: 若い頃はそれがワイルドに見えたんだろうな
[5468.948] (S)食用ばるさみこす: 嫁がいるって聞いて驚いた
[5470.510] chamomile21: ハンサム一本できたか
[5470.820] game8818: わかいときはワイルドですんだけど年とるとシンプルに汚いになってしまう
[5470.892] もきち555: 汚いだけ
[5471.158] tanutanu_3: 格ゲー界のハックルベリーフィン
[5472.863] wonderhit1: しかも一回離婚して同じ人と結婚するスーパームーブ
[5473.035] Coedawg: yucchoG
[5473.860] porcupinepine: ハンサムは相当プラってる
[5474.039] どらわん: モテるってそういう所じゃないからな
[5474.141] nappamatei: てか渋滞凄くね？
[5475.030] spica1987: 嫁騙された前程で話すなｗ
[5476.141] (S)yukke85: 真田広之ばりのハンサム妖怪
[5478.039] shinobuchan4649: ノンデリなだけなんだね
[5478.708] umesecond: 表面上はまとも
[5480.868] habutaedango: 妻帯者なのに黒いすす？
[5481.213] suginaka56: 顔はマジで俳優なんだよなぁ
[5481.440] fin_fannel: 品だけはないハンサム
[5482.594] forthemoment_elt: それが今回ただの折笠さんになるのか
[5482.844] (S)junjamaica: 奥さんは一生の不覚
[5483.330] kaigaizei: でももうすぐハンサムを失って死になるから
[5484.780] 45tm83: あんなに顔いいのにネタキャラなのが凄い
[5485.003] machakyuro: 俳優とかでもやっていけそうなルックスだしね
[5485.135] haku_magot: 天は二物を与えずか
[5486.498] 寝るポイント: ハンサムに全パラメーターを振ってたって事？？
[5487.135] showsbsp: 王を見るための渋滞！？
[5490.720] space_odyssey2001: 根は良い人だしな
[5491.945] (S)hodanonn: 品性
[5495.117] varoshi: 折笠さん、奥さん一人しか知らないらしいよ！素敵だね
[5495.160] 新福菜館マン: マンガの不遜を許されるだけの才って折笠さんが考えたの？
[5496.245] ~MISSING_COMMENTER_INFO~: わかるわ～！！
[5497.525] ahum108: けどな〜、って言うな
[5497.754] (S)泣き虫サクラ: 言い訳程度にいい人なんだよなぁ・・・っていうなｗ
[5497.966] ori7777777: ハンサムさんが歩死して偲んでるみたいな会話
[5499.036] suginaka56: 喋りと顔のギャップはすごい
[5500.420] にゃんぽこ__: 見た目は大事だよ
[5501.428] porcupinepine: ハンサムなんだけどなぁ
[5504.791] karimen4: ハンサム次の休憩で英断するでしょう
[5505.317] もきち555: 心の広い奥さん
[5506.889] balthazar000: 品性とユーモアが大事
[5509.421] kuniyoshi8: 一緒に300キロ歩けばわかる
[5510.709] プリズムパワー: えいたは声に品性が
[5511.343] (S)junjamaica: しのさん。。。
[5512.825] (S)_ぷっちょ_: もう脱落したみたいなトーク
[5513.449] 破天荒田中: あ
[5513.482] (S)hodanonn: しゃべりはうまい
[5514.455] zeisslover: いい人を
[5515.768] 凹しろへび: あ
[5516.112] crnanashi: ｗｗｗｗ
[5516.385] space_odyssey2001: ｗｗｗｗｗｗｗｗｗｗ
[5518.828] dekamega: これはリタイア
[5519.292] kaminenina: あ
[5519.615] twitch555123: ｗｗｗｗｗｗｗｗ
[5520.942] (S)leonhard_mage: フォローがフォローになってねぇw
[5521.351] 1108044k: くねくねいたぁ
[5521.599] (S)hiaaru: もうだめそう…
[5521.944] forthemoment_elt: ふにゃふにゃ
[5522.298] (S)cicada_moons: 死相が出てる
[5522.482] fin_fannel: w
[5522.613] spica1987: 死ぬ前に折笠上げ
[5522.826] (S)闘劇のアルベルト: ゾンビ…
[5522.991] chin_56_: ウィーン
[5523.387] (S)yukke85: ｗｗｗｗ
[5523.835] Truth_function: さよなら…
[5524.343] ~MISSING_COMMENTER_INFO~: からくり人形
[5524.500] 芋之山: 歩き方w
[5524.875] 土熊嵐: くねくね
[5525.486] Pai02: 哀愁がすごい
[5525.580] Phenomer: いた
[5526.231] towai8: wwww
[5526.439] あんころーる: 歩き方やべえ・・・
[5526.584] shochann: 限界ラインかｗ
[5526.830] crnanashi: むりだろｗｗｗ
[5528.118] (S)_ぷっちょ_: くねっくねっ
[5528.132] ~MISSING_COMMENTER_INFO~: 回想シーンはフラグだから
[5528.178] umesecond: 悲しいなぁ
[5529.834] chamomile21: 壊れちゃう
[5530.080] machakyuro: 膝の向きが変になってるな
[5530.472] kuzziraaa: 介護施設か？
[5531.467] (S)hodanonn: ううううう
[5533.355] ahum108: 壊れちゃった
[5533.376] game8818: 歩けなくなったら切腹しそう
[5533.472] komine58: KSKは渋滞にハマってる
[5534.203] dekamega: ゴールしよう 折笠さん
[5534.528] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[5536.397] kazukitaiga: やっと脱落が見れるか
[5536.398] (S)hodanonn: 死ｗｗｗ
[5536.977] balthazar000: 審議入りまーす
[5537.254] furu13: 死の前の回想？
[5537.695] 破天荒田中: いつの間にか居なくなってそう
[5538.704] doublepush_da: ほぼ死刑宣告
[5538.885] shinobuchan4649: かわいそうな人みたいになってるｗ
[5538.966] tokage5577: 既についていけてない
[5539.017] weeep1: フラグ回収
[5539.034] ~MISSING_COMMENTER_INFO~: はぜろ
[5539.068] lliliilli: 審判の時
[5539.559] esrever42: タイトル回収
[5539.622] khumama: ハンサムか死か
[5540.351] (S)食用ばるさみこす: ハンサムだしね
[5540.869] tyu8888: 奇行種すぎるｗｗ
[5541.072] (S)yukke85: もうそんな意思確認の段階か
[5541.136] ebiebi12: ウメちゃんが決めた方がいい
[5541.669] (S)inkgran: ハンサムか死か
[5541.761] (S)yoshiaki1986: テクニカルな手足
[5542.252] zeisslover: ハンサムか死か
[5542.743] samonyan: 死だろうなぁ
[5543.620] habutaedango: 気に入ってるww
[5543.987] (S)raurakd: ハンサム捨てるか
[5543.991] kuniyoshi8: 信じてるよハンサム
[5544.794] くむ_: 危なっかしいから死を選んでくれ～
[5545.552] towai8: こういうジャッジ初だな
[5546.730] (S)昼さん: ハンサムオアダイ
[5546.806] 歯抜けじじぃ: ハンサムorダイ
[5547.106] shochann: デッドオアハンサム
[5547.411] 凹しろへび: 脱落したら身ぐるみ剝がされるの？
[5548.532] porcupinepine: ハンサムだから死じゃないな
[5549.551] wonderhit1: 宮崎駿が今のハンサム見たら「人類に対する冒涜」って言いそう
[5549.573] 北極やさい背脂: 死ぬまで歩け！！
[5549.608] しずさん: ハンサムオアダイｗ
[5550.691] 閃光の: いまいる時点でいい人でしょ
[5550.957] pityutyunpa: 言葉の暴力w
[5551.492] (S)hodanonn: すごいふり幅
[5551.794] papipopon: タイトル回収きたぁ
[5552.027] HirocoT: ｗ
[5553.228] (S)junjamaica: KSKが拒むってのもある
[5554.899] (S)しゅごいよ: またあの車来ないかなー
[5556.257] メトロシティの研究者: umeCatHope
[5556.417] (S)闘劇のアルベルト: HANDSAM OR DIE
[5556.504] トール_0213: 折笠はどうなってもハンサム選んでしまいそう
[5557.265] (S)ROT_RAG: Handsome or Die
[5557.369] latenight000: 全ては自己責任ということで
[5557.677] shinobuchan4649: リタイアすると足切断でしたっけ？
[5557.700] 1678923482: どっちも死では？
[5559.537] (S)tom236n236p: "至"が"至る"ところ見れるってマジ！？
[5560.792] (S)昼さん: ファイナルハンサム？
[5560.989] kazukitaiga: 逆にハンサム選んでほしいわｗ
[5561.822] (S)アンドレ_: 回復後復帰はなし？
[5562.249] samuraichampoo: KSKの話し相手ができる
[5562.579] ahum108: 第4話「ハンサムか死か」
[5562.767] (S)黒鼓ぜろ: でもKSK＆折笠のドライブ配信はどうなんだろう
[5562.940] weeep1: ただの落ち武者
[5563.830] セツリ: ただの"折笠"
[5567.132] totokarutyo: 車に収容しよう
[5567.844] easel2011: ハンサムカーにお迎え来てもらわなきゃ
[5569.037] chin_56_: リスクあるな
[5569.645] (S)junjamaica: 家近いし
[5569.713] shochann: DOH
[5571.893] 寝るポイント: ハンサムでなくなった瞬間、それは死を意味する
[5572.003] (S)dj0d4y4k4: 精神的な死
[5572.486] towai8: うめ散歩出禁ですか？
[5572.524] (S)raurakd: 次からなんて名乗れば
[5572.785] beehive3: ハンサムとして死ぬか
[5575.491] machakyuro: 冷静
[5575.993] (S)waradosa: ただの落ち武者
[5577.381] samuraichampoo: ハンサムを捧げよ・・・・
[5577.737] Truth_function: 冷静な意見
[5577.925] Coedawg: 後遺症残ってもな
[5578.931] une3333: ハンサムな死でも良いよw
[5579.689] kiton_taichi: 流石に肩たたきするべきだと思う
[5579.725] kuniyoshi8: 4日までくれば充分凄いけどな
[5580.079] ~MISSING_COMMENTER_INFO~: あのひと
[5580.763] dekamega: そろそろ・・・だな
[5580.908] weeep1: ここなら家まで送り返すんじゃねえかな
[5581.854] 65vr39: ウメちゃんから言ってあげないと脱落しないと思うよ
[5581.977] tanutanu_3: 折笠は置いてきた
[5583.177] 破天荒田中: アールも怪しくなってきてるな
[5583.423] kaminenina: kskと間が持つのか
[5585.370] machakyuro: ニーシックはキツいぞ
[5585.602] 歯抜けじじぃ: 廃品回収KSK
[5586.097] yoshio_drive: 真面目に心配するレベル
[5586.365] mitsuyasf6: 早く⭕してくれ…
[5587.654] 凹しろへび: 疲労より痛みがね
[5587.723] (S)hodanonn: なんか負傷兵みたいな言い方こわい
[5587.726] game8818: 後遺症残ってもねぇ
[5588.986] kituneudon0727: 体壊すのだけは気をつけて
[5589.441] onyancoscratch: 「復讐」できたのかなぁ
[5590.701] 1678923482: 腰もキツイと思う
[5591.590] (S)昼さん: お父さん！？
[5594.705] kazukitaiga: 歩き続けろ
[5594.860] tasukete: なんで唯一杖使ってるやつが膝ヤるわけぇ？
[5595.258] あんころーる: そりこみ凄ない？
[5595.642] (S)yoshiaki1986: １日休ませるのは？
[5595.878] 新福菜館マン: シュート「余は大丈夫です」
