[27.969] ancehutn: スト７！？
[3753.764] bikibiki999: よく何もしない判断できたなｗ
[3755.043] malas31: my father
[3756.440] neon_d99: これありけんさんのクラブなんだ
[3762.213] okamasa456: ジェイミー対策してるやつがいないだけ説
[3768.401] tabibitox: DBってそういう意味か
[3775.327] (S)のぶとも: 確かそうだったはず
[3780.838] 戦う山田: ドラゴンボールね
[3790.556] pepepe393: DBってなに？デブ？
[3791.560] 新ころりん: Xが４のDB・・・あー・・・
[3796.125] bikibiki999: で…
[3814.980] balthazar000: データベースだよ
[3823.673] m1s4m0: おしーーー
[3829.810] (S)軽く捻るか: おっしゃあ
[3830.327] 戦う山田: 知ってるー
[3832.064] (S)mirin_melon: おおー
[3837.686] (S)ぺりんご: DaイゴザBeースト
[3838.026] bikibiki999: ほぼ脂肪のデータ…
[3838.169] (S)日本語かな: 頑張れジェイミー
[3847.840] 憂う者の弟子: 6
[3847.983] (S)日本語かな: どれ？
[3856.232] キンチバ: ジェイミー対策って具体的に分からんな
[3857.150] takeda_miki: 立ち小kいける
[3858.424] (S)日本語かな: 絶唱のことか
[3886.083] (S)日本語かな: 通常ガード一律-6、OD-1
[3891.312] オワオワタ: かっこいやつ
[3893.448] かもお: かっけえ
[3895.250] (S)brunoman1: かっくいー
[3896.704] fireballkid1981: おお減るｗ
[3904.076] (S)のぶとも: 行ったりきたり
[3904.739] kusogekun: めちゃ困ってるつよーｗｗ
[3905.551] nameless510: 強は-5じゃなかったっけ？
[3908.069] ソーラン武士: かっこいい
[3929.136] matsu_zalem: カワノジェイミーどうなんでしょう
[3936.122] channelgyuudonn: スト6も今後UPデートでゲームシステム変わったりするんでしょうか？ こう変わったらもっと面白くなるとかありますか？
[3937.025] neon_d99: 強だけ-5やね
[3937.300] (S)mirin_melon: 👏👏👏
[3941.154] (S)日本語かな: 強は-5だったわ
[3945.418] 新ころりん: そういえばカワノ君もジェイミー触ってたな
[3945.853] (S)kusomegane123: 固めのOD迅雷使うんやね
[3950.202] takahashiseigi: かずのこ、カワノが最近ジェイミー触り出してる
[3953.988] tabibitox: ジョンくん
[3954.310] だいこん_: じょんたけ
[3964.388] 戦う山田: 長風呂のジョン
[3966.617] nameless510: 1億PADラシード
[3967.716] balthazar000: なるほどねぇ
[3968.098] fireballkid1981: 爆弾ラシード
[3968.466] neon_d99: 1位じゃなくなっとる
[3970.506] hojihojidx: シフトみたいなテコ入れあるかもなぁ
[3972.880] gorogorogorn: モダンもかなあ
[3978.540] balthazar000: 具体的にどんな感じのが欲しいとかあります？
[3979.758] derwace_lifolve: 💣
[3980.642] mu_chan: 何もできないキャラいるもんね
[3986.556] ペプシ男: どこかの節目で変わるだろね
[3987.718] pepepe393: スタンのあとゲージマックスで回復するのちょっとやなかんじする
[3988.063] オワオワタ: もうこれ以上手を加えなくてもいいけどね
[3989.772] 084bean: 結局待ちが強いのムカつく
[3991.442] (S)日本語かな: 強攻撃の通常技で削るようにする？
[3991.900] だいこん_: おザンギ様…
[3992.851] murakun12: OD迅雷はどういう理由で使ってますか？
[3994.379] (S)osarusan26: ザンギとJPのバーンアウトした時とさせた時の格差はやばい
[3998.222] balthazar000: よく言ってる投げ以外の要素もどんなのが欲しいです？
[4002.620] bikibiki999: システムの恩恵がほぼ無いってえぐい
[4004.056] zyangara2: VT2とかシフトみたいに数年間隔で新システムは来るんだろうね
[4014.897] (S)ぺりんご: アシストコン使いにくいキャラのテコ入れとか
[4019.185] aki_tr21: SA1を真空竜巻標準にしてほしい
[4019.413] 戦う山田: 2100キープしてんの本当にバケモンだよな
[4020.661] yasaguren: もしかしてSFLの番組と被らない様に20時までなのかな？
[4024.048] kusogekun: 新技がないとどーしようもないキャラについて
[4026.459] kawasak1n: 明日新コスかー
[4040.894] hojihojidx: バーンアウト回復したらゲージ５本でよくない？zero3のガードゲージみたいに
[4043.078] gorogorogorn: 今までのだとガークラ的なのバーンアウトに絡める感じかな
[4045.358] haoo888: スト４も赤セビ追加はいまいちだった
[4047.728] afro888: ジャスパ強すぎるって言われてんのはどうすんだろう
[4049.714] 戦う山田: いつものアプデの感じだと17時くらいなのかな新コス
[4049.843] (S)てべす1103: DFMナウ以外キャラ替え大成功だったな
[4050.350] twitchyarutch: まだ先は長いからなあ、攻略ペースが早いとはいえ
[4052.372] pepepe393: 新技追加するのもモーションキャプチャーしなきゃだから大変そう
[4052.579] (S)日本語かな: ウメちゃんがケンの新コス使うとは思えんなぁ
[4062.449] 084bean: 新技実装って歴代のストリートファイターにあったんですか？
[4063.426] (S)mart_00_: ジャスパはちょっと弱体化してほしいなぁ
[4064.357] 憂う者の弟子: でたあああああ
[4073.138] berurusuko: ジャストパリィや入れ替えコンで簡単に端入れ替えられるのだけどうにかしてほしいなあ
[4075.376] shgw66: ラシードもうちょい出るの早かったらグッパチも変わってたろうなあ
[4081.999] bikibiki999: ジャスパは運ゲー面強いから変わらんと思う
[4083.669] (S)日本語かな: あったよ。5のリュウに足刀蹴りなかった
[4088.401] オワオワタ: DFN予選落ちの危機から優勝候補にまでなったもんな
[4089.521] takahashiseigi: 最近大活躍のガチくんはラシードの対空がそのままにされると心配してる
[4090.715] pepepe393: 新技実装は5の時にあったよvスキルだけど
[4092.105] neon_d99: 道連れねらってたのか
[4101.873] (S)てべす1103: ウル4の時殺意の狼コス一時期使ってたよね
[4101.936] 憂う者の弟子: でたあああああ
[4107.697] (S)箸くれ: ジャスパ強いけど補正デカいから弱体化するとしたら有利フレーム減らす感じになるのかなぁ
[4110.390] prototypeie: uoo
[4113.206] neon_d99: あー
[4117.226] kawasak1n: わー
[4120.093] (S)軽く捻るか: ああ
[4121.397] (S)gularain: あーん
[4121.507] (S)日本語かな: リバサなおせ！
[4125.991] kusogekun: プロでもリバサが出ないゲーム
[4127.100] (S)箸くれ: 相手ジョンくんかｗ配信してるし
[4147.464] (S)kirama1097: マジで出ん
[4156.612] 戦う山田: ウメちゃんの血を吸って2位になっとる
[4156.856] zyangara2: ジャスパからリターンが高すぎるキャラを調整してくれればいいかなぁ、プロ目線は別だろうけど
[4162.011] berurusuko: 端鬼強いのにジャスパかコンボで入れ替えできるせいで攻めが気持ちよくないんよなあ
[4162.038] (S)てべす1103: ケンって最上位だと違い出すのかなり大変そうね
[4165.898] (S)日本語かな: 前ステ猶予伸ばして何故リバサは伸ばさんのだ
[4169.466] (S)junjamaica: かるび一人か
[4177.444] kusogekun: ５の感覚だからより出ないんだろーねリバサ
[4184.511] 戦う山田: シュート何があった？
[4188.915] gorogorogorn: ジャスパから運びが強いから追撃判定いじる感じかなあ
[4192.082] (S)日本語かな: 体調不良
[4194.127] neon_d99: 体調不良やって
[4194.232] 憂う者の弟子: かるびはぼっちでも出来る女
[4197.925] (S)箸くれ: JPの悪口言うけどJPはジャスパのリターンまじで高すぎおばけ
[4201.103] takahashiseigi: リバサはさすがに仕様なはず、多分
[4207.327] tekkotz: 通常技へのジャスパのリターンが高いのだけ面白くない気がする
[4208.130] donburikanzeu: ラッシュで入力飛ぶのも何とかして欲しいな
[4237.656] playatlas: やった、白道着だ
[4244.057] (S)てべす1103: 今はジャスパザンギが界隈騒がせてるね
[4250.376] (S)イエール: うお
[4251.445] kawasak1n: 体調不良まじ？
[4255.814] berurusuko: 運びについてはみんなリュウくらいの調整だったらすげえ納得感あったのに
[4260.823] (S)日本語かな: 使わざるをえねぇ
[4271.071] (S)日本語かな: やったー
[4274.256] bec118_japan: 取ったー
[4274.318] (S)軽く捻るか: おっけい！
[4274.973] (S)イエール: アイイイイイ
[4278.703] (S)のぶとも: うおお
[4280.859] (S)mirin_melon: すごかった
[4285.489] オワオワタ: 開幕画面端
[4286.044] hojihojidx: BOしゃぶりつくしたい病
[4287.385] physium: @DaigoTheBeasTV do you prefer 7-11 or family mart?
[4289.497] twitchyarutch: 送られてきた肉食べすぎたか
[4298.834] johndoe6523rp: 去年の今頃も体調不良の選手多かったりしましたか？
[4299.088] yogaotoko: yogaotoko subscribed with Prime. They've subscribed for 55 months! 
[4299.378] prototypeie: 結局ラシードって強いのか？
[4309.441] bikibiki999: あのジャスパザンギはジャスパにリスース割いて相手にもやりやすいようにしてもらってんじゃん
[4314.512] neon_d99: ５と同じで実践値高い感じなんかな
[4315.931] (S)mart_00_: ラッシュ止めまくり
[4318.160] オワオワタ: ジョンとガチ君を救ったし強いんじゃね
[4320.747] playatlas: 切符とってるキャラじゃけえ
[4321.117] prisira: インフルとか猛威奮ってるしなぁ
[4327.319] (S)日本語かな: 何で海外ニキがセブイレとファミマどっちが良いか聞いてんだよw
[4329.722] zyangara2: ラシードキャラパワーは間違いなく弱いけど実践値が高いから戦える
[4329.833] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[4330.698] haniwa09: なんか、展開早くなってるな
[4334.439] (S)のぶとも: 海外ニキがコンビニに付いて聞いてるのジワジワくる
[4336.056] (S)箸くれ: ビグバも使ってたけど今どうなんだろｗ
[4340.282] (S)イエール: ww
[4341.135] vespa127g: Daigo loves 7-11
[4345.663] poponnzu: 7-11 ww
[4350.938] (S)箸くれ: ｗｗｗｗ
[4351.042] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4352.325] berurusuko: 正直真ん中でザンギにジャスパされてもだから何感あるよなｗ 運び強いキャラなら悶絶なのに
[4353.712] (S)y_proto: キャラパワー自体低くない
[4353.922] atabo1: スト6って自分でやった後人の見ると遅く感じるわ
[4356.369] bec118_japan: ほんとラッシュ止めるマン強すぎね？？
[4360.548] playatlas: 面接落とされたのは？
[4363.312] (S)ぺりんご: シャツはファミマ
[4370.849] prototypeie: ﾌｧｾ
[4371.242] mimiprettybot: ccキップ持ってんだから強いべ、つまりザンギも強い
[4372.875] (S)イエール: 海外ニキも俺らみたいなこと聞くんやなw
[4377.837] shinkarma7: こんなラシード猛者が在野にいるのかと思ったらジョンきゅんじゃん
[4381.626] u_syaaaaa: ローソン 
[4391.677] ~MISSING_COMMENTER_INFO~: kumako1Petipeti
[4391.850] 戦う山田: よく凌いだ
[4393.766] tabibitox: ある
[4410.469] neon_d99: ローソンはなぁ……。冷凍ピザだけうまい
[4412.346] (S)てべす1103: 5より6のイウサールのが強いよね？
[4415.690] twitchyarutch: 100円ローソンはたすかる
[4418.356] prototypeie: きち～
[4418.605] zyangara2: じゃあほとんどのキャラ強キャラだね、神ゲーありがとう
[4419.024] (S)軽く捻るか: あああ
[4419.851] prisira: 見えないｗｗｗ
[4421.155] playatlas: きっち
[4422.030] tabibitox: 無理や
[4423.175] (S)軽く捻るか: おしかった
[4423.391] (S)イエール: umeYay
[4425.002] ただのぶいすぽ好き: うわ
[4427.166] 憂う者の弟子: いうさーる使いまくり男
[4428.795] tama_zx61: すご
[4430.879] prisira: D
[4430.966] bunkichi23: そんな小ネタあるのか
[4431.727] (S)junjamaica: ジョンわけぇーからインパクトだせねぇな
[4435.178] sen_en: クリスTがワールに龍尾合わせてたプレイがカッコよかったな
[4436.437] neon_d99: これもっかいイウサールか
[4437.002] (S)日本語かな: キャンセルsa2は流石にリバ確定だっけ？
[4437.764] prisira: Ｄリバ間に合うんかな？
[4439.680] (S)switchdv: ラシードつええわ
[4450.228] 戦う山田: 攻めがつえー
[4454.980] オワオワタ: つんだ
[4455.437] takmatumo: なんだこの動き
[4458.611] (S)monpiipop: うほ
[4458.845] ~MISSING_COMMENTER_INFO~: ragerFlower
[4459.524] kawasak1n: きつー
[4462.201] ebimeyo: Dリバでケンだけ何故か竜巻の裏に抜けられた気がする
[4462.379] zyangara2: ２大Pイウサールはリバしたら食らう
[4463.933] prisira: あ
[4467.648] neon_d99: おー
[4469.283] tabibitox: BOさせたい
[4471.889] (S)軽く捻るか: あるか？
[4473.470] neon_d99: １たまるな
[4479.790] オワオワタ: おお
[4479.920] (S)日本語かな: おおお
[4479.978] playatlas: おー
[4480.122] kawasak1n: おおおおお
[4480.511] (S)mart_00_: おおお
[4480.537] (S)軽く捻るか: おおおおお
[4480.648] takmatumo: おおおお
[4480.687] tabibitox: おお
[4480.973] mimiprettybot: 生！
[4481.325] neon_d99: おーなんとかした
[4481.785] bec118_japan: おおおお！！
[4481.918] (S)monpiipop: ふぅー
[4482.983] (S)switchdv: せーーふ
[4483.653] prisira: 弱竜尾つっよ
[4484.593] (S)イエール: うりゃああああ
[4485.959] しすてむえらー: ないすう
[4486.093] とも8はる: おおお
[4486.656] ソーラン武士: PogChamp
[4487.276] ~MISSING_COMMENTER_INFO~: すごい！
[4488.470] ヴィヴィ2046: 差し返しすげええ
[4489.417] (S)のぶとも: うっまい
[4490.392] suzu_mushi: おおお！
[4490.700] (S)utsutsu_same: umeGoat
[4492.008] しすてむえらー: そしてもうすぐ２０時
[4494.701] DaZFPS: huge
[4496.119] berurusuko: ケンのDリバは修正済みよ
[4496.181] (S)イエール: TwitchConHYPE
[4499.067] LGA2011: この前のアプデでケンのDリバ修正された
[4499.526] tabibitox: やべ
[4499.534] neon_d99: 草
[4500.982] (S)のぶとも: すげぇ試合だった
[4501.858] (S)switchdv: あーあ
[4502.082] 憂う者の弟子: ぴんち
[4502.658] だいこん_: ときどｗｗ
[4503.075] (S)ぺりんご: まだいくｗ
[4503.153] kimie_white: いつものｗ
[4503.498] kawasak1n: おおおお
[4503.780] magu_dx: おお
[4504.816] fbhjkl: WutFace
[4504.852] bunkichi23: おおお
[4505.072] (S)mart_00_: ときんす！
[4505.747] neon_d99: 獣道
[4505.968] (S)monpiipop: おおおおおお
[4506.700] ohajiki_x2: おお
[4507.184] takmatumo: ときどきた
[4507.336] (S)日本語かな: 連コ癖やめな？
[4507.354] Jeakfreet: おおおおお
[4507.407] あやたかたか: ときんす
[4507.499] (S)gularain: おおお
[4507.653] niboshidaiashi: おおおお
[4507.820] ~MISSING_COMMENTER_INFO~: きたああああああああ
[4508.027] (S)イエール: いいねぇ
[4508.317] ミジンコ隊長: ラスボス
[4508.433] bunkichi23: 位板ミング
[4508.592] (S)sai927: えぐ
[4509.058] (S)ぺりんご: おおおお
[4509.347] (S)のぶとも: tkd
[4509.359] ei1eN: TKD
[4509.464] kuniyoshi8: 〆のときんす
[4509.587] fbhjkl: BegWan
[4509.699] k_vandan: no way
[4509.733] noboooooooooru: ときんす～
[4509.988] (S)てべす1103: しかもときどw
[4510.056] zyangara2: 聖戦で終幕！！！
[4510.398] (S)mirin_melon: なんと
[4510.446] gift_hope: nani
[4510.631] kotokiig: 来たか
[4511.201] kawasak1n: 激熱
[4512.773] 悪魔ほむら: karubisGyo
[4513.066] (S)箸くれ: ひらきなおりがすごいｗｗｗ
[4513.258] (S)ringo_35: おおおおお
[4513.892] haniwa09: BO中の弱りゅうびとんでもないな
[4514.843] ebimeyo: 修正されたのか！ありがとう！
[4517.611] 母の日ですお母さんに: マーダーマッチング
[4518.276] (S)箸くれ: ときどならいいよ
[4519.886] (S)switchdv: 最後はときどと
[4520.071] gorogorogorn: 締めときど
[4520.750] kimie_white: ミスタースト６
[4521.582] (S)junjamaica: かるび見守りにいくかw
[4521.916] unriva_2021: 殿ｗ
[4523.737] ヴィヴィ2046: ときどだ！
[4524.660] neon_d99: ウメちゃんが勝ったから連コされたんやぞ
[4524.889] (S)イエール: マダマチ！
[4526.363] (S)ぺりんご: いいロスタイム
[4529.963] 悪魔ほむら: 順位近いな
[4530.017] オワオワタ: 最後にふさわしい相手だな
[4533.313] bikibiki999: うま
[4544.140] prisira: オフあるからシュート体調気を付けてほしいわ
[4547.064] (S)monpiipop: うま
[4548.320] (S)gularain: とめるなあ
[4549.635] matsu_zalem: 40と41
[4553.071] (S)のぶとも: ウメハラ「ときどを倒すことによってこの斧は完成する」
[4570.684] takmatumo: つええ
[4571.630] (S)軽く捻るか: ナイス！
[4572.275] fireballkid1981: あついｗ
[4572.573] shellfish55: 20時からなるおの番組みんなみてね！
[4573.574] atabo1: ときどさんが豪鬼に乗り換えるかの賭けやりてー
[4578.201] (S)のぶとも: つよ
[4580.199] 戦う山田: インパクト返せない情報あります
[4582.406] matsu_zalem: 44だったー
[4582.836] (S)日本語かな: らしいねw
[4582.917] kahaku91: ラッシュに大パン
[4583.693] bunkichi23: ｗｗｗｗ
[4586.677] nekositi: ふ～どがぷるるの服着てるのは匂わせか！？
[4587.464] (S)イエール: ときんすw
[4588.998] berurusuko: そういえばいま環境悪いって言ってたね
[4591.560] (S)sai927: 魔境にいる
[4592.662] miyusayers: 沖縄にでも行ってるのか
[4593.362] shellfish55: ほんとだｗ ラッグ
[4595.385] 騙すカス鋼: ニューロｗ
[4596.031] (S)mart_00_: そうなの？
[4596.169] (S)monpiipop: ときんすインパクト返せないのはラグいから？w
[4596.207] tabibitox: 回線よくないのね
[4596.847] balthazar000: マンション回線がどうとか
[4597.266] にくピンク: nuro助けて
[4597.598] ミジンコ隊長: 山籠もり？
[4597.770] zyangara2: ときんす回線重視して家選ばなかったのかなｗ
[4599.512] fireballkid1981: 自宅じゃないのか？
[4600.424] prisira: ぬろか
[4601.552] dj0d4y4k4: マンションタイプなんだっけ
[4603.015] (S)surop666: 自宅の回線良くないっていってたねｗ
[4603.104] (S)箸くれ: ＮＵＲ〇
[4603.775] atabo1: にゅー、ろ
[4603.855] kawasak1n: 家の回線が・・・
[4604.357] takahashiseigi: 事務所でやってないのかw
[4604.496] ゲームおじさん: ときんす家だとラグいって言ってましたね
[4604.950] prosciu: 最近悪いらしいね
[4605.038] 戦う山田: ぬろじゃないらしい
[4605.583] donburikanzeu: マンション回線
[4605.768] bunkichi23: そういうえばポストしてたなｗ
[4605.980] une3333: あらま
[4606.153] neon_d99: 韓国やん
[4606.311] (S)mart_00_: NUROってこと？
[4606.916] bikibiki999: フレッツなら10ギガ考えてみたらええんちゃうか
[4609.017] twitchyarutch: まだnuroに切り替えてないからー
[4609.266] chin_bell_: ときんすネット環境何かあったん？
[4610.833] (S)てべす1103: CPTもトパンガ事務所でやる言うてたね
[4611.626] zyangara2: ニューロじゃないよ
[4613.093] chicken_dumpling: Tokido ping 64ms
[4613.922] one596: 東大式ラグ戦法
[4614.710] trumyolo: Tokido Pog
[4615.009] sstrfd: マンションタイプまーじか
[4616.320] bikibiki999: NUROちゃうで
[4617.013] pepepe393: nuroつかってないよ
[4617.772] tabibitox: 不安定やな
[4620.720] (S)monpiipop: やっぱ自分で引き入れないとだめよな
[4623.926] prisira: あー回線帰れてないのか
[4627.871] lare153: NUROの案件出たけど別にNUROじゃない男
[4632.487] atabo1: NUROじゃないのかよww
[4635.096] LGA2011: はやくNUROにしな～？
[4637.961] berurusuko: 大会の時とか別の場所でやってるんでしょ
[4639.627] (S)mart_00_: NUROじゃないのねw
[4640.632] takmatumo: ないす
[4645.225] (S)イエール: しゃあああ
[4645.878] bikibiki999: まあNUROも色々アレだけど
[4646.407] (S)brunoman1: 心の隙間ー
[4646.444] (S)utsutsu_same: umeGoat
[4646.827] サラバア: NUROならなあ…という宣伝にはなる
[4648.824] neon_d99: 事務所でいいしな
[4649.745] (S)gularain: マンションだからいれられないフォローしてたよえらい
[4651.081] atabo1: 闇中段
[4669.640] prisira: 持ち家のふーど最強か
[4671.135] (S)イエール: おお
[4677.282] balthazar000: NUROも一時期凄い悪評付かなかった？
[4678.615] ミジンコ隊長: ばっちばちでいいねー
[4680.504] berurusuko: ニューロはときどCM出てたしな
[4683.079] kiton_taichi: むしろこのpingでnuroだったら逆にネガキャンになっちゃう
[4689.666] にくピンク: ときどはそのうち家買いそうだな
[4693.122] hojihojidx: ケンの竜巻にダウン属性付いてるのって６が初？
[4699.717] neon_d99: nuro自体は直ったとは言ってるけどどうやろね
[4706.382] tabibitox: 残ればある
[4708.249] (S)イエール: ぐええ
[4711.141] 戦う山田: ときんすなら家買えるだろうけどマンションのほうが身軽よね
[4713.975] bikibiki999: NUROは昔っから工事遅いとか色々言われてる
[4716.222] (S)日本語かな: 使ったこと後悔させてやろう
[4720.716] hikky722: nuro使ってたけどマジで地獄だった
[4721.968] une3333: おー
[4722.314] (S)日本語かな: だめかー
[4722.740] tabibitox: おしい
[4739.450] (S)てべす1103: 勝ち確にみえあ
[4743.693] NekkyOne: nuroは人増えすぎたんでしょ
[4744.779] SOLAS1D: ずっとnuro使ってるけど言われてるほどの違和感を感じたことがない
[4748.178] kahaku91: 劉備対策
[4749.885] zyangara2: 回線は地域差あるから仕方ない
[4751.604] prisira: 一時期ヌロ快適って話題で変えまくったから逆に遅くなったやつ
[4754.218] (S)イエール: リーガーをパクパク食べる配信
[4759.506] 戦う山田: 開通までのオペレーションがゴミ
[4761.604] SOLAS1D: むしろソフトバンクがえぐかった
[4766.262] gift_hope: nice
[4768.126] takahashiseigi: ラグそう
[4768.756] (S)イエール: umeYay
[4769.578] gajpmwtdpw: ラッキー
[4771.336] demonbane_twosword: pingくせーいまの
[4775.594] LGA2011: 都心だとNURO多すぎて逆に遅いみたいなのは聞いた
[4779.435] (S)fahmy0825: that ping...
[4783.417] neon_d99: nuroはそもそも貸し出しモデムに当たり外れあるから笑う
[4787.146] すいそう: ああいう事あったから逆にちゃんとする読みでNURO契約したけどまじで快適だよ
[4787.477] てつか: NURO辞めます
[4788.250] tabibitox: p60台は香港クラス
[4790.933] (S)ぺりんご: 近所にNUROユーザーどれくらいいるかとかでも変わりそう
[4792.378] Livan_Lilivan: ときどさんも年齢チェックにひっかかるようになってきたか？
[4799.852] shinkarma7: 回線マスターが多いな
[4804.718] kawasak1n: ときどさんにはいい環境でしてもたいたいよ
[4806.817] (S)軽く捻るか: 闇
[4808.360] (S)箸くれ: ソフバンはヤフーの時からずっとクソ
[4809.376] (S)イエール: 闇！？
[4809.629] 憂う者の弟子: 逃がさん！！
[4811.385] une3333: 逃がさん！
[4811.475] (S)Fkdso555: ときどの闇
[4812.878] tibusa8: NUROは不動産屋からの悪評よく聞いたわ
[4818.712] サラバア: ういいい
[4819.360] ミジンコ隊長: ｗ
[4819.666] (S)イエール: マーダーダークネス
[4820.664] (S)日本語かな: 闇の継承者
[4821.103] neon_d99: 大足ブンブンｗ
[4822.254] (S)surop666: ｗｗｗｗ
[4822.515] magu_dx: ｗ
[4822.868] とろきりで: え？
[4823.161] takahashiseigi: ラグいのかw
[4823.223] tekkotz: ぶんぶんｗｗ
[4823.392] domontyan: ないすうううう
[4823.411] fireballkid1981: 深かったｗ
[4823.680] niboshidaiashi: ｗｗｗ
[4823.803] 000105: ｗｗ
[4824.630] (S)イエール: wwww
[4824.721] (S)ちぇすとです: あ
[4825.060] 絵馬にょ: 笑
[4825.861] しすてむえらー: おつおつ！
[4826.481] (S)switchdv: ｗｗｗｗｗｗｗｗｗｗ
[4826.693] ヴィヴィ2046: wwwwww
[4826.738] (S)箸くれ: 完封
[4826.870] (S)軽く捻るか: はーい
[4827.077] (S)日本語かな: ww
[4827.419] だいこん_: ｱｲｲｲｲ
[4827.424] suzu_mushi: Ｗ
[4827.547] (S)gularain: W
[4827.558] neon_d99: おつかれさまー
[4827.571] ミジンコ隊長: だいあしぃ！
[4827.603] 80808527: www
[4827.644] kiton_taichi: 闇すぎる
[4827.944] Krizalid99999: LUL
[4828.017] Jeakfreet: おつかれさまでした
[4828.208] LGA2011: ｗｗｗｗｗ
[4828.242] bec118_japan: おつー
[4828.429] bikibiki999: ｗｗｗ
[4828.512] gift_hope: yes yes yes
[4828.985] (S)でかちゃん: お疲れ様でした！
[4829.066] gajpmwtdpw: 大足ぶんぶん丸
[4829.095] balthazar000: おつ
[4829.380] (S)monpiipop: おつかれさました！
[4829.481] chin_bell_: 大足
[4829.511] (S)軽く捻るか: お疲れ様でした！
[4829.777] (S)mart_00_: おつ！
[4830.090] (S)イエール: おつおつ
[4830.210] 何も知らないジョンスノウ: 3回w
[4830.257] (S)日本語かな: お疲れ様でしたー
[4830.425] haniwa09: お疲れさまでした
[4830.639] (S)mirin_melon: 決まったw
[4830.895] (S)箸くれ: 王だったなぁ
[4831.185] ゲームおじさん: おつかれさまでした
[4831.407] johndoe6523rp: お疲れ様でした！
[4832.091] とも8はる: お疲れ様でした〜
[4832.123] demonbane_twosword: おつです
[4832.159] (S)てべす1103: 2100のった！
[4832.265] nakao1976: お疲れ様でした♪
[4832.404] (S)yukikaze083: お疲れさまでした～
[4832.638] fbhjkl: お疲れ様でした
[4832.758] (S)ponponguripon: きもちー
[4832.915] tabibitox: おつおつ
[4833.134] rinze_chan: えいたのような大足ただった
[4833.191] (S)switchdv: おつ
[4833.234] 80808527: おつ
[4833.432] suzu_mushi: おつかれさまでした
[4833.644] une3333: 乙したー
[4834.268] ヴィヴィ2046: おつ！
[4834.276] bikibiki999: おつおつ
[4834.321] kawasak1n: おつかれさまでした
[4834.565] (S)gularain: おつかれさまーーーー！
[4834.831] kotokiig: お疲れ様でした
[4835.017] (S)のぶとも: 大K何回ふんねんw
[4835.055] mmiiacha: umeSalute
[4835.634] twitchyarutch: お疲れさまでした
[4835.714] (S)箸くれ: いってらっしゃい
[4835.855] mishi_hakushi: おつです
[4835.858] matsu_zalem: お疲れ様ですー
[4836.097] 何も知らないジョンスノウ: おつおつ
[4836.327] balthazar000: また来週？
[4836.432] ちふ0717: お疲れ様です
[4836.436] kurare2020: おつかれさまですー
[4836.662] (S)てべす1103: お疲れ様でした！
[4837.121] (S)fahmy0825: lol
[4837.377] エスシーハート: お疲れ様でした。
[4837.613] kiton_taichi: お疲れ様ですー
[4837.685] すいそう: うおおおつ！
[4837.799] riku_0726: 笑ったwお疲れ様でした！
[4838.302] (S)ringo_35: お疲れ様でした！
[4838.679] Umipuzzle: 気持Ｔ～～
[4839.248] だいこん_: umeSalute
[4839.461] ソーラン武士: HeyGuys
[4839.490] donburikanzeu: お疲れ様でした
[4839.498] fireballkid1981: 乙
[4839.740] nakao1976: ノシ
[4839.836] 泣き虫サクラ: そこんとこヨロシク。
[4840.683] johndoe6523rp: SeemsGood
[4840.729] nameless510: おつ
[4841.020] bec118_japan: さいならー
[4841.625] une3333: 明日は昼から夕方までメンテです！
[4841.674] unriva_2021: おつかれさまでした
[4841.883] SeventyTwo_7: umeJam
[4842.618] ミジンコ隊長: はいー
[4843.159] shiroee3: おつ
[4843.272] (S)utsutsu_same: お疲れ様でした！ 
[4843.358] しすてむえらー: ちゃんと切ってね
[4844.992] (S)イエール: うーい
[4845.044] Krizalid99999: SeemsGood
[4846.367] 憂う者の弟子: 見に行くか お肉のお姫様を
[4846.486] hotsumaowo: おつかれさまでした
[4849.902] すいそう: こりゃ今日は酒もうまいで
[4849.996] riku_0726: お疲れ様でした！
[4851.688] tama_zx61: おつっす
[4851.719] mamamamatsu: お疲れ様でした
[4854.042] reinfoise_: おつかれさまでした
[4854.258] kumanobed: お疲れさまでした
[4854.607] (S)のぶとも: かるびいくか
[4854.885] 333alien333: EH?!
[4855.318] neon_d99: レイドなしか
