[32.049] junichi_pad: 🐮🖐にょっす！
[2148.715] おしっこ隊長: 社長！？www
[2148.729] どどめ色: あれ！サブスク出来るようになっとるやん！！はよ教えろよ！！
[2148.971] kyantama8181: いいねw
[2149.378] soukainasu: ちょろい扱いwwww
[2149.599] na1245789356: ちょろい
[2150.009] djnekomi: エフカーカーで配信つけて✋
[2150.166] sinochan_: 世界ね
[2150.193] (S)パープルサワー: くそわろてる
[2150.380] kentaro12013: 世界すきだね
[2150.383] sonic6124: 世界だったらどこでもいいんか
[2150.592] anko0705: 刺青はその後の人生を背負う覚悟が無いとな
[2150.819] (S)hire218: ゲームしらんのに
[2150.909] masak_0713: 世界大会ならなんでもいいんだろ？笑
[2151.106] (S)みい_0615: 単純でかわいいわ
[2151.331] na1245789356: wwww
[2151.823] (S)2017eve2: １番イージーwww
[2151.942] mah011q: 風邪ひいてる？？？
[2151.953] ザーサイふぉい太郎: 世界って言葉が大好き
[2152.002] sentia18: 声きったな
[2152.186] pado_ma: www
[2152.223] yuco_923: ちょっろw
[2152.677] tomosaboten: チョロ元
[2152.781] takesi37564: ちょれぇなあ社長
[2152.818] (S)りおそぐわないネキ: 可愛い社長wwwwww
[2153.263] garigeri: 世界はほぼ確や
[2153.401] kanahibi: 左手の新しいタトゥー見たい
[2153.477] ami_xoxo_: 世界って単語に弱すぎやろwww
[2153.626] foy_xoxo: 世界には敏感w
[2153.675] (S)blood_rose_home_96: 行こうぜ‼️世界大会‼️
[2153.989] (S)island_33: 社長かわいいw
[2154.066] イルカ89: チョロすぎる笑
[2154.515] 福山はさまります: いきたい
[2155.172] nepia58: 世界に弱いww
[2157.020] rain_on_friday: かーんたん
[2157.714] dryabocado: 行くのがwww
[2157.767] jpkengo012342000: あいつ知らんやろwwww
[2157.967] (S)アイソンキャリー: 社長RTしてたしなww
[2158.792] potetooo8: よかったねぇwww
[2160.017] yuu_ge: 世界大好き野郎
[2160.532] motiduki06: いくいく〜
[2160.638] (S)kuda_rk: イージー
[2160.973] pampkinmen: 社長も参加する可能性？？
[2161.268] かつらどん: 社長スマブラは強いよね
[2161.461] monaca1010: そこが良いところ
[2162.845] gachapin_4869: 小学生やんwwwwww
[2163.288] hotaru_hotartu: 社長可愛いwww
[2164.064] motiduki06: チャリでくるな
[2164.333] (S)あみふぉい: Cheer100可愛い社長💙
[2164.691] (S)katotokato: ウォチパやってほしーー
[2164.917] na1245789356: 世界で釣られるwwww
[2165.567] ariari0707: 世界バカ。わ
[2165.710] (S)みい_0615: さすが木元www
[2165.894] takesi37564: 社長壺売ってたで
[2166.644] haruto0859: 世界好きすぎるw
[2166.956] くまる335: 選手より目立ちそうw
[2167.249] (S)パープルサワー: 着るのかよwwwwwww
[2167.858] lala202209: 行きたい
[2167.900] soralira: かわいいw
[2168.051] (S)kana19850914: 世界大会の前座的なのでDJやらそうｗｗｗ
[2168.065] ami_xoxo_: 可愛いなwww
[2168.685] ukiukigindaruma: 声まだ枯れてる
[2169.650] yuu_ge: ちょろwww
[2169.778] nicojwele2525: 世界と言う単語が好きなんだな!
[2169.869] (S)hire218: 社長エペ出来るの？
[2169.989] スピード田中: 中身分かってないのが一番おもろい
[2170.025] (S)blood_rose_home_96: っぱチワワｗｗｗｗｗｗｗｗｗ
[2170.667] イルカ89: 社長に世界って言葉使ったらめちゃ喜ぶ笑
[2170.832] yuco_923: 世界って付けばなんでも良さそうw
[2170.835] pampkinmen: 社長はezなんかぁwww
[2171.410] (S)2017eve2: わーwww
[2171.425] (S)kerokerokurop: まだ喉調子よろしくない？？
[2172.843] (S)りおそぐわないネキ: 世界好きすぎるやろwwwwww
[2173.215] gap18690511: 帰って来たと思ったクソちょろいの草wwwwww
[2173.368] hptm_rabbit: かわいw
[2173.491] masak_0713: 手のひらの上
[2173.641] せのび_: 犬
[2173.898] (S)aki444444: 子供か🤣
[2173.903] na1245789356: おもろwwww
[2174.150] rain_on_friday: どぅーいーじー
[2174.675] (S)みい_0615: 子どもやな
[2175.057] (S)chika_430: 可愛いなぁ
[2175.490] (S)アイソンキャリー: ちょろwww
[2175.692] kentaro12013: PopNemo
[2176.364] おしっこ隊長: ほんとちっちゃい犬みたいだな
[2176.578] (S)パープルサワー: 笑い止まらんwwwwwwwww
[2176.796] ami_xoxo_: 世界大好きな子供やwww
[2177.315] gachapin_4869: 小2レベルやんけwww
[2177.960] soukainasu: 言いそうw
[2178.284] (S)りおそぐわないネキ: wwwwwwwww
[2178.474] (S)risukamo: バブかわいすぎるやんけｗｗｗｗ
[2179.334] (S)どどめ色: どどめ色 subscribed at Tier 1. 
[2180.392] ザーサイふぉい太郎: NOEZのユニいつお披露目？？？？
[2182.590] (S)island_33: wwwww
[2183.071] Fancy5510: 社長、海外すきだもんね
[2183.246] jpkengo012342000: Dj訳わかんないとこで盛り上がりそう
[2183.448] rei_marika: BegWan
[2184.561] solbad123: 社長ってなんのゲーム配信すんの？
[2185.040] (S)koyoru358: デザインもうできてる？ユニフォーム
[2185.053] ースターマイン: 旅行前すぎる
[2186.026] (S)kerokerokurop: まだ喉調子わるい？？？
[2186.293] ukiukigindaruma: また声枯れるよー
[2186.639] 34tsuru: 『世界』って言葉使えばどこでもついてきそう。
[2187.429] ariari0707: 世界の社長。世界の釈迦
[2187.594] こいだま: 脇はどんな反応だった？
[2188.035] (S)kana19850914: チア募集はいつや？
[2188.283] na1245789356: 世界チラつかせたらいい
[2188.704] かつらどん: 社長はスマブラとぷよぷよさせとけばいいやろ
[2189.033] (S)りおそぐわないネキ: おもろすぎwwwwww
[2189.132] 福山はさまります: フォイ兄さんゾロみたい
[2189.216] しづく1112: さすがトリセツわかってるw
[2189.233] r1ntaso: あいつらは世界行けそう
[2189.783] love__stick: 🌎️😀🖖✨😙🤞"🕹️➰🎮️,,✨😛🤏✨🌎️✨
[2189.905] djnekomi: 社長でミーム作って流行って欲しい
[2190.620] aukunnanoda: ふぉいくんに相談です。
[2190.778] aoashi2525: SOEZ社長
[2190.892] na1245789356: ww
[2190.959] (S)パープルサワー: DJ世界
[2191.459] イルカ89: 世界一になるんやったらなんでもいいんかな笑
[2191.694] opanda1990: 潤ってるオメーら吐き気するしwキンモイしw底辺のリアルの表現見ててオモロかったのにリア充感🖕🏻汚いリアル見せ続けろよクソがw
[2192.307] towa06134: 社長、脇、ふぉいの3人でゲームは面白そう
[2194.435] (S)kuda_rk: 世界だったら何でもいいのか
[2194.584] Ramen4398: もう社長プロになろう
[2194.846] (S)blood_rose_home_96: 楽しみにしてるぜ❗
[2194.946] tomo0286: 楽しみやん
[2195.070] _暇神_: いつかワンピースとってくるのか
[2195.388] surumeika931: 草www
[2197.620] (S)アイソンキャリー: そのうち宇宙とか言い出さんよな？ww
[2197.877] takesi37564: 社長いつかワンピース獲りにいきそうw
[2198.346] (S)hire218: ユニホーム買えるようにして
[2198.472] gachapin_4869: 意外！
[2198.998] yum_yu_carol: ユニほしい！
[2199.130] sentia18: 沖縄の上位互換 世界
[2199.686] masak_0713: レプリカ販売してー
[2200.165] motiduki06: 子供5人いるルフィ
[2200.424] せのび_: ユニフォーム欲しい
[2200.637] kakeru32: 世界進出第一よね
[2200.748] (S)りおそぐわないネキ: え、楽しみ
[2201.019] potetooo8: たのしみ🥰
[2202.391] na1245789356: なるほど
[2202.524] ukiukigindaruma: 喉大丈夫？
[2203.113] (S)koyoru358: レプリカ売って欲しいわ
[2204.156] flower_7878: みんなも買える？
[2205.027] hotaru_hotartu: 社長インタビュー動画でもインドネシアゲーム配信あついって言ってたね
[2205.801] greenmonster4545: お前はゾロだよ
[2206.902] イルカ89: 社長だけユニホームをタンクトップにしよ
[2207.054] ザーサイふぉい太郎: 純 入れたか？？？？
[2207.271] ajumag: dj世界
[2207.672] kamata0303: おやすみなさい
[2207.893] 2cogori: 俺だけの時間だぜ
[2208.453] djnekomi: ユニフォーム販売して
[2208.709] na1245789356: わきがんばれ
[2208.929] (S)ねこ三匹: 🌎🌍🌎🌍🌎🌍の
[2209.089] (S)kerokerokurop: メラメラと
[2209.752] gachapin_4869: 笑いながら頃すタイプ
[2211.501] rei_marika: 脇さんもなんかカッコイイ
[2212.124] (S)1007yokko: エペ楽しみーーーめっちゃ
[2212.792] (S)いくぅぅぅん: うちに秘めるタイプ
[2213.117] kentaro12013: ワキすごい集中してそう
[2213.119] (S)パープルサワー: ワロタ
[2213.842] (S)blood_rose_home_96: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[2216.262] jpkengo012342000: 配信しないのかな
[2216.458] (S)nachi_ir: nachi_ir is gifting 1 Tier 1 Subs to dj_foy_foxx's community! They've gifted a total of 2 in the channel! 
[2216.486] foy_xoxo: 社長ゲーム配信するとか言ってたもんねw
[2216.908] (S)nachi_ir: nachi_ir gifted a Tier 1 sub to pipimaru100! 
[2217.568] hayakenta: www
[2218.831] ami_xoxo_: 流石www
[2218.922] hojoh_jp_114: aruber1Sharingan
[2218.935] na1245789356: wwwww
[2220.088] (S)りおそぐわないネキ: wwwwww
[2220.230] kakeru32: それぞれなにか自分の中の1番があるんですね
[2220.651] (S)みい_0615: 脇にも注意www
[2221.523] しづく1112: www
[2221.915] (S)island_33: wwww
[2222.059] (S)パープルサワー: むっつりやん
[2222.936] (S)kerokerokurop: 仲間はずれされてる…
[2223.546] aoashi2525: ウォッチパーティーしてくれ
[2224.425] rain_on_friday: お前ら短期間に情報量多すぎるねん
[2224.543] (S)katotokato: ｗｗｗｗ
[2224.629] こいだま: wwww
[2224.965] rei_marika: 笑
[2225.473] (S)youzi_man: 脇、イケメンだもんなー✨🙈
[2226.654] イルカ89: 社長だけユニホームを民族衣装にしよ
[2226.892] (S)kana19850914: ユニホームは売らんのか？
[2228.484] (S)りおそぐわないネキ: おもろwww
[2228.613] kakeru32: それぞれなにか自分の中の1番があるんですね、
[2228.650] ayato_osusi: ふぉいってk4senさんと絡んだことある？
[2228.695] ami_xoxo_: 気づけばwww
[2228.721] pado_ma: ヴァロ、エペ以外も選手とってくの？
[2228.741] kou_3350: www
[2229.380] (S)アイソンキャリー: 脇くんは配信しろ
[2230.112] na1245789356: わきシェアせんとや
[2231.510] かつらどん: わーきー？
[2231.637] yakusimanzu: 中三男子です、長文失礼します。今年の夏祭りに同い年の女の子誘いたいと思ってます。女の子遊びに誘ったことないんですが、どうやって誘えばいいでしょうか？教えてください🙏
[2231.734] akasatama0: 今度好きな人と一緒にその人とは初めてのデートに行くんですけどなんかオススメのデートプランとかあったりしませんか？？
[2231.756] na1245789356: wwww
[2232.249] (S)risukamo: さすが脇ｗ
[2232.673] (S)1007yokko: 寂しいねー
[2233.641] Fancy5510: www
[2234.973] gachapin_4869: 脇さんにはホラゲーして欲しい
[2234.988] 32gksjg: バランス取れてるわ
[2235.177] (S)hire218: やったー！
[2236.436] baddapy: ユニホーム売ってくれい
[2236.497] takesi37564: 社長のユニホーム欲しい
[2236.549] おしっこ隊長: 脇はいつも落ち着いているよな
[2237.067] hojoh_jp_114: aruber1Sharingan
[2237.318] ami_xoxo_: 1歩先をいくねw
[2238.012] (S)hire218: 買う
[2238.259] gap18690511: もう世界をエサにして社長鍛えたら良いのでは?バケモンみたいに強くなりそう
[2238.730] (S)blood_rose_home_96: シェアする程余裕がねぇかｗｗｗ
[2239.855] ukiukigindaruma: 脇ばりイケメン
[2240.131] gk_seikimatsu: こんちゃす
[2241.149] monaca1010: はい。
[2241.271] rain_on_friday: 賢者は昨日済ませている
[2241.788] 福山はさまります: 行こう
[2242.473] (S)みい_0615: １人ぼっちはヤメてください
[2242.584] masak_0713: パジャマにする
[2242.692] djnekomi: どこで買えるの
[2243.419] ザーサイふぉい太郎: ユニに純は入れたか？？？
[2243.528] r1ntaso: スト6部門は作る気ある?
[2243.698] potetooo8: やったーーーー！
[2244.141] xxxstmxxx: パジャマにしよー！
[2244.286] lala202209: 買う
[2244.345] tomo0286: 親戚ww
[2244.410] masuta1123: わきはがんばってる
[2244.560] こいだま: 脇とゲーム配信してほしい
[2244.744] (S)りおそぐわないネキ: え、買う！
[2244.949] (S)りょうちゃんー: こんばんはぁ！
[2245.195] soukainasu: 青い炎 脇
[2245.707] (S)パープルサワー: 国の制服にするか
[2245.841] せのび_: エペ学ぶわ！
[2245.962] (S)chika_430: 一緒にエペ配信やってたのが懐かしいな
[2246.243] (S)kana19850914: グッズ楽しみにしとるよ
[2246.387] (S)mozurara: 世界大会楽しみやな
[2246.416] ariari0707: 世界大会、、、笑
[2248.130] jpkengo012342000: 軽いな
[2248.167] (S)island_33: きたー！！！
[2249.018] hotaru_hotartu: 伝言w
[2249.223] kakeru32: 内なる炎にとどめすぎですね
[2249.417] (S)koyoru358: お前は部屋着をユニフォームにしろ
[2249.618] 34tsuru: 脇くんとホラーゲームしてほしい
[2250.592] (S)りおそぐわないネキ: 買う買う！
[2251.913] (S)blood_rose_home_96: 買うぞ‼️
[2252.127] ami_xoxo_: みんなでユニフォーム着て応援だー！
[2252.929] (S)ねこ三匹: ネフリの本物かと思った🤣ストーリー
[2253.008] bamiri_31: ニコニコ動画サイバー攻撃されてる
[2254.344] (S)みい_0615: 遊ぼ！！！！！
[2254.502] しづく1112: 楽しそう！
[2254.529] tepodonn: あつ森部門は？
[2255.614] ukiukigindaruma: グッズ楽しみ
[2255.837] hayakenta: 社長もゲームするらしいから3人でエペしてくれ
[2256.327] hojoh_jp_114: aruber1Shinchanbanzai
[2257.298] (S)nachi_ir: nachi_ir is gifting 1 Tier 1 Subs to dj_foy_foxx's community! They've gifted a total of 3 in the channel! 
[2257.336] (S)kerokerokurop: ドイツ🇩🇪ドイツ〜🇩🇪
[2257.521] flower_7878: それ着て応援する！
[2257.770] mnmr_e: 最近ペクスの競技シーン見てなかったけど応援するぞ
[2257.999] (S)nachi_ir: nachi_ir gifted a Tier 1 sub to 蓮だよ! 
[2261.024] (S)いくぅぅぅん: まずパスポート用意しとく
[2262.483] おしっこ隊長: あそぼあそぼ
[2262.553] motiduki06: おばちゃんはゲームわからんけど応援しとるよ
[2262.762] kuiijichan: 似合うように痩せる
[2262.954] こいだま: 3人でゲームしないの？
[2263.087] aoashi2525: ウォッチパーティーしてください
[2263.900] (S)chika_430: 楽しみだね
[2266.470] na1245789356: ユニフォーム
[2266.726] yuyutkt: こんばんはー！
[2266.953] ぷっちゃんは猫: 脇も脇らしい社長も社長らしいwww
[2267.930] hopooooooo: きたあああああああああああ
[2267.964] (S)1007yokko: みどり？
[2268.147] (S)2017eve2: 早く見たい
[2269.021] rain_on_friday: 脇はアピールせんから知られてないけど濃いんよ
[2269.075] (S)あみふぉい: ドイツ🇩🇪
[2269.394] (S)blood_rose_home_96: 楽しみだねぇ🎵
[2270.368] 34tsuru: スポブラ見たいな？
[2270.469] (S)kuda_rk: よかったね
[2270.704] djnekomi: 社長ユニフォーム売って欲しい
[2271.312] かつらどん: かっこいいのを頼む
[2271.765] (S)みい_0615: お前も子どもやんwww
[2272.975] gachapin_4869: 草
[2273.055] na1245789356: wwwwwww
[2273.101] (S)アイソンキャリー: ウォチパしてね
[2273.617] kakeru32: パリピ！
[2274.398] takesi37564: ふぉいのユニホーム何色？
[2274.430] jinpay: 世界ほぼ確定よね？
[2274.690] ザーサイふぉい太郎: お前そーいえば今日はハイゲユニじゃないやんww
[2274.736] (S)kerokerokurop: 着っぱなしな
[2275.355] na1245789356: しぬwwwz
[2277.227] (S)パープルサワー: だっさ
[2277.388] うしゃ丸: 復活ライブ日本でやって！！！
[2277.476] tonkeacha: 脇がもしレペゼンやめてもふぉいはやめないでほしい🥺
[2277.887] kanahibi: 脇ふぉいはゲームで世界一になるのか
[2278.661] 福山はさまります: かわいい
[2279.237] love__stick: 🥸🤞🎩 🥳🤲🎉 🤩🤞✴️ 🥳🖖✨
[2281.248] kakeru32: パリピ！！
[2281.652] (S)りおそぐわないネキ: ふぉいくんにこにこしてて可愛いね🥰
[2282.383] (S)1007yokko: みどり？？w
[2284.238] Saviozilizz: amaterasu shisui genki dama sama?
[2284.315] xxxstmxxx: ださw
[2284.752] しづく1112: キーボードはしぬw
[2284.979] keizi1221: おお！初めて来れた！心の拠り所にしよ皆よろしくお願いします😆
[2285.406] gachapin_4869: 脇さん配信されないの寂しい…
[2286.945] kentaro12013: ユニフォームオークションしたら借金返せるのでは
[2287.521] イルカ89: 今のうちにノージーフォックス応援しとこ
[2287.761] na1245789356: アー写とってほしいwwww
[2288.286] fuku0216: 無知で申し訳ないもう世界大会出れるのは確定？
[2288.850] (S)kana19850914: グッズほしいなー
[2288.963] rox5214: ヴァロのチームの来年のメンバーは今探してる感じですか？
[2289.720] (S)koyoru358: ティファニーブルーいいよな
[2290.775] jpkengo012342000: フラグ立つぞww
[2291.769] ザーサイふぉい太郎: millionみたいな写真にしてくれ！！！笑笑
[2292.787] (S)ねこ三匹: BegWan
[2292.795] hojoh_jp_114: aruber1Gengar
[2292.949] (S)アイソンキャリー: NOEZのマウスとかキーボードほしい
[2293.971] ekun0629: わこふぉい！葬送のフリーレンおもろくね？？？
[2294.080] takesi37564: ふぉいのユニホーム絶対買う！
[2294.292] baddapy: 脇とふぉいと社長でチーム組もう
[2295.508] motiduki06: ユニフォーム7色に光る？
[2297.799] くそびん: おす、2日でバイトクビになった！
[2299.885] (S)ゆうと紫特攻服: うぇーーーい✌️
[2300.122] ami_xoxo_: ワクワクな子供すぎるかっこいいね楽しみだね🥹
[2300.256] nova_k25: ほかにもなにかつくるりますか？？？
[2301.395] (S)パープルサワー: 小室哲哉みたいにキーボード二刀流しろ
[2301.967] (S)みい_0615: 笑顔で楽しめるのはいいね
[2302.084] renarena11: すきだよ
[2302.803] tepodonn: ユニフォーム柄のタトゥーシールでしょ
[2303.041] soukainasu: そこはオクタンのコスプレでしょ
[2304.275] 2blyro_: 元気か！？！！？！！
[2304.891] rei_marika: 好き
[2307.527] (S)chieko10: そこはオーナーの顔しといて🤣
[2307.685] イルカ89: 令和の流行りやけんねー
[2308.505] (S)blood_rose_home_96: 行くなぁ(^^)✌️
[2309.960] deen_zmn: プレイヤーの英語の綴り間違えてるっすよ、NoEZのサイト
[2310.274] hojoh_jp_114: aruber1Gengar
[2310.670] 2soscalum: 今日お前の同接多くね？
[2311.170] na1245789356: わかったよふぉいさん
[2311.645] yuu_ge: 古参な
[2312.553] (S)いくぅぅぅん: 大丈夫、すき
[2313.407] (S)youzi_man: いいなー  楽しそうで(*´꒳`*)ﾖｷﾖｷ🎶
[2313.457] tomosaboten: 乗っちまうぜ？
[2313.510] おしっこ隊長: いくよな！
[2313.672] せのび_: 古参ぶっていい？
[2315.013] renarena11: だーいすき
[2315.017] gap18690511: 朝倉海もUFCで海外カチ込むし、日本が世界をひっくり返す時が来た!!!
[2315.519] しづく1112: あーあれでしょってねw
[2315.692] muteki911: 古参ぶれるね！！
[2316.231] nicojwele2525: それはそう!
[2317.567] (S)kuda_rk: 今買えるうちにね
[2318.033] na1245789356: 古参になれるんか
[2318.343] aoashi2525: 古参になれるんですか？
[2318.742] 106chan: 古参面していこうか
[2318.804] takesi37564: ふぉいの古参になるか！
[2319.017] dryabocado: マウント取ろ
[2319.134] (S)みい_0615: 社長よりも先に世界一‼️
[2319.576] ariari0707: ユニフォームはお坊さんの服で。
[2320.031] (S)2017eve2: NOEZ古参w
[2320.228] kanahibi: 社長より先に世界一になろ
[2320.593] Fancy5510: オーナー特別仕様にしたら？
[2322.127] another_yesman: おけ
[2322.160] r1ntaso: 古参アピやめてね 
[2322.501] hojoh_jp_114: aruber1Sharingan
[2322.522] イルカ89: おれもこさん！
[2323.007] (S)1007yokko: タトゥー柄とかやばいw
[2323.063] kentaro12013: 古参になりたい
[2323.422] せのび_: やった〜！
[2324.130] ami_xoxo_: 古参だー！
[2324.160] yuco_923: もう好き
[2324.319] (S)kana19850914: おい！チアはどうしたんや！そこが一番大事やろが
[2324.412] (S)blood_rose_home_96: 古参ぶるな‼️
[2326.692] bigmoota: DJってむずかしいですか？
[2326.896] tasumaniadv: 唾だけな
[2327.025] (S)りおそぐわないネキ: マウントとれるやった
[2327.468] うしゃ丸: 大好き💓
[2327.503] 福山はさまります: いまから、古参ぶります
[2328.238] kakeru32: 古参アピしといた方がいいやつって感じか
[2328.914] (S)ねこ三匹: 好きーーー(๑♡∀♡๑)
[2329.419] potetooo8: 夢がひろがりんぐ
[2329.639] jpkengo012342000: いてぇわww
[2329.888] かつらどん: 古参ｗ
[2331.505] takesi37564: 今からでも古参？
[2332.060] reo_821: ムラゲの次に好き
[2332.104] ザーサイふぉい太郎: millionみたいな写真にしてくれ！！！笑笑
[2332.362] (S)katotokato: ｗｗｗｗｗ
[2332.409] monaca1010: やった
[2333.312] (S)blood_rose_home_96: 古参ぶるぞぉぉぉぉぉ🙌
[2336.119] (S)パープルサワー: へそだしwwwwwwww
[2336.525] おしっこ隊長: 古参ぶるー
[2336.598] captsharj: いいね
[2336.841] ryuugirrrrrrrrrrrrrrr: おはようございます
[2337.302] keizi1221: 古参は立候補制ですか
[2337.470] masuta1123: いいね
[2337.739] takesi37564: へそだしやめてくれ
[2337.800] イルカ89: へそピ付けよ笑
[2338.039] orokanakatsumi: 乳首出しがいいなぁ
[2338.050] ぽんジュース: 今からでも古参？
[2338.086] (S)koyoru358: フリルとかつけてもらお
[2338.255] hayakenta: 俺たち最古参だぞ
[2338.261] renarena11: えそれはおもろい
[2338.520] (S)kana19850914: お前スポブラやろ
[2338.826] kentaro12013: DJふぉい知らんやつやばいぞ
[2339.337] another_yesman: wwwww
[2339.387] 2soscalum: 今日お前の同接多くね？？
[2339.714] xxxstmxxx: 可愛い！
[2339.920] HANABl_777: リドルを追ってノーボーダーフォックスなるかも
[2340.175] soralira: かわいい！それみたいw
[2340.290] (S)1007yokko: 短キニ
[2340.527] こいだま: wwww
[2341.484] (S)りおそぐわないネキ: wwwwwwwww
[2342.266] saki311: 所見っす
[2342.629] yuu_ge: スポブラ仕様でええやろ
[2343.129] monaca1010: チア
[2343.792] motiduki06: たすかる
[2343.987] kakeru32: 地獄絵図
[2344.019] (S)あみふぉい: 可愛い
[2344.022] (S)いくぅぅぅん: それにして
[2344.073] (S)みい_0615: ヘソ出しwwwかっけーwww
[2344.704] かつらどん: へそ出しやめなさいwwwww
[2344.706] kentaro12013: 俺古参だからな
[2344.784] (S)risukamo: ギャル仕様ｗｗｗｗｗｗ
[2345.135] tomo0286: ポンポン作ったる
[2345.430] gachapin_4869: チアガール募集しろ
[2345.474] (S)りおそぐわないネキ: 可愛いwwww
[2345.672] (S)aki444444: ブラ墨出したら？🤣
[2345.875] takesi37564: ちんこだしでいいよ
[2345.930] tomosaboten: バニーでも可
[2346.137] (S)chika_430: おもろ笑
[2346.265] nicojwele2525: チラ裏
[2346.461] ryuugirrrrrrrrrrrrrrr: 今なんの話なんですか？
[2347.596] aoashi2525: 真っ黒チアリーダー
[2347.931] (S)りおそぐわないネキ: して欲しいwww
[2348.113] piyopiyohi: ふぉいのファンネームってあんの？
[2348.174] ukiukigindaruma: ミニスカ？
[2349.240] yagiyag1: やったー！生ぜつだん見れたー！
[2349.243] (S)blood_rose_home_96: へそだしｗｗｗｗｗｗギャルやｗｗｗ
[2349.459] Fancy5510: へそ！
[2349.461] ザーサイふぉい太郎: チア部作ってくれ！笑笑
[2349.779] yumenafish: 腹出てまうわ
[2350.306] (S)kerokerokurop: 可愛いおなごならまだしも…
[2350.319] 8lue___: 脇はのいじーで主にどういう業務とか役割担ってんの？
[2350.385] 2cogori: 半裸でも刺青あるからおけ
[2350.520] うしゃ丸: ヘソwww
[2350.610] (S)kuda_rk: スポブラで応援しよ
[2350.867] (S)1007yokko: それはいい
[2351.645] (S)koyoru358: いやなチアだなおい
[2351.675] ぷっちゃんは猫: なんか社長も帰ってきて肩の力抜けた顔してるね☺️
[2351.678] dryabocado: いいねwww
[2351.774] hojoh_jp_114: aruber1Mofletes
[2351.847] (S)kana19850914: スポブラとコラボか
[2352.062] xxxstmxxx: スポブラ作ろうよ！
[2352.089] (S)イシヘンジンの匡くん: そっち楽しみだなww
[2352.848] pado_ma: そこはブラ型
[2353.127] takenoko0312: 疲れてるとおもうんですけど相談良いですか？
[2353.355] kakeru32: 地獄絵図、
[2354.254] 福山はさまります: へそぴ？！
[2354.290] soralira: いいねw
[2355.263] sakurarako: かわいいwww
[2356.114] djnekomi: 可愛い担当かあ
[2356.223] motiduki06: 腹巻きしとき
[2356.776] soukainasu: オクタンマスクでアイコン撮ろう
[2356.950] ariari0707: ギャルふぉい
[2357.643] (S)ねこ三匹: かわちぃ💜ふぉい君🤣
[2357.671] (S)nachi_ir: チア墨
[2357.790] rain_on_friday: 猫タトゥーみえるね(*^^*)
[2357.866] くまる335: エペの選手はどうやって口説いたんですか？
[2357.902] (S)chika_430: へそピもしてね
[2358.893] gachapin_4869: チアガール募集してwww
[2359.101] おしっこ隊長: お前プレイせんの？www
[2359.705] jpkengo012342000: なんか落ち着くわこの音楽
[2360.237] ami_xoxo_: 世界一可愛いチアやんwww
[2360.450] panyuuuu88: チアダンス楽しいよ
[2361.537] takesi37564: へそピいいね
[2361.811] Fancy5510: 特別にして！
[2365.292] anko0705: そういえばへそピは開いてないんだもんね
[2365.441] イルカ89: ギャルゲーマーチーム
[2365.670] yuco_923: ブラ墨が役に立つね
[2365.974] (S)みい_0615: この際全部出せ！！！！！
[2366.130] motiduki06: 言ったな？
[2366.549] 2blyro_: ブラ墨懐かしいやんｗｗ
[2366.773] ぽんジュース: チアやりたい
[2367.480] keizi1221: 同接すごwwwwww
[2368.762] (S)hire218: w
[2369.405] しづく1112: www
[2369.458] (S)aki444444: いいねへそピ売って🫡
[2369.571] xxxstmxxx: へそピあいてる！つけるー！
[2369.634] yuryur125125: キングスリーグから来ました
[2369.761] (S)kerokerokurop: 女装しろよ
[2370.691] (S)blood_rose_home_96: ゲーミング界隈盛り上がるぞ‼️
[2371.105] renarena11: 笑笑
[2371.459] (S)noriko_3: へそ出しならブラ墨みえんやろ
[2372.725] せのび_: 日本のやばい反社がいるって思われるって
[2373.172] みろこデラックス: www
[2373.267] takesi37564: ちんこだしやろやっぱ
[2374.252] うしゃ丸: むっちゃ見たいw
[2374.287] かつらどん: ギャルふぉい
[2374.388] mnmr_e: みんなギャル見たらちびっちまうよ
[2374.482] ぷれん: 右腕おはよう〜
[2374.525] (S)いくぅぅぅん: ちょうど今日へそピ開けようと思ってたところ
[2374.986] gachapin_4869: それがふぉいや。安心しろ
[2375.518] na1245789356: そんなん眩しすぎる
[2375.927] love__stick: 🦪🧜🏼‍♂️✴️🧜‍♂️✨🧜‍♀️🧜✨🦪🧜‍♂️🦪"🧜‍♀️🐚🧜💨✨
[2376.881] (S)どどめ色: ギャルが応援してるチームっておもろいやんｗｗ
[2378.536] aoashi2525: お前のセフレを全員チアリーダーにさせろ
[2378.675] masak_0713: チアいたら人気出るやろ
[2378.768] 眠れるねこ: ライブ映像見たよ！かっこよかった！
[2380.070] mamasansan030: (oˆ罒ˆo)
[2380.292] ami_xoxo_: チアガールのリーダーがふぉいって豪華
[2380.296] orokanakatsumi: ビキニの日焼け跡つくっとこう
[2380.848] motiduki06: 白ギャルと黒ギャルどっちも出して
[2381.037] (S)koyoru358: NOEZの狐のへそピ出してくれ
[2381.851] (S)アイソンキャリー: 入りたい選手いっぱいいるだろww
[2382.256] yuu_ge: カルバン・クラインのスポブラみたいなユニフォームは？
[2382.633] イルカ89: ゲーマーチームでギャルはあんまおらんやろ
[2383.864] (S)blood_rose_home_96: 良いやん‼️
[2384.025] pinoarasippp: tntnの位置に白鳥がある奴は？
[2384.189] (S)1007yokko: 風俗ビルに引き続きやね
[2384.257] ザーサイふぉい太郎: ムラゲが嫉妬するなww
[2385.063] kuiijichan: 新規です。ふぉいくんの配信ってTwitchだけですか？？
