[10.556] ほるす_: DinoDance
[4361.028] (S)るえん: くー！ 
[4364.941] (S)どんちゃん12: ワースト狙ってる？
[4372.940] (S)氷崎光輝_こうき_: 次なんだと思う？
[4376.400] (S)wonder131415: ギャンブル雑魚脱却したい
[4376.522] (S)にぶい: スクラップ捨てる作業になってる
[4387.692] ヨシダァァ: やめるなんて選択肢ないんだよ……ここに座ったらもう100か0か
[4389.842] (S)mii_gm: gocchaGanbare
[4391.519] (S)gayagaya: 無いなりそう…
[4418.238] (S)とびうお30匹: 腹をくくった賭け方になってるｗｗ
[4423.992] (S)まめ222: ここに座ったら0しかないです
[4438.152] (S)ありちこ: gocchaWakotu
[4441.654] hachiko0000: 5.1.3.?.3.3.5.1.1
[4449.417] 年金200円: 3
[4462.090] (S)まめ222: これもまたロマン
[4476.446] (S)nenenba3: ごっちゃんの糞ギャンブラームーブ好きw
[4482.514] akiaki1109: 5,1,3,(3か1),3,3,5,1,1,1,
[4490.025] 멜비_: <3
[4492.406] (S)ruuu_a: gocchaWww
[4492.529] (S)re1chans2: gocchaLove
[4494.465] (S)みゆ5252: gocchaLove
[4495.281] (S)きっこまん: gocchaLove
[4496.250] (S)まりん_112: gocchaLove
[4496.436] (S)おーちゃん21: gocchaLove
[4496.766] (S)るえん: gocchaWww
[4498.433] (S)颯椛: gocchaLove
[4499.902] (S)ユーイング: gocchaWww
[4500.115] (S)ななみ0717: gocchaLove
[4500.408] (S)ちぇりぴー: gocchaWww
[4501.765] (S)ankosan0375: gocchaLove
[4502.350] (S)まりん_112: ww
[4503.297] akiaki1109: w
[4503.725] (S)いとあ: あら、可愛い
[4504.941] (S)ke_rberos: もんちゃん…
[4505.578] (S)mxnya_: ｗｗｗ
[4506.691] (S)ゆう_黒: ww
[4510.663] (S)おーちゃん21: gocchaWww
[4511.623] (S)りゅうとうだび: 一サイロ分だから
[4512.477] (S)おやつはほねっこ: gocchaLove
[4515.669] (S)ななみ0717: www
[4515.955] (S)特濃あんころ餅: gocchaWakotu
[4517.133] (S)wonder131415: gocchaWww
[4517.392] (S)kobo_gm: www
[4519.929] kaimu0725: もんちゃんえぐいなw
[4522.207] (S)ke_rberos: 二人でマイナス約15万ｗｗｗｗ
[4522.453] (S)Caaarii_: 笑われてるw
[4522.992] hachiko0000: gocchaGanbare
[4524.481] あもしえる: wwwww
[4524.874] tokioboys: 見覚えのあるメンツ
[4527.896] (S)tenkoko_77: 引いてますよとw
[4533.096] (S)とびうお30匹: バケモノにあったって思ったんだろうな
[4552.410] (S)ユーイング: 逆にそんだけかけるスクラップがあったってことよ
[4572.277] (S)nenenba3: 最下位もモンちゃんに奪われたら本当に何も残らなくなるから最下位はなってほしいw
[4653.334] hachiko0000: えぐい
[4655.707] (S)とびうお30匹: メンバーがひでぇこと考えてるｗｗ
[4657.554] (S)ke_rberos: 封印すなｗ
[4661.043] (S)shiki_karakyou: メチャ強
[4663.830] (S)こはるぅ: 勝てるわけないw
[4664.804] (S)tanifuji23: おお
[4710.562] (S)ke_rberos: (^ω^)
[4712.945] 祭礼: かてへんやんこれ
[4737.274] (S)りゅうとうだび: もうだめや
[4770.552] akiaki1109: おお！
[4773.822] hashibiro1755: gocchaGanbare
[4774.467] (S)ke_rberos: ？！
[4775.819] (S)氷崎光輝_こうき_: おおおおお
[4776.402] (S)はくまいこ: ええ！！
[4778.305] (S)おやつはほねっこ: ‼️‼️
[4778.786] hachiko0000: gocchaGanbare
[4781.499] satome_sf2: 足りない…
[4783.407] (S)アイシュ: あぶなっ
[4786.549] (S)こはるぅ: 増えたw
[4786.641] (S)mi0_x: 今きたw
[4787.094] (S)ひちゃそ: ｗｗｗ
[4787.777] (S)37kkk: ごっちゃぁん 
[4798.997] catrabbitme: 連続あるよ
[4801.339] 祭礼: 10まんかせいで見返そ
[4833.762] (S)gayagaya: 5000ツッパ！
[4873.178] (S)とびうお30匹: よさそうな賭け方！夢あるよね
[4878.573] (S)tanifuji23: 5に5000でも美味いな
[4910.613] (S)とびうお30匹: 今のはキツイ
[4916.148] (S)氷崎光輝_こうき_: 1も怖い
[4920.590] ヨシダァァ: wwww
[4921.939] (S)りゅうとうだび: で１と
[4922.960] (S)よっぴ24: 1
[4924.849] hachiko0000: これで1きたらつらいw
[4929.543] (S)mari_atsu_kai: gocchaGanbare
[4933.358] (S)Hiroki_gtr34: なんか色々裏目ってるね
[4933.711] ヨシダァァ: これ勝ちました
[4933.814] (S)にぶい: 1賭けなくなってからだいたい破滅してる
[4938.468] ふぬぬ: ５５５５５５
[4939.047] (S)thegorira: 20
[4940.924] hashibiro1755: gocchaGanbare
[4944.475] (S)まりん_112: 🙏
[4948.875] (S)gayagaya: 1はあかん
[4949.274] hachiko0000: gocchaGanbare
[4950.559] (S)檸檬ティー: gocchaGanbare
[4958.124] (S)こはるぅ: ＭＡＰみて帰ってくる前に離れないとおｗ
[4960.859] (S)tanifuji23: はい
[4962.473] hachiko0000: 負けても釣りで稼げるし！
[4962.695] (S)どんちゃん12: 考えてかけてるの？
[4968.626] (S)みすたぁ801: しってたw
[4969.048] 祭礼: もうはさん？
[4970.797] akiaki1109: gocchaZannnen
[4970.961] (S)よっぴ24: 下手です
[4971.476] (S)鬼煎ちゃん: そーよねw
[4971.614] (S)黒亜_: ？w
[4972.121] (S)mari_atsu_kai: BibleThump
[4974.843] (S)りゅうとうだび: ですよねｗ
[4975.037] (S)コアセルベート: いつも通り
[4975.479] (S)まりん_112: suzune7Gugigi
[4976.281] gfoohc: gocchaWww
[4976.441] (S)るえん: gocchaZannnen
[4984.706] (S)wonder131415: ギャンブル雑魚脱却出来ず 
[4987.350] (S)とびうお30匹: １だけは絶対かけちゃダメなんだけどね期待値的に
[4991.481] kuzuaya: こんばんは～昨日のシップのお宝？部屋の番号って分かったんですか？
[4998.551] (S)りゅうとうだび: 豚さんが止めようとしたｗ
[5000.572] 匿名_1203: マイナスが更新されていくww
[5005.264] (S)るえん: wwwwww
[5010.797] (S)ゆきぃにゃん: ｗｗｗｗｗ
[5012.234] hachiko0000: wwwwwww
[5013.154] (S)無川來: wwww
[5013.406] (S)shiki_karakyou: wwwwww
[5013.723] (S)まりん_112: gocchaWww
[5014.195] (S)re1chans2: wwww
[5014.318] (S)blau_lira: えぇーw
[5016.311] (S)kobo_gm: gocchaWww
[5016.612] (S)ほたるいかん: wwwwww
[5017.844] (S)ピーターガブリエル: やらんなｗ
[5017.967] (S)hisa_to__: gocchaWww
[5019.957] (S)ななみ0717: wwww
[5021.943] (S)とびうお30匹: 今のは煽ったのが悪い
[5022.007] (S)ちぇりぴー: www
[5022.025] (S)wonder131415: wwwww
[5022.764] (S)まりん_112: たしかに 
[5024.353] akiaki1109: @kuzuaya 土地の番号で、いただきましたよ 
[5030.047] (S)みすたぁ801: ギャンブルをしにきてるんだもねw
[5034.227] うしの子: 考えれてたら113億も消えてないって
[5037.961] (S)パチモーノ_ウェスカー: gocchaWww
[5038.735] (S)ppgrd: ごっちゃんに期待値は無理よｗ
[5043.773] (S)たけちゃん軍団: gocchaWww
[5055.432] (S)tanifuji23: パパにおねだりしよ
[5056.678] (S)氷崎光輝_こうき_: あれ？へりは？
[5059.605] tugeroku: ヘリは
[5060.349] (S)まめ222: 考える人はギャンブルしません
[5060.646] (S)野苺: 渋ハルマッマに怒られる所見たいw
[5064.987] 祭礼: マーティがんばろうね
[5066.689] akiaki1109: gocchaGanbare
[5066.926] (S)あさ_0017_: 海賊狩るか...
[5067.381] (S)すき焼きの春菊: 稼ぎじゃない欲しいのはロマンだ
[5067.601] ~MISSING_COMMENTER_INFO~: ここまで来たら最下位取りたいな
[5067.627] (S)コアセルベート: またへり忘れ？
[5067.979] (S)とびうお30匹: へりー
[5069.597] (S)イルヘイスト: ネジブッ飛んでナンボのギャンブル王
[5070.322] (S)山本だよーん: つりか？
[5073.462] (S)ピーターガブリエル: 脳汁出すか出さないかの勝負やぞｗ
[5074.068] (S)まりん_112: がんばれ 
[5075.273] (S)Hiroki_gtr34: 海賊狩り？
[5075.964] (S)みみまい: ママに怒られそう～ｗ
[5077.899] (S)wonder131415: gocchaGanbare
[5077.918] (S)ptpxfaith: ママに嫌われないようにねｗｗ
[5078.038] (S)yuzimorioka: ミニヘリ〜
[5078.629] (S)nenenba3: ぶっち切り最下位のがおもろいやんw
[5079.342] (S)blau_lira: 113億の男だぞ？舐めるなよ！？
[5082.584] akiaki1109: エイムくんだ〜
[5086.423] (S)ke_rberos: パパお金ないなったよーーー
[5087.254] (S)pokorugon: 海賊〜
[5091.730] (S)techieeeeno: つてくなｗｗ
[5092.757] (S)ゆう_黒: www
[5095.774] hachiko0000: wwwwww
[5101.579] akiaki1109: w w w
[5102.280] (S)まりん_112: ww
[5104.253] (S)おやつはほねっこ: 😂
[5104.292] (S)ryotomokazu: チクチクwww
[5104.467] (S)みゆ5252: wwwww
[5107.239] (S)おーちゃん21: gocchaWww
[5107.635] (S)りゅうとうだび: 煽る渋ハル
[5107.858] (S)wonder131415: wwwww
[5108.020] (S)るえん: www
[5108.679] (S)ひちゃそ: おわっててすいませんｗｗｗｗ
[5109.750] (S)re1chans2: うざーい
[5111.268] hachiko0000: パパお小遣いなくなったー！
[5112.040] (S)みすたぁ801: あるあるw
[5112.075] (S)きっこまん: www
[5112.279] かぉちゃん: wwwww
[5112.977] (S)はくまいこ: あるあるww
[5113.752] (S)kobo_gm: gocchaWww
[5113.977] うしの子: ｗｗｗ
[5114.577] (S)re1chans2: gocchaZannnen
[5115.762] (S)まりん_112: gocchaWww
[5116.212] (S)ロミとん: ｗｗｗ
[5117.452] (S)ke_rberos: ばれてるｗｗｗ
[5118.419] (S)みほまる_: wwwwwwwwww
[5121.689] (S)re1chans2: ばれてるw
[5121.851] (S)野苺: す、すいやせん……w
[5122.073] (S)pokorugon: チクチクやばー
[5123.294] (S)blau_lira: えっグゥ
[5124.298] (S)はくまいこ: もんちゃんww
[5124.906] (S)まりん_112: あっw
[5125.944] かぉちゃん: あwwwww
[5126.922] skg39: あwww
[5128.058] (S)ちぇりぴー: www
[5129.387] (S)ankosan0375: 最下位のほうがおもろい
[5130.563] hachiko0000: もんちゃんwwwww
[5131.673] (S)おやつはほねっこ: もんちゃん🤣🤣🤣🤣
[5132.812] (S)p3qp3q: ギャンブルしに来てんだぞ！w
[5133.687] (S)re1chans2: wwww
[5135.419] さんっ: ｗｗｗｗｗｗ
[5136.241] (S)とびうお30匹: いいけど、えぐいのは真実ｗ
[5136.354] かぉちゃん: もんちゃんwwwww
[5136.519] (S)Hiroki_gtr34: モンド最強のカード持ってるwww
[5137.184] akiaki1109: w w w
[5137.358] gfoohc: 自分で増やして溶かしてるだけだしね 
[5138.639] (S)ゆきち178: www
[5139.897] (S)まりん_112: もんちゃんww
[5141.184] (S)こはるぅ: チームのお金持って抜けますw
[5146.479] (S)アイシュ: さすが おれのもんちゃんｗ
[5150.881] (S)みすたぁ801: 元々ギャンブルチームだったしなw
[5151.554] (S)nemuiyoru: 財務大臣がギャンブラーなチーム
[5155.549] 働くひよこ: かま掘られてるwww
[5158.428] (S)uutannn: でも大勝ちして結局負けてるだけだからねw
[5162.275] かぉちゃん: ギャンブルの見方心強いwww
[5168.834] skg39: もんちゃんが財務大臣でよかったw
[5173.734] (S)ずんずん322: gocchaGanbare
[5178.842] (S)りゅうとうだび: リグの攻略が完全に見えてたらっ渋ハルママも優しかったかもしれん
[5202.699] (S)野苺: この世界でギャンブル王目指してたしね元々ww
[5240.280] akiaki1109: gocchaGanbare
[5246.372] (S)pokorugon: まぁ、チームの為に言ってるんだけど、もっとカジノしたいね
[5252.138] (S)るえん: gocchaGanbare
[5252.469] (S)ke_rberos: 海賊もおいしくなってるといいな！
[5252.680] (S)山本だよーん: 海賊だー！！
[5254.147] (S)ate0613: gocchaGanbare
[5254.173] (S)blau_lira: 負のギャンブル王なら確実にいけるなw
[5260.409] hachiko0000: 海賊だー
[5261.372] (S)こはるぅ: 注射器も手に入るし海賊狩りいいねｗ
[5268.761] (S)mari_atsu_kai: gocchaGanbare
[5272.363] (S)__ゆっちゃん__: 海賊王復活
[5286.061] (S)pokorugon: 報酬増えてるかもよ
[5298.752] hachiko0000: ロケランの弾とか出ないかなぁ
[5309.561] (S)ke_rberos: 前と同じ場所に宝箱沸いてないかな
[5347.997] (S)まめ222: 武器いかつ
[5379.574] (S)uutannn: ごっちゃんが取ったパラシュート1万で売れたならチームに貢献してる
[5400.314] (S)ぽろなる: 渋ハル一晩でなくなるは舐め過ぎ！１時間でしょ！
[5403.471] ふぬぬ: パラシュートは300
[5415.486] (S)ひちゃそ: ｗｗｗ
[5418.701] (S)ななみ0717: 確かに1晩持たんw
[5429.494] (S)blau_lira: どんどん増えてくの…見た事あるなぁw
[5433.294] (S)コアセルベート: 美味しくなさすぎるwww
[5456.562] (S)tanifuji23: 感覚麻痺ったのか不味く感じるw
[5476.039] (S)ひちゃそ: ｗｗｗｗｗ
[5484.694] (S)黒亜_: www
[5519.152] (S)ユーイング: 見張る前に買うのストップすればいいのにねw
[5535.379] (S)ゆゆぴぴあいす: gocchaWakotu
[5544.424] (S)pokorugon: ても、面白かった
[5599.990] (S)re1chans2: www
[5643.422] (S)dolphin_1_: ここでもんちゃんに乗っかればいいのにｗ
[5657.177] (S)リイア: gocchaWakotu
[5660.935] (S)re1chans2: 夢を見たことがないから分からないんだきっと、、、
[5662.529] (S)_真琴_: ママおこよw
[5667.005] (S)tanifuji23: でも賭けなきゃ勝てない
[5670.000] (S)とびうお30匹: ギャンブラーとハル君は絶望的に話が合わないのおもろいｗ
[5675.370] うちのまめ: www
[5678.067] (S)kiara3_55: gocchaWakotu
[5678.830] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[5679.279] (S)re1chans2: ママだって爆勝ちしたら変わる
[5679.869] (S)blau_lira: わーおw
[5683.891] (S)re1chans2: wwwww
[5696.795] (S)ぽろなる: １０万をちょっとって言える渋ハル羨ましい～
[5711.738] (S)tanifuji23: ママを中毒にすればいいw
[5733.516] うちのまめ: wwwwww
[5755.691] (S)こはるぅ: チェストー
[5759.445] (S)とびうお30匹: チェストプレート売れないかな
[5864.723] (S)こはるぅ: 249の火力で頭パーンって爆発してるみたいｗ
[5894.275] (S)pokorugon: 黙々と資金集め泣
[5905.299] (S)ひちゃそ: ｗｗｗｗｗ
[5908.395] (S)ruuu_a: gocchaWww
[5913.563] (S)mari_atsu_kai: ママ 
[5922.322] (S)しあん_ぷえる: gocchaWakotu
[5929.360] tm_171717: インパウンドwwww
[5933.136] かぉちゃん: wwwww
[5942.939] (S)blau_lira: ここにやってもらった人いまーすw
[5950.189] (S)ruuu_a: 筋肉ww
[5979.819] (S)pokorugon: ごっちゃん頑張れー♪
[5981.432] (S)氷崎光輝_こうき_: 海賊狩り～
[5993.439] (S)こはるぅ: 小清水さん以外ストグラ勢かｗ
[6087.698] 一恋: 透ちゃんもストグラ勢ではある
[6136.476] (S)無川來: 海賊ナーフされた？
[6147.298] (S)Hiroki_gtr34: 明らかにしょっぱくてなってない？
[6147.509] (S)無川來: 前より物資少ないように見える
[6156.900] (S)あさ_0017_: 同業者いるね
[6166.343] (S)w_andon_w: 一旦しょっぱいかもね
[6212.288] (S)りゅうとうだび: 一旦マイティいきてぇな
[6214.344] (S)dolphin_1_: ボス以外の既存の要素だと一人で稼ぐには限界があるな
[6234.161] (S)みるもち: gocchaWakotu
[6245.863] (S)re1chans2: 麺ASMR
[6264.093] (S)re1chans2: ペヤングですか？？
[6361.430] (S)ruuu_a: wwwww
[6372.434] (S)re1chans2: wwww
[6383.212] (S)tanifuji23: wwww
[6452.714] (S)re1chans2: もぐもぐ 
[6569.086] (S)みっつぉ: gocchaWakotu
[6613.222] (S)re1chans2: gocchaGanbare
[6644.805] (S)ーてるまー: わこつ 
[6645.693] (S)きっこまん: gocchaGanbare
[6656.073] hachiko0000: gocchaGanbare
[6666.428] (S)ruuu_a: ああw
[6670.272] (S)ゆう_黒: ww
[6676.504] (S)re1chans2: www
[6683.887] うちのまめ: www
[6685.679] (S)re1chans2: 地団駄
[6689.699] (S)ムムタソ: さぁ海に出ようw
[6693.297] (S)ruuu_a: つらwwww
[6702.078] (S)nuupu_pu: BibleThump
[6752.280] (S)真っ赤なとまと: 最後の手段…土地売っちゃう？
[6798.026] (S)まめ222: もう土地は売れなそう
[6813.541] (S)とびうお30匹: やってます・・・
[6817.976] (S)nenenba3: 傭兵でいくんなら報酬はもらえないね
[6820.500] (S)ruuu_a: gocchaWww
[6821.094] hachiko0000: wwww
[6821.500] (S)るえん: gocchaWww
[6825.434] (S)kobo_gm: gocchaWww
[6825.674] tm_171717: wwww
[6826.469] (S)ゆう_黒: gocchaWww
[6829.064] (S)ゆきぃにゃん: ぱぱｗ
[6830.481] (S)黒亜_: www
[6830.565] hachiko0000: 優しいありけんパパw
[6831.437] (S)真っ赤なとまと: BibleThump
[6834.227] うちのまめ: wwwwww
[6834.324] (S)__ゆっちゃん__: パパ‥
[6834.717] (S)おーちゃん21: 😇😇
[6837.920] (S)おやつはほねっこ: パパー 
[6838.041] (S)みみまい: こっそりやってんのうけるｗ
[6838.671] (S)あさ_0017_: 優しいパパwww
[6838.810] (S)re1chans2: パッパ 
[6839.666] (S)ななみ0717: ww
[6844.427] (S)ななみ0717: パパー 
[6850.472] (S)真っ赤なとまと: パパ優しい
[6889.481] tm_171717: wwww
[6889.945] (S)るえん: www
[6890.350] (S)ゆう_黒: www
[6892.091] hachiko0000: wwwwww
[6894.870] (S)うちのわんこしか勝たん: 吸う？wwww
[6895.619] (S)ruuu_a: wwww
[6896.864] tm_171717: 吸う？wwww
[6897.549] (S)みみまい: 吸うやめてｗ
[6899.628] (S)dolphin_1_: す、すえんのｗｗｗｗ
[6899.896] (S)まりん_112: gocchaWww
[6901.999] (S)kiara3_55: www
[6902.045] (S)ひちゃそ: ｗｗｗｗｗｗｗｗ
[6903.608] (S)ななみ0717: 吸う？www
[6904.087] (S)ゆきち178: ww
[6904.115] (S)おーちゃん21: gocchaWww
[6905.100] (S)かなち__93: gocchaWww
[6905.283] (S)kobo_gm: www
[6905.445] (S)瑠璃__るり__: ｗｗｗ
[6907.664] (S)みすたぁ801: w
[6908.118] (S)37kkk: やめーい
[6909.758] (S)ruuu_a: しんどw
[6910.939] さんっ: すっすえるのw
[6911.369] (S)るえん: wwwwwwwww
[6911.581] (S)牙王ちゃん: す、吸えんの
[6912.620] (S)蒼依_はるの: ｗｗｗｗｗｗｗｗ
[6913.161] (S)kobo_gm: gocchaWww
[6913.291] hachiko0000: gocchaWww
[6913.574] (S)うちのわんこしか勝たん: wwwwww
[6913.671] (S)ゆきぃにゃん: ｗｗ
[6914.309] (S)ankosan0375: gocchaWww
[6916.730] (S)ゆう_黒: wwwww
[6918.585] (S)mari_atsu_kai: gocchaWww
[6919.176] (S)ない_: gocchaWww
[6920.631] (S)ななみ0717: wwww
[6920.687] (S)re1chans2: みんな困惑w
[6920.785] (S)ruuu_a: gocchaWww
[6921.835] (S)かなち__93: gocchaWww
[6922.994] (S)re1chans2: gocchaWww
[6923.015] tm_171717: wwww
[6923.934] (S)黒亜_: gocchaWww
[6924.429] (S)ななみ0717: ちょっとじゃねぇww
[6924.530] ちゃむ05: ｗｗｗｗｗｗｗｗｗｗ
[6925.242] (S)blau_lira: 切り返しえっぐぅw
[6927.668] (S)nouka5hima: こっちおいでwwwwww
[6930.050] (S)いおりさ: こっちおいでｗｗｗｗ
[6930.141] (S)いとあ: ちょっとなんだwwww
[6930.280] (S)___み___: ｗｗｗｗｗｗ
[6930.747] (S)かなち__93: こっちおいでwwww
[6931.304] (S)みみまい: きもいｗｗｗ
[6932.239] (S)kobo_gm: 誘ったwww
[6933.270] (S)とびうお30匹: なんだこの空間
[6933.469] (S)mxnya_: しぬｗｗｗｗｗｗ
[6935.154] (S)おーちゃん21: RuleFive
[6937.483] (S)re1chans2: こっちおいでwwww
[6939.874] n_nxo_n: やらないかwwww
[6940.297] (S)いおりさ: きもい草ｗｗｗｗｗ
[6940.378] tm_171717: こっちおいではwwww
[6941.637] (S)ユーイング: ？
[6942.591] hachiko0000: おいで？wwww
[6942.611] (S)ぷつん: きしょすぎるwww
[6943.507] (S)うちのわんこしか勝たん: す、す、すえんの？www
[6944.802] (S)ate0613: gocchaWww
[6944.908] (S)nouka5hima: やめてくれwwwwww
[6944.988] (S)ゆきち178: gocchaWww
[6945.019] (S)ーてるまー: 変な空気になったwwwww
[6945.854] (S)らりれら: BLwwwwww
[6946.157] (S)ななみ0717: やめてwwww
[6946.515] (S)ゆう_黒: wwww
[6946.882] (S)ruuu_a: おいでやめてwww
[6947.534] (S)いおりさ: おいでｗｗｗｗｗｗｗｗ
[6948.830] (S)蒼依_はるの: ええ声でおいでてｗｗｗｗｗ
[6948.972] (S)末廣堂: おいでwww
[6950.377] (S)ななみ0717: wwwwwww
[6951.813] (S)アイシュ: ええ声でいうなｗｗｗｗ
[6952.292] (S)おやつはほねっこ: 🤣🤣🤣
[6952.744] (S)mxnya_: きっつｗｗｗｗｗｗ
[6952.941] (S)re1chans2: www
[6953.138] (S)nenenba3: ごっちゃん、ノリアキさんのネタ知らない？w
[6953.954] (S)ぴこりん3: やばいｗ
[6954.221] (S)野苺: おいでwww
[6957.775] (S)いおりさ: 急にｂｌｗ
[6957.798] (S)おーちゃん21: 🤣🤣🤣
[6958.449] (S)コウジ2525: gocchaWakotu
[6958.453] (S)__とうふ__: ちょっとキツいかww
[6964.340] (S)w_andon_w: えぐめwww
[6964.530] (S)ruuu_a: wwwww
[6966.510] (S)きくリン: この空間だけ2時とかかもしれん
[6967.834] (S)みじんこベジた: 「おいで？」が無駄に優しいwww
[6969.419] (S)hisa_to__: gocchaWww
[6970.272] (S)末廣堂: 多様性w
[6970.764] (S)re1chans2: gocchaWww
[6972.965] (S)ろこづ: いけぼの無駄使い
[6976.650] hachiko0000: 出すwwww
[6976.886] (S)かなち__93: gocchaWww
[6977.457] (S)37kkk: いらん
[6977.903] (S)ruuu_a: だすwwwwwwwwww
[6978.103] (S)ゆきぃにゃん: だす？？？？？
[6979.452] tm_171717: 出すwwww
[6979.733] (S)nouka5hima: 出す！！？wwwwww
[6981.581] (S)氷崎光輝_こうき_: wwwww
[6982.292] (S)nuupu_pu: wwww
[6983.929] さんっ: もうｗｗｗｗｗｗ
[6986.535] (S)blau_lira: えぐえぐw
[6988.608] (S)うちのわんこしか勝たん: ありけんが逃げるレベルwww
[6990.030] (S)re1chans2: wれららら
[6991.866] (S)chip_chop122: しんどwww
[6994.543] (S)w_andon_w: 出すやめてwww
[6996.199] tm_171717: 全然出すwwww
[6998.999] hachiko0000: 引いてるwwwww
[6999.060] (S)瑠璃__るり__: ｗｗｗ
[7000.445] (S)うなぎや: wwwww
[7002.104] (S)みみまい: 見たくはないｗｗｗ
[7004.826] (S)blau_lira: まだゴールデンタイムですよ！w
[7005.592] (S)ゆきち178: www
[7005.828] (S)まりん_112: 全然出す笑う 
[7006.681] (S)ゆきぃにゃん: ｗｗｗ
[7006.825] (S)nouka5hima: 出るとこみたいってなに！？
[7007.021] (S)re1chans2: 動揺で誤字ったw
[7007.040] (S)nuupu_pu: えぐいw
[7007.623] (S)ひちゃそ: しんどｗｗｗ
[7008.469] (S)mxnya_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[7008.547] (S)ななみ0717: wwwwww
[7011.426] (S)マニャーナ: アウトｗｗｗ
[7011.648] tm_171717: wwww
[7013.497] (S)こたち_123: wwww
[7015.286] (S)seki_unn: wwww
[7016.978] (S)るえん: wwwwwwwww
[7017.292] (S)氷崎光輝_こうき_: wwwwww
[7017.769] (S)kobo_gm: wwwwww
[7018.875] (S)nouka5hima: きちぃwww
[7020.323] (S)re1chans2: wwwww
[7020.509] hachiko0000: wwwwww
[7020.524] (S)ぷつん: えぐいwwwwwwwww
[7021.490] (S)ruuu_a: gocchaWww
[7021.979] (S)みみまい: びしゃーーーｗ
[7024.280] さんっ: ｗｗｗｗｗｗ
[7024.325] (S)とびうお30匹: なんやねんｗ
[7024.482] tm_171717: きついwwww
[7024.664] hachiko0000: 浴びたwwww
[7024.677] (S)ゆきぃにゃん: ばしゃぁｗ
[7025.285] (S)かなち__93: wwww
[7026.570] (S)ななみ0717: wwww
[7027.792] n_nxo_n: ビシャァァァァ！w
[7028.093] (S)らりれら: すっごいwwwwww
[7028.289] (S)にいな27: すっごい出たwww
[7029.071] (S)ゆきち178: ww
[7029.465] (S)ruuu_a: きつwwwwwwwwww
[7029.629] (S)千人: しょうもないｗｗｗ
[7029.655] (S)みすたぁ801: 出過ぎw
[7030.711] (S)re1chans2: びしゃーーーwwww
[7031.338] (S)おーちゃん21: 🤣🤣🤣🤣🤣
[7032.247] (S)いおりさ: ｗｗｗｗｗｗｗｗｗｗｗ
[7032.543] さんっ: すげぇ出たｗｗｗｗｗｗ
[7034.069] (S)いとあ: weew
[7036.260] (S)ke_rberos: きっついまじｗｗｗｗｗｗｗｗ
[7036.340] (S)おやつはほねっこ: エグい量🤣🤣🤣
[7036.399] (S)re1chans2: すっごい出たw
[7037.102] (S)きくリン: 水浸しwww
[7037.287] (S)ちゅんんんん: WWW
[7039.282] (S)氷崎光輝_こうき_: wwww
[7040.249] (S)いおりさ: 出し過ぎやめてｗｗｗｗｗｗｗｗｗ
[7045.242] (S)nouka5hima: 男ってホントやだねww
[7047.120] (S)ななみ0717: アホすぎるwwww
[7048.895] (S)アイシュ: 落ちが雑ｗｗｗ
[7050.061] (S)nenenba3: もう2人してBANされろw
[7052.557] (S)Hiroki_gtr34: 一旦9時ではあるww
[7055.738] (S)はにちっく: 終わってるw
[7061.851] n_nxo_n: 怪我させようとすんなwww
[7064.150] (S)mxnya_: ｗｗｗｗｗｗｗｗｗ
[7064.817] (S)ruuu_a: 準備しとるwww
[7066.696] (S)ぷつん: wwwwwwwww
[7069.790] (S)うちのわんこしか勝たん: さわるwww
[7070.777] (S)氷崎光輝_こうき_: どうぞwww
[7077.117] (S)___み___: ｗｗｗｗｗｗ
[7077.403] (S)野苺: どうぞww
[7078.528] (S)いおりさ: 触ってｗｗｗｗｗｗ
[7080.669] (S)ゆきち178: ww
[7080.881] (S)瑠璃__るり__: ｗｗｗｗｗｗｗ
[7080.941] (S)re1chans2: どうぞwww
[7081.715] (S)ruuu_a: えぐwwwwwwwwww
[7082.277] (S)るえん: wwwwwwwww
[7082.284] (S)ちゅんんんん: WWWWWWWWW
[7082.440] (S)ぷつん: 怒られろwwwwwwwww
[7082.932] (S)ゆきぃにゃん: ｗｗｗ
[7084.093] (S)うなぎや: wwwww
[7084.462] (S)kobo_gm: gocchaWww
[7084.573] (S)ダーヨ: ｗｗｗ
[7084.722] (S)いおりさ: きもいｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7084.820] (S)かなち__93: こらこらwwww
[7084.998] (S)tapachun: ひどいｗｗｗｗｗｗｗｗｗ
[7085.227] (S)nouka5hima: 終わってるwwwwww
[7086.591] (S)とびうお30匹: 小学生かよｗｗ
[7087.771] (S)miwa_jesee: wwwwwwwwwwwwwwwwwww
[7087.998] (S)ぽろなる: しょうもなさすぎるｗｗｗｗｗｗｗｗｗｗ
[7088.288] さんっ: ｗｗｗｗｗｗ
[7088.394] hachiko0000: wwwwww
[7088.675] (S)らりれら: wwwwww
[7089.180] ~MISSING_COMMENTER_INFO~: キモすぎw
[7089.258] (S)おやつはほねっこ: アホや🤣🤣🤣🤣🤣
[7089.548] (S)ななみ0717: wwwwwww
[7090.112] (S)逝き活きとした玉袋筋太郎: wwwwwwww
[7090.869] (S)みみまい: ｗｗｗｗｗｗ
