[10.418] rioniku1515: うおおおおおおお
[4003.927] れもんちぃ0: wwwwww
[4004.406] (S)ﾂﾅマヨ: あ
[4004.915] ドらコアら: ぎゃ
[4004.941] (S)ハゲオ: ぎゃいーーん
[4005.126] ayunosioyaki0223: あ
[4005.171] kuruto__: あ
[4005.177] ホトトギス: ぎゃ
[4005.278] (S)yunoooa: ギスギス
[4005.298] aina___10812: あ
[4005.876] Ichigo_Strawberry15: ぎゃいーん
[4005.975] (S)いとりお: wwwwwwwwwwww
[4006.032] tugussiy: そりゃそうだろ
[4006.286] miamio121: ぎゃ？
[4006.582] nazu_7z: あｗｗ
[4006.929] sunomono8: あ
[4006.948] himajin___: ぎゃいーん
[4006.996] オレオおおおおおお: おー
[4007.079] mbando55: ぎゃい…
[4007.130] (S)drowsy__46: あ
[4007.269] (S)re_nari: あ
[4007.660] awayuki__: awayuki__ subscribed at Tier 1. They've subscribed for 39 months! 
[4007.680] (S)panno_mimi: ぎゃいーん
[4007.719] (S)あるみ屋: ぎゃいーん？
[4007.809] kawaharaya: あ
[4007.817] dokukinoco: あ
[4007.824] (S)ko_do_1123: ぎゃいーん
[4007.955] crowsuke96: ギャいーん
[4008.513] 縮緬雑魚: ぎゃいー－－－－－－－－－－－－－－ん
[4008.522] ナラ抹茶: あ
[4008.533] kashiwa_ppz: ぎゃいーん
[4008.549] ao_aochin: 文句だなぁ〜w
[4008.687] (S)gu_taranosuke: あ
[4008.749] gaiantufan: あ
[4008.824] ルロア: ぎゃいーん
[4008.826] おじょーー: ぎゃいーーーん
[4008.884] ayunosioyaki0223: ちっ
[4008.933] (S)loy_qun_o: ぎゃ
[4009.062] (S)kagami_10_14_: ぎゃいーん
[4009.063] __あお: おおお
[4009.130] yururano_0: あ
[4009.148] pu_tyan: ぎゃいーん
[4009.165] (S)にわすずめ: ぎゃいー
[4009.256] (S)drowsy__46: ぎゃ？
[4009.290] (S)dhisan_ino: ぎゃいーん
[4009.311] そふぃ3: ぎゃいーーーん
[4009.532] ペネロペ: あ
[4009.638] れもんちぃ0: ぎゃいーん
[4009.781] あげだし丸: ぎゃいーん
[4009.822] おなまえ: ぎゃいーん
[4009.907] (S)いちうら: あ
[4010.008] (S)sora_mameee: ぎゃいーん
[4010.037] みそまる_315: ぎゃいーーーん
[4010.104] haku1219: あ
[4010.360] lara_3o: あ
[4010.382] waon_point: ぎゃいーん
[4010.415] (S)niku_aburami: あ
[4010.713] sakusaku0113: ぎゃ
[4010.884] nekoko28: ぎゃ………
[4010.984] らみら: ぎゃ
[4010.998] (S)purin_31: ぎゃいーん
[4011.025] shiroinuno_roa: ぎゃいーん
[4011.089] かっぴーと: ぎゃ
[4011.121] tugussiy: ぎゃいーん
[4011.169] kagura_kiba: ぎゃ
[4011.183] haru_anura: ぎゃいーーーん
[4011.355] charlotte0ra: おー
[4011.430] (S)kuugay0905: ぎゃいーん
[4011.628] (S)るちのー: ぎゃいーん
[4011.685] 愛の林檎: ぎゃい...
[4011.773] tadanohituzi: ぎゃいーん
[4011.917] toubun__: ぎゃいーーん
[4012.146] サシモ0626: ぎゃいーん
[4012.161] (S)なびさん: ぎゃいーん
[4012.225] もにゅぷぷ: ぎゃ、いーん
[4012.360] rei_0610: ぎゃいーん
[4012.480] yufy0919: ぎゃいーん
[4012.603] スペルタン: ぎゃいーーーん
[4012.694] sunomono8: ぎゃいーん
[4012.724] せきつい: ぎゃいーんポイント
[4012.745] syann_0131: ぎゃいーーん
[4012.828] (S)big___melon: ぎゃいーん！
[4012.839] universal_studio_alice: ぎゃ、いーん
[4013.010] sio_nori: ぎゃいーん
[4013.073] omomo67: ぎゃいーん
[4013.396] shilva_0: ぎゃいーん
[4013.424] マルゲリータ: ぎゃいーん
[4013.572] nattu__: ぎゃいーーん
[4013.691] (S)イモムシファザー: ぎゃいーん
[4013.924] oborodaifuku: ぎゃいーん
[4014.003] nari_0602: ぎゃいーん
[4014.169] (S)りんねんら: ぎゃいーん
[4014.175] (S)セレちゃ: ぎゃいーん
[4014.175] paseri_da: ぎゃ
[4014.785] (S)nark_99: ぎゃいーん
[4014.928] haineozZ2: ぎゃいーん
[4015.015] (S)いちうら: ぎゃいーーーん
[4015.088] (S)raruaaa: ぎゃいーん
[4015.160] sant_kirishima: ぎゃいーん
[4015.162] drem_chan: ぎゃ、、、
[4015.595] 黒治抹茶: ぎゃいーん
[4016.090] yoichimu: ぎゃいーん
[4016.198] 俺だよおれ: ぎゃいーーん
[4016.230] goriie1222: 100万の圧ですか？
[4016.271] dia11313: ぎゃ
[4016.294] 雪華0830: ぎゃいーーん
[4016.358] (S)kawapii0175: ぎゃいーーーん
[4016.560] nekoto01: れいーど正論パンチ
[4016.784] tyqnco: ぎゃいーん
[4016.919] ネコミミカラス: トラウマw
[4017.004] rinka59: あっぶ
[4017.453] gawrib: ぎゃ……
[4017.625] sjindoa: ぎゃいーん
[4017.992] (S)Ruria00: ぎゃ、ぎゃいーん
[4018.023] yona_0724: ぎゃー
[4018.039] kosuke25252: ぎゃ
[4018.219] (S)nekomrnn930: ぎゃいーん
[4018.372] chun_taro2004: 今北わこらだ
[4018.452] みかぬです: ぎゃいーん
[4018.610] kawasemi2525: ぎゃいーん
[4018.771] シマ8595: ぎゃいーん
[4018.800] ナラ抹茶: ぎゃいーん
[4018.858] shakekan0701: ぎゃいーん
[4018.998] (S)yuha2004: ぎゃいーーん
[4019.375] (S)tunamayo1234: ぎゃいーん
[4019.398] ichinomyo_taro: ぎゃ
[4019.479] nanadefo: ぎゃいーん…
[4019.826] 白身卵: ぎゃいーん
[4019.861] ken18790: ぎゃーいん
[4020.169] nobume0v0: ぎゃいーんしろやw
[4020.346] show_918: ぎゃいーん
[4020.430] komasannsann: ぎゃいーん
[4021.093] wasurete_shimae: 嫌な記憶w
[4021.921] SAKASAKASAnosomika: (っ’ヮ’c)ﾜｱ
[4022.112] くろざき: ぎゃいーん
[4022.586] gmpjwmmt: @naturalboy115 drmリス民度悪
[4022.700] Ganbaruooooo: ぎゃいーん
[4022.914] (S)baceneKo: あ
[4023.117] dokukinoco: ぎゃいーんキャンセル……
[4023.407] ネコミミカラス: ぎゃいーん
[4023.548] ひょーり: ぎゃいーん
[4023.555] (S)にわすずめ: お
[4024.154] あげのり: ぎゃいーん
[4024.271] goriie1222: お
[4025.454] kuruto__: ぎゃいーん
[4026.027] (S)ログリア: お
[4026.059] 狂人おかき: ぎゃいーん
[4026.116] oli_liriri: AIBO
[4026.119] o_neo: ぎゃいるとこだった
[4026.343] (S)冷ユレ: 伝説のぎゃいーん
[4026.861] (S)わらびもち_11: おお
[4026.925] ku11ta: 克服したのか
[4026.978] ドらコアら: ぼ
[4027.081] omomo67: お
[4027.646] えりさ_: radaoBanzai
[4027.850] あゆもちきよ: ぎゃいーーん
[4028.071] sashisashisabi: ぎゃいーん
[4028.079] みそまる_315: アッ
[4028.148] rei_0610: 懐かしのぎゃいーん
[4028.894] オレオおおおおおお: ぼ
[4029.651] nekodama2155: ぎゃいーん回避
[4029.692] Ichigo_Strawberry15: カバンボw
[4029.777] なぎさん39: いくな
[4029.940] ふぁじぃねーぶる: きたー
[4030.361] ドらコアら: かばんぼ
[4031.084] dally_no: ぎゃいるとこだった
[4031.914] (S)ﾂﾅマヨ: ぼ
[4031.916] haru_chan92: ぎゃいーんw
[4031.982] sennpuki222: ぎゃいる所だった
[4032.014] kurari_complex: 上手くなきゃ困るんだよバル使ってたんだから
[4032.166] _ヴォク: ぎゃいーんも懐かしいな...
[4033.068] そおお: https://www.twitch.tv/raderaderader/clip/ImportantExuberantPoultryTBTacoLeft-WOei7wmBiS7MxwXY
[4033.525] kosei000: カバン簿
[4034.904] sutolaba: カバン募
[4035.117] バザァァァド: カバンボルト
[4035.342] (S)okayumam: ぎゃいーん
[4035.405] (S)sora_mameee: カバンボ
[4035.700] (S)kagami_10_14_: 募
[4036.200] emitsin: カバンボ
[4037.369] (S)あるみ屋: ショガンボやん
[4037.655] crowsuke96: ショガンボみたいに言わないでｗ
[4038.176] ホワイトお餅: かばん簿
[4038.320] toufumkun: なっつ
[4040.431] まここま: どんどんほしがるじゃんwww
[4040.685] マルゲリータ: ショガンボ
[4041.924] gawrib: カバンボ…？
[4043.290] yoichimu: ショガンボ
[4046.111] maqurari: 風呂行ってくる
[4052.254] (S)あるみ屋: wwww
[4053.189] oreo_oic101: wwwwww
[4053.189] (S)sora_mameee: ｗｗｗｗ
[4054.435] dokukinoco: 小姑かよ
[4054.559] sidemenuhapotatode: ぎゃいーん押しちゃったってw
[4056.729] なぷスタ: 更年期
[4059.491] Ichigo_Strawberry15: www
[4059.743] ayunosioyaki0223: wwwwwww
[4061.414] オレオおおおおおお: wwwwwwwww
[4061.648] miyamiya138: wwww
[4062.010] にぃぃぃ: わこらだ 
[4063.039] (S)kuugay0905: wwwwwwwwww
[4063.080] (S)sora_mameee: ｗｗｗｗｗｗｗ
[4063.201] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[4063.361] (S)凩_: wwwww
[4063.780] mizusakura0326: wwwwwwww
[4063.811] (S)Ruria00: wwwwwww
[4063.865] (S)にわすずめ: wwwwwwww
[4064.220] Shirasu_0123: wwwwwwww
[4064.453] rei_0610: wwwwww
[4064.454] (S)わらびもち_11: wwwwww
[4064.478] (S)あるみ屋: wwwwwwwwwwww
[4064.679] aina___10812: ｗｗｗｗｗｗｗ
[4064.719] (S)baceneKo: ｗｗｗｗｗｗｗ
[4064.785] nobume0v0: wwwww
[4064.895] crowsuke96: ｗｗｗｗｗｗｗｗｗｗ
[4064.965] charlotte0ra: wwwwww
[4065.059] md_spr: www
[4065.330] omomo67: wwwwww
[4065.783] shilva_0: wwwww
[4066.192] くろざき: wwwwww
[4066.696] suiha_7: radaoW
[4066.849] kawaharaya: wwwwww
[4066.887] shakekan0701: wwwwwww
[4067.361] paseri_da: www
[4067.569] (S)gu_taranosuke: wwwwww
[4067.590] (S)ログリア: wwwwww
[4067.609] mary611: wwwwww
[4067.634] (S)tunamayo1234: www
[4068.105] 猫又01: www
[4068.170] 白の六号: www
[4068.327] えりさ_: wwwwwwwwwwwwwww
[4068.353] pirokasugg: wwwww
[4068.768] 愛の林檎: wwwwwwwwwwwwwwwww
[4068.855] goriie1222: さすがらだお
[4068.891] みそまる_315: 人力ブラハ
[4068.992] りょう_0224: wwwwww
[4069.569] お豆腐だよ: www
[4071.001] sjindoa: wwwwwwww
[4071.435] (S)バナナ民: wwwww
[4071.508] (S)sav11119: wwwwww
[4071.569] ドらコアら: 目つむってるwwww
[4071.900] mirina017: www
[4073.210] ペネロペ: www
[4073.254] (S)ﾂﾅマヨ: wwww
[4075.402] komitanara: 心眼ありぴ
[4075.528] Ichigo_Strawberry15: いまさらw
[4075.665] (S)Ruria00: 目瞑ってる？！w
[4076.764] あらんえむかーびぃ: 0
[4076.783] めるめ: え？
[4077.464] オレオおおおおおお: え？？？
[4077.706] crowsuke96: ぽまえやっぱ目はさすがやなｗ
[4078.410] ayunosioyaki0223: 0
[4078.529] goriie1222: え
[4078.576] (S)あるみ屋: そうだよw
[4078.649] haru_anura: wwwww
[4079.252] ドらコアら: 0
[4079.333] kuraha_0107: え
[4079.451] aina___10812: え？ｗｗｗ
[4079.590] なぷスタ: は？w
[4079.717] dokukinoco: イマサラタウン
[4079.931] crowsuke96: 0
[4080.439] Hinori0228: え？
[4080.984] rei_0610: 0
[4081.129] Gomichandovuti: 今更
[4081.142] (S)yuha2004: え
[4081.161] (S)ログリア: え
[4081.214] (S)猫の髭: wwww
[4081.220] chun_taro2004: 0
[4081.287] nobume0v0: 0
[4081.408] gawrib: えwww
[4081.580] nazu_7z: ０
[4081.658] miyamiya138: え
[4081.725] ~MISSING_COMMENTER_INFO~: えｗ
[4081.837] ロロ郎: www
[4082.089] (S)sora_mameee: ０
[4082.478] (S)Ruria00: 0
[4082.969] Turtle2465: あ
[4083.238] mizusakura0326: 0
[4083.260] charlotte0ra: wwww
[4083.489] md_spr: 0
[4084.419] paseri_da: え
[4084.422] (S)gu_taranosuke: え
[4084.614] wakahr: おい
[4084.875] (S)ログリア: 0
[4085.045] (S)ﾂﾅマヨ: 0
[4085.049] くろざき: え
[4085.214] tugussiy: 忘れてんなよ
[4085.870] sashisashisabi: え？？？
[4088.650] お豆腐だよ: さすがやな
[4088.915] kakeru905_: やっぱり忘れてたかww
[4089.272] (S)にわすずめ: 肩…
[4091.753] rei_0610: 肩よっわ
[4094.158] ga_haa: わこらだ
[4096.507] saiki0528: わこらだ
[4102.026] icenohikari: わこらだ
[4106.304] (S)いとりお: 肩よっわ
[4113.250] hiraharuu: てかラグいなまじで
[4130.836] charlotte0ra: www
[4131.370] Ichigo_Strawberry15: wwwwww
[4131.859] ~MISSING_COMMENTER_INFO~: ぐえ
[4132.841] (S)sora_mameee: ぐえええ
[4132.871] オレオおおおおおお: ぐえ
[4133.076] (S)にわすずめ: ぐええええ
[4133.879] 愛の林檎: ぐ
[4134.413] (S)baceneKo: おお
[4134.541] ayunosioyaki0223: ぐぇぇ
[4134.588] mbando55: radaoPaan
[4135.148] (S)凩_: wwwwwwww
[4135.288] hiraharuu: radaoPaan
[4135.290] yukamuta: ｗｗｗｗｗｗｗ
[4135.529] sashisashisabi: www
[4135.717] (S)あるみ屋: 出たw
[4135.768] (S)ログリア: wwwwwww
[4135.774] (S)猫の髭: wwwwwwww
[4135.834] (S)さつまいもおいしい: wwwwww
[4136.224] めるまろん: ぐえええええええ
[4136.324] sosko3260: wwwww
[4136.349] charlotte0ra: ぐええ
[4136.465] れもんちぃ0: wwwwwwww
[4136.477] sjindoa: ぐええ
[4136.485] nobume0v0: www
[4136.507] あげだし丸: ぐえええ
[4136.700] えりさ_: www
[4137.226] (S)big___melon: ぐええ
[4137.282] しゃろっく: wwwww
[4137.462] (S)kuugay0905: ぐええええええ
[4137.477] gawrib: wwww
[4137.492] nekoko28: ぐえー
[4137.532] (S)Ruria00: ぐえええええ
[4138.180] ka0410: ぐええ
[4138.520] ぱゆゆ: ぐええええ
[4138.754] (S)yuha2004: ぐええええ
[4138.756] md_spr: ぐええ
[4138.789] omomo67: ぐえええ
[4138.794] (S)ﾂﾅマヨ: ぐぇぇぇ
[4139.603] sjindoa: wwww
[4139.822] (S)okayumam: ぐお
[4140.520] そふぃ3: ぐぇー
[4140.551] chayu_san: ぐえええけ
[4140.566] るきち: は？
[4140.604] (S)セレちゃ: www
[4140.678] kuraha_0107: ぐえええ
[4140.872] ホワイトお餅: ぐええええ！！
[4143.208] LEtomo4: ぐぇぇぇ
[4143.875] べるみ: velmy7Gueeee
[4147.282] 榊原紅葉: なんだよ
[4148.509] (S)imnameak: なにしとん？wwwwwwwww
[4150.363] 縮緬雑魚: 深ふぇんす
[4153.676] プリメン先生と申します: 元プリメン先生 subscribed at Tier 1. They've subscribed for 26 months, currently on a 23 month streak! 
[4155.504] kk_army613: ちょっと、痛えんだwww
[4157.576] お豆腐だよ: つよー
[4157.917] Ichigo_Strawberry15: w
[4158.475] ~MISSING_COMMENTER_INFO~: あ
[4158.601] 愛の林檎: ないす
[4158.686] (S)あるみ屋: ないす
[4158.838] ayunosioyaki0223: えwww
[4158.845] (S)sora_mameee: あ
[4158.895] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗ
[4158.907] オレオおおおおおお: wwwwwwwww
[4159.735] (S)にわすずめ: wwwwwwwwwwww
[4160.121] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗ
[4160.172] Ichigo_Strawberry15: www
[4160.570] (S)nerimaki0203: www
[4160.799] gawrib: うま
[4160.801] 愛の林檎: え
[4160.862] ペネロペ: あ
[4161.034] (S)凩_: wwwwwww
[4161.113] (S)sora_mameee: ｗｗｗｗｗｗｗｗ
[4161.333] (S)あるみ屋: wwwwww
[4161.585] えむえにゃ: wwwww
[4161.598] (S)tunamayo1234: あ
[4161.679] muru1113: うま
[4161.694] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[4161.702] ichinomyo_taro: wwww
[4161.847] (S)dinosaursan: おしいー
[4161.920] (S)ログリア: おc
[4161.927] りょう_0224: あ
[4162.056] (S)itoido: ｗｗｗｗｗｗｗ
[4162.080] バザァァァド: wwwwwwwwwwww
[4162.126] remiiiii_28: wwwwwwwwww
[4162.142] sashisashisabi: wwwwww
[4162.170] (S)わらびもち_11: wwwwww
[4162.242] くろざき: wwww
[4162.316] nazu_7z: おっｃ
[4162.393] kawaharaya: wwwwww
[4162.456] めるまろん: wwwwwwwwwww
[4162.558] (S)ウツル: ｗｗｗｗ
[4162.704] ドらコアら: ﾌﾞﾁｭ
[4162.770] yukamuta: ｗｗｗｗｗｗ
[4162.789] 愛の林檎: wwwwwwwwwwwwwwwww
[4162.799] yamanotannbo: Wwwww
[4162.920] charlotte0ra: wwwwwwwwwwwwwww
[4162.925] oreo_oic101: www
[4162.942] (S)Ruria00: wwwwwww
[4163.209] shilva_0: wwwwww
[4163.432] mizusakura0326: wwwwwwwwww
[4163.434] 0330nigakutekataipurin: wwwwww
[4163.453] (S)明日花ちゃん: あ
[4163.461] sjindoa: wwwwwwwwww
[4163.560] (S)yuha2004: www
[4163.621] komitanara: 激突したw
[4163.646] えりさ_: wwwwwwwww
[4163.747] ロロ郎: wwwwww
[4163.869] (S)ロキト: wwwwwww
[4164.114] ぶな_しめじ: wwww
[4164.118] md_spr: www
[4164.165] ホワイトお餅: あ
[4164.216] れもんちぃ0: wwwwwwwww
[4164.286] mary611: wwwwww
[4164.351] mirumiru_h: wwwwwww
[4164.396] oborodaifuku: www
[4164.440] omomo67: wwwwwwwww
[4164.448] kagura_kiba: wwwwww
[4164.459] れぢくす: ｗｗｗｗｗｗｗｗ
[4164.460] バナナチ: radaoG
[4164.579] crowsuke96: 正面衝突ｗｗｗｗｗｗ
[4164.697] ｱｵｲﾊﾙ: wwwwww
[4164.729] ka0410: ww
[4164.805] 1010tento: ｗｗｗｗｗｗｗ
[4164.807] (S)big___melon: wwwwww
[4164.835] (S)もねねん: wwwwwwww
[4166.019] ホタテまる: www
[4166.162] norato041197: wwwwww
[4166.371] 猫又01: wwwwwwwww
[4166.382] こうか: wwwwwwwww
[4166.418] nakihai556: wwwwwwwww
[4166.436] ペネロペ: www
[4166.443] (S)tunamayo1234: www
[4166.464] (S)ウツル: 正面衝突したｗｗｗｗｗｗｗ
[4166.547] (S)あるみ屋: radaoG
[4166.561] (S)りんねんら: wwwwww
[4166.579] hamusuke46: WWWW
[4166.604] (S)にわすずめ: 少女漫画やめてwwwwwwwwwwww
[4166.690] (S)はくまい_45: wwwww
[4166.726] (S)いちうら: ｗｗｗｗｗ
[4167.404] (S)猫の髭: wwwwwwwwwwww
[4167.597] マルゲリータ: wwwwww
[4167.598] _ゆずれもん: wwwwwww
[4167.678] (S)れむら: wwwwww
[4167.933] 銀河ポテト: wwwww
[4168.126] kuraha_0107: 誰だお前wwww
[4168.233] kukukiki1220: うぶぐぅ、
[4168.365] kosuke25252: うぶぐぅ
[4168.402] (S)さつまいもおいしい: www
[4168.626] (S)silua24: wwwwww
[4168.755] (S)gu_taranosuke: wwwwww
[4168.881] (S)arare241524: www
[4169.002] めるまろん: nt
[4169.007] suiha_7: radaoW
[4169.107] chayu_san: うぐう
[4169.170] (S)あるみ屋: wwwwwwwwwwww
[4169.260] sayorin25256: Wwwwww
[4169.343] gawrib: 誰お前！？www
[4169.376] 葵陽: wwwwwwww
[4169.405] haru_anura: wwwwwwwww
[4169.499] (S)okayumam: WWW
[4169.519] runana_1123: wwwwwww
[4169.597] (S)バナナ民: wwwwww
[4169.990] オレオおおおおおお: ぶふー
[4170.087] (S)ログリア: radaoG
[4170.184] ドらコアら: キスwwww
[4170.331] (S)にわすずめ: radaoG
[4170.836] なるか3: www
[4170.952] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[4170.960] (S)kawapii0175: ぶぐぅ！
[4171.045] (S)あぅら: www
[4171.762] miamio121: radaoG
[4171.842] (S)yuha2004: ガチ恋きた
[4171.991] 犬ﾚ: wwww
[4172.846] りょう_0224: どんまいw
[4172.897] papyrus_o__i_a: www
[4173.035] oli_liriri: wwwww
[4173.221] (S)dinosaursan: 曲がり角でドーンだったね
[4173.235] negima_052: wwww
[4173.722] スペルタン: 吐血してたw
[4174.035] halu261524: 少女漫画www
[4174.449] yuki0931: 衝突してた
[4174.619] suiha_7: radaoG
[4174.693] (S)okayumam: ぐふぉ
[4174.734] (S)tunamayo1234: radaoG
[4174.753] (S)sora_mameee: 衝突事故起きてた
[4174.758] nobume0v0: 曲がり角すぎたw
[4174.939] mirumiru_h: radaoG
[4175.020] わんここ: radaoG
[4175.128] rei_0610: 少女漫画してた
[4175.138] oooruns: wwww
[4175.268] (S)hangyadan_14: radaoW
[4175.365] (S)kagami_10_14_: wwwwwwww
[4175.744] (S)あのまの: radaoG
[4175.933] すいぺりあ: うぐ
[4176.109] kainn_1114: radaoG
[4176.437] (S)itoido: 出会いがしらのやつねｗ
[4176.625] arareruru: radaoG
[4176.853] クロイア: wwwwwww
[4176.960] くまべりー: radaoG
[4177.069] universal_studio_alice: キスした？
[4177.110] pandanomousigo: www
[4178.118] ruu_ha: GG
[4178.380] kuduki52: wwwwww
[4178.639] (S)china2525: radaoTrain
[4178.742] r_miku28: おしwwww
[4179.256] shilva_0: radaoG
[4179.273] (S)nekomrnn930: radaoG
[4179.390] どぎゃ: wwwwwwwwwww
[4179.528] Gomichandovuti: radaoTyu
[4180.085] あげのり: 正面衝突www
[4180.152] mayoneshi: www
[4180.295] ao_aochin: 誰お前は草wナイファイ
[4180.516] (S)okayumam: radaoG
[4180.531] もるねちろ: wwww
[4180.700] (S)baceneKo: まじでガチ恋距離ｗｗ
[4181.211] (S)ﾂﾅマヨ: radaoG
[4181.577] (S)wakakun_02: radaoG
[4181.883] ゆあたまご: 恋始まるじゃん
[4182.656] hamusuke46: GG
[4182.906] sobayu120: あれはキスしてたね
[4183.469] ホワイトお餅: トクゥン
[4183.647] ka_ki0115: ナイスキス
[4183.710] (S)一五餅: radaoG
[4183.889] (S)arare241524: radaoTyu
[4183.942] 葵陽: 勢い好きw
[4183.998] waon_point: シアの人みんな成績落としてるなｗｗ
[4185.849] forti_000: 恋が始まるね
[4185.953] お豆腐だよ: いっけなーい遅刻遅刻
[4185.976] shintanjent: 曲がり角でぶつかったってw
[4186.791] (S)china2525: radaoTyu
[4188.070] (S)冷ユレ: radaoG
[4188.152] rin7331: 衝突しすぎww
[4188.666] ayunosioyaki0223: wwwwwwwwwwwwwwwwww
[4189.914] (S)あるみ屋: wwwwww
[4189.989] aina___10812: ｗｗｗｗ
[4190.162] (S)にわすずめ: wwwwwwwwww
[4190.174] mayoneshi: (･∀･)ｲｲ!!
[4190.245] (S)sora_mameee: ｗｗｗｗｗ
[4190.695] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[4191.420] (S)ハニートースト: radaoG
[4192.835] hijirino_makaroi: わこらだ～
[4192.885] emitsin: wwww
[4192.913] rei_0610: かなりの勢いでキスしてた
[4193.002] charlotte0ra: wwwwwwwwwwwww
[4193.798] えりさ_: radaoW
[4194.281] (S)スーベニア: radaoG
[4195.117] (S)朝顔もーにんぐ: www
[4195.271] kuduki52: www
[4195.346] マルゲリータ: wwwww
[4195.375] (S)明日花ちゃん: パンくわえた敵いたね
[4195.746] 愛の林檎: 結局ねwwwww
[4196.920] goriie1222: ゼロ距離マスティフｗ
[4200.043] (S)hangyadan_14: radaoOtaku
[4200.937] mayo_n2m: トーストくわえんなwww
[4202.017] kuraha_0107: シフト制シア
[4202.216] tiger_bay: 顔見知りだから余計に単純に楽しみすぎてる感はあるｗ
[4202.730] who_tawn: やりたくなってるやんw
[4204.905] (S)にわすずめ: お
[4206.378] まつ: 絶対逆の方が良い
[4206.868] ao_aochin: シアっぽいw
[4207.339] nekodama2155: wwwwwww
[4209.062] (S)なびさん: リベンジ
[4209.263] gawrib: ｲｯｹﾅｰｲ、ﾁｺｸｼﾁｬｳ！
[4209.286] wakahr: やめとけ
[4209.448] ぶれいくです: 味しめてるやんw
[4210.210] enbuun_: radaoHi
[4217.224] 8分19秒: ありぴのヴァルはプロなのにな
[4219.538] nekodama2155: 新規開拓？
[4224.542] waon_point: アッシュとかどうなん？
[4228.824] かるろ: radaoHi
[4230.214] 愛の林檎: へー
[4231.626] (S)rindo_66: ばんちゃらだお 
[4231.867] teto_oo0: くふふって言わないの？
[4233.624] マルゲリータ: いけおじ
[4235.185] chayu_san: radaoHi
[4235.836] ichinomyo_taro: ありさんヴァル上手いからそっちのが良さそう
[4238.408] (S)朝顔もーにんぐ: わこらだ、えぺ久しぶりに見た
[4240.528] semosemay: フィジカル担当パンクさせるの不味いかww
[4241.793] emitsin: !uptime
[4242.052] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 10 minutes 47 seconds 経過しています。
[4243.685] tensipenpen: シアのウルト炊いたとこに煙たけば強いんじゃね
[4247.298] nekodama2155: これがオシャレよ
[4248.690] tofuprpr: 確かにだるさんヴァルのイメージ強いなぁ
[4253.371] お豆腐だよ: らっだぁのヴァルは弱い
[4257.997] あやめ_くん: わこらだ
[4258.238] Gomichandovuti: オリンパスもあるんかな？
[4261.357] (S)dhisan_ino: ありヴァルを捨てるほどかどうかってとこやな
[4262.846] skkmrsaki: kon
[4264.332] ayunosioyaki0223: radaoH？
[4266.474] (S)alka_029: radaoH
[4266.658] Ichigo_Strawberry15: radaoHの？
[4268.018] who_tawn: エッジとオリンパスの２マップやってた時好きだった
[4268.681] (S)taiyousinnaporo: radaoH
[4268.973] (S)kagami_10_14_: radaoH
[4269.044] なぷスタ: えっちの練習？
[4269.830] えりさ_: お
[4270.248] 大河と申します: radaoH
[4271.042] nattu__: radaoH
[4271.268] mayuffy: radaoH
[4271.312] あげだし丸: radaoH
[4271.789] くろざき: お
[4272.038] (S)きのここ: いいね
[4272.470] miamio121: radaoH
[4272.736] gawrib: radaoH
[4272.799] (S)Ruria00: radaoH
[4272.818] マルゲリータ: えっち？
[4274.012] (S)loy_qun_o: radaoH
[4274.197] (S)rindo_66: この3人のCRカップめちゃんこ楽しみだよ 
[4274.385] 猫又01: お
[4274.705] lesser2525: radaoOld
[4275.520] まよかた: radaoH
[4276.072] mbando55: radaoH
[4276.609] (S)きのここ: radaoH
[4276.873] (S)ぴっぴだぞ: radaoH
[4277.099] (S)kawapii0175: radaoH
[4277.183] 暗黙の緑茶: radaoH
[4278.983] (S)ko_do_1123: radaoH練習
[4279.075] よっしぃ37: お
[4279.939] (S)china2525: radaoH
[4281.384] mappa_hi: あら〜^^
[4281.692] なぷスタ: 童貞ですか？
[4285.387] waroro27: お
[4285.795] potinkipotinki: PEXすな
[4287.590] 愛の林檎: 開幕紫いいね
[4289.442] (S)oishiiiiiiiiiiiii1: まじか！
[4291.527] aina___10812: どうなんだろ
[4292.060] gawrib: 9時？
[4296.381] lodensteijn: え？
[4297.476] お豆腐だよ: CRのネタ枠だったらいいとこ行ける
[4301.056] さばさば: 手抜きかぁ〜？
[4301.606] redooosannn: お前拾わんの
[4304.558] crowsuke96: 白アーマーなのになんで刺したｗ
[4309.278] (S)湊ソラ: 拾わんのかいw
[4310.953] (S)kagami_10_14_: アーマー取んないの？
[4312.371] sulapon58: アーマーとらんの？ｗ
[4313.316] shi__409: アーマー...
[4313.863] yururano_0: 自分拾わんの？
[4314.835] chayu_san: アーマー着替えないん笑笑笑
[4317.589] ご機嫌なシャチ: radaoOld
[4317.821] hoshizukiyo3227: 頭溶けてるね
[4319.259] (S)rindo_66: 耳が悪いのか👂ｸｨ
[4319.442] (S)湊ソラ: radaoOld
[4321.419] 狐日和2014: ぽまえ着ないん??
[4324.037] tukky1208: おじいちゃん…
