[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[4095.724] ゆきとよ: お
[4095.827] や5: お
[4096.059] uni_mm: お
[4096.321] suna0056: お
[4096.431] (S)moris1013: お
[4096.541] (S)howlin_0: おお
[4096.578] エフケル: お
[4096.630] nagosaku: お
[4096.982] mikan_san: お
[4097.011] hana1274: おー！
[4097.074] rimirimi1205: お
[4097.233] pon2929: お
[4097.316] なるか3: お
[4097.577] 紗弥0926: お！
[4097.691] sta510pro: お
[4098.297] yotsuha1218: お
[4098.324] 梨一: おおお
[4098.534] jhonnymorimori: おお」
[4098.717] sunomono8: お
[4098.834] yooyo1515: お
[4099.108] (S)mimi_fuwa1489: お
[4099.344] 雪狐0143: お
[4099.516] wanko_wan: お
[4099.521] トマト狩り: お
[4099.596] (S)tempest0709: お
[4099.778] しぺぺぺ: おじいちゃん
[4099.864] yururano_0: お
[4100.070] (S)suiha_7: お
[4100.097] masyushu: masyushu subscribed with Prime. They've subscribed for 16 months! 頑張って
[4100.254] (S)えりさ_: お
[4100.505] _紅茶: おおおおおおおおおおおお！！！！
[4101.453] yubaharu: お
[4101.546] (S)jima922: 行くんだ
[4101.684] (S)雪代: おいいね
[4102.138] もねねん: お
[4102.169] (S)ラボア: お
[4102.312] kururinngo: おー
[4102.493] ossushisama: o
[4102.567] りろ31: お
[4102.738] ayunosioyaki0223: 動画待ってるね
[4103.079] (S)Ichigo_Strawberry15: お
[4103.235] dokukinoco: おおおおおお
[4103.289] (S)mazirou: おおおお
[4104.026] (S)お手軽炊飯器: ほお
[4105.064] gennoun: お
[4105.177] くろざき: お
[4105.200] ネオだいる: お
[4105.308] さくららて: お
[4105.332] (S)ハル_ｮｮ: おおおおおお
[4106.223] でぇす野菜: 運営と？
[4106.337] さつまいもおいしい: お
[4106.426] ラムネ味: おおおおお
[4106.509] ひなてち: 動画化して
[4108.213] (S)猫又01: おお
[4108.725] (S)にゃんねね: お
[4108.746] すいぺりあ: おお
[4108.749] ayunosioyaki0223: はや
[4108.954] masaba014147: おお
[4109.178] mizuno0624: お
[4110.591] amqoh_: おおお
[4111.250] dokukinoco: 誰と行くの？
[4111.367] (S)aina___10812: おお
[4111.638] akky_0209: おおお
[4112.200] ウツル: おお
[4112.370] (S)ハル_ｮｮ: 動画待ってる
[4112.452] ネオだいる: 誰と？
[4112.485] Yukimaru__31: おお
[4112.923] きょぴ: 動画 
[4113.032] 雪狐0143: おおお
[4113.494] (S)きなこもち46: おおお
[4113.611] (S)えんま: おお
[4113.721] masao0203: おお
[4115.223] yuuharu0502: 実写だーー
[4116.995] 角角家: 動画待ってる！
[4117.102] (S)suiha_7: 動画よろ
[4117.554] きまぐれ_: おおー
[4117.687] (S)sqku1255: おお
[4118.109] koha0605: 動画よろしく
[4119.111] mi__na0131: おお
[4119.225] yubaharu: はや
[4120.478] 雪狐0143: 動画待ってる
[4120.860] (S)きなこもち46: 動画待ってる
[4121.595] ニコ丸0429: shu3もスノボするからね〜
[4122.389] (S)sjindoa: おお
[4124.133] toukn310: あれ？このりと行くの！？
[4124.170] ウツル: 実写動画よろ
[4124.180] きまぐれ_: きちゃぁぁぁ
[4124.867] kao___k: shu3もスノボやるよね
[4125.886] gennoun: 動画よろ
[4126.881] ちょーみん: 実写きちゃー
[4127.121] yoruty666: 車内配信しよ
[4127.665] (S)sjindoa: どうがまってる
[4130.652] yubaharu: やたああああ
[4131.545] raynidayooo: うぉおおおおおお
[4132.236] jhonnymorimori: へー
[4133.156] にょまれ: 実写よろ
[4133.426] 313soda: shu3もスノボ上級者よね
[4135.794] dokukinoco: コノリといくの？
[4138.191] (S)sjindoa: radaoKitya
[4141.520] (S)猫又01: へー
[4141.648] すいぺりあ: へー
[4142.147] oneones_29: ナイトスキーは？
[4145.335] ayunosioyaki0223: あー
[4145.384] 梨一: あー
[4145.587] ネオだいる: へー
[4145.982] (S)のこ木綿: 実写よろ
[4146.245] (S)お手軽炊飯器: そうだね
[4146.696] amqoh_: へー
[4147.744] (S)えりさ_: なるほど
[4153.314] yubaharu: へー
[4159.026] 雪狐0143: へー
[4160.876] haripen1202: ぼこぼこになっちゃうもんね
[4161.914] 梨一: お
[4164.173] makoto66: やるならボードだよね
[4164.884] ウツル: なんだかんだ体力あるよな
[4166.042] (S)tempest0709: これは一緒に行っちゃう？？
[4167.592] (S)moris1013: 実写コラボ…？
[4167.647] おれい: スノボ配信待ってます
[4168.993] きょぴ: 対戦するな
[4170.147] ayunosioyaki0223: 対戦！？
[4170.165] minto13579: wwwwww
[4170.559] 神崎立夏: wwwwww
[4171.048] なるか3: wwww
[4171.367] (S)お手軽炊飯器: ｗｗ
[4171.767] ruu_ha: wwww
[4171.910] (S)suiha_7: ｗｗｗｗｗｗｗｗｗ
[4172.355] dokukinoco: 対よろ
[4172.473] rimirimi1205: ｗｗｗ
[4173.655] (S)nakihai556: wwwww
[4174.128] (S)きっこまん: 対よろwww
[4174.368] kao___k: コラボ待ってます
[4174.376] (S)minibanbi: wwwwwwww
[4174.625] 梨一: 対戦！？
[4174.860] (S)haru_anura: wwwwwwwww
[4174.900] りろ31: www
[4175.329] 哀れな人の子: 戦うのｗ
[4175.351] 雪狐0143: wwwww
[4175.485] kururinngo: 対よろw
[4175.590] sunomono8: wwwwwww
[4176.106] yubaharu: wwwww
[4176.978] (S)moris1013: 対戦えええ
[4177.038] jhonnymorimori: 対戦？
[4177.188] (S)who_tawn: 正面からぶつかってもろて
[4177.406] (S)baberuboburu3939: wwwwww
[4177.644] さつまいもおいしい: www
[4177.656] (S)mazirou: wwwwww
[4178.201] ゆきとよ: 対よろちゃうやん
[4178.437] mikan_san: スノボーバトロワ！？
[4179.299] るるち246389: 6年ぶりにやったら骨折った
[4179.637] (S)oli_liriri: 対よろ
[4179.799] (S)のこ木綿: スノボ対戦！？
[4181.063] (S)みそギン: 対よろは草
[4181.222] (S)Ichigo_Strawberry15: 対戦www
[4181.267] sionam0101: 対よろw
[4181.374] みりンゴ: 対よろwww
[4181.708] uni_mm: 対よろ？！
[4181.868] (S)猫又01: wwwwww
[4181.930] (S)ラボア: wwwwwwww
[4182.428] ayunosioyaki0223: 対よろ
[4182.997] mizuno0624: 対戦！？！？
[4183.603] 神崎立夏: ま？
[4183.854] ネオだいる: 対戦www
[4184.276] (S)unavele_nobu: バトロワだったのかｗｗ
[4184.896] ta_tago: スノボってバトロワだったんだ…
[4185.152] yubaharu: 対戦！？
[4187.109] おれい: wwww
[4188.942] mikan_san: とか言っちゃって
[4189.057] Yukimaru__31: wwww
[4189.884] 梨一: 転ぶ方w
[4190.543] きょぴ: 何回転べるかはやばいだろ
[4192.553] jhonnymorimori: スノボでレースしようとするな
[4194.736] shi_n_tou: またまたw
[4194.975] (S)knsin0805: knsin0805 subscribed at Tier 1. 
[4195.916] mizuno0624: そっちかよ
[4198.135] てぃやんでい: 今起きたわこらだ
[4198.438] (S)who_tawn: 事故りかけたしね
[4199.963] imoyoukanmaru: わこらだ
[4203.856] 雪狐0143: 対よろ！？
[4204.625] や5: またまたw
[4207.735] ayunosioyaki0223: え
[4209.210] きょぴ: まじ！？
[4210.259] mikan_san: ！？！？
[4210.395] なるか3: ！
[4210.970] (S)haru_anura: え
[4211.679] 神崎立夏: !?
[4212.391] (S)moris1013: グラトリマジか
[4212.869] ゆきとよ: すげえ
[4212.979] (S)nakihai556: おおお
[4213.516] (S)jima922: ええええ
[4213.533] もねねん: まじ！？
[4213.596] jhonnymorimori: ！？！？
[4213.722] (S)mazirou: がちやんw
[4213.784] 梨一: ！？！？
[4213.849] amqoh_: ええええ
[4214.051] (S)howlin_0: ！？！？！？
[4214.242] yubaharu: まじ
[4215.160] (S)unavele_nobu: ！？
[4215.195] lemoncheesesource: すげえ
[4215.634] 雪狐0143: ！？
[4215.831] sionam0101: ！
[4217.601] (S)suiha_7: すごいーん
[4217.652] ネオだいる: やべぇw
[4217.828] (S)jima922: すけぇ
[4218.784] (S)Ichigo_Strawberry15: ！？
[4218.944] dokukinoco: かっこよ
[4219.192] (S)みずいろか: すご
[4219.231] ta_tago: プロじゃん
[4220.053] makoto66: 敗北
[4220.433] (S)猫又01: !?
[4220.579] jinkucky: まじかよshu3...
[4220.697] jhonnymorimori: すごすぎワロタ
[4221.147] (S)sjindoa: wwww
[4222.074] さつまいもおいしい: ！！？？
[4222.111] ウツル: すごーー！
[4222.313] _紅茶: すげええええええええ
[4222.746] (S)tempest0709: すげぇ
[4223.688] みりンゴ: 勝ち目ないぞ
[4224.028] ayunosioyaki0223: すご
[4224.059] くろざき: かっけぇ
[4224.276] yubaharu: かっけぇ
[4224.508] (S)haru_anura: かっけぇ
[4224.707] dokukinoco: 誘ってけ！
[4224.748] shi_n_tou: やってるクチだわ
[4227.163] 雪狐0143: すげぇ
[4227.283] (S)howlin_0: お遊びじゃ無いと
[4228.253] gaiantufan: すごー！
[4228.337] Yukimaru__31: えええええ
[4228.358] sionam0101: 負けたな
[4228.457] (S)nakihai556: かっけえ
[4228.501] ネオだいる: やる前に敗北
[4228.548] (S)Ichigo_Strawberry15: プロか！？
[4228.712] ガトーショコラ: たいありw
[4228.911] きょぴ: かっこよすぎだろ
[4229.870] (S)yunchan18: イケメン
[4230.853] 梨一: 女子力高くてスノボもできるとか…
[4230.882] (S)jima922: なんでも出来るやん
[4231.465] mira_bell5: かっこよ
[4231.593] yoshi__126: これはやってる
[4232.100] left_2_10: 多趣味だな
[4232.145] uni_mm: かっけぇ
[4233.064] mikan_san: キュンキュンやん
[4234.161] masaba014147: かっけぇ
[4234.240] akky_0209: イケメン
[4236.865] (S)yo_u_0115: radaoGG
[4237.477] さちよさん: shu3陽キャだよね
[4237.801] (S)Ichigo_Strawberry15: イケメンや
[4238.758] ta_tago: イケメン
[4239.278] 神崎立夏: パックwww
[4240.227] jinkucky: やっぱshu3はちげーや！
[4240.317] 人生100年時代: かっこぇ
[4242.106] kurono1627: かっけぇ
[4244.150] 雪狐0143: イケメンだ...
[4244.394] (S)moris1013: 一方、らっだぁは…
[4244.421] ニコ丸0429: でもローション大蛇よ
[4244.983] (S)みそギン: すげえな
[4245.933] きょぴ: パックは誰でもできるんだよ
[4246.873] にわすずめ: かっこよ
[4247.872] 梨一: パックは誰でもできるんよ
[4249.051] yubaharu: イケメンやん
[4249.103] jhonnymorimori: ただ坂を垂直移動してるやつとは違うな
[4254.229] jinkucky: それに比べてらっだぁは。。。。
[4255.816] yoruty666: やだイケメン
[4258.971] trea_t: わこらだ
[4259.412] sionam0101: パックはな…
[4263.486] minto13579: wwwwww
[4263.610] orizuru777: 2物は与えられないからね
[4265.778] きるた: ちょうどいい
[4266.123] (S)ゆきゆた: それにくらべてらっだぁは
[4267.192] 梨一: なんでw
[4272.735] Yukimaru__31: あれ？
[4273.500] rioapr03: 本当だよ
[4274.284] _イオ_: 一方そのころ…
[4277.991] jinkucky: 陰キャで
[4278.214] (S)moris1013: 器も小さいし
[4278.730] sionam0101: らっだぁはな
[4281.632] 梨一: そうだな
[4281.669] (S)suiha_7: ｗｗｗｗｗｗｗｗｗｗ
[4282.267] きょぴ: ｗｗｗｗｗｗ
[4282.444] 神崎立夏: wwwwwwwww
[4283.702] rioapr03: wwww
[4283.805] sunomono8: wwwwwwwww
[4284.392] ayunosioyaki0223: wwww
[4284.439] kururinngo: わよ〜
[4284.826] (S)かいろすくわがた: そうだぞ
[4284.843] 無銘3: きゅんです
[4285.023] akiiroi: あんたならできる
[4285.253] jhonnymorimori: wwwwwwww
[4285.479] さつまいもおいしい: www
[4285.712] (S)jima922: 母？
[4286.205] (S)nakihai556: wwwwww
[4286.455] jinkucky: 器も小さいし
[4287.212] yubaharu: wwwwww
[4287.286] 五色椿: wwwwww
[4287.579] (S)baberuboburu3939: wwwwww
[4287.628] りたちゃん476: そうだな
[4287.941] や5: wwwwwww
[4288.019] (S)ゆきゆた: wwwwwwww
[4288.136] (S)タクトン: wwwww
[4288.651] 惰性さん: www
[4290.958] くろざき: wwwwwww
[4291.434] (S)howlin_0: shy子…
[4292.886] masaba014147: wwww
[4293.244] 神崎立夏: ここ2丁目？
[4294.203] (S)tempest0709: スナックshu
[4294.465] nishina___: wwwwww
[4295.070] (S)sjindoa: wwwwwwwwwwww
[4295.123] (S)猫又01: www
[4295.590] しぺぺぺ: なーーんも
[4295.832] rioapr03: でも器は小さいんだよなぁ
[4296.048] higiomi: それはサマウォ
[4297.911] 梨一: サマウォ
[4298.114] zyagaimo__: wwwww
[4299.405] reima406: あんたならできる
[4299.493] (S)yoichimu: 可愛いwwww
[4299.639] (S)ゆきゆた: 母ちゃん
[4300.180] ayunosioyaki0223: あれ
[4301.287] jhonnymorimori: 母ちゃん...
[4301.400] jinkucky: サマーウォーズ！
[4303.106] jinkucky: あれ
[4303.155] yubaharu: おっかぁ
[4303.268] 神崎立夏: www
[4304.442] ruchi_13: www
[4304.889] minto13579: あれ…w
[4305.711] (S)moris1013: www
[4306.803] 梨一: あれ？w
[4308.061] shiorin0124: サマウォ
[4311.117] amsrad: サノス？
[4311.364] _こっぺぱん: パラレル神奈川
[4311.439] (S)Ichigo_Strawberry15: あれ？w
[4311.858] jinkucky: 母ちゃん呪い
[4311.908] 五色椿: あれ？w
[4312.383] ちょーみん: 嫁さん？wwwwww
[4313.358] や5: あれ？w
[4314.150] 惰性さん: ありゃ？
[4314.909] amcill: あるぇ？
[4316.416] (S)猫又01: あれ？
[4320.422] yubaharu: あれ？
[4324.473] jhonnymorimori: 神奈川県民さんはアペ大好きなのかな？
[4329.479] mai_parastica: すももさん最初の方からマーク出てたね
[4345.219] mikannnnn_0329: わこらだ
[4354.214] tukky1208: おじいちゃん…
[4354.387] (S)ナラ抹茶: radaoOld
[4354.771] ayunosioyaki0223: radaoOld
[4357.751] jhonnymorimori: radaoOld
[4357.782] (S)suiha_7: そうだぞ
[4358.012] (S)らるとす_99: radaoOld
[4359.185] (S)moris1013: radaoOld
[4359.400] (S)nakihai556: radaoOld
[4359.793] (S)kosuke25252: radaoOld
[4361.068] _もちもち_: radaoOld
[4361.380] _よっちゃん_: 後者だろ
[4361.692] もぐつむり: おじいちゃん
[4361.798] yubaharu: おじいちゃん
[4361.851] becpac: radaoKomaku
[4361.996] (S)Ichigo_Strawberry15: radaoOld
[4363.186] (S)haru_anura: radaoOld
[4365.723] (S)tacowasa: radaoOld
[4368.379] (S)yoichimu: radaoOld
[4371.073] kururinngo: radaoOld
[4372.497] (S)ゆきゆた: radaoOld
[4375.658] (S)えりさ_: radaoOld
[4379.656] dokukinoco: radaoOld
[4382.939] becpac: 補聴器つけるしかないな
[4390.793] (S)ゆきゆた: 治療は一応…
[4391.533] okome_san__: 視力回復は聞くけど
[4399.248] micham1206: radao30
[4399.685] nannan_s: 今北わこらだー
[4407.519] 神崎立夏: キュン
[4409.629] 梨一: 恋するな
[4410.555] SENA_Chan_da: 高音域から聞こえなくなるぞ
[4412.134] (S)khinmr: 恋愛に発展しない距離
[4412.772] (S)jima922: ........
[4413.060] ta_tago: キュンです
[4413.923] jhonnymorimori: アオハルかよ
[4421.858] kururinngo: 殺し愛
[4440.939] m_m_s_m_m: m_m_s_m_m subscribed with Prime. They've subscribed for 15 months! わこらだ
[4462.524] 梨一: ないす
[4463.880] 神崎立夏: はぇー
[4468.494] wako_rada: わこらだ〜
[4471.034] poteto0502: わこらだ
[4474.056] (S)moris1013: ないす
[4476.144] jhonnymorimori: うま
[4476.311] jinkucky: おｃ
[4476.658] 神崎立夏: ちーん
[4476.921] なるか3: おc
[4477.517] あけくれ: おｃ
[4477.800] amqoh_: ないす
[4477.811] (S)mazirou: おc
[4477.884] Oozora96: おｃ
[4477.953] (S)sjindoa: ないすぅ
[4478.197] (S)ちゃつう: おｃ
[4478.300] (S)who_tawn: おっし
[4478.509] (S)howlin_0: おc
[4478.717] shiki_maru: おｃ
[4479.017] ayunosioyaki0223: おc
[4479.385] ゆきとよ: おっし
[4479.690] (S)suiha_7: おｃ
[4479.766] rioapr03: おc
[4480.167] (S)りょこう: おしい
[4480.209] (S)sjindoa: おc
[4480.323] (S)雪代: おc
[4480.669] suna0056: おっｃ
[4480.680] (S)nakihai556: おｃ
[4481.504] jhonnymorimori: おc
[4481.520] (S)はるのてゃん: おc
[4481.542] ruu_ha: おｃ
[4481.788] (S)kosuke25252: おc
[4481.815] 梨一: おっしー
[4483.522] (S)mai161116katatumuri: おｃ
[4483.639] daibarorin: おc
[4483.707] (S)baberuboburu3939: おc
[4483.773] nishina___: gg
[4483.776] ギンナン: おc
[4483.927] kawaharaya: おc
[4484.464] (S)oli_liriri: おc
[4484.468] (S)tempest0709: おc
[4485.220] や5: おc
[4485.318] yubaharu: おc
[4485.921] shi_n_tou: おしいいい
[4487.181] (S)Ichigo_Strawberry15: おc
[4487.675] にわすずめ: おc
[4487.924] (S)mimi_fuwa1489: おｃ
[4488.476] cheaperes: おｃ
[4488.568] nobume0v0: おccc
[4489.018] remiiiii_28: おc
[4489.396] トマト狩り: おｃ
[4490.194] (S)oli_liriri: インファイトつっよ
[4490.606] いる1023: まかった
[4492.011] (S)RBlue_Lyco: おc
[4492.222] kururinngo: おC
[4492.967] masaba014147: おc
[4493.576] (S)きなこもち46: おc
[4493.942] いる1023: うまいねえ
[4494.374] くろざき: おしいい
[4494.935] ウツル: おc
[4495.953] Yukimaru__31: おc
[4496.194] 雪狐0143: おc
[4496.895] sulapon58: おｃ
[4497.731] ウツル: うまかった
[4498.363] (S)who_tawn: 雑談への切り替えが早いw
[4501.650] 梨一: 雑談に帰ってきたw
[4501.906] もぐつむり: ヘッドホン難聴なら有毛細胞あれば薬で治るってさ
[4503.442] 鯖の味噌煮焼き: おＣ
[4504.509] たまごかけごはんさん: 床ペロ
[4504.615] uni_mm: おc
[4505.413] jhonnymorimori: 健康的だな
[4505.667] 惰性さん: oC
[4511.582] ayunosioyaki0223: 切り替え○
[4512.409] rioapr03: 切り替え爆速w
[4514.337] osato9654: 雑ペじゃね？
[4515.559] (S)tempest0709: 切替プレデター
[4523.565] 神崎立夏: 😋
[4525.671] amsrad: ザックス
[4528.643] (S)moris1013: ザックス
[4532.623] たけのこ派: ザックス
[4536.622] (S)みそギン: wwwwww
[4541.272] 梨一: 早かったねw
[4541.592] (S)ナラ抹茶: wwwwwwwwwwww
[4542.243] yubaharu: wwwww
[4542.508] (S)Ichigo_Strawberry15: www
[4543.424] kaido_2525: わこらだ
[4552.283] (S)ポテチの子: わこらだ
[4552.500] shi_n_tou: メリハリがね
[4554.182] (S)みそギン: あ…
[4555.751] (S)nonaru4637: ウィンターエクスプレスとかやらん？
[4559.800] (S)みそギン: radaoMute
[4562.191] (S)suiha_7: 底ペロ
[4570.091] kururinngo: らっど？
[4587.480] 神崎立夏: あれおもろい
[4590.767] 梨一: いいね
[4595.784] (S)猫又01: あー
[4605.983] sakasa_n: あれやめらんない
[4610.034] 神崎立夏: www
[4613.363] 梨一: wwww
[4615.373] kamimi339: わこらだ
[4619.242] jhonnymorimori: じゃあ...
[4620.211] 梨一: あー
[4623.715] (S)sjindoa: へー
[4626.331] jhonnymorimori: へー
[4629.300] (S)こんばんは1: らしいね
[4632.139] yubaharu: え
[4632.853] もぐつむり: へー
[4636.010] _こっぺぱん: ww
[4638.177] ちあらちゃん: へー
[4638.693] amcill: つら
[4641.371] (S)猫又01: へー
[4643.903] (S)tempest0709: つらぁ
[4644.894] (S)Ichigo_Strawberry15: つらぁ！
[4646.404] (S)きなこもち46: へー
[4646.754] (S)sjindoa: 消えちゃうんだ
[4648.014] (S)きっこまん: お前はいけ
[4650.950] 梨一: すももさんは行けそう
[4651.762] jhonnymorimori: つら；；
[4652.531] (S)unavele_nobu: らっだぁじゃん
[4653.039] world_kohaku: それお前
[4655.313] jhonnymorimori: おい
[4657.150] (S)Ichigo_Strawberry15: お前はいけ
[4657.541] crow_d27i7: 消えるんだ…あれ
[4658.959] 鯖の味噌煮焼き: バグじゃなくて？
[4659.000] 惰性さん: ぽまえじゃん
[4659.640] _こっぺぱん: やれ
[4660.912] (S)雪代: やらんやつ
[4661.417] nishina___: やらんやつ
[4662.596] ayunosioyaki0223: やらんやつ
[4665.713] jhonnymorimori: 逃さないぞ
[4666.664] (S)Ichigo_Strawberry15: やらんやつ
[4666.685] (S)khinmr: やらない了解
[4667.460] 梨一: だってやらんやん
[4667.634] rioapr03: 本当にやらんやつ
[4669.000] yubaharu: ぽまえやん
[4673.274] (S)unavele_nobu: らっだぁは絶対やらないもん
[4674.832] (S)suiha_7: ぽまえはいつもそうだ
[4674.926] (S)Ichigo_Strawberry15: それでやったことある？
[4679.740] a1anhead86291: 毎回言ってるもんな
[4679.950] kurono1627: 事実やん
[4682.043] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[4687.062] jhonnymorimori: 常習犯
[4688.657] (S)ららら0913: 明日もやれ
[4690.221] suna0056: もっと配信して
[4701.215] mako00903_: 明日もやれよ
[4702.615] トマト狩り: あ
[4703.525] shiroa1019: あ
[4703.895] なるか3: あ
[4704.177] ruu_ha: あ
[4704.338] kawaharaya: あ
[4706.234] (S)猫又01: あ
[4706.960] kagura_kiba: あ
[4708.417] nagosaku: あ
[4709.385] mai_parastica: ハブ
[4711.392] 梨一: wwww
[4711.611] せおりー: 3ヶ月
[4712.182] yubaharu: あ
[4712.415] kurono1627: あ
[4713.579] (S)ららら0913: あ
[4714.533] harusame55: あ
[4716.740] (S)Ichigo_Strawberry15: あ
[4718.151] (S)きっこまん: あ
[4718.359] 神崎立夏: あー
[4718.825] eboru0915: あ
[4719.065] jinkucky: あ
[4719.796] Shiranui1529: Shiranui1529 subscribed at Tier 3. They've subscribed for 27 months! 
[4719.958] 鯖の味噌煮焼き: あ
[4720.986] (S)えりさ_: あ
[4721.074] (S)nakihai556: あー
[4721.184] (S)sjindoa: あー
[4721.220] (S)きなこもち46: あ
[4721.745] (S)スティコ: あ
[4722.119] (S)そおお: 3ヶ月.........
[4722.685] (S)11ket: 建築は週一ですが、？
[4724.612] rioapr03: あ
[4725.351] 梨一: 2ヶ月の話するしかない
[4725.964] ayunosioyaki0223: あ
[4726.441] _こっぺぱん: あ
[4727.089] (S)tempest0709: そうねぇ
[4727.121] 人生100年時代: あ
[4727.282] (S)jima922: あーね
[4729.009] jhonnymorimori: 1ヶ月と3ヶ月
[4731.039] iori0517: 今北わこらだ
[4731.204] (S)ここねり: wwwwww
[4734.246] (S)oli_liriri: www
[4734.818] shi_n_tou: 汚い！？
[4737.943] (S)STu_mormot555: 就活生の罠
[4738.009] so_cha_26: 2ヶ月な…
[4740.815] ドコサヘキサエン: 週休2日と完全は違うからね
[4741.324] (S)猫又01: wwwwww
[4743.177] 神崎立夏: その話やめない 
[4743.462] (S)rioniku1515: 週休二日は実質休みなしやねｗ
[4746.909] renoha_otaku: わこらだ〜
[4747.389] mikan_san: らだおきったな
[4751.304] dokukinoco: 自由業が何を言う
[4752.348] (S)猫又01: radaoCry2
[4756.455] (S)こんばんは1: 闇だ…
[4758.384] (S)みーだん: 今北わこらだ
[4760.906] (S)moris1013: 週休２日は月に２日休みらしいね
[4761.290] (S)Ichigo_Strawberry15: きったねぇ！
[4761.615] nagosaku: 気を付けてね
[4763.357] kawaharaya: radaoCry2
[4763.959] ドコサヘキサエン: そうそう
[4765.712] (S)suiha_7: radaoCry2
[4767.340] (S)縊死: 闇を感じる
[4767.579] ニコ丸0429: ﾋｪ…
[4768.790] (S)tanpopo_po: 年間休日120日超えてないとな
[4773.748] kamimi339: こわい…
[4779.076] ayunosioyaki0223: 闇が
[4779.812] (S)Ichigo_Strawberry15: こy
[4781.144] becpac: 大人、怖い・・・
[4786.319] (S)Ichigo_Strawberry15: 社会恐ろしい…
[4787.473] Shiranui1529: コロナで景気がわりぃーんだよ！！お前は休むのか？と言われる日々
[4792.650] ちあらちゃん: こy
[4795.799] yubaharu: やめろよ
[4796.243] 梨一: wwww
[4802.529] (S)jima922: 無限だね
[4803.450] セデイト: 君らも辛い思いしようや…
[4804.464] (S)猫又01: radaoKuuun
[4806.631] dokukinoco: 個人事業主が何を言う
[4807.355] (S)Ichigo_Strawberry15: 負の連鎖
[4809.090] (S)きっこまん: 12時間労働助けて
[4814.333] 哀れな人の子: アーマーつよ
[4814.776] 梨一: つっよ
[4818.035] mikan_san: 見てるよおっさん
[4819.516] (S)ここねり: こy
[4824.921] (S)oli_liriri: 誰かが負の連鎖を止めなければ
[4826.294] 雪狐0143: こy
[4826.618] (S)きっこまん: つよ
[4826.859] 湊ソラ: 見てるよ
[4851.362] らむねゐろ: らっだぁなら白アーマーでも余裕なのでは？
[4851.927] (S)まふふうぃんぐ: つんよ
[4852.361] 哀れな人の子: そこ固定だっけ
[4864.169] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[4869.515] rioapr03: www
[4869.625] (S)khinmr: 弾少ない
[4871.605] wawafu2525: リロードしよ
[4874.951] 梨一: wwww
[4880.306] (S)at_gear: 固定ではなくなったらしい
[4885.098] (S)ochaaaa: わこらだー
[4885.159] rioapr03: あ
[4885.871] あらんえむかーびぃ: あ
[4886.337] 神崎立夏: あ
[4886.422] おふじくん: 固定ではない
[4888.765] ayunosioyaki0223: あw
[4889.023] 梨一: あ
[4889.150] jinkucky: あ
[4889.606] (S)haru_anura: おい
[4890.736] (S)こんばんは1: おい
[4890.893] (S)baberuboburu3939: おい
[4892.211] (S)suiha_7: あ
[4893.018] (S)moris1013: おい
[4893.806] rioapr03: 手慣れてますね
[4893.907] ニコ丸0429: 盗人
[4893.982] (S)mai161116katatumuri: あお
[4894.360] ゆきとよ: 手癖わる
[4895.592] (S)mai161116katatumuri: おい
[4895.994] (S)tempest0709: リードパスがえぐい
[4896.225] (S)Ichigo_Strawberry15: おい
[4897.215] yubaharu: あ
[4897.823] shiki_maru: 手癖わる
[4898.054] jhonnymorimori: おい
[4899.788] gaiantufan: おい
[4899.820] (S)suiha_7: そだちがいいねぇ
[4900.226] kamimi339: 手慣れてんな
[4900.852] (S)雪代: 育ちいいね
[4900.884] くろざき: おい
[4902.381] (S)oli_liriri: radaoKasu
[4902.896] (S)猫又01: おい
[4903.154] (S)m1kqn_mimimi: 危うく炎上
[4906.175] 梨一: そだちいいからね
[4906.936] (S)琉菜: おい
[4907.481] (S)Ichigo_Strawberry15: 育ちの良さでたな
[4911.528] (S)khinmr: ほんと性格良い
[4913.432] (S)suiha_7: 手がハヤイ
[4914.658] 神崎立夏: 常習犯の手際のよさ
[4914.923] nishina___: 本当に育ちがいい
[4915.141] (S)moris1013: 判断が早い
[4918.907] tora25_22: いけ
[4920.787] makoto66: 育ちいいね
[4925.278] (S)unavele_nobu: 行かないだけだろ
[4926.566] (S)nakihai556: はよいけ
[4928.098] shi_n_tou: 行くんだろ？
[4929.791] (S)who_tawn: うるせえ、行こう！
[4929.983] 梨一: めっちゃ否定するw
[4932.274] (S)Ichigo_Strawberry15: いいから行け
[4932.686] (S)猫又01: はよいけ
[4935.594] (S)unavele_nobu: 行く気ないだろ
[4935.874] (S)dia11313: 行かないだけです
[4936.327] (S)haru_anura: マスター詐欺
[4937.369] yubaharu: 逃げんなよ
[4939.956] 梨一: たしかに
[4943.608] (S)sjindoa: ブームが終わってきてる
[4946.952] (S)khinmr: あ
[4947.568] 梨一: あら
[4950.250] (S)suiha_7: あ
[4951.440] pon2929: えええ
[4951.598] (S)ばにら0115: あっ
