[30.309] 卯尾市場: DinoDance
[4248.109] (S)麦の人: 売れないバンドのジャケみたいｗｗ
[4248.409] (S)kinokogidora: wwwww
[4249.173] kwkm0394: 真のチンパン時代
[4250.174] (S)shadowchiefzed: ときんすあまりにも少年
[4250.740] (S)mukubado2: ウホっとして〜？
[4253.710] muzai0128: ガチで配信に映していいもんじゃない
[4257.364] (S)港区ザンギエフ: ときどさんの不貞腐れたような表情がいいね
[4261.626] 蒼い人: 財布の話ししたやつ
[4262.511] (S)amakusa_akaikitune: ミリアにぐちゃぐちゃにされたとき
[4263.137] (S)よぞらかげ: SFLの毛量バグってるどぐら見たくなってきた
[4266.707] れなまる〇: しなしなにされたとき？
[4267.047] しぼみ: これも大須さん？
[4268.197] (S)港区ザンギエフ: 腕ほっっっそ
[4269.510] (S)gularain: こういうイベントもまたあったらいいなあ
[4274.298] (S)港区ザンギエフ: 枯れ枝やん
[4275.439] echizen2000: 毛量
[4277.103] (S)dtnhr: 最近闘神激突見直しました ほんとどぐらさんいいとこなかったです
[4280.117] sgthr7: 髪多すぎない
[4280.478] (M)(S)ぱぱすぬわ: 2016
[4281.429] kaeruseijin1008: ラーメン屋ポーズだ
[4284.459] (S)shadowchiefzed: 毛量が・・・
[4290.783] (S)kinokogidora: 毛量すごくない？
[4291.293] あかもず: この写真はゴボのイメージある
[4291.337] ryu_kirino: wwwww
[4291.399] silt_gal: wwww
[4293.956] hakkkkk___: wwww
[4294.228] ヒースシザリン: www
[4295.025] (S)gularain: W
[4295.462] (S)shi_a__: www
[4295.963] (S)mukubado2: どぐにゃん…
[4297.382] ねじゼリー: これかハザマのコスプレのイメージありますｗ
[4298.830] (S)shadowchiefzed: 本当にいいとこなかったからね・・・・
[4300.189] (S)麦の人: ｗｗｗｗｗｗ
[4300.416] しぼみ: みんな腕組んでたあの頃
[4302.762] (S)kinokogidora: wwww
[4307.404] れなまる〇: ちゃんと嵌めてきたよね
[4308.841] kwkm0394: シンくんもっと早く起き上がってよ～
[4309.079] utyoten: CRどぐらの宣材ってありますか？
[4310.081] (S)dtnhr: ほかの人は割と見せ場あったのに
[4313.276] (S)shadowchiefzed: しかも財布なくすし
[4313.570] (S)kinokogidora: ハザマコスプレしてたんや
[4314.021] (S)ta3z_: ガリレオさん・・・
[4318.406] みぐみぐどっこいしょ: 対戦前にフカしてたのも良い味出てましたね
[4320.884] trialgabber: まめスパさんとの出会いエピソードとかありますか
[4321.095] (S)LooseDash: cagdogBugi
[4324.823] (S)港区ザンギエフ: 何もなかった男
[4329.092] 蒼い人: グランロデオ炎上事件っていつ？
[4329.539] rorkallos: 一番記憶に残ってる試合はありますか？
[4334.767] (S)港区ザンギエフ: まめスパとの出会いの話は気になるかも
[4337.365] (S)dtnhr: 勝ったあと 帽子回してたの懐かしいわ
[4339.249] (S)高級食材ふかひれ: あーくれぼ
[4346.531] (S)shadowchiefzed: これ10年前っすよ やーばい
[4346.754] (S)mukubado2: クオリティ…
[4348.376] ねじゼリー: それですねｗ
[4354.222] (S)kinokogidora: おお、ええね
[4357.090] (S)港区ザンギエフ: w
[4357.120] somaogami: 懐かしい笑笑
[4362.298] (M)墾田永年私財砲: ｗｗｗ
[4363.676] (S)高級食材ふかひれ: 現地観戦しておもろいにいちゃんおるなぁって思いました
[4364.128] Dev9ru: そういや青ビューと赤ビューってそんなに遅延差あったの？
[4366.875] (S)mukubado2: wwww
[4369.705] (S)美濃屋善兵衛: したいんかい
[4375.016] (S)dtnhr: ＤＩＥちゃん・・・
[4376.239] ねじゼリー: したいんですねｗ
[4377.993] たろと_: きーやんさんね
[4387.380] MUTSUKI4gpchu: wwwww
[4394.616] ryu_kirino: w
[4395.946] kaeruseijin1008: 草
[4397.659] tinpantarou: へー
[4399.364] (S)dtnhr: 検索したらでてくるのでは？
[4403.631] ドン坂本: ﾌｩｩｱｯｯ(go for itの前奏
[4403.731] (S)mugina1225: 誕生日おめでとうございます! 夜は配信しますか？Cheer100
[4418.672] (S)mugina1225: Cheer100
[4431.670] ゆえ3: こないだ行ったスナックのねーちゃんが谷山紀章さんに似てたけど、伝えるのは堪えた
[4437.385] aki5568: うわ、検索したらほんとにそっくりだ
[4441.107] (S)dtnhr: あっ
[4444.463] kaeruseijin1008: あっ
[4447.662] BrokenJP: 見つかって
[4448.113] (S)shadowchiefzed: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[4448.600] (S)港区ザンギエフ: 余計なことしたね
[4449.320] ryu_kirino: wwwwwwwwww
[4449.358] (S)kinokogidora: おっ
[4450.275] (S)鉄板: 草
[4451.281] (S)happyhk: wwwwww
[4451.663] (S)LooseDash: あかん
[4451.802] (S)たくれざる: 草
[4451.848] れなまる〇: 草草
[4452.282] BrokenJP: LUL
[4452.368] tinpantarou: ｗｗｗｗｗ
[4452.598] ねじゼリー: ｗｗｗｗ
[4452.978] 養分は非プレイヤー: ｗ
[4453.227] hakkkkk___: ｗｗｗｗ
[4454.380] (S)vra_oji: もう10年前か〜
[4455.353] (S)mukubado2: こえぇよぉ…
[4455.850] たろと_: ひえ
[4455.998] onemoch: えええｗ
[4456.499] (S)うちま_: ｗｗｗｗｗｗ
[4458.140] toto3210119: ひえっ…
[4458.245] (S)acrofiora: 草
[4458.606] humi_akira: 謝れ！謝れ！謝れ！
[4459.418] (S)gularain: Wwwwww
[4461.082] (S)港区ザンギエフ: wwwww
[4462.534] れなまる〇: これがほんとの冗談ですやん
[4463.836] あかもず: 草
[4464.291] bosobaagirl: ちゃんと炎上しちゃった
[4465.016] (S)よぞらかげ: 内輪ネタですやんｗｗｗ
[4467.149] losmeMo: ｗｗｗ
[4467.774] (S)shadowchiefzed: それぐらいええやんけｗｗｗｗｗｗｗｗｗｗｗｗ
[4468.328] ヒースシザリン: www
[4468.746] hyperion0123: かわいそう😢
[4473.479] ねじゼリー: ゲームとは全然関係ないところでｗ
[4478.335] 闘劇のアルベルト: 冗談ですやんか〜
[4479.486] (S)dtnhr: ほむかわさんおる
[4485.060] (S)kinokogidora: 火打石でカチカチやられてたww
[4486.787] hyperion0123: そんな怒らんといてーや
[4487.254] (S)LooseDash: cagdogBugi
[4492.244] ryu_kirino: wwwwwww
[4493.084] aki5568: 今も怒られそうだなそういうの
[4494.478] れなまる〇: そこは大事
[4494.494] kaeruseijin1008: 草
[4502.127] (S)港区ザンギエフ: 似てはいた
[4502.270] echizen2000: 狂信者だから仕方ない
[4502.411] BrokenJP: ここだけは真実を伝えたい
[4502.743] (S)麦の人: 近似値ではあるｗ
[4506.415] (S)鉄板: まぁ似てる
[4507.182] hakkkkk___: www
[4519.289] (S)p_winnie: cagdogGomen
[4519.381] Dev9ru: 似てる似てないなら 似てる
[4528.560] (S)港区ザンギエフ: 似てないは無理ある
[4530.820] (S)p_winnie: マージで似てる
[4531.145] (S)美濃屋善兵衛: それの何が悪いって話でもある
[4536.965] echizen2000: 似てますがゴメン
[4537.013] (S)acrofiora: 譲れない戦い
[4540.360] (S)mukubado2: 似てるのは譲れない
[4541.046] kwkm0394: これだけはね
[4541.076] (S)麦の人: 謝る、が、似てはいる
[4545.722] (S)acrofiora: ごめんなさい でも似ています
[4549.154] oyassan5963: だから燃える
[4550.802] (S)dtnhr: ゆず～れ～ない～
[4559.670] (S)LooseDash: 俺だったら謝らんわそれ
[4564.212] rorkallos: そっち系の話題はすごいカウンターくらうよねｗ
[4565.110] kitori_17: なんの謝罪させられてるんや...
[4567.053] (S)港区ザンギエフ: 似てはいるからね
[4568.040] しぼみ: うおお謝れ！
[4570.674] ねじゼリー: 今でこそねｗ
[4571.953] ryu_kirino: もう一生おもろいw
[4572.145] muzai0128: 謝るときに正論いうのよくない
[4574.069] echizen2000: また発掘されて燃やされる
[4574.347] tinpantarou: ちゃんと髪型も似てるの笑う
[4576.911] (M)(S)ぱぱすぬわ: 本人じゃないじゃないですか！ならわかると
[4588.964] oyassan5963: これ切り抜かれてまた炎上しない？
[4589.139] BrokenJP: 似てはいる
[4594.045] tokumei7777777777: そっちを譲らないんだw似てなくても叩かれる覚えないわじゃなくてw
[4594.456] onemoch: ご本人から怒られたならともかくねぇ
[4595.352] toto3210119: 譲れない想い
[4595.729] (S)LooseDash: そこだけは譲らんという確固たる意志
[4598.311] れなまる〇: 正論は何も生み出さないのね
[4610.945] (S)mukubado2: 怒ってるなら謝る…だが嘘はつけないんだ！
[4630.899] 蒼い人: 他に理不尽事件ない？
[4631.683] ドン坂本: GRANRODEOのオタクですけどそれでどぐらさん知りましたし…
[4641.888] (M)墾田永年私財砲: ｗｗｗｗｗ
[4644.405] BrokenJP: LUL
[4645.659] (S)vra_oji: wwwwww
[4645.938] tobias0930: ｗｗ
[4648.347] (S)shi_a__: www
[4649.764] れなまる〇: その導線あるんだ！？
[4651.488] yudetamago100: wwwww
[4652.624] toto3210119: 意外な経路
[4653.127] margarita_217: 意外な入り口
[4653.362] (S)mukubado2: 嫌な知り方やなぁw
[4653.799] (S)鉄板: 何が起きるかわからんなぁ
[4653.932] (S)shadowchiefzed: ｗｗｗｗｗｗｗｗｗｗ
[4659.051] MUTSUKI4gpchu: えーーどぐらさん全然悪くなくないですか？ 
[4660.005] (S)LooseDash: うおおおおおお谷山紀章ありがとおおおおおお
[4666.305] tinpantarou: ツイートのこってたら見たかったなー
[4670.599] (S)港区ザンギエフ: 今まで起きた事件を振り返って欲しい
[4675.293] (S)shadowchiefzed: 売名ってちゃんと効果あるんやなって
[4678.112] onemoch: 縁は奇なものとは言いますがｗ
[4691.496] rorkallos: まぁ過去のSNSとかめちゃくちゃ漁られるからなぁ
[4693.757] (S)mukubado2: そう言う星の元に生まれたのやも
[4695.943] hyuoshi: 炎系能力
[4696.360] MUTSUKI4gpchu: wwwwwww
[4697.688] れなまる〇: CRからのお知らせ――
[4701.529] oyassan5963: あるいみ才能
[4702.896] 養分は非プレイヤー: 槍玉に挙がりやすい人いますね
[4707.046] 蒼い人: GO1のゴボのすごーい事件アホすぎて好きです！
[4711.816] (S)gularain: まあ横アリうめるくらいの人気あるから目にふれてしまうはしかたない
[4712.814] (S)LooseDash: それに関しては野崎悪くなくない？？？
[4716.369] margarita_217: どぐらさん事あるごとに火おこしされてません？
[4717.277] xxzoids: パーシヴァル（火属性）だから。
[4717.374] (S)vra_oji: まめスパとの出会いは何年前ぐらい？
[4722.757] asaduke0206: 今年の目標は0炎上ですか？
[4723.615] (S)港区ザンギエフ: これに関しては加害者ってのも変な話やけども
[4739.155] kaeruseijin1008: 12年前に牧場で？
[4741.508] oyassan5963: 帽子かぶってるヤツ
[4742.175] (S)港区ザンギエフ: 12年来の付き合いスパ
[4744.403] muzai0128: ゴボを初心者にもおすすめしたらなぜか炎上してたのやばすぎた
[4748.913] double2121: 何かDBFZで10割コン投稿したら炎上したみたいなのありませんでした？
[4751.175] trialgabber: 何きっかけでまめスパさんと仲良くなったんですか？
[4754.686] (S)鉄板: CEOだかなんかの大会行った時だっけ
[4757.926] にんど: キャメイバーの話する？
[4759.872] れなまる〇: 前ステ
[4760.493] (M)(S)ぱぱすぬわ: まめスパに開口一番声かけた時のライン越え話
[4761.619] margarita_217: まめスパさんの昔の写真とかあります？
[4763.443] MUTSUKI4gpchu: どぐらさんの炎上覚悟めっちゃ好きやけどなぁ 
[4766.018] aki5568: なんて？
[4767.691] humi_akira: それだけ目につきやすいってことなんかね
[4768.883] hyperion0123: まさしさん周りの話も聞いてみたいなぁ
[4773.763] oyassan5963: 急にくる
[4774.954] (S)港区ザンギエフ: きもい！
[4777.889] jasmine0u0: どぐらさん誕生日おめでとうございます！！
[4786.272] (S)mukubado2: あっ
[4788.765] oyassan5963: それは謝った方がいい
[4788.809] handol_handol: よく聞こえなかった、…
[4789.946] rorkallos: 18時からはスト６やるんですか？
[4792.238] toto3210119: 決まり 決まり
[4793.793] 闘劇のアルベルト: ﾃﾞｭﾌﾌ
[4800.055] (S)dtnhr: まめすぱ「触れてはいけないことを・・・」
[4807.528] oyassan5963: きも
[4809.541] (S)vra_oji: ………
[4814.893] kaeruseijin1008: うわ
[4815.598] ねじゼリー: ファンボ
[4818.722] (S)鉄板: 声かけたのどぐらさんからなのですが
[4821.200] (S)LooseDash: あなたさぁ〜
[4822.774] れなまる〇: 女の子が格ゲーやってるときに声かけてくるオタクみたいなエピソード
[4832.762] trialgabber: まめスパさんの面白エピソードとかありますか
[4843.929] (S)mukubado2: いや、刺す
[4859.892] 蒼い人: ゴッズでソニフォに変な日本語教えたのどぐらさんって本当ですか？
[4865.633] ida_pon: アルテマさんのことか
[4874.131] (S)LooseDash: 「いや、刺す」の話もっかい聞きたい！ きゃっきゃ
[4879.998] (S)mukubado2: もっさり
[4880.792] 芋之山: ふふっ
[4881.973] 闘劇のアルベルト: 草
[4882.446] (M)(S)ぱぱすぬわ: その疑問持ったスパイダーマン帽子被ってるまめスパも見てみようじゃないか
[4882.513] (S)LooseDash: でたあ！
[4883.527] BrokenJP: うわ
[4883.768] (S)港区ザンギエフ: 出たよこれ
[4884.542] (S)ta3z_: 懐かしいｗ
[4885.485] (S)鉄板: もさもさ野崎ホント好き
[4885.898] oirora: 毛量 毛量
[4887.913] れなまる〇: でたわね
[4888.734] toto3210119: もわっとしてる
[4889.126] (S)あはとぽけ: これなんでこんなもっさりなん？
[4889.561] (S)vra_oji: 毛量笑っちゃう
[4889.785] hyperion0123: もさもさ
[4890.467] handol_handol: wwwww
[4890.495] 呪縛衆: 何があったんやｗ
[4890.905] Dev9ru: ロシアの防止被っています？
[4891.309] しぼみ: シンメトリーどぐら
[4891.383] muzai0128: 何回もおもろいこれ
[4892.006] uto____: もさっ
[4892.760] tinpantarou: マゴさんの好きな写真
[4893.305] trick0918: アフロやん…
[4893.644] 芋之山: なんでこうなったの？
[4893.800] (S)高級食材ふかひれ: 真顔
[4893.859] kwkm0394: こわいゆ
[4894.063] (S)美濃屋善兵衛: 頭でけえ！
[4894.277] (S)dtnhr: もっかい sakoさんとフリーザ代形態 並べない？
[4894.570] (M)墾田永年私財砲: 小さくても一番目立つsakoさん
[4896.240] echizen2000: こう撮る方がむずいだろw
[4898.240] (S)shi_a__: どうしてこうなったw
[4900.183] ねじゼリー: ｗｗｗ
[4900.621] bosobaagirl: でた
[4900.879] kaeruseijin1008: パーマかけてる？
[4901.007] trialgabber: 今も眼鏡ってかけたりするんですか？
[4901.660] (S)美濃屋善兵衛: 首ふてぇ！
[4901.788] (S)ニックネーム2303: なんて言われたらこの顔になるの
[4902.758] (S)港区ザンギエフ: この年全員違和感すごかったからね
[4903.425] (S)LooseDash: 顔なんか怖くない？？？
[4903.793] (S)amakusa_akaikitune: 傑作はsakoさん
[4906.419] onemoch: ｗｗｗ
[4907.511] 闘劇のアルベルト: sakoさんが一番酷かったやつw
[4907.589] oyassan5963: モザイクかけたほうがよくない？
[4907.640] DancingSheep1119: 頼む、さこさん見せてくれ
[4908.288] tinpantarou: sakoさんもっと毛量多かった
[4908.671] OldTypeOji: その年の写真はみんなオモロかった記憶
[4909.539] iamatomic45510: sakoさんがおもろすぎるんだわ
[4910.124] (S)麦の人: 中央から鏡対照にしたみたいな顔ｗ
[4910.158] atamamiru: さこさんよｗ
[4910.386] unimel1x: wwwwww
[4911.159] abeshi: ｗ
[4911.383] (S)mukubado2: どう撮ったらこうなるん？
[4911.979] kaeruseijin1008: 草
[4912.090] tobias0930: ｗｗｗｗ
[4912.221] (S)Ippo360: outfit2
[4912.815] echizen2000: びよーん
[4913.491] dandou09: 草
[4914.927] hyperion0123: なんかこの時sakoさんとかも変な写真だったよね
[4915.232] (S)港区ザンギエフ: フリーザ様
[4915.350] (S)vra_oji: www
[4916.416] れなまる〇: 草
[4916.626] ryu_kirino: エクレア
[4917.878] (S)mukubado2: wwww
[4919.988] (S)鉄板: やたら長いsakoさん
[4920.071] tinpantarou: ｗｗｗｗ
[4921.349] ねじゼリー: 言ったらだめｗ
[4923.585] (S)港区ザンギエフ: フリーサコ
[4923.842] toto3210119: あまりにも長すぎる
[4923.919] oyassan5963: ご飯粒
[4924.283] 芋之山: 確か撮り直しされてなかったっけ？
[4924.286] (S)麦の人: この合成感ｗｗｗ
[4926.998] onemoch: 頭蓋骨がおかしいｗ
[4928.265] (S)田中脊髄剣田中: 出た
[4928.356] (M)(S)ぱぱすぬわ: 去年の壁画はほんま楽しかったよ、元ネタがおもろすぎたから
[4929.145] (S)たきこみ: これはほんとにおかしい
[4929.257] 楚々: deta
[4931.660] 破天荒田中: 悪質なコラ画像
[4936.967] echizen2000: ガチくんもとんでもない形相になってる
[4937.219] こいける: こいける is gifting 5 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 5 in the channel! 
[4937.544] こいける: こいける gifted a Tier 1 sub to mattary3080! 
[4937.546] こいける: こいける gifted a Tier 1 sub to 昼さん! 
[4937.597] れなまる〇: なにこれ修正賭けてる？
[4937.653] こいける: こいける gifted a Tier 1 sub to はおだよっ! 
[4937.735] (S)dtnhr: 下にいる人と同一とは思えない
[4937.812] こいける: こいける gifted a Tier 1 sub to ninnnikku! 
[4938.825] こいける: こいける gifted a Tier 1 sub to れいとろん! 
[4939.511] oirora: この年の写真写り悪くない？
[4940.140] (S)港区ザンギエフ: 豪傑がキレた写真
[4941.310] (S)gularain: 写真なんで加工いれたんだろw
[4945.252] 楚々: でた大須さんが起こってた宣材ｗ
[4948.060] しぼみ: どぐらの写真本当にシンメトリー加工してないの？
[4949.327] (S)dtnhr: こいけるねぇのシャワー
[4949.397] (S)LooseDash: 大須さんがガチギレした最初の宣材写真
[4949.740] onemoch: わぁすごい
[4950.180] urumax999: 左下のどぐにゃんもなかなか
[4952.980] tinpantarou: この年なにがあったんやろ
[4953.230] oyassan5963: 米粒みたいな形しやがって...
[4955.203] (S)田中脊髄剣田中: 下にシンメトリー野崎もいますよと
[4955.575] toto3210119: うおおおおお
[4959.636] (S)ta3z_: 今年の写真も楽しみだなぁ
[4959.712] (S)よぞらかげ: これマジでおもろいｗｗｗｗｗｗｗｗｗｗｗ
[4959.790] 蒼い人: マトイさん応援したらフェンに舐めプされたゴボの動画好きなんですが あれなんの時でしたか？
[4964.706] (S)banseim011: どうなったらこんな写りになるんだｗ
[4967.005] 芋之山: 全体的に写真おかしかったよね
[4968.313] (M)(S)こまっている: こまっている subscribed with Prime. They've subscribed for 18 months! 
[4974.062] こいける: お誕生日おめでとうございます！！🧁✨✨素敵な一年になりますように！！
[4976.274] (S)paps0423: 下にあるさこさんと全然違うやんかw
[4993.165] mokuyou2100: nekoが毛を逆立てるみたいなもんでしょ多分
[5000.495] (S)港区ザンギエフ: この写真が撮れた理由がほんまわからん
[5002.366] ごしゃ548: 舐めプのやつ講習会かなにかじゃなかった？
[5002.406] echizen2000: サラサラ
[5003.269] (S)よぞらかげ: 誰？
[5006.605] (S)港区ザンギエフ: 誰？？？？？
[5007.201] trick0918: だれ
[5008.490] (S)acrofiora: なんじゃこれ
[5008.714] kaeruseijin1008: すげー色
[5008.944] (S)田中脊髄剣田中: ？！
[5009.364] (S)amakusa_akaikitune: ヨン様？
[5010.599] (S)LooseDash: だれやこいつ！！！
[5010.701] ろくりす: 毛量マシマシどぐら笑う
[5013.604] (S)あはとぽけ: 誰？
[5013.767] (S)高級食材ふかひれ: ｗｗｗ
[5014.391] ryu_kirino: 野崎家ではもう祝ってもらったん？
[5014.612] (S)mukubado2: 平成のバンドマンじゃん
[5016.022] BrokenJP: もけサンライズ
[5016.519] oyassan5963: マゴさんと足して2で割った感
[5017.357] ヒースシザリン: www
[5018.039] (S)鉄板: ヨン様？
[5018.314] tinpantarou: えいたみたい
[5018.867] toto3210119: トラボ感
[5019.306] 蒼い人: 18号って言われてた時の髪型すき
[5020.154] (S)高カロリー豆腐マン: なんかマゴさんに見えるw
[5021.012] 芋之山: サラサラどぐら
[5022.720] trick0918: rageかこれ
[5023.811] 闘劇のアルベルト: パーティー行かなアカンねん
[5024.347] onemoch: Mｒベイターｗ
[5024.835] orukuben: 誰？
[5025.521] humi_akira: ミスターベーター
[5026.543] (S)よぞらかげ: えいたかと思った
[5029.274] ねじゼリー: ちょっとマゴさんっぽさある
[5029.604] (S)田中脊髄剣田中: ヨン様みたい
[5029.781] ryu_kirino: おおおおおお
[5035.382] mokuyou2100: KBTIT
[5035.700] (S)港区ザンギエフ: 謎の男
[5037.423] (S)よぞらかげ: その下の緑のやつブランカ？
[5037.445] kitori_17: パーティ行かなあかんねん
[5039.084] (S)港区ザンギエフ: どくらさん
[5039.411] (S)dtnhr: ほむかわさん目立つ
[5040.949] (S)たきこみ: パパ呼びなんですか？
[5042.367] (M)(S)こまっている: マゴさんとえいたさんとトラボさん混ざった
[5042.969] (S)あはとぽけ: 娘さんからもらったプレゼントもっとアップで自慢して
[5049.747] kaeruseijin1008: 娘さんの誕プレなにが描いてあるんですか？
[5050.770] (S)わさわさび975: お疲れ様です
[5052.361] mukahi: まめスパからも凄いプレゼントもらえた？
[5052.847] see_no547: わっか
[5056.959] kwkm0394: あーくれぼでしたっけ
[5058.954] trialgabber: どぐらさんの去年の誕生日ツイートの写真も今と全然髪型違ってびっくりした https://x.com/maneater_dgr/status/1668100859316809730
[5060.920] (S)LooseDash: 植田佳奈さんね
[5062.469] (S)mukubado2: 家族から誕プレもらうと涙がちょちょぎれる
[5068.236] hyperion0123: どぐにゃんもあんまり見た目変わらんね
[5068.575] Nikogel360: Cheer100 MUNのビンタ代の足しにでも
[5069.289] akiravec: fateやれ
[5071.439] 蒼い人: N男がキショいムーブしたやつ？
[5072.852] (S)港区ザンギエフ: まめスパなにプレゼントしたの？
[5074.979] hyuoshi: かわよ
[5078.594] 闘劇のアルベルト: 愛やよ
[5079.906] ryu_kirino: もう右上にしか目がいかない
[5083.011] iamatomic45510: 左上がパパか？絵うまいな
[5083.343] 588461: どぐらさんとマゴさんは痩せすぎ、もっと食え！
[5086.966] kaeruseijin1008: 右の黒いのはなんですか？
[5087.721] kakuzatoo: え、尊い
[5090.130] (S)kinokogidora: 愛だぜ
[5094.945] (S)港区ザンギエフ: 嬉しいよなぁこういうの
[5097.283] (S)田中脊髄剣田中: エディーやろ
[5098.210] BrokenJP: ｼﾞｳﾞｧｰﾄﾏ・・・？
[5099.422] echizen2000: ジヴァートマ色
[5100.679] (S)acrofiora: 暗黒物質
[5101.281] handol_handol: これ下のはブランカのスライディング？
[5101.723] kaeruseijin1008: 真っ黒で草 かわいい
[5104.907] (S)dtnhr: やっぱり！？ にとるわ
[5105.160] oirora: daddyが異形のやつね
[5106.049] ryu_kirino: 黒いの本人やん
[5106.707] (S)あはとぽけ: なんならパパの絵いらないからその絵だけ写して
[5107.841] 蒼い人: デデデいる
[5108.418] ねじゼリー: ジヴァートマてｗｗｗ
[5108.681] (S)kinokogidora: よく見たら髪型どぐらさんや
[5109.290] Dev9ru: ジヴァートだと思った
[5111.543] ろくりす: ジヴァートマなことある？
[5113.272] ヒースシザリン: ええなあ、ほっこりするわ
[5117.098] humi_akira: 刺激を与えよう！
[5118.131] (S)mukubado2: ブランカ、もしくはイモムシ
[5118.589] see_no547: 天才やん
[5118.646] trialgabber: まめスパさんからはお祝い何かあったんですか？
[5118.713] れなまる〇: ブランカのスラかと思ったが
[5119.907] akiravec: もしかして父親として認識されてない？
[5120.628] (S)LooseDash: 暗黒のカマキリ
[5120.922] (S)港区ザンギエフ: 娘さんにも父親＝細い生命体だと思われている
[5121.865] (S)たきこみ: いもむしかもしれない
[5121.888] zoharu61: これは才能ある
[5123.244] oyassan5963: 娘さんおいくつでしたっけ？
[5125.507] (S)美濃屋善兵衛: ブランカのしゃが大Ｐじゃね！
[5125.906] 蒼い人: レンくんのグッズ置いたの?
[5127.390] (S)Ippo360: ホイミスライムいるやん
[5129.412] (S)vra_oji: evo一緒に行って仲良くなるって言えば関西勢集まってた時の絶句バナナエピソード好きです
[5131.589] (S)kinokogidora: じゃあ左上ベガ！？
[5132.693] (S)banseim011: ジヴァ―トマ英才教育
[5133.335] (S)paps0423: おたんじょびかわいい
[5134.918] kaeruseijin1008: 頭の触覚は髪型を表してたんやな…
[5135.242] toto3210119: ほっこりするプレゼント
[5136.047] ささみ橋: ささみ橋 is gifting 1 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 1 in the channel! 
[5136.599] 588461: 俺も結婚したいのですが
[5137.295] ささみ橋: ささみ橋 gifted a Tier 1 sub to まるねこ_ぶいちゅーばー! 
[5138.344] hyperion0123: こう言うの見ると結婚が本当に羨ましく思う
[5138.647] (S)acrofiora: なかなか才能がある
[5141.885] oyassan5963: ほっこりするなぁ
[5148.688] echizen2000: Dこく
[5148.832] (S)港区ザンギエフ: 小1でここまで描けるのはもう才能よ 立派な子やね
[5150.396] ヒースシザリン: もう小学生か
[5150.910] (S)田中脊髄剣田中: あ
[5151.837] tinpantarou: D
[5152.294] BrokenJP: D
[5154.494] (S)mukubado2: D
[5154.755] 588461: おっと、、
[5155.409] (S)たきこみ: D
[5155.776] (S)港区ザンギエフ: Dの戦士
[5156.224] shalily0121: ブランカってことはどぐにゃんの大会家族で見たりするんか
[5156.442] inkgran: D
[5156.568] atamamiru: D
[5156.639] (S)LooseDash: んっでぇこく
[5158.369] kwkm0394: 復活のD
[5158.719] (S)鉄板: けっさん！
[5158.766] (S)よぞらかげ: けっさん
[5159.270] (S)vra_oji: D
[5162.184] mjq777: 東のD
[5162.266] 破天荒田中: 漢だいこく時代
[5162.688] (S)ta3z_: 最初のだいこく
[5162.842] 蒼い人: あ
[5164.323] bosobaagirl: けっさん
[5165.027] (S)Ippo360: でぇこく！
[5165.171] kangakus: 元気なころのD
[5165.295] onemoch: 飛ぶ前っすか
[5166.223] (S)田中脊髄剣田中: けっさん
[5168.248] handol_handol: けっさぁん
[5170.564] oyassan5963: 初期だいこく
[5172.081] ドン坂本: GGSTの特番でミリアに土下座してた写真めっちゃ好きです
[5172.311] hyperion0123: 今めっちゃ頑張ってるよね
[5173.222] (S)港区ザンギエフ: けっさん
[5173.575] 闘劇のアルベルト: こくとPUBGやってた頃
[5173.665] まるる8800: 初代
[5176.484] ささみ橋: お誕生日おめでとうございます〜
[5177.981] ねじゼリー: ｗｗｗ
[5179.274] (S)dtnhr: とぶまえ
[5181.888] 588461: またぐなよ
[5184.700] oyassan5963: だいこく(ナーフ前)
[5184.883] (S)高カロリー豆腐マン: 飛ぶ前か
[5186.205] (S)LooseDash: 前ジャンプっていうのやめろwww
[5186.377] 蒼い人: ウォールブレイクはしてた？
[5186.841] mekisiko18: どくらさんお誕生日おめでとうございます🎉
[5189.107] つーつー: 東のD
[5190.784] ささみ橋: 前ジャン前
[5192.768] (S)港区ザンギエフ: 落とされる前のね
[5193.223] Dev9ru: 前ジャンプしたあと降りてくるまでなげえな
[5195.619] (S)美濃屋善兵衛: 目にチカラがある
[5196.750] リ一ベ: 今年はちゃんと着地きめたから・・・
[5204.396] (S)dtnhr: 前ステしたあとに前ジャンプしたわけか
[5207.708] akiravec: こくは正当な予想してくれるかな
[5209.543] (S)港区ザンギエフ: だいこくほんとよかったな 拾ってもらえて
[5217.654] veronica_ash: だいこく、イケメンじゃんねぇ
[5220.641] hyuoshi: 喧嘩10先ふっかけてボコられるDはもういない
[5227.994] (S)麦の人: 加藤鷹みたい
[5230.222] (S)よぞらかげ: マイキー
[5230.981] zoharu61: 若いギース
[5233.838] trick0918: ふーどがいあ？
[5234.424] Dev9ru: そっちの関かいｗ
[5236.201] 呪縛衆: どぐにゃん毎回髪型違うね
[5236.681] れなまる〇: しかも全部後ろか
[5239.871] (S)muzai0128: ももちのパナシは胆力ですか？はかなりおもろい
[5244.334] 588461: CRもいいけど、今後もCAGメンと絡んでくれよな、
[5248.533] veronica_ash: 都市伝説の方かと思た
