[10.996] jSTARszn: tykwonNOWAY
[5419.161] (S)mt7f: 実はモブはレア
[5423.270] gorogorogorn: ずっと旅してきたよ…
[5424.421] ~MISSING_COMMENTER_INFO~: Daigo my brother
[5426.881] tsukikage_saga: 二度とだよ
[5430.637] spclink: エルマンの笑顔を見てよ・・・
[5434.229] sussy_int: ３てて
[5439.005] みょんみょんあかみ: ジャミルHPひっく
[5439.125] nobunobu312: エルマン壁にはなるな
[5441.738] listerinem: モブ縛りよ
[5442.166] imokun888: エルマンの生命力
[5442.822] banana0520: 18もあるのか
[5443.843] あり0221: 初回だと12は結構低く感じると思う
[5444.288] (S)meat114kg: まあモブなんでねえ・・
[5447.131] (S)今井みどり: この笑顔を曇らせるのか？
[5448.017] toro0524: エルマンHP高いね
[5449.103] rm_rf__: 良い笑顔やなぁ
[5449.582] buretan555: LPだけやたら高いなｗ
[5450.752] ~MISSING_COMMENTER_INFO~: エルマンは一番LPが高いキャラです
[5453.020] (S)蟹右手: モブすぐ死ぬという説得力
[5454.061] ricky_pc_game: 装備外してから別れるんだっけ？
[5454.599] sh1zuku716: モブは死んだら消滅する
[5455.268] fuan4444: 将来性のエルマン
[5456.274] natoooji: ジャミルはBP高い
[5459.126] ~MISSING_COMMENTER_INFO~: Great music
[5460.626] 残り8万: エルマンLPやべべ
[5464.355] gomeeen: エルマン裏切りそうやし？
[5468.109] (S)ましゅダヨ: 仲間から外したらもう二度とあえないの？
[5468.207] ~MISSING_COMMENTER_INFO~: ad saga frontier
[5468.376] tsukikage_saga: トラボもそういって仲間から外すのですか！ウメ様！
[5468.936] isekai7153: そんな役いやだ・・・
[5468.996] gorogorogorn: Ｌマンだからね
[5471.220] Jam10505: 天性の肉壁ってことか
[5475.097] GG_sensay: どういう役ｗｗ
[5476.938] tsubomaru: モブはＢＰ回りが弱い
[5477.395] buretan555: 星出てるね
[5479.456] (S)ましゅダヨ: 前衛とか？
[5479.513] gyu_nyuu_pann: 肉壁ってわけ？
[5482.753] Oden3: エルマンを魔術師のクラスにしちゃえば
[5484.551] ~MISSING_COMMENTER_INFO~: 回復かタンクにすると優秀です
[5487.162] 残り8万: 弓とか魔法は後ろのほうが強い
[5490.018] pocomoon482: エルマンは知力と愛も高いから術師向き
[5492.051] あり0221: フォー目ションによって特殊な陣形技が使えるようになったり
[5498.107] tsubomaru: エルマンのクラス見たほうがいいかも
[5499.774] ういっちょ: 武器によって前衛中衛後衛でボーナスが掛かります
[5509.664] (S)ましゅダヨ: よくあるロマサガのフォーメーションだ
[5514.114] isekai7153: 言いにくいよね
[5515.466] natoooji: うっ
[5515.796] kiton_taichi: あ
[5518.119] toro0524: 腕力命ｗ
[5519.465] sh1zuku716: 悩んでる？！
[5520.471] tsukikage_saga: 王もつらい
[5520.489] gyu_nyuu_pann: あ
[5523.564] ういっちょ: あ
[5526.948] rm_rf__: しょうがないw
[5527.949] chikachikabonito: umeCatHope
[5528.055] mogetasan: しょうがない
[5528.300] kiton_taichi: 決断の時
[5530.407] buretan555: (´・ω・｀)
[5530.730] isekai7153: これはね
[5530.821] (S)イエール: うう
[5532.119] gomeeen: ささも・・・
[5532.134] hikky722: 新参者は去れ
[5532.732] (S)ましゅダヨ: つらいけどさ
[5532.750] sussy_int: かわいそう
[5532.837] spclink: どうして
[5533.201] v_harumi_v: しょぼん
[5533.259] sh1zuku716: 落ち込んでら
[5533.659] (S)蟹右手: しょんぼり
[5534.469] tsukikage_saga: がっくし
[5535.371] jjjackass: かなしそう
[5535.507] (S)maya_g01: がっくりしてた・・・
[5535.539] gettyozi: そっちなんだ
[5536.588] isekai7153: 名前すらないんだから
[5537.867] あり0221: 日本人はノーと言いづらい民族だから代行人助かる
[5538.048] もきち555: まさかの
[5538.991] ~MISSING_COMMENTER_INFO~: remake
[5539.743] natoooji: どうせジャミル以外そのうち全員はずすだろｗ
[5542.858] (S)~MISSING_COMMENTER_INFO~: ネームドじゃないと
[5547.175] (S)今井みどり: 仮面が悪いよね
[5551.575] venturaroms: Minstrel Song have the best songs ever
[5552.591] Jam10505: エルマン君は間一髪助かったか
[5553.335] sh1zuku716: ハンサム・・
[5556.058] ノイきち: 王に肩たたかれたらねぇ
[5556.258] (S)northernpike777: 不当解雇
[5556.540] ratchet0512: 96ダ、、
[5558.387] (S)meat114kg: まあ兵士君はなし崩し的に加わっちゃったから
[5563.252] v_harumi_v: エルマンくん、ほっとしてるはず
[5565.318] (S)イエール: エルマン「次は俺だ......。」
[5567.621] Naonao765: ウメちゃんこんにちは
[5567.981] (S)ましゅダヨ: 1度も顔見れなかったし、かれとは
[5585.052] (S)RFKage: 俺を獲れ
[5587.820] potocki1810: ｗｗｗ
[5592.500] (S)イエール: ww
[5593.850] Oden3: エルマンも戦闘職に就けばワンチャンあるはず
[5594.008] hikky722: 最強！
[5597.118] (S)ましゅダヨ: w
[5597.186] unias2: ガラハドだあああああああ
[5598.253] ~MISSING_COMMENTER_INFO~: ガラハゲです
[5598.285] gomeeen: ハゲとるやないかい
[5603.000] kahaku91: よろ
[5603.503] toro0524: ハゲてる‥
[5603.892] (S)蟹右手: マジ顔
[5604.185] shinra0721: ガラハゲ
[5605.199] (S)イエール: 目は綺麗だよ
[5605.981] cafe_gondo: 何が薄いって…？
[5606.124] hikky722: つええｗ
[5606.143] ルイんぼ: そうしはん
[5607.350] (S)~MISSING_COMMENTER_INFO~: 柏木
[5607.944] (S)ponponguripon: どぅふ
[5608.931] ノイきち: 折笠さんぽい
[5609.171] banana0520: なにかを直感している目
[5612.127] gyu_nyuu_pann: ハゲぇ！
[5613.161] enuemu3: ハゲとるな
[5613.446] だいこん_: 折笠さんかな？
[5614.308] gorogorogorn: 殺してでも
[5614.856] もきち555: 毛の話してる？
[5617.350] あり0221: ウメちゃんゲッコー好きでしょ絶対！ハゲはリストラすると思う
[5619.575] sh1zuku716: アイスソードどこ・・
[5620.135] natoooji: 同じ武器種ばっかりやし
[5626.696] ~MISSING_COMMENTER_INFO~: ちなみにガラハドもLP役です
[5628.758] tsukikage_saga: アイスソードもってないガラハドなんて
[5630.507] meslon1203: 不毛やなぁ
[5632.351] (S)ましゅダヨ: まあ……変わりはほかにも……
[5637.550] renthe_invorker: 探索や
[5650.306] Oden3: 新しい街に着いたらまず酒場
[5650.415] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[5656.085] ~MISSING_COMMENTER_INFO~: 義勇軍は入り口すぐにいることが多いです
[5657.159] world_tori: ボイスの量すごい
[5661.017] (S)meat114kg: いるとしたら入口近くか？
[5662.573] gyu_nyuu_pann: ガキ探さないと
[5678.200] (S)イエール: クリスタルレイク
[5680.022] natoooji: 右の酒場行ってなくね？
[5685.820] ~MISSING_COMMENTER_INFO~: nid mor waifus
[5685.828] (S)ましゅダヨ: これだから街の人の話侮れないね〜
[5688.369] natoooji: あ
[5692.165] (S)イエール: むお！？
[5693.515] (S)monpiipop: ？！
[5693.927] v_harumi_v: ！？
[5693.957] (S)~MISSING_COMMENTER_INFO~: ｗ
[5694.142] (S)ましゅダヨ: えっ
[5694.288] banana0520: なんだ
[5694.745] sh1zuku716: ん
[5694.793] moyashi117: え
[5694.971] あり0221: w
[5695.468] (S)meat114kg: 拿捕ｗｗｗｗ
[5695.566] rm_rf__: ？
[5697.995] (S)ましゅダヨ: えー？
[5698.135] (S)sugi_tree3: ？？？
[5698.241] (S)今井みどり: え
[5699.751] (S)ponponguripon: 捕まってしまった！
[5704.007] ぐぐっす: 検挙された
[5706.915] toro0524: ミニゲームか？
[5709.034] v_harumi_v: やったね
[5714.153] pugya7: サガっぽい説明の無さ
[5715.843] Moogle_87: scjOMG
[5734.977] ~MISSING_COMMENTER_INFO~: destroy rosalia
[5735.409] (S)イエール: うらあああ
[5737.677] (S)ましゅダヨ: 丁寧に説明する場所間違えてないか……
[5756.636] (S)monpiipop: まんまるぁな
[5764.788] natoooji: きづけ
[5767.361] moyashi117: まるい
[5768.445] pugya7: 何もない
[5771.356] ~MISSING_COMMENTER_INFO~: パブはマップの出入りをするとキャラが変わることがあるので定期的にみるのがおすすめです
[5773.290] (S)ましゅダヨ: あっ
[5776.875] 残り8万: 情報ないとよくわからない
[5781.588] あり0221: ええとイベント発生しないと今は何もないっす
[5781.862] banana0520: お
[5782.404] sh1zuku716: お
[5783.492] chamomile21: お
[5784.790] papipupepasso: あ
[5784.934] msyyy: 何もないこた無いだろｗ
[5787.249] (S)イエール: ！？
[5791.035] (S)meat114kg: あ
[5795.055] papipupepasso: ヤバい
[5796.138] (S)イエール: ボスだ！勝てる？
[5797.329] rm_rf__: BGMかっこええなぁ
[5799.472] derwace_lifolve: かっけぇ曲
[5801.583] わずれす: 勝てないかも
[5802.247] nobunobu312: こいつ強いはず
[5802.450] (S)ましゅダヨ: 突然すぎるぅぅぅぅ
[5803.707] isekai7153: つっこみ
[5807.625] (S)蟹右手: どう言う状況
[5811.540] v_harumi_v: おおお
[5813.830] ~MISSING_COMMENTER_INFO~: 息は根性です
[5814.410] sh1zuku716: かっけえ
[5814.622] enuemu3: かっこいい曲だなぁ
[5816.414] (S)ましゅダヨ: うおおおおお
[5816.538] (S)monpiipop: ？！
[5818.807] prisira: 念願のー
[5820.303] pugya7: つよーい
[5820.333] tsukikage_saga: ｗｗｗ
[5820.468] necodog4869: WutFace
[5821.768] みょんみょんあかみ: 聖騎士です
[5822.145] (S)meat114kg: ｗｗｗ
[5822.249] (S)ましゅダヨ: つよ！？
[5823.357] (S)イエール: 鬼いいい
[5826.438] tsukikage_saga: あ、これは
[5827.593] matsukaze: ガラハドは聖戦士
[5828.569] oinari6: 弱
[5829.336] jojojo3311: にげろ！
[5829.979] ルイんぼ: オワ
[5830.097] moyashi117: 理不尽！
[5830.872] tsukikage_saga: かえろっか
[5831.617] papipupepasso: ひん
[5831.711] 残り8万: 今行っちゃいけないレベル
[5831.830] banana0520: サガっぽい理不尽な強さ
[5833.449] (S)maya_g01: つんよ
[5834.041] (S)イエール: おわ
[5834.360] toro0524: まずい
[5834.692] gorogorogorn: おわ
[5834.948] もきち555: やーばい
[5835.199] kiton_taichi: サガしてる
[5835.292] nuka_cola_jp: サガだなあｗ
[5836.633] isekai7153: 無理じゃんね
[5837.000] ys120: 正義の剣・・・助けて・・・
[5837.280] sh1zuku716: これがさが
[5838.356] kurone_2022: サガだなぁ
[5840.387] unias2: 突然の死
[5840.968] (S)meat114kg: サガだねえ
[5842.043] tawashi00: wwww
[5842.577] Jam10505: 終わりです
[5843.116] tsukikage_saga: 帰ろう
[5843.908] ういっちょ: WutFace
[5844.096] (S)monpiipop: サガですねw
[5844.308] (S)ましゅダヨ: サガでたー！！！れ
[5846.074] あり0221: サガだねぇ
[5847.946] (S)蟹右手: ロマンシングしたいね
[5848.285] ~MISSING_COMMENTER_INFO~: まだ来る場所ではなかったようだ
[5848.846] naginagi99: サガなんだよなあ
[5850.385] sh1zuku716: セーブはガチ定期したほうがいいｗ
[5850.670] (S)イエール: セーブしてたっけ？w
[5854.859] isekai7153: えっぐｗｗｗｗ
[5856.074] pugya7: 連携ｗ
[5856.995] v_harumi_v: ぎゃー
[5858.309] moyashi117: ぼっこぼこ
[5860.818] chamomile21: 強すぎるｗ
[5862.665] ys120: 祭り
[5862.750] necodog4869: ｗｗｗｗｗ
[5862.762] naginagi99: ｗｗｗｗｗｗ
[5862.863] (S)今井みどり: ぐろ
[5864.145] artri4: ハゲじい；；
[5864.466] sh1zuku716: おわ
[5865.109] ぐるえむ: 痛すぎｗ
[5865.758] nobunobu312: うーん、ロマンシング
[5865.982] mogetasan: 話聞いてもらう？
[5866.034] (S)meat114kg: ウォーターガンのレベル違うねえ
[5866.117] chienowaman: つんよー
[5866.272] rm_rf__: サガ特有のめちゃ強敵w
[5867.503] prisira: まさしくサガ
[5869.116] もきち555: むーりーw
[5870.459] kosmos5567: ふふっ
[5873.422] toro0524: エルマン助かった
[5873.822] tsukikage_saga: ｗｗｗ
[5874.360] banana0520: ｗｗｗ
[5875.179] enuemu3: えぐいてw
[5875.853] (S)switchdv: ｗｗ
[5877.130] tsukikage_saga: 選択できません！！！！
[5877.318] ahum108: 終わりだぁ
[5877.659] わずれす: これぞミンサガｗ
[5877.788] (S)ましゅダヨ: サガっていつもそうですよね！！
[5878.132] あり0221: ちなみにこの雑魚的。中盤クラスのランクです
[5878.399] unias2: ”自由”の本質を教えられとるな
[5878.401] renthe_invorker: どっからセーブしてない？
[5878.650] ういっちょ: wwwwwww
[5879.336] gorogorogorn: 唐突な暴力こそサガ
[5879.653] えだいこ: サガやなー
[5880.915] げら: WutFace
[5882.308] ~MISSING_COMMENTER_INFO~: ここは固定シンボル的なので、序盤に来るとこんな感じになります
[5883.231] moyashi117: 逃がしませんよー
[5884.545] えこえこ: すと６やるか
[5886.497] tsukikage_saga: たすけてええ
[5889.310] naginagi99: 古き良きRPG（）を思い出す
[5889.435] (S)monpiipop: あーーっ
[5889.980] Jam10505: 自由ってこういうことなんだぞ
[5891.902] v_harumi_v: たしけて～
[5893.640] sh1zuku716: ふるぼっこｗ
[5893.871] rm_rf__: 無力すぎる
[5894.795] (S)ましゅダヨ: セーブなんて1回も……
[5897.899] isekai7153: 全滅
[5898.139] Operator_01: daiguo
[5898.875] rekisaku: 全滅
[5899.006] tama_zx61: あ、ｱ
[5899.069] nikukuisugi333: はい
[5899.437] buretan555: あ
[5899.456] (S)monpiipop: wwww
[5900.417] pugya7: 全滅！
[5900.804] おーとん: www
[5900.930] derwace_lifolve: ダメェ
[5901.381] Rulsus: 全滅
[5901.421] kurone_2022: 全 滅
[5901.848] artri4: 全 滅
[5902.132] slavetolm: 全滅
[5902.141] tasuminn: 豪鬼みたい
[5902.353] だいこん_: umeFail
[5902.511] cafe_gondo: momochocoMetsu
[5902.545] (S)イエール: あっ
[5902.611] necodog4869: BibleThump
[5902.614] (S)ましゅダヨ: wwwww
[5902.659] tesla93: NotLikeThis
[5902.702] (S)meat114kg: 全滅
[5903.240] tsukikage_saga: 全滅
[5903.244] v_harumi_v: ぎゃふん＞＜
[5904.200] (S)イエール: 全滅
[5904.675] kimi_3_: おわげき
[5904.939] moyashi117: うわｗ
[5906.179] ういっちょ: 全 滅
[5906.207] (S)sugi_tree3: 全滅！
[5906.226] (S)monpiipop: あーーーっ
[5906.407] (S)ponponguripon: どこから
[5907.648] まるいとうふ: 天
[5908.531] (S)ましゅダヨ: 全滅
[5908.801] ヨコグシ: BibleThump
[5909.203] おーとん: クイックセーブなかったっけ
[5910.377] moriyasu0917: 和の心
[5910.637] naginagi99: 全滅オワゲキ
[5910.823] もきち555: 全滅！
[5911.187] isekai7153: うそだといってよ
[5911.245] toro0524: 豪鬼みたい
[5911.817] (S)イエール: あっ
[5912.361] prisira: セーブしないやつおる？
[5913.086] ~MISSING_COMMENTER_INFO~: オートセーブあります
[5913.946] sh1zuku716: セーフｗ
[5914.410] v_harumi_v: よかったー
[5915.000] tsukikage_saga: ｗｗｗ
[5915.600] tsubomaru: ウメちゃん現代ゲーに慣れちまったな
[5916.176] moyashi117: やさしい
[5917.012] (S)monpiipop: あぶねーーーーーーーー
[5917.696] meslon1203: 全滅
[5918.200] (S)maya_g01: ﾋｬｱ
[5918.240] renthe_invorker: ちっ
[5918.574] ういっちょ: オートセーブありがとー！
[5918.642] (S)meat114kg: オートあってよかったねえ！
[5918.938] (S)mt7f: 親切だった
[5919.658] isekai7153: せふせふ
[5919.703] gorogorogorn: ゆとりがよぉ
[5919.870] (S)イエール: あぶねえええ
[5919.915] maddy2623: まじかよ ヌルゲー化してる
[5919.973] unias2: 親切ぅ
[5920.114] ahum108: っち
[5920.648] ぐるえむ: おお
[5921.298] totoro2500: おーとせーぶ
[5921.355] (S)蟹右手: 優しい！
[5922.119] tsukikage_saga: コンテニューあります
[5922.477] natoooji: クイックセーブもあるでよ
[5922.611] kurone_2022: チッ
[5923.061] v_harumi_v: かえろかえろ
[5923.285] kosmos5567: 令和
[5923.562] kahaku91: キラキラ～
[5923.850] みょんみょんあかみ: ぬるい仕様やなあ？
[5923.868] ys120: 河津の目にも涙
[5923.870] mogetasan: ありがとー最近のゲーム
[5924.726] あり0221: ヌルいシステムのおかげで助かったやんw
[5924.839] おひぐ: オートセーブ無かったらさすがにやばいｗ
[5926.454] mohita_3: ぬるさに慣れちまったな
[5927.348] もきち555: 最近のゲームありがとー
[5927.370] Revelation3: イヤー驚いたね
[5927.486] Jam10505: オートなんてなかったはずだが
[5928.342] naginagi99: オートセーブ（）なんて昔はなかったなあ
[5929.182] rm_rf__: 往年のめっちゃ戻されるRPGじゃないんだな
[5929.783] (S)ましゅダヨ: ふおおおおおお優しい世界
[5929.923] moriyasu0917: 甘えてるな
[5932.489] 是ヒ: オートセーブ最高！
[5932.521] renthe_invorker: ぬるい
[5935.666] kurone_2022: 令和仕様がよぉ
[5936.057] totoro2500: 最近のゲームでよかった
[5937.170] morisan_san: うめちゃん、これゆとり仕様かも
[5937.280] (S)蟹右手: もともとどこでもセーブできるシリーズだからみたいな難易度なのに
[5938.069] isekai7153: 親切設計
[5940.862] matsukaze: モダンセーブ
[5941.609] kosmos5567: しょーもな
[5942.208] (S)ましゅダヨ: save！save！
[5944.088] kimi_3_: 最近のゲームはよお
[5944.775] tsukikage_saga: 安心してください。ついてます
[5946.659] y_proto: 最近のゲームはユーザーに甘い
[5947.593] totoro2500: モダンセーブ
[5952.093] sh1zuku716: モダンセーブｗ
[5955.658] わずれす: 武器や
[5955.924] unias2: 移植版の親切オートセーブありがとーーーーーー
[5956.871] natoooji: 変なとこでセーブして詰みそう
[5959.020] domontyan: 今休憩に入ったんですが、cptなくなったんすね
[5962.214] (S)イエール: BGMが良いくらい
[5962.236] (S)ましゅダヨ: モーブか
[5970.606] naginagi99: 大会は延期らしい
[5974.786] west_dogs: クイックセーブ縛ろう
[5982.393] ういっちょ: ウソ
[5983.439] 黒猫くん: やあウメさん
[5991.021] あり0221: だからLPやEPの消耗システムが探検のドキドキ具合を担保している
[5991.135] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[5993.323] (S)jinkun80: ミンサガ良いですねえ
[5994.300] west_dogs: オンラインプレミアって優勝したらカプコンカップでれるの？
[5996.342] ilm0806: 仕事おつかれさん
[5996.803] 犬舐めんなよ: なっついゲームやってますねぇ
[5997.609] domontyan: あざす
[6001.070] (S)イエール: ノースポイント！シフいそうじゃない？
[6005.939] rm_rf__: グレイかっこいいんよなぁ
[6012.682] natoooji: まだ実質子供救っただけ
[6015.762] ys120: そらきれい
[6019.796] あり0221: ゲッコー仲間にしよう！
[6022.342] sh1zuku716: ジュエルビーストの思い出しかない
[6023.473] naginagi99: 日本代表の１枠の権利とれる
[6026.682] buretan555: あ
[6027.017] ういっちょ: ゲラハいたあ！
[6029.569] pugya7: ゲラ＝ハ
[6029.621] (S)meat114kg: ゲラハきたー
[6029.726] (S)蟹右手: 出たｗ
[6029.790] unias2: うおおおおおおおおおおおおおおお
[6030.149] sh1zuku716: げら、は
[6030.967] げら: Kreygasm
[6030.998] isekai7153: え
[6031.830] morisan_san: 当時中学生ワイ、初手グレイで街から出られなくて泣く
[6032.341] rm_rf__: ゲラハなついw
[6033.189] toro0524: あ
[6034.167] moyashi117: きもちわるーい
[6034.720] ういっちょ: ｗｗｗｗ
[6034.724] natoooji: いたあああああ
[6035.090] tsukikage_saga: ｗｗｗ
[6035.231] sh1zuku716: ひっど
[6035.440] shibaponz: 草
[6036.061] tawashi00: ゲラはは強い
[6036.128] (S)蟹右手: トカゲきもちわるーい
[6036.832] (S)ましゅダヨ: ひど
[6037.283] kuniyoshi8: げっこや
[6039.572] naginagi99: ｗｗｗｗｗ
[6040.302] あり0221: ゲラハ超好き
[6040.440] (S)イエール: ひどー
[6041.077] chamomile21: ひどいｗ
[6042.038] 黒猫くん: 暴言がひどいw
[6043.190] sh1zuku716: しょぼーん
[6044.421] renthe_invorker: 即
[6044.459] (S)maya_g01: ；；
[6044.481] rekisaku: かわいそう
[6044.929] maddy2623: ネームド大好き！
[6045.430] meslon1203: でたわね
[6045.447] Jam10505: 魔術師さん…
[6045.520] ギアふっしー: 魔術師いいいいいいいいいい
[6047.068] (S)イエール: あっ
[6047.325] (S)ましゅダヨ: さよなら……
[6048.874] ys120: エース～
[6049.655] (S)meat114kg: ありがとう魔術師・・・
[6051.306] enuemu3: BibleThump
[6052.294] (S)jinkun80: トカゲは気持ち悪いw
[6053.174] 22barbarossa: 装備外さないで別れてあげるの優しい
[6055.950] (S)今井みどり: エルマン生き延びてる
[6056.883] げら: DinoDance
[6057.541] unias2: 強かったが名無しの宿命
[6061.294] gettyozi: 名前大事だな
[6063.841] みょんみょんあかみ: 面子こいいな
[6064.579] dai920: トカゲ>>>魔術師
[6064.582] isekai7153: SFCよりグロいな
[6065.614] あり0221: ゲラハもわいのスタメン
[6066.649] (S)ましゅダヨ: どんなに強くてもネームドには叶わないんだ……ごめんな
[6069.897] moriyasu0917: 人種差別
[6070.848] natoooji: 剣使い三人もいるぞ
[6071.033] v_harumi_v: ゲラハ結構好き
[6075.542] (S)イエール: エルマン、次はお前だ
[6075.730] gomeeen: リュウに言ってる？
[6076.220] yking0122: ゲラハはハルベルトもってたから強かったね
[6076.462] sh1zuku716: 魔法使いいなくね？
[6076.715] (S)蟹右手: 人間サイズの歩くトカゲだしなあ
[6077.268] moyashi117: エルマン「ふぅ」
[6078.366] 黒猫くん: ガラハゲ仲間にしとるやん
[6079.546] kahaku91: エルマン生き残るねえ
[6083.524] tsukikage_saga: そうなんだよね、でもさー
[6084.111] (S)meat114kg: ゲラハ紳士的で好き
[6095.350] enuemu3: エルマン君にっこにこ
[6100.545] kurone_2022: 50円払えず
[6104.895] banana0520: いい景色
[6105.293] Jam10505: カーチャン岬
[6105.886] (S)jinkun80: フルボイスなのね
[6106.675] (S)meat114kg: ｗ
[6107.454] わずれす: まぁ、石の回収は攻略みないと辛いかもね
[6108.336] ys120: 大金持ちの岬
[6109.852] (S)蟹右手: 船越
[6109.854] isekai7153: きれいね
[6110.963] matsukaze: 火サスの崖
[6113.137] ういっちょ: ｶｰﾁｬﾝ...
[6117.035] buretan555: 名所
[6122.807] isekai7153: 財布の紐かてえ
[6130.538] tsukikage_saga: ウソ
[6134.685] ギアふっしー: ウ ソ♡
[6135.469] 日干し: ウソだろ…
[6136.965] ういっちょ: ウソ
[6137.044] natoooji: ホント
[6138.027] morisan_san: ５０円で後の３順買わないか？
[6140.063] あり0221: ホークや
[6140.580] gorogorogorn: １くれよ
[6141.752] v_harumi_v: おおおおおお
[6141.846] tsukikage_saga: あ
[6141.903] jjjackass: ウソの雰囲気好き
[6142.682] moyashi117: いた
[6142.683] maddy2623: お
[6142.896] sh1zuku716: あ
[6145.012] kurone_2022: あっ！
[6146.008] (S)イエール: あっ
[6146.039] tsukikage_saga: カッパだ
[6146.499] kiton_taichi: 斧がいたなあ
[6146.641] ういっちょ: ホークいたあ！
[6146.757] (S)今井みどり: あ
[6147.119] tsubomaru: 斧キタ
[6148.553] (S)イエール: ホーク！！
[6148.943] (S)monpiipop: 運昇さん…
[6149.170] (S)ましゅダヨ: あ！！！！
[6150.139] toro0524: あ 
[6150.932] (S)ponponguripon: かっぱ
[6151.810] dai920: ポウ！
[6152.036] chienowaman: カッパきたー
[6154.319] (S)sugi_tree3: エルマン
[6154.444] ノイきち: ホークにぃ！
[6154.957] ギアふっしー: エルマーンｗｗｗ
[6155.376] unias2: 河童野郎来たな
[6155.548] aigamo0214: 最強候補やー
[6159.420] だるま屋ウィリー: 斧！
[6162.870] isekai7153: 斧きたー
[6163.110] あり0221: ホークも人気キャラ
[6164.059] あさつき教: karru
[6164.139] Jam10505: エルマンばいばーーーい
[6165.530] (S)今井みどり: エルマンw
[6165.699] (S)蟹右手: テンション高いな
[6166.925] tsukikage_saga: 石塚運昇様
[6167.848] (S)イエール: 仲間になるぜぇ
[6169.106] (S)meat114kg: 斧
[6170.418] tonkatsu22: いい声すぎる 
[6170.874] sh1zuku716: エルマン・・
[6172.912] rm_rf__: エラマン「...」
[6173.122] moyashi117: あ
[6173.797] isekai7153: いまぁす！
[6173.831] pugya7: える、える、、
[6174.381] renthe_invorker: 絶体絶命
[6174.645] (S)akichaa2: エルマンさようなら
[6174.902] maddy2623: 石塚運昇
[6176.065] yking0122: もう亡くなってしまったんや…
[6176.753] (S)イエール: エルマンさらば！！
[6177.038] kiton_taichi: さよなら・・・
[6177.242] いふく: w
[6177.364] ういっちょ: 声優さんはもう... 
[6177.473] (S)ましゅダヨ: 石塚様……
[6177.789] unias2: 時間のロスマンばいばーい
[6178.112] ギアふっしー: え
[6178.521] morisan_san: ｗｗｗｗｗｗｗｗ
[6178.850] tsukikage_saga: お前かーいｗ
[6178.975] buretan555: ｗｗｗｗｗ
[6179.379] kiton_taichi: え
[6179.697] わずれす: 横でｗ
[6179.701] (S)meat114kg: いきなりｗ
[6180.314] kurone_2022: ゲラハｗｗｗ
[6180.329] (S)蟹右手: トカゲだった
[6180.369] sh1zuku716: え？
[6180.621] maddy2623: え
[6180.746] gorogorogorn: セーフ
[6181.324] (S)イエール: え
[6181.815] maruino351: ｗｗｗｗｗｗ
[6182.277] unias2: ｗｗｗｗｗｗ
[6182.283] DotKyoKY46: 惜しいねえ
[6182.315] あさつき教: かわいそう
[6183.062] (S)sugi_tree3: え？
[6183.168] (S)maya_g01: はや
[6183.771] perushi8: w
[6183.862] isekai7153: なんでやｗｗｗ
[6184.312] (S)今井みどり: はっや
[6185.487] pugya7: ゲラハだった
[6186.148] meslon1203: サヨナラエルマン
[6186.539] maddy2623: ゲラハまじ？
[6186.743] ys120: ゲラ＝ハRTA
[6186.960] toro0524: そっちｗ
[6187.655] v_harumi_v: ゲラハさん、ちょっとのお散歩でした
[6188.011] あり0221: ゲラハやめてよおおおおおおおお
[6190.208] ギアふっしー: トカゲ加入して2分ｗｗｗｗ
[6190.673] enuemu3: エルマンセーーーフ！！！
[6191.092] 黒猫くん: 即外されたトカゲ
[6191.217] buretan555: 引っ張るねぇｗ
[6191.859] (S)jinkun80: ゲラハw
[6192.011] kahaku91: とかげー
[6192.758] tsukikage_saga: ホークとゲラハ組まないのか・・・
[6193.167] (S)meat114kg: エルマンこれにはニッコリ
[6193.288] (S)イエール: エルマンじゃないの？
[6193.312] (S)蟹右手: バーバラハーレムパーティ
[6194.415] げら: BibleThump
[6194.436] sh1zuku716: エルマン生かされた
[6194.598] dj0d4y4k4: すこし歩いただけ
[6195.268] (S)sugi_tree3: からかっただけ
[6195.630] ~MISSING_COMMENTER_INFO~: やはりトカゲはビジュアルが良くない
[6195.751] moyashi117: きもちわるーいトカゲさん
[6197.368] (S)ponponguripon: トカゲアウトカッパイン
[6198.447] ういっちょ: wwwwww
[6200.161] mukade3: エルマンもしかしてノーブルポジ？
[6200.410] (S)ましゅダヨ: 見切りつけられたww
[6200.428] (S)今井みどり: もしかしてエルマンに愛着湧いてる？
[6201.681] renthe_invorker: 耐えたーーーー
[6202.296] arnhmci: 実はエルマンちょっと好き？ｗ
[6203.527] (S)noriyuki3: うわー！ウメちゃんがミンサガしてる！！！
[6204.783] あり0221: 俺のゲラハが😭
[6205.731] oinari6: エルマン耐久レース
[6208.367] ギアふっしー: ５０円浮いた
[6210.448] pugya7: エルマンの顔色見て面白がってるでしょ
[6214.311] sh1zuku716: ダメ
[6216.284] (S)ましゅダヨ: ダーメ！
[6225.116] maddy2623: エルマン入れてる意図は何なの？
[6232.535] unias2: ここまで連れてこられて徒歩で帰ってされるゲラハの気持ちを答えよ
[6250.564] (S)jinkun80: ガレサステップ！
