[15.229] 熊ビッグベアー: 1gett-!
[8690.775] やきそばぬ: はええ
[8691.386] isekai7153: まじか
[8691.520] booby_one: えーーらい
[8692.596] hojihojidx: 1回無くすとかあるんだ
[8694.005] porcupinepine: まーた人間モダン
[8694.182] tama_zx61: 人モ
[8696.189] サラバア: モダン人間
[8698.252] pekusuyada: ガチでモダンやん
[8700.097] あり0221: やーる
[8700.657] prisira: えいたは打つ
[8700.894] jony_avion: まぁでも守ってバーンアウトするよりは攻めてバーンアウトする方がいいよね
[8701.062] yakizakanada: ｗ
[8701.675] lock_intention: あれ、ルークのしゃが中pプラスだっけ、ベータから調整された？
[8702.260] sweet_19: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8703.982] (S)gazesd: モダン？いらない
[8704.231] (S)latenight000: モダン人間
[8704.351] isekai7153: かっけえ
[8705.224] takarasann: えいたつええ
[8706.885] tama_zx61: かっけぇ...
[8709.049] bebebebebebeebe: いらない
[8709.792] sweet_19: これはえいたさんですわ
[8713.069] Natsuri_k: クラシック モダン 人間モダン（えいた）
[8713.769] (S)madaraomi: 私がモダン
[8714.495] ariszkakf: オートモダンｗ
[8714.798] (S)inu_33: えいたの「E」マーク増やすか…
[8717.293] MisaMisa_12: モダンのメリット不要の男
[8717.675] (S)latenight000: 怪物！モダン人間！
[8719.140] あり0221: ワンボタンは甘え
[8720.395] porcupinepine: モダン選ぶ意味ある？
[8721.021] jony_avion: βから調整されてる。代わりに前大Ｐが不利になった
[8727.967] sweet_19: エイタ イズ モダン
[8728.059] prisira: Furious @Furious_blog 28s 【BEAST】プロ格闘ゲーマー・ウメハラ氏「GO1氏の中で生き続けるファジーのどぐらがあらゆる攻撃からGO1氏を守る」配信中
[8728.912] akindo08: 読み合い重視と攻略重視は後半差が出そう
[8729.215] サーフイ: ウメちゃん仕上がってるよね
[8729.957] balthazar000: クラシックモダンのえいた
[8731.131] goblin_dx: 俺がモダンだ
[8731.143] (S)mojira_2222: 電刃錬気溜めた状態で立ち中Pに波動掌仕込むの結構強そう
[8731.672] mugi_yu: 来るのか？えいたの時代が
[8739.993] prisira: 流石どぐら
[8746.996] yakizakanada: ｗｗｗｗ
[8749.137] porcupinepine: ｗｗｗｗｗ
[8749.300] sweet_19: マジで打つなぁｗ
[8749.305] maddy2623: ｗｗｗ
[8750.644] chicken_dumpling: wakeup ex
[8750.706] prosciu: 荒ぶってるwww
[8750.742] OldTypeOji: たまったら即撃つ
[8750.804] (S)れんぞね: ｗｗｗｗｗ
[8751.537] tama_zx61: ｗｗｗ
[8752.684] tabibitox: 撃つんかいｗ
[8757.131] japonism: 即打ち
[8759.908] maddy2623: 「えいた」
[8762.924] (S)latenight000: えいたは、打つ
[8764.561] RKC48: 穢れゲージ
[8764.955] ko23458: 往年の穢れ
[8766.844] sweet_19: nemohand1Smile
[8767.184] ddsato316: ６もえいたのゲーム
[8771.594] ギアふっしー: えいたの良さでてきた
[8779.135] (S)poto2panapa: パニカン大足気持ち良さそう
[8791.540] chicken_dumpling: ryus throw loops are scary
[8793.497] porcupinepine: 体験版から味出てるの面白いね～
[8795.097] akindo08: はたして良さなのかどうか
[8796.608] ShIMUka: えいた戦はすごい大味になるなｗ
[8799.098] paperbackfighter: Eita "I don't need MODERN!"
[8808.513] (S)kazukitaiga: タイプが違い過ぎて大変そう
[8820.361] Hikaru_256: まだまだこっから強くなると思うと恐ろしいな
[8822.477] goblin_dx: いったん失くすスタイル
[8827.668] sweet_19: でもタイプ違う人と沢山対戦出来るって凄い経験値になりそー
[8827.818] OldTypeOji: うまいいいい
[8829.302] isekai7153: ゴロゴロすき
[8830.385] prosciu: ミスれ！
[8833.361] lock_intention: 竜巻移動おもろ
[8835.523] どるどる2: うまーい
[8842.605] やきそばぬ: 王座は安くない
[8844.756] sweet_19: まーた弾抜け昇竜
[8844.869] havely2491: 中と強で表裏？
[8849.668] 新福菜館マン: メガネの西はアケコンの音量が違う
[8866.259] hojihojidx: 発売前の時点で自分の5年後よりつえーわ・・・ｗ
[8874.091] ギアふっしー: クラシックモダンさすがやで
[8875.989] jony_avion: ６は画面端だと裏回りないでしょ
[8885.744] maddy2623: おー
[8887.152] porcupinepine: これ上手いウメちゃん
[8895.879] sweet_19: おお
[8898.108] (S)Ganondorf_nulvi: Nice
[8901.785] meganesandesuyo: ウメさんzero3レバーでやってるのによく混ざらんね
[8902.648] ギアふっしー: いらない
[8906.617] rxz_2017: ハイ・・・
[8908.243] lock_intention: はいw
[8908.368] japonism: w
[8908.940] pengetop: うざｗ
[8909.404] jony_avion: ”やんないだけ”
[8914.443] TUBE_MAN: 絡みづらいな
[8918.666] maddy2623: はい・・・ｗ
[8927.147] ddsato316: 不仲か？
[8927.737] ギアふっしー: えいたとGo1もしかして相性×？
[8929.223] tenpoint_jp: もう話しかけたくなくなるよね
[8929.511] どるどる2: 終わってる
[8930.483] snkfkn: 仲悪いの？
[8933.865] dufushi: やれよっていう
[8938.724] manasvin13: (この人めんどくさい)
[8940.744] porcupinepine: スッカラカン
[8941.487] garo735: ｗｗｗｗ
[8943.331] yuzubox: 仲良くやれｗ
[8944.275] maddy2623: まだヘイルメリーのこと許してない
[8946.439] prisira: 無職！
[8948.977] FuToDoKiMoNo: すべてを失った男とすべて得た男
[8950.551] booby_one: スト2の時間だー！
[8951.899] (S)inu_33: 破産コンボ！
[8954.662] (S)kazukitaiga: 3ぶっぱのリスク
[8956.122] やきそばぬ: 弱いえいた出てきた
[8958.467] ギアふっしー: 次は勝てる
[8965.383] ddsato316: 牙城崩れず
[8968.610] jony_avion: ウメちゃん６大Ｋ全く使わんけどイマイチなんかな
[8969.543] ~MISSING_COMMENTER_INFO~: がんばれ〜
[8970.518] (S)Ganondorf_nulvi: Umechan looking strong
[8972.153] iguchiill: 今の時点でウメももちどんな戦いになるんだろうってワクワクしてる
[8972.224] mugi_yu: あそこからよく捲るね
[8972.542] hikky722: 関西の剛
[8973.757] レム__: いっつもそれ言ってるｗ
[8973.757] 立川: このゲーセンレベル高いなぁ
[8973.843] takarasann: えいたの自己破産ぶっぱが
[8974.228] rxz_2017: 一生勝てそう
[8976.280] (S)gameinntwitch: スッカラカンなら真昇龍で締めなくてもハメれそうだね
[8976.641] o_gasawara: 草
[8978.218] plumfield_kemono: Let's go Eita
[8982.795] sweet_19: タァチ
[8984.533] dufushi: 今更ｗ
[8986.314] (S)brutal9998: 言い訳クソ眼鏡
[8986.553] booby_one: タチいたぁ！
[8989.580] lostvayne91: daigo reacts to raw d rush well
[8991.647] LogicalDashGG: ｗｗｗ
[8993.199] porcupinepine: タモさんいた？
[8993.626] gt_26_t: なんでｗｗｗｗ
[8993.783] アヘ丸: w
[8994.132] garo735: ｗｗｗ
[8994.501] prisira: そらあってないからわからんやろｗ
[8995.180] o_gasawara: ノータッチｗ
[8995.935] tantrave2014: 構ってちゃん
[8999.393] rxz_2017: こいつら乙女かよ！
[9003.104] jony_avion: ＢＣゲーセンのレベルも上げて立川
[9004.366] やきそばぬ: レコンキスタなるか魔王GO1
[9006.907] レム__: 乙女
[9015.762] booby_one: はよモダン立川仕上げろーい
[9030.553] garo735: 立川も強そうね
[9037.564] (S)pung_pung_ouji: 今のラッシュ二回使わずに温存して起き攻め大パンインパクトとかで詰んでたかもね
[9039.528] blackmark2: blackmark2 subscribed at Tier 1. They've subscribed for 37 months! 
[9060.329] naginagi99: 弾に歩きパリイで迫ってくる人が見られるようになるんだな
[9069.695] レム__: かっこよ
[9070.282] o_gasawara: やるー
[9070.924] market_fujisaki: おおー
[9073.041] (S)kazukitaiga: 経験値
[9073.074] maddy2623: ワラキアぁ
[9073.272] tabibitox: できた
[9073.510] tama_zx61: おおおおお
[9075.109] prisira: 漏れたか
[9075.397] mugi_yu: おぉ！
[9075.487] rt340: おー
[9075.571] lock_intention: 令和のやーつ
[9076.200] (S)fahmy0825: Nice parry
[9077.659] ddsato316: できたぁ
[9081.752] やきそばぬ: 令和
[9082.524] j1mmy_rustler: RyuChamp
[9085.099] だわさワサワサ: 背水受け！
[9088.193] hojihojidx: 大竜巻じゃないリュウの入れ替えを先生がツイートしてたから習得したいね
[9088.225] guest324438: LET'S GO1
[9089.136] tantrave2014: これが令和の格ゲーかい？
[9091.459] porcupinepine: 令和最新版
[9098.480] thefrozensun_: 今のワラキア式なんか
[9101.421] naginagi99: 押しっぱでいいから楽ちんでいいな
[9109.795] ghoshiiii: knxSILKY
[9114.548] tabibitox: つながったｗ
[9114.872] OldTypeOji: 相打ちコン！？
[9115.735] prisira: ワラキア先生をビーストで雇ってしまえｗ
[9126.883] (S)gameinntwitch: ゲーム音の二重具合どうですかね。時間経って気になるぐらいズレたりしてますか？
[9128.719] lock_intention: スト6相打ちコン結構あるよな
[9134.490] (S)Temujin9000: Lord, HyperX-Hitbox-Twitch-Redbull-Beastv-#37, Daigo, our FGC savior,  
[9136.655] (S)brutal9998: ズレは気にはならないよ
[9137.082] tantrave2014: 中Kカウンターから繋がるんかい
[9140.256] prisira: 気にならないよー
[9144.372] sweet_19: おお
[9145.624] o_gasawara: いいねー
[9151.105] (S)kazukitaiga: うーまい
[9152.865] sweet_19: nemohand188
[9153.170] ddsato316: ウメちゃんつええ
[9155.189] あり0221: ウメちゃん昇竜筋だけ気になる
[9155.918] porcupinepine: ウメおかえり
[9159.681] (S)fahmy0825: UUMEHARAA
[9163.746] ギアふっしー: メンおじありがとー
[9165.152] (S)kazukitaiga: 覚醒しちゃってるじゃん
[9165.527] jony_avion: カウンターだとリターンあるの絶妙な強さだな中Ｋ
[9173.217] hikky722: 音は格段にいい感じになったね
[9174.208] ymdmad: これ勝つとごーちゃんに3連勝？
[9176.953] pondenring0930: 対応力さすが
[9177.279] prisira: こんだけウメリュウ強いと海外勢喜ぶだろうな（製品で使うかは別）
[9180.712] サーフイ: ビーストの帰還
[9188.485] jony_avion: 大足が長いのもいいよねリュウ
[9189.314] (S)Temujin9000: Temujin9000 subscribed with Prime. They've subscribed for 8 months! Lord, HyperX-Hitbox-Twitch-Redbull-Beastv-#37, Daigo, our FGC savior,  
[9190.002] lock_intention: アックスみたいな使い方w
[9197.473] ねねと: このゲームスト5より昇竜難しい気がする。特にめくり昇竜だしづらい
[9202.217] dannjyshud: RyuChamp
[9211.163] レム__: あ
[9211.968] o_gasawara: ああｗ
[9213.069] sweet_19: ？？＿！？！！？
[9213.081] maddy2623: ｗｗｗ
[9213.190] iguchiill: ｗｗ
[9213.566] (S)れんぞね: w
[9214.321] tabibitox: ああ
[9214.429] yousuke778: ラッシュ中段見てると全然通らないね 慣れれば普通に立てる？
[9215.331] ギアふっしー: ｗｗ
[9216.366] tama_zx61: ｗｗ
[9218.552] めっとくん: おじちぇっく
[9219.767] garo735: おじチェック
[9220.695] (S)gazesd: ｽｲﾏｾﾝ
[9228.421] hojihojidx: 相手がＢＯしたら６大Ｋ使っても良さげな気がするけどどうなんだろう
[9234.262] Zanitator: hello is daigo on ryu or luke ?
[9239.599] naginagi99: スト６のキャラのでかさとタイミングに慣れないと色々間に合わなかったり、そこ届くん？てのがある
[9240.079] (S)gameinntwitch: 良かった。配信PCに負荷かかってない時は、マイクとNDIの受けでそんなにズレなさそうですね。どもども
[9242.373] (S)mojira_2222: パリィラッシュ1本以上ないと使えないのついつい忘れちゃう
[9242.411] レム__: ryu
[9244.259] garo735: ryu
[9244.795] ギアふっしー: ryu
[9249.215] Zanitator: thank you guys
[9251.718] (S)latenight000: 結局、崩しはラッシュ中段よりも投げと打撃の二択がメインになりそうね
[9253.117] jony_avion: 6大Ｋ、相手がＢＯしてたら五分だよね。強そうではあるのだが
[9253.929] tabibitox: 端はちゃんときつい
[9254.400] prisira: めんおじいつもありがとー
[9263.518] (S)brutal9998: ワラキア先生は他のどこかが囲い込むならビーストで雇ってほしさはある、誰よりも早くこの人の凄さを知ってただけに
[9266.291] (S)fahmy0825: Ryu. Daigo said he's not interested in Luke at all
[9272.592] mugi_yu: めんおじサンキュッ
[9286.088] めっとくん: ワラキアはガチ
[9294.982] tantrave2014: 遠かったか～
[9296.191] mugi_yu: ＣＡ化はしてないか
[9300.820] (S)brutal9998: メンおじ相変わらずお疲れ様
[9306.019] berurusuko: ガードさせて離れるの反撃しづらそう
[9321.566] kaigaizei: 先生囲い込むならグッパチやろな
[9327.477] tantrave2014: ルークの弾見てからパリィできんの強いな
[9329.775] pekusuyada: 波動の音、丸わかりじゃない？
[9335.596] naginagi99: ビーストじゃないけど、ワラキア先生含めてチームビースト感
[9337.210] nikkou18: 平日昼なのに４０００人みてんの
[9346.772] ギアふっしー: おー
[9347.658] レム__: あ
[9349.641] o_gasawara: やるー
[9351.917] (S)fahmy0825: Wiiii
[9352.149] tama_zx61: おおおおおおおおおおお
[9353.108] tantrave2014: 心の隙
[9353.644] フﾄ: 横対戦なれしてるからフェイクも入れてるんじゃない？
[9355.595] (S)kazukitaiga: なんなら防御法もわかっちゃいそう
[9355.828] matsu_zalem: おー
[9360.188] (S)yut7xot8: おもしろです
[9360.590] tabibitox: 意識の外だったか
[9360.800] あり0221: 胆力一閃！
[9361.534] hojihojidx: きもちいいいいなこれｗ
[9364.901] chipstar9: まじかよw
[9367.235] paperbackfighter: 一億かかってると開発と研究の得意な人をちゃんと雇うってのも現実味帯びてくるな……
[9368.899] naginagi99: このインパクト壁やられの距離もいつも間違えちゃう
[9376.092] plumfield_kemono: why is Daigo suddenly winning 
[9387.975] pekusuyada: このインパクト吹っ飛び意外と飛ぶんだよな
[9393.750] chicken_dumpling: @mr_plumfield he adjusted his gameplay
[9394.125] (S)wakeup623: @mr_plumfield he lvl up mid session
[9395.957] prisira: インパクト壁やられは結構判断難しそうだよね
[9397.898] sweet_19: あ
[9398.260] sei_6: because of daigo
[9399.026] prosciu: w
[9399.551] lostvayne91: @mr_plumfield  adaptation.
[9401.905] tabibitox: 安いｗ
[9402.353] maddy2623: さすがに？
[9404.137] あり0221: ウメちゃん？
[9407.472] tantrave2014: 大3発も入るんかい
[9408.758] (S)fahmy0825: Felt like GO1 became more cautious after Daigo started became stronger
[9411.355] ギアふっしー: のこってたー
[9414.746] jony_avion: 言うてスポンサーが表に出ないネタ探しの人に金出すか？って言われると怪しいやろ。裏方ならまだしも
[9415.161] (S)raitaso: おじリーグコンボ
[9416.302] garo735: 残ってたｗ
[9417.087] tottorist: 激安の殿堂
[9417.579] ddsato316: 残ってたぁ
[9419.112] OceanPolaris_: Go1 vs 
[9434.419] lock_intention: bo時の練気エフェクト分かりづらいなw
[9435.124] ebikatsu39: ピヨリなかなかないからチャンスなのになにすればいいか頭真っ白になる
[9444.291] prisira: ネタ探しっていうけど格ゲーに関してはそこでかいぞ
[9448.876] (S)kazukitaiga: 仮に打診があったとしても本人が決めること
[9451.798] Ronji87: Yo that go1, i didn't notice
[9457.183] (S)fahmy0825: @mr_plumfield Just like against Shuto some match ago, he started slow then getting better mid matches till the end
[9458.353] OldTypeOji: うおおおおお
[9458.517] OceanPolaris_: neoantPOG
[9461.960] ギアふっしー: できるぅ
[9462.072] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[9462.263] bebebebebebeebe: かっけー
[9462.925] HanhTai: ohhhh
[9464.935] maddy2623: これはパリィなのかな
[9469.271] レム__: パリィがよさそう
[9472.776] denka_p: さすGO1
[9473.988] koujiKOG: Cheer100 
[9477.186] 日本語かな: ルークの大フラッシュって溜めても溜めなくても見てからインパクト確定じゃなかった？
[9481.826] ギアふっしー: EX昇竜とかはNGなのかな
[9482.308] hitmehitme: 学び
[9485.212] OldTypeOji: KOGさんいたぁぁ
[9490.315] (S)shibaponz: kog式出たわね
[9497.834] サーフイ: えいたも隙は見逃さない
[9498.738] heishosann: ルークはやっぱタゲコンがズルなんよな
[9501.245] gt_26_t: ３ゲージにアーマーブレイクついてるからってことでいいのかな？
[9501.545] tantrave2014: ルークの中P長すぎて笑う
[9504.196] macaron_machine: SA3はみてからキャンセルかのう
[9526.513] takahashiseigi: 地上戦の差し返しは、さすがのウメリュウ
[9526.523] Zanitator: guys is daigo playing on a stick or hitbox please?
[9530.620] ksevenx: Starocean showcasing the daigasm emote found by subscribing to animeilluminati
[9530.799] prisira: うっま
[9534.224] jony_avion: 刺し返しの鬼
[9536.121] pekusuyada: うめえw
[9536.485] garo735: あああ
[9539.146] あり0221: シコッ！
[9541.143] yuzubox: ああｗ
[9541.205] rxz_2017: あいやー
[9541.289] prosciu: ナイスチャレンジ
[9541.893] tabibitox: ダメなんかｗ
[9544.383] arahabakii: naroSlain
[9545.134] sweet_19: 古来からのコンボだめか～
[9545.811] ddsato316: ダメだったか～
[9548.223] ymdmad: チャレンジww
[9548.717] BarbaBrancaTV: barbab4HY
[9549.669] prisira: あの状態から端までいってバーンアウトはすごいわ
[9549.897] のってる: ナイストライ
[9550.487] lostvayne91: i wonder if that works if he hit at a better angle
[9552.935] (S)fahmy0825: NotLikeThis
[9553.044] moricocoa: EX竜巻キャンセルしてればいけたんかな
[9553.645] snkfkn: 入るのかぁ～と思っちゃった
[9553.947] ksevenx: remember kids, the daigasm emote is the goat emote
[9556.707] sweet_19: 「今の良いチャレンジだったなぁｗ」
[9556.825] ギアふっしー: 勝ったけどまけた気分
[9563.799] (S)flashbacks18: ウメハラつよっ
[9566.219] gongogon: ウメちゃんどぐらと五分だな
[9572.317] (S)kazukitaiga: 投げだとパニカンならん？
[9574.394] bec118_japan: 投げられたら駄目なだけ
[9576.829] ymdmad: 癒し系えいた
[9589.236] ギアふっしー: 一矢報いてけ
[9599.500] thefrozensun_: go1 まさか遠征！？
[9603.057] ロミヲ: えいた髪染めた？
[9605.651] (S)brutal9998: 遠征
[9609.239] レム__: 先行入力ダメだけど1F早いのはいいのかな？ジャスト受付は2Fだから
[9614.494] prisira: リバサパリ弱くはないけど投げ来た時大惨事だよね
[9619.627] shomarusan: GO1はウメハウスにずっといてほしい
[9623.510] thefrozensun_: さすがやで…
[9628.910] サーフイ: GO1のベガ立ちっウメ立ち
[9630.424] yousuke778: パリィにグラ仕込めるんやろ？
[9637.761] ギアふっしー: 「次で勝てる」予約
[9644.014] OldTypeOji: いつもの。
[9649.709] market_fujisaki: 汚い花火
[9653.980] hitmehitme: きったねぇ花火
[9667.154] duck138468: GO1はカラオケルーム監禁が待ってる
[9674.159] あり0221: GOちゃん誰ん家泊まるの？
[9678.714] LCDReturns: evoMindBlown
[9682.801] (S)King_Fuudo: GOちゃんこのあと大貫さんとカラオケデート？
[9686.940] maddy2623: 投げのパニカンちょっと減りすぎ
[9688.108] iguchiill: おおーいいね
[9689.563] prisira: go1はヌキさんとカラオケするんじゃね
[9696.444] iwaisi: やーる
[9698.179] (S)gameinntwitch: コメントのCSSも大丈夫そうだしPS5周り完了です。コメントの皆さん何か要望あれば今の内に
[9703.609] ancehutn: HeyGuys
[9712.014] porcupinepine: 減ったー
[9713.031] invisible_focus: ヌキさん３曲くらい連続で自分が歌う曲予約しそう
[9715.159] (S)Tetsuya5963: バーンアウトちゃんと終わってるのマジ好き
[9715.914] (S)brutal9998: へーる
[9725.351] prisira: ごーちゃんとヌキさん仲良しなのなんかいい
[9737.323] ロミヲ: ３曲予約は大草原
[9738.770] (S)yui_tang0307: メンおじありがとー！！
[9739.209] サーフイ: GO1の集中力凄い 技を見逃さない
[9751.988] iwaisi: ｗｗｗ
[9753.939] (S)mojira_2222: メンおじお疲れ様です
[9756.338] (S)King_Fuudo: ヌキさんは女声で原曲キーで歌う
[9757.331] (S)brutal9998: メンおじありがとー
[9760.347] porcupinepine: でた
[9761.674] ddsato316: えいたスペシャルつえ～
[9763.758] (S)Ganondorf_nulvi: Eita the nut
[9764.381] hojihojidx: 画面端近いとＳＡ２のあとは大竜巻じゃなくて中か前ステが良いかもな
[9793.718] maddy2623: 今回のバクステって空中食らいじゃなくなったんだ
[9797.509] ギアふっしー: これで4人以上呼んで裏で対戦してもらうこともできるように？
[9797.804] (S)brutal9998: ぱなすぱなすw
[9798.420] funacchi15: こんにちはー！
[9799.047] prisira: やっぱ投げつえー
[9801.446] ancehutn: www
[9801.553] OldTypeOji: ｗｗ
[9802.047] iguchiill: ｗｗｗ
[9804.736] iwaisi: ｗｗ
[9806.903] あり0221: 許さない方向w
[9810.745] ~MISSING_COMMENTER_INFO~: メンおじさん、いつもご苦労様です。ありがとう。
[9827.798] (S)mojira_2222: バクステは空中食らいにならなくなった代わりにカウンターが付かなくなった、はず
[9832.086] bunbun0880: ウメちゃん昨日のおじリーグの打ち上げ行ったんだね
[9852.486] ancehutn: ww
[9854.549] ギアふっしー: 今後を見据えてね
[9860.116] porcupinepine: 悲しい姿だったよルーク
[9860.930] maddy2623: 後の三順
[9861.251] (S)latenight000: のちの3巡
[9861.890] garo735: 後の3巡
[9863.065] prisira: アカギかな？
[9864.100] ロミヲ: ミートさん面白すぎてお腹筋肉痛になってる
[9864.330] らぐず: 未来への3ゲージ
[9865.370] lock_intention: ルークのsa3は対空むずいよな
[9865.655] iguchiill: にげSA
[9866.538] misopotato: 今後ね
[9869.216] ddsato316: 後の3順を買った
[9882.164] (S)brutal9998: それ意味違くない？
[9883.152] tyapa95: 最後に１億取れればそれでいい
[9883.938] (S)wakeup623: Eita not Afraid to try stuff 
[9934.475] maddy2623: 圧
[9947.544] SteveyoTTV: like womens clothing
[9948.685] porcupinepine: すべてを失った
[9950.163] ギアふっしー: ｗｗｗｗ
[9951.602] iguchiill: wwwww
[9952.838] porcupinepine: ｗｗｗｗｗｗｗｗ
[9953.024] o_gasawara: 草
[9953.297] ギアふっしー: あああああああいいいいいい
[9954.224] maddy2623: ｗｗｗｗ
[9954.675] prosciu: wwww
[9954.696] garo735: ｗｗｗｗｗ
[9955.049] レム__: ｱｲｴｴｴｴｴｴ
[9955.613] ddsato316: ｗｗｗｗｗ
[9955.672] 青椒肉丝没有肉: 草
[9955.778] iwaisi: ｗｗ
[9956.213] RKC48: ｱｰｴｴ！！
[9956.785] market_fujisaki: wwwwww
[9957.678] rxz_2017: ぱりーん
[9958.337] (S)くういぽ: www
[9958.615] sweet_19: gamenewtonAi
[9960.630] tabibitox: 絶対とべんｗ
[9960.870] (S)mojira_2222: ﾊｰｯﾔｲ!
[9961.949] あり0221: えいたーーー
[9962.068] misopotato: あいあい！
[9962.097] らぐず: アイアイ！！
[9962.199] porcupinepine: ｱｲｱｲ!!
[9963.167] (S)King_Fuudo: 喘ぎ声の反応もはえーよｗ
[9964.138] ikap_ap: 鳴き声草
[9965.771] balthazar000: フェイクフェイク実弾
[9966.851] (S)brutal9998: 良い声で鳴きやがる
[9968.013] ギアふっしー: 次は勝てるぞえいた！
[9968.519] hojihojidx: ＰＳ５台の音量はこちらに配信に干渉しすぎない程度に控えめにすると良いかもですね
[9968.751] prisira: ｱｲｴｴｴﾘｭｳﾅﾝﾃﾞ！？
[9969.786] (S)失地王: ｱｲｱｲ
[9971.934] Band_99: 実際速いよなぁ
[9973.640] (S)失地王: ｱｲｱｲ!!
[9975.319] maddy2623: 反応が良すぎた
[9981.676] tktkappaking: なんかリュウの中足は差し替えせるけどルークの中足はムズい気がする 硬直違うのかな
[9981.805] 記入漏れ: 尻尾 長いの？
[9982.385] ギアふっしー: ｐ
[9984.670] OldTypeOji: オフ対戦はリアクションが楽しいな
[9988.156] (S)gazesd: えいたのゲーム
[10020.784] porcupinepine: 人間モダン禁止
[10024.413] prisira: その距離で抜けるのバグだよなｗ
[10030.764] ギアふっしー: えいたくるか
[10032.652] どるどる2: sekiNanda
[10037.101] まぐまちゃん: 右の人三四郎小宮みたい
[10052.210] iwaisi: ｗｗ
[10052.414] ギアふっしー: 今回勝った！
[10053.487] hojihojidx: ＳＡの弾抜け性能にけっこう差があるよね
[10054.399] prosciu: ついに
[10056.270] porcupinepine: 回りだしたか
[10056.620] tabibitox: ついに
[10058.766] garo735: ついに
[10062.238] ddsato316: ついにえいの時代が？
[10063.044] hitohana392: えいた時代突入
[10064.903] milanor03: GO1がいい椅子に
[10068.338] iwaisi: やーる
[10069.685] mugi_yu: やったのか！
[10072.059] hitmehitme: 今日初勝利？
[10080.058] sndkzfm1: えいた勝てるやん
[10082.068] どるどる2: goちゃん椅子壊さんといてよ
[10098.150] ギアふっしー: go12時間 ウメ1時間だった
[10098.395] funacchi15: go1さん東京きてるの？
[10101.006] (S)冷製カミス: ｗ
[10110.530] ddsato316: どっちが本当の人間モダンか
[10111.932] (S)King_Fuudo: とりあえず破りやすそうなカーテンがそこに
[10124.634] ギアふっしー: 良い椅子パワーあるからね
[10132.929] だんごうお: まさかのgo1ホログラム説
[10140.384] どるどる2: 破天荒岸田、キレてカーテンを破る
[10149.114] umesecond: 勝手に昇竜出るはモダン超えてる
[10158.013] 墾田永年私財砲: GO 12時間まーじか
[10161.901] porcupinepine: またしても対空昇竜すると損するゲーム
[10185.985] (S)onihey: 知識は力だぞ
[10187.780] porcupinepine: 調べた(照れ)
[10193.524] どるどる2: goちゃんは何でも知ってる
[10201.117] 辛めのジョニィ: スト6のLUKE強いんか?
[10205.101] ddsato316: えいスペ～
[10205.544] ギアふっしー: 何でもは
[10208.781] jony_avion: ”えいたのインパラ―”
[10211.460] market_fujisaki: えいたスペシャル
[10221.556] ギアふっしー: カスタム１は
[10223.192] kaban1192: ｗｗｗ
[10228.533] bebebebebebeebe: 草
[10229.249] (S)gazesd: あっぶね～～
[10230.353] booby_one: あっぶねー
[10230.924] o_gasawara: 草
[10230.987] ギアふっしー: １P側だったからね
[10232.502] iwaisi: ｗｗｗ
[10232.738] akindo08: ルークどこからでもリーサル狙えるから強そう
[10232.758] prisira: 舎弟ムーブ
[10234.430] maddy2623: １は王のだぞ！
[10234.684] (S)れんぞね: 不遜
[10234.724] (S)King_Fuudo: 掃除機タイム
[10236.881] vungo_mr: クイッ
[10239.074] inkgran: 破天荒岸田出かけたな
[10239.777] misopotato: っぶね
[10239.989] sndkzfm1: あぶねー
[10242.607] 墾田永年私財砲: 王消した？
[10243.879] レム__: 不遜はｸｲ
[10243.898] balthazar000: ”消す”つもりだったんだ、、、
[10244.628] masabonchicken: 破天荒
[10248.738] どるどる2: 掃除機かけてて偉い！
[10252.507] shikakubeats: GO1二度とこのゲーセン来れない可能性あったな
[10259.951] ギアふっしー: ポケット
[10261.178] porcupinepine: でーる
[10262.458] o_gasawara: システムで勝つ
[10262.596] 立川: えいたさん俺が紹介しましょうか
[10267.544] (S)poto2panapa: スト６は何でもスムーズでええなぁ
[10279.387] jony_avion: まだいるタチ
[10280.426] ocomedaipan: ヌルっとカットインするのゲーセンっぽくていいわ
[10283.843] (S)brutal9998: えいた立川が紹介してくれるってよ
[10284.884] 辛めのジョニィ: エグ
[10285.471] どるどる2: この二人人間性能凄くない？
[10286.092] iwaisi: タチいた
[10286.290] (S)kazukitaiga: ゲーセンは6ボタンしかないとか言ってたのに…
[10289.499] porcupinepine: 未来に生きてるじゃん
[10294.111] sndkzfm1: ゲームとしての完成度が高いよな
[10298.596] kaban1192: 11ボタンでやりたいよなぁ～
[10303.986] 辛めのジョニィ: スト6まじで流行りそう
[10304.945] balthazar000: ガフロにぃなら？
[10306.854] どるどる2: 草
[10310.790] ギアふっしー: アケコンボタン増やして耐久度どうのこうの大丈夫
[10313.908] iguchiill: 11ボタンブローカー
[10318.911] porcupinepine: ごーちゃん一人だけパリィ使いこなしてるな
[10326.650] RKC48: 6ボタンしか使ってないのにボタン増やすの？
[10329.647] sndkzfm1: 立川の立ち回りええな
[10334.380] LCDReturns: sand blast 
[10335.019] hojihojidx: アケのスト６ってボタン設定どうなるんや？
[10343.049] jony_avion: 格ゲー業界の便利屋さん、立川
[10348.618] umesecond: サポートのタチ
[10356.001] レム__: ガチくんのレバーレスがボタン増えてえらいことになってた
[10362.313] iwaisi: ｗｗ
