[3.336] nito1116: radaoMoeru
[6656.516] ye1118: つぎかな？
[6656.668] Clrula: wwwww
[6657.290] yuu_1010: たしかに
[6657.568] めるめ: ここから全部勝てば良い
[6657.685] nigi_udon: がち？
[6657.744] ruu_ha: そろそろチャンピオン取っとくか
[6659.022] ne6mchan: まぁ一旦か
[6659.124] (S)sora_mameee: 伸びしろしかない
[6659.155] mbando55: ありさんの最下位履歴が増えちゃう
[6659.509] (S)odenday_o_: もう上がる一方よ
[6659.544] (S)ﾀﾂｷ: 一旦ね？
[6659.877] おっくん__: 上がるしかねぇやん
[6660.106] ゆん0228: 次で1位だね
[6660.666] fukuda1129: 前半は捨てみたいなとこある
[6660.801] roro_131: radaoIQ2000
[6660.913] omomo67: まぁスクリムやから
[6660.958] fuu_maru: 今日下がるとこまで下げとけ
[6661.023] ye1118: wwww
[6665.244] otumaro: 1試合目16位。2試合目14位。3試合目20位だからね？
[6665.472] koko1995: まあ敢えての温存よね
[6666.132] (S)96猫3: まあ一旦ね
[6666.731] okome_maan: それ追試にならん？
[6666.890] tyontyon: 一旦だもんね
[6666.952] しまヱなが: 模索中やね
[6667.189] dokukinoco: radaoNayami
[6667.476] (S)なびさん: いつでも取れるから
[6667.644] Ichigo_Strawberry15: 伸び代ですねぇ！
[6668.084] (S)baceneKo: 練習やしね
[6668.244] 暗黙の緑茶: わこらだ
[6669.498] yuu_1010: そうそう
[6669.698] めるめ: 下見よ
[6669.730] (S)白い米: さあきな subscribed with Prime. They've subscribed for 8 months! 
[6669.842] mikuninnjinn: 最下位‥
[6671.103] (S)きのここ: あえてね
[6671.405] goshi_kuma: したぶれ
[6671.600] りめあくん: 一旦ね
[6671.645] (S)sora_mameee: もう下がることはない
[6673.409] Ichigo_Strawberry15: あ
[6673.966] fuu_maru: 伸びしろしかないじゃん
[6674.583] ozokunchan: 一旦ね
[6674.802] kotetsu_yuzu0108: あえてね
[6674.946] ぱけ: それはまずいか
[6675.073] おっくん__: 明日への調整
[6675.501] 愛の林檎: え？
[6676.160] (S)96猫3: あえて
[6676.342] yuu_1010: あえてね
[6676.390] (S)きのここ: wwwww
[6676.631] (S)yamamurame: こっから下がることない
[6677.407] スペルタン: あ
[6678.087] hima_norita: www
[6678.224] mo_coa: あ
[6678.346] myugi39: wwww
[6679.247] ぱゆゆ: 一旦ね
[6679.260] (S)~MISSING_COMMENTER_INFO~: あ
[6679.417] (S)96猫3: あ
[6679.447] 愛の林檎: wwwwwwwww
[6680.185] mochi_00v: wwwwwwwwwwwww
[6681.354] kotetsu_yuzu0108: あ
[6681.682] charlotte0ra: wwww
[6681.689] (S)96猫3: wwwww
[6681.838] _ヴォク: 手抜き？
[6681.973] ほんごう14: wwww
[6682.354] (S)ふわみん_: ww
[6682.427] fh0522: それはまずい
[6682.467] ちゅたちゅた: 油断させといてね？
[6682.619] ロロ郎: wwwwww
[6682.991] (S)a_mondoKojio: 一旦調整か
[6683.181] omomo67: wwww
[6683.787] (S)Fukenn59: うーん
[6683.965] dokukinoco: 乱数調整よ
[6684.029] Clrula: 明日用の下振れ
[6684.048] ルロア: 負けパターンの研究でしょ？
[6684.333] koko1995: 一旦敢えての様子見
[6684.976] mizusakura0326: wwwwww
[6685.689] りょう_0224: wwwwww
[6686.453] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[6686.566] (S)96猫3: wwwwwwwwwww
[6687.254] banana_0209: 今北わこらだ
[6687.295] kotetsu_yuzu0108: wwww
[6687.477] (S)haruneo_s: これ以上下がらん
[6692.596] shurimino: あえてね
[6693.491] gerbera6400: テスト(本番前日)
[6694.219] rin7331: 乱数調整
[6696.040] mikuninnjinn: これからは上がり続けるナ
[6698.664] ykhm_suno: 乱数調整
[6699.931] (S)a_mondoKojio: 失うものなくなった
[6701.369] サノウラ: 1分も忘れずにね
[6703.982] ゴンヌ: ゴンヌ subscribed at Tier 1. They've subscribed for 14 months, currently on a 1 month streak! wwwwww
[6707.426] すずやんさん: ジャンプにこだわりすぎ
[6715.977] (S)96猫3: あー
[6718.101] (S)~MISSING_COMMENTER_INFO~: あー
[6718.379] 愛の林檎: あー
[6718.728] (S)sora_mameee: あー
[6719.078] mizusakura0326: あー
[6719.273] えりさ_: あーね
[6720.347] kotetsu_yuzu0108: あー
[6722.686] hima_norita: あー
[6722.714] (S)kuugay0905: あー
[6724.233] (S)ふわみん_: あー
[6724.747] charlotte0ra: あー
[6724.800] ｿﾙﾄ: あー
[6725.715] 愛の林檎: いけるかそれ
[6725.759] furu2500: あー
[6728.105] banana_0209: あー
[6728.292] たいやっき: あー
[6728.997] みんてぃぁ: !rank
[6731.166] sjindoa: 飛べるか？
[6733.343] (S)にんじん10: いけるの？
[6735.293] nobume0v0: あり、か
[6737.752] robstar1008: 遠目だったら飛べそう
[6739.167] yakinikuu256: 不利なとこで戦う理由ないしね
[6739.248] ra1two: 緊急離脱用ジャンプね
[6739.428] (S)kamiyu0306: 飛べるんか？
[6739.661] who_tawn: まあ確かにさっきもアンチで落ちたし
[6740.158] otumaro: うーん
[6740.396] 愛の林檎: 飛ぶ前に落ちそう
[6741.064] omomo67: 果たして飛べるのか
[6745.214] hima_norita: 置いてかれる人出そう
[6745.748] せんか_宣化: ありさか切り離し作戦??
[6746.869] (S)mememe0_0han: なんでそこまでジャンプしたい
[6747.757] ozokunchan: あの早さで飛べたらいいけどなぁ
[6750.264] (S)odenday_o_: 逃げれるかぁ？
[6751.583] mo_coa: 緊急離脱用のジャンプか
[6752.658] ゆん0228: ヴァルの飛べる高さ低くなっちゃったの痛いよね。。。
[6763.033] 愛の林檎: 平地で戦わないのはたしかに
[6763.855] robstar1008: 逃げれるのがデカい
[6767.478] 年中頭痛: まじウルトラマンやん
[6771.473] Mac1919: 平地では戦わない
[6775.536] furu2500: チーム名
[6778.068] 年中頭痛: 活動限界ってことね
[6780.702] めるめ: ダメトレ負けた瞬間ガン逃げってことかね
[6791.820] ちゅたちゅた: シアウルト終わる前に逃げたいよね
[6793.193] yuttan_m: そもそもヴァルの強みジャンプだけじゃない(射線作ったりとか)からジャンプに拘りすぎるのもね…
[6804.083] ずんな: 次何戦目ですか？
[6811.378] emitsin: ４
[6812.090] baru_69: ウルトで飛んでいる時でも普通に当ててくる奴はいるから無理な気がする
[6813.197] (S)kamiyu0306: 4です
[6817.297] otumaro: 4試合目
[6817.987] ずんな: ありがとうございます！
[6818.225] saiki0528: がんばれ
[6823.015] 愛の林檎: がんばえ
[6823.495] めるめ: ウルト使わんでもありさかヴァルキリーは強い
[6828.296] saiki0528: ｱｼｭﾗｳｨﾝ
[6836.708] myugi39: ｱｼｭﾗｳｨﾝ
[6838.670] れとん: ｱｼｭﾗｳｨﾝ
[6841.800] ロロ郎: ｱｼｭﾗｳｨﾝ
[6842.475] (S)daibarorin: ｱｼｭﾗｳｨﾝ
[6842.980] mo_coa: ｱｼｭﾗｳｨﾝ
[6843.201] kotetsu_yuzu0108: ｱｼｭﾗｳｨﾝ
[6843.491] (S)96猫3: ｱｼｭﾗｳｨﾝ
[6843.595] (S)きのここ: ね～
[6843.703] Ichigo_Strawberry15: ｱｼｭﾗｳｨﾝ
[6844.967] frogflingpstfst: ｱｼｭﾗｳｨﾝ
[6845.255] 愛の林檎: そうだな
[6845.262] nakihai556: ねー
[6845.773] (S)joi_poi777777: ｱｼｭﾗｳｨﾝ
[6845.847] dokosou_1019: ｱｼｭﾗｳｨﾝ
[6846.159] stostos: ｱｼｭﾗｳｨﾝ
[6846.530] 猫又01: ね
[6846.758] (S)kamiyu0306: まじ短い
[6846.766] minani159: ね
[6846.771] sennpuki222: 勝ってくれーー！！
[6846.939] (S)96猫3: ね
[6846.967] ayunosioyaki0223: たしかに
[6847.007] kotetsu_yuzu0108: ね
[6847.505] emitsin: ｱｼｭﾗｳｨﾝ!!
[6848.786] 3点リーダ: ｱｼｭﾗｳｨﾝ
[6849.020] (S)紺いろ: ｱｼｭﾗｳｨﾝ
[6849.098] (S)96猫3: ねー
[6849.583] (S)きのここ: ｱｼｭﾗｳｨﾝ
[6850.063] pkstdan: ｱｼｭﾗｳｲﾝ
[6850.216] mirina017: ｱｼｭﾗｳｨﾝ
[6850.252] はちみつトマト: ｱｼｭﾗｳｨﾝ！
[6850.347] のらごま: ｱｼｭﾗｳｨﾝ!
[6850.368] otumaro: 短いね
[6850.489] tniken: ね
[6850.697] Ichigo_Strawberry15: ね
[6851.725] ingenmamesan: 短いー
[6851.850] ruu_ha: ｱｼｭﾗｳｨﾝ
[6852.725] karinto429: ｱｼｭﾗｳｨﾝ
[6852.933] hima_norita: ね
[6852.956] ちゃちゃ1023: ね
[6853.194] まここま: ｱｼｭﾗｳｨﾝ
[6853.205] nobume0v0: マジで短い
[6853.698] minani159: ばかみじけぇ
[6854.471] koronn1101: もう明日本番だもんな
[6854.616] (S)kamiyu0306: そうだね
[6854.892] (S)ふろっしゅ_: ｱｼｭﾗｳｨﾝ
[6854.946] (S)kuuki1214: ｱｼｭﾗｳｨﾝ
[6855.128] otumaro: ｱｼｭﾗｳｨﾝ
[6855.265] (S)suzunoki_712: ｱｼｭﾗｳｨﾝ!
[6855.897] smile_826: ｱｼｭﾗｳｨﾝ
[6856.025] (S)にわすずめ: ｱｼｭﾗｳｨﾝ
[6856.033] (S)t_k_n_m: ｱｼｭﾗｳｨﾝ
[6856.120] あくろぉ: ｱｼｭﾗｳｨﾝ
[6856.411] morry1063: ｱｼｭﾗｳｨﾝ
[6857.102] せきつい: ｱｼｭﾗｳｨﾝ
[6857.660] charlotte0ra: ｱｼｭﾗｳｨﾝ
[6858.670] (S)96猫3: 4か5
[6859.347] yona_0724: ｱｼｭﾗｳｨﾝ
[6860.350] rei2030: 一日目、カラス下空いてたぞ
[6860.640] (S)haruneo_s: ｱｼｭﾗｳｨﾝ
[6860.815] kotetsu_yuzu0108: ｱｼｭﾗｳｨﾝ
[6860.980] ayunosioyaki0223: 次無いんよ
[6861.085] (S)kuugay0905: ｱｼｭﾗｳｨﾝ
[6861.640] hiraharuu: ｱｼｭﾗｳｨﾝ!
[6862.047] 愛の林檎: 次wwwwwwwww
[6862.836] omomo67: ｱｼｭﾗｳｨﾝ
[6863.052] すいぺりあ: ｱｼｭﾗｳｨﾝ
[6863.147] おっくん__: 次
[6863.232] りょう_0224: ｱｼｭﾗｳｨﾝ
[6863.364] (S)imnameak: よっj
[6863.491] sirata31: ｱｼｭﾗｳｨﾝ
[6863.534] 神崎立夏: ｱｼｭﾗｳｨﾝ
[6863.737] nakihai556: ｱｼｭﾗｳｨﾝ
[6864.081] (S)れむら: わこらだー
[6864.186] ha_1_: まくタイミングかんがえてこ
[6864.468] (S)ウツル: ｱｼｭﾗｳｨﾝ
[6864.676] komitanara: 次？
[6864.752] Ichigo_Strawberry15: 次があるのだろうか…
[6864.760] dokukinoco: 最後なんよ
[6865.140] ﾊﾅﾁｬﾝだお: ｱｼｭﾗｳｨﾝ
[6865.178] (S)chocomint76: ｱｼｭﾗｳｨﾝ
[6865.487] おじょーー: ｱｼｭﾗｳｨﾝ
[6865.547] nashu_noike: 次…
[6865.915] unavele_nobu: ｱｼｭﾗｳｨﾝ
[6866.227] あまちゃン: ｱｼｭﾗｳｨﾝ
[6866.238] (S)いちうら: 次は
[6866.465] ikamodoki17: 精神と時の部屋入る？
[6866.547] (S)96猫3: もうないんよwww
[6866.637] ウサギ8号: ｱｼｭﾗｳｨﾝ
[6866.798] (S)あおばｻﾝ: ｱｼｭﾗｳｨﾝ!!!
[6866.915] りめあくん: ｱｼｭﾗｳｨﾝ
[6867.034] かいかいじゅ: 次？
[6867.079] まゆだま: ｱｼｭﾗｳｨﾝ
[6867.273] yuya_kura: ｱｼｭﾗｳｨﾝ
[6867.623] okome_maan: ないんよ
[6867.790] はちみつトマト: 最後なんだよな
[6867.849] stostos: 第11回かぁ
[6867.951] sango_mo: ｱｼｭﾗｳｨﾝ
[6868.027] hamusuke_kun: ｱｼｭﾗｳｨﾝ
[6868.081] oshousantotanbo: ｱｼｭﾗｳｨﾝ
[6868.117] riru_rururu: ｱｼｭﾗｳｨﾝ
[6868.127] (S)ﾀﾂｷ: 次ないんよなあ
[6868.268] gorimattyo_syokityou: 次はもう…
[6868.487] ogi_3: 次ないんよ
[6868.669] おっくん__: ｱｼｭﾗｳｨﾝ
[6868.835] (S)sora_mameee: 次…
[6869.128] (S)わらびもち_11: Ash
[6869.217] (S)にわすずめ: ファイナル…
[6869.360] kotetsu_yuzu0108: 次無いんよ
[6869.387] Gomichandovuti: ｱｼｭﾗｳｨﾝ
[6869.449] (S)kamiyu0306: 言い訳出来たね
[6869.507] sunomono8: ｱｼｭﾗｳｨﾝ!!
[6869.586] みーだん: これ最後なんよ
[6869.616] minani159: がんばえ
[6869.715] manpaaaa: ｱｼｭﾗｳｨﾝ
[6870.394] が_じゅ: 本番日曜にしよう
[6870.886] buruburu6425: 本番スクリムのつもりでやるか
[6870.945] (S)haruneo_s: 次なww
[6871.406] mochi_00v: radaoFight
[6871.505] crowsuke96: 次あるんかなぁ...
[6871.605] kenketsuroom: 次？
[6871.772] nobume0v0: radaoCry1
[6871.879] (S)yumeichigo: ｱｼｭﾗｳｨﾝ
[6872.299] ほのぼの: ｱｼｭﾗｳｨﾝ
[6872.307] (S)t_k_n_m: radaoFight
[6872.331] (S)sora_mameee: ；；
[6872.445] banana_0209: ｱｼｭﾗｳｨﾝ
[6872.581] ゆかりんりん: 次…
[6873.488] (S)yuriira: 次があれば…ね……
[6873.695] gaiantufan: 最後なんよなあ
[6873.936] wakahr: ｱｼｭﾗｳｨﾝ
[6874.011] ちゃがゆ: ｱｼｭﾗｳｨﾝ
[6874.201] (S)Fukenn59: 次あるんかなぁ
[6874.389] すいぺりあ: 次…
[6875.149] (S)ｻｧｻ: ｱｼｭﾗｳｨﾝ!!!!
[6875.256] hima_norita: ｱｼｭﾗｳｨﾝ
[6875.277] ayunosioyaki0223: radaoBigcry
[6875.553] (S)m_sakuta: ｱｼｭﾗｳｨﾝ
[6875.581] (S)imnameak: 4日目で分かるものあるね
[6875.826] mary611: ｱｼｭﾗｳｨﾝ
[6876.503] ソーダｯｯｯｯ: ｱｼｭﾗｳｨﾝ
[6876.580] (S)じゃむじゃ: あ
[6877.280] ozokunchan: 次……
[6877.371] みーだん: ｱｼｭﾗｳｨﾝ
[6877.522] とりーーも: 次無いんだよな
[6877.694] otumaro: もうないんだよなぁw
[6878.112] (S)AoironoMalco: 次…
[6879.147] lewis_craine: ファイナルシーズン2か
[6879.375] 犬ﾚ: ｱｼｭﾗｳｨﾝ
[6879.410] (S)waakari2003: 一応最後か
[6879.481] (S)_イオ_: ｱｼｭﾗｳｨﾝ
[6879.589] ingenmamesan: しばらくないんだよなー
[6880.144] (S)96猫3: これラストですww
[6880.456] koronn1101: 次あればいいね
[6880.798] nonsugar017: radaoFight
[6881.214] 愛の林檎: 2シーズン始まるかもしれん
[6881.467] wakahr: がんばれー
[6881.830] れもんちぃ0: 次…
[6882.403] (S)ﾀﾂｷ: ｱｼｭﾗｳｨﾝ
[6882.540] のせ太郎: 次ないんよ
[6884.504] (S)waakari2003: ｱｼｭﾗｳｨﾝ
[6884.659] ozokunchan: ｱｼｭﾗｳｨﾝ
[6884.885] アストモ: ｱｼｭﾗｳｨﾝ
[6885.198] (S)96猫3: ｱｼｭﾗｳｨﾝ
[6885.823] (S)れむら: ｱｼｭﾗｳｨﾝ
[6886.087] 愛の林檎: ｱｼｭﾗｳｨﾝ
[6886.301] peace3511: ｱｼｭﾗｳｨﾝ
[6888.054] naonyao_04: ｱｼｭﾗｳｨﾝ
[6889.377] minani159: ｱｼｭﾗｳｨﾝ
[6889.443] ｱｵｲﾊﾙ: ｱｼｭﾗｳｨﾝ
[6890.334] (S)ゆうっく: ｱｼｭﾗｳｨﾝ!!
[6890.660] sotokino_: ｱｼｭﾗｳｨﾝ!
[6890.986] otumaro: ｱｼｭﾗｳｨﾝ
[6891.836] raruaaa: ｱｼｭﾗｳｨﾝ
[6892.400] 角角家: ｱｼｭﾗｳｨﾝ！
[6892.666] tniken: ｱｼｭﾗｳｲﾝ
[6893.005] sunomono8: がんばえー
[6894.324] (S)kamiyu0306: ｱｼｭﾗｳｨﾝ
[6894.739] ingenmamesan: ｱｼｭﾗｳｨﾝ！
[6894.907] ozokunchan: radaoFight
[6895.168] 猫又01: ｱｼｭﾗｳｨﾝ
[6895.173] nonsugar017: GOGO
[6895.490] 愛の林檎: がんばえ！
[6895.491] (S)mememe0_0han: ｱｼｭﾗｳｨﾝ!
[6896.300] aina___10812: ｱｼｭﾗｳｨﾝ
[6896.566] hima_norita: がんばえー!!
[6897.536] (S)96猫3: ｱｼｭﾗｳｨﾝ‼︎
[6897.728] moimo_moi: ｱｼｭﾗｳｨﾝ
[6897.953] nyana_71530: ｱｼｭﾗｳｨﾝ
[6898.242] (S)mememe0_0han: radaoFight
[6898.449] frogflingpstfst: 集中！
[6898.519] (S)ウツル: 勝つぞおお
[6898.760] (S)snow__forest: ｱｼｭﾗｳｨﾝ
[6898.797] renren_0909: ｱｼｭﾗｳｨﾝ
[6898.836] きょぴ: ｱｼｭﾗｳｨﾝ
[6899.174] (S)床_: ｱｼｭﾗｳｨﾝ
[6899.648] しあーー: ｱｼｭﾗｳｨﾝ
[6899.896] snm__11: ｱｼｭﾗｳｨﾝ
[6900.129] 猫の髭: ｱｼｭﾗｳｨﾝ
[6900.147] (S)ゆうっく: radaoFight
[6900.365] のらごま: ｱｼｭﾗｳｨﾝ!!
[6900.873] 柗原: ｱｼｭﾗｳｨﾝ
[6901.070] plane8921: ｱｼｭﾗｳｨﾝ
[6901.253] (S)pocobokei: radaoFight
[6901.336] fululu_hana: ｱｼｭﾗｳｨﾝ
[6901.489] nafunan: ｱｼｭﾗｳｨﾝ
[6901.635] yoneto_: ｱｼｭﾗｳｨﾝ
[6901.725] (S)kitsuneko99: ｱｼｭﾗｳｨﾝ
[6901.985] Ganbaruooooo: ｱｼｭﾗｳｨﾝ
[6902.192] moimo_moi: radaoFight
[6902.290] (S)矢知: ｱｼｭﾗｳｨﾝ
[6902.340] naetoru0901: ｱｼｭﾗｳｨﾝ
[6902.651] (S)ウツル: radaoFight
[6902.883] kotetsu_yuzu0108: ｱｼｭﾗｳｨﾝ
[6903.172] ぱゆゆ: ｱｼｭﾗｳｨﾝ!!!!!
[6903.480] ゆかりんりん: ｱｼｭﾗｳｨﾝ
[6903.530] 0秒: ｱｼｭﾗｳｨﾝ
[6903.996] (S)kohaku1379: ｱｼｭﾗｳｨﾝ
[6904.280] (S)kamiyu0306: radaoFight
[6904.360] (S)AoironoMalco: 伝説見せてくれる
[6906.066] sjindoa: ｱｼｭﾗｳｨﾝ
[6907.342] atsukongu: ｱｼｭﾗｳｨﾝ
[6907.594] (S)kamiyu0306: ｱｼｭﾗｳｨﾝ
[6907.797] しゃろっく: ｱｼｭﾗｳｨﾝ
[6908.905] mikuninnjinn: ｱｼｭﾗｩｲﾝ！
[6909.149] (S)re_orange814: ｱｼｭﾗｳｨﾝ！
[6909.564] (S)nekomrnn930: ｱｼｭﾗﾝｳｨﾝ
[6909.787] fuu_maru: ｱｼｭﾗｳｨﾝ
[6910.869] タクトン: ｱｼｭﾗｳｨﾝ
[6911.603] (S)ゆうっく: ｱｼｭﾗｳｨﾝ
[6911.818] わらび粉: ｱｼｭﾗｳｨﾝ
[6915.311] ホトトギス: ｱｼｭﾗｳｨﾝ
[6915.369] (S)AoironoMalco: ｱｼｭﾗは伝説見せてくれると信じてる
[6915.679] おちゃちゃちゃちゃちゃ: ｱｼｭﾗｳｨﾝ
[6917.839] (S)酢橘: ｱｼｭﾗｳｨﾝ！
[6919.827] ユーニ2: ｱｼｭﾗｳｨﾝ
[6920.532] (S)yamamurame: ｱｼｭﾗｳｨﾝ
[6924.709] marumuudesu: ｱｼｭﾗｳｨﾝ
[6925.428] 614256: 今何試合目ですか？
[6925.693] (S)loy_qun_o: ｱｼｭﾗｳｨﾝ
[6926.888] あたりめ29: ｱｼｭﾗｳｨﾝ
[6926.921] aporoo_: ｱｼｭﾗｳｨﾝ
[6927.870] (S)taiyousinnaporo: ｱｼｭﾗｳｨﾝ
[6928.587] mikuninnjinn: がんばー！！
[6930.037] stostos: 本番で変わるからな
[6931.364] (S)ウツル: ｱｼｭﾗｳｨﾝ
[6931.565] otumaro: 4
[6932.721] (S)にわすずめ: 明日全部生えてる
[6933.618] (S)かうら0812: radaoOtu2
[6934.776] fuki_5: ｱｼｭﾗｳｨﾝ
[6934.872] Ichigo_Strawberry15: 明日頼む！
[6934.925] (S)ほっけ1107: ｱｼｭﾗｳｨﾝ
[6936.452] nakihai556: なるほどね
[6937.728] robstar1008: これラストか
[6939.649] 614256: ありがとうございます！
[6941.832] aina___10812: 明日たくさんはえるってことか
[6942.215] (S)kamiyu0306: そうだね
[6945.911] hu_doisii: ｱｼｭﾗｳｨﾝ
[6946.153] tommyy_0430: ｱｼｭﾗｳｨﾝ
[6949.493] (S)にょまれ: 願掛けしておこう
[6949.977] hi_fumi_: ｱｼｭﾗｳｨﾝ
[6951.467] 愛の林檎: ふぁいと
[6951.971] ちゃちゃ1023: ｱｼｭﾗｳｲﾝ
[6953.847] otumaro: がんばれー
[6953.923] ayunosioyaki0223: お
[6954.418] 神崎立夏: お
[6955.874] (S)ぽりごんのすけ: ｱｼｭﾗｳｨﾝ
[6956.116] otumaro: お
[6956.408] yona_0724: お
[6956.612] 愛の林檎: でっか
[6956.791] (S)なゆーた: お
[6957.770] (S)~MISSING_COMMENTER_INFO~: お
[6957.808] (S)okami0704: ｱｼｭﾗｳｨﾝ
[6958.015] kotetsu_yuzu0108: お
[6958.869] otumaro: いいね
[6959.188] (S)96猫3: お
[6960.775] torisiooo: ｱｼｭﾗｳｨﾝ
[6961.084] myugi39: 募
[6963.956] (S)haruneo_s: ぼ
[6964.238] まだら25: お
[6964.394] (S)にわすずめ: wwwwwwwwww
[6965.696] Ichigo_Strawberry15: wwwwwwwww
[6968.003] まだら25: wwww
[6968.008] myugi39: かびーん
[6968.498] (S)ｻｧｻ: wwwwwwwwwww
[6968.598] 猫又01: wwwwwwwww
[6968.896] (S)なびさん: ゴンさん
[6969.126] otumaro: かびーん
[6969.347] sjindoa: wwwwwwwww
[6969.391] (S)pocobokei: www
[6969.414] (S)96猫3: カビーン
[6969.631] えりさ_: www
[6969.984] charlotte0ra: wwwwww
[6970.208] (S)~MISSING_COMMENTER_INFO~: wwwwww
[6970.456] (S)imnameak: おお
[6971.343] あらんえむかーびぃ: お
[6971.416] 愛の林檎: wwwwwwwww
[6971.580] if0990: radaoCry1
[6973.056] kotetsu_yuzu0108: wwwww
[6973.270] (S)きのここ: おー
[6973.279] hima_norita: www
[6973.941] (S)96猫3: wwwww
[6975.040] 愛の林檎: おおおおおおお
[6975.352] (S)yamamurame: おい
[6975.596] Ishio_62113125: カビーン
[6976.348] あらんえむかーびぃ: きったな
[6976.575] (S)にわすずめ: うわ
[6976.592] (S)きのここ: wwww
[6977.233] Ichigo_Strawberry15: wwwwww
[6977.483] (S)ライリキ: 明日勝てればそれで良し 
[6977.661] aina___10812: ｗｗｗｗｗｗｗ
[6977.905] otumaro: おおおお
[6978.251] (S)kuugay0905: おおおおお
[6978.484] Ichigo_Strawberry15: おい
[6978.723] su_gar__25: 古い
[6979.028] nobume0v0: おいw
[6979.090] 愛の林檎: おい
[6979.250] (S)わらびもち_11: radaoKitya
[6979.339] (S)ウツル: なんだこいつｗｗ
[6979.552] (S)96猫3: おおお
[6979.753] Ishio_62113125: うわ
[6980.256] 神崎立夏: wwwwwwwwwwww
[6980.305] (S)kuugay0905: おい
[6980.428] えりさ_: うわ
[6980.490] gaiantufan: おい
[6980.926] (S)とあさ: おい
[6981.107] (S)なゆーた: wwwwwww
[6981.134] myugi39: wwwwwwww
[6981.208] (S)つむじのきもち: きったね
[6981.512] charlotte0ra: wwwwwwwww
[6981.561] (S)抹茶の午後: おい
[6981.736] ayunosioyaki0223: www
[6981.905] otumaro: おいw
[6981.957] (S)imnameak: おい
[6982.116] (S)あーしゃん: wwwwwww
[6982.235] 愛の林檎: きったねぇな
[6982.269] たいやっき: wwwwwwww
[6982.360] はちみつトマト: うわ
[6982.414] ご機嫌なシャチ: ww
[6983.281] (S)96猫3: うわ
[6983.307] まだら25: おい
[6983.663] (S)れむら: wwwwwwww
[6983.921] えりさ_: なんだアイツwww
[6984.150] (S)にわすずめ: wwwwwwwwwwww
[6984.457] (S)taiyousinnaporo: radaoKasu
[6985.021] あらんえむかーびぃ: wwwwwwwwwwwwwwwww
[6985.032] (S)96猫3: おい
[6985.381] まだら25: うわ
[6985.672] sennpuki222: ｸｻ(ง ˘ω˘ ;)วｸｻ
[6986.253] roro_131: きたない
[6986.293] 愛の林檎: wwwwwwwwwwwwwwwww
[6986.295] 神崎立夏: はぇー
[6986.486] ingenmamesan: www
[6987.113] frogflingpstfst: ｗｗｗｗｗ
[6988.578] まだら25: wwwwwww
[6988.639] Ishio_62113125: wwwwww
[6988.998] えりさ_: wwwwwwwwwwww
[6990.231] Ichigo_Strawberry15: wwwwwwwwwwww
[6991.014] sjindoa: wwww
[6991.258] ayunosioyaki0223: ぺっぺっw
[6991.948] (S)imnameak: radaoKasu
[6992.152] (S)なゆーた: ペッペッ
[6992.765] miyamiya138: wwww
[6992.809] sennpuki222: 臭
[6993.842] (S)pocobokei: wwww
[6994.202] (S)ウツル: ｗｗｗｗ
[6994.800] (S)niku_aburami: wwww
[6995.247] Ishio_62113125: 不仲ポイントですw
[6998.259] shurimino: www
[7000.450] きのこのこぉ: wwww
[7005.734] otumaro: wwwwwww
[7005.938] 愛の林檎: 武器運○
[7005.998] ぴーやぽう: ww
[7018.008] otumaro: アーマーないね
[7022.842] めるめ: 動画でみたいこの下り
[7029.920] えりさ_: おーおー
[7030.750] (S)きのここ: お
[7031.146] あらんえむかーびぃ: きちゃ～～～～～
[7034.552] Ishio_62113125: アチ〜！
[7034.601] (S)kuugay0905: お
[7035.972] (S)pocobokei: radaoKitya
[7037.426] 愛の林檎: でけぇ
[7038.183] えりさ_: いいね
[7040.018] otumaro: 武器〇
[7043.216] (S)96猫3: ね
[7043.460] (S)Fukenn59: アーマーがなぁ
[7045.323] (S)haruneo_s: あまないね
[7046.068] 愛の林檎: アーマーだけずっとない
[7046.800] あらんえむかーびぃ: wwwwwwww
[7049.660] sennpuki222: アーマーガー
[7050.602] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[7050.662] (S)なゆーた: wwwwwww
[7050.985] nakihai556: wwwwwwww
[7051.246] thukimia: 相変わらずのアーマー運
[7051.815] るきち: うるさww
[7052.051] otumaro: アーマーがぁ
[7053.361] nobume0v0: wwwww
[7054.688] (S)ｻｧｻ: wwwww
[7055.391] (S)imnameak: 優男
[7057.881] ホトトギス: 武器○アーマー×
[7058.122] sjindoa: wwwwwwwww
[7061.916] border_listener: 何回言うねんwwww
[7066.169] (S)にわすずめ: ちーっす
[7068.325] otumaro: ちーっす
[7068.610] myugi39: wwwwwwww
[7068.878] Ichigo_Strawberry15: もっと感謝しろ
[7069.690] えりさ_: ちーっす
[7071.029] thukimia: ちーっす
[7071.257] 犬ﾚ: ちーっす
[7072.273] kotetsu_yuzu0108: ちーっす
[7074.377] 愛の林檎: うーっすちーっす
[7074.441] iwa_kousuke: これ最後ですか？
[7074.456] dokukinoco: アーマーよぇぇ
