[7.348] (S)さいこりてぃ: こん塩～
[5110.781] (S)アジ7864: w
[5110.904] wandora5: www
[5111.584] yukito127: そっくりじゃんｗ
[5111.590] (S)to9ton: ｗｗｗ
[5111.689] (S)輪入道: にすぎwwwwwwwww
[5112.201] (S)たち_: WWWWWWWWWWW
[5112.392] (S)uwantea: 居たｗｗｗｗ
[5112.438] (S)kohaku0782: wwwww
[5112.483] (S)tackey8120: まんまやんけwwwwwwwww
[5112.600] flag_12: 兄さん！？
[5112.619] umechan4989: これはｗｗｗ
[5112.846] (S)クロウズ2: ま
[5112.884] (S)ティターナ: にすぎｗｗｗｗ
[5112.901] taku_61: 兄さんw
[5113.010] (S)かぐらんチャン: うそだろwwwwww
[5113.027] rinori_ddd: wwwww
[5113.042] (S)_やお_: そっくりすぎｗ
[5113.999] (S)tgf1357: w
[5114.056] (S)obisan4646: 細いwww
[5114.169] (S)nachos708: wwwwwwwwww
[5114.194] (S)けんじーじ: wwwwww
[5114.456] till1022: うそだろｗｗ
[5114.647] らんと: ｗｗｗｗｗｗｗｗ
[5114.664] (S)ふま6853: ｗｗｗｗｗｗ
[5114.716] (S)おいどん111: ｗｗｗｗｗｗ
[5115.366] nakatan52: wwwwww
[5115.625] bacchan1112: 激似wwwwwwwwwww
[5115.746] kurobuchimegane_: wwww
[5115.809] (S)蛙田いぶき: 同じじゃんwww
[5116.350] 游々: ｗｗｗｗｗｗ
[5116.404] (S)kazunoko310: 色がw
[5116.469] まれい: ｗｗｗｗｗ
[5116.567] (S)じんくん3: wwww
[5116.714] (S)ネオノアン: にすぎだろwww
[5117.502] consomesome: wwwwwww
[5117.589] harumich1: めっちゃ似てるw
[5117.664] (S)sushi_gari_man: 瓜二つやwwwwwww
[5117.667] hiro_918: ｗｗｗｗｗ
[5117.709] (S)Jewel_meat: 瓜二つ wwwwwwww
[5117.926] じゅんちぇ: wwwwwww
[5117.969] (S)九尾翔: まんまやんけｗｗｗｗｗｗｗ
[5117.989] (S)けー353: wwww
[5118.243] (S)べねでぃくと: wwwwww
[5118.243] earningqqq: wwwwwwwww
[5118.707] (S)suzu25012: www
[5118.910] (S)tomoakiy: そっくりすぎw
[5119.107] ももけろ: まじやんw
[5119.110] (S)rinko626: なにこれｗｗｗｗｗｗ
[5119.552] ichimachi16: wwww
[5119.867] (S)tomorou_xo: ちょっと露出少ないｗ
[5120.654] (S)ごはんよりパンがスキ: すごい
[5120.700] (S)takashi1111111: すげえwwwwww
[5120.969] (S)ururisa: これずっとつれていきたいw
[5121.584] (S)クロウズ2: にすぎて
[5121.636] (S)harahara0: wwwwwwww
[5121.747] (S)Pal32: アニキｗ
[5121.877] ebitiri135: にすぎw
[5122.327] (S)きゅむぉ: 似すぎｗ
[5122.556] (S)NAMAPASUTA_BABY: まちょよく見つけたな笑
[5123.152] のあゆずりは: これはｗ
[5123.392] (S)mk2xmomo: wwwwwwww
[5123.440] (S)bakubaku52: 兄貴いたんかぁ
[5123.670] (S)ゆりぃー: wwwww
[5123.847] ran73110: ちょっと待ってwww
[5123.895] (S)laki3145: 思ってるよりそっくりwww
[5123.930] kinreiki_fan: www
[5124.656] (S)citrus1780: まちょのファインプレーか
[5125.600] 10花: 似すぎだろｗｗｗｗｗｗ
[5126.690] c_a_mp: ドッペルやん
[5128.290] (S)uwantea: 加入か
[5128.387] yuk1_bts: 面白すぎるww
[5128.545] (S)なぎすけ3131: すごww
[5128.986] (S)くうきをよむ: これやってるだろww
[5129.265] acro_10: チンの方がハンサムやねw
[5129.393] patto_1023: wwww
[5130.427] yukito127: ｗｗｗｗｗｗｗ
[5130.988] nana43: ｗｗｗ
[5133.285] (S)九尾翔: Lv1アニキ
[5134.256] (S)ururisa: 加入か
[5134.795] (S)アジ7864: wwwwwwwww
[5134.946] nukopam: ペアコーデwww
[5136.979] kyouji_10: チン一郎
[5137.993] (S)tomoakiy: タンクトップでもないw
[5138.032] ジョンスミス01: けっつんの母に続いてまた身内笑
[5138.198] 袖のキルト: 色素抜けてる
[5138.227] foo1625: wwwwwww
[5140.127] (S)higemayo: ノーリミ親族シリーズ増えたw
[5140.286] yukito127: つっよ
[5140.968] (S)alohapon: つっよ
[5141.779] (S)バスク9: これはまちょ興奮するw
[5141.850] (M)Nightbot: 他配信の情報をコメントに書く行為、私の配信の情報を他の配信でコメントする行為は禁止です。
[5142.082] けろよん: LV2 兄ピラw
[5144.445] (S)Jewel_meat: つんよ
[5144.629] イタズラ黒うさぎ: エグイ
[5145.244] (S)ふま6853: けっつんの親族だけじゃなくて ぴらにもいたのか
[5149.765] taskmaster66: けっつんの母、チンピラの兄
[5152.848] yukito127: おいｗ
[5152.997] (S)n230385: wwwwwwwwww
[5154.223] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[5155.305] (S)八咫烏: ｗｗｗｗｗｗｗｗｗｗ
[5156.485] momoyagi0: wwwwwwwwwww
[5156.974] (S)~MISSING_COMMENTER_INFO~: wwwww
[5156.994] nana43: 59出る率高いな最近
[5157.166] (S)tgf1357: www
[5158.188] (S)bonehead51: wwwwwwwww
[5158.803] (S)もーーーたん: wwwwwwwwwwwwwwww
[5160.027] 10花: ｗｗｗｗｗｗｗｗ
[5162.884] (M)Nightbot: 他配信の情報をコメントに書く行為、私の配信の情報を他の配信でコメントする行為は禁止です。
[5163.936] まれい: マジで似てるｗ
[5170.087] yukito127: ｗｗｗｗｗｗｗｗ
[5170.815] (S)kannzaki8: ｗｗｗｗｗｗｗｗ
[5172.264] (S)きゅむぉ: ｗｗｗｗｗｗｗｗｗｗｗｗ
[5172.516] くらうどのゔぁ: ｗｗｗｗｗｗｗｗｗ
[5172.602] (S)alohapon: ｗｗｗｗｗｗｗｗｗｗｗｗ
[5172.716] (S)sagiri_nnn: wwwwww
[5173.316] (S)cocochu_u: wwww
[5173.417] (S)碇のあ: あっつw
[5173.591] (S)~MISSING_COMMENTER_INFO~: wwwwwww
[5173.714] ももけろ: wwwwwww
[5173.793] (S)Jewel_meat: wwwwwwww
[5174.305] (S)YAMATO00_RoueN: wwwww
[5174.642] (S)_やお_: 警察困惑ｗｗｗ
[5174.671] (S)アブソルート: ｗｗｗｗｗｗｗｗ
[5174.673] (S)Pal32: ｗ
[5174.710] (S)九尾翔: みてえｗｗｗｗｗｗ
[5174.944] rinori_ddd: wwwwwwww
[5175.021] (S)ururisa: 兄弟コンビニあっつ
[5175.195] (S)kannzaki8: どっちだ・・・
[5175.678] himajin_235: ｗｗｗｗ
[5175.750] (S)シルニカ: ｗｗｗｗｗｗｗ
[5175.803] harumich1: www
[5175.832] 10花: ｗｗｗｗｗｗｗｗｗｗ
[5176.506] nana43: どっちがどっちでしょうって
[5176.627] (S)たち_: WWWWWWWWWWW
[5179.063] (S)もーーーたん: wwwwwwwwwwwwwww
[5180.179] (S)junneko55: どっちでしょう
[5180.267] オオゼキ: 兄弟コンビニww
[5181.840] yurio1010: みってえｗｗ
[5182.286] (S)bonehead51: キャップきたらおもろくなるw
[5182.304] (S)tgf1357: wwww
[5182.741] (S)tofu_mint: お兄チン
[5184.608] (S)uwantea: 指名手配つくかな？
[5186.605] earningqqq: みてええええ
[5187.161] (S)おいどん111: https://clips.twitch.tv/DeliciousInterestingLocustKeyboardCat-yB8Ll4m-vC75cPGr
[5188.001] ももけろ: おもろそうw
[5190.774] umechan4989: 心無きと見せかけて心無きｗ
[5192.212] chinpanmansan: ｗｗ
[5193.461] ジョンスミス01: 影武者コンビニ笑
[5194.466] イタズラ黒うさぎ: ゴルフカートコンビニw
[5194.551] rinori_ddd: 撮影かw
[5195.059] (S)x331oo: 開放はできない！ゆーてw
[5196.391] (S)~MISSING_COMMENTER_INFO~: けっつん母
[5202.075] pepepe812: 解放しますって言って走って逃げて欲しいw
[5206.087] (S)tavath: 授業参観できるな
[5206.427] ororonline: 身内は人質できませんw
[5207.495] ひなた_1020: チンより素直そう
[5210.574] sankakubuchishinjukyo: なっつw
[5212.505] (S)sushi_gari_man: 身内街に住みすぎw
[5214.582] user127438539: けっつんの母以外にもおったんやな
[5215.785] (S)dubstract: 繋がってるんですねェ〜
[5216.424] (S)rinko626: どう見てもチンピラｗｗｗｗ
[5225.461] (S)ururisa: 逃げそうw
[5230.914] のあゆずりは: 家族第二弾
[5232.474] マキシマムなハラミ: 普通に間違えて声かける人いそう
[5236.256] 你好223: 解放されたらチンピラが走ってくのか
[5236.947] (M)Nightbot: 【Youtube Channel】https://www.youtube.com/channel/UCWlx7GTk0zQCi_0tKJhV72w
[5241.146] lycoris_crz: ジェネリックチン
[5242.688] ツーブ口パーマ: ｗｗｗｗ
[5243.473] (S)Kaen_piar: ｗｗｗｗｗｗｗ
[5243.751] (S)アジ7864: w
[5245.685] yukito127: wwwwwww
[5247.638] chinpanmansan: ｗｗｗｗ
[5249.092] 10花: ｗｗｗｗｗｗｗ
[5251.145] らんと: ｗｗｗｗｗｗｗ
[5254.144] masaru___: wwwwww
[5254.668] harutya_ptpt: 嬉しそうチン
[5255.100] (S)ぽっしぃ: すごいなｗ
[5255.759] XxKENssxX: ワイスピやっww
[5257.112] (S)かぐらんチャン: wwwwww
[5258.225] (S)miporin1412: 猫背
[5264.446] user127438539: 生き別れの兄弟に出会うラジオ体操第一
[5268.478] soup_1988: 運営がチンから作ったってことない？ｗ
[5272.426] (S)あいむはげ: https://clips.twitch.tv/UninterestedJollyAppleKappa-aJYaW1taXO2QtLGx
[5272.942] (S)azicaiow: 一般人lv1か
[5280.455] フランカー06: コンビニやるとこ見てぇー
[5282.157] masaru___: キンピラかな
[5283.989] (S)もーーーたん: wwwwwwwwwwwww
[5284.429] (S)kenny5823: BibleThump
[5286.953] (S)89fzr: 写真取らないとwww
[5292.195] (S)kannzaki8: 向き合うのやめてね 
[5292.232] ~MISSING_COMMENTER_INFO~: ブルースウィルスとブルーチュウィルス
[5293.356] (S)ベリッサ: ハイドアウト入れれないかな
[5296.105] (S)がっっぱい: 解放条件出せないな
[5299.221] yt9653: 生き別れの
[5303.035] yukito127: あっつぅ
[5307.031] みんみん458: たか！
[5307.275] (S)bonehead51: あつぅ
[5307.344] jedaiyuki: 生き別れの兄弟w
[5328.470] ~MISSING_COMMENTER_INFO~: RIOT GAMESからのスキンの配布 t.ly/DK0ag t.ly/DK0ag t.ly/DK0ag
[5345.926] yukito127: ｗｗｗｗｗｗｗ
[5348.574] (S)sushi_gari_man: wwwwwww
[5349.068] (S)Jewel_meat: www
[5354.832] harumich1: www
[5356.168] karabina029: ｗｗｗ
[5356.542] (S)きゅむぉ: アイコンいいｗ
[5357.027] (S)もーーーたん: wwwwwwwwwwwwww
[5358.027] (S)八咫烏: ｗｗｗｗｗｗｗ
[5358.098] (S)~MISSING_COMMENTER_INFO~: wwwwwww
[5358.814] (S)earl2socks: ｗｗ
[5361.471] 10花: ｗｗｗｗｗ
[5361.512] (S)kore552: ｗｗｗｗｗ
[5365.296] (S)かぐらんチャン: なんでこんな似てんのwww
[5368.739] みんみん458: なんで頭切ったw
[5379.346] (S)八咫烏: 私が私を見つめてました状態だ
[5381.888] イタズラ黒うさぎ: ドミチンw
[5386.390] (S)~MISSING_COMMENTER_INFO~: wwwwww
[5390.658] shion0000000: ザたっちやん
[5395.301] yukitwitch14: w
[5396.603] (S)きゅむぉ: ピラ兄緊張しちゃう
[5405.415] yukito127: ｗｗｗｗｗｗｗｗｗ
[5406.436] (S)earl2socks: ジャギ？
[5412.867] (S)Jewel_meat: ブレイキングダウン
[5413.731] (S)~MISSING_COMMENTER_INFO~: あっつｗ
[5413.744] nana43: ｗｗｗ
[5415.752] kei_711: フェイスオフwww
[5416.423] noelevei: ドラゴンボールの神と神
[5417.209] (S)でじたま: 測量後ｗ
[5419.579] (S)azukinoomochi: 苦労してそう
[5427.844] parupuntte: www
[5429.904] (S)Jewel_meat: キタコレw
[5431.898] yukito127: wwwwwwwwww
[5432.248] (S)蛙田いぶき: wwwwww
[5433.033] (S)きゅむぉ: ｗｗｗ
[5433.393] (S)アジ7864: w
[5434.308] (S)paru6: 𐤔𐤔𐤔𐤔
[5434.485] (S)alohapon: ｗｗｗｗｗｗｗｗ
[5434.580] (S)アブソルート: ｗｗｗｗｗ
[5434.799] 10花: ｗｗｗｗｗｗｗ
[5435.969] (S)エンペリ: ｗｗｗｗ
[5436.603] (S)bonehead51: wwwwwwwwwww
[5437.564] (S)ベリッサ: 薬やってそう
[5437.836] rocomoco18: 目線逸らさない
[5438.396] (S)八咫烏: ｗｗｗｗｗｗｗｗｗｗｗ
[5438.714] nana43: SAYｗｗｗ
[5439.227] rinori_ddd: wwwwww
[5440.149] (S)rinko626: これなｗｗｗｗ
[5440.185] らんと: ｗｗｗｗｗ
[5440.297] (S)もーーーたん: wwwwwwwwwwwwwwwwww
[5440.934] (S)sushi_gari_man: クソ似てるwwwwww
[5440.934] 鯖缶だよ: wwwwwww
[5448.518] (S)tapiokakun2525: sayのわらいつられるｗｗｗｗ
[5449.633] pteryuu: E〜
[5452.516] イタズラ黒うさぎ: 感動の再開w
[5453.225] romio_jennaro: ワイスピに出てたやろ
[5454.566] (S)www7mitty: sayめっちゃ笑うやん
[5455.890] ジョンスミス01: トレバーにも見える笑
[5465.093] (S)YAMATO00_RoueN: 吉幾三
[5465.909] ゆーいーあーる: 吉幾三～
[5467.029] (S)mashiroooooooooooooo: いち、にぃ、さん...?
[5468.505] (S)~MISSING_COMMENTER_INFO~: wwwww
[5469.671] manao_kurukuru: ズズ呼んで生き別れの兄弟のギャグやって欲しいw
[5474.093] (S)テバ_02: 吉幾三
[5476.193] kei_711: オープンカーだっけ❓
[5482.512] Nolvinsk: wwww
[5485.007] yukito127: ｗｗｗｗｗｗｗ
[5485.094] (S)アジ7864: www
[5485.131] rinori_ddd: いいねwww
[5487.403] (S)Jewel_meat: みてぇw
[5488.692] (S)アブソルート: ｗｗｗｗｗｗｗ
[5489.252] 10花: ｗｗｗｗｗ
[5489.314] parupuntte: wwww
[5490.210] (S)もーーーたん: wwwwwwwwwwwwwwwwwww
[5490.288] (S)kannzaki8: ｗｗｗｗｗｗｗｗｗｗ
[5492.204] ツーブ口パーマ: ｗｗｗ
[5492.411] (S)Jewel_meat: wwwwwwww
[5492.413] himajin_235: ｗｗｗ
[5494.520] (S)きゅむぉ: ｗｗｗｗｗ
[5495.550] (S)tarako_0420: 草
[5496.260] hal_ally: wwwwwwwww
[5499.880] yoyoyoyoyooyoyo211: ライブ中に何やってんねんwwwwww
[5500.007] (S)toshideath4649: 解放条件言えないw
[5502.608] (S)alohapon: ｗｗｗｗｗ
[5508.665] 10花: ｗｗｗｗ
[5512.709] waro_oj: コンビニ行くノリがりあるｗ
[5518.418] (S)kannzaki8: こんだけの期間やってて初めて出会うのおもろい
[5524.508] (S)ちょめちょめぇぇぇぇぇ: お兄ちゃん、内弁慶だったのかwww
[5524.630] (S)ビッツヒデ: w
[5536.735] (S)tqtq1234: えｗ
[5538.323] XxKENssxX: 今開けれるかもよ？
[5542.618] (S)ashidamra: 開かなかったっけ？
[5546.591] kkkk67890: ドーン4ドア
[5547.246] (S)laki3145: 自分で開けられないっけ？
[5547.977] (S)タクシ: あけれるよ
[5548.690] yukito127: ｗｗｗｗ
[5549.443] (S)白湯飲みたい: wwwwww
[5551.384] (S)sabakan0917: わすれてるw
[5551.904] (S)to9ton: あれｗ
[5552.237] exit_gf: 動いてる時あかないやつだっけ
[5552.516] (S)アジ7864: w
[5553.085] (S)kohaku0782: fantas22Kusa
[5553.217] dodadora: 止まったら行けた気が
[5553.956] rinori_ddd: あれ
[5553.974] じゅんちぇ: あ、くw
[5554.143] (S)トイレその後に: 自分で開けれるぞ
[5555.706] (S)taroimo_118: H筋なはずwww
[5556.032] ゆーちょこ: 開けれんかったっけ？
[5556.382] acro_10: 開けてなかったっけ？
[5557.132] yowamusi3: あけれるよな
[5557.353] (S)ぽっしぃ: あ
[5557.834] nana43: ま、ちょ
[5557.918] flag_12: ははは・・・
[5558.023] (S)uwantea: FailFish
[5558.072] (S)トラファルガー激ロー: 、、、
[5558.938] からあげマシン: Ｈでいけたはず
[5559.537] yukito127: ｗｗｗｗｗｗｗｗｗｗ
[5559.836] (S)ごはんよりパンがスキ: www
[5560.342] minmin5557: wwwwww
[5560.395] till1022: ｗｗｗｗｗｗｗｗ
[5560.574] (S)タクシ: 止まった時だけあけられたよ前
[5561.163] nana43: ｗｗｗｗｗ
[5561.616] ごーやちゃんぽ: ん
[5561.698] (S)ippaioppi: ｗｗｗｗｗｗｗｗｗｗ
[5561.782] (S)生のイモ: ま、まちょ？
[5561.830] りょうげーさん: 微妙ｗ
[5561.843] (S)yashida26: あけれない？
[5561.864] (S)もーーーたん: wwwwwwwwwwwwwwwwwwwwww
[5562.015] (S)tapiokakun2525: 寒くね？ｗｗｗ
[5562.309] (S)alohapon: ｗｗｗｗｗｗｗｗｗｗ
[5562.401] (S)~MISSING_COMMENTER_INFO~: ま、ちょ
[5562.718] (S)fluffy_1234488: せやな！
[5562.729] rosso_k: wwwww
[5563.030] hal_ally: NotLikeThis
[5563.307] himajin_235: ｗｗｗ
[5563.412] taku_61: wwww
[5563.903] (S)なぎころね: ｗｗｗｗｗｗｗｗｗｗ
[5564.039] イタズラ黒うさぎ: えっ
[5564.102] (S)tofu_mint: wwwww
[5564.131] (S)bonehead51: wwwwwwwww
[5564.333] (S)もふーお: ｗｗｗｗｗｗ
[5564.414] (S)エンペリ: ｗｗｗｗ
[5564.765] (S)こしつぶのハーフちゃん: ｗｗｗｗｗ
[5565.813] momoyagi0: wwwwwwwwwww
[5566.091] rinori_ddd: あ
[5566.110] (S)yuuto0206: えいちをえっちていうとこせいじおじちゃんか？？
[5566.241] earningqqq: wwwwwwwww
[5566.350] patto_1023: wwww
[5567.015] (S)rich3352: まちょのおかげで涼しいよ
[5567.181] ham_barger9: 開くんかいw
[5567.749] ダイタ: 変わらんよw
[5567.847] hirosn: そこまで暑くないかも
[5567.856] (S)patrick1000koo: NotLikeThis
[5568.068] (S)雁木茉莉: wwwww
[5568.699] 10花: ｗｗｗｗ
[5569.830] (S)c_world_: あ
[5570.348] acro_10: やっぱそうだよねw
[5570.924] sjadwtp: はず
[5572.979] toraware3004: ｳｲｰﾝタイプだ！！
[5574.616] パッつぁん: いいねぇ
[5576.113] (S)地縛神ポンタリウス: ashi3reGakuburu
[5576.328] harumich1: チャラいね
[5576.332] XxKENssxX: 密度えぐww
[5577.358] (S)n230385: ギッチギチwwwwww
[5577.841] (S)生のイモ: まちょ今までありがとう
[5578.764] kaaaaaaaaame142: 和式ね
[5579.166] (S)無職の緑色: 空気冷めちゃった
[5579.652] sheseec: まちょ今までありがとうな
[5582.124] (S)laki3145: わ、しきべn
[5582.722] りょうげーさん: 黄砂が・・
[5585.427] (S)zawashow: まちょげんきでな
[5586.315] yamaneko3: ラッパー乗ってそう
[5589.005] (S)例の玉: 人生ゲームの車みたい
[5589.713] patto_1023: まちょコンセル適正
[5592.197] えくれあ_066: ff15
[5592.330] (S)白湯飲みたい: wwwwww
[5593.367] ran73110: wwwwww
[5594.726] kkkk67890: 成人式
[5595.588] (S)cure_tenga: イヌネコとトレードか
[5598.206] sankakubuchishinjukyo: イヌネコさん馴染んでんなあw
[5603.789] yukito127: え
[5617.028] (S)~MISSING_COMMENTER_INFO~: ブレキルの血かぁ
[5619.728] (S)アブソルート: イヌネコさん馴染みすぎてて笑う
[5619.782] rinori_ddd: あー
[5621.685] iuiuiuiuiiuu: あー
[5622.340] (S)らくとさん: アメリカのラッパーがPVでこんな風に女侍らせてそう
[5623.220] tententen333: 車両なにのか？
[5625.515] (S)sorama6210: イヌネコさんもうノーリミットやん笑
[5629.778] kazuyanpop2: いねぬこな
[5629.816] romio_jennaro: 大吾が初めてマック行く時こんな感じだったのかな
[5631.638] himajin_235: おっそ
[5632.738] watawatakunkun: こんびにこ
[5635.235] acro_10: 警察も忙しいか
[5635.835] (S)~MISSING_COMMENTER_INFO~: なんだそら
[5637.554] helkakrow: ゆに
[5643.633] nana43: 事件重なると遅れがちはしゃーない
[5651.337] GORICYAN: まー手動やししゃーないね
[5653.308] (S)バスク9: 警察も大変だしな
[5656.764] yukito127: あ
[5658.356] イクラちゃ: コンセは起きてこないのかな？😭
[5658.799] sjadwtp: Zに連れ込むか
[5659.466] rosso_k: あ
[5660.223] hal_ally: BibleThump
[5660.760] もかもかぁ: BibleThump
[5662.198] (S)しぶさわ: 警察忙しいから時間かかるのは
[5662.770] (S)アジ7864: BibleThump
[5662.803] (S)igyuigyu: 指名手配かけるのも最近大変らしたね
[5663.333] (S)ばむるく: なんか、つれぇな…
[5663.880] patto_1023: BibleThump
[5663.971] yukitwitch14: BibleThump
[5664.983] (S)~MISSING_COMMENTER_INFO~: 無線でわかるだろ
[5665.261] flag_12: 仲間がいるよ
[5666.499] (S)sunasuke: BibleThump
[5667.561] yukito127: BibleThump
[5667.837] (M)Nightbot: 【Twitter】https://twitter.com/Fanta_JPN
[5668.473] ごーやちゃんぽ: BibleThump
[5668.945] (S)シルニカ: BibleThump
[5669.163] kyouji_10: 悲しい…
[5669.964] (S)tofu_mint: まちょ 今までありがとう
[5670.862] (S)mokobra: い・・いるさ
[5670.926] (S)~MISSING_COMMENTER_INFO~: minyas1Dabaaa
[5672.877] yukito127: ｗｗｗｗｗｗｗ
[5673.301] (S)alohapon: BibleThump
[5674.434] (S)いうた: BibleThump
[5674.724] (S)まぁめ: ｗｗｗｗｗｗｗ
[5675.106] (S)けんじーじ: www
[5676.353] patto_1023: wwww
[5676.571] yukitwitch14: wwwww
[5677.228] rocomoco18: あ
[5677.935] まれい: BibleThump
[5678.644] (S)sushi_gari_man: www
[5679.723] (S)~MISSING_COMMENTER_INFO~: wwww
[5680.645] (S)いうた: wwww
[5680.861] rinori_ddd: wwwwww
[5687.258] yukito127: さて
[5696.219] ham_barger9: さているのかw
[5698.368] りょうげーさん: ざわ
[5698.668] (S)~MISSING_COMMENTER_INFO~: さて
[5700.506] ツーブ口パーマ: さあ
[5702.227] patto_1023: ざわざわ
[5702.266] (S)www7mitty: いなそ〜
[5704.506] kittakku222: BibleThump
[5706.335] (S)きゅむぉ: ・・・
[5707.945] (S)マルディー: 仲間がいるよ！
[5708.236] (S)~MISSING_COMMENTER_INFO~: www
[5708.762] atgdwtj: ざわざわ
[5711.735] ごーやちゃんぽ: いなかったらノーリミやね
[5712.478] (S)sunasuke: これいんやつや
[5719.120] yukito127: wwwwwww
[5720.107] ツーブ口パーマ: ｗｗｗｗｗｗｗｗｗｗ
[5720.461] hal_ally: あっ
[5720.891] (S)アジ7864: あ
[5721.268] till1022: ；；
[5721.335] (S)laki3145: あw
[5721.517] まれい: ｗｗｗｗ
[5721.724] nana43: ｗｗｗ
[5722.261] (S)n230385: wwwwwww
[5722.266] (S)alohapon: あ
[5722.285] ashitakittohare: wwwwww
[5722.570] (S)きゅむぉ: ｗｗｗｗｗ
[5722.622] (S)バロン67: ｗｗｗｗｗｗｗ
[5723.388] ham_barger9: いないw
[5723.645] himajin_235: あｗ
[5723.654] (S)もふーお: あｗｗｗｗ
[5723.925] kittakku222: ｗｗｗｗｗｗｗ
[5723.945] (S)_やお_: ｱｯ
[5724.133] rinori_ddd: あ
[5724.198] (S)~MISSING_COMMENTER_INFO~: wwwwwww
[5724.282] (S)もーーーたん: wwwwwwwwwwwwwwwwww
[5724.483] もかもかぁ: BibleThump
[5724.720] (S)ネオノアン: あ
[5724.755] (S)アブソルート: ｗｗｗｗｗｗｗ
[5724.900] ごーやちゃんぽ: あっ
[5724.940] yukitwitch14: wwwwwwwwww
[5725.154] (S)マルディー: あ
[5725.267] (S)ayukatono: wwww
[5725.404] patto_1023: wwww
[5725.477] sankakubuchishinjukyo: あw
[5725.643] 甘酒014: ｗｗｗｗ
[5726.078] minmin5557: BibleThump
[5726.236] bacchan1112: あ
[5726.391] 10花: ｗｗｗｗｗｗｗ
[5726.626] (S)ばむるく: BibleThump
[5727.152] (S)to9ton: あｗ
[5727.166] (S)でじたま: ｗｗｗｗｗ
[5727.258] (S)tarako_0420: BibleThump
[5727.400] sheseec: 無言ちゃうんかいｗｗ
[5727.839] (S)ippaioppi: ｗｗｗｗｗ
[5728.066] (S)cure_tenga: BibleThump
[5728.710] (S)スカイライン乗り: wwwwww
[5728.848] harumich1: 頑張ってくれー
[5729.082] (S)白湯飲みたい: wwwwww
[5729.284] ダイタ: あw
[5729.306] (S)アジ7864: BibleThump
[5729.385] kyo325: かわいそうすぎるｗｗ
[5729.809] yukito127: 切ねぇｗ
[5730.573] (S)しろうと: かわいそう
[5731.198] hal_ally: BibleThump
[5731.230] (S)中島君: 不憫だ
[5731.485] イタズラ黒うさぎ: ワンオペw
[5731.884] らんと: ｗｗｗｗｗ
[5731.969] (S)マルディー: BibleThump
[5731.982] (S)生のイモ: かわいそうｗ
[5732.072] (S)sushi_gari_man: BibleThump
[5733.895] (S)けー353: BibleThump
[5734.186] (S)~MISSING_COMMENTER_INFO~: ないて
[5734.696] (S)~MISSING_COMMENTER_INFO~: かわいそうすぎｗｗｗ
[5734.973] iuiuiuiuiiuu: BibleThump
[5735.421] (S)ゆりぃー: BibleThump
[5735.690] (S)ティターナ: www
[5737.356] bacchan1112: 切なすぎるwwwwwwww
[5738.612] (S)真なる我: BibleThump
[5738.698] (S)にる3: BibleThump
[5738.747] san_ten_: ワンオペギャング
[5740.374] (S)Pal32: イネヌコこっちにこい・・・・
[5742.224] rosso_k: コンセル…
[5745.340] (S)sunasuke: ノーリミへこい
[5747.773] カピバランドリー: あんまりやで・・・
[5761.705] earningqqq: 黙って抜けるのが正解やったな
[5768.542] (S)がっっぱい: 間違っていれるかと思った
[5782.022] (S)生のイモ: イヌネコ、まだらもいいぞ
[5784.766] bananapoop3939: ワンオペギャングは草
[5801.665] (S)~MISSING_COMMENTER_INFO~: マックさん
[5808.744] (S)munku666: ヘラシギ詰めるか
[5819.095] (S)~MISSING_COMMENTER_INFO~: まだらよりワンオペっぽいなぁｗ
[5819.137] (S)~MISSING_COMMENTER_INFO~: 緑
[5820.505] (S)タクシ: ネル虐
[5822.658] NOINNOIN: オレンジ
[5825.412] (S)アクヱリ: ふでこブルーか
[5826.843] (S)tavath: ブルーベリー色
[5828.356] (S)八咫烏: 色悩むねぇ
[5830.985] zeto647: 白高級感あって好き
[5831.598] joukunuoj: ヘラシギの血で赤に
[5832.023] (S)ayukatono: 白かっこいいけどね
[5832.098] rouhey: ねいびー
[5832.222] (S)popyuki_: ヘラシギヘイスト
[5835.727] (S)でじたま: ロールスロイスらしい色かね
[5837.293] (S)ky1124boc: 白もかっこいいんだけどね
[5838.276] (S)るぅと3: 誰かに任せてみたら？
[5842.273] (S)~MISSING_COMMENTER_INFO~: ターコイズ
[5843.092] k140316: ティファニーブルー綺麗だよね
[5846.489] (S)八咫烏: おりゃん；；
[5846.905] (S)kotaro_chan: BIGいないか
[5848.102] unagi_po74: ジョ、アンナ
[5849.729] ~MISSING_COMMENTER_INFO~: 黒いオープンかぁ
[5851.712] (S)k0rnefrake: 池島！？
[5852.886] (S)ryhac191: SUZUKIカスタムあっちー
[5853.891] sjadwtp: 池島おるやん
[5855.038] (S)~MISSING_COMMENTER_INFO~: BIGの色知りたいなぁ
[5856.721] (S)インスタントきなこ: 鈴木は今日は忙しそうや
[5858.692] ham_barger9: 池島！？
[5860.503] (S)kude1234: 紺色とかもいいね
[5861.288] ぷにくま: BIGは今RAGEがあるからなぁ
[5862.258] (S)くろう6: 忙しそうだもんな
[5862.774] patto_1023: BIGカスタムはまだなのか
[5867.012] nana43: れりあ♡
[5874.942] (S)るぅと3: こんな跳ねるんだなこの車
[5887.893] exit_gf: まだやってるのか
[5889.351] (S)landmark1000: さて
[5890.066] (S)ネオノアン: みんないくんや
