[13.659] 02zegu: ブブ
[4324.872] neon_d99: サルから進化して結構早めに葬式してるからな人類
[4330.364] taiyaki_ltd: けど、それこほ人によるのでは？
[4330.395] HirocoT: 初代スポンサー
[4332.738] GelidiumJellyCat: 嫌いだったら出ないでしょ
[4336.031] showsbsp: スズカの原作見た時もめっちゃ泣いた
[4338.893] totokarutyo: ときども泣いとったな獣道で
[4340.289] sistersguitarreplica: 普通にでないっす
[4340.359] (S)noboooooooooru: 納棺だけに？
[4340.605] (S)hone253: 棺桶に入るだけにノーカン
[4341.109] ddb365: ウメちゃんノーカン
[4341.443] (S)kkshkk: w
[4341.774] (S)クラクラ777: ん
[4342.517] umesecond: つよｗ
[4342.607] ishiwata1234: w
[4344.550] (S)ｾﾀﾒﾝ: それは度合いによる
[4344.761] ~MISSING_COMMENTER_INFO~: えw
[4345.660] lun__01: 納棺はノーカン
[4345.965] chin_56_: やば
[4346.272] (S)憂う者の弟子: ねーちゃん最強
[4346.522] 戸愚呂妹: ええw
[4347.162] daruma2597: 何を
[4348.551] もきち555: 心では泣いてたからｗ
[4348.885] (S)foo_twitch: まあそれはいいじゃないの
[4349.559] neon_d99: やめろｗ
[4352.326] (S)shinobuchan4649: いい話だね
[4354.461] (S)kkshkk: 女はタフだよー
[4355.745] (S)n242f45aa: やめーや
[4357.131] syugi3: 人前で泣いてないだけじゃね
[4358.043] invisible_focus: ねーちゃんは姉として耐えたんじゃないか
[4359.197] SleepShiva: 葬式はバタバタしてて意外に泣かないくない？
[4359.470] syagami: 姉ハラの涙腺鋼鉄か
[4360.300] さっぽさんぽ: アネハラｗ
[4361.223] (S)simmonfoxy: 全知全能のウメお姉さん
[4361.468] リエオ: ねーちゃんは別のとこで泣いてるよ
[4362.197] ファーペン: 真のビーストネキ
[4363.817] the_blow02: 鋼鉄の姉
[4370.420] taiyaki_ltd: 泣かなきゃいけないって目で見られるのも嫌よ
[4372.045] tyu8888: アールさんはなんでそんなに泣かせたいの？ｗ
[4373.026] chin_56_: 涙腺ネキ
[4375.375] ポンポン: おれもばあちゃん死んだら泣いちゃうね
[4377.953] tsunekiyo01: うちの嫁が震災で亡くなった母親をたまに思い出して泣いてる姿を見て泣く
[4379.367] sei_6: DNA
[4379.783] svcchaozu: 姉ハラ「どうせ皆死ぬしなぁ」
[4381.382] (S)クラクラ777: おい
[4383.098] rxz_2017: 先に泣かれると引っ込むかもしれん
[4384.338] omonaga315: 人には見せない人もいるね
[4384.732] pengetop: 絶対見てないとこで泣いてるよ
[4386.993] アンインストール: 甲子園大会でガチ泣きしてる坊主見てるとつられる
[4387.518] ペプシ男: 覚悟ができてたんじゃない？
[4390.518] (S)kkshkk: あーね
[4390.614] prosciu: タイミングにもよるかも
[4391.068] (S)ｾﾀﾒﾝ: 覚悟決まってたのもあるかもしれんしな
[4392.797] (S)taku_yzfr1: 仕事柄
[4392.846] tw_numa: なるほどね
[4392.975] zyangara2: ふと思い出した時に泣いちゃう事もある
[4393.972] (S)simmonfoxy: 死ぬ向き合う職場だもんね
[4394.216] spica1987: 覚悟決めてるとな
[4396.308] ~MISSING_COMMENTER_INFO~: 強いな
[4396.739] emaplusplus: 野田さん踏み込み過ぎでは
[4398.819] (S)10orq: 泣いたか泣いてないかで測れないよ
[4401.109] LEE4646: 葬式するのに大変なのもある
[4401.348] tw_numa: 裏で泣いてる可能性もあるけど
[4405.246] Hikaru_256: 別れも何度か経験すると地味に慣れてくるよね
[4410.892] 失地王: あ
[4417.881] tyu8888: 逆に泣かなきゃ悲しんでないっての押し付けだから
[4431.415] showsbsp: アネハラ
[4431.586] のぞみくん: しゅーとw
[4437.798] invisible_focus: アールさんの前ステすげえな
[4440.351] lun__01: 漫画の姉ハラで顔が出る
[4446.179] (S)れの__: お、アールさんいいインタビュアー
[4451.429] emaplusplus: ねっとりしてんなぁ
[4456.524] (S)クラクラ777: 完全なるギフテッド
[4457.574] kituneudon0727: 漫画のお姉さん美人だったね
[4461.901] chin_56_: 個体値MAX
[4464.349] (S)simmonfoxy: 何でもできる天才系の人
[4467.572] アンインストール: なんで稼げてるか？理解できてないかと
[4468.322] invisible_focus: ６V姉貴
[4473.530] nosveral: それは存在意義に帰結する
[4476.108] リエオ: いつか姉ハラさん見てみたいよね
[4477.991] (S)がーこ: ケンゴロー版姉ハラえろい
[4478.225] ddb365: まじアネハラとは見たい 絶対ないと思うけど
[4479.122] (S)hone253: アールさんありがてえ
[4479.832] neon_d99: だからメナト嫌いなのかウメちゃん
[4493.876] poposuke: ウメハラ家で一番酒が強いとされる姉ハラ
[4514.873] アンインストール: 言うてメナト二回目も優勝したからなー
[4516.867] lun__01: 放任主義
[4529.131] erukima: 姉ハラとラジオないかなあ
[4534.895] neon_d99: それはありそう
[4538.339] ライム_: それはある
[4540.522] (S)mart_00_: 末っ子ね
[4541.466] HirocoT: あー
[4547.155] (S)クラクラ777: だいごはゲーセンにいりびたってた
[4547.813] (S)simmonfoxy: 絶対に、ある
[4548.473] kituneudon0727: 両親の関心取られた系のやつだね
[4548.754] ataruat: ('ㅂ' )
[4550.515] lun__01: 末っ子は愛される
[4552.241] BISAI3: あんな家族のこと聞きすぎるのやめない？
[4564.448] spica1987: ウメちゃんの代わりに頑張ったあるかもな
[4565.965] chin_56_: ダイゴコンプレックス
[4566.036] rxz_2017: 大吾さえいなければっ！
[4566.275] リエオ: 姉ハラさんも出来損ないの大吾可愛かったのでは
[4568.130] (S)闘劇のアルベルト: なんでも出来ちゃうからね
[4569.233] mememe10: それすら超越してそうだけど
[4570.100] tsurupikahagemaru_kun: 結局は人間なんか無いものねだりだからねぇ
[4600.311] kino883: 姉さんの存在があったからこそ今のウメちゃんがいるだろうなあ
[4606.722] Hikaru_256: どういうこと？
[4609.111] Netbancho: きもい
[4611.370] tw_numa: 悲しい生き物図鑑…
[4614.618] (S)simmonfoxy: 小学生とかでTRPGのシナリオとかも書いてたんだよね、お姉さん。一瞬であきたらしいけどw
[4617.558] poposuke: そういう書籍があるんだよね
[4617.728] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4626.799] (S)kkshkk: にしては哀愁が足りない
[4630.116] あんころーる: 俺にも刺さる・・・
[4633.733] アンインストール: ナマケモノとか？
[4635.008] umesecond: なぜ今のせたん
[4635.639] shifoncafe: 満足感
[4636.290] tw_numa: ウメ漫画の白鳥さんは実在するのかも気になる
[4638.537] プリン大福: 何でキツいことしてる時にネガティブな話してるんだ
[4640.609] ファーペン: 既定路線
[4641.198] ポンポン: 風すご
[4642.969] LEE4646: 風邪出てきたね
[4655.104] Hikaru_256: そこで悲しむのは勝てない思考よ
[4658.539] kituneudon0727: 白鳥さん好きだわ
[4663.536] blackmark2: りんご貰ったの〜飼育員さんに〜
[4667.515] アンインストール: 凄い景色
[4669.104] (S)kkshkk: w
[4670.976] HirocoT: ｗ
[4673.058] akiaki0612: めんおじも同じ種族？
[4678.338] icyblue1985: 忠臣
[4679.480] neon_d99: 前世かもしれん
[4680.571] lun__01: このレコンキスタに
[4681.983] kituneudon0727: 超有能執事みたいな
[4683.027] tw_numa: 前世の記憶
[4684.279] chin_56_: あの時のカフェです
[4685.001] balthazar000: Cafeの恩返し
[4685.597] Hikaru_256: 酔って抱いた可能性もある
[4685.808] gabedudly: hggGolazo
[4687.560] (S)憂う者の弟子: あの時のネコです
[4688.362] zyangara2: 直属騎士団
[4689.403] gabedudly: yenice1Bagonite
[4690.643] forthemoment_elt: まさか、あの時の猫！？
[4691.200] poposuke: 家族救ってる可能性ある
[4692.058] nosveral: 時期尚早の文化
[4692.317] tw_numa: あの時のカフェw
[4692.664] 閃光の: 前世でな
[4694.360] (S)ronamu22: 命救ってたかー
[4695.572] gabedudly: yenice1Bagonite
[4695.931] ファーペン: 鶴かなんか？
[4697.464] umesecond: 王
[4707.141] neon_d99: 草
[4708.377] さっぽさんぽ: ｗｗｗｗ
[4709.397] (S)ancehutn: ｗｗｗｗ
[4710.604] v_harumi_v: おおー！
[4711.846] gabedudly: Hello I'm canada 🇨🇦 
[4711.897] muucrs: www
[4712.215] (S)brutal9998: www
[4712.970] (S)m1s4m0: ｗｗｗｗｗｗｗ
[4713.170] yut7xot8: ｗｗｗｗｗ
[4713.195] リエオ: あの時殺さなかった虫かもしれない、、
[4713.413] (S)kkshkk: さすが忠誠
[4713.764] rxz_2017: どういうことだよｗ
[4714.325] HirocoT: ビシの使い方ｗ
[4714.842] flashbacks18: ww
[4715.072] (S)senseiabcd: 本当にクマ出てきたら身代わりに食われるくらいの忠誠心
[4715.175] prosciu: ビシッとね
[4715.412] ライム_: その忠誠心でいいのか？
[4716.385] nikorinko: さすがｗ
[4716.813] dswlm: 甘やかし宣言
[4717.044] porcupinepine: 昨日は15分遅れだから改善されてる
[4717.235] (S)ys120: ママーーーー！！！
[4717.776] zyangara2: 骨の髄まで
[4720.924] myodent21: 愛が深いw
[4722.252] (S)マンゴスチン: もうだめだw
[4722.750] lun__01: 忠誠心とはそういうものか
[4722.789] akasanz3x: さすが従者ｗ
[4723.469] (S)hone253: 忠臣としてむしろ格好良いセリフw
[4723.475] nitamago33: 王
[4724.969] showsbsp: しかし旅費すげーことになってそうだわ。
[4725.155] Hikaru_256: まあ突き抜けた実績あるからな
[4725.549] ペプシ男: 孫か！
[4729.235] のぞみくん: 溺愛しとるな
[4729.923] kaigaizei: 一発キツく甘やかしときますんで
[4730.883] 記入漏れ: 誰も叱ってくれる人居ないってのも、どうなんでしょね
[4731.558] latenight000: まさかメンおじに続く、忠臣が現れるとはね
[4732.468] neon_d99: おもしろすぎるな
[4733.851] (S)maya_g01: この王にして忠臣
[4736.673] kiton_taichi: アールさんも大概な気が…
[4743.170] akiaki0612: 今回の旅のメンおじ
[4743.313] showsbsp: 旅費に食費、甘やかすには十分な理由
[4753.990] (S)hodanonn: へー
[4756.154] spica1987: カフェさんはウメさん以外ゴミに見てる可能性あるなｗ
[4757.842] lun__01: 人は人、自分は自分
[4763.974] (S)ノア1844: 200位で配信での収益もあるから、獣道に比べると全然と話していましたね
[4773.643] リエオ: ほーーぅ
[4773.788] (S)monaka29_df: danneberg_f subscribed at Tier 1. 
[4781.656] neon_d99: 大丈夫って言われてたしな
[4790.951] もきち555: 話ちげーじゃん とは思った
[4793.871] josajosa: ｗｗｗ
[4794.402] Hikaru_256: 論理的思考するタイプはその傾向あるかもな
[4797.532] latenight000: 何か休憩したら1つ忘れ物をする男
[4798.858] 閃光の: 自己中て事やろ
[4802.656] lun__01: キャラクリ終わってるしな
[4805.832] usa451: どく！です！よ！
[4806.225] syagami: ホテルで毎回失う男
[4808.542] taiyaki_ltd: キャラ差
[4809.214] nail06k: 末っ子ムーブを極めろ
[4809.254] HirocoT: ファン
[4811.142] potocki1810: 大谷翔平も優勝した後いろいろデータの入ったアイパッドをホテルに忘れてったらしいですｗ
[4811.488] (S)ノア1844: 小学生でそれはすごいですねｗ
[4813.106] neon_d99: ウメハラファン
[4819.460] リエオ: 人間の能力差をキャラ差でいうの好きだわ
[4819.731] (S)sander1214: 梅原さんのお姉さんってそんなにすごい人なんですか？？
[4821.434] sistersguitarreplica: 毒キャラ
[4823.015] miruujyu: ２分です
[4823.364] v_harumi_v: 楽しそうよね
[4824.258] (S)ancehutn: ファンは思ってるよ
[4824.290] (S)hone253: ファンはあかんw
[4826.344] (S)taku_yzfr1: カフェさま〜
[4826.360] (S)闘劇のアルベルト: 毒ですよ〜
[4827.718] (S)simmonfoxy: 俺、妹が優秀すぎるから嫉妬したわ、今仲良いけど
[4829.953] 閃光の: イエスマンしかおらん
[4831.772] blackmark2: 自己評価がファン
[4834.918] Hikaru_256: そっちのファンか
[4836.742] lun__01: ルークはときど
[4839.706] アンインストール: 井上尚人も世界戦の時に空き巣入られた
[4841.260] poposuke: 言うてあのファン、暗殺組織の超エリート
[4841.699] (S)ノア1844: 本当に何でもできる姉らしいですね
[4846.313] syagami: 職人キャラでいく
[4849.747] svcchaozu: 格ゲーの才能無くても同じ事言えたのかな
[4850.394] リエオ: ウメちゃんはファンじゃないだろ
[4859.042] svcchaozu: 子供の頃からは凄いな
[4859.876] taiyaki_ltd: 親がそこで愛情を区別しなかったんじゃないかな
[4862.136] (S)taku_yzfr1: アネハラさま〜
[4864.007] (S)simmonfoxy: 達観してるなぁ、王は
[4864.028] showsbsp: 次の獣道、決まったな。
[4867.810] mariannnu: karubisLuv
[4868.797] rxz_2017: でももうちょっと足の長さ欲しいでしょ？
[4869.434] ima_son: でも波動拳バカにしてくるよ
[4871.224] たけあき: ウォーキングのお供にありがたい配信
[4871.812] largsrn: リュウでは戦えない
[4871.923] Hikaru_256: 調整が超難しそうなキャラだったな
[4890.199] LEE4646: ほう
[4890.541] yuubinya: ナクナケンイチ
[4894.354] lun__01: 名作やん
[4895.820] ゆずーる: おお
[4896.591] sistersguitarreplica: ほー
[4897.654] showsbsp: 寄生獣は神マンガ
[4897.703] LEE4646: 寄生獣名作だな
[4897.995] xxzoids: ほう。
[4899.225] potocki1810: ウメ姉さまは２か国語（外国語）をビジネスレベルで話せる天才であられます
[4899.485] (S)taku_yzfr1: そやね
[4899.583] (S)brutal9998: ほう
[4900.379] (S)hodanonn: んん？
[4900.633] (S)hone253: これは面白い話
[4900.708] (S)jinkun80: 寄生獣とは
[4902.593] 谷部: 寄生獣は神
[4904.088] ビフィダス: ！
[4906.131] ビフィダス: なぜ
[4906.400] (S)kkshkk: ウメハラの話は面白いなー
[4906.836] (S)ノア1844: 意外と最近ｗ
[4909.461] muucrs: 寄生獣名作よな
[4912.308] (S)憂う者の弟子: みぎー
[4913.213] tsubame0614: 心にヒマのある生き物・・・なんてすばらしい
[4913.423] (S)brutal9998: あー最後の時な
[4916.292] showsbsp: ただのホラーじゃねーんだわ。
[4916.571] ｾｲ: ウメちゃん姉貴いるんだ
[4917.129] mozuk310: 色とか形とかってとこか
[4919.074] (S)raurakd: あそこ好き
[4919.538] ryo0405: ストIIの西谷さんも寄生獣大好き
[4919.950] マーサマーサ: ひだりー
[4925.320] chin_56_: 強キャラ
[4926.133] Hikaru_256: このメンバーのトークはオッサンに刺さる
[4926.238] (S)pos888: あれは思春期に読むべき
[4929.374] GelidiumJellyCat: スピード＆パワー
[4930.296] xxzoids: それね。
[4931.302] v_harumi_v: あー、ありましたね
[4932.521] (S)憂う者の弟子: ｼﾝｲﾁ･･･ｻﾖﾅﾗ････
[4933.551] アンインストール: よく覚えてるな
[4935.809] (S)闘劇のアルベルト: 名セリフ多いよね寄生獣
[4936.731] (S)ノア1844: ウメハラさんの姉はゲームも天才です
[4938.377] nosveral: tomato ognion salado
[4945.020] lun__01: 評価は基準によって変化する
[4950.999] リエオ: 色とかにほい、、、
[4951.562] erukima: よく覚えてるね
[4962.306] svcchaozu: 俺は超人化したシンイチ見て羨ましいーと思ってたよ
[4966.003] mariannnu: ほおー
[4970.237] (S)yukke85: いい影響受けてるなー
[4974.349] xxzoids: 視点を変えろ、と。
[4977.220] リエオ: ウメハラ家の人々素敵すぎるよ
[4978.339] アンインストール: 子供の頃によく読んでたな
[4980.149] LEE4646: 勉強になるな
[4982.437] 蟹右手: そら新しい攻略法考え出しますわ
[4983.660] neon_d99: 岩明均さんは神やね。ヒストリエは終わんないだろうけど
[4989.833] rxz_2017: そこに気づけるのがえらい
[4993.907] (S)ディコトミー: 結果、毒と勘で倒すっていうね
[4995.498] (S)hone253: ウメさんの受け取り方も素晴らしいね
[5009.401] poposuke: ペコハラ
[5012.617] showsbsp: サラリーマン辞めて漫画家になって書いた漫画が「寄生獣」ってのもすげぇ
[5013.821] (S)~MISSING_COMMENTER_INFO~: SFV ranked is ruined
[5016.439] (S)~MISSING_COMMENTER_INFO~: i deleted it
[5021.054] yoshikawa_yo: ほとんど可能性はゼロ でもやらなきゃ確実なゼロ いい
[5032.906] sphere0315: お疲れさまです。この時間でもまだ歩いてるのすごい。
[5040.637] (S)~MISSING_COMMENTER_INFO~: too many scripts that are patterned into certain play
[5051.548] kazuyaxxxxx: あんまり暗くなってないすね
[5052.686] (S)redpeppar510: モンハンの話し？
[5056.651] 閃光の: ウメさんの答えなんでも肯定する流れ違うと思います
[5067.967] (S)ancehutn: 体験はもっと複雑だから共通点もあるでしょ
[5069.224] omonaga315: 大剣主義者も見てます
[5070.980] mariannnu: むずかしいはなしだ
[5072.556] triskeal: 箱根で止まってる知識
[5076.044] リエオ: 情報に偏りが出てくる
[5076.175] neon_d99: もう一回体験するしかないって話しな
[5085.240] (S)simmonfoxy: なつかし
[5086.301] nosveral: ソースは食事を定義する
[5110.644] (S)kkshkk: 次の必然的な体験を待つだけだよ
[5128.300] (S)ディコトミー: 有益な情報を二度手間になることなはある
[5136.701] LEE4646: 情報の精査ができるかってところだな
[5138.900] miruujyu: ねっとりしてきたなーーー
[5138.963] 閃光の: ウメさんコロコロ考えかわるやん
[5141.101] mariannnu: 信じないw
[5141.425] HirocoT: ｗ
[5142.801] (S)dufushi: 野田？
[5143.989] アンインストール: それはそうよね
[5146.388] triskeal: そうなんだろうねーでもさー
[5152.243] (S)jinkun80: Cheer100 ナルホドナー
[5160.893] yusan090: 体験からくる予測の範囲が絞れる
[5161.315] kaomoji3: ほーんタイプ
[5170.634] lun__01: 食い下がるねえ
[5176.283] (S)machakyuro: それはしょうがないじゃん
[5176.754] (S)ｾﾀﾒﾝ: 当然そうなる
[5177.726] papipopon: 主観が含まれるものは結構偏ってるよねウメちゃん
[5185.273] 記入漏れ: だから、反すれば狭量ではあるのよ
[5187.065] Boogie9071: 体験するまで関係ない人じゃんね
[5187.105] ファーペン: 裏表あるやつかもしれんやん
[5188.210] muucrs: 噂に流されない
[5189.227] yuubinya: 自分を信じればええ
[5189.693] triskeal: （膝労われよ・・・）
[5191.847] pengetop: 別に更新する義理はないからなｗ
[5193.105] (S)ディコトミー: 人間関係なら主観的な価値判断を優先して良い
[5195.128] LEE4646: 面白いはなしになってるなｗ
[5196.713] リエオ: ウメちゃんって超現実主義者なのね
[5196.892] kiton_taichi: その情報が正しいかなんて誰が判断するんだってことかな
[5196.936] yusan090: 自分にとってどうかだからいやな人は嫌でいいんじゃない
[5197.742] (S)dufushi: 体験した方がより実感を伴って理解できる。体験しなくてもある程度理解できる。以上。
[5197.962] shupii0907: じゃあ重要なことだったら？
[5199.238] (S)kkshkk: 野田さんオフサイドですよそれ
[5202.050] アンインストール: しつこい宗教の勧誘みたいに！
[5205.481] mariannnu: もあw
[5206.041] 閃光の: ウメさん考え変わる信者せやな
[5207.310] (S)mart_00_: アールさんのが考えフラットではあるよな
[5208.762] mabo916: アールさんの主観になってない？
[5216.094] (S)taku_yzfr1: r派どう言わせたいんだ
[5217.257] daruma2597: もしかして柏木さんの話してる？
[5217.260] (S)ｾﾀﾒﾝ: だったことには変わらない
[5222.239] もきち555: 野田はキモいってみんな思ってるってことでOK
[5223.613] egoist5230: スライディング深いね
[5223.934] taiyaki_ltd: さっきの涙の話もそうだけど、アールさんとウメさんで考え方が違うところだね
[5232.775] miruujyu: まぁ、誰かの話なんだろうなｗ
[5236.507] totokarutyo: 県道２３号線を北上
[5237.625] terry_man630: 嫌な印象ってなかなか拭えないよね
[5245.161] うつらん: コメントもイキイキしてきました
[5247.610] ~MISSING_COMMENTER_INFO~: アールはいい人ですよ
[5248.594] アンインストール: つまり人それぞれよね
[5255.418] 45tm83: まどろっこしいから個人名を出そう
[5255.506] (S)dufushi: アールさん「体験主義者」っていうワードにおぼれているね
[5258.342] mariannnu: てくてくてくてく
[5259.444] njpw2017: ヌキさんに対する印象の差異
[5260.387] weeep1: どう考えても当時の話をしてるのに今に置き換える受け手が悪いけどな。
[5260.631] (S)machakyuro: それはでも普通ウメちゃんみたいにならない？
[5261.160] (S)hone253: わかるよ
[5262.092] yuubinya: 関係ないな
[5262.300] icyblue1985: 主観
[5264.836] sphere0315: 田舎道を杖で散歩しながら真剣なディベートしてる
[5266.807] yusan090: 子供殺された人が出所した人を好意的に言うかと
[5273.621] (S)がーこ: あんたのことやないか
[5274.660] tabibitox: ウォンビン
[5276.078] lun__01: イケメンの話懐かしいw
[5277.064] HirocoT: ウォンビンさん
[5283.267] kame277: w
[5284.656] HatimitsuKalin: 誰かを見直すきっかけにもしないの？
[5286.177] Boogie9071: 他人の主観に全乗っかりするのがアールの言うアップデートなのか？
[5286.258] yoshikawa_yo: こういう話、ハンサムは大好物だろうに…惜しい漢を亡くした
[5286.618] GelidiumJellyCat: ？
[5287.507] daruma2597: 今でもウォンビン
[5287.638] ファーペン: 人によって態度変えるヤツっているからね
[5290.995] kyu_725: これ何の議論？
[5292.285] (S)ディコトミー: アールさんとウメさん、意見がこれだけ違うのに認め合ってるのが面白いな
[5294.813] kaomoji3: 他人にそこまで興味がないってのが本質な気がす
[5296.431] mariannnu: 杖使うの上手い
[5298.110] myodent21: ウォンビンはきっと今でもウォンビン
[5298.249] GelidiumJellyCat: たしかにハンサムならまとめてくれた
[5299.732] ssGRiDM4N: なんで弘前目指しながらディベートしてんのこれw
[5301.186] ame512: 野田きつい
[5306.741] pengetop: 非効率とは言ってるよね
[5307.748] shifoncafe: 野田さん？
[5307.816] taiyaki_ltd: 逆に聞いた情報が間違えてることもあるからね
[5308.839] (S)simmonfoxy: それでいいんだな
[5308.880] (S)kkshkk: 必然的な体験を待つだけだよそれは
[5311.629] lun__01: ウォンビン結婚できたかなあ
[5312.133] や8: メガネって、砂よけ？
[5315.459] (S)ｾﾀﾒﾝ: 流石に無理がある
[5317.016] (S)achieichi: チェンソーマンの話しよっか
[5320.977] aranami0: 黄砂よけ
[5325.172] アンインストール: 梅さん的の方が騙されにくい
[5325.225] (S)keel_116: 深い話だ
[5325.541] (S)~MISSING_COMMENTER_INFO~: なんのはなしこれ
[5326.337] ishiwata1234: そっちの方が好き、は納得
[5329.931] や8: ありがとう！
[5332.195] yuubinya: アップデートしなくても情報は増えるよ
[5343.009] (S)ancehutn: それは性格だろｗｗｗ
[5346.982] (S)DancingSheep1119: 杖はダセェよ
[5349.237] PRETTYF0X: 人は全能ではないから
[5352.290] mariannnu: のどかな風景だなあ
[5354.705] kiichang: あれ、これひょっとして説教してる？
[5355.991] (S)hone253: 軽く説教始まってない？ww
[5356.585] yoshikawa_yo: 棒線の位置 変えるか
[5358.952] kiton_taichi: ウメさん、配信で語ってたね
[5361.312] (S)taku_yzfr1: それはやりすぎると面白くないと思うよアールさん
[5361.416] myodent21: 攻略マニュアルを読まないウメちゃん
[5362.102] njpw2017: この辺の違いによる小さな悲劇がマゴさんのところで起きてしまった
[5362.643] taiyaki_ltd: アールさん、ウメさんも全て本心で答えてるとは限らないよ
[5363.465] アンインストール: おれは未だにchatGPTを疑ってる
[5365.235] もきち555: わーったよ チューチュー飲めよ
[5366.324] weeep1: ウメちゃん格ゲーもそういう攻略じゃん、野田の否定がだるくなってきたわ
[5366.994] ファーペン: 人から聞いた話でアップデートしてたらハンサム居なかっただろ
[5371.191] syugi3: 実体験を大事にしたいかね
[5373.737] HirocoT: ｗ
[5374.083] miruujyu: 野田さんの正しさｗ
[5374.927] (S)やあああ: soushihanSaikyo
[5375.787] (S)taku_yzfr1: わかるわかる梅ちゃんの話
[5377.206] 今夜も赤こんにゃく: 野田さんは14万の装備を準備した
[5378.047] ebifuryai: わかる
[5381.880] (S)ancehutn: てかそれが普通じゃん
[5386.524] (S)憂う者の弟子: wikiで知ったかするより全然いいよね
[5389.581] lm312v04wo: 価値観の違いだから、これ以上どうしようもないね。
[5389.593] (S)simmonfoxy: 普通じゃないよ
[5390.011] nibiru_brave: なるほど、ただこの辺は個人によると思うわ
[5390.340] weeep1: 別にウメはウメ、野田は野田でええやんけ
[5390.605] ishiwata1234: w
[5390.726] さっぽさんぽ: ｗｗｗｗｗｗｗｗｗｗ
[5390.866] mabo916: 損してる的な考え方は押し付けですよアールさん
[5391.206] (S)yukke85: ｗｗｗ
[5392.171] 4jou_half: ｗｗｗｗｗ
[5392.571] recoba_020: w
[5392.863] (S)メタルぱんだ: ｗｗｗｗ
[5393.165] njpw2017: これでアールさんが否定してると思うのは凄いな
[5393.630] 閃光の: 失敗せな気が済まんのやろ
[5394.230] (S)クラクラ777: ｗ
[5394.255] aranami0: ｗｗｗ
[5395.887] fin_fannel: w
[5396.508] おじキッズ兄: つよい
[5396.596] ima_son: 誰もが賢者になれない
[5396.966] HirocoT: ｗｗｗ
[5397.036] syugi3: ドドーン！
[5397.918] (S)がーこ: 野田氏は否定してるわけじゃない
[5397.930] jagajaga1943: 金持ちww
[5397.945] Hikaru_256: 海外は行くのと聞くのとまったく違うね
[5398.201] (S)taku_yzfr1: アールさんは効率求め過ぎというか不条理の楽しさを知ってほしい
[5398.956] yoshikawa_yo: 職業じゃねえんだそれw
[5399.833] lun__01: プロゲーマーでよかった
[5401.200] (S)ｾﾀﾒﾝ: 誰よりも自由
[5401.709] taiyaki_ltd: ウメさんもええカッコしいだから、真に受けるとすれ違いが起きる
[5403.176] LEE4646: 不便なのを自覚してはいるのが面白かったｗ
[5403.685] kituneudon0727: 食って掛かってるわけじゃなくて単純に不思議に思ってるのかな
[5403.933] tabibitox: 職業金持ちだなｗ
[5406.148] sphere0315: 貸会議室借りて話そう
[5406.392] kiton_taichi: 甘やかし
[5409.116] disco4545: 職なのそれｗ
[5411.710] piyopiyomaru555: アールさんの意見もウメさんの意見も正しい
[5413.623] 無心に: 札束一閃
[5414.320] donoue07: 残酷な現実だけど、金あればアプローチ手段は誤差に収束するからねえ
[5415.560] (S)foo_twitch: 有能を従える王
[5415.833] (S)taku_yzfr1: めんどくさいことが楽しいんだよアール
[5417.328] ddb365: それだけ強い職業金持ち
[5418.544] ペプシ男: ダンゴありがとーｗ
[5418.930] neon_d99: カフェの甘やかしが重要
[5420.661] (S)ディコトミー: 愛される前提w
[5422.969] daruma2597: ウィキよりコメ頼み
[5423.619] kiton_taichi: 野田さんもその一人
[5423.664] pengetop: なるほどｗｗｗ
[5424.589] lun__01: ウメちゃんは甘えん坊宣言してるしなw
[5425.472] mememe10: 野田さんがHOKAくれる
[5427.288] tabibitox: 甘えん坊
[5427.679] v_harumi_v: 愛されキャラならではよ
[5428.765] (S)ディコトミー: それはそう
[5430.581] (S)yukke85: 使えるものは使う
[5432.525] (S)ｾﾀﾒﾝ: 救う人だけ救われる
[5432.877] msfsa: 忠誠心が助けてくれる
[5433.259] poposuke: 砂利路
[5433.337] さっぽさんぽ: 農道はいった「
[5433.591] icyblue1985: 砂利道
[5435.032] myodent21: 実際に助けてくれる人がいっぱいおるなw
[5435.188] shifoncafe: 真実
[5435.424] triskeal: 俺を甘やかす大人が悪い！
[5442.374] chin_56_: 体型に出てる
[5444.413] blackmark2: 王になるべくしてなった、と言う話
[5444.966] alienpistoljp: 両方がおいしい思いすればええ
[5446.585] nibiru_brave: よは人それぞれ
[5447.086] haniwa09: 歩きづらそうな道来たなぁ
[5447.388] (S)achieichi: メンおじありがとー
[5448.592] aranami0: アスファルトより負担は少なそう
[5449.153] 熱田神宮: そして、周りに助けたいという人がたくさんいるもんな
[5449.484] や8: ラジオみたいに聞けて最高です
[5449.591] ichitry: 今何割くらい踏破してますか？
[5450.015] njpw2017: アールさんは別に真逆ってわけでもないだろ、ウメさんを深掘りしてるだけよ
[5450.905] nikorinko: 現にこうやってるしなあ
[5453.571] (S)simmonfoxy: 貴重な話だったわ
[5454.411] msfsa: www
[5455.329] (S)nakao1976: なるほど！
[5456.123] ishiwata1234: 人を頼れるって大事よね
[5456.156] kiton_taichi: 野田さん、助けてー
[5456.405] zetton7: 野田さんのインタビューいいわ
[5457.475] degajun: いいですねｗ
[5457.481] (S)hone253: 社会の真理よね
[5458.064] (S)keel_116: 良い問答
[5458.822] ukir02: 王なんだわ
