[24.046] kobayan86BRZ: 見れた
[7527.730] CARNO_JPN: カプコンさん、見ていますか！リバサを入力しています
[7529.901] esutark: アサセはblockしたいぐらい何回目
[7529.927] しるきち: うめえ
[7531.184] syugi3: うお
[7531.740] xacox: 最近ザンギめちゃ見る気がする
[7532.870] freddyl0c0: No
[7534.325] pondenring0930: マスターリーグの性質上ちゃんと強い人としか当たらん感じだ
[7535.019] ryuhe1: ザンギうま！
[7535.043] (S)ro5503: アーマー卑怯
[7535.534] DeleteSupergirl: I'd u lose gief ur bad ngl
[7538.164] momomo00123: さーすがに読まれてる
[7538.733] NeatWayDK: @mobageiskusoge 😂😂
[7542.319] (S)GG_sensay: @mobageiskusoge no, they don't read, they never will
[7543.911] Kizuna_: @Ganondorf_nulvi 1-2, it was tokido
[7544.078] tomodaachii: @mobageiskusoge i hope so 
[7552.462] Xabriel98: @Ganondorf_nulvi no, it was Tokido
[7554.655] とろきりで: ザンギが光ると傷跡が目立つのちょっとやめてほしい
[7554.834] (S)FilthyOjiChan: they asked because how loud it is
[7559.180] berurusuko: ブロックしたいくらいって視聴者が言うことじゃなくねw
[7561.337] (S)FilthyOjiChan: *asking
[7570.850] DeleteSupergirl: Gief is bottom 1 with lilly
[7575.555] MissionHillBlvd: @mobageiskusoge NO READING IS HARD! lUl
[7584.274] ko_enma_sama: @mobageiskusoge mate you can hear the stick, has fvck all with being an english viewer
[7584.660] (S)Ganondorf_nulvi: Oh I see, thanks
[7593.337] berurusuko: しばらくマッチングしなかったらMR超格下と当たったりする感じだね
[7603.539] シミズム: この曲カッコいい
[7607.407] tomodaachii: Stick? Where?
[7609.999] kraniumx: i mean he can be sponsored and use one. BIGBRAIN over here. KEK
[7620.958] playatlas: ザンギの曲もいい
[7624.503] みししっぴ1: 見てくださいこのザンギの太もも！まるでフライドチキンです！
[7626.439] とろきりで: ザンギのテーマ
[7629.211] playatlas: karubisFurifurii
[7641.902] (S)日本語かな: R.E.D
[7645.569] esutark: また1時間以内にときんすに当たりそう
[7655.615] とろきりで: キャラテーマはケンのやつもすき
[7663.340] isekai7153: こわ
[7666.226] CARNO_JPN: 板ザンさん「今作のザンギはSSです」
[7666.930] (S)takahashiseigi: 今シュートがJP配信してる…堕ちやがったか
[7680.937] maddy2623: なんだよこの人間爆弾！
[7681.712] mobageiskusoge: 4 years of playing nothing but hibox should be enough. but apparently it isn't
[7685.621] tama_ko: 迅雷弱派生カウンター時コンボしないのはわざとですか？
[7705.200] ko_enma_sama: @mobageiskusoge ok CEO of hitbox
[7706.114] isekai7153: んん？
[7707.215] とろきりで: ｗ
[7707.679] gasgasga555: www
[7707.922] maddy2623: ｗ
[7708.534] potocki1810: ｗｗｗｗｗ
[7710.211] tama_ko: もうってw
[7712.368] (S)ぷりにゃん: おや？
[7712.668] (S)gularain: ん？
[7714.074] sigurenigame: ほんとぉ？
[7714.823] syugi3: ん
[7715.811] kraniumx: @ko_enma_sama 
[7717.328] (S)tabibitox: 逆に寝
[7720.769] moricocoa: すべてがいうならそうだよ
[7722.788] bec118_japan: 既にわざと
[7725.992] 5don: 深い…？
[7727.891] isekai7153: コンボえらい
[7730.536] kurokurro: あえてね
[7731.389] rygegr: シュートはフェン様に壊されすぎてjp堕ちしたね
[7732.355] taiga_stew: あえて
[7735.192] とろきりで: ストリートファイター・オールさん
[7737.883] maddy2623: そういうのもう超えたとこにいる
[7738.042] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[7740.121] gorilla_osaka: ”もう”
[7745.025] CARNO_JPN: 斧がそう言うな、そう
[7745.807] かべ_娘は双子: ウメちゃんのこと「すべて」って言うのやめてw
[7747.269] isekai7153: もう が深い
[7752.602] potocki1810: ｗｗｗｗ
[7753.408] playatlas: ｽﾞｽﾞｽﾞｽﾞ
[7754.997] knxwledge: knxSILKY
[7755.183] kraniumx: this dude said he watched daigo 4 years non stop. he can't touch a stick again. LEL
[7765.665] DeleteSupergirl: Who wants to play sf3
[7769.522] naginagi99: SUBETE is Umehara
[7770.423] momomo00123: あ
[7773.622] (S)ましゅダヨ: ( °ᗝ° ).ᐟ.ᐟ
[7774.420] DeleteSupergirl: I'll inv
[7777.018] esutark: ガチくんがマノンとラシードどっちつかずになって迷走してるからシュートも
[7782.185] berurusuko: インパクト返さないのはわざとですか？
[7785.057] Brian_F: @knxwledge wow
[7788.048] moririka755: JPに堕ちたんじゃない、導かれたのだ
[7803.327] Brian_F: knxSILKY
[7813.961] (S)vaio_95: あんまり言うと井戸行きになりそう
[7815.488] DeleteSupergirl: @brian_f see me in sf3
[7823.247] (S)日本語かな: ブライアンFいたぁ！
[7829.587] とろきりで: ○○ボタン縛りですか？的な面白く無さを感じる
[7833.097] Arcadeghost: sup ninjas 
[7833.609] esutark: 大会になるとインパクト返しとジャスパリ増えます
[7833.756] bitou0: 外人ニキが変なウメちゃんスタンプ貼ってておもろい
[7836.741] CARNO_JPN: 成績を残したいのなら、強キャラを使うしない
[7839.868] tukumi07: うま
[7843.623] Hiraki16133: モダン
[7846.043] DeleteSupergirl: Who wants to run sf3
[7848.366] bumpy671: JP作ったカプコン担当者の話聞いてみたいわ  どういうつもりなのか
[7849.877] dlpublic: can't touch a stick again?  you know something that we don't know?
[7851.010] かべ_娘は双子: わひもしゃがみ強P対空奮迅停止練習しよ
[7852.787] IIDrDraxII: @arcadeghost sup ninjer
[7858.773] Arcadeghost: badum badum badum 
[7862.300] (S)chicken_dumpling: is Daigo going to train the kid who beat Sasamo yesterday?
[7867.919] esutark: ウメちゃんは、おじさんキャラしか気を込めれない
[7870.003] maddy2623: 次のSFLでときどさんがJP出してきても驚かない むしろ、遅かったねって思う
[7875.155] (S)tabibitox: SA3圏内か
[7877.810] nen_100: The Almighty Daigo
[7884.603] moricocoa: 確定ミス読みか
[7887.300] (S)izm03: ザンギの対空大Pは地上に着地した瞬間のOD昇竜で割れる、インパクトも確定することのほうが多い
[7890.382] berurusuko: 技からぶる読みかな？
[7900.902] (S)takahashiseigi: 実はJPだけ1年間のベータテスト中なんですよ
[7903.065] かべ_娘は双子: ザンギも激烈一発狙い。こっちはそれをさせない立ち回り。個人的には楽しい。
[7904.198] Arcadeghost: @nen_100 
[7941.902] bec118_japan: バックジャンプに一文字は練習すれば出来るんですか？
[7945.717] rygegr: なんか今大会でjpが勝ってんのはキャラもあるけどそれ以上に使い手が強すぎるだけな気がする
[7953.831] かべ_娘は双子: ハードノックダウン後が極端にムズいんだな
[7956.193] potocki1810: がんばえー
[7962.410] esutark: JPはアングリーでも勝てないからやはりナーフ
[7963.146] いろは3821: jpの火力終わってるしな
[7964.164] とろきりで: リリー！？！？！？！？
[7967.162] moricocoa: JP使いはがんばってる
[7969.476] tukumi07: ワイもリバサ昇竜偶にミスるわ
[7972.540] lackesis: 266連打w
[7987.345] esutark: リスクマッチ
[7988.446] pu_neko3: JPて翔くん以外で優勝してるの？
[7988.522] mobageiskusoge: ps4リリー
[7988.976] gorilla_osaka: どえぐい差
[7992.757] terry_man630: ウメちゃんでもリバサ昇竜入らないときあるのか
[7993.443] クレちゃ: 咄嗟のリバサ昇竜は確かに出ない
[7995.996] bec118_japan: 出来たらでかほう
[7997.089] (S)日本語かな: 差がすごい
[7999.597] (S)moko15: さとうきび畑
[8002.584] momomo00123: JPは火力の高さ今の活躍を支えてる
[8004.338] tukumi07: これ勝っても＋０のやつ？
[8014.528] (S)日本語かな: 0ですね
[8015.037] 天然ベニテングダケ: ＋0じゃろう
[8019.037] Knohitox: リスクマッチ
[8019.165] naginagi99: ただリスクだけがそこにある
[8023.667] esutark: 勝っても0のやつ、仕事
[8035.855] かべ_娘は双子: オーキド博士おる？
[8035.995] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[8036.235] (S)tabibitox: 有線並みにP安定した無線だ
[8036.810] (S)ブリーなきもち: 400差以上から0or 1+
[8050.374] (S)thraximundaru: 597点差までは1もらえます
[8051.231] 天然ベニテングダケ: 相手から見たら、メタルキング状態だもんなぁ
[8052.672] jama4man: 別にMR減っても実力がへるわけじゃないからどうでもいいやん
[8055.868] とろきりで: 有段者と色帯の組手みたいな気分
[8076.824] maddy2623: リスクマッチ無線リリー 怖すぎる
[8079.930] 今夜が山田ァ: 安いよ安いよー
[8080.727] terry_man630: 無駄なことはない、+0のプレッシャーってのは大会でも活きてくることあると思う
[8084.006] Knohitox: +1
[8088.828] gorilla_osaka: １ゲット
[8092.188] momomo00123: 1うめぇ
[8093.175] (S)日本語かな: 1もらえた！
[8094.149] たあぼ0126: 1貰えた
[8096.050] berurusuko: システムのポイント的には１抜け推奨なのが残念
[8097.619] 鷹森銀次: こんにちわ。俺を獲れトーナメントお疲れ様でした
[8098.342] (S)ブリーなきもち: 597点差までなんですね！
[8099.274] (S)tabibitox: 600離れてないから１やね
[8101.387] かべ_娘は双子: わしもうちょいでマスターなんだけどＭＲ世界一低くなる自信ある
[8101.672] sndkzfm1: 1ポイントありがとー
[8104.634] (S)tsubame0614: 1pもらえるんだｗ
[8112.648] tukumi07: 600からか
[8119.952] DeleteSupergirl: See me on sf3
[8121.873] naginagi99: 600離れてない！つまりこれはリスクだけマッチじゃない？
[8130.071] (S)perfecttakahashi: 世界一低いMRは897だっけ？ すげぇ根性だわ
[8130.226] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[8132.530] bumpy671: マスター行った時点で勝ちや
[8133.362] momomo00123: ご褒美はある
[8140.237] DeleteSupergirl: Whoa tryna run it
[8150.366] とろきりで: P
[8152.019] (S)keeenkeen: keeenkeen subscribed with Prime. 
[8156.748] potocki1810: 1pを笑う者は1pに泣く
[8160.643] kraniumx: @DeleteSupergirl trying to run it in u big dawg
[8163.632] かべ_娘は双子: 897の人もがんばってんだな。すげーや。
[8164.007] bec118_japan: 何も起きなかった
[8172.666] naginagi99: 俺を獲れでMRの差がそのままいい感じなのは勉強になった
[8177.926] esutark: マスターリーグはトイレットペーパー不足に群がる主婦のような狂気が暴走する場所
[8178.948] (S)degurock69: degurock69 subscribed with Prime. 
[8185.686] (S)hiro_chan: hiro_chan subscribed at Tier 1. They've subscribed for 7 months! 
[8188.405] ryuken_future: シュートもjp落ちだもんねぇ
[8190.387] (S)tabibitox: ハードノックダウンとそうでない場合の差ってあるん？
[8190.539] (S)tyusonmit: tyusonmit subscribed with Prime. They've subscribed for 4 months, currently on a 1 month streak! 
[8193.076] DeleteSupergirl: @kraniumx send the pan
[8205.644] Botamoti1: 起き上がり途中が入力猶予なイメージ
[8207.365] (S)tabibitox: とにー
[8209.065] kraniumx: @DeleteSupergirl 
[8209.802] 今夜が山田ァ: う
[8215.335] (S)日本語かな: トニーくん
[8218.355] naginagi99: コマンド早くてもいいけど最後のボタンだけ合わせないといけない感覚ある
[8221.333] かべ_娘は双子: あ
[8221.503] tamujiro: マスター行けるだけで凄いよ。俺なんかプラチナ4と5をずっと繰り返してる
[8226.398] かべ_娘は双子: かりんのトニーさんか
[8226.905] (S)tsubame0614: なんかトニーさんもよｋ見かけるな
[8231.634] DeleteSupergirl: Scared
[8231.954] sndkzfm1: 一家に一台JP時代
[8233.216] berurusuko: ＪＰ落ちとケン落ちするゲームだからしゃーない
[8233.324] とろきりで: 最速風神拳？
[8240.821] maddy2623: 全キャラ有利なんじゃなかったのかマリーザｗ
[8241.073] lackesis: お隣さん
[8248.236] kraniumx: @DeleteSupergirl of some NRS fanboy? lel
[8249.173] DeleteSupergirl: Scared if this dudley
[8254.039] bumpy671: エンジョイ勢にマスターリーグは蠱毒すぎる 精神衛生上きっついし他のキャラ触るべ
[8261.935] DeleteSupergirl: I hate nrs
[8274.068] (S)日本語かな: 勉強してやる続ければきっとマスターいけるよ。応援してる。
[8282.534] みっちー14: JPが落ちていく未来が見えない
[8284.220] シミズム: ps5なんだねートニーさん
[8284.394] (S)perfecttakahashi: 俺はもうJP1強でその下にケン、その下にSティアが来ると思ってる
[8289.730] DeleteSupergirl: Sf my shit
[8290.308] atalumier: MRに限らないけど数字にとらわれすぎだと思うの
[8302.482] RiZuXiZu: frauigo
[8307.767] ko_enma_sama: @deletesupergirl post t!ts or gtfo slag
[8312.366] とろきりで: JPのエフェクトのパリンパリンって音はすき 音は
[8316.902] tatara72: 普通のランクマッチとMRは分けて欲しかったな 気軽にやりたい人がランクマッチからマスターあがったとたん消えちゃった
[8324.814] berurusuko: ランクマって数字で遊ぶゲームじゃんねえ
[8336.608] (S)vaio_95: カジュアルマッチというものがあってえ
[8337.439] esutark: MRに関しては参考になるし、あげないと、ときどともマッチできない
[8347.575] bec118_japan: ちなみに今の藤井聡太のレーティングが2078らしい
[8347.689] moricocoa: 気軽にやりたいならハブもカジュアルもあるし棲み分けすればいい
[8350.054] (S)相田俊介: 数字追うのも楽しみの一つだ
[8357.699] tatara72: カジュアルマッチって同じランクと当たるん？
[8364.317] モドキ: 放送お疲れ様です。
[8365.046] shokugo55: ハブ結構人いてびっくりした
[8367.878] prisira: mr嫌な人はハブいったんじゃない？
[8368.346] tama_ko: JPこそが最強キャラってこと、バレてきたか？
[8372.343] syugi3: おおー
[8372.860] berurusuko: まあ数字だけだとつまらないから称号とかはマジでほしいなあ
[8373.730] bumpy671: 血反吐吐きながらときどと戦ってもなあ
[8373.878] DeleteSupergirl: @ko_enma_samill post more if u beat me in sf3 lol rat
[8374.077] naginagi99: バトルハブ行けばsakoさんとかまちゃとか遊んでたりするし、まあね
[8375.220] ryuken_future: ももち曰くケンは落ち目になるってマジなんかなぁ 伝聞だから誇張かもしれんが
[8378.331] おいす_: マナー
[8378.702] とろきりで: マナー〇
[8380.026] klgl106: マナー〇
[8382.119] (S)perfecttakahashi: マスター行ってからはほぼカジュアルになってたもんな
[8392.558] latenight000: MRは色々改善要望だせばええんやないかな
[8399.034] sndkzfm1: ももちは普通にケン落ちていく言うてたよ
[8400.748] goldroger004: 今ダイヤ５の人はマスターとあまり当たらないからポイント稼げなさそうｗ
[8403.965] xyz1648: マスター行ったら実力差違いすぎるし、ランクとマスターリーグ分けても解決しないのでは
[8404.313] Knohitox: 現状戦闘狂にはたまらないシステムだと思う
[8409.632] rygegr: jpは強いけど最強ではないやろ
[8410.234] (S)ましゅダヨ: あれいつからそんなマナーできたの？？
[8411.197] moricocoa: ももちは一強から最上位に落ちる言ってただけじゃない？
[8418.317] esutark: 改善の必要は低ランクと当たることぐらいだろ
[8428.451] DeleteSupergirl: lowti3Viral2
[8428.623] latenight000: Twitterでお気持ち表明した人が出てからそのルールが出来た（できてない
[8429.149] shokugo55: マゴさんが落ちるって言ってたけどももちもいってたんだ
[8430.585] maddy2623: マナーはネタダヨ
[8430.874] ilm0806: 昨日からでは
[8432.571] ~MISSING_COMMENTER_INFO~: ルークケン春麗っていう主人公格とラスボスのJPが強いのはまぁ一定の納得感はある
[8435.465] DeleteSupergirl: lowti3Run
[8436.834] (S)ましゅダヨ: やっと目が覚めた……
[8438.724] かべ_娘は双子: でもいい試みだよね。ランクマのポイントだけじゃわからんていう。
[8442.695] (S)fikat_0702: 適正MRいくんだし気軽にできるんじゃないのか
[8445.035] (S)日本語かな: マナーはネタだよ。ネタ、だよね？
[8447.017] 如月うづき: ＪＰがＳキャラはゲーム的に駄目だと思うＡぐらいにいないと
[8454.983] bec118_japan: ギリ足んないww
[8455.879] (S)tabibitox: あぶないｗ
[8459.424] yamamoto0713: JPはこんなもん落ちてこないでしょ 安定しないと思う
[8461.572] ebityper: ももちは（当時）一強扱いなのが落ちる言ってただけよ。実際今はJPのほうが一強扱い気味だし
[8462.239] potocki1810: たりなーいｗ
[8462.260] tsuchi_poyo: マナーの件、本気にしてそうな人いそうだよね
[8464.345] kaomoji3: 足りず
[8466.011] goldroger004: インパクトでよかったｗ
[8473.806] ilm0806: すでに いるじゃないか
[8475.468] latenight000: その適正に行くまでが辛いし、いっても勝率50%だから嫌なんじゃないかな
[8477.373] ミスターポポ: リュウは主人公「格」ですらないのは議論の余地が
[8478.513] sndkzfm1: でも優勝はオニキンバリー
[8492.662] (S)tabibitox: 安く済んでチャンス
[8493.541] (S)GG_sensay: そんなマナー気にする余裕あるかこのゲーム
[8495.804] (S)ましゅダヨ: ネタか！なーあんだ！
[8497.784] (S)mimiprettybot: 結果を見ろよ。キンバリー最強。
[8499.785] bobonchuaaaa: 実際やってらマナーとか気にする余裕ないわ・・・
[8500.353] (S)fikat_0702: なるほど、たしかに適正行くまで負け続けるのはきついですね
[8504.740] (S)相田俊介: JPは落ちてこないでしょ。攻撃力高いのが強さの根幹でしょ
[8506.234] とろきりで: 条件反射でネタに走っちまうんだ
[8512.170] twitch_774: 主人公・ライバル・ヒロイン・ラスボスが強い。妥当だな
[8520.218] esutark: 昨日の俺を獲れでもLPで強いと勘違いしてた参加者がMRで実力われたのいたろ
[8520.373] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[8522.950] ミスターポポ: MRは1500スタートじゃなくて1300スタートとかなら平和な気がする
[8527.398] bumpy671: ケンはSF6最後の日まで駆け抜けれるよこのまま こんな稼働初期から完成度超高いキャラ珍しい
[8527.694] tamujiro: ガイル使ってるんだけど、リーサル以外でもキャンセルダッシュって使うべきかな？
[8530.305] 如月うづき: ジャスパと小技引っ掻けたときのリターンがおかしすぎる
[8535.783] (S)ましゅダヨ: 言ってる方が本気か聞いてる方が本気か焦るんだ、あせあせ
[8535.791] (S)kanjaneko: JPの設置技はまじでナーフして欲しい
[8537.857] (S)perfecttakahashi: JP攻撃力高いのはコンセプト通りなんだろうか
[8541.839] prisira: そういや伊予さんがダルシムとｊｐのワープの違いをツイートしてたなｗ
[8543.124] berurusuko: まあ最近こすられすぎてネタ扱いで回収することもなくなったから真に受ける人もいるんかなマナー
[8545.061] (S)vaio_95: sasamo3Bois
[8545.290] xyz1648: マナーネタを本気にするやつはどんな冗談も通じないから気にする必要なし
[8557.343] latenight000: まぁそのTwitterで発言してた人は間違いなく「本気」だったw
[8560.777] (S)日本語かな: テレポ特殊やられにしろ！
[8561.107] (S)tabibitox: ときんすか？
[8566.971] Goodwisp: マナー講師がときど
[8568.013] (S)tabibitox: 田中！
[8574.447] moricocoa: 元々マナーネタの人もSA3以外でちゃんと倒しきれるようにしようねっていう意図だったんだけどね
[8575.627] xyz1648: ブロンズの田中
[8576.078] ilm0806: T違いか
[8576.372] りあ仮称: マスターの田中
[8577.716] shinkarma7: ブロンズ田中
[8577.928] bec118_japan: ブロンズの？？
[8578.953] DeleteSupergirl: Sf3 a real sf game
[8581.616] (S)日本語かな: マスターの田中
[8581.856] かべ_娘は双子: シンプル田中
[8584.194] isekai7153: マスターの田中
[8587.633] mobageiskusoge: マスターの田中
[8590.779] naginagi99: 田中ケンさん
[8591.250] shinkarma7: 立派になって、、、
[8591.334] とろきりで: どの田中だよ
[8594.559] latenight000: パナシより、舐めプよりも「SA3で無駄な時間を見させられる」のに憤っていたw
[8596.787] ebityper: 1900の田中
[8603.873] isekai7153: リュウじゃないのか
[8605.482] tamujiro: ありがとうございます。。。。だから勝てないのか。練習します
[8607.901] (S)perfecttakahashi: 田中四天王の一角か
[8614.010] (S)GG_sensay: MR1900って、、強くなったな田中
[8614.908] Knohitox: 田中全一だろこれ
[8616.629] (S)マンゴスチン: あのたなか！？
[8617.002] たあぼ0126: ブロンズの田中!?
[8618.649] berurusuko: ブロンズの田中(マスター)だったら熱いが
[8619.925] tabbty15: 相手の称号 
[8619.972] shinkarma7: やつは田中の中でも
[8622.866] esutark: あと3回ぐらい勝ったらまたときんすと当たりそう
[8635.608] sousChi: real tanaka ?
[8637.675] 今夜が山田ァ: 上澄みの
[8640.769] (S)ましゅダヨ: 日曜だからコメ欄も辛辣ですなあふふふ
[8642.579] waver_8_: それいうとだいこくも田中だから
[8646.792] xyz1648: 田中って名前のやつが本名田中だったことがない
[8647.614] (S)tabibitox: 敗者は死に方を選べないが真理
[8655.915] latenight000: 田中最強は誰だ！
[8664.465] bumpy671: Yes, he is the one and only mighty Tanaka himself
[8665.242] ~MISSING_COMMENTER_INFO~: 田中牧っ子
[8668.725] とろきりで: JUDO
[8668.997] 000105: 田中角栄だな
[8672.834] potocki1810: なげなげぇ
[8674.406] (S)vaio_95: 友達ほしい田中かわいいじゃんねえ
[8686.855] maddy2623: トラボと対戦相手の称号が友達欲しいなの微笑ましかった。二人で友達になればいいじゃんねぇ
[8686.938] (S)Ganondorf_nulvi: Tanaka mada it's way up from bronze to master
[8697.144] shinkarma7: 昨日の友達ほしい対決は微笑ましかった
[8707.236] esutark: 5先でのSA3フィニッシュはわからせの意味がある
[8713.614] かべ_娘は双子: プロゲーマーと友達になりたい！みたいな人か。
[8720.877] berurusuko: 友達がほしい同士でも友だちになれるかは別だから・・・
[8721.881] xyz1648: ブロンズの田中って海外勢にも認知されてたのか
[8723.162] bec118_japan: 止めたー
[8725.238] goyutai_card: sugee
[8729.863] とろきりで: きのこの名前覚えてやれよ
[8732.667] ko_enma_sama: 田中の伝説
[8736.553] (S)日本語かな: 友達>MR
[8739.340] (S)mimiprettybot: 負けたら友達失うシステムだから
[8752.407] pekusuyada: 本家ブレイキングダウンでも試合前バチバチからの仲良くなるってパターン多いよね
[8757.930] xyz1648: 友達の命をかけるマスターリーグ
[8763.487] renegadeevergreen: delete throw loops..
[8766.420] berurusuko: あり得る未来だったな
[8770.188] (S)ましゅダヨ: あんらあ
[8772.882] みししっぴ1: このケン悪そう
[8777.935] (S)gularain: どうぞｗｗｗ
[8784.029] berurusuko: 削ってからインパクトか
[8785.191] (S)FilthyOjiChan: www
[8785.433] (S)ましゅダヨ: あなたの番です
[8789.860] esutark: パコパコママ
[8790.694] bumpy671: どうぞww
[8790.960] renegadeevergreen: Tanaka should have gone for the impact lol wtf
[8791.176] blackcoffee0821: ピッピ
[8791.719] (S)ましゅダヨ: wwww
[8797.757] ebityper: しかしまああっという間に減るゲームだ
[8799.418] (S)よもぎです: お上品
[8807.292] potocki1810: どうぞ召し上がれｗｗ
[8808.549] bec118_japan: スタンで倒せるまでは削るべきだったのかな
[8809.629] きろろん: インパクトは確定なんですか？
[8835.923] chadaronii: Wish there was subtitles lol
[8838.834] (S)FilthyOjiChan: throw loop mean you refuse to backdash or tech throw
[8839.374] uriuri77777: 確定の状況にできる
[8843.299] (S)vaio_95: BO直後の相手スタンさせるのもったいなく感じちゃう
[8845.232] とろきりで: ジェイミーのモーションホントカッコいい
[8860.128] godiva_matsui: ベースくんはいつもウメさんの後姿を見つめていた
[8860.631] むたる: 昨日の俺を獲れおもしろかったです～！
[8864.643] bumpy671: Only Tanaka knows what Tanaka does. Universal rule.
[8866.483] きろろん: インパクトが当たるコンボがあるみたいな感じですか？
[8868.135] (S)tabibitox: インパクトでスタンさせてコンボ中裏切りインパクトとか
[8869.510] esutark: そろそろときどこないかな
[8879.926] bec118_japan: ほへー
[8881.823] maddy2623: 俺を獲れ面白すぎた
[8885.652] renegadeevergreen: @FilthyOjiChan yea and potentialy eat 60% from a lvl3 combo lol
[8890.214] renegadeevergreen: can you blame them for just sitting there
[8891.087] berurusuko: ダイヤやんけ
[8898.616] 天然ベニテングダケ: 門番
[8900.004] とろきりで: 門番
[8910.018] Knohitox: 分からせマッチ
[8912.844] latenight000: 日曜だから色々な人がいる
[8918.038] (S)ひろみつー: ダイヤかーい
[8918.412] pondenring0930: ヒサキンTV
[8920.219] xyz1648: カプコンさんもうウメちゃんに門番させるのやめたげて
[8921.172] shinkarma7: 格ゲーすべてさんが門番とか豪華だなあ
[8924.709] (S)相田俊介: かわいそう
[8928.468] (S)FilthyOjiChan: yep
[8928.712] bumpy671: ダイヤ「なんでS級妖怪が！？」
[8929.672] 今夜が山田ァ: 理解させ力の高さよ
[8933.138] jama4man: 門番の門デカすぎ
[8939.115] (S)近未来バスター: ランダムセレクトだね相手
[8940.372] esutark: ｗｗ
[8945.244] wahaha7788: ウメちゃんに負けるほうが嬉しい
[8948.551] moririka755: こりゃ嬉しい
[8954.802] 天然ベニテングダケ: 門の先は裏ダンジョンだもんなぁｗ
[8955.159] Knohitox: この門は通れないねえ
[8962.886] とろきりで: キルアん家
[8963.993] berurusuko: ランダムやん 猛者か
[8968.523] (S)vaio_95: ほんとだランダム勢だ
[8976.825] (S)tsubame0614: 門（ロマサガ2たつやver）かもしれん
[8978.062] shinkarma7: 門番の先には次元の狭間
[8979.755] かべ_娘は双子: いいなぁ。ウメちゃんとランクマ当たりたい。
[8981.520] xyz1648: 負けても再戦をすぐ押すのはメンタル強い
[8982.420] (S)FilthyOjiChan: risk and reward
[8984.504] chadaronii: Saigon be easy on them redbulls brother
[8985.411] moririka755: 猪木のビンタと同じよ
[8989.036] chadaronii: Daigo*
[8994.451] kurokurro: むしろ運いい
[8998.633] kaca_2000: jwongCHUN
[9007.810] bumpy671: 負けてうれしいわけがねえ ウメハラだろうが関係ねえ ぶっ飛ばせダイヤああああ！！！
[9027.543] かべ_娘は双子: なんかいやなことあったのか？
[9031.510] esutark: JPならわんちゃんなかった
[9031.643] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[9031.745] ロミヲ: ヒサキン
[9037.140] 今夜が山田ァ: もはや壁
[9052.275] xyz1648: あぅ
[9053.636] (S)るーどるふ: ランダムでダイア、すごいな～
[9058.082] とろきりで: なにわろてんねん
[9058.211] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[9062.119] maddy2623: ﾜｯ…!
[9075.391] bumpy671: こ これがS級妖怪
[9079.012] bec118_japan: イレブンでダイヤ5なの？すご
[9079.659] (S)ましゅダヨ: ヒサキン
[9084.047] (S)perfecttakahashi: 昨日の俺を捕れではMRに300ぐらい差があるだけですごい差があったからウメちゃんもダイヤ相手には本気出せば処理なんだろうか
[9093.364] esutark: いち相手の名前もMRも見なければいい
[9094.521] とろきりで: ﾃｰﾚﾝﾃｰﾃﾚﾝ
[9097.092] (S)moko15: umeCat
[9105.617] ASASE: ASASE subscribed at Tier 1. 
[9108.915] esutark: 強え
[9111.109] (S)ましゅダヨ: リリー増えてきた？？
[9111.313] wahaha7788: すごい
[9114.026] shinkarma7: いつもの
[9116.611] gorilla_osaka: 猛者リリ
[9117.505] yuzubox: つよつよリリー
[9117.799] bunbun0880: モリー
[9118.407] 天然ベニテングダケ: 猛者リリーか
[9118.545] とろきりで: リリー2000すごい
[9119.674] 憂う者の弟子: りりたむ
[9124.783] (S)CampFire71: Mかしかも
[9127.279] yuzubox: モダンか
[9127.658] esutark: スイッチを一段階上げる王
[9127.989] bumpy671: でた 噂のモリー
[9128.395] Knohitox: モリー2000はすげえな
[9131.873] xyz1648: アサセさんサブスクありがとー
[9134.249] gorilla_osaka: めちゃくちゃレア
[9145.490] (S)GG_sensay: 夢あるなー
[9149.469] one596: 流石にMリリー2000て世界に1人ちゃうか？
[9150.720] shinkarma7: やること少ないだけにいろいろ見れるって感じ？
[9155.175] bumpy671: ハイタニのモリー強キャラ説
[9158.204] esutark: いつメン筆頭ASASE
[9166.146] (S)perfecttakahashi: コンドルズファイアって言ってるの？ どこがファイアなんだろ
[9174.178] akihila: コンドルスパイアだよ
[9177.733] (S)日本語かな: スパイア
[9178.880] yuzubox: スパイア
[9180.437] sei_6: ２０００は次元の狭間
[9181.839] (S)ましゅダヨ: モリーなのか
[9191.596] (S)perfecttakahashi: スパイアかw  ありがとう
