[14.698] ちくお: っわこらだ
[6615.207] touhu_0910: 恥ずかしいよ。らっだぁ
[6615.310] (S)犬ﾚ: w
[6615.314] アストモ: www
[6615.340] kiminonamo: wwwwwwww
[6615.557] (S)genchun: x
[6615.793] nobume0v0: wwwwwwwwww
[6616.180] (S)mawt___: wwwwwwww
[6616.225] peace3511: wwwwww
[6616.299] (S)zecky310: 俺も昔女だったよって🤣
[6616.413] (S)moka_0322: だまししてただろ
[6616.447] rk_ne4rl: え
[6616.892] lycoris8: だましてきた側じゃん
[6617.123] natuki_19217: wwwwwwww
[6617.474] yume_yume2: 長いなあw
[6617.704] バナナ民: 自分語りやめろやww
[6617.710] えびとまと: 割とマジはJK使わねえなあ
[6617.849] komeokun85: 草
[6617.952] dhango0430: wwww
[6618.332] kuroneko_white22: 急に嘘←→割とマジ
[6618.737] (S)ずつうがいたい: wwww
[6618.819] (S)yusan913: ww
[6618.979] (S)goodfriends02: ww
[6619.091] oo1016: 長いわ
[6619.226] yuukki19: ぼいちゃついてたよ
[6619.668] hirotani_fukayama: wwww
[6619.813] 五色椿: え？！
[6619.870] 2_koyokk: wwwwwwwww
[6619.923] 1003_barbara: www
[6620.075] (S)くらげてん: www
[6620.541] sobayu120: wwwwwww
[6620.574] (S)dokokara_dokomade: え？
[6620.748] (S)ほしみあ: wwwwww
[6621.059] (S)hanyuneko10: wwwww
[6621.274] takoyaki01414: 本番だけ出るよ
[6621.279] mizuno0624: え
[6621.314] (S)mikumiku_ru: wwwwwwww
[6621.504] (S)rin12027: みどりくんそれはそう
[6621.921] riooooo_0815: wwwww
[6622.063] (S)netaiyo: 騙してきた方は草
[6622.188] (S)キョロちゃん: wwww
[6622.277] (S)oyasai_rc: www
[6622.728] (S)ﾏｲﾁｮ: なげえよｗｗｗｗｗｗｗｗｗｗｗｗ
[6622.945] hima_norita: え！？
[6623.021] (S)ﾅﾏﾁｬ: www
[6623.187] あまねむ0610: 騙されたな
[6623.273] tumuzifps: wwww
[6623.472] mimipaadesu0428: 騙してきただろwwwwwwww
[6623.825] tunamayo1234: wwww
[6624.599] sushi_of_beef: それな
[6624.613] world_kohaku: え
[6624.728] toumyou_2525: え
[6624.762] asaborake0408: ネカマさん！？
[6625.081] (S)ディンダン: え
[6625.149] にわすずめ: wwwwww
[6625.369] (S)panndaman1: wwwwwww
[6625.462] (S)ゆーやんー: 経験者は語る
[6625.881] sigumo_yuka: え
[6625.906] (S)ねこすず: え
[6626.796] (S)かみまろ: www
[6626.934] ふれーく: 騙したの間違いだろ
[6627.041] くろざき: それはそうwwwwww
[6627.343] nton1023: wwww
[6627.834] (S)しかくのさんかく: え
[6628.552] (S)yuki15112: あ
[6628.759] (S)そおお: 61歳老婆かな
[6628.771] main94: ｗｗｗｗｗｗ
[6628.820] chloro_cat: え
[6628.975] mimipaadesu0428: え！？
[6630.124] tanuki_pan: マジか
[6630.239] waraashi: お前もだまして来た側だろ
[6630.401] asagi51: え
[6631.083] (S)おさけチャン: みどりくんど正論
[6632.221] popopopopo1234321: 騙してきた方で草
[6632.261] (S)dokokara_dokomade: え
[6632.333] (S)who_tawn: 配信載せていいの？
[6632.529] piisuke0428: w
[6632.665] rifulm: みどりくん嬉しそうで草
[6633.581] (S)kiriru2525: え？
[6633.731] (S)encry_02: キルログwww
[6633.924] (S)しのんの: ！？
[6634.167] (S)panndaman1: え
[6634.955] ねぎま__: くさ
[6635.105] haku1219: え
[6635.331] nobume0v0: え
[6635.973] (S)fumi_8734: え
[6636.136] hururun86: ま？
[6636.440] (S)Ichigo_Strawberry15: こy
[6636.935] (S)oyasai_rc: それはそうwww
[6637.044] ponharu: え
[6637.179] necosisyamo: え？
[6637.741] 五色椿: たしかに
[6638.039] (S)ディンダン: あー
[6638.168] 夜の星海: くさ
[6638.701] 雪狐0143: え
[6638.709] 燐だよ: w
[6638.856] lacrimosa_i: 純粋にお前がキモいんだけど
[6638.903] aomidoro8324: 危ない
[6639.080] kenp1n_8: こy
[6639.427] gu_taranosuke: え
[6639.533] くろざき: え
[6639.645] gztex5: おっさんしかおらん
[6640.129] はむおくん: きまずくね
[6640.527] ひのした: え
[6640.841] もんじゃ焼きたべたい: え？
[6641.089] 神崎立夏: 深淵
[6641.259] (S)koukoukoy: え
[6641.495] kero_ppi1: え
[6641.729] ネオだいる: キレられるぞ
[6642.226] (S)shige__maru: ま？
[6642.276] ひろは: 配信のせていいの？
[6642.479] Miriotta: え
[6642.667] ponkichi1228: え？
[6642.699] hirotani_fukayama: え
[6642.944] (S)ryo_ngz: まずい
[6643.374] (S)けろけろん: けろけろん subscribed at Tier 1. 
[6643.409] あらんえむかーびぃ: ｗｗ
[6644.220] ifo_tsusufu: 確定するとセクハラになる
[6644.359] (S)_こなた_: ｗｗｗｗ
[6644.379] (S)dokokara_dokomade: wwwww
[6644.433] (S)nin__zin202: こわいよ
[6644.473] (S)おのこ: あ
[6644.778] rk_ne4rl: こy
[6644.833] mizuno0624: wwwwwwww
[6644.891] amy31077: え
[6645.278] amamizu2525: 謝っとこ
[6645.553] kero_ppi1: やばい
[6645.789] kiminonamo: え
[6646.045] (S)mizu_kai: こy
[6646.545] とまとかれー: え
[6646.670] (S)m_nnm: え、こわい
[6646.755] んさく: え
[6646.778] アマノジャクだよ: こわい
[6646.913] (S)ありちっ: www
[6646.941] (S)犬ﾚ: え
[6647.186] aru_ayu: やばい
[6647.218] (S)Ichigo_Strawberry15: www
[6647.622] (S)前髪が長い: ｷｺｴﾅｲ
[6647.691] きゃノ: wwww
[6647.835] toumyou_2525: さすがにやばい
[6647.993] (S)ディンダン: www
[6648.036] 鏡花_: こｙ
[6648.222] (S)shige__maru: え
[6648.456] necosisyamo: wwwwww
[6648.630] しなやかしょうゆ: www
[6648.692] kero_ppi1: やめとこう
[6649.052] nobume0v0: まずいですよ
[6649.142] (S)netaiyo: え
[6649.176] sunomono8: wwwwww
[6649.220] poteito: これ以上の深追いはヤバい
[6649.305] hima_norita: wwwwww
[6649.401] 梨一: ｗｗｗｗ
[6649.914] ふれーく: え
[6650.431] 雪狐0143: こy
[6650.580] oyu_0525: こy
[6650.693] toki__02: え
[6650.707] ponkichi1228: 切り抜き
[6650.713] (S)an_do121: え
[6651.581] prpr_friedrice2: そだね
[6651.626] んさく: こy
[6651.699] sigumo_yuka: こわ
[6651.722] にわすずめ: wwwww
[6651.831] coarinko: やめとこ！
[6651.864] あめまう_: 大丈夫か？
[6652.855] onemu3_3san: 今北わこらだ
[6653.063] ねぎま__: APEXは出会い系だった？？
[6653.229] coarinko: こわい！
[6653.729] gu_taranosuke: www
[6654.090] れれんれ89776: 割って入って
[6654.322] gztex5: リスナー？w
[6654.351] あまねむ0610: 騙されたな！
[6654.742] (S)oyasai_rc: こy
[6654.761] 8分19秒: 16歳JK爪痕ダブハンは鬼すぎ
[6654.798] dhango0430: 配信だいじょぶ？w
[6655.598] aisathank: こわい
[6655.768] (S)panndaman1: こy
[6655.809] せおりー: めっちゃ聞きたい人じゃんwwwwwww
[6655.937] (S)ゆきとよ: ｗｗｗｗｗ
[6655.986] tanuki_pan: こわ
[6656.125] tako_25__: こy
[6656.165] ひのした: 怒られる
[6656.577] くろざき: こy
[6656.746] 夜の星海: やべーよやべーよ
[6656.882] (S)しかくのさんかく: こｙ
[6657.408] はむおくん: 深追いはだめ
[6658.273] oo1016: 聞こえない
[6658.826] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗ
[6658.842] りかお: あ
[6659.022] toumyou_2525: リスナーか聞いて？
[6659.164] (S)netaiyo: こy
[6659.830] かいろすくわがた: w
[6659.907] (S)dokokara_dokomade: wwww
[6660.010] (S)PEI_OwO_: こｙ
[6660.252] ぎょろっとみかん: wwwwww
[6660.664] chloro_cat: こy
[6660.828] aomidoro8324: 配信に乗っちゃう
[6661.021] mizuno0624: www
[6661.249] にわすずめ: こy
[6661.462] えびとまと: お縄
[6661.996] Miriotta: こy
[6662.075] (S)こぺと: こy
[6662.511] nobume0v0: こっわw
[6662.628] kashiwa_ppz: wwww
[6662.761] kuzu92_: www
[6662.855] oyu_0525: wwwwwww
[6663.451] (S)goodfriends02: www
[6663.687] (S)かみまろ: こy
[6663.692] kenp1n_8: wwwwww
[6663.850] (S)koukoukoy: wwwwwww
[6663.893] waraashi: ｗｗｗｗ
[6664.063] 雪狐0143: 深追いはダメ
[6664.085] (S)ﾏｲﾁｮ: 騙されたなっていわれそう
[6664.111] aru_ayu: こえ
[6664.336] bc_moimoi: wwwww
[6664.502] (S)Ichigo_Strawberry15: wwwwwwww
[6664.871] (S)しかくのさんかく: wwwwwwww
[6664.930] (S)moka_0322: こy
[6665.083] とまとかれー: こy
[6665.726] tanuki_pan: うわ
[6665.891] p_fk_p: 喋ってるマーク今でたよ
[6665.956] kiminonamo: こy
[6666.322] ひろは: 急にでてきたらそれこそ変態おじさんだろ
[6666.772] maatenndaa: wwwww
[6666.988] もねねん: こy
[6667.322] (S)ディンダン: wwww
[6667.424] しなやかしょうゆ: こy
[6667.553] poyupofulu2: ここまで来て逃げるなw
[6668.100] rk_ne4rl: wwwwww
[6668.148] (S)のこ汰: こy
[6668.449] amy31077: www
[6669.051] (S)kiriru2525: こｙ
[6669.274] アマノジャクだよ: リスナーか聞いて
[6669.763] (S)oyasai_rc: らっだぁ出会い厨
[6670.542] gu_taranosuke: こy
[6671.126] kiminonamo: www
[6671.728] 神崎立夏: wwwwwwwww
[6671.798] (S)yuki15112: こわい
[6671.839] yusan0000: wwwww
[6672.517] necosisyamo: こy
[6672.662] (S)まここま: あんちうま
[6672.739] TsukishiroK: wwwww
[6673.186] (S)ryon_ryon__: wwwwww
[6673.251] ゆーさん: それはおばさんじゃん
[6674.938] aru_ayu: www
[6675.506] 小トロ: www
[6677.357] hirotani_fukayama: www
[6677.870] rk_ne4rl: TT
[6678.084] (S)そおお: こy
[6678.695] tako_25__: www
[6679.085] (S)shige__maru: wwwwww
[6679.414] kuzu92_: ；；
[6680.457] mikitch_0816: これ絶対寺だww
[6680.738] (S)前髪が長い: 設定ミスったんかな
[6681.278] (S)哀れな人の子: wwwwww
[6681.738] (S)huizika: てえてえ
[6682.054] にわすずめ: wwwww
[6682.276] (S)しかくのさんかく: ；；
[6682.518] yu_urarua_oO: www
[6682.566] 夜の星海: 泣いてるよ
[6682.569] 五色椿: 泣いてる
[6682.728] aru_ayu: wwwwwwwww
[6682.949] komeokun85: 出会い厨
[6683.648] s_i_i_a: ほんとおもろい
[6685.049] ponkichi1228: おばさんやん
[6685.715] ifo_tsusufu: てぇてぇ
[6685.950] まみやﾁｬﾝ: TT
[6686.171] touhu_0910: 泣いてる
[6686.396] oyu_0525: wwwwww
[6686.476] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗ
[6686.570] (S)サメの子: jkに遊ばれるおじさん達
[6686.870] 梨一: てぇてぇ？
[6687.038] ぜろんろ: 泣いてるね
[6687.238] (S)dokokara_dokomade: 泣いてる？
[6687.427] hima_norita: 泣いてるよ
[6687.663] かいろすくわがた: こy
[6687.664] (S)koukoukoy: T  T
[6687.768] 神崎立夏: (TДT)
[6687.891] rk_ne4rl: 泣いてる
[6687.930] aomidoro8324: おっさん
[6688.065] (S)_こなた_: ないてる
[6688.587] Esutella: スピーカーのマークは反応してんだけどな
[6688.604] (S)おのこ: 泣かした
[6688.871] ふれーく: radaoCry2
[6689.458] rei_0610: 泣いてるんやぞ
[6689.593] gu_taranosuke: ないてる
[6689.806] otya_warabi: 泣き
[6690.013] ひかじろ: 泣いてる
[6690.143] (S)kiriru2525: ないてるな
[6690.288] くろざき: wwwww
[6690.494] chloro_cat: ないてる
[6690.713] tanuki_pan: てぇてぇ？！
[6690.938] 燐だよ: 泣いてる
[6690.958] (S)bota111: 百鬼組いるやん
[6691.217] (S)銀河ポテト: 泣いてる
[6691.235] (S)おじょーー: 泣いてるよ
[6691.327] (S)moka_0322: 泣いてるよ
[6691.597] higiomi: ；；
[6691.817] (S)ねこすず: 泣いてる
[6691.881] (S)ekf4hamada: てぇてぇ
[6691.921] ひろは: トータルテンポス
[6691.936] (S)dokokara_dokomade: wwwww
[6691.960] (S)ディンダン: 泣いてるな
[6692.477] mimi_fuwa1489: ないてる
[6692.611] (S)who_tawn: 「らっだぁきもい」
[6692.663] oyu_0525: てぇてぇ笑笑
[6692.856] (S)鳥野郎の蘭: やめとけよぉ
[6692.975] (S)shige__maru: 泣いてるよ
[6693.174] hokahokatakoyaki: 泣いてる
[6693.219] りかお: てぇてぇwwwwww
[6693.237] tako_25__: ww
[6693.248] しあわす: 泣いてる
[6693.310] kero_ppi1: これはおっさん
[6693.489] yururano_0: 泣いてる
[6693.683] kenp1n_8: wwwww
[6693.793] amy31077: TT
[6693.832] (S)yona_0724: 泣いてる
[6693.966] kyouyaaa: 泣いてる
[6694.035] (S)tiger_bay: 東洋陶器
[6694.142] dhango0430: あんちつよい
[6695.128] まなえ: ないてる
[6695.529] 雪狐0143: 泣いてる
[6695.576] 霞ちゃん: 泣いてるんやぞおっさん
[6695.634] hatakenohiryou: TT
[6695.721] ひのした: 泣いてるよ
[6695.770] mikan_san: TT使うとは…女か…？
[6695.818] (S)netaiyo: 泣いてる
[6696.336] necosisyamo: 泣いてる
[6696.444] (S)koukoukoy: 泣かした
[6696.693] mimipaadesu0428: なんでやねんwwww
[6696.708] torikera0124: 泣いてる
[6696.791] (S)ディンダン: え
[6698.012] ドリアン海保: 泣いてる
[6698.073] nobume0v0: 泣かした〜
[6698.075] otya_warabi: てえてえじゃない
[6698.219] oo1016: 泣いてるな
[6698.253] tako_25__: てぇてぇ
[6698.480] (S)犬ﾚ: TTは泣いてるよ
[6698.628] (S)minto13579: マイクラ脳
[6698.852] にわすずめ: ないてるよ
[6698.999] kuroha7012: 泣いてるだけだよ、おっさんが
[6699.433] marimo09: 泣いてるやん
[6699.513] (S)panndaman1: 泣いてる
[6699.736] neu_rose: 泣いてる
[6700.221] (S)harugasumi16: え
[6700.231] k_midoro: てぇてぇ
[6700.340] amy31077: 泣いてるよ
[6700.999] ぎょろっとみかん: 泣いてる
[6701.346] ponkichi1228: 泣いてる
[6701.899] aru_ayu: 泣き
[6702.044] tommyy_0430: 泣いてるね
[6702.078] ととろ2323: ちんちん？
[6702.425] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[6702.534] (S)くらげてん: 泣いてる
[6703.413] えびとまと: 泣かせたー
[6703.415] poyupofulu2: 泣いてる
[6703.684] marimo09: 可哀想に
[6703.793] lycoris8: 上の部隊なんかあやしくない？
[6704.201] (S)yuichang03: てぃんてぃん
[6704.435] (S)kurosaku03: 泣いてる
[6704.752] ねぎま__: もしかしてAPEX出会い系だったの？
[6704.812] しなやかしょうゆ: 泣いてる
[6704.836] (S)PEI_OwO_: TＴ兄弟ｗｗｗｗ
[6704.969] (S)mikumiku_ru: 泣いてる
[6705.094] (S)_ずー: ；；
[6705.309] siki49: 泣いてるね
[6705.454] shuvi_k0627: おっさんかよ
[6705.673] きゃノ: 泣いてるんだよ
[6706.225] (S)のこ汰: あーあ泣かした
[6706.239] Sironoawa_: ないてる
[6708.198] (S)kiriru2525: ｗｗｗｗｗｗ
[6709.513] rei_0610: wwwww
[6709.620] ぎょろっとみかん: てぇてぇか
[6709.850] ネオだいる: 泣かすな
[6710.152] s_i_i_a: なくな
[6710.194] popopopopo1234321: 今８０００人に見られてるよって言おう
[6710.815] kiminonamo: てぇてぇ
[6711.487] onemu3_3san: ぴえんみたいな
[6712.028] kiba_1129: 泣いてるんだよ
[6712.175] (S)ディンダン: wwwww
[6713.048] ブリブリホルモン0_0: おっさんだからわからんやん
[6713.144] しばえぬ: (T_T)
[6713.641] しあわす: www
[6714.347] (S)ekf4hamada: OWから逃げるな
[6714.914] (S)おのこ: 女の子泣かしたね
[6715.288] am4kumo: おっさん涙目
[6716.103] haru_chan92: 泣いてるであってる
[6716.451] れれんれ89776: 誰へのメッセージなんだろうか…
[6717.361] ねぎま__: リスナーかな？
[6717.660] _こっぺぱん: こいつが一番逃げてる
[6718.022] らんけっと: 絶対リスナー
[6718.087] mikan_san: owから逃げるな
[6718.326] amaebi____: てぇてぇ
[6718.545] mimipaadesu0428: らだりすか？
[6719.981] kuzu92_: 闇出身はつええ
[6720.737] くろざき: てぇてぇなん
[6720.921] katsukichi09: ほんとにおっさんですか？
[6721.424] (S)PEI_OwO_: ちょっとくさいね
[6722.525] (S)who_tawn: OWから逃げるなよらっだぁ
[6722.737] (S)yusan913: なんでチョコプラになるねん
[6723.234] きゃノ: リスナーやん
[6723.397] waon0209: これ絶対らだお
[6723.753] もくてんじん: !uptime
[6723.843] kero_ppi1: (T_T)
[6724.022] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 52 minutes 12 seconds 経過しています。
[6724.180] 夜の星海: OWの刺客がお前の命を取りに来るぞ
[6724.921] prpr_friedrice2: リスナーだろw
[6725.349] bc_moimoi: OWから逃げるな
[6725.400] (S)ねこすず: リスナー？
[6725.419] ひろは: owつよくね？
[6725.841] (S)ずつうがいたい: こy
[6726.019] amatounosyokora: プレッシャーかけよーぜ
[6726.557] (S)dokokara_dokomade: リスナー...?
[6726.772] 雪狐0143: owから逃げるな
[6726.890] 燐だよ: リスナーとかどうでもいい
[6727.359] mizuno0624: ち
[6727.689] 神崎立夏: はぇー
[6728.660] serori8477: リスナー
[6729.903] (S)_ずー: TT兄弟？ って聞いてみて
[6729.935] s_i_i_a: リスナーやん
[6731.167] tanuki_pan: ちー
[6733.083] (S)dokokara_dokomade: 確かに
[6733.711] はむおくん: 明日owだよねー
[6734.136] sigumo_yuka: リスナーだろ
[6734.398] nobume0v0: ちー？
[6734.507] (S)yuichang03: チーターTT
[6734.937] ばるさみこす35: リスナーさんかな？
[6735.260] えびとまと: リスナーwwwww
[6735.976] (S)mimoru_385: C
[6736.044] あらんえむかーびぃ: こｙね
[6736.906] ねぎま__: GTAから逃げるな
[6737.115] world_kohaku: わんちゃん
[6737.315] (S)netaiyo: ちー？
[6738.366] (S)matchamochi117: まさかね
[6739.744] ごんのすけ: リスナーぽくて笑えるわw
[6740.062] もんじゃ焼きたべたい: リスナー？
[6741.481] yuukki19: リスナーなの？
[6742.929] (S)まここま: こｙ
[6744.254] (S)dokokara_dokomade: どうでもええわ、とりまこy
[6744.488] dhango0430: OWやらせるためにあぺでC使って辞めさせようとしてる説
[6745.432] (S)Ichigo_Strawberry15: 流石にないやろ〜
[6745.731] 梨一: ｗｗｗｗｗｗｗ
[6746.709] kenp1n_8: wwwww
[6746.980] Fuku_2929: こy
[6747.739] 五色椿: あ
[6747.931] mikan_san: でもあとその1部隊か
[6748.155] hima_norita: www
[6748.488] ひろは: リスナーぽいな
[6748.698] (S)Ichigo_Strawberry15: wwwww
[6748.900] とまとかれー: リスナー?
[6749.414] (S)しかくのさんかく: wwwww
[6749.583] ayunosioyaki0223: wwwwww
[6749.776] mizuno0624: www
[6750.491] うりね: ちーここにはおらんやろ
[6750.666] ゆうがり: 今日の昼ブロンズにチャーライ無限撃ちいたで
[6751.076] (S)ガスエビ: 配信してますって言え
[6752.283] yume_yume2: リスナーってきけば?
[6753.057] kero_ppi1: まだ言ってるのかwww
[6753.202] sunomono8: wwwwwww
[6753.895] chloro_cat: リスナー？
[6754.079] (S)usamaru_01: OWつよ
[6754.369] (S)kiriru2525: ゼル伝から逃げるな
[6754.522] oyu_0525: チー？
[6754.631] あらんえむかーびぃ: ｗｗｗ
[6756.222] (S)an_do121: www
[6756.493] 夜の星海: リスナーか？
[6757.571] rk_ne4rl: 主張激しいなw
[6758.516] (S)netaiyo: あんち強いし大丈夫か…？
[6758.865] (S)shige__maru: wwwww
[6759.423] (S)犬ﾚ: www
[6760.620] ひのした: wwwww
[6760.925] peace3511: www
[6761.386] 雪狐0143: wwwww
[6761.579] tommyy_0430: オバウォ人口増やそうとしてる
[6761.975] (S)jasmugi: 宣伝しとかない？？
[6762.342] ta_tago: もうええては草
[6763.243] 燐だよ: リスナーじゃないだろ
[6764.747] おの_レエイ_00: www
[6765.718] derthajp: だお〜
[6766.997] (S)janreno369: ｗｗｗ
[6767.718] kiba_1129: リスナー説
[6768.020] にわすずめ: ワンチャンリスナーじゃね
[6769.192] ogi_3: 宣伝しろ
[6769.404] prpr_friedrice2: ほんとでももういいな
[6770.083] kero_ppi1: ここまで言われたら怪しく聞こえるもんなぁ
[6774.629] (S)銀河ポテト: やちゃ～
[6776.575] あめまう_: リスナー説あるぞコレwww
[6776.801] ネオだいる: みどりくんリスナー説
[6777.690] ボンレスキャベツ: 宣伝チャンス
[6778.794] (S)rioniku1515: 怖いんだけど・・・
[6778.960] poteito: お前が疑ったせいだからな
[6779.037] ももかんぬ: リスナーではなさそう
[6779.974] (S)ゆきとよ: 深追いやめよう
[6780.112] (S)ekf4hamada: 勝ったらツイッター教えて
[6780.158] あらんえむかーびぃ: ｗｗ
[6780.609] 神崎立夏: www
[6781.048] にわすずめ: やばw
[6781.817] 梨一: ｗｗｗｗ
[6782.067] ぺーきち: うんま
[6782.073] おやじちゃん: ネカマがよぉ
[6782.513] ぎょろっとみかん: ww
[6783.871] rk_ne4rl: 危ない
[6784.149] ayunosioyaki0223: wwwwwww
[6784.751] hima_norita: wwwww
[6784.769] sunomono8: wwwwww
[6785.066] oyu_0525: お前が追い込んだ
[6785.365] (S)fumi_8734: っっw
[6785.799] onemu3_3san: おう
[6786.068] しあわす: ボイチャ説
[6786.232] (S)becpac: これはリスナー感がある
[6786.270] (S)Ichigo_Strawberry15: あぶないw
[6786.678] gu_taranosuke: www
[6787.029] ta_tago: ガチ感wwwwwww
[6787.696] asagi51: お前が絡んだんだぞ
[6788.474] tako_25__: 危ないw
[6788.555] (S)ずつうがいたい: wwww
[6790.149] yakuza_isi894: かわいそうだぞ
[6790.217] 雪狐0143: wwwwww
[6790.391] kero_ppi1: やめとこ
[6792.071] ひろは: 配信のせていいのか
[6792.431] mizuno0624: へんに首突っ込まないほうがいいね
[6792.687] とまとかれー: www
[6792.936] kiminonamo: wwwww
[6793.211] supuringu5140: 謝っとけ
[6793.467] しぺぺぺ: ガチ感
[6793.927] (S)PEI_OwO_: ちょっと怖いやつｗｗｗ
[6793.989] (S)koukoukoy: wwwwwww
[6794.060] (S)an_do121: がちっぽい
[6794.202] sjindoa: wwwwww
[6794.556] ぺーきち: 釣られるな
[6795.141] oo1016: ちょっと怖いなw
[6795.195] (S)rioniku1515: プロのネカマだなきっと
[6795.633] sai_ironi11: ここまでくるとこわい
[6795.795] ネオだいる: やばいよ
[6795.978] toki__02: やめとこか
[6796.014] (S)犬ﾚ: あぶない
[6796.255] asaborake0408: わかるw
[6796.294] necosisyamo: あぶなwww
[6796.707] (S)netaiyo: やめとこな
[6797.295] tanuki_pan: 遊んじゃいけなかったww
[6797.396] はいどろ: ネタバラシかもしれん
[6797.650] rk_ne4rl: そっとしとこう
[6797.800] ごんのすけ: www
[6797.848] 夜の星海: お前がこの状況を作り出したんだぞ
[6798.025] 雪狐0143: やめとこ
[6799.084] ta_tago: vc切っとこ
[6799.094] lycoris8: これは逆張りおじさん
[6799.856] (S)おのこ: こわ
[6800.144] えびとまと: 危ない
[6800.809] きゃノ: 謝っとけ
[6801.615] しあわす: 謝っとけ
[6801.761] tako_25__: ざんねん？！
[6801.814] (S)nin__zin202: その歯止めえらい
[6802.309] aru_ayu: ガチっぽい嘘
[6802.373] rifulm: 中の人変わってそう
[6802.438] べるみ: これから年齢名前にしたやつがスナイプしにきそう
[6802.562] tommyy_0430: 逆にね
[6802.807] (S)ﾏｲﾁｮ: ｗｗｗｗｗｗ
[6803.614] coarinko: やめとこ
[6803.703] hirotani_fukayama: 恐怖
[6804.125] 燐だよ: 危ないからやめて
[6806.097] (S)サメの子: こっちもらっだぁだよって言っちゃお
[6806.207] 神崎立夏: つよ
[6806.858] ひのした: 配信中なんよなぁw
[6807.093] (S)becpac: ネットリテラシー叩き込んでやれ
[6807.183] umi_umiy: 2周目いこ
[6808.063] prpr_friedrice2: 女使ってく人か
[6808.245] siki49: 残りC？
[6809.018] asa_rad: わこらだ
[6810.048] (S)usamaru_01: こy
[6810.265] ぺーきち: ざんねーん
[6811.031] 梨一: やばｗｗｗ
[6811.179] rk_ne4rl: プロゲーマーJKか
[6811.625] amamizu2525: 一応女だから次セクハラしたら通報するぞっていう脅し？
[6811.828] (S)jasmugi: 強すぎワロタ
[6811.981] (S)dia11313: こy
[6811.987] gu_taranosuke: つっよ
[6812.290] nankanohasikko: 女子高生で爪痕は強すぎ
[6812.363] (S)mawt___: 歴戦のネカマかもしれん
[6812.755] kenp1n_8: つよ
[6812.942] oo1016: 火つけといて消化しないんかよ
[6813.795] (S)koukoukoy: 最強やん
[6814.019] (S)そおお: 触れたら晒される
[6814.094] sunomono8: つんよ
[6815.158] りかお: 最強JK！？
[6815.350] akasa_1230: 逆につけたら｢騙されたな｣って聞こえるかも
[6816.315] aomidoro8324: ジェンダーレス
[6816.470] r0_0Ru_ruru: つんよ
[6816.671] あらんえむかーびぃ: 若い子はすげぇなぁ～
[6816.891] 夜の星海: 何だお前、女性には無理ってか
[6817.716] くまべりー: つんよ
[6817.920] main94: 宣伝してけ
[6818.335] ayunosioyaki0223: おっ確やん
[6818.406] tanuki_pan: パパ活したいのかな？？
[6819.300] konnbu_1215: つんよ
[6819.544] kero_ppi1: こっわ
[6820.151] mikan_san: いやおっ確って事にしとこ
[6820.862] (S)のこ汰: つんよ
[6821.397] にわすずめ: つよ
[6821.626] kiminonamo: つんよ
[6822.350] (S)Ichigo_Strawberry15: JKつんよ
[6822.389] kuroha7012: 今のネカマを舐めたらアカンで
[6822.495] kero_ppi1: つっよ
[6822.983] ぺーきち: つんよ
[6823.194] (S)ずつうがいたい: つよ
[6823.919] おやじちゃん: 古のネカマ
[6824.318] movu_o29: ねかまこわいにげろ
[6824.554] (S)kiriru2525: まじで一回謝んないと怖い
[6824.764] 雪狐0143: つんよ
[6825.137] tmakaronn: つんよ
[6825.426] (S)しかくのさんかく: やってる人まあまあいるよ
[6826.077] ponkichi1228: つんよ
[6828.333] えびとまと: つんよ
[6828.556] prpr_friedrice2: 不登校？
[6829.749] piisuke0428: つんよ
[6830.169] にわすずめ: こぇよ
[6831.047] (S)netaiyo: 普通に強いね
[6831.964] (S)ゆう77: 最強jk
[6833.512] tmakaronn: やってる人もクラスにいるよ
[6834.093] (S)PEI_OwO_: けっこういるよ
[6834.097] (S)who_tawn: チーターだったら全部ヘッショ決めてくる
[6834.314] ぎょろっとみかん: jkもいっぱいやってるよ
[6835.675] onemu3_3san: ぽまえもＪＫだろ
[6836.885] (S)yusan913: おっ確やろ
[6837.687] (S)bota111: 不登校w
[6837.836] sigumo_yuka: いまどきのじぇーけーアペするぞ
[6839.935] (S)かみまろ: すげえ
[6841.925] zrs1111: 安いチートかもしれん
[6842.783] tommyy_0430: 爪痕ダブハンjkかっこよすぎ
[6845.848] poyupofulu2: 女子だからって偏見よくないからまじでやめた方がいい
[6848.745] torikera0124: 流れ弾だったか
[6848.877] 神崎立夏: 今の若者つよい…
[6850.114] lycoris8: うーん一人だけCとかありそう
[6856.431] oyu_0525: おわりんぐ
[6858.840] kero_ppi1: 終わりング
[6862.578] (S)shinichan227: jkでも可愛くないなら人権ないわ
[6864.235] にわすずめ: 終わりング
[6870.755] (S)ガスエビ: わんちゃん代行女子かも、、、？
[6873.053] ラムネ味: 今時小学生でもやってるよapex
[6873.344] ねぎま__: JKなめないほうがよろしいかと
[6874.930] 神崎立夏: めっちゃ当たるやん
[6878.543] kashiwa_ppz: うま
[6879.236] (S)mimoru_385: 百面鬼あやしい
[6881.696] 神崎立夏: ち？
