[18.070] フﾄ: kokuji3Chu
[3694.834] tokiomari: みょーん
[3695.540] ppooppy: fpsとかだと6で言うカジュアルだけ先に開放して後から出すとかあるね
[3701.173] (S)shiitake4698: 新キャラこんだけビビるんなら一週間位ためした後再調整すればいいのに
[3714.588] 三角_: ワンボタン瞬獄殺したい
[3715.349] balthazar000: 豪鬼は体力少なくても受け性能ありそうだしなぁ
[3720.076] shellfish55: 豪鬼は低体力でクッソむずいキャラにしてほしい
[3733.712] hukohuko: リュウより更に火力あるだろうしね豪鬼
[3750.670] ppooppy: カプコンはシーズンとか調整同時のキャラは強くする傾向あるから豪鬼は強くなるだろうね
[3759.689] kusomegane123: ユーザーありきのスケジュールはなんか嫌なんちゃうか
[3769.341] 天然ベニテングダケ: シリーズ通りなら体力少な目の高火力になるのかねぇ？豪鬼は
[3776.197] rrr8628rrr: リュウケンからゴウキ乗り換え勢は多そう
[3777.835] 図ト_和風ゲーム総本山: 豪鬼ってきついキャラっていたっけ？
[3782.578] 1108044k: リーチはクソ短くなりそう
[3785.020] twitchyarutch: つよくなる分にはいいね
[3797.488] u_anna: ＤＪとかマリーザより火力だせるとしたら怖いなー
[3797.524] (S)MackenGC: 豪鬼きたらますますリュウの居場所が
[3803.285] (S)sune0411: sune0411 subscribed with Prime. 
[3803.766] balthazar000: 過去の性能とかである程度強そうだもんね
[3822.732] 0208h: 豪鬼が弱かったシリーズってある？
[3826.584] gondawaragon: キャミィなんかも体力一緒だから体力少なくはならないんじゃないかな
[3836.218] watyagon: 豪鬼Vスキル1が↓↓Pになりそう
[3844.423] ~MISSING_COMMENTER_INFO~: 66%
[3848.089] shellfish55: ４、５は強かったな豪鬼
[3848.615] ppooppy: CA禊にしてほしい
[3850.505] 三角_: Vスキルてて
[3854.533] (S)yawara34: yawara34 subscribed at Tier 1. They've subscribed for 4 months! 
[3864.802] petit_akuma22: 正直AKIよりRYUのほうが見たい
[3877.686] キャンディ4869: キャンディ4869 subscribed with Prime. 
[3880.038] 17_4590: CA禊の場合SA3は何になるんや
[3881.160] kawasak1n: スカル楽しみにしてます ！
[3904.356] 天然ベニテングダケ: でもたかし使うなら、ケンでよくね？に
[3925.626] みししっぴ1: リュウはケンと差別化されたキャラなんじゃなくて、下位互換キャラなのが本当に辛い
[3939.354] shellfish55: っぱジェイミーよ！使いたい言うてたし
[3940.792] ryuji84010: ryuji84010 subscribed at Tier 1. 
[3954.407] 天然ベニテングダケ: 主人公って何だろうな…
[3962.497] 1108044k: 主人公はルークでしょ
[3963.622] heijitusan: ケンよりルークの下位互換じゃね？
[3963.748] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[3973.011] 17_4590: そら主人公ってのはサプレッサーとか持ってるってことよ
[3983.335] ~MISSING_COMMENTER_INFO~: やるならステステ垂直っすね
[3991.350] maddy2623: モダンAKIはSA２撃ってから暗転中に軌道変化できます！
[3992.765] 1108044k: リュウはもう主人公ですらない
[3999.591] kusomegane123: なんとなく豪鬼のラッシュの感じ隆に似てそう
[4000.498] kuropyonn: ハイタニさんがスト鯖アークにて、多くのストリーマーの方達と絡むなんて、感無量です。
[4010.755] sistersguitarreplica: ねぇ
[4038.170] extasiiotiai: すぐさま垂直したけどな
[4039.587] twitchyarutch: スト6以外のゲーム解禁したんだw
[4042.421] M4GNUM_FORCE_44: is daigo gonna play the watermelon game? 
[4048.814] maddy2623: ハイタニもう泥棒とかクリスタル隠蔽とかしないのかな
[4052.608] tokiomari: ｗｗ
[4056.866] OKG_TWIN: そもそも6の主人公はルークだし、ケンはケンで裏主人公ポジションだしな
[4057.161] ひろみつー: めっちゃときどの広告出るね
[4057.236] gt_26_t: シミーしてこのリターンは笑うｗｗ
[4074.726] balthazar000: ハイタニ、封印したArkを再び
[4074.775] takashi710: このランク帯では垂直は通るけど、上にいくとまず落とされる
[4083.472] 17_4590: シミーとかの格差を意図した調整なのか疑問
[4100.307] rrr8628rrr: かかったら相当うれしい
[4113.572] コックローチ: ハイタニは以前のスト鯖RUSTにもいたぞ。もめ事起こした相手にスト5で白黒決めろとか無茶なムーブしてた。
[4115.574] heijitusan: 6大K投げ無敵ないんすか？
[4122.426] johnnyppas: ケンのラッシュコパからのシミーめっちゃ優秀ですもんね
[4124.952] tabibitox: みじけぇ
[4148.756] tarako7016: カルビがAKIかなり気に入ってたよ
[4151.958] みししっぴ1: リュウって主人公とかそういう枠では最早なくて、ストリートファイターの顔じゃん？ちょっと強くてもよくないか？
[4154.748] ろじゃ: あいやーっ
[4158.019] usugesaan: コマ投げはお嫌い？
[4168.364] 17_4590: ストリートファイターの顔はルークです
[4179.074] thgosii: is daigo planing to main aki? or he is only trying it
[4180.906] まみたん2007: ルークはたかしじゃん
[4195.642] 1108044k: なおくんにAKIのこと聞いてみない？
[4197.013] 17_4590: 毒で相手浮かせたろ！
[4199.502] だいこん_: フォボス？
[4202.198] 1413260: 1413260 subscribed with Prime. 
[4210.254] だいこん_: いけるで
[4211.035] gt_26_t: ｗｗｗｗｗ
[4211.501] taishin2017: ウメちゃんAKIいけるで
[4212.443] aranami0: 嘘ｗｗｗ
[4212.998] johnnyppas: ｗ
[4213.166] shellfish55: カゲ…
[4214.033] methotrexate_aym: ｗ
[4215.282] maddy2623: カゲいけるで
[4215.852] (S)akatoki_mk1: ｗｗｗ
[4216.806] 天然ベニテングダケ: ｗｗｗｗｗｗｗ
[4217.399] tabibitox: いけるで
[4218.437] クロおび: カゲ強いで
[4218.690] chin_56_: ほんまやで
[4219.225] hotsumaowo: ｗ
[4219.237] (S)mart_00_: いけるで
[4220.482] 17_4590: いけるで
[4220.877] umesecond: ｗｗｗｗｗｗｗ
[4221.997] gt_26_t: カゲ以降の信頼度が低いｗｗｗ
[4223.906] number321: LUL
[4224.164] 何も知らないジョンスノウ: 嘘ってw
[4224.364] radi38: いけるでウメちゃん
[4224.716] (S)箸くれ: ｗｗｗｗｗ
[4226.264] もきち555: 大嘘
[4226.680] (S)akatoki_mk1: ウメちゃんいけるで
[4229.170] aranami0: ウメちゃん…AKIいけるで
[4229.299] 紅鈴ノ助: ネモさんがコンボたくさん開発してる
[4230.330] だいこん_: umeFail
[4231.641] 天然ベニテングダケ: ｗｗｗｗｗｗ
[4231.733] heijitusan: www
[4231.926] kanegon7237: ウメちゃんアキいけるで
[4232.160] agouwha: かなり主語の大きい嘘ｗ
[4232.455] takarasann: 影めっちゃ強いで？ あれホンマ嫌い
[4232.605] ヨコグシ: BibleThump
[4234.687] 5don: キエエ……
[4235.422] tsubame5204: umeFail
[4236.947] (S)gularain: www
[4238.037] twitchyarutch: 実際いけるといわれそうねw
[4238.540] (S)イエール: ウメちゃんこんばんはっす
[4242.977] shellfish55: ただのやかましいキャラでした
[4244.235] (S)maya_g01: ；；
[4246.808] rdstus: あれで信頼が無くなっちゃったね
[4247.492] hayabow_yossy: うめちゃんのAKIってコンボが短い気が・・・
[4247.762] いのうえくん: ネモ氏『アキに有利キャラがいるとは思えない』
[4248.456] arotadiph: しらんけど
[4251.718] mm2351: アキこんなんもあるで
[4252.066] (S)mart_00_: アキいけるで、ほんまやで
[4256.026] trumyolo: can someone translate?
[4256.554] 5don: はじめちゃん、カゲあるで？(2022)
[4257.824] 麻雀打ち: アキいけへんで
[4258.045] maddy2623: あれってウメちゃんじゃなくチームメイトのときどさんに向けてカムフラージュで言ってるよね
[4262.609] だいこん_: カゲ(死ぬほど頑張ったらもしかしたら)いけるで
[4265.583] hodanonn: 信じないもん！
[4268.231] もきち555: ハメ食らってた
[4270.782] rond112: ラシードより弱い？
[4272.313] kusomegane123: なおくんがイケるのはakiki
[4276.241] aranami0: ウメハラ絶賛！
[4282.766] 紅鈴ノ助: ラシードも言うほどだったし
[4285.292] takarasann: 板ザンみたいに最後に 「しらんけど」ってつけないとな
[4285.911] 新ころりん: せめて年２にしよう？
[4287.190] misokatsu_1128: なおくん上位あるで言ってなかったっけ？
[4287.958] (S)y_proto: リュウよりは強いと思うけどな
[4289.337] ppooppy: 年1やめよう！
[4291.036] stomachbb: まーそういう事かねえ
[4295.986] (S)northernpike777: JPはうかつ
[4297.805] febvfea: 月1調整は？
[4297.935] 17_4590: 既にうかつな調整しまくってリリースしてんだから気にしなくていいのに
[4299.486] レム__: 豪鬼も多分似たようなことになると思う
[4300.350] ebiebi12: 思ったより調整入ったけど
[4301.403] feel2525: 今強くないってことは来年強化される可能性大
[4301.564] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4303.815] 黒鼓ぜろ: でも年一調整って大会が関係あるプロのためって節があるよね
[4307.799] shellfish55: いやないだろｗwwwww
[4308.678] niemalsaufgeben: 普通の地上戦したいならAKIじゃなくていい
[4312.931] gt_26_t: リュウのほうが強そうだけどなあｗｗ
[4313.223] maddy2623: リュウ使い・・？
[4315.148] (S)ぺりんご: 欽ちゃん走りが過ぎる
[4316.407] 天然ベニテングダケ: 流石に？
[4317.788] olivemocomichi: 年１調整の1回目とか言い訳して調整してしまえばいいのに
[4320.499] shellfish55: リュウそんな弱くねーって…
[4326.354] だいこん_: 年１だとプロ以外でも弱キャラ人口減ってキャラ使用率偏りそう
[4326.391] leleira: いや、リュウの方がめちゃくちゃ強いでしょ
[4326.537] みししっぴ1: 流石にリュウの方がマシじゃない？w
[4335.746] takarasann: 今AKIの評価爆下がり中やからな
[4337.373] tarako7016: ウメちゃんが女キャラ使うの新鮮
[4338.307] ひろみつー: でも画面端での火力高いしそこそこやれるのでは？
[4338.701] emaplusplus: 対空あるし 差し返しもあるしシミー後も優秀
[4340.447] (S)akatoki_mk1: キャラ追加される度に調整で良いのになぁ
[4340.465] misokatsu_1128: 絶対リュウの方が強い
[4340.598] tounament: sakoさんはAはある言ってたね
[4347.899] heijitusan: 体力900とかだったよなｗ
[4353.166] だいこん_: リュウの方が強いってお前…
[4355.700] 17_4590: リュウを救済するための追加キャラだった・・・？
[4356.828] gt_26_t: ｗｗｗｗｗ
[4358.342] aranami0: ｗｗｗｗｗ
[4358.562] decodeko5893: リュウは上位互換がいるだけで弱いわけではないでしょ
[4358.716] 天然ベニテングダケ: 火力はあるけど、上位互換のせいでなぁｗ
[4358.751] (S)johndoe6523rp: NotLikeThis
[4358.924] kusomegane123: それカップの話やろ
[4361.516] (S)イエール: wwww
[4361.539] misokatsu_1128: なおくんさぁ
[4362.518] feel2525: ｗｗｗｗ
[4364.876] (S)箸くれ: アキは自分で格闘家じゃないって言ってるし…
[4365.399] tarako7016: カゲの時ｗｗｗｗｗｗｗ
[4365.762] maddy2623: ｗ
[4367.035] レム__: 信頼性・・・
[4368.032] johnnyppas: sakoさんの信用度ｗ
[4369.222] (S)chikotsu: なおくん・・ 
[4369.838] v_harumi_v: ｗ💦
[4372.865] 496shikuro: リュウは相対的に弱いだけであって絶対的に弱いではない定期
[4373.659] (S)コングでぃ: ウメハラさんがカッコ良すぎて格ゲー初心者でしたが、スト6始めてダイヤまでこれました！
[4373.798] une3333: カゲのせいでなおくんの信頼が...
[4374.108] ひろみつー: 前科あるから信じてもらえないねぇ
[4374.489] (S)johndoe6523rp: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[4377.398] feel2525: それだ
[4378.043] 天然ベニテングダケ: ｗｗｗｗｗｗｗｗ
[4378.703] 黒鼓ぜろ: sakoさんのは面白さランクだろうなぁw
[4379.979] だいこん_: キエエエエエエエエ
[4380.870] olivemocomichi: 面白さと強さが合体してしまう
[4382.100] もきち555: 全部A
[4382.321] (S)イエール: スペルの中にAがあるって意味の可能性ww
[4384.438] misokatsu_1128: 面白さはガチだねぇ
[4388.964] hiaaru: 草
[4392.989] maddy2623: sakoさんはウメちゃんにカゲ使ってほしかった 純粋に
[4395.680] (S)箸くれ: ﾅﾊﾊﾊﾊｧｲ
[4395.896] rockriii: w
[4398.731] tarako7016: なお君基本的に面白さ重視だから
[4400.042] (S)akatoki_mk1: いけるで＝おもろいで
[4400.755] pfl2: 面白いならまあいいんでない
[4410.882] yamanoberui: ケン飽きてたもんなぁ
[4410.930] shellfish55: 弱すぎるよね
[4417.173] 天然ベニテングダケ: 遊ぶ分には良いのかｗ
[4417.917] M4GNUM_FORCE_44: I think diago is saying that aki is weak but fun to play
[4420.947] (S)johndoe6523rp: 新キャラだしねぇ
[4423.120] kusomegane123: うめちゃんと遊びたくて言ってるならかわいい
[4423.314] Penkunator: 正にファンの弟子
[4425.324] une3333: あれだけ積み上げたsakoさんの信頼が、カゲで一気に崩れ去った...
[4426.376] niemalsaufgeben: 今回はどうなるかな
[4426.935] (S)gin123buck: かなり難しい
[4428.585] Moyashi300: 職人の開拓に期待だね。初期はガイルやキャミィが弱いって言われてたし、まだわからん
[4431.067] giguok: なお君もいい歳だし始まってるのかもね･･･アレが
[4434.452] ひろみつー: うめえええええ
[4435.584] だいこん_: やっとシミーらしいシミーが
[4437.148] v_harumi_v: おおお
[4438.758] agouwha: AKI対空が難しすぎる
[4440.558] (S)コングでぃ: Cheer5000
[4447.065] aranami0: ！？
[4447.177] mizoguchi1957: 端強
[4447.275] 天然ベニテングダケ: 開拓次第って事か
[4447.995] だいこん_: ！？
[4451.221] (S)イエール: ！？
[4452.574] hatomugi101: !!
[4455.251] ppooppy: 逆に強くないのによくここまで面白いキャラ作れたよ
[4457.996] kumon_kenji: 突然
[4458.366] (S)箸くれ: 突然のチアー
[4459.000] shellfish55: ガイルが弱いって言われてたの！？
[4459.167] hatomugi101: umeYay
[4465.435] (S)イエール: umeYay
[4470.781] 黒鼓ぜろ: ゲーム性がわかってない初期と今じゃどうだろうなぁ
[4480.891] loopy000401: んふ
[4490.297] gomesu: 発売当時はガイルがベータより弱くなって、大したことないみたいな雰囲気はあったよね
[4490.431] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[4490.505] (S)matsurin7: ネモさんがAKIはリュウきついと言った気がする
[4491.982] kusomegane123: 実は発見されてない特殊技があるという
[4492.700] tarako7016: ガイル弱いは言いすぎだけど、中堅ぐらいじゃない？
[4492.801] kaisenokoge: ガイルはベータが化け物すぎただけ
[4492.802] ymi420: 流れるチアー
[4499.831] twitchyarutch: ガイルキャミィは弱いじゃなくちょい足りない位のニュアンスだったようなw
[4503.098] だいこん_: ウメちゃんkongdkimさんが5000チアーくれてたよ
[4503.314] ひろみつー: ももちがアムネジア読み勝てばAkiはjpに強いって言ってた
[4505.300] aranami0: ウメちゃん5000ビッツきてたで
[4505.445] hatomugi101: ウメちゃんでかいビッツきてるよ
[4509.043] tounament: 立ち回りで全く鞭使わんね
[4509.887] (S)イエール: ウメちゃんクソデカチアー届いてたよー
[4515.532] shellfish55: ガイル最初からクッソ強いかったべ
[4519.152] tarako7016: ５０００ビッツきたー
[4522.677] OKG_TWIN: 6月中頃に作られたキャラランク探してみ？色々面白いからw
[4522.895] みししっぴ1: 逆にA.K.I誰がキツくないんだよ…？
[4526.903] kusomegane123: なんだこいつ！？
[4530.341] (S)箸くれ: やーさしい
[4536.063] (S)イエール: やさしー
[4538.999] misokatsu_1128: ありがとぉー
[4539.126] (S)gin123buck: 手短くないですかこのキャラ
[4540.500] extasiiotiai: あぁりがとぉ
[4541.261] (S)zolajin: エレナはクソ雑魚ってプロにも笑われてたけど最強だったよな
[4543.607] Moyashi300: キャミィは火力足りなくて微妙、ガイルはDJの完全下位互換と言われていたのだよ
[4543.612] だいこん_: 突然の優しさ
[4543.687] takarasann: こんぐでぃーきむさんありがとおおおお
[4554.254] ねこざけ: ご、ごせんびっつ！！？
[4555.379] (S)イエール: 菩薩
[4558.901] 17_4590: 爪の長さをJPの杖と同じぐらいにしないか？
[4562.008] (S)イエール: ｼｬｯ
[4562.769] rockriii: チアーもっと見やすくしてもいい
[4565.224] 5don: 「5000チアあるで」
[4571.800] kusomegane123: くそ強い固めが見つかってもよさそうだけど
[4573.731] (S)コングでぃ: umeCossack
[4580.532] OKG_TWIN: JPにいたっては対策されたらランク下がるって言われてたしなw
[4581.179] youheiyokote: 犬飼いたい
[4591.596] xyz1648: コマ投げに毒付与つけてほしい
[4600.677] shellfish55: それ言ってたのウメちゃんだけなｗ
[4608.827] maddy2623: 投げの期待値高すぎない？
[4609.173] 17_4590: あの頃はシューティングだけのキャラだと思われてたから・・
[4616.037] ういあう: その色いいですね
[4623.867] gt_26_t: 毒で削る選択肢はもうちょいほしいよなあ、それが楽しみだし
[4625.857] Moyashi300: セットプレイ関連で何かあればね。このキャラ毒状態とそうじゃない状態とか状況色々あり過ぎて調べるの大変そう
[4627.253] misokatsu_1128: ウメちゃん中パンラッシュ使わんのね
[4639.757] johnnyppas: 動かしててつまんなかったら諦めつきそうだけど楽しいってのがね
[4640.973] (S)akatoki_mk1: 悩んで決めたしねｗ
[4641.956] ppooppy: まあでもakiを万能にするよりピーキーのまま強くしてほしい気はする
[4644.359] xyz1648: セットプレイはネモさんが一番調べてるイメージ
[4646.462] ymi420: アキのダウンポーズいいなぁ
[4647.989] kusomegane123: 最初ストレッチマンだったのに
[4651.007] (S)セルベリア: 髪にもこだわろっか
[4655.618] une3333: こだわりのウメカラー
[4659.763] (S)イエール: ちょっとFANG味ある色が良いね
[4662.560] twitchyarutch: いかにキャラランクがあてにならないかってことか
[4668.471] (S)ラベット: 今日の23時からNHKでスト6の制作現場潜入番組が放送されるみたいです。ウメさん見ますか？？
[4674.500] (S)sugi_tree3: ストレッチマンってまだやってんの？
[4680.310] だいこん_: へー
[4685.867] アメンタセル: こんばんは
[4686.457] kusomegane123: すごい番組やん
[4694.005] ltwoos: オードリーのやつだね
[4696.123] febvfea: NHK見れないテレビなの？
[4697.571] xyz1648: お
[4699.919] aranami0: ちょっと見ない男
[4702.215] (S)イエール: メンおじに録画してもらおう
[4703.316] v_harumi_v: そうなんですね
[4707.410] niemalsaufgeben: ネットでも見れる
[4707.793] 天然ベニテングダケ: ほうほう
[4712.556] (S)monpiipop: けんき忙しいんやな
[4713.016] une3333: 開発がどんなこと考えて作ってるのかは知りたいですね
[4717.610] twitchyarutch: 忙しいねえ
[4721.584] feel2525: スト鯖ARKがあるからか
[4724.261] 天然ベニテングダケ: 多忙だのう
[4725.787] ほうじ21: むしろスカル4,5時間もできんのか
[4727.479] OKG_TWIN: キャラランクなんて作成者の主観7割だから…なんなら「こいつ不快だから上位ランク」なんてことまである
[4733.829] ねぴネピ: Ark組は２２時からレイドがあるようですね
[4734.960] petit_akuma22: 見ますって言ったら受信料問題やねん
[4737.028] 黒ごま塩ン: カルビけんきはスト鯖があるからね
[4744.858] (M)(S)gameinntwitch: 録画してもみなさそ
[4744.983] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[4747.209] (S)イエール: ハイタニは売れちまった
[4748.392] (S)ぺりんご: ハイタニも
[4750.942] ひろみつー: 勝確きた
[4752.348] (S)箸くれ: ミギー
[4753.164] xyz1648: 寄生獣
[4754.912] aranami0: 技名寄生獣！
[4755.981] 17_4590: この削りつーよい
[4760.699] mangoarmy009: ミギーは防御を頼む
[4763.481] (S)軽く捻るか: 大好きな削り
[4768.072] aiukake: 遠距離でも絶対削れる
[4769.634] shellfish55: ARKまじでおもろいんよなぁ
[4770.856] (S)イエール: マジか録画しても観ないw
[4772.582] feel2525: かるびもARK
[4774.161] kusomegane123: ハイタニ堅実に数字伸ばしてすげえよ
[4775.384] 17_4590: ミギーはインパクトを頼む
[4777.967] niemalsaufgeben: 大体最上位叩いてるのそのした辺りだから流されすぎてもな
[4779.479] Hitode_noko: 梅毒つええ〜！
[4780.058] 天然ベニテングダケ: 満足？
[4780.784] ねぴネピ: よしなまも
[4784.310] (S)chanmipoin: ウメハラおはよう
[4784.996] オシュ: けんきさん抜けたらトラボ呼ぶか
[4785.151] ymi420: かるびスカルできるかなぁ
[4785.720] takarasann: あとジョビンも売れた
[4790.990] shellfish55: こーれは梅毒
[4791.911] ymi420: karubisHanya
[4793.743] maddy2623: でも集まってルール説明やらで40分かかるよ
[4795.310] (S)ラベット: ***
[4796.614] Moyashi300: ウメちゃんARK好きそうだけどな。サーベルタイガーおるし
[4796.894] gomesu: gomesu is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 643 in the channel! 
[4800.108] コックローチ: よしなまも今回のスト鯖にいたな。カルビに声が届かなくて悲しんでた
[4802.481] gomesu: gomesu gifted a Tier 1 sub to ドゥワ! 
[4802.559] gomesu: gomesu gifted a Tier 1 sub to ponponguripon! 
[4802.568] gomesu: gomesu gifted a Tier 1 sub to りらぁ! 
[4802.575] gomesu: gomesu gifted a Tier 1 sub to tyattedo55! 
[4802.597] gomesu: gomesu gifted a Tier 1 sub to fatalita_76! 
[4808.679] xyz1648: ゴメにぃ
[4812.370] thmelagi: ないすごめす
[4812.523] (S)イエール: ごめにぃ
[4812.535] ひろみつー: ごめにぃありがとー！
[4812.568] (S)箸くれ: ごめにぃやーさしーーー
[4812.645] aranami0: 石油王！
[4812.993] amaterasuoomikami1325: NiceTry
[4813.825] v_harumi_v: ごめにぃ、いつものありがとー
[4813.864] (S)chachachakoma: コメにぃ！
[4814.511] Moyashi300: ゴメスにぃありがとー！
[4817.905] 000105: hs001D
[4820.653] (S)イエール: ゴメニー
[4821.478] (S)chachachakoma: ごめにぃ！
[4821.735] realseikintv_: JPに吸われた
[4822.407] emaplusplus: 毒への異常な執着
[4824.538] une3333: JPで失ってしまったのかもしれない...
[4825.698] OKG_TWIN: おじリーグに比べたら開始まで40分かかるとか短い方
[4826.238] aiukake: ｗｗ
[4830.240] (S)chikachikabonito: umeYay
[4833.556] dokislayer69: cc
[4833.840] Hitode_noko: 最強モードきた
[4834.408] だいこん_: ごめにぃありがとーーー
[4834.952] thmelagi: ？
[4835.151] aranami0: 削り大好きおじさん
[4836.743] himanashinyorai: けんき、かるび、よしなま、みんなARKしてる中、もこうはスト6してたよ
[4840.034] (S)northernpike777: JPトラウマになってる可能性
[4840.899] (S)軽く捻るか: やーさしー
[4842.538] (S)箸くれ: ナイスガイ
[4843.180] 1108044k: やさすぃ
[4849.389] (S)イエール: やさしー
[4850.913] angsttraume: LUL
[4851.737] gomesu: ありがとうございますｗ
[4852.139] niemalsaufgeben: 至福
[4858.898] godiva_matsui: 今度から頼もしぃって言ってみてください
[4859.324] une3333: ジャギ飛びでしゅ
[4860.456] だいこん_: もこせんやる気勢やん
[4861.197] (S)軽く捻るか: P
[4863.252] しいたけもぐもぐ: P
[4864.981] コックローチ: もこうはスト鯖招待されてないから
[4866.232] aranami0: 端だけはガチ
[4869.895] olivemocomichi: ザンギエフがトレンドに入り続けてる理由はもこうなのか？
[4872.156] Hitode_noko: もこせん好感度◎
[4876.840] TOLOS_01: 招待されたけど断ったんだぞ
[4877.923] Dreamyu: Daigo not using ken anymore ? 
[4883.683] しいたけもぐもぐ: 豪鬼にきたい
[4887.696] Moyashi300: 豪鬼は化け物だよ、きっと
[4887.852] gomesu: 豪鬼は化け物になりそうｗ
[4888.664] (S)箸くれ: 腰の引けた調整ｗｗ
[4889.008] v_harumi_v: 残念ですね
[4890.939] Hitode_noko: もこせんナイーブやな〜
[4891.371] chin_56_: しっかりしな！
[4891.845] ken783: アビゲイルが欲しいか？
[4892.412] umesecond: ビってる
[4892.897] (S)kimi_3_: 遊び心は見た目だけに振りました
[4893.159] shellfish55: 新キャラ弱いと売れねーぞ！カプコン！
[4893.848] une3333: ラシードもAKIも所詮「人」だったか...
[4895.061] だいこん_: ああ、あのトレンドそういうことなのか
[4899.954] gomesu: エドも化け物なのかもしれない
[4901.660] rond112: JPでたたかれすぎた結果
[4904.339] aranami0: 長距離移動おもろいなｗ
[4905.760] kusomegane123: 弱Ｐも腰引けてら
[4907.493] レム__: この流れだと豪鬼も似たようなもんでしょ
[4913.489] 1108044k: プロシーンしか見えてない
[4916.777] johnnyppas: もこうさんがスト６動画の再生数伸びないことにブチ切れてる切り抜き動画あがってた
[4921.045] une3333: せめて年一調整はやめてほしいw
[4922.987] realseikintv_: JPで失った信用を新キャラで取り戻そうとするな
[4931.366] (S)hoshi_boshi_0: 今後のアッパー調整でアキも強くなるといいなー
[4932.392] ken783: スト５以降で出た時にめっちゃ強かったのって豪鬼くらいじゃない？
[4935.669] (S)ラベット: ARKではかるびやよしなまがハイタニ先生を殴ったり引きずったりして遊んでた
[4938.504] Moyashi300: 激流を制するは静水って誰かが言ってた
[4943.851] (S)wayway1008: 追加キャラはいつも控えめじゃない？
[4944.822] 96473785: 年一は飽きちまうよー
[4946.617] shellfish55: 年一調整も新キャラ弱めもプロに合わせすぎだな
[4949.132] gomesu: 一年目くらいは半年とか三ヶ月くらいに一回調整あっていいと思う
[4950.168] aranami0: 裏切りのCA
[4950.180] hukohuko: 年1調整はカプコンとしても開発費用減るから得
[4950.358] 000105: 小野さん激辛調整がほしい
[4953.305] une3333: バチコーン
[4953.847] だいこん_: アヘェ
[4956.725] (S)ryabegaming: うめちゃん こんばんは! 
[4969.703] olivemocomichi: 次のラウンドまで毒持越しくらいの期待してたのになー
[4977.768] battyo76: アビゲイルがいたじゃん
[4977.880] thmelagi: あ
[4981.077] (S)kimi_3_: 発売直後って実質オープンベータみたいなもんだよね
[4981.965] だいこん_: ﾁｸﾁｸ
[4983.753] (S)箸くれ: 言葉が過ぎますよ王
[4985.933] TOLOS_01: 豪鬼以降も年4キャラくらい追加あるならまぁ
[4986.132] (S)y_proto: 制作番組を見ればわかるかも知れない
[4990.394] (S)イエール: ﾁｯｸﾁｸ
[4992.461] pfl2: この強さでいいと思ったんじゃないか
[4997.376] casita226: そういやAKIの制作現場がNHKで見れるぞ
[4998.690] xyz1648: カプコン社員密着動画みたいなの見たら社員同士でかなりの頻度で対戦してたね リリース前は
[5000.479] niemalsaufgeben: そもそもアケのゲームが今こんな調整だよ。お前ら金出さないじゃん
[5001.960] (S)ぺりんご: NHKの密着はAKI開発時期のやつっぽい
[5003.406] kusomegane123: まあ会社での仕事だからな
[5004.062] 17_4590: アレックス強キャラやぞ
[5006.546] emaplusplus: 完走
[5008.251] しいたけもぐもぐ: 圧が
[5008.405] 1108044k: マリーザきついって話あったな
[5014.474] Hitode_noko: 年1調整で維持保守体制組んでるんたろうし急に変えるのは無理か
[5015.211] だいこん_: アレックス上位だからなあ…
[5017.025] une3333: まぁアレクを強キャラだと思ってたわけだし...
[5018.346] johnnyppas: アキのモーションキャプチャー風景とか見れるのかな
[5023.273] いっっちば: 追加キャラもベータテストみたいなのあるといいのかな
[5031.590] (S)イエール: ヲシゲ......。
[5033.431] (S)gugugu5432: カプエス1のナコルルくらいの調整を
[5037.831] (S)redpeppar510: リリースしてからチーム解散したんんかな
[5039.780] 図ト_和風ゲーム総本山: 逆算するともうEDはできてるんかなぁ
[5041.955] shellfish55: 毒にまみれるのです！
[5042.160] OKG_TWIN: まぁこのゲーム発売されてからまだ4ヶ月だし、年1調整だって公式は言ってたけど完全に確定したわけではない
[5047.524] battyo76: 猪モードが止められないのはきついなw
[5050.858] (S)tama_zx61: umeMezame
[5055.421] 96473785: 台所事情もあるからあんまり好き勝手言えねーけどさ
[5057.835] takashi710: そもそも社員は格ゲー上手いんか？
[5061.386] realseikintv_: 年一発言が一番やらかしてる
[5069.077] (S)wayway1008: カプコンカップって今年は年末じゃないよね？
[5069.972] olivemocomichi: アレク最強キャラ説の開発陣笑う
[5070.086] gt_26_t: 突進系に苦労するの嫌だなあｗｗ
[5073.822] Moyashi300: マリーザとかキャミィとかどうしようもなさそう
[5085.399] OKG_TWIN: 確定してないことを勝手に確定したと思い込んでネガるのは格ゲーマーや動画勢の悪い癖だわ
