[21.185] (S)rin_aimer: radaoKitya
[3789.394] みだいふく: どこ行くん?
[3789.400] や5: wwwww
[3789.469] 守護神タナーカ1111世: そうだ
[3789.555] towa0916: 雑ー
[3789.621] きーうぃ: どうしてこうなったw
[3789.644] (S)sjindoa: つまんな
[3789.777] tanaoji0709: 脱線wwwww
[3789.779] natubatch: wwwwww
[3789.898] (S)そおお: つまんな
[3790.718] アキレゐト: はぁ・・・
[3791.387] ルロア: 脱線しすぎだろwww
[3791.849] きのここ: 安定だなー
[3792.067] きょぴ: 時間かけた癖に詰まんねえな
[3792.099] NORI25252: 適当かよ
[3792.112] zyooooro: そうだったw
[3792.360] YodoRa: もしもボックス
[3792.531] prpr_friedrice2: なんでこうなるんだよ
[3792.547] (S)レだん: どくさいスイッチー
[3792.585] souta0712likeblue: wwwww
[3792.592] rato_reto: つまんな
[3792.611] いのりさん: wwwww
[3792.618] shibuya_0830: 脱線しすぎwww
[3792.803] たゆう_はね: は？ポテトだろ
[3792.935] itoido: また脱線したよｗ
[3793.041] はむくんだお: wwwww
[3793.307] maguro_tunakann: さすがデブのかがみ
[3793.844] hirunnkun: 兵隊とかにしとけよ
[3793.972] (S)~MISSING_COMMENTER_INFO~: 脱線しすぎ
[3794.009] ruchi_13: 暗記パンにしとけ
[3794.040] touhikou_: つまんな
[3794.189] (S)tsuM6G1_: てきとーw
[3794.239] YodoRa: つまんな
[3794.393] (S)minto13579: 線路ガタガタすぎるやろ
[3794.616] ゆんちゃん〇: どこでもドア
[3794.624] tunamayo1234: wwww
[3794.655] nairon_5102: うわ
[3794.821] あるみ屋: 話しそらしプレデター
[3794.829] (S)mg_rafu: つまんな
[3794.961] (S)nashu_noike: 話の展開やば
[3795.035] (S)Aki161116: はぁ
[3795.098] おしゃけのみさと: 普通やなw
[3795.126] (S)なつおよ: ガチで忘れてたwwww
[3795.255] syubiru__: 王道やん
[3795.255] (S)Yukimaru__31: wwww
[3795.505] メープル羊: 話すごい離れてたね
[3795.717] (S)rimirimi1205: また脱線w
[3795.863] amcill: 地球破壊爆弾やろ
[3796.465] micham1206: 自分で解決するな
[3796.624] moririnn1103: 本編内容薄すぎるだろ
[3796.779] dokukinoco: そこは、もしもボックスだろ
[3797.068] (S)PEI_OwO_: 話脱線しすぎやろwwww
[3797.075] towa0916: つまんなぁ
[3797.087] pasu0517: どうしてこうなるの？？？
[3797.312] kuzu92_: www
[3797.520] tanaoji0709: つまんな
[3797.715] Amatsu_103155: おいおい
[3797.940] (S)tanaka_1025: 話広がりすぎだろww
[3798.140] ゆち888: こんだけ引っ張っておいて…
[3798.769] 秋の気配がしますね: はぁー？
[3798.983] メープル羊: つもんな
[3799.012] (S)11ket: エグチだろ
[3799.088] (S)kouam428: お前やろ
[3799.184] みだいふく: どこ行くん、?
[3799.194] 白クマ: つまんな
[3799.308] gascoigne1837: メジャーだなー
[3800.232] あるみ屋: でも実際そう
[3800.276] omio0410: 脱線やばすぎ
[3800.399] 鯖の味噌煮焼き: つまんな
[3800.796] 守護神タナーカ1111世: はい
[3800.836] masaba014147: はぁ
[3800.985] suke0423: つまんな
[3801.241] (S)tsuM6G1_: みんな言うやつw
[3801.339] muutyo_io: つまんな
[3801.413] nekomimi9696: 脱線しすぎwww
[3801.588] (S)ekf4hamada: つまんね
[3801.668] wa_wo: つまんな
[3801.764] many7575: 取り寄せバック
[3801.872] (S)time_is_god84: うつつまくらとかは？
[3802.077] Linne_448: こんだけ時間かけたのに…
[3802.178] goma_nigiri: つまんない男だわまったく
[3802.296] (S)うがら: 脱線w
[3802.315] (S)和泉ぴけ: 脱線した上でテキトー
[3802.317] べにじゃっかん: いっつもこーなる
[3802.356] YodoRa: つまんなっっ！！
[3802.385] くろざき: や
[3802.534] (S)yossizs: つまんな
[3802.534] さめまる_: 普通
[3802.728] r1ooooooo: ありきたり無さすぎ
[3802.935] ヤクシャ: は？もしもボックスだろJK
[3803.054] (S)tsuki_pedia: 雑に終わらすな
[3803.150] yubaharu: 全然違う話やんwwwwww
[3803.255] (S)サノウラ: どこでもドアともしもボックスって言うやつつまんねー
[3803.889] k_taronosuke: 本当に配信者か？
[3804.183] (S)お手軽炊飯器: ウソガホントじゃないの？
[3804.231] あかましまし: 外出ないんだからいらなくね？
[3804.270] syubiru__: つまんな
[3804.391] (S)デデヂデ: 脱線した話の方がおもろかった
[3804.851] amcill: 地球破壊爆弾
[3804.901] hinakai_46: どこ行く？？
[3804.909] torichan0101: w
[3804.971] hirunnkun: 寝てたらなんでもやってくれるやつは？
[3805.037] tubugu: つまんな
[3805.132] pasu0517: お便りどこいった
[3805.253] rao25252: それはそう
[3805.265] ふうぺん: おい
[3805.631] 梨一: まぁね
[3805.871] gumita777: 透明マント一択
[3806.335] (S)きなこもち46: つまんな
[3806.744] rato_reto: もしもボックスだろ
[3807.013] (S)ゆーーー_: w
[3807.375] (S)fuu_maru: まあね
[3807.884] (S)remiiiii_28: それはそう
[3808.060] ゆち888: 透明マントだほ
[3808.088] under_tow: お前のお便りコーナーに勝てるやついないよ
[3808.192] ko_do_1123: 俺スモールライト
[3808.327] ayunosioyaki0223: えー
[3808.343] yuimo_1823: そう
[3808.830] tomatan773: それでも80万人背負ってんのか
[3808.974] みだいふく: どこ行く?
[3809.034] syubiru__: まあそうかもしれん
[3809.261] myura_egg: ドラえもんだったんだwwwww
[3809.689] touhikou_: 脱線しすぎだろwwwww
[3810.059] siromin111: 空飛びたい
[3810.595] mikan_san: タイムマシンでいいだろ
[3811.444] 夢現: 住居侵入罪になるかもしれんぞ
[3811.543] (S)きっこまん: タケコプター
[3811.705] たけのこ派: B級グルメマットじゃないんか
[3811.820] (S)rimirimi1205: いいよなどこでもドア
[3811.859] towa0916: どこで脱線したんだっけ？
[3811.863] k_taronosuke: まぁ、それはそう
[3811.931] (S)tsuM6G1_: タケコプター
[3812.045] miyazawasinpei: 俺もしもボックス
[3812.394] wswsws3: 歩きたくないのにじみ出てるぞ
[3813.167] kuroa1204: それって自慢になるの？
[3813.391] 鯖の味噌煮焼き: 圧倒的暗記パン
[3813.449] kuzu92_: じっさい一番便利
[3813.454] many7575: 取り寄せバックが最強
[3813.649] (S)~MISSING_COMMENTER_INFO~: もしもボックスやろ
[3814.033] 守護神タナーカ1111世: お前ほんとに配信者？
[3814.055] (S)mari71ks: まあわかる
[3814.312] shion2221: もしもボックスしか勝たんだろ
[3814.579] (S)tanaka_1025: でもぽまえ引きこもりじゃん
[3814.698] yubaharu: それはそうやけどw
[3815.550] syubiru__: タケコプターだろ
[3816.186] (S)レだん: スペアポケットの方がいいだろ！！！
[3816.640] アキレゐト: 4次元ポケットやろ
[3816.909] (S)time_is_god84: いやもしもボックスやろ
[3817.153] gumita777: 透明マントだろ！
[3817.606] rataminn: ベタw
[3817.636] tanaoji0709: スペアポケット
[3817.797] はいどろ: もしもボックスで全て解決だろ
[3818.267] satera1147: ポケットじゃないの？
[3818.432] きーうぃ: 確かに
[3818.957] YodoRa: もしもボックスだろ
[3819.688] ふむふる: mぁね
[3819.926] nairon_5102: 不法入国待ったなし
[3820.961] (S)ゆーーー_: 四次元ポケットだろ
[3822.531] micham1206: 置き場に困りそう
[3822.611] きのここ: あー
[3822.933] kuroa1204: 独裁スイッチ！
[3823.637] towa0916: スモールライト
[3823.741] rato_reto: っ
[3823.813] hirunnkun: あ〜
[3823.823] きるた: どこでもドアスワンプマン説あるけどどう？
[3823.864] あかましまし: 暗記パンしか勝たん
[3824.149] (S)tsuM6G1_: 空飛びたいだろ
[3824.520] hasami_girotin: 交通費浮くしな
[3825.369] rato_reto: www
[3825.435] おしゃけのみさと: えぇ↑？
[3825.538] (S)よっしぃ37: 秩序乱れる
[3825.599] yuui01: 人生リセットボタンだろ
[3825.599] (S)サノウラ: 独裁スイッチでええやん
[3826.320] navyblue___: まぁね
[3826.330] gumita777: 透明マント一択
[3826.427] (S)sjindoa: あー
[3826.441] (S)fuu_maru: あー
[3826.586] (S)drem_chan: ポケット欲しい
[3827.060] くろざき: タイムマシンかどこでもドアだわ
[3827.223] yatayatakomayan: 地球破壊爆弾しか勝たんが？
[3827.223] yubaharu: まあね
[3828.819] YodoRa: 全て解決だぞ
[3828.833] rato_reto: あー
[3829.434] pikkorosan1783: 登録しないと行ける場所ないぞ
[3829.672] pasu0517: あー
[3829.678] amcill: 地球破壊爆弾やろ
[3829.844] (S)中のヒト: 優越感に浸るだけだもんな
[3830.098] (S)15milk_4517: ポケット欲しい
[3830.211] mafuyu256: 転ばし屋とかにしとこうぜ
[3830.322] あるみ屋: あー
[3830.327] (S)evolblackhole555: あー
[3830.670] 守護神タナーカ1111世: たけしさんが犯罪って言ってたで
[3830.686] tora25_22: そうね
[3830.769] きまぐれ_: あ
[3831.354] (S)うがら: タケコプターじゃんじゃあ
[3831.706] 2jqtpja: スペアポケット
[3832.245] (S)MORIYA_37: たしかに
[3832.419] さめまる_: 悪魔のパスポート欲しい
[3832.488] (S)なつおよ: あー
[3832.602] (S)初菓: もしもすべてを支配できたらって言えば終わりよ
[3832.713] (S)デデヂデ: あー
[3832.838] アイラって呼んで: 暗記パン
[3832.888] (S)katagiriharu: もしもボックスやろ
[3832.943] (S)yukinyanko926: 暗記パンさいきょー
[3832.980] amqoh_: あー
[3833.602] n_kome_02: はい、タケコプター
[3834.542] wswsws3: 歩きたくないだけだろ
[3834.676] uziro0836: まあ
[3834.757] touhikou_: あー
[3834.768] 哀れな人の子: 怖い話？
[3834.864] YodoRa: あぁ…
[3835.173] (S)うがら: あー
[3835.247] (S)レだん: あー
[3835.756] みおん3078: あー
[3835.942] dokokara_dokomade: 世にも奇妙なやつやん
[3836.148] (S)ぽりやん: 四次元ポケットだろ
[3836.373] (S)らくだちょこ: 引きこもりなのにどこでもドアなの？
[3836.407] cheaperes: あー
[3836.524] takuma_an: 取り寄せバックだろ
[3836.624] gumita777: 透明マントだろ！
[3836.908] hirunnkun: いや隠しとけよ
[3837.073] kuroa1204: 四次元ポケットだろ！
[3837.545] natubatch: 四次元ポケットやろ
[3837.698] (S)remiiiii_28: こわ
[3837.764] あしゅ_1127_: あー
[3837.849] syubiru__: 空気砲とか
[3838.117] riajuboon: ほんとはどくさいスイッチだろ
[3838.262] 白クマ: あー
[3838.692] murasakineko6262: あーね
[3839.874] あしゅ_1127_: たしかし
[3839.934] (S)tsuM6G1_: あーね
[3840.273] 砂ザトウ: 暗記パンほしい
[3841.338] (S)レだん: なるほどな
[3841.700] iroKANA_10: グルメテーブルかけ
[3842.704] YodoRa: いや隠せよ
[3842.731] miyazawasinpei: もしもボックス使って記憶消すんだよ
[3843.525] amqoh_: 洗脳を洗脳
[3844.229] rataminn: 四次元ポケット
[3844.701] ヤクシャ: たしかに、ぽまえ天才か？
[3844.944] towa0916: 四次元ポケット
[3845.554] _紅茶: 四次元ポケットだろ
[3845.768] tokoivu1125: ほう
[3845.914] sta510pro: タケコプターは？
[3845.990] (S)~MISSING_COMMENTER_INFO~: なら地球破壊爆弾やわ
[3846.412] hirunnkun: 四次元ポケットってええと思うで
[3846.638] gascoigne1837: なる
[3846.813] (S)tanaka_1025: でもぽまえ引きこもりじゃん
[3847.032] くるみ1209: 四次元ポケット
[3847.063] (S)サノウラ: コンピューターペンシル
[3847.066] いのりさん: もしもボックスは願いに応じた並行世界に行くだけだぞ
[3849.245] rato_reto: なるほどね
[3849.884] (S)和泉ぴけ: そこで使えよもしも
[3850.518] tubugu: わすれろ草
[3851.016] many7575: もしもボックスは結局IFの異世界の話だよね
[3851.258] はむくんだお: 暗記パン
[3851.771] naetoru0901: 暗記パンいいね
[3851.925] YodoRa: もしもボックス使って記憶消してけ
[3851.949] (S)お手軽炊飯器: もしもボックスは完全自空間じゃないの？
[3852.177] prpr_friedrice2: 四次元ポケットは面白くない
[3852.723] nairon_5102: もしもボックスあったらスペアポケット手にできるから勝ちじゃね？
[3852.795] あるみ屋: ガチ思考じゃん
[3853.266] _もちもち_: なんか理由が深い
[3853.379] toranoko_424: バイバインっしょ
[3853.973] (S)koronn1101: たしかに
[3854.661] hiyashi0125: あれパラレルワールドやで
[3854.862] (S)sjindoa: 四次元ポケット
[3855.418] syubiru__: ドラえもん欲しいわ
[3855.438] koukoukoy: 稼げる
[3855.640] (S)11ket: 糸島にどこでもドアあるぞ
[3855.873] (S)スフレ2310: ぽまえの家行くぞ
[3855.879] (S)~MISSING_COMMENTER_INFO~: じゃあ地球破壊爆弾
[3856.078] おしゃけのみさと: 四時ポケ欲しい
[3856.376] (S)sosorara13: そのうそほんと
[3856.612] micham1206: 置き場に困りそう
[3856.767] 白クマ: 暗記パンがいい
[3856.969] Amatsu_103155: ぽまえの割には
[3857.127] もんじゃ焼きたべたい: 4次元ポケットだよ
[3857.303] goma_nigiri: どこでもドアで金稼ご
[3858.023] アオぶる: 別世界が作られるだけだぞ
[3858.229] pasu0517: 家に置けばいい
[3858.245] アルセレニア: らっだぁの家入れるね
[3858.285] (S)ここねり: わりと現実見てて草
[3858.857] uziro0836: ぽまえのものは俺のもの
[3858.885] ゆうもち: グルメテーブルかけだろ
[3859.140] yuui01: まぁ、四次元ポケットだろ
[3859.223] (S)soyokaze1212R: なるほどね？
[3859.251] くるみ1209: 深いね
[3859.773] みかにゃん_: 四次元ポケットは中身空じゃね
[3859.862] hanagoe_555: 登下校が楽になる
[3859.902] まろび: ガチやん
[3859.974] ruuku0921: もしもボックスはパラレルワールドになるよ
[3861.059] chocominto_rin: 共有財産は草
[3861.215] (S)time_is_god84: こばこばのお風呂行くなよ
[3861.563] (S)バナナチ: フエルミラーで石油王になろう
[3861.817] yubaharu: 暗記パンは？
[3861.893] rato_reto: www
[3863.953] many7575: 取り寄せバックにしよう
[3864.221] omio0410: 暗記パンだな
[3864.575] rato_reto: やばｗ
[3864.656] myura_egg: らっだぁはグルメテーブルかけ必須だろ！！！
[3865.023] tomatan773: 即席の言い訳にしては上等やな
[3865.243] iroKANA_10: ころばしやZ
[3866.020] tora25_22: こｙ
[3866.035] (S)paperbag8: どこでもドアで商売始めよう
[3866.488] (S)レだん: スペアポケット
[3867.608] たけのこ派: もしもボックスは平行世界に行くだけじゃなかったっけ
[3867.923] 梨一: 怖いね
[3868.719] (S)なつおよ: こy
[3868.758] asaborake0408: もしもボックスを洗脳とか言うな
[3868.925] nerimaki0203: 自分以外使えないってすりゃええやん
[3869.074] amcill: 宇宙に繋げてくるわ
[3869.709] メープル羊: 大人思考
[3869.813] 哀れな人の子: 最強だよ
[3870.149] 夢現: 独裁スイッチより万能やぞ
[3870.248] ゆち888: どこでもドアに何時間も並ぶことになるぞ
[3870.382] moririnn1103: こy
[3870.399] (S)sjindoa: たしかに
[3871.832] amqoh_: 確かに
[3871.839] (S)お手軽炊飯器: 何でもアリ
[3871.915] きのここ: こｙ
[3871.976] (S)tsuM6G1_: うん
[3872.065] (S)fuuuuuuuuzi: こわ
[3872.383] rato_reto: 怖いね
[3872.503] mikan_san: 気づいちまったか…
[3872.637] おしゃけのみさと: そう？
[3872.832] mirumiru_h: 何でもできるよな
[3873.106] sorakitune22: くそこyぞ
[3873.319] (S)tsuM6G1_: こy
[3873.511] pasu0517: もしもボックスで何するの？
[3873.905] YodoRa: 交通費浮くし早起きしなくて済む…
[3873.917] rato_reto: たしかに
[3874.094] potemashusyu: 確かに怖い
[3874.327] dokokara_dokomade: ほんとよ
[3874.563] ogu_0: 登録者増やそう
[3874.797] 燐だよ: たしかにな
[3875.038] rao25252: もうすでに、、、
[3875.093] アキレゐト: 全部怖いよ
[3875.658] (S)oli_liriri: なんでもできるよ
[3875.965] air_118: 深い
[3876.355] yubaharu: こy
[3877.142] hirunnkun: もしも 嫌いな人が全員消えたらとか
[3877.396] nairon_5102: こわい
[3877.621] (S)~MISSING_COMMENTER_INFO~: どこでもドアでお前ンチの冷蔵庫いけるやん
[3877.654] micham1206: どこでもドアもこえーわ
[3878.090] (S)kokeko815: radaoWakotu
[3878.116] や5: そうだよ
[3878.459] satera1147: ポケットでしょ
[3878.839] goma_nigiri: 怖
[3878.866] 846chan: もしもボックスなんでもできるからな
[3879.119] rato_reto: てか今かよ
[3879.430] (S)Yukimaru__31: こy
[3879.574] あるみ屋: こy
[3880.613] 白クマ: こy
[3880.757] shiki_maru: 悪用したらなんでもこｙのでは？
[3881.279] mikan_san: あ
[3881.663] Amatsu_103155: たしかに
[3881.938] いのりさん: 私以外私じゃないのー
[3882.072] ミドリ草: あれ怖いよ
[3882.265] towa0916: 考えるとほとんど怖いよ
[3882.363] (S)中のヒト: ぽまえのどこでもドアだからお金取ろうぜ
[3882.768] (S)レだん: もしもボックスは、並行世界に行くだけだから大丈夫
[3882.829] あしゅ_1127_: 怖い
[3882.829] tanaoji0709: こY
[3883.694] syubiru__: 1番現実的な道具ってなんだろ
[3883.899] ゆんちゃん〇: こy
[3884.052] きのここ: あ
[3884.117] ryokuhasan: 自分の存在も消せるしね
[3884.151] rioapr03: あ
[3884.344] yuui01: そういう映画ある
[3884.986] 46山羊: こy
[3885.012] ruchi_13: あ
[3885.081] wswsws3: あ
[3885.091] NORI25252: もしもボックスは自分が移動するだけ
[3885.403] dokokara_dokomade: あ
[3885.519] (S)nakihai556: こy
[3885.610] many7575: 「もしもらっだあが配信しなかｔｔら？」
[3886.373] (S)サノウラ: 世界単位の洗脳機だからね
[3886.377] アキレゐト: あ
[3886.582] (S)paddel063: とりもちって道具知ってる？
[3886.591] 砂ザトウ: 暗記パンは学生の味方
[3886.621] いのりさん: あ
[3886.818] (S)15milk_4517: こy
[3886.901] (S)~MISSING_COMMENTER_INFO~: あ...
[3886.938] rato_reto: え
[3887.084] (S)お手軽炊飯器: ほお
[3887.410] navyblue___: あ
[3887.507] 燐だよ: あ
[3887.721] (S)evolblackhole555: あ
[3887.781] (S)fuu_maru: こy
[3888.082] 塩漬けアップル: あ
[3888.560] たけのこ派: あ
[3888.715] kohana0d06: あ
[3888.941] pasu0517: 推しの家に行くわ
[3889.086] cheaperes: こｙ
[3889.213] (S)harugasaku: あ
[3889.420] (S)お手軽炊飯器: ｗｗｗｗ
[3889.453] もんじゃ焼きたべたい: あ
[3889.543] rato_reto: あ
[3889.555] (S)remiiiii_28: あ
[3889.562] (S)rigore_napoli: あ
[3889.610] nakizu3110: あ
[3889.642] (S)yanoneko11299: こy
[3889.768] (S)きっこまん: きづいた？
[3889.820] (S)fuu_maru: あ
[3889.890] hirunnkun: もしも視聴者が100万超えたら
[3889.900] (S)そおお: あ
[3890.037] 白クマ: あ
[3890.261] (S)レだん: あ、、
[3890.287] (S)なつおよ: 気づいた？
[3890.402] sorakitune22: 考えたらやめられない止まれない
[3890.761] (S)初菓: 謎の大男に…
[3890.947] おしゃけのみさと: 何言ってんだらっだぁはいつでもあれやで
[3890.977] tokoivu1125: こy
[3890.979] (S)sjindoa: あ
[3891.026] (S)oli_liriri: あ
[3891.174] ミドリ草: ifのことなんでも考えられるからね
[3891.323] (S)tsuM6G1_: あ
[3891.571] masic_master: ぼっち誕生日もなくすことできるんだよ？
[3891.655] amqoh_: こy
[3891.781] prpr_friedrice2: あ
[3891.791] (S)レだん: こy
[3892.144] あるみ屋: あ
[3892.190] tora25_22: 気付いちゃった
[3892.192] wswsws3: こｙ
[3892.369] (S)15milk_4517: あ
[3892.377] mugitixya: あ
[3892.385] (S)Yukimaru__31: あ
[3892.775] (S)yukii0913: 鳥肌たったわ
[3892.875] 2jqtpja: やめよ
[3892.889] アキレゐト: ぐへへ
[3892.996] はいどろ: ｷｬｱｱｱｱｱｱｱｱｱｱｱ
[3893.009] pasu0517: あ
[3893.155] yubaharu: あ
[3893.188] rato_reto: らだおー
[3893.365] みおん3078: ある意味なんでもできちゃうもんね
[3893.429] れぢくす: あ
[3893.930] (S)~MISSING_COMMENTER_INFO~: お前は知りすぎた
[3894.257] (S)howlin_0: 想像力豊かさん！？
[3894.326] (S)STu_mormot555: どこでもドアも一回バラバラになってる疑惑あるぞ
[3894.533] (S)tsuM6G1_: やめて
[3894.761] nagosaku: こｙ
[3894.801] 氷__: もしもボックスはホラーだった
[3894.854] あしゅ_1127_: あ
[3895.010] メープル羊: 悪用されたらおわり
[3895.060] kawaharaya: こわ
[3895.285] 846chan: 電話きたよ
[3895.575] rato_reto: かえってこーい
[3895.601] が_じゅ: ついにバレたか
[3895.667] maru_aoi: それポテト
[3895.754] (S)MORIYA_37: 気づいてしまった
[3895.763] ゆうもち: やべばれた
[3895.773] (S)うがら: あ
[3895.780] air_118: ほん怖
[3896.070] プラず: 深淵をのぞいたか？
[3896.659] (S)mokkun_fesiro: それエイリアンエイリアン
[3896.838] (S)kouam428: あくまのパスポートが一番いい
[3896.944] きのここ: おい
[3896.977] mr_hrt_: やると思った
[3897.096] や5: あ
[3897.162] 夢現: 揚げるな
[3897.250] (S)minto13579: ポテトあげるな
[3897.713] (S)お手軽炊飯器: ｗｗ
[3897.803] アキレゐト: ？？？
[3897.893] ゆち888: ポテトあがった？
[3898.080] (S)remiiiii_28: お前は誰だ！！
[3898.827] dokokara_dokomade: 美味しそう
[3898.895] (S)patorassyu_29: マックやめろ
[3899.057] 氷__: おいポテト
[3899.295] fuuchino: ポテト上げるな
[3899.530] (S)れなぽんぽん: ポテト
[3899.703] (S)サノウラ: 俺らが配信見てるのも洗脳か
[3899.726] YodoRa: あ
[3899.813] あるみ屋: やべ
[3899.857] seibutu08: お前のところにも行けるぞどこでもドア
[3899.973] (S)とうふですけど: 現実改変されてる
[3900.010] tanaoji0709: \ｷｬｰ/
[3900.074] 梨一: ポテト揚げるな
[3900.101] nagosaku: ポテト
[3900.223] hirunnkun: ポテトあげんなよ
[3900.249] kohana0d06: ポテト揚げんな
[3900.439] (S)jima922: よし、今度はお前か
[3900.448] amqoh_: それポテト
[3900.568] rioapr03: ポテト揚げるな
[3900.624] や5: おい
[3900.818] ゆち888: やると思った
[3900.862] さめまる_: やっと気づいたから
[3901.328] kawaharaya: ポテト
[3901.411] prpr_friedrice2: ばれた？
[3901.453] (S)yanoneko11299: ポテト？
[3901.505] syubiru__: こy
[3901.724] (S)レだん: ポテトあげんな
[3901.955] (S)sinahalo: ポテト揚がりました
[3901.964] 砂ザトウ: かえるな
[3902.109] mikan_san: そういえばなんでこんな配信見てんだ…？
[3902.154] rato_reto: マクドマクドｗ
[3902.222] いのりさん: ポテト
[3902.347] (S)デデヂデ: ポテト揚がった？！
[3902.382] goma_nigiri: 後ろに気配が……
[3902.388] k_taronosuke: マックのポテト
[3902.404] many7575: ポテトあげんな
[3902.426] tomatan773: ポテト揚げるな
[3902.646] yuui01: もしもボックスの映画あるよ
[3902.698] ogu_0: やると思った
[3902.716] mope716: ポテト揚げんな
[3902.930] (S)shiroro25g: こわい
[3902.943] miyazawasinpei: 🍟
[3902.985] おしゃけのみさと: 気づかれましたか
[3903.319] (S)~MISSING_COMMENTER_INFO~: こy
[3903.322] (S)synrio_4646: 俺は今
[3903.346] ヤクシャ: 君のような勘のいいガキは嫌いだよ
[3903.415] あきぬこ: 🍟
[3903.433] amcill: やっぱりや
[3903.510] yaaanagi_09: きづいた？
[3903.571] (S)なつおよ: ポテト揚げるな
[3903.671] 2jqtpja: マック
[3903.789] (S)バナナチ: 5G接続した？
[3903.795] (S)みそチョコ: それポテト
[3903.991] (S)oli_liriri: ポテト揚げるな
[3904.021] 白クマ: ポテト？
[3904.036] (S)星空くん: 揚がりました！
[3904.295] (S)momiju: 気づいたようだな
[3904.316] YodoRa: やべ、バレた
[3904.329] ruchi_13: ポテト揚がった？
[3904.424] chocominto_rin: マックさん？！？！
[3904.598] 哀れな人の子: ポテト揚げるな
[3904.644] ゆんちゃん〇: らっだぁクッションを近くに置いて寝てたらヨダレまみれにしちゃいました。ごめんなさい
[3904.715] sorakitune22: マック食べよ
[3904.835] (S)うがら: ポテトあげんな
[3904.971] (S)PEI_OwO_: きゃー
[3904.999] たけのこ派: マックポテトあげるな
[3905.012] itoido: ポテト挙がった
[3905.017] ruu_ha: おなか減ってきた
[3905.054] akiiroi: それちゃう
[3905.157] (S)ogapaka: ポテト揚げるな
[3905.402] 塩漬けアップル: かんのいいがきはきらいだ
[3905.755] 無銘3: やると思った
[3905.872] あおふろォ: いつぶり？
[3905.957] (S)yukinyanko926: ポテトあげるな
[3906.077] zusshin_sushi: 古くね？
[3906.224] りんごシャドー: ポテトあげるな
[3906.246] befehlmc: マック
[3906.309] (S)Yukimaru__31: 気づいちゃった気づいちゃったわーいわーい
[3906.518] Amatsu_103155: ポテト？
[3906.578] dokukinoco: ポテト揚げたてだな
[3906.580] (S)nakihai556: 腹減るからやめろ
[3906.673] nemulimuli: お腹空いた〜
[3906.753] 奏樹: 今北わこらだ
[3906.951] もぐつむり: ぺんちゃん逃がした？
[3906.959] (S)tsuM6G1_: ポテトwww
[3906.996] 燐だよ: それポティト
[3907.080] air_118: 揚げるなw
[3907.089] towa0916: ポテトあげるな
[3907.280] (S)ryo_ngz: 懐かしい
[3907.753] 守護神タナーカ1111世: ぽてと
[3907.761] atuono: radaoNayami
[3907.777] (S)evolblackhole555: ポテト揚げるな
[3907.837] べにじゃっかん: ！？
[3907.898] rato_reto: ポテト揚げるなｗ
[3907.904] (S)time_is_god84: ポテトあげるな
[3908.035] (S)よっしぃ37: エイリアン→ポテト
[3908.228] maki_0205: ちくわの穴覗いちゃったね
[3908.251] あしゅ_1127_: ポテト揚げんな
[3908.405] hirunnkun: マック好きだね〜
[3908.438] mugitixya: ポテトあげるな
[3908.463] あるみ屋: ポテト
[3908.671] や5: やると思った
[3908.900] きのお: きゃー
[3909.220] ふむふる: ポテトあげるなよ
[3909.250] (S)のせ太郎: ポテト揚げんな
[3909.687] (S)mari71ks: ポテト揚げるな
[3910.034] syubiru__: 今日ポテト食ったわ
[3910.093] _イオ_: 数年前のネタ引っ張ってくんな
[3910.254] suke0423: ポテトあげんな
[3910.712] NORI25252: お腹空くだろやめろ
[3910.793] (S)11ket: うーばー？
[3910.795] きのお: ！？
[3911.034] (S)MORIYA_37: 揚がるな
[3911.204] (S)和泉ぴけ: それすき
[3911.392] (S)Pantobox: ポテト揚がった？
[3911.589] ame_ume: ポテトやん
[3912.028] おしゃけのみさと: ポテト(╮╯◉╭)
[3912.175] (S)きなこもち46: ポテト
[3912.180] gascoigne1837: ポテト
[3912.284] prpr_friedrice2: それポテト
[3912.477] amcill: なつい
[3912.504] (S)湯とうふ: ポテト
[3912.669] syu_0317: 美味しく揚げました
[3912.674] mafuyu256: エイリアンがポテト揚げた？
[3912.738] (S)お手軽炊飯器: ポテトの匂いしてきた
[3913.079] tanaoji0709: ポテト揚げるな
[3913.355] (S)PEI_OwO_: それポテトな
[3913.390] fukomori99: どこでもドアでいくか
[3913.572] ゆんちゃん〇: ポテト食いたくなった
[3913.573] atuono: ポテト好きやん
[3913.921] iroKANA_10: それ飽きた
[3914.015] wswsws3: いったんだろ
[3914.148] (S)~MISSING_COMMENTER_INFO~: さよならっだぁ
[3914.266] (S)ri_1826: ポテト
[3914.391] しがー: ポテト
[3914.560] くろざき: ポテトじゃん
[3914.661] goma_nigiri: ポテト
[3914.778] (S)synrio_4646: 俺は今夢を見ている？
[3914.850] (S)minto13579: 行ったばっかやん
[3915.014] ama_iro_: ポテトやん
[3915.510] kiiroitori: ポテト揚げるな🍟
[3915.524] はむくんだお: パターン入った
[3915.706] みだいふく: マック
[3915.775] YodoRa: 🍟🍟🍟🍟🍟🍟
[3915.776] (S)tsuM6G1_: また？
[3915.876] toranoko_424: 2週間に１回は行きたい
[3915.990] (S)レだん: ポテトください
[3916.412] masaba014147: ポテト
[3916.633] はな0: それポテト
[3916.635] (S)remiiiii_28: 太るよ
[3916.651] nekomimi9696: ポテト
[3916.746] 守護神タナーカ1111世: 店長砂
