[30.205] okaka_iq200: おいす
[6181.058] だいこん_: ！？
[6181.489] たあぼ0126: あ
[6181.668] クラウド9: あ
[6183.084] あぱれる君: ありゃ
[6183.718] fbhjkl: WutFace
[6184.048] (S)mirin_melon: あれ
[6184.065] nikukuisugi333: あ
[6184.477] nyata1234: umeYay
[6184.613] ミジンコ隊長: あらあ 
[6185.035] ponponpon2121: あら
[6186.087] AceCaliberClass: rip
[6186.145] surop666: あら、きれちゃったのかな
[6186.375] grrgotyo: 残念
[6186.983] gularain: 調べ物する？？？？
[6187.266] TarTarsource_: ありゃ
[6189.115] hai626: BibleThump
[6190.491] nameless_774: 着地しらべる？
[6190.706] 蝉時雨: なんか最近ちょっとエラー多いよね
[6191.346] (S)chromavalue: あらら
[6192.590] TeKKeN88: what happened there??
[6194.448] Youhei6251: 着地キャンセル！！！！！！！
[6194.657] kiton_taichi: 調べ物は？
[6196.638] 成歩堂龍一スマブラ参戦: 最近多いよなあ回線落ち
[6196.956] tanaka_cyclone: 唐突すぎる
[6199.378] (S)hikarubundoki: 回線もセイした
[6203.903] Enpitsu213: ウメちゃん裏周り百鬼使ってぇ…
[6204.152] hal0302: 太陽フレアの仕業じゃあ・・・
[6204.454] hikky722: 人気過ぎるんだろな
[6206.407] 000105: 猫か？
[6208.836] おりっち: ごくまれにある
[6209.828] 千葉県おっさん: 斬空の調べもの
[6211.195] heinen1on: 最初ちょっと止まってたよね
[6221.125] avareinu: いろんな武器が
[6226.853] ha66yt1me7t7t: ｗｗｗｗｗｗ
[6229.829] TakeRow: 斬空はヒットさせたときだけ着地硬直がなくなりますね、ガード時、空振り時はないっす
[6230.265] (S)mirin_melon: さっき対戦中も少しラグが
[6231.998] gorogorogorn: 顔ｗ
[6232.249] nameless_774: 裏まわってスラつよそう
[6235.926] sanyokk784: 強で裏着地
[6236.139] 蝉時雨: 強百鬼が相手を通り越す
[6236.829] 千葉県おっさん: 下押さないでスラでしょ
[6238.178] (S)メロンパンを極めし者: 考えることが多くなってきて大変
[6241.477] 000105: ｾｲｾｲで頭がｾｲｾｲ
[6245.048] Youhei6251: ウメちゃんの美学に反さないのならバンバン使ってほしい
[6253.500] alice_in_jp: わーお
[6255.938] tsubameM: え
[6255.948] (S)marvolo6: へー
[6258.147] nameless_774: 新発見
[6258.418] (S)hamachi_x_kanpachi: ほんとだ！
[6258.431] (S)メロンパンを極めし者: うおおお
[6258.631] 千葉県おっさん: おー
[6258.837] hal0302: 隠し持ってた
[6259.329] Roxy_ovo: なるほど
[6259.683] oasis______: !!
[6260.396] chachachakoma: あｗ
[6261.056] あぱれる君: ほえええ
[6261.412] uncledoon: へー
[6262.010] gorogorogorn: バグじゃね
[6262.791] 日本語かな: ぜっーたいバグ
[6263.120] ぢょごぢゃん: やば
[6263.420] ha66yt1me7t7t: まじでしらんかった
[6263.673] tsubame5204: umeYay
[6263.786] avareinu: おっほほほ
[6264.646] deus_ex_machina88: おっほ
[6265.326] (S)mirin_melon: うほーｗ
[6265.441] flytaka: おおおおお
[6265.479] taiga424: おおお
[6266.300] ryunekosuke: まじかよ
[6267.568] tsubameM: えぐいもん持ってるな
[6267.582] ぢょごぢゃん: ばぐくせえ
[6267.634] sn0wf0x3: wwww
[6268.672] hiro925: 革命か？
[6269.823] lutz001: だめじゃね？
[6269.869] chocolat1234: LUL
[6270.326] 千葉県おっさん: 気付くのはえー
[6271.287] (S)chromavalue: へぇ～～～
[6272.953] クラウド9: すげぇ
[6273.040] 96473785: これは修正やろなあ
[6273.123] フリーファイター: インチキ
[6273.269] olka_kakuge: カプコンありがとーーーーー！
[6273.273] てべす1103: まーじか
[6273.575] chachachakoma: これやばくない？ｗ
[6274.200] ましゅダヨ: うおおおおおお
[6275.444] Youhei6251: 隠せ！隠せ！！
[6275.669] grrgotyo: これはよくないですよ！！
[6276.270] きょうまる00: バグっぽいけどね
[6276.504] (S)毒見ユッケ: 着地昇竜も出来んのか？
[6277.797] パンがなければパンはない: ５
[6278.381] (S)johndoe6523rp: 強百鬼降りと弱百鬼降りはノイズになる
[6278.651] あぱれる君: ずる！
[6279.453] むとぅ: あかんやつ
[6279.597] (S)drunkar621: セイ リストラ？
[6280.736] 吉田じんぎ: 着地関係はトレモの数字は大体おかしいから
[6281.414] 日本語かな: バグだろぉ
[6281.569] zyangara2: ﾋﾟﾔｧｰｰｰ
[6284.838] おりっち: ごめんウメちゃん俺は知ってた
[6287.981] nameless_774: デカキャラとかどうなるの
[6288.366] hifumi_poyo: 消せ消せ消せ
[6288.387] kiton_taichi: やっぱ斬空ってヤバい技だった
[6291.400] gorogorogorn: マリーザにもあったけど修正されたね
[6294.146] 000105: ダラスまでに直る...かな？
[6294.152] takarasann: いやこれみんなやってくる
[6294.359] kahaku91: 昔を思い出すな
[6297.525] Jeakfreet: ｗｗｗ
[6297.809] 蝉時雨: 強百鬼が相手通り越すの確認してみてくれない？
[6299.275] tsubameM: www
[6299.701] TarTarsource_: このアーカイブ消そう！
[6300.534] (S)marvolo6: 残空きついキャラ終了のお知らせ
[6301.105] flytaka: セイひざ
[6301.532] gularain: W
[6302.354] grrgotyo: 教えなさいよぉｗｗｗ
[6303.627] hikky722: 冷やし中華始めました。年1調整やめました
[6305.223] (S)hikarubundoki: 明日学校で話しちゃいそう
[6306.892] syagami: 隠していく
[6307.118] ましゅダヨ: どうして……
[6311.466] zyangara2: どうしてなんだい？
[6314.173] 日本語かな: 意図はなんなの？
[6315.205] ha66yt1me7t7t: みんなやるってことはトレモだけじゃないんだ
[6315.254] hifumi_poyo: 🤫
[6315.951] nameless_774: 大百鬼スラ
[6318.280] おりっち: 知ってると思ってたのに
[6320.307] (S)のまい: 裏切り者！
[6322.061] ひまんちゅ: ホウレンソウが出来ないリスナー
[6322.313] Youhei6251: 王に隠し事はいけませんよ
[6323.159] (S)めーーーぷる: umeNirami
[6324.782] ケンタウロスマン: この隠蔽者め！
[6325.478] sanyokk784: 着地も可
[6328.807] ミジンコ隊長: 🤫
[6329.949] エス123: クラスのみんなには内緒だよ
[6330.418] chachachakoma: カプコンさんウメちゃんがしってしまったよ・・・
[6330.550] 千葉県おっさん: これ悪さするよねー
[6331.841] avareinu: これつよいの
[6333.738] だいこん_: うわ
[6334.461] (S)新ころりん: 悪さできちゃう？
[6335.467] nameless_774: 着地のが高いか
[6338.126] たあぼ0126: このオサレbgmはどのシリーズ？
[6346.039] grrgotyo: えええええ
[6346.344] (S)marvolo6: 安定は大Ｋですか
[6348.164] (S)hamachi_x_kanpachi: まずい
[6349.690] Hiclere: フルコンはいるね
[6350.809] 日本語かな: ウル2のdjかな
[6352.403] avareinu: まずい
[6354.189] (M)gameinntwitch: ちなみにDJのスラ対空も弱と強の百鬼下着地にヤバいことになりがち
[6356.642] Youhei6251: 嘘でしょ？！
[6357.739] 蝉時雨: それは強K対空なんだっけ？エド側のやる事って
[6360.974] (S)drunkar621: シュートがなるおにマジレスされてたやつ
[6362.111] gorogorogorn: すぐ修正されるっしょ
[6365.701] (S)yoshida_hayo: これはいけませんねえ
[6367.080] ましゅダヨ: 年一調整無くなったの良かったね、運営もよく1年叩かれながら我慢したわ
[6377.619] たあぼ0126: ウル2なんだーありがとう
[6380.679] kiton_taichi: 強百鬼の裏周りはホンマのクソ技っす
[6382.459] (S)mirin_melon: アウトランの曲を思い出してしまう
[6382.835] 日本語かな: オーストラリアまでに間に合うか？
[6383.857] ましゅダヨ: ん？
[6386.349] ましゅダヨ: いてら
[6388.517] 千葉県おっさん: 地上戦やってていきなりこれ来たら無理でしょ
[6392.482] avareinu: お花摘
[6393.402] だいこん_: ぬーん
[6395.155] kuniyoshi8: ダラスに、、
[6395.943] sn0wf0x3: 阿修羅トイレ
[6396.978] (S)メロンパンを極めし者: 朧しにいった
[6398.447] klze: sorry for english
[6403.203] ひまんちゅ: ハーフパンツ履いてるのね
[6403.372] enzan_r99: ウメハラ、阿修羅閃空で移動
[6405.525] てべす1103: 朧トイレ
[6409.712] sashimisyouu: コアラと一緒のウメハラさんもみたい
[6414.204] 蝉時雨: 正直年1やめたのって別に悪い事じゃねぇのにやたら騒がれてたよね
[6414.371] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[6415.374] (S)hikarubundoki: 今度の調セイでセイ弱くなったらイヤだな
[6421.077] balthazar000: トイレのドアすり抜けるってこと？
[6423.305] はっぴー君: このBGMなんや
[6426.955] とめどなく与太郎: dasokuUgoku
[6427.960] (S)berny80: 大百鬼は自動対空持ちほど釣られてしまう
[6431.736] kiton_taichi: 大会出発前にも関わらず、ネタが豊富で凄いね
[6438.410] royrat8325: セイの悦びを知る
[6439.758] klze: but can you show certain situation where akumas  qcb+HP can be used to punish ive only really been able to use it to punish ex dp 
[6440.660] 日本語かな: ウル2のDJ（2回目）
[6441.840] おりっち: DJやでBGM
[6442.328] mememories_tv: Daigo parry
[6444.139] wrwig: 大会前にギリッギリ勝てる形になったか
[6444.575] (S)hikarubundoki: トイレ移動早い
[6457.006] (S)メロンパンを極めし者: せい すぅー
[6458.052] イエール: トイレ移動硬直がないと見た
[6467.019] illDamage: CarlSmile
[6477.667] ウッシーで埋めつくして: DinoDance
[6478.083] avareinu: トイレでスタンしてる説ある
[6478.256] kojira123: ウル2bgmオサレすぎる
[6479.269] balthazar000: 阿修羅終わりの硬直は腹具合次第
[6481.196] meimay0: トイレキャンセルはできないの？
[6482.780] suzan_star: 空中復帰後の着地に阿修羅投げ重ねって無し？
[6483.625] はっぴー君: あざすよく行くBARの曲にめっちゃ似てるわ
[6486.335] (S)hikarubundoki: トイレ移動早いから調整でナーフされるかも…
[6493.176] (S)marton_ss: KittyHype
[6497.161] sashimisyouu: トイレキャンセルはオムツでしょ
[6497.614] flytaka: トイレでセイ？
[6500.996] smile9104: DinoDance
[6501.255] とめどなく与太郎: dasokuUgoku
[6501.467] (S)メロンパンを極めし者: 1800Fのトイレ
[6501.689] イエール: トイレキャンセルしたらお着替えCAよ
[6502.012] エス123: DinoDance
[6507.880] なかしょう: 格ゲー中のトイレ移動は発生が遅い分、硬直は少なめ
[6510.333] (M)Moobot: That's a tad too many emotes, @仙ニーン (warning)
[6516.841] 日本語かな: DinoDance
[6518.154] aranami0: おかえり
[6519.973] donuts20231: DinoDance
[6520.063] illDamage: pumpumcityPotatoehead
[6524.060] (S)めーーーぷる: DinoDance
[6525.593] hiro925: おかえり
[6526.504] (S)johndoe6523rp: 豪鬼は端の柔道飛ばれたとき入れ替え出来ないんかな
[6541.545] Youhei6251: 今日だけでいくつ成長するんだよ、セイに着キャンに裏周りに
[6549.319] balthazar000: そんなにキャンセルしたいの？
[6550.637] 日本語かな: 教えてちょーだい
[6553.958] nameless_774: 裏周りはそうとううざい
[6557.493] hiro925: 豪鬼まだまだ掘れるなぁ
[6561.840] 蝉時雨: じんぎさんの入れ替え阿修羅投げめっちゃおもろかった
[6567.556] ミジンコ隊長: こわ
[6570.832] 日本語かな: シャイニングやんw
[6572.065] 千葉県おっさん: JPの絵なんだよ
[6574.377] Fkdso555: シャイニングJP
[6577.201] yasubewe: シャイニングｗ
[6582.108] lun__01: 亜空間覗き見
[6585.536] potocki1810: 何回聞いてもいい曲
[6586.486] avareinu: 豪鬼って技多いから色々見つかっていいね
[6589.490] dxacpnp: やはりJPは光だった
[6594.471] (S)ponponguripon: ちょっとめずらしいのきた
[6598.960] muck_339: JPとかセイに対処できないからおやつになりそう
[6606.569] イエール: ww
[6608.556] クラウド9: わろた
[6608.846] 日本語かな: ひてぇや
[6610.055] パンがなければパンはない: ジジイ
[6612.083] セミコ: 徘徊
[6613.270] sashimisyouu: おじいちゃん
[6613.465] TarTarsource_: まーた抜け出してー
[6613.887] (S)ponponguripon: 豪鬼って何歳？
[6615.511] 正港老字號金城武: here's JP
[6615.871] Kotatsu_nemuri: 着キャン発覚は大きいね～
[6617.107] atti_join: wwwwww
[6618.202] Youhei6251: ジジイvsジジイ
[6620.892] (S)marvolo6: めっきり見なくなったおじいちゃん
[6621.654] kojira123: キャミィbgmからのジジイ対面
[6622.805] イエール: ｶｲｺﾞｰ!
[6624.073] syagami: 老人バトル
[6628.310] (S)johndoe6523rp: しゃがみ大Pキャンセル百鬼とかで入れ替え阻止出来ないかな？
[6628.510] h1rosh1_grn: 豪鬼もなかなかやろ
[6629.260] 吉田じんぎ: 昔のワシはブイブイ言わせてたんやでぇ
[6629.475] lun__01: ナーフ(老化)したJP
[6636.368] sashimisyouu: 夕ご飯たべたよね？おじいちゃん
[6637.430] syagami: 老人つえーぞ
[6638.505] ましゅダヨ: おじいちゃんからおじいちゃんへ
[6640.039] kuniyoshi8: こんな暴れるおじいちゃん嫌だわｗｗ
[6647.255] hojihojidx: 着地キャンセルってpvの時点でOD斬空ラッシュで着地硬直ゼロじゃなかった？
[6647.768] パンがなければパンはない: （介護経験あり）
[6651.500] Youhei6251: 豪鬼は2Xの時に48歳（ムック情報）
[6659.389] mako6912: 杖持って暴れるじじい
[6663.590] (S)メロンパンを極めし者: おじいちゃん ご飯は昨日食べたでしょう
[6665.672] hifumi_poyo: ここ好き
[6674.123] kusogekun: こんなデカくて筋肉ムキムキなのに杖持ったじいさん
[6675.104] mimiprettybot: ５０万ドルのご飯は去年食べたでしょ！！！！
[6682.123] nameless_774: セイ！
[6688.239] sasamin_5397: おー
[6691.484] sn0wf0x3: おおー
[6691.619] kiton_taichi: かっけぇ
[6693.372] tanaka_cyclone: うめぇ
[6693.570] Youhei6251: かっけーーー
[6698.945] aiukake: 自分の手を汚さないための杖
[6700.749] (S)chromavalue: かっこE
[6702.032] 日本語かな: おじいちゃん、強かったのは去年でしょ！
[6706.370] イエール: umeYay
[6711.875] smile9104: いてー
[6721.559] aiukake: そういやSA3で唯一手を使ってるか
[6724.138] miruujyu: お、おじいちゃん？？
[6730.771] royrat8325: JPは2番目に稼いだキャラ？
[6737.703] udonsan11: あ、レジェンドにさくっと戻ってる。流石やわー
[6743.246] lun__01: 当たりやすく調整したんじゃなかった？
[6749.174] (S)hikarubundoki: ノンデリロボ「おじいちゃんなんだから戦わなければいいのに…」🤖
[6750.946] nameless_774: リターンたっけ
[6774.782] 日本語かな: 🎷 
[6790.716] aiukake: どのプロも豪鬼安定しないっぽいすね
[6791.605] (S)メロンパンを極めし者: せいで消した！
[6793.333] 蝉時雨: JPの朧は潰すと
[6794.503] muck_339: セイでけん制しての弾おつよい…
[6809.968] イエール: ww
[6811.123] たくぉ: うまい
[6811.341] 千葉県おっさん: 新しいおもちゃ発動
[6818.847] Youhei6251: ツェペリ男爵？！
[6818.981] (S)berny80: 豪鬼はSFLはまだいいとしてトーナメントは特に安定しなさそう
[6819.472] 吉田じんぎ: やはりアホ
[6831.496] hafizimohdrosli: ケンと遊ぶ
[6840.458] febvfea: jpって弱キャラになったの？
[6843.132] aiukake: サプレッサ～
[6847.226] (S)chromavalue: でかーい
[6849.473] 吉田じんぎ: 全然強い
[6849.752] イエール: ごちん
[6853.632] 千葉県おっさん: どっかで見た光景
[6855.114] 日本語かな: 全然弱キャラではない
[6863.946] お兄ちゃんお姉ちゃん: 弱キャラにはなってないけど豪鬼と戦うのはきつそう
[6865.360] muck_339: 前よりは暴れなくなったかなぁ
[6872.403] オワオワタ: 5強から落ちたってだけじゃね
[6886.474] 蝉時雨: ガイルとかに出すのは良いよね？多分
[6893.444] はっぴー君: 対策してない奴には強いからなどっちみち
[6902.676] akichi018: 火力下がってダブルインパクト取られたからなぁ
[6902.720] hiro925: ガイル用になるかもな
[6907.007] aiukake: 色々コンボが安くなってるんよな
[6924.112] guilegairu: それつよ！
[6926.441] kiton_taichi: やっば
[6928.694] SleepShiva: 元々が高すぎたんだろ
[6931.767] (S)chromavalue: 効くぅ
[6933.631] 蝉時雨: いや、サプレッサー良いねぇ
[6949.035] イエール: んぎー
[6953.603] kyuubi4693: インパクト
[6956.177] (S)メロンパンを極めし者: おーし
[6962.967] akichi018: 上のがなかったらインパクトなんだけど
[6965.376] hifumi_poyo: ﾁｭﾋﾟｰﾝ
[6967.834] Youhei6251: 握りっぺ一閃！
[6970.221] ミジンコ隊長: これかっこよ
[6975.469] aiukake: 設置されてたら３ヒットでインパクト割れちゃう
[6991.993] junichitanaka: アメリカへは豪おにぎり🍙で行く感じです？
[6995.122] kyuubi4693: もう一回パリィか
[7002.491] pepepe393: おにぎりだよ
[7009.888] イエール: 豪鬼の握りっぺなら小動物くらいは絶命しそうよな
[7014.857] 再度落選の大統領マルモリ: ひええ
[7015.108] oasis______: nice!!
[7017.750] diego_ohunabara: umeYay
[7018.736] tsubame5204: umeYay
[7018.899] guilegairu: ほっほーー
[7019.031] junichitanaka: おにぎりなんだーあざます！
[7019.520] Hiclere: なんそれつっよ
[7021.745] Fkdso555: 百鬼P！
[7021.778] lun__01: それいいね
[7021.950] kiton_taichi: こええ
[7024.711] (S)メロンパンを極めし者: ちょっぷ一閃
[7025.135] meigasu213: それえぐいなぁ
[7029.552] Youhei6251: 嫌らしい百鬼Pだなぁ
[7032.091] (S)kanvf: 速報で百鬼着地はおそらくフレーム表記通りである模様です
[7039.649] aiukake: さすがにJP相手は有利だな
[7040.469] 仙ニーン: 王のチョップ
[7044.100] (S)chromavalue: お、速報だ
[7045.567] avareinu: おにぎりは禊連打で最強よ
[7051.303] teaeuaunofune: リバスピやん
[7052.981] (S)新ころりん: kan兄速報
[7057.061] nyata1234: リーサルだけじゃ無くてチョップ使えそうだけどなあ
[7067.093] 吉田じんぎ: 百鬼フェイントは着地硬直ないしな
[7076.023] dystopita: あんなん＋４の百官落としみたいなもんや
[7076.468] イエール: 信頼感のある速報
[7088.209] 仙ニーン: おかわりぃー⁉️ 
[7090.264] 吉田じんぎ: 投げシケみてkできたら理想よなぁ
[7092.592] のぶとも: 斧があればよかったのに
[7100.947] (S)chromavalue: 豪鬼は最後攻めと心中できそうだ
[7106.742] y_proto: 空中技のフレームが表示されないとかいうアレのせいかな
[7106.969] nyata1234: かずのこは使い過ぎてたけど、それでも有用そうだったよ
[7107.618] lobelia_c: 前に出る計はいけそう。きゃみいとか？
[7108.293] 蝉時雨: けつに比べてチョップは技として素晴らしい
[7115.960] guilegairu: 上にいくサプレッサーみたいな感じか
[7116.085] (S)marvolo6: ラッシュ2小Kが中Kつながるから結構ありだと思う
[7116.811] pakorepukins: キャミィさん
[7117.319] aiukake: かじゅとしゅーとが厨房擦りしてる
[7119.614] une3333: 投げシケ見てkはなるほど
[7144.510] tabibitox: セイの数を数えろ
[7148.834] muck_339: じゃあ斧に負けますよ
[7151.939] lobelia_c: グングニール
[7151.951] のぶとも: 斧は？
[7152.536] 体調不良は背中をほぐせ: セイボルグ
[7153.104] (S)mirin_melon: ｗ
[7154.364] pakorepukins: 斧でぶっ壊そう
[7154.620] (S)新ころりん: 斧槍
[7155.374] kiton_taichi: 斧ではなく槍
[7155.480] v_harumi_v: 槍！！！！
[7156.926] dj0d4y4k4: 斧どこ？
[7157.144] 天然ベニテングダケ: グングニル
[7158.713] guilegairu: SFL豪鬼何体になるかな。。。
[7158.909] sashimisyouu: 斧をみせてく
[7158.937] Eigyotyu440: グングニルか
[7159.811] warotyphoon: セイボルグ草
[7160.204] ましゅダヨ: www
[7160.505] smile9104: 斧どれだよ！
[7160.642] Hiclere: 初代ガイル？！
[7160.783] kahaku91: スピアマン
[7161.571] tabibitox: 斧派のウメちゃん・・・
[7162.079] kitkit3: 斧は草
[7163.421] マジでラブ恋愛中: 斧じゃないのか・・・
[7163.457] avareinu: じゃあ弱いやん、、、
[7163.946] mart_00_: 斧ではない…
[7164.273] nyata1234: 斧もあるじゃん、チョップしよ
[7164.629] v_harumi_v: レオニダスかな？
[7165.570] one596: 魔槍がガイルじゃなくこっちに付いてたか
[7165.670] fbhjkl: 裂槍脚
[7165.819] 仙ニーン: 足槍
[7166.099] ましゅダヨ: ここは斧で
[7166.518] SleepShiva: あの斧よりも強い？
[7167.327] (S)ganaha5757: 槍使うウメちゃん見たくなかったよ・・・
[7168.115] ゴリゴリのゴリ: 槍ということは最強ですね
[7168.980] (S)メロンパンを極めし者: 突然のチョップもくる
[7169.319] (S)chromavalue: 槍で萎えないで
[7173.651] dai920san: 聖剣の本田、魔槍の豪鬼
[7178.504] シャンウー: やっぱり槍が最強
[7180.856] (S)hikarubundoki: 今日だけでグングニルと、セイグニル獲得
[7181.048] ましゅダヨ: そこに斧チョップがあるやろ？
[7181.725] mart_00_: 斧どれ？
[7182.211] ilmeria: 斧もほしい
[7183.320] (S)新ころりん: うーん
[7184.584] だいこん_: あの、前中Kの名前「烈槍脚」です
[7185.268] 千葉県おっさん: 【悲報】豪鬼ヤリ使いだった
[7185.368] guilegairu: つんよっ
[7185.894] (S)メロンパンを極めし者: ナイス！
[7186.903] kiton_taichi: へっる
[7186.971] 霧月むげつ: 斧より強いと論破されてた例の槍
[7187.583] muck_339: 斧より槍の時代ですよ
[7187.923] warotyphoon: ケンガンオメガの序盤に前蹴りの人おったな
[7192.294] kiton_taichi: グングニル
[7192.776] おまきん: いくんやw
[7193.565] (S)marton_ss: 金剛が斧？
[7194.271] surop666: ｗｗｗｗ
[7196.094] aiukake: 端の金剛のイカれ火力
[7196.242] Youhei6251: 今、1ラウンドで7回セイ打ちました
[7196.800] v_harumi_v: 槍ーーー！！！
[7197.349] のぶとも: 本当に槍なのおもろいw
[7205.243] (S)新ころりん: 斧派ウメハラ 槍を使う
[7208.026] でかちゃん: 槍使いになった
[7209.624] ましゅダヨ: 突然叫んでみる、槍ー！！
[7212.657] ましゅダヨ: こわいです
[7214.882] smile9104: 槍マン
[7216.980] (S)ganaha5757: 槍マン
[7220.704] warotyphoon: 槍マンはまずいですよ
[7220.739] n_kudoh: 斧の方が強いから
[7220.889] dystopita: ロックマンのボスか？
[7220.891] (S)毒見ユッケ: 慢心が見え隠れする
[7221.029] light_hight: バンブースピア
[7221.046] necomuraneco: げんちとったぁ
[7221.534] oasis______: say it
[7221.593] 千葉県おっさん: 斧はないのか！？
[7223.342] さくらでんぶ: セイセイ
[7223.422] ponponpon2121: アロー対槍
[7223.908] (S)hikarubundoki: セイマン
[7224.041] モギタマ: 豪鬼が槍振り回したらそりゃ強いよな
[7224.450] deus_ex_machina88: セイセイセイ
[7224.575] tabibitox: なっが
[7224.682] kansyasimasu3: 斧ならなぁ
[7224.827] あぱれる君: ｗ
[7225.322] guilegairu: せいっせいっ！
[7227.546] riff_junker: ウメランス
[7227.606] lobelia_c: エアロビクスやめてな
[7227.720] kitkit3: ｗ
[7228.045] (S)nakao1976: 脱斧
[7228.349] dai920san: ダイゴザスピアマン
[7229.222] ponponpon2121: w
[7229.426] aki_pooh: せいせい
[7229.458] lun__01: Say Say
[7230.066] だいこん_: 草
[7230.365] pakorepukins: セイ！セイ！
[7230.734] Jam10505: セイシコ！
[7230.777] (S)メロンパンを極めし者: せいせいｗ
[7230.783] moricocoa: さすがに？
[7230.839] one596: クソすぎるw
[7230.980] avareinu: これで手に斧持てば斧と槍の両刀ってこと？
[7231.211] dyechi: ｾｲｾｲ
[7232.897] mart_00_: 斧を裏切ったな
[7233.646] rdstus: やりすぎｗ
[7233.841] 霧月むげつ: 連続で振ってるとあっち行けキックにしか思えねぇｗ
[7234.803] nihera88: 槍堕ちしちゃった
[7234.975] (S)新ころりん: エアロビクスやめろｗ
[7235.189] ましゅダヨ: セイセイフー
[7235.695] おまきん: セイセイ
[7235.993] muck_339: 東大式
[7236.249] (S)noriyuki3: 向こうの槍のほうがなげぇ
[7239.913] toro0524: せい！（槍）
[7240.582] mamamamatsu: めちゃくちゃ振ってるw
[7240.660] Youhei6251: 槍といえばかずのこ
[7241.050] ましゅダヨ: ドンダケセイセイ
[7242.355] 蝉時雨: ガイルの中足もグングニル やはり梅原は槍使い
[7243.532] (S)chromavalue: キャミィは大鎌ってわけ
[7244.482] warotyphoon: 斧どれ？
[7248.436] aiukake: セイ！
[7249.480] 吉田じんぎ: 全体30技パカパカから打ってるのわらう
[7253.089] oasis______: say it say it
[7253.375] (S)hikarubundoki: 豪鬼セイ連発しすぎて、足痩せそう
[7254.178] muck_339: 相手もインパクトでワンチャン狙い始めてる……ｗ
[7254.406] ponponpon2121: ｗｗｗｗｗ
[7255.189] 霧月むげつ: 草
[7257.425] flytaka: wwwww
[7257.883] 日本語かな: w
[7258.596] aruch_22: セイセイ時々波動
[7258.609] aki_pooh: ！？
[7259.805] ましゅダヨ: wwww
[7260.279] pakorepukins: 笑うわｗ
[7261.167] akichi018: 裂槍脚って名前なんだな
[7261.198] kitkit3: 笑わすなやｗ
[7261.746] guilegairu: 舐めプやんｗ
[7262.547] lobelia_c: あしが攣りそうな蹴り
[7264.935] ましゅダヨ: 寄生wwww
[7265.388] suzan_star: 中国語出た？
[7267.798] syagami: なんて？
[7268.263] tabibitox: まぁとんおりには弱いなｗ
[7269.203] (S)chromavalue: 怒られた
[7273.984] pakorepukins: ﾂｺﾄｺﾂｺﾄｺ
[7274.378] flytaka: ダルシム？？
[7275.187] 日本語かな: コパ立ち中Kえらい
[7275.502] one596: 魔槍の実験台にされるマスターキャミィ
[7276.170] warotyphoon: レイザーラモンHGぐらいセイセイ言ってる
[7276.220] (S)新ころりん: seiの先端を当てたい
[7276.264] momomon_y: つことこー
[7279.211] zyangara2: せやせや
[7279.861] nyata1234: かまへんかまへん
[7282.178] 軽く捻るか: つこときましょ
[7283.923] ましゅダヨ: つことこ！
[7286.695] ppns123: 感謝のセイ
[7286.853] aiukake: 槍ますねぇ
[7288.994] のぶとも: 槍だけに…？
[7289.074] kojira123: ウメハラの姿か...これが...?
[7289.937] hikky722: ただなら使とこええんや！
[7289.977] masashizaki: やりますねぇ
[7290.702] dj0d4y4k4: 槍だけにね
[7290.779] one596: やりますねぇですか
[7291.966] 日本語かな: 槍ますねぇ
[7292.342] 千葉県おっさん: こんな使い方してたら絶対修正食らうでしょ
[7294.066] guilegairu: キャミー戦でこれやるやつ増えそうｗ
[7300.986] sashimisyouu: やりだけにね
[7303.373] oasis______: say it
[7304.205] neon_d99: そういや金剛灼火パニカンから瞬獄が繋がって鬼減りらしいね
[7304.470] (S)新ころりん: セイッ
[7305.581] aiukake: セイ！！！
[7305.931] マジでラブ恋愛中: やりつよ
[7306.098] Goodwisp: スト５なめたろうの再来
[7306.705] guilegairu: ひどいｗｗｗｗ
[7306.767] ponponpon2121: セイ！
[7306.858] surop666: 槍ぃ
[7307.569] pakorepukins: セイ勝ち
[7307.849] (S)メロンパンを極めし者: せいおー！
[7308.823] lun__01: セイフィニッシュ
[7309.291] avareinu: 槍ぃ
[7309.868] あさご: せいっ
[7311.621] flytaka: せい！
[7312.258] だいこん_: 仕上げはセイ
[7317.966] light_hight: セイセイセーイ
[7318.052] kiton_taichi: 豪鬼は槍使いだった…？
[7318.941] scottiever07: セイセイセイッ
[7319.138] (S)毒見ユッケ: 貫いたね
[7321.084] nihera88: say！
[7322.744] aki_pooh: 洗練されたセイ
[7323.756] 日本語かな: 普通にノーマルストが出始めに潰されやすくなってるのもデカい
[7325.559] avareinu: セイだけでどんだけダメージ奪ってんだ
[7326.565] 吉田じんぎ: 斧は！？斧はないんですか？！
[7328.190] pakorepukins: セイハラ
[7329.448] (S)メロンパンを極めし者: せいで止まる！
[7329.844] ましゅダヨ: 刺さってるw
[7330.009] warotyphoon: これボイス無くすだけで印象良くなるだろ
[7334.149] ppns123: ここでセイをひとつまみ
[7341.253] (S)9z_Ryu: 槍徳か
[7344.032] ゆるおじさん: これがリターンセイッ
[7347.746] (S)メロンパンを極めし者: オアー
[7354.668] (S)noriyuki3: やるなあw
[7354.734] ponponpon2121: ｗｗｗｗ
[7354.973] aiukake: ｗｗｗ
[7356.186] surop666: ｗｗｗ
[7356.287] aki_pooh: w
