[24.164] トイメン: うぃーす
[6725.813] (S)見るぞ: 草
[6725.917] kasumiasano: 人気コンテンツやん
[6726.955] harunan808: 草
[6730.206] (S)dook_dokidoki: 非情狡猾
[6730.922] hamham9999: PS5勢って実質ハンデくらってるみたいなもんか
[6731.166] (S)daemon_hand: daemon_hand subscribed at Tier 1. They've subscribed for 8 months! 
[6731.243] (S)ユキゆき: ほんまに？www
[6732.365] (S)Earthsea1122: naru04Doku
[6733.341] 焼き菓子: 大人気w
[6735.305] 0reimei0: 鳴王
[6735.382] (S)takumaru23: 大人気コンテンツ
[6737.544] duver5754: 覇権
[6738.625] bbbbbddddd7: ps5と感覚そんな違うの？
[6739.039] Undori: 嗚呼～非常狡猾～～～
[6740.398] roziurara: なるお王国も近いな
[6744.047] ~MISSING_COMMENTER_INFO~: 中国非常人気
[6744.677] milkhunter0721: ワンチャンようつべ切り抜きより再生数多そう
[6745.421] ライム_: 中国勢も見てますね
[6746.743] kt_0910: 中国にもひかくりにいが居たんだな
[6747.392] (S)lil_ozi_vert_: ビリビリ一本のが儲かるまである
[6747.478] (S)見るぞ: 中華覇権佐藤成
[6747.561] comment3: ツイッチも中国語のスト6配信増えたよな
[6749.952] (S)gazesd: ジェイミー需要さいっきょ
[6750.176] 芋顕微: 本当にたくさんあがっててわろた
[6750.386] u_lunch: 非常狡猾鳴王
[6750.440] gyosan: チャイナマネー見えてきたな
[6750.873] akykan: 中国いったらvip待遇か
[6751.874] hamham9999: 非常狡猾
[6752.198] (S)四十八手権左衛門: なるお大好狡猾飲酒
[6755.610] (S)ｸﾛﾛロ: たかひろう subscribed with Prime. 
[6757.906] (S)はせちん: こんばんは〜
[6759.851] (S)kiryuu27: 中国圏ってジェイミー人気なの？
[6766.902] n242f45aa: CC出場者の勝ち〜
[6769.668] (S)やくりのやっさん: なんぞそれｗ
[6770.959] jackpot_jp: さすがに？
[6775.118] sndkzfm1: 春麗とジェイミーは人気だろうなぁ
[6775.166] ken_the_dawg: 無職単独父鳴王
[6777.051] (S)MasudaTheMenace: 1Pだからしゃーない
[6777.327] Deaxxaed: 十分狡猾
[6777.568] (S)見るぞ: 中華圏はかなりジェイミー人気っすね
[6779.752] roziurara: リバサ劣化王
[6779.876] oreyuta: 日本もホンダとリュウ人気じゃん？
[6783.693] みはる_雨月: しんだ、は禁止しておかないと
[6787.338] reales200: 辮髪が逆にいいのかね
[6791.357] (S)MasudaTheMenace: 海外勢のプレイは日本の尺度では測れない
[6791.677] (S)がすいんニキ: 癖あるルークだったねー
[6792.067] サカザキ: 海外勢は変わったプレイするよね
[6792.229] (S)やくりのやっさん: 本田とリュウが人気…？
[6793.085] hamham9999: 中国キャラどっちも人気だよな(日本人キャラ…)
[6796.342] (S)ブラッドピュット: ついて来いよ
[6796.540] (S)dook_dokidoki: 日本で本田が人気みたいなものか
[6796.662] TROI_Just: てかこれでルーザーズだもんなｗ
[6796.867] (S)daemon_hand: 癖あり
[6797.328] うらうら: なるちゃんおざす
[6797.886] ~MISSING_COMMENTER_INFO~: セットプレイキャラが人気ある
[6806.316] ~MISSING_COMMENTER_INFO~: 香港だよ
[6807.591] wacky0000: 日本人に本田とリュウも人気ですよね！
[6807.836] sndkzfm1: ブランカはブラジル人に人気無い
[6810.675] (S)ctama999: でてないときもあります
[6811.799] (S)すじゃーた: 2400みたいよお
[6813.354] yakisobadaisuki: 日本圏でリュウは人気なのかい？
[6816.414] ぱすカル: パなしがでないのはまずい
[6825.864] (S)4tap_py: ブラジルはDJ？？
[6827.566] ~MISSING_COMMENTER_INFO~: リュウは普通に人気あるでしょ、顔だぞ
[6827.845] sndkzfm1: リュウ人気だよ
[6828.898] (S)見るぞ: 中国は特に自国のキャラで見た目いいと無条件で人気出るらしい
[6830.413] sirin_1206: 本田は？
[6832.093] ライム_: ん？んー
[6832.645] ~MISSING_COMMENTER_INFO~: ブラジルはブランカ
[6833.800] びーさん_: 使用率めっちゃ高いよリュウ
[6834.558] 敷地: 本田も大人気です
[6835.773] duver5754: ハカンは？
[6836.153] (S)くらげ1030: まーた
[6836.393] hamham9999: M いくか？
[6837.025] 焼き菓子: リュウ人気なんだ
[6839.978] サカザキ: 韓国も韓国キャラ人気なイメージ
[6840.410] sndkzfm1: リュウの使用率2位だからな…
[6841.669] yakka9669: 15連勝してたけどそれぐらいで優勝？
[6842.410] (S)MasudaTheMenace: 本田涙目
[6844.423] kasumiasano: 人気は本当にあるよ使用率高いし。勝率は見るな
[6844.632] oreyuta: ホンダもみんな口々に話題出す人気者じゃん
[6844.834] (S)daemon_hand: リュウ大人気やね
[6846.102] koubasimugitya: いやリュウの強さ考えたらバカほど使用人口多いっす
[6846.605] hamham9999: タカシ
[6851.258] (S)のうみそきんにくん: しかも同じ人で草
[6852.180] Deaxxaed: たかし
[6853.752] たなかぜいりしじむしょ: 中国人のりゅうめちゃぱなしてくるイメージ
[6856.705] (S)成歩堂龍一スマブラ参戦: キャラ人気なら日本のスト6同人現状8割ジェイミーなんで中国に敗けてねえっす
[6859.135] ~MISSING_COMMENTER_INFO~: ストリートファイター1から5までを支え続けたキャラだぞ
[6867.557] TROI_Just: リュウって世界でも人気なのかな？
[6869.792] 仙波さくら: とりあえずリュウみたいな人もいるしね
[6869.970] (S)zutsukiel38b: 本田は中国どころか世界中で愛されてるしみんなを笑顔にするからね
[6872.236] sndkzfm1: 韓国はファラン人気あるしな
[6873.033] のッく: リュウは強さの割に人気
[6875.767] (S)見るぞ: リュウはさすがにガチ人気っす
[6877.243] びーさん_: くしくもね
[6878.852] (S)dook_dokidoki: く
[6880.814] (S)すじゃーた: くしくも ね
[6881.989] (S)Brokenface_Decoy: 奇しくも
[6882.296] kasumiasano: くしくも、な？
[6882.467] ライム_: 奇しくも
[6883.169] peruperu4558: く
[6883.429] (S)くらげ1030: ユニクロのリュウTシャツマジで良かった
[6883.765] 鷹爪三角脚: スペックｗ
[6886.958] hamham9999: 豪鬼って日本人なん？
[6887.209] numada_d_end: 奇（き）しくも
[6887.823] さいそん: きしくｗｗｗｗｗｗ
[6889.293] judicialscrivener: 本田が笑顔にするのは竹中直人だけ
[6889.463] duver5754: 奇しくも
[6892.640] leliel_00: きしくは相手の名前な
[6893.143] nivelkute: きしくもマジ？
[6894.978] johndoe6523rp: アメリカはガイルとバイソンが人気。
[6897.825] びーさん_: 解説は日本語力いるぞ
[6898.250] (S)gazesd: naru04ATM
[6902.424] (S)hiroumi_sea: 解説だいじょうぶそう？
[6903.340] (S)Brokenface_Decoy: 実況頑張ってな
[6905.274] hinatazaka46_hinanoosi: く し くも です
[6908.606] (S)なかもとちゃん_: 240 raiders from なかもとちゃんです have joined! 
[6909.914] hamham9999: き、奇しくも
[6914.602] (S)がすいんニキ: パイプにぃだよ
[6914.810] manul_neko_suki: ひよこじゃないっピ？
[6917.181] いつほし: なかやんありがとー！
[6917.799] (S)Brokenface_Decoy: たはは……
[6918.229] ~MISSING_COMMENTER_INFO~: なかもとちゃんじゃん
[6918.544] yakisobadaisuki: なかやんありがとー
[6920.625] (S)毒見ユッケ: x41futUouo
[6921.295] (S)そあ1524: x41futUouo
[6922.319] 敷地: ふとんネキありがとー
[6924.404] おひで: 5はコーディだった人かな
[6924.915] (S)hiroumi_sea: お、なかやんだ
[6925.095] (S)4tap_py: なかやんありがとーう！
[6925.150] (S)04popoo: なかやんありがとう〜
[6925.581] しみずでら: 多分あってる
[6927.992] とぺくん: x41futNadenade
[6929.231] 焼き菓子: なかやーん
[6932.372] (S)見るぞ: なかやんありがと〜〜〜
[6933.838] 仙波さくら: なかやんありがと〜！
[6936.512] toripaitan7: 相手のジェイミー酒ゼロの時の血色悪すぎる
[6939.341] (S)Chabosuke: なかやんから 
[6939.947] pochiyonee: x41futUouo
[6940.011] nekome321: なかやん上手くなってたねーー
[6940.820] (S)lovepeace369: きすけだのTSKだのkskだの…
[6942.032] (S)毒見ユッケ: おいなるお、吸ってるタバコの銘柄教えてくれ
[6942.239] (S)亞ゼファー亞: 2.5.次元から来ました 
[6943.210] yakisobadaisuki: なかやんもevoj出るんだよね
[6945.705] duver5754: プロチーム入ろうなかやん
[6946.485] hamham9999: なかやんもJいくんだ
[6951.388] (S)見るぞ: なかやん倉持由香とEVOJで会うらしいよ
[6951.489] Youhei6251: 喋りすぎて声カスカスになったらしい
[6953.936] yuki_aion_aion: おうけい
[6954.420] 岢岢: kakeru8Nadenade
[6960.419] (S)亞ゼファー亞: 何ミリ？
[6964.045] ~MISSING_COMMENTER_INFO~: 普通過ぎるな
[6966.656] (S)毒見ユッケ: ゼビウスのプルームX?
[6966.845] roziurara: 青いやつよ
[6972.059] Deaxxaed: wｗ
[6973.366] cobalt_006: うおおおおお
[6973.459] (S)dook_dokidoki: おいおいおいおい
[6973.532] ~MISSING_COMMENTER_INFO~: え
[6974.679] サカザキ: ほーん
[6975.276] nivelkute: 17なんだよなあ・・・
[6975.688] (S)そあ1524: あんの！？
[6975.903] とぺくん: 風邪引いて病み上がり
[6977.578] (S)がすいんニキ: えっど
[6977.838] (S)04popoo: グラビアスカウトか！？
[6978.179] (S)hiroumi_sea: ﾑｯﾎﾎ
[6978.260] roziurara: へ？
[6978.301] (S)今日も配信: なかやんはなかあしにぃにコーチングしてもらってたよ
[6978.542] LanfanV5: ムムムッ！
[6979.396] milkhunter0721: グラビア興奮おじさんきっつ
[6980.210] ライム_: なかやんの前ステ通るか？？
[6980.564] tri_alle: プルームなんや
[6981.011] (S)道蔭: EVOで！？
[6981.892] (S)MasudaTheMenace: 倉持のチーム狙ってる？
[6983.089] roziurara: ケツの？
[6983.486] Time_K: G-STARコネコネ？
[6984.040] (S)雑食: おいおいおいおいおいおいおいおいおい
[6984.315] tonikha: ほほーう
[6984.417] yas_san83: コンボできるリュウに心折られてた
[6985.136] yu__pagoda: ほう、いいですね
[6985.148] feel2525: えっろ
[6986.768] shoshinshaaa: ほう・・・・
[6986.866] 桂歌丸: 倉持に潰される
[6989.733] ろぼたん: 右手準備しますかっと
[6990.658] onyancoscratch: じすたげに？
[6992.013] yuki_aion_aion: 擦り寄るらしい
[6993.778] マコーレタカラ: なかやん１７歳なのに大卒らしい
[6994.364] duver5754: 17歳グラビア
[6994.597] hamham9999: なるお 動画たのむ
[6994.797] selionb: グラビアの解説してくれ
[6995.929] johndoe6523rp: いい歳こいてグラビアです、か
[6997.223] (S)如月左衛門: その話一枚かませてくれよ
[6998.929] 仙波さくら: まさかのじすたげ
[7000.216] (S)zelphy777: 何ミリかってきいてんの！
[7002.529] (S)のうみそきんにくん: 間に挟まれ
[7006.204] TROI_Just: てかタバコって色々他の種類って試すの？
[7008.099] (S)しのぴー0110: いま仕事中なんですが隣の上司にバレないように見てるので音が聞こえなくてさみしいです
[7008.482] カットマン: この前、ハメコの鮭とばの話聞いて、久しぶりに食べてクソ美味かった
[7010.015] fushi5726: なるおの水着配信頼む
[7016.406] 焼き菓子: へー
[7017.096] roziurara: 青い濃いやつ
[7017.305] qwert_asdfg_: どのメンソールか知りたいとかじゃない？
[7019.890] tri_alle: 電子タバコに何ミリとかないよ
[7031.254] (S)見るぞ: フレーバー何吸ってんの？
[7033.298] (S)syarekoube33: きわどいやつで頼むな
[7033.493] (S)亞ゼファー亞: フレーバーなに？
[7033.629] duver5754: 競泳水着なるお
[7036.355] こてがわわ: fantiaやらないか？
[7037.574] お灸: 強い弱いとかないんだ
[7039.378] onyancoscratch: プールタグつけるんだよ
[7039.388] ざざ: 水着解説しろ
[7040.095] johndoe6523rp: プルームxってキャメルもあるよな
[7040.338] いつほし: 仕事サボり視聴仲間いたあ！
[7040.794] (S)いーすとまん: 5万ポイントくらいで脱げ
[7042.530] oreyuta: キスケさんのジェイミー酒抜けてる時色やばすぎる
[7043.319] (S)4tap_py: @shino_p_ssp なかやんのグラビアとタバコの話してるよいま
[7043.920] (S)古いあるふぉーと: リッチ、レギュラー、スムースのどれ？
[7045.534] (S)roubushin123: 男の水着配信はBANされるって聞いたんだけどほんとかな
[7048.850] tonikha: シャープなんちゃらっていうメンソールがうまい
[7050.965] (S)umakatsu_chan: 何色のやつ？
[7051.259] (S)tento3: メンソール吸うと立たなくなるぞ！
[7053.278] TROI_Just: なら電子タバコって全部強さ同じなの？
[7053.855] (S)zutsukiel38b: 左手派のボクはいつでも利き手の右手でオカズを選定できる選ばれし者だ。
[7056.285] user_kun2514: プルームエックスは弱いね まだIQOSのほうが濃い
[7056.954] judicialscrivener: めんそーれ
[7057.837] pichopa_: んじゃ電子タバコってきついとかないんだ 知らんかった
[7065.026] (S)~MISSING_COMMENTER_INFO~: タバコって味と違いあるんだ？
[7066.066] (S)ぞに: プルームキャメルの黄色いっちゃんおいしかったのに
[7067.833] (S)kiryuu27: 紙に抵抗なければ手巻きタバココスパ良くておすすめ
[7069.334] (S)れな0301: キャメル好きだった
[7074.019] (S)しのぴー0110: その話なら聞かなくてよさそうですね
[7075.224] oreyuta: 男の水着は乳首出てるからBANある、やるなら隠せ
[7076.032] comment3: なりくんやってなかった？
[7079.829] マコーレタカラ: なんでや！
[7081.755] salvere_66: こないだ初めて電子でヤニクラした
[7084.150] 騙すカス鋼: あ」
[7084.352] (S)lovepeace369: ジョイントしちゃうかー？
[7084.384] おひで: じゃんねえ
[7087.201] (S)4tap_py: www
[7088.255] kasumiasano: 乳首隠せばいけるか
[7088.884] duver5754: えっちな服はやめてね
[7088.905] fumbi5566: 乳首をガムテで隠せばいけるんじゃない？
[7090.780] tonikha: なりくんBan食らってたよな
[7091.399] ライム_: よし！なるお水着になれ
[7093.376] milkhunter0721: エガちゃんだって隠してるんだぞ我慢しろ
[7094.534] (S)ちうわ: なるお、アジアンバニーボーイになれ
[7094.651] hamham9999: ゆるせねえ・・・
[7095.551] roziurara: リュウも出してるのに
[7097.173] (S)いーすとまん: Twitch運営はアジアンバニーファンボしかいないからね
[7097.372] yuki_aion_aion: 新型のアイコス、一時停止できるから格ゲーに向いてるぞ
[7097.442] (S)kame3_shun: 女ならいいよ？
[7097.708] wanchan678: 区別
[7098.991] (S)見るぞ: 男女平等じゃないか？
[7105.651] (S)けめこ___: 胸隠せばいいと思う
[7107.860] onyancoscratch: プールあってもダメなの？
[7108.511] 焼き菓子: 男も室内プールでチャパチャパしてっていいじゃんね
[7108.937] みはる_雨月: くだらない風習だねぇ
[7109.449] nivelkute: なるおの水着グラビア期待してるぞ
[7109.529] pichopa_: シースルーとかつけてれば乳首見えても大丈夫っていうガバガバルールだよねあれ
[7109.672] ~MISSING_COMMENTER_INFO~: 区別だからセーフ
[7113.827] kasumiasano: 乳首隠せ、なるお
[7114.239] (S)zelphy777: 電子タバコって軽いイメージ セッター吸いでも移行できるんかい？
[7115.602] duver5754: 乳首出してBANされたプロゲーマー
[7116.151] bbbbbddddd7: 出てるから問題なだけでしょｗ
[7118.158] (S)lil_ozi_vert_: なるおのグラビアまだ？
[7120.071] playing_wasabi: 差別してないから男女どっちでも乳首出したらアウトなのでは？
[7120.828] user_kun2514: 昨日Qさんの乳揉んでたからBANされる？
[7124.015] koubasimugitya: いや女だって乳首出してたらBANだろ
[7128.327] ~MISSING_COMMENTER_INFO~: アジアンバニーとかね
[7129.674] (S)neconokntm: 大原部長が来てる水着ならいける
[7129.822] roziurara: 最近露骨なの多いよね
[7134.411] (S)TNTNBRN: なるお！今こそ旧スク着てビッツ稼ぎまくろう！
[7136.294] (S)見るぞ: 女の乳首も男の乳首も等しくBANなら男女平等では
[7136.813] 敷地: 運営のお気に入り説
[7137.766] (S)くらげ1030: 規制してもいたちごっこだしな
[7139.124] (S)亞ゼファー亞: 試行錯誤してておもろいｗｗｗ
[7139.350] (S)いーすとまん: アレありならもうなんでもええやろ感
[7140.092] y_proto: むしろ平等だから男でもBANなんだよなぁ
[7143.202] (S)dook_dokidoki: 戦国時代だ
[7144.656] hamham9999: あれまじ助かってるわ
[7148.249] boxfishhh: なんか皆さん詳しいね
[7150.055] (S)oto_momochi: 運営と寝たか
[7151.982] ライム_: TwitchBANされたら収入10割飛ばない？
[7152.935] ブリリアントよしこ: お尻にゲーム画面映してる配信者居たぞ
[7153.244] comment3: 攻略
[7153.741] hinatazaka46_hinanoosi: エログラビアアイドルとかセクシー女優が配信してる
[7154.791] (S)亞ゼファー亞: ケツに写すやつとか
[7163.307] すれいまん: なるおのグラビア写真集とか誰が買うんだよ
[7163.918] 0ま: なんか下乳ダメみたいなの無かったっけツイッチ
[7168.375] salvere_66: 水着は良くて下着はダメ理論がわかんねえ
[7168.614] LSI1000: 最近はツイッチがゲームしろって言い出してゲームしながら露出してるらしい
[7168.874] (S)lovepeace369: 平等小さく刻んでくかー
[7170.007] hamham9999: この前尻モニターにしてた
[7170.718] クライドフロッグ: YouTubeのブラックテープもすごいぞ！
[7171.273] (S)ケツ洗い坂48: でもサムネにみずぎのちゃんねーいるととりあえずクリックはするよね
[7171.443] (S)adasuta: ほう、皆さんがんばってますねぇ
[7177.832] tri_alle: 軽いと感じると思うけどずっと吸ってれば慣れてくるよ
[7178.999] (S)shizuka12aoi: 新型のアイコス一時停止できるの知らなかった。格ゲーマーには最高じゃんねぇ
[7179.536] saibabasan: 水着をグリーンスクリーンにしてゲーム画面をケツ写してた
[7181.681] (M)(S)ひかくり: メビウスどれ？ https://www.walkerplus.com/article/1154443/image12125448.html#mainimage
[7182.247] (S)いーすとまん: 尻を緑に塗って画面投影してる
[7188.214] oreyuta: 下乳もツイッチ何故か厳しい時期あった、今知らん
[7188.427] mishirannuko: 知らない世界すぎるw
[7188.730] (S)kame3_shun: プールでTwitch検索したらすーごいんだから
[7191.083] hinatazaka46_hinanoosi: YouTubeのブラックテープやばいな
[7192.662] (S)やくりのやっさん: ソース：まとめ
[7193.149] (S)成歩堂龍一スマブラ参戦: あいつらさらにツイッチ以外の外部サイトのサブスク誘導して乳首見せて荒稼ぎしてるからな
[7195.554] hamham9999: 格ゲー勢もホントに盛り上げたいなら ね？
[7195.832] oreyuta: あーｗ
[7196.423] nivelkute: えっど
[7197.271] (S)亞ゼファー亞: wwwww
[7197.758] (S)dook_dokidoki: やはりエロは技術を進歩させるのか
[7197.857] つまようじっち: 詳しい人多いのねぇ…
[7197.998] manul_neko_suki: ダルシム！？
[7198.122] hogehogei: そうなの？ｗ
[7200.164] うらうら: ヨガ（意味深
[7200.812] (S)くらげ1030: へえ
[7201.121] (S)道蔭: まじ？
[7201.647] (S)雑食: なんで？ｗ
[7202.044] cerastes613: ヨガでたｗ
[7202.101] (S)見るぞ: あ〜〜・・・・
[7202.146] 0reimei0: えっど
[7202.311] (S)04popoo: www
[7202.318] 敷地: 検索してくる
[7202.340] intaisita: いいんすか！？
[7202.593] おひで: どういうことだよｗ
[7202.611] (S)mayuge_dimension: ま～～じか
[7202.651] (S)syarekoube33: なんそれ
[7202.786] (S)hiroumi_sea: ！？
[7203.005] お灸: なんでだよｗ
[7203.020] たまらんガッパ: 教育コンテンツですので
[7203.023] ハゲエギル: まーじか
[7203.125] 0ま: がばがばｗｗ
[7203.224] ライム_: ヨガまじ！？
[7203.225] nekomikan_248: あとスジね
[7203.458] はせぽん: ヨガ！？
[7203.611] (S)亞ゼファー亞: まじかよ！！
[7203.795] milkhunter0721: ヨガTKB！？
[7203.880] いつほし: ダルシムまじかよ！？
[7204.458] syaru480: まじかよ
[7204.542] (S)MasudaTheMenace: ネイキッドヨガってジャンルがある
[7204.642] f_kome: 聞いたことあるわｗ
[7205.029] (S)けめこ___: なんで？
[7205.183] (S)4tap_py: www
[7205.335] kasumiasano: ダルシム、いけ
[7205.499] (S)むっこ65: ええ？ｗ
[7205.696] kanadiam: クソみたいな情報筋
[7205.993] (S)gettyozi: びーちくまじ？
[7206.218] roziurara: 健康法とかはセーフなんです
[7206.465] (S)まろ助: ダルシム最強ってことか
[7206.560] (S)lvr3333: まーじか
[7206.642] サカザキ: 授乳は？
[7206.809] (S)毒見ユッケ: ひかくりにい！
[7206.889] jangfuran: ファッションショーも熱いぞ
[7207.308] とぴとっぴ: ノーブラ散歩はエロイぞ
[7207.328] oreyuta: スジもみれるやつ
[7207.737] (S)いーすとまん: あと授乳ね
[7208.099] ブリリアントよしこ: ヨガファイアじゃん
[7208.311] Youhei6251: さーーーーーすがに？？
[7208.650] yu__pagoda: ダルシムか
[7208.701] (S)やくりのやっさん: まとめソースやめてね 
[7209.531] みはる_雨月: 奇抜なファッションショーとかは？
[7209.893] kaworuko19: それはいいことを聞きました
[7210.211] 流川棚: なるおもヨガやれ
[7210.280] (S)sakippo_o: セーフライン、ダルシム
[7210.541] (S)メラミングミ: ヨガの神秘
[7210.813] leliel_00: わかる。捗る
[7210.917] しみずでら: 見てくる！嘘つくなよ！！！
[7211.053] (S)dook_dokidoki: ダルシムはセーフってこと？
[7211.243] seleron_sel: わりぃ、ヨガ行くわ
[7211.404] manul_neko_suki: ヨガ乳首か
[7211.834] (S)たんや王: ホットヨガね
[7212.135] popo_chang: ブルーオーシャン
[7212.871] (S)すじゃーた: 医療系な
[7213.279] (S)tento3: よがぁ……
[7214.017] (S)adasuta: ちょっとヨガ行ってくる
[7215.154] (S)亞ゼファー亞: なんて検索すればいい？
[7215.222] (S)~MISSING_COMMENTER_INFO~: 健康だからね！
[7215.383] (S)mayuge_dimension: すまん、ヨガいくわ
[7215.461] hamham9999: ヨガすげえ
[7215.605] johndoe6523rp: つべいくわ
[7215.681] 秘剣: ヌー〇ヨガ
[7217.161] (S)kame3_shun: だるしむまーーーーじか
[7217.436] beika_t: どーゆー話？w
[7218.316] romanesco3: ダルシムほんまありがとう
[7219.184] roziurara: 医療だからよ
[7219.339] super_next: 授乳はおｋだから赤ちゃんw
[7219.679] ｾｲ: ダルシムありがと～
[7220.070] (S)kiryuu27: Youtubeで温泉女子検索すると幸せになれる
[7220.082] うらうら: ファッションショーあったわｗｗ
[7220.118] amagigoe: マンスージ見放題です
[7220.362] ろるろる: ピラティス？
[7221.772] (S)yakamotsi: 豆だけど台湾のコスプレ熱いぞ！
[7222.070] はせぽん: 医療系は大丈夫らしいね
[7222.928] なるかみ_: なるおすまん！ヨガみてくるわ！！
[7223.097] milkhunter0721: あと赤ちゃんへの授乳とかもOKだった気がする
[7223.317] pnpn__515: ヨガいくわ
[7223.440] みはる_雨月: ヨガフレイム
[7223.560] (S)MasudaTheMenace: だから授乳もセーフです
[7224.627] ymdpn: すまん流石にダルシム行くわ
[7224.627] ilmeria: youtubeは教育や医学だったら何出してもいいよ
[7224.969] (S)syarekoube33: それなら全裸健康法いけるやん
[7226.024] fumbi5566: ちょっと見てみよう
[7226.240] クライドフロッグ: tkbOKはすごいな
[7226.866] (S)いーすとまん: ヨガファイヤー（意味深）
[7227.666] ちっくんたっくん: さっきのお風呂屋さん理論ぽいな
[7228.073] litsea52: いいこと聞いたわ
[7228.624] tekihaji: 昔からヨガ興味あったんですよね
[7229.366] (S)4tap_py: 湘南美容外科も普通におっぱいあるしな
[7230.847] マグカップマン: この間yotubeでやってた女体に黒いテープだけつけたほぼ全裸のファッションショーみたいなやつなんだったんだろう
[7231.050] pepe07h: 先進的だ
[7231.859] ナカノ_: 下着とかのファッションショーをずっと垂れ流ししてるチャンネルもあるね
[7232.524] 0ま: ダルシム、どんな気持ちだ？
[7232.609] (S)yurufuwa_aisare_mukai: リンパ流してるだけだからセーフ
[7233.609] (S)lovepeace369: やっぱインド人は口から火を吹くんやろか
[7234.542] (S)がすいんニキ: ちょっとヨガの動画作ってくる
[7234.980] (S)tento3: アジアンバニーヨガテンペスト
[7235.114] nanana777tamano: 普通にAO女優がストレッチの配信とかしてるっすね
[7235.355] toganob: 有益な情報感謝
[7235.604] user_kun2514: 医療系なら手術のグロもセーフ
[7239.045] ~MISSING_COMMENTER_INFO~: ダルシムが熱い
[7239.075] (S)亞ゼファー亞: きょうはこれでいいや
[7240.179] (S)けろろがめ: こないだのブラックテープのショー見た？
[7241.737] suggoigold: 鶴太郎の乳首見てくるわ
[7243.773] shoshinshaaa: ヨガ エロで調べたらいい？
[7244.060] (S)ぽいぬ: ちく出し健康法がやばすぎた！
[7244.883] (S)dook_dokidoki: みなさんやってますからね
[7246.301] super_next: 授乳はおｋだからぬいぐるみの赤ちゃんで出してる変態女とかいるよ
[7247.080] hinatazaka46_hinanoosi: ヨガ 乳首で検索したらすぐ出てきた
[7247.315] snk_fns: 神事はグレーってのもきいた
[7247.922] (S)なかあし: リンパは一番大事
[7249.276] Deaxxaed: ww
[7249.871] (S)りんと__: りんと__ subscribed at Tier 1. They've subscribed for 5 months! 
[7254.342] 騙すカス鋼: リンパいじくってくるわ
[7254.935] kanadiam: 授乳動画でおっぱいから乳ピュッピュッしててマジびびったわ
[7255.809] おひで: リンパ流してるならなんでもありみたいな風潮ある
[7256.023] tri_alle: リンパが溜まってますので〜
[7256.150] asxlil2611: ブラジリアンワックスおすすめやぞ
[7256.265] (S)いーすとまん: 鶴太郎の乳首がヤバすぎた！
[7257.067] ryokucha12345: これがヨーガの力か
[7259.669] (S)やくりのやっさん: ｼｬｯﾁｮｻﾝﾏｻｰｼﾞｻｾﾞﾝｴﾝﾘﾝﾊﾟﾅｶﾞｽｷﾓﾁｲｲﾖ
[7261.797] (S)lovepeace369: なかあしリンパかー
[7263.167] いつほし: なかあしにぃもいます
[7263.671] roziurara: みなさんやってますので
[7264.817] (S)ゆるっさん: なか〇しにぃ
[7266.675] つまようじっち: 怪しいマッサージ屋みたいな理屈だな
[7269.627] user_kun2514: ダルシムの授乳もセーフか
[7273.037] onyancoscratch: 金粉ショー
[7275.979] ~MISSING_COMMENTER_INFO~: なか〇しにいも流石
[7276.468] (S)にしん__: 普段レバーレスで友達からレバーアケコンもらったけど、このデバイスむず過ぎない？
[7278.748] (S)takumaru23: nakaas1Burupopute
[7280.655] (S)亞ゼファー亞: エロ猿がよぉ
[7281.717] なるかみ_: 確かにヨガで検索すると大体再生数多くて草
[7282.716] nivelkute: でもエロ売りして全く伸びてないと悲しくならない？
[7283.333] お灸: この話でも3000人見てるのさすがです
[7287.567] (S)やくりのやっさん: ほななげよか
[7287.895] oreyuta: ここ最近コマ投げ増えてきてない？気のせい？
[7289.813] (S)nen_100: EROはもういい、EVOに集中してくれないか？
[7291.866] (S)いーすとまん: 先鋭化されてる
[7294.869] (S)Lou_Tamagoya: 乳首どころかスジ見えてても大丈夫だからな
[7297.549] (S)ヴィスタ: これほんとにヨガなんですかぁ・・・？みなさんやっておられますよ～の流れ
[7297.681] (S)459dmaito: なかあし兄好き
[7302.959] hamham9999: シミー不要論
[7305.950] (S)we4aaak: 背骨をバキバキ鳴らす動画が見たくて健康器具って調べたら電マしてるvtuberの配信がめっちゃ出てきた
[7306.110] 0ま: なるおは海外の女性でもいけるの？
[7308.233] tri_alle: 詐欺飛びっていい方は実況の時大丈夫なのか
[7326.146] びーさん_: ハメコさんが詐欺飛び過激派だから大丈夫
[7329.960] hamham9999: ハメコは抗ってる
[7330.261] すれいまん: やっぱ体柔らかいとメリット大きいからね。やるかヨガ！
[7330.531] (S)やくりのやっさん: 健康器具マジでトラップだから嫌い
[7332.680] (S)亞ゼファー亞: ま？
[7333.649] ysoksug: 初めてEVO参加するんですけど、当日の流れが調べてもさっぱり分かりません。不戦敗にはなりたくないのですが、当日の流れを教えて下さい（ ;  ; ）
[7333.863] ｾｲ: すじ！？
[7335.352] (S)shizuka12aoi: ERO JAPANや
[7338.040] tri_alle: なるほどね〜
[7339.393] duver5754: ヨガの検索結果やば
[7342.910] (S)459dmaito: ヨガはルール無用だろ
[7346.694] Undori: 筋が甘すぎた！
[7348.640] (S)EGA0721: 最近よくBlack tape projectがおすすめ出てくる
[7353.209] boxfishhh: 耳掃除見たいのにASMR出てくる感じに似てるな
[7354.856] kuzziraaa: キャミィは逆択強いからなあ
