[23.083] rilakkuman: てゃ
[2650.506] tabibitox: てやごめーん
[2651.271] one596: あっぶな
[2652.058] (S)ponponguripon: ﾊﾞｶﾔﾛｰ
[2652.643] (S)rayryeng: uyuyuyuClap
[2657.665] グレナード: ここ悟空
[2663.259] Hitode_noko: 全く意味のない行動かつ見た目で煽られてるのが分かりやすい→屈伸
[2663.759] (S)イエール: umeNeko
[2664.458] (S)y_proto: たかしはもうただのラーメン屋の親父だから
[2669.888] kimie_white: fpsはケツ見せて屈伸してくる
[2676.162] maddy2623: 足立区民の挨拶みたいなもんでしょ
[2682.437] (S)日本語かな: 知らぬ間にスタンプ増えてる→ 
[2684.082] johndoe6523rp: sakoさんが仕上がったらFAVはどうなっちまうんだ
[2692.479] 蝉時雨: 足立区民がみんな屈伸してたらめちゃくちゃおもろいけどね
[2698.810] (S)イエール: 足立区民が屈伸してきたら笑うww
[2704.113] shellfish55: 残念ながらたかしは5に引き続きネタ枠だな
[2707.545] twitchyarutch: だいご人形はまだか
[2710.261] GG_sensay: まったく無意味な行動を繰り返してるからじゃね？
[2712.488] (S)のら村長: umeLuke
[2713.649] (S)ponponguripon: 膝壊れちまうよ
[2714.901] Armaeterna: それただの筋トレじゃんねぇ
[2719.376] (S)イエール: 絵面やばすぎるやろw
[2720.433] takahashiseigi: かずのこにもボロクソに批判されてたリュウ
[2725.113] sndkzfm1: 現実の屈伸は相当疲れる
[2727.575] v_harumi_v: 足腰を鍛えてる
[2728.008] nanaumemayo: sakoさん昨日かじゅに結構やれてた
[2739.964] eksk101: やたら使用率は高いタカシくん
[2743.928] Hitode_noko: 足立区民がガンつけながらスクワットする光景が
[2746.791] one596: リアルで屈伸煽りとか体力消費凄すぎて逆に驚くわw
[2751.908] blackcoffee0821: リュウまともな扱いしてやってくれ
[2757.869] kern_tucker: ウメルークかわよ
[2765.179] (S)ponponguripon: ゲームも体力減ればいいのにな
[2788.241] 蝉時雨: リュウにならどれだけ酷いことしても良いと思ってるやろあれ
[2789.423] shellfish55: ６にもふんどしコスだしてくれ
[2790.084] donekofg: てゃー
[2794.336] kurone_2022: 下手にリュウ強化するとランクマに溢れるのが怖い
[2796.159] LGA2011: レオくんのルーク？
[2796.978] suzu_mushi: りゅうせいホント強くなったなぁ
[2797.231] sndkzfm1: リュウの扱いに1番困ってるのはカプコン説
[2800.922] maddy2623: りゅうせいのOD設置使用率はJPでトップ
[2813.143] hojihojidx: 一回２方向入る毎にDゲージ0.１本消費
[2815.080] Hitode_noko: umeLuke←これ1つで煽りを表現できるの凄くない？
[2817.523] tabibitox: なーがい
[2820.241] (S)イエール: 困った結果ラーメン屋は怒ってもいいw
[2821.131] グレナード: たかしぃ〜そこの木材かたしといて〜⛑️
[2824.557] donekofg: リュウのコスはゲイがめっちゃ好きそうな芋具合
[2861.407] LGA2011: ノースフェイスのリュックみたいな偏見やめろｗ
[2862.649] twitchyarutch: ケンもあふれたら弱体化するのかな？直接関係ないと思うなあ
[2870.223] shellfish55: 性能よくないんだからせめていいコスだしてやれよｗなんだよあれ
[2874.374] (S)日本語かな: ウメちゃんがじゃんがらヘビーユーザーだからリュウがラーメン屋コスになった可能性
[2888.966] Hitode_noko: タオル頭に巻いたのは悪意しか感じない
[2894.263] bec118_japan: 湯上がりって設定らしいけど
[2897.705] 蝉時雨: ダンディーになったケンはあんなリュウの事どう思ってんだろうね
[2909.687] chikumin007: 湯上がりって設定がいらなかったかもしれんｗ
[2910.924] LGA2011: 湯上がりっていうシチュエーションがもうダサいんよ
[2912.553] shellfish55: たかしは強くしませんよというカプコンからのメッセージ
[2914.151] vivfiw: 醤油に半ライスで
[2915.823] twitchyarutch: カムコムカップ思い出すタオルコス
[2919.700] harikupun: JPは恵まれすぎてる
[2920.390] Armaeterna: リュウは金持ちなんだが？
[2929.032] 蝉時雨: カムコムカップのウメちゃんに寄せすぎてるねw
[2931.128] tabibitox: なーーーがい
[2933.509] warotyphoon: 45度一閃
[2935.164] グレナード: いたぁい
[2938.526] v_harumi_v: ひえー
[2938.701] dyechi: 愚か者！
[2939.847] blackcoffee0821: もう出さなくていいよ  って思わせたいのかな
[2940.452] maddy2623: 風呂上がりで春麗に選んでもらったスカジャン 本田にもらった雪駄という無駄設定
[2947.122] sndkzfm1: リュウはたまに山から降りて来て風呂に入ったり買い物したりするらしいから
[2948.870] (S)ponponguripon: スカジャン着てるラーメン屋なんていないだろうにどうして
[2948.971] (S)イエール: あのリュウ、ケンのことたまに間違えて麺って呼びそうだよな
[2957.781] (S)日本語かな: 色落ちしたデニムも追加
[2969.528] LGA2011: リュウって歴代でもフォーマルなコス全然ないよね 大体臭そう
[2971.372] kurone_2022: タオル頭に巻いてるのが悪いだろｗ
[2986.809] グレナード: メガマンコスが1番清潔感ありそう
[2989.178] Hitode_noko: リュウの性能もカタメオオメコイメにしてくれ
[2991.433] 蝉時雨: 最後にカッコ良かったのって5のカイリコスくらいじゃないの？
[2991.877] warotyphoon: だせえけどリュウらしさあって好きだよ
[3004.217] (S)日本語かな: 伊波嫉妬コン
[3007.562] donekofg: 実際リュウが似合う服ってあるか？道着以外で
[3008.205] GG_sensay: スカジャンは春麗no
[3008.966] (S)イエール: スーツとか着せてやれ......。
[3013.992] blackcoffee0821: ウメちゃんもうタオル頭に巻けないじゃんね
[3014.027] battyo76: コスはリリーが覚醒してたのとキャミィのマント赤色にされたらインパクト見えなさそうって思った
[3019.837] LGA2011: 5とかカゲのほうが清潔感あるしな
[3026.699] GG_sensay: スカジャンは春麗のプレゼントだっけ
[3035.625] 蝉時雨: カゲは脱毛もしてるし肌も綺麗
[3037.694] white_mantis: ネモがDJがピカピカで精神に反してるって言ってた
[3040.392] sndkzfm1: スカジャンコスかっこいいと言ってる人もいるにはいる
[3042.186] いちご煮: そもそもなんでラーメン屋は頭にタオル巻くの？
[3043.972] Ceciltaisa: カゲは謎の角が・・・
[3045.568] 売れないバンドマン41: 浴衣とかあかんかな。和風ならいけるんちゃうか
[3048.826] hojihojidx: スト５のストリートファッションのリュウって何かのコラボだったんだっけ
[3053.888] pekusuyada: なんか人里おりてきて〜みたいな設定あったよな、ほぼクマと変わりない
[3054.710] tabibitox: 今回のリリーやガイルで髪型にけっこう融通がきくってことがわかったからAKIが化けるはず
[3056.483] (S)maya_g01: ウメちゃんこんちはー
[3056.495] donekofg: カゲ清潔感気をつけてたのか
[3058.079] shellfish55: スカジャンはいいけどタオルがダサい
[3061.394] Armaeterna: 髪の毛落ちないようにでしょ？
[3062.993] crownin_fumizuki: コック帽みたいなのがないからかな
[3063.260] vivfiw: 髪入らんようにやろがい
[3070.191] OKG_TWIN: 髪の毛とか汗とかかな
[3071.756] bec118_japan: AKIは絶対美人
[3072.115] Hitode_noko: 汗と髪の毛
[3078.202] hoemin247: 毎回絶妙にダサいよなw
[3079.826] v_harumi_v: Tシャツをズボンに入れてるのと、ベルトがちょっと
[3086.892] sndkzfm1: 帽子被ってる店もあるね
[3088.192] LGA2011: ラーメンハゲは自らスキンヘッドにしてるだけでハゲじゃないからな実は
[3092.487] maddy2623: じゃんけんうますぎ
[3096.250] donekofg: もう体型と顔がゴツいからオシャレにするのが無茶
[3100.602] harikupun: 春麗がダンスの先生みたいになってたな
[3106.545] OKG_TWIN: でもリュウがお洒落になるのはちょっと・・・・
[3110.433] おそろしく速い手刀: 王、アレコスについて触れた？
[3110.579] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[3111.033] 売れないバンドマン41: もう土方着でいいじゃん
[3130.657] shellfish55: ケンのデフォコスはクソかっこいい
[3133.527] hoemin247: 4の胴着上だけ脱いだの出そう
[3133.640] 蝉時雨: 普通にかっこいい道着のコスで良かったくないか？
[3135.368] maddy2623: ウメちゃんアムネジアの心理読めるのすごいね
[3137.166] (S)ponponguripon: はっぴにふんどしどうですか
[3137.356] grrgotyo: このコンボすち
[3137.698] Ceciltaisa: 別に服装自体はいいけど、別に対戦で使いたくならねーよなって話じゃねぇのか
[3140.317] (S)日本語かな: リリーなんでアレをデフォコスで出さなかったんや…。人気出たやろ…。
[3149.131] クラクラ777: リリーは同意
[3153.889] v_harumi_v: 薬えらい！
[3156.468] donekofg: ニッカポッカと足袋は似合いそうだな人里でバイトしてる時ってことで
[3156.692] 超パンダ: 長生きしてね
[3158.832] eddiedayon: おくすりないすぅ
[3159.859] (S)ましゅダヨ: えらい
[3162.735] v_harumi_v: 忘れがち
[3167.239] (S)イエール: お爺ちゃんにかける言葉じゃねえかww
[3168.140] crownin_fumizuki: 食後じゃなくてよかったんか
[3168.532] (S)軽く捻るか: 薬ナイスです！
[3177.584] ggtabtab: おれとれ何時から？
[3179.055] v_harumi_v: フルーツ食べたし
[3179.957] 売れないバンドマン41: アレがデフォだとホークっぽくないからなぁ
[3184.223] v_harumi_v: 20：00～だったはず
[3184.528] fujimike: ウメちゃんまだ調子悪いのか
[3184.747] (S)日本語かな: 20時
[3184.887] (S)ぺぺぺんぺん: 金色の龍角散のど飴ぜひなめてほしいです！
[3186.068] 蝉時雨: 20
[3190.765] shinsukeshin: jpってトイレしたことなさそう
[3191.655] sndkzfm1: キャラデザは特徴的なシルエットも大事ですからねぇ…AKIとかガイルとか
[3198.675] ggtabtab: 20！あざすー
[3206.916] donekofg: ガイルエリンギじゃないと誰かわからんよね
[3207.742] 蝉時雨: てかJPのアレコスは相当かっこいい
[3210.671] meLnin_jp: 名前書いてあるブリーフ一丁でええやんな
[3223.311] 売れないバンドマン41: ｊｐやばいね。いけおじすぎ
[3237.938] shellfish55: JP優遇されすぎだろ ナーフ確定だな
[3239.380] warotyphoon: たしかに新アレコス見て俺エリンギ嫌いじゃなかったことに気づいた
[3244.972] Ogth89: hi Mr daigo can you help me with my depression
[3245.907] hubuking7: やっる
[3253.995] Ceciltaisa: アレコスで謎の格差あるのがわかんね
[3254.275] twitchyarutch: A.K.I.とガイルの髪型入れ換えるとどうなるかな？
[3261.984] (S)日本語かな: JPのアレコスのカッコよさと不快度の天秤に揺れるユーザー
[3268.638] (S)イエール: ホーエンハイムコス
[3269.199] 蝉時雨: エリンギは好き嫌いじゃなくて愛着の域に入ってる
[3273.674] berurusuko: アレコスに格差なんてあったっけ
[3291.710] donekofg: ダルシムの手足が伸びるくらいガイルのエリンギは当たり前にあった
[3295.148] harikupun: ルークはなぜあれにしたんやろ
[3295.332] johndoe6523rp: スカジャンは海外ウケ良かったりするんすかね
[3296.113] shellfish55: このゲームJP弱体化すれば神ゲーなのに
[3313.223] kanarikaduki: 屈伸煽り？
[3319.111] 蝉時雨: JP弱くなるとエリンギがでかい顔して歩き始めるけどどう？
[3321.943] (S)日本語かな: トリグラフ仕込んでる
[3325.809] justphil555: nerf JP
[3340.523] ジェイコブ: エリンギがガイルに寄せて来ただけ
[3340.631] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[3341.506] twitchyarutch: エリンギ狩りのJP
[3345.428] yakka9669: 技仕込みやね
[3345.663] sndkzfm1: 元々6のデザインが最初にあって5のデザイン作ったらしいから
[3349.446] berurusuko: JPが弱くなるとガイル増えるとか言うけど関係ない気がする そんなとんでもなくきついわけじゃないし
[3353.604] grrgotyo: りゅうせいさんはケン担当になったということなんですかね？
[3355.599] hojihojidx: 可愛かったり美人に寄せるとDOAみたいなデザインに収束するからな
[3362.039] (S)日本語かな: 5のルークは6からのゲスト参戦やで
[3377.205] shellfish55: 別にガイルならよくね？つまんなさはあるけど
[3392.183] maddy2623: ウメちゃんの強い老人好きにJPは含まれないんですか？
[3394.867] battyo76: カプコンさん、相手のコスをデフォルトにする対戦設定実装おねしゃす
[3396.483] OKG_TWIN: 名前入りのブリーフとかボケ老人にしか見えない・・
[3397.754] kazubrand: 50手前のおっさんがスト６ハブイベント、30人参加のダルシムミラーマッチ限定で優勝できました！みんな褒めて！
[3399.967] gorogorogorn: りゅせいさんはいつだって対戦したい人なので
[3400.322] (M)gameinntwitch: アムネジア、ルーク中パン、ジョスクールだけ下げたらええんかな
[3402.581] lutz001: エリンギも弱くすればいいだろ！
[3408.789] Goodwisp: スト６はやりだすと止まらんから、今日はもうやめるかと思わせてくれるjpはありがたい
[3413.128] realseikintv_: エリンギそのままは無いっしょ
[3418.404] (S)イエール: りゅうてゃは対戦ジャンキー
[3424.141] 蝉時雨: ガイル平気派もまぁいるのか
[3429.495] (S)maya_g01: ダルシムミラー優勝おめ！！
[3430.896] shellfish55: エリンギはソニックだけ弱くしてくれればまぁいい
[3430.924] donekofg: ダルシムミラーマッチ限定で30人集まるんだ！おめでとー
[3432.846] 売れないバンドマン41: ウメちゃんはもっとヨレヨレの汚いジジイ好きそう
[3434.851] 蝉時雨: てかダルシム優勝ニィおめでと！
[3437.544] LGA2011: よかったな、おっさん
[3437.551] potocki1810: 今日の俺を獲れも楽しみだー
[3442.758] berurusuko: 個人的には後ろに下がるのが強いキャラやめてほしいんだよな 上位は大第遭難だけど
[3443.267] twitchyarutch: 大会の結果見ると結局使い手の問題よね強さは、不快さはまた別だけど
[3444.267] ittsun: レアキャラ界の星やね
[3448.117] 憂う者の弟子: ガイルだめ！ぜったい！
[3451.059] 蝉時雨: でもウメちゃんオロは微妙みたいなこと言ってなかったっけ
[3454.658] shellfish55: JPお前はおかしい
[3455.491] (S)日本語かな: ダルシム優勝にぃ〜おめでと〜
[3465.458] donekofg: JPよりブランカの方が怖い全然いないからたまに会うと全部忘れてるから
[3467.841] rise_matsumoto: ガイルをレミーに入れ替えれば…？？
[3469.317] 売れないバンドマン41: オロがさすがに・・・ｗ
[3476.274] sndkzfm1: スト3はイロモノばっか
[3482.376] ittsun: 元みたいな達人キャラ好き
[3486.572] (S)日本語かな: ネクロ好きなんだよなぁ
[3492.260] 蝉時雨: 元カッコ良かったねぇ
[3499.518] mirage_bingo: ナーフせい言うけどJPの勝率て実際どうなん
[3508.020] (S)RiderX84: RiderX84 subscribed at Tier 1. They've subscribed for 2 months! 
[3509.463] kazubrand: ありがとございます‼︎まだまだ楽しみながらダルシム頑張ります！
[3518.958] shellfish55: 勝率とか関係ない 技性能みろおかしいだろ
[3532.699] warotyphoon: この肉体で老人面されても困るわ
[3534.629] 蝉時雨: JP云々は足切り性能の高さから来てると思うんだけど
[3538.275] yusatteyonde: EDに期待しよう
[3544.036] gorogorogorn: ｊｐ勝ちまくりっす
[3555.996] sndkzfm1: カプコンカップ後まで諦めろ
[3572.301] tabibitox: いった
[3580.129] Ceciltaisa: アイィ！
[3581.081] (S)日本語かな: 減りますねぇ！
[3581.102] hal0302: JPは強さに加えて別ゲー感強くて嫌ってる人多そう
[3581.176] bec118_japan: 最上位でも性能高いと思うけどな流石に 集中的に対策されてるだけで
[3581.556] v_harumi_v: おおおー
[3582.307] SpadaGamer1: hi beast 
[3584.170] white13013: JP飛びぬけてとまではいわんけど一番強い奴選べって言われたらJPだよな感
[3584.297] (S)イエール: カプンコプッカ
[3584.360] johndoe6523rp: 俺はjpより豪鬼が怖いよ😱
[3587.541] 売れないバンドマン41: 強いから対策一番されてるんだわ
[3599.815] i_am_spartan300: 豪鬼はめっちゃ人気出そう
[3601.425] (S)y_proto: プロシーンでは攻略進んで勝ちにくくなってるけど全体だとまだ圧倒的だと思う
[3605.412] donekofg: 豪鬼のミニゲームを震えてまて
[3606.058] SpadaGamer1: spadagSoObservo
[3609.840] とろきりで: 普段弱体しろ弱体しろ言ってるけど弱くなったJPを見るのも悲しくなる気がする
[3611.000] hojihojidx: JPはコンセプト的にヘイト要員な気はするけどな。隠れ蓑というか
[3611.671] hubuking7: JP未だに文句言ってるやつ文句言いたいだけか政治だろｗ
[3611.878] ranakw: ワンボタン瞬獄たのしみやね
[3611.948] 5don: うしろジャンプ中にも斬空を撃てるようになるかな
[3631.169] twitchyarutch: ナーフされるとは限らないのよね、この強さ想定してたら
[3643.501] shellfish55: 弱くなってもどうせ強いから安心しろ
[3643.703] sndkzfm1: JPルークケンの強さは意図的やろなぁ
[3643.999] hal0302: ５みたいなアプデだと後期とか見る影も無くなりそうなJP
[3645.554] Papapadad: 性能そのままでいいから急に杖折れたりしてほしい
[3649.593] johndoe6523rp: リュウ使い、ケン使いが豪鬼使いになったらと思うと怖すぎる
[3653.587] aranami0: 豪鬼はケン以上に溢れるやろなぁ
[3654.536] 売れないバンドマン41: 文句言いたかったら言うでしょｗ  文字が我慢する必要ない
[3658.324] harikupun: まずコンセプトが強い
[3660.377] (S)日本語かな: だめかー
[3660.834] tabibitox: 遠かった
[3663.113] v_harumi_v: だめだった
[3663.857] 5don: ぐぬぬ
[3665.498] SpadaGamer1: oh god
[3669.398] donekofg: エドは操作難度イージーキャラで火力高めリーチなしと予想コンセプトが弱い
[3672.248] jinjya_l: 届かない
[3675.958] dyechi: ギリギリダメでした...
[3683.296] grrgotyo: おまけしてよー
[3683.703] hojihojidx: 豪鬼はラッシュのモーションが阿修羅センクウだったらカッコいい
[3686.392] hubuking7: 文句言いながらゲームやってるアホもいますと
[3696.525] (S)pell09080511: にわかで
[3702.115] yusatteyonde: EDはモダンとクラシックでどう差別化するんや
[3703.893] (S)イエール: エド、ワンチャンダッストとか使えるようになってないかな
[3707.440] i_am_spartan300: 殺意系のキャラ出てほしい
[3717.796] (S)日本語かな: エドにタンパ追加しろ
[3717.906] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[3718.878] haniwa09: モダンとのすみわけ気になりますよね、ED
[3723.697] gorogorogorn: そっか休日かあ
[3724.017] 売れないバンドマン41: なんの文句も出ない人気ゲームなんてないからな
[3725.271] sndkzfm1: エドはオアーって言いながら突っ込んで来ます
[3729.852] bec118_japan: ゲームやってて文句出ない奴いんの？
[3730.087] 蝉時雨: 殺意リリーの件はなんか回収されるんかね
[3731.264] (S)pell09080511: にわかで申し訳ないんやが、ウメちゃんが豪鬼使ってた過去あるの？
[3732.303] aranami0: もともとモダンみたいなもんやしなエド
[3737.037] i_am_spartan300: エドコマンドキャラになってるのかな
[3740.212] donekofg: エドワンチャンバイソンからターンパンチ受け継いでほしい
[3747.389] SpadaGamer1: belo mixup
[3747.814] potocki1810: リュウは気合三回入れたら殺意化してほしいｗ
[3748.703] shellfish55: 文句言わないでゲームする奴いないだろ
[3758.268] twitchyarutch: 文句はいいけどしつこいのは荒らしと一緒になるから気を付けてるなあ
[3763.270] ranakw: ゼロ3
[3763.326] (S)イエール: エドはワンチャン、バイソンの技引き継いでる可能性あるよね
[3765.920] ~MISSING_COMMENTER_INFO~: みんなおちんついて…
[3774.915] 蝉時雨: ウメ豪鬼はあるで〜
[3775.125] donekofg: 豪鬼は殺意代表では
[3777.991] Ceciltaisa: みんな不満貯まってんだなー
[3783.534] blackcoffee0821: 過去なら豪鬼つかってたことあるよ
[3787.663] sonic_chop: がんばえー
[3798.027] Goodwisp: EDは変声期きてくれよな
[3800.274] mustancode: そうしつこいんだよな
[3809.681] (S)日本語かな: エドがバイソンのVスキル1のKKB持ってたらやばそう。あとKKBって何の略や。ボクシング用語？
[3819.897] tabibitox: くるくるバイソン
[3831.693] shellfish55: エドはガキ臭いボイスだけどうにかして
[3836.532] (S)イエール: くそ、笑ってしまったw
[3843.211] カブトシロ: 待ったなし！
[3848.322] donekofg: わからんけど英語ボイスすると言う手が
[3859.134] lamers2009: つっても実際5歳とかだったんでしょ
[3859.152] realseikintv_: エドはギルティのシンみたいな扱いか
[3862.500] (S)日本語かな: くるくるバイソンか。ありがと。
[3864.928] rise_matsumoto: あきらみたいな外から参戦キャラは希望ないかなー
[3870.302] おざなり: はめちゅ
[3875.890] (S)イエール: BKBみたいなね
[3902.052] sndkzfm1: 他ゲームのキャラよりは新キャラの方がいい
[3903.409] chahaaaaan: 相手ってりゅうせい？？
[3907.941] (S)日本語かな: りゅうせいよ
[3917.656] hal0302: ファイナルファイト以外だとジャス学くらいか
[3919.527] chahaaaaan: さんきゅ
[3926.425] (S)イエール: りゅうてゃ aka りゅうせい
[3929.670] twitchyarutch: 不定期デイリー
[3941.297] (S)軽く捻るか: イングリッド来てほしい
[3941.889] Ceciltaisa: 足！
[3943.390] 騙すカス鋼: piku
[3948.584] sonic_chop: ないすぅ！
[3950.271] carry_on_my_way: 屈伸煽りしてるようにしか見えんw
[3955.624] ぢょごぢゃん: しました入力の見栄えの悪さ笑う
[3962.311] shellfish55: りゅうてゃって名前に変えた意図はなんなんだ
[3972.524] niemalsaufgeben: お、今勝ってるりゅうせい
[3972.824] potocki1810: フェイロンきてほしいって５のころから思ってる 
[3973.597] Ceciltaisa: 入力の関係なんだろうけどすごいピクピクよね
[3986.311] Goodwisp: フェイロンはもう...
[3986.571] Ceciltaisa: フェイロンは悪さをしすぎた・・・
[3992.842] v_harumi_v: おお
[4000.941] sndkzfm1: ユンヤンフェイロンはジェイミーに吸収されました
[4000.990] shellfish55: フェイロンでるかもね人気キャラだし
[4001.128] (S)日本語かな: ジェイミーで我慢して
[4004.521] 売れないバンドマン41: ユンフェイロンはもう来ない
[4005.962] sonic_chop: フェイロンありそうだよねぇ
[4008.206] (S)イエール: ウメちゃんのガイルもカクカクしてたの思い出すw
[4011.198] (M)gameinntwitch: そうかぁフェイロンだけいないのか
[4021.248] sonic_chop: ステージがフェイロンぽいとこあるよね
[4026.374] hal0302: レバーレスカクカクしがち
[4028.587] shellfish55: ユンヤンも相当人気だからなー
[4030.871] sndkzfm1: アジア人が多すぎる
[4032.162] Ceciltaisa: 上手く調整してフェイロン出して欲しさもあるけどね
[4034.787] (S)think_aloud: think_aloud subscribed with Prime. 
[4037.893] sonic_chop: いいよぉー
[4039.614] maddy2623: フェイロンはブルースリーの親族が怒ってるから一生でない
[4040.505] 売れないバンドマン41: アジア人多いなたしかに
[4042.929] realseikintv_: 中国系が飽和しちまう
[4048.679] sne_con: 烈火を捨てればワンチャン
[4052.882] kurone_2022: カプエス２のユンの性能なら出ていいぞ
[4054.953] tabibitox: 3本目
[4055.225] rise_matsumoto: ヒューゴ…まだいるか…
[4058.396] shellfish55: 中華キャラかっけーのよ
[4063.677] xVaNdOx: yorezoCOE
[4064.528] yusatteyonde: まことは６のシステムに合ってると思うんだけどなー
[4065.160] (S)仙ニーン: ウメさんおはよー 
[4070.165] v_harumi_v: はいです
[4072.360] johndoe6523rp: そんな裏事情があったんすね
[4073.786] (S)日本語かな: 了解です
[4073.792] vaio_95: はーい
[4074.284] (S)イエール: はーーい！！
[4075.778] カブトシロ: はい。
[4078.824] (S)maya_g01: ほーい
[4079.747] potocki1810: ほい
[4080.831] Goodwisp: このゲームに足りないのは...アビゲイル
[4081.426] (S)仙ニーン: マジかよ 
[4082.186] (S)RFKage: りゅにゅあってゃ
[4082.580] aranami0: いやー今夜も楽しみっすね
[4083.848] Ceciltaisa: ハーーイ！
[4091.039] v_harumi_v: 俺獲れ楽しみ
[4093.412] sndkzfm1: ブルースリーの遺族のはタランティーノの映画に対してで格ゲーは関係無いぞ
[4093.986] shellfish55: まことはほぼ確だろうなー
[4097.434] hal0302: バイソンは光栄だって言ってもらえたのになぁ
[4097.610] (M)gameinntwitch: んじゃ仕事しますわ。お疲れさん
[4102.569] blackcoffee0821: アビ忘れてたわw
[4104.537] tabibitox: 20時に少し遅れて開始と予想
[4105.530] (S)イエール: めんおじおつおつ！
[4109.762] Ceciltaisa: 折笠さんは今日も脱ぐのかな
[4112.574] aranami0: メンおじお疲れさまー
[4113.526] (S)日本語かな: メンおじお疲れ様！
[4118.713] v_harumi_v: メンおじさま、お疲れ様です。お仕事がんばってー
[4122.652] (S)軽く捻るか: メンおじさまお疲れ様です！
[4123.865] hamham9999: カプコンが素直に人気キャラ出すわけあらず
[4137.390] twitchyarutch: タイトルBGM好きだから多少遅れてもいいやw
[4139.920] sonic_chop: ジークンドー有名になっていいと思うけどなぁ
[4143.035] vaio_95: 今のいいな
[4147.005] Goodwisp: スト４キャラは欲しさある 上から降ってくるやつ以外で
[4148.245] (S)ましゅダヨ: りょかいですー！夜楽しみにしてるー！
[4155.194] (S)日本語かな: 何で詰んでるんだよ！
[4156.132] (S)イエール: マコト出したらタツヤが喜ぶぞ......。
[4157.576] shellfish55: 流石にまことはだすでしょｗ
[4159.372] gomesu: 風邪大丈夫なのか
[4160.594] hojihojidx: 鉄拳の熊みたいな人外キャラ出ないかなぁ。マスコット枠がブランカしかいない
[4173.786] Ceciltaisa: スト４で上から降るやつ外すとアベルになりそう・・・
[4176.151] puertoescondidomota: 今乗ってるりゅうてゃ
[4176.265] rise_matsumoto: ｶﾌﾟｺﾝ｢ここでルーファスだ！！｣
[4178.164] juhstys: damn
[4180.602] warotyphoon: ラッシュ唐草してえよ
[4181.005] yusatteyonde: ドライブラッシュからの唐草絶対気持ちいいぞ
[4189.804] (S)日本語かな: サガットの虎出そうよ。ウイラメーウ。
[4196.910] hojihojidx: ヴァイパーはスト６のシステムで見栄え良さそう
[4205.925] ぷりにゃん: りゅうび
[4214.189] niemalsaufgeben: 俺をとれ20時から?
[4219.681] (S)日本語かな: 20時からです
[4221.387] donekofg: まこととか桜は仕事や結婚の心配されちゃうから出ない説ある
[4227.327] Ceciltaisa: サガットは砲台キャラゆえに出しづらいんじゃないかなー
[4230.616] tabibitox: なんで拾えるんやｗ
[4230.957] めれおじ: イーグルやゲンとか出してほしいなぁ～
[4232.343] (S)イエール: とりあえず、さくら早よ
[4237.100] puertoescondidomota: もうついに決勝の2人が決まるのか
[4237.677] sonic_chop: くー
[4238.159] world_jacker: ODアバネロしていいと聞いて
[4241.164] niemalsaufgeben: ありがとう
[4246.805] realseikintv_: 拾える範囲が明らかにおかしい
[4254.932] Goodwisp: 女キャラ道着は何らかの形で出そう
[4255.614] hamham9999: りゅうさんつえーw
[4259.984] donekofg: かずしボンバー応援
[4281.979] Ceciltaisa: りゅうきちかずしの決戦が観たい
[4288.874] maddy2623: umeKazushi
[4292.038] (S)日本語かな: 5のさくらモーション酷かったから6に出て欲しい。6のモーションの出来なら期待できる。
[4297.248] (S)イエール: umeGedochin
[4315.189] shellfish55: かずしはレバーレス？独特な動きしてたけど
[4335.714] Ceciltaisa: おそらく出ないんだろうけどガイを何卒・・・
[4335.831] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[4336.945] sonic_chop: いいよぉおおおお
[4338.221] gomesu: 6でゲン見てみたい
[4339.700] donekofg: 5のさくらは顔も体型もキャピキャピしてたからモーションというかキャラ変してた
[4342.119] (S)イエール: おおお
[4344.700] sonic_chop: あいいいいいい
[4347.911] (S)ましゅダヨ: うおおお
[4349.027] ぷりにゃん: オホーーーー
[4374.426] poto2panapa: ダッドリー来たら使いたい
[4374.565] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4379.755] (S)イエール: umeYay
[4384.506] rise_matsumoto: メカ豪鬼みたいな見た目から変なキャラ出ないかな
[4387.592] sndkzfm1: ダッドリーが1番可能性を感じる
[4391.078] 売れないバンドマン41: 5さくらは腰に力入ってないようなモーション多かったな
[4399.461] Ceciltaisa: ダドはめっちゃ面白く作れそうで期待してる
[4401.178] maddy2623: 余裕だぜ！
[4401.393] Jam10505: アイイイイイイイイ！
[4404.632] sonic_chop: ないすぅうううううううううう
[4408.683] (S)イエール: umeCossack
[4416.468] potocki1810: ダッドリーきてほしい！
[4418.177] 売れないバンドマン41: ダドまことは難しいのかな。人気なのに
[4423.379] gomesu: バルログとかも6かっこよさそう
[4435.657] donachan: たかい
[4459.256] carry_on_my_way: 今のコンボたっかいな
[4468.477] potocki1810: じんぎにいのもう一つの発見は次の機会になりそうですね…
[4471.349] ぷりにゃん: むりだぁ
[4471.576] hojihojidx: 人気はともかくまことは時代設定的に出しにくいかな
[4472.419] (S)イエール: ぐええええ
