[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[19556.279] asa2023ku: キャンセル補正
[19556.798] potocki1810: これで…終わりじゃなーい
[19558.168] nappamatei: 本田体力多いんよな
[19560.789] ボブ牧原: 力士のフィジカル
[19562.288] (S)あばたあ: 500が活きたか
[19563.503] vertoxz: lostvayne91 yes every Thursday when i teach him
[19564.850] だいこん_: 10500勢
[19568.927] footingmoizu: え、体力共通じゃないんだｗ
[19569.831] 天然ベニテングダケ: 本田の体力高かったよな？
[19576.561] WakeupSweep: the reactions though I love it 🤣
[19582.643] mattun1040: うま
[19584.699] blue_rouge777: ホンダマリーザザンギは高いはず
[19587.526] だいこん_: 本田マリちゃん10500ザンギ11000
[19588.008] (S)はまオジ: ストファイ初だから体力差あるのしらんかった
[19592.251] (S)Lakku78: ザンギに次ぐ高さらしい
[19599.211] noritchan: 体力調整誰も幸せにならないからやめてほしい
[19599.613] ancehutn: ケンかっこいいなぁ
[19615.953] erisuk: 近作は共通だと思ったんだけどね
[19616.129] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[19616.399] NekoPunchKick: ウメちゃんわかるよぉ～
[19618.199] わしょい: 本田の百貫しゃがみパリィしてもむずいよなー
[19622.528] あり0221: ベータ版の時は一律だったんだけどね
[19624.289] 돈주면모든해준다개돼지야: kangaiGurunda
[19625.641] tabibitox: 本田マリチャン10500
[19627.596] (S)はまオジ: ウメハラさんはレッツゴージャスティーンと画面端でまだ入る以来だけどやっぱうますぎる
[19628.785] Qtr1214: わかってあげられるよー
[19632.681] keso256: でもお前らセスの体力が1000だったら文句言うじゃん？
[19633.397] sinsi3: 俺のチュンリーだけ２万にしてほしい
[19633.409] takusan0101: ケンって体力どのくらい？
[19643.992] だいこん_: ウメちゃんでもむずいジャスパ
[19650.232] だいこん_: 10000
[19651.412] highspeedwarakia2: 遅立で対空パリィしてます？
[19651.688] shiba400: おちんついて
[19652.522] asa2023ku: パリいはやいっすね
[19653.068] isleysep: Oz_SSB subscribed with Prime. 
[19656.596] blue_rouge777: 本田マリザンギ以外はみんな一緒
[19658.069] prisira: 本田ザンギマリーザ以外は10000
[19664.287] right_8: かるびの声が聞こえた気がする
[19665.012] (S)あばたあ: ザンギ11000、マリーザ本田10500
[19666.195] takusan0101: そーなんだ
[19670.438] (S)yut7xot8: 白ケンかっこいいですね
[19672.413] shiro_risu01: わん 
[19676.571] 175noyakyu: 百貫は強度でタイミングずれるのも終わってる
[19682.367] (S)はまオジ: キンバリーが一番使いやすかった
[19682.851] erisuk: ３キャラ以外10000固定だからゴウキで初下げ来るか否か
[19684.724] まるいとうふ: 🐶
[19685.565] blue_rouge777: ワンワン
[19687.133] kapowed_: kapowed_ subscribed with Prime. 
[19691.046] shiro_risu01: 近所にわんこおるのか
[19693.926] bahamaspajama_s: Cammy 
[19695.751] sen_en: しゃがみからのパリィでジャスパが取りやすくなるテクは有用そうだった
[19698.803] epin7: 6のキャミィは強いんですか？
[19704.974] une3333: 火力高いキャラの体力下げるとかあるのかな
[19705.181] わしょい: 弱のタイミングでうったら強ほぼくらうぐらいには
[19710.081] p1uvo: atpRtsd1
[19710.247] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[19716.639] だいこん_: あきらさん「キャミィを救いたい」
[19719.277] (S)fahmy0825: Kostum klasik Cammy lebih oke wkwk
[19720.804] prisira: キャミィは最近評価上がってるらしい
[19723.520] (S)ro5503: ガイルが全然当たらないけど、ガイル使いは本田に転職したの？
[19725.133] 175noyakyu: 弱が一番降りてくるの遅い
[19728.016] blue_rouge777: 百貫は距離同じでタイミングが違う、だよね
[19729.021] 1108044k: 9000キャラとか来たら相当性能盛られそうだなー
[19732.818] (S)あばたあ: Punkキャミィ今日の大会でも勝ちまくってたな
[19739.089] naa777: マゴキャミィ勝ちまくってる
[19740.396] donaldmickey: まごさんキャミィかな？
[19742.828] Nagare765: 安い
[19746.466] あり0221: 今キャミィ再評価中、まだどこまで行けるかは研究待たれる
[19749.261] (S)ryabegaming: うめちゃん こんにちはー 
[19751.844] 天然ベニテングダケ: ガイルはほら、背景で見守ってるから・・・
[19760.288] sinkirou: 攻めが楽しいゲームだからガイル不人気かも
[19768.996] Dingding12321: It's interesting just how much damage a jab does haha
[19774.751] kiton_taichi: かっけえ
[19780.381] bunbun0880: ちゃんとやろうとするとこのキャラ繊細すぎる
[19780.681] noritchan: バースト中もパリィできたら本当の背水の陣が出来たんだけどなー
[19780.827] (S)ro5503: ほんまや背景にいたわ
[19782.953] あり0221: このゲームで確かにガイルは使いたくないw
[19786.790] keso256: ガイルはラッシュニーバズ楽しかったから弱体されて残念
[19792.638] (S)fahmy0825: Nonton Daigo sambil udud magnum, mantab...
[19794.470] (S)はまオジ: 許された
[19802.642] NekoPunchKick: 引き中P？
[19810.663] (S)yamato925925: umeSnooze
[19830.340] (S)はまオジ: 中攻撃からインパクト返しってできるキャラと出来ないキャラあったりします？
[19832.659] blue_rouge777: ケンはやれること多くて楽しいよなぁ
[19835.183] prisira: インパクトとスピンナックルのモーションにすぎじゃねｗ
[19837.541] erisuk: キャミシの腹引き締まってんなぁ
[19850.222] (S)yamato925925: かっけー
[19864.776] だいこん_: キャミィとキンバリーの腹筋は美しい
[19870.177] YM_Elite: YM_Elite is gifting 1 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 1 in the channel! 
[19871.458] YM_Elite: YM_Elite gifted a Tier 1 sub to ルシュ! 
[19885.304] keso256: キャミィで一番面倒臭いのは立ち小P
[19893.912] (S)fahmy0825: Reaksi Hadouken Cammy ngeri bang
[19908.111] (S)kidmedbot: gg
[19931.323] 天然ベニテングダケ: 腹筋なら新コス、尻なら旧コスやで？キャミィは
[19943.423] (S)はまオジ: キャミィめっちゃゲージ使ってくるな
[19952.471] だいこん_: ｵｷﾞｬｱｱｱｱ
[19952.635] (M)(S)Moobot: ＊ HyperX Cloud 3＊ 先行予約受付中！ → https://hyperx.gg/42XVwOf
[19956.246] (S)fahmy0825: engyaaa wkwkwk
[19959.029] あり0221: ここまでかっこいいとレギンスの方が好き
[19959.343] tabibitox: ディケンヌ
[19966.823] nyapittu: マゴさんって今メインはキャミィなのかな
[19968.803] teruharu_: 首もげちゃう
[19980.146] une3333: 何かキャミィのSA3とCA、演出逆に見えちゃうのは自分だけかしら
[19989.569] p1uvo: atpQuan
[19993.053] une3333: SA3のほうがCAっぽいっていうか
[19993.672] NekoPunchKick: プロレスだと振りぬいたら危なそう
[19995.279] naa777: ジュリとキャミィ両方
[19999.206] (S)kapowed_: Choo Chooo 
[19999.532] mt7f: マゴさんジュリキャミィの2体でいくらしい
[20001.907] (S)tama_zx61: umeYay
[20004.363] blue_rouge777: 二刀流
[20007.113] wangjinrei1138: 一週間でメインも何もねーよｗ
[20009.812] ツィッギー: マゴさんのキャミーの評価はあんま良くなかった気がする
[20018.428] ge_n_ji_: ってかいうか無敵技使えすぎなんよな
[20021.371] (S)hu465: hu465 subscribed with Prime. They've subscribed for 2 months! 
[20038.114] une3333: 決死のバーンアウト
[20040.382] aru_0928: ジュリとキャミィで得意、苦手違うキャラいるの？
[20051.010] tabibitox: キャミィは弾には強いからジュリできつい弾キャラにいけるって判断でしょ
[20051.654] だいこん_: SFリーガーはそこが辛いところですねえ…こんな短期間でメイン決めなきゃいけない
[20052.178] prisira: 弾キャラにキャミィじゃない？
[20054.397] taki_mizuhara: さっきPunkキャミィがナックルガイル倒して大会優勝してたね
[20055.067] mt7f: ジュリで弾キャラきちぃって言ってたから弾キャラにはキャミィかな
[20059.065] vespa127g: マ「キャミー弱いとは言ってない。」
[20062.435] naa777: ジュリ弾がきついらしいよ
[20074.432] odomoko: does daigo use hitbox?
[20084.170] bsalami: @odomoko yes
[20085.358] Appleseed_aab: @odomoko what do u think...
[20088.732] Qtr1214: punkはキャミィなんだ
[20099.358] eren_ackerman: I can hear a stick
[20099.443] odomoko: nice ok i didnt know he changed over
[20100.816] NekoPunchKick: パンクの試合見てやる気出したんだ
[20102.388] (S)latenight000: メナは大会でブランカ出してた
[20105.814] mt7f: キャミィでモダンルークとやったけどストライク全部落とされたわ
[20109.162] Appleseed_aab: @eren_ackerman not stick
[20116.700] odomoko: it sounds like a stick so i asked
[20120.734] eren_ackerman: yuh
[20123.217] nyapittu: ジュリって弾持ちとしてカウントしていいのかな？
[20124.572] (S)fahmy0825: he use leverless, but his Hitbox had a problem earlier so he switched to other leverless, idk whether it's still hitbox or his Qanba that he use during demo
[20129.706] lambdaphone: かっちょいい
[20130.121] あり0221: まぁ初年度はお祭りよね。スト5の初年度で結果残した人と後期だとメンツ大分違うし
[20134.868] sen_en: メナやパンクはどうせなんでもやるのでは
[20139.014] だいこん_: 弱風破強いっしょ
[20139.411] 天然ベニテングダケ: 飛び道具あるし、弾キャラで良いんでね？
[20140.306] une3333: ブランカちゃん！
[20141.098] smokingpiper: 難しい分ウメさんのバキバキに仕上がったケンの試合が楽しみすぎる
[20145.668] (S)あばたあ: アメリカはもうオフ大会やってて楽しそうだったな
[20163.460] (S)はまオジ: ブランカだ
[20164.555] shoddyfiddle: djqberLORDOOK
[20169.772] Appleseed_aab: @odomoko if u go back in the vod , he set up a second camera just show him using the hitbox
[20171.055] Zero_Fabio: BokuBlankaChan 
[20177.703] だいこん_: 評価が難しいキャラきた
[20180.446] (S)yamato925925: ジミーちゃん
[20183.787] Moneybagzzzzzzz: @Zero_Fabio lmao
[20197.854] (S)fahmy0825: Pusing lawan Blanka mah -_-
[20198.996] mt7f: 飛んで降りるブランカ
[20203.685] eren_ackerman: cant wait for tournaments for SF6
[20205.853] (S)fahmy0825: Muter-muter mulu
[20208.147] だいこん_: ノーマルビリビリあたかも有利っぽいけど不利なんよねアレｗ
[20213.632] odomoko: dam so close
[20214.702] asa2023ku: ブランカ強くない？w
[20215.036] (S)はまオジ: ブランカの有利不利わかりにくすぎる
[20223.505] twitcher234: あの技ライン越え
[20230.275] あり0221: スト6ネガキャン代表のブランカちゃん
[20242.255] nappamatei: 空中ODローリングは最低でも+4らしい
[20254.410] one596: バックジャンプ追いかけようとしたらローリングで降ってくるの慣れんわw
[20256.065] だいこん_: とんおり業界最強では
[20260.170] 天然ベニテングダケ: 本田ブランカでの大将戦は・・・
[20260.430] shoddyfiddle: djdoub616
[20261.964] NekoPunchKick: ラッシュ雑巾がけの見た目凄い
[20293.738] asa2023ku: アマゾンリバーラン（瞬間移動）
[20294.675] une3333: 運んでからのスタン素晴らしい
[20298.386] Kleeben_Splurknurch: radonOoo
[20300.879] nyapittu: ブランカってマーベル作品にいても違和感無さそう
[20304.813] Moneybagzzzzzzz: PMSTwin
[20315.686] aru_0928: にしきんブランカとかやばそうだな
[20327.997] (S)あばたあ: マーベルのハルクにめっちゃ似てる
[20330.411] sndkzfm1: 元ネタはハルクっぽいしな
[20337.687] darkabsolute6969: うま
[20337.843] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[20342.868] sonic_chop: 永遠のライバルブランカさん
[20348.821] p1uvo: Parry in this game is sick
[20353.901] あり0221: 配信じゃ映らないけどちゃんとにしきんさんもマスターなってた
[20367.241] peerlessunderthestars: :O
[20368.300] eren_ackerman: wat
[20369.531] Moneybagzzzzzzz: huh
[20371.036] Kleeben_Splurknurch: radonPPPPP
[20372.622] yuhi_N: あらー
[20375.577] eren_ackerman: nowae
[20376.665] haenoou61: 対空出ないの珍しい
[20379.373] EvolutionGamestv: Guys, the game Will gain a Arcade machine version?
[20381.804] (S)はまオジ: ローリングパリィできないと確反ないのつよいな
[20390.149] une3333: ジャストパリィのあとドライブラッシュ使ってたら倒し切れてたかしら
[20397.521] pondenring0930: 台パン台パン
[20397.546] tabibitox: 大パンマンｗ
[20399.325] haenoou61: 近所の大ｐおじさん
[20406.822] sinsi3: 本田の頭突きもだけどガードさせて反撃難しいのにＯＤゲージクソほど減るのやめろ
[20409.802] asa2023ku: ナイスチェック対策でキャンセル猶予短いんよなあ
[20418.576] une3333: かわいいブランカちゃん
[20427.763] flashbacks18: 休憩いれるべ
[20429.278] haenoou61: お～
[20429.647] 新ころりん: ブランカちゃんかわいそ
[20435.467] (S)Lakku78: ブランカちゃんが
[20443.606] akkerakan_: 今画面見てなかったのに
[20449.290] 175noyakyu: 反撃もむずいし、しても補正掛かってるていうね
[20451.547] (S)vivfiw: umeFail
[20482.330] mt7f: へっる
[20485.653] pondenring0930: 削られるううう
[20486.368] (S)さジ: これいいな
[20491.793] (S)ガヤン0521: すんごい削れる
[20496.345] tabibitox: なんでぇ！？
[20497.591] あり0221: なんでぇ！？
[20498.676] (S)gazesd: umeYay
[20499.323] sonic_chop: わー
[20503.362] (S)fahmy0825: Lagi dan lagi..
[20503.736] Buizeru: ijpHI
[20505.033] sonic_chop: ないすぅ！
[20505.450] (S)yamato925925: umeYay
[20505.850] eren_ackerman: iyaaaa
[20506.040] one596: 懐かしのトラボ
[20507.834] ヅマ: oniyadGg
[20508.613] yuhi_N: なんでぇ？！
[20508.888] asa2023ku: トラボいた？
[20509.436] 不渡哲也: トラボ生きてるかな？
[20512.106] sussy_int: 心の中のピンクマン
[20517.372] momo123456759: コンボむずかしそうー
[20519.540] kogejirou: トラボどこいった？
[20521.292] あり0221: ウメちゃんの中のピンクマン
[20523.667] 天然ベニテングダケ: 最近トラボ見かけない様な？
[20523.901] vespa127g: トラボやってる？
[20524.175] balthazar000: トラボもスト6やってるかな？
[20525.805] twitchyarutch: マリーザ触ってるんでない？
[20529.154] pondenring0930: まだ丁度良いままなのかなぁ…
[20531.346] mt7f: 元LP一位のトラボさん・・・
[20532.298] scottiever06: トラボはマリーザで頑張ってたよ
[20533.088] (S)nikorinko: 昨日配信見ましたトラボさん
[20533.171] burisuke: 惜しい人を亡くした
[20534.309] erisuk: ゲーセンにも来てたのにそんな昔を懐かしむみたいにいわないでｗ
[20536.101] (S)あばたあ: 音沙汰ないなあ
[20537.086] eren_ackerman: oh shit parry time
[20537.160] right_8: トラボはスト6で活躍できるかな
[20540.247] (S)fahmy0825: Kostum klasik Chun-li, mantap!
[20541.615] aranami0: トラボはイースク行ってた
[20542.002] (S)warcack1: Www
[20542.194] tabibitox: トラボは生きてるよ
[20543.134] lambdaphone: 顔w
[20543.577] p1uvo: I can’t tell if it’s worth spending drive on parry combos if it’s not gonna kill. The scaling is so steep
[20545.229] berurusuko: すごい色合い
[20552.769] ジャンクばっち: あ、こじにぃやん
[20555.104] (S)しすてむえらー: びっくりしてた
[20558.113] Moneybagzzzzzzz: nice chun color
[20561.813] asa2023ku: ウメさんのイースク配信みたい
[20562.965] jitaabagu: 顔面白すぎ
[20573.147] (S)fahmy0825: Lagi lagi...
[20574.062] kiiiirakila: 今の春、ウメちゃんの名前みて驚いてたね
[20576.430] jikkun_pc: イイ色
[20577.162] カブトシロ: 電話してみよう。
[20578.616] asa2023ku: なんでぇ？
[20582.491] sne_con: 顔芸レベルも上がってきてるな
[20582.767] sonic_chop: 春麗の色がオシャレだぁ
[20584.515] une3333: ラムネみたいな色
[20585.106] kinakobuta: アッシマー
[20606.008] lambdaphone: アッシマーうけるw
[20610.752] eren_ackerman: bruh
[20618.035] p1uvo: That was nasty
[20618.680] nyapittu: マリーザはモダン相性いいらしいですが他にもこのキャラはクラシックよりモダンってキャラいるのかなぁ。ザンギとか？
[20619.916] (S)Lakku78: えー
[20621.273] 天然ベニテングダケ: マジか
[20621.335] jikkun_pc: つよ
[20625.978] yuhi_N: はやい
[20626.307] haenoou61: 春麗は柔道ないんだっけ
[20646.049] asa2023ku: はざんにドライブパリィは頑張ればいけそう
[20650.224] (S)あばたあ: ないよ柔道
[20657.536] だいこん_: 最近話題のモダンルーク
[20659.749] balthazar000: ルークが話題じゃない？モダンルーク。
[20660.261] (S)warcack1: ??
[20660.303] eren_ackerman: daigooooooo
[20663.833] (S)fahmy0825: iyaa... kesalahan input lagi
[20664.055] prosciu: インパクトからのインパクト
[20671.768] erisuk: 珍しいミスりかた
[20671.854] (S)madahaya: もけがめっちゃ開発してるっぽい
[20679.787] unlimited_teddy: モダンリリー
[20679.861] makorisu4nen: インパクトを重ねてく
[20687.612] だいこん_: プロレベルでの恩恵だろうけど
[20687.846] aru_0928: いちいちヒトボ見るの初心者みたいでウケる
[20693.697] (S)はまオジ: トッププレイヤーから見てもモダンってありなんだな
[20694.723] darkabsolute6969: うまｗ
[20698.694] berurusuko: ルークはモダンもあるけどそもそもポテンシャルが強そうだけど
[20698.797] nyapittu: あ、モダンルークそんななんですね！
[20698.931] nyata1234: うまー
[20703.424] Qtr1214: ゲージ使うんだ
[20705.840] twitchyarutch: モダン開発できてないからまだわからないよねえ
[20706.274] p1uvo: This gets scaled so hard
[20709.356] ledlight9413: こじ兄？
[20712.046] prosciu: ジャストからSA３撃っちゃうんだね
[20714.333] une3333: やはぁ～んｗ
[20721.537] (S)fahmy0825: Can't help but laugh lol
[20722.622] tabibitox: 素直すぎた
[20724.140] (S)はまオジ: 見てから昇竜！
[20724.651] bunbun0880: おおーｗ
[20725.932] une3333: 詰みｗ
[20727.165] あり0221: wwwwww
[20728.281] jigen0104: ww
[20728.381] aranami0: w
[20729.123] vungo_mr: あれろおお
[20729.314] 天然ベニテングダケ: 届いたｗｗ
[20729.331] (S)あばたあ: 草
[20731.157] erisuk: クソやろうｗ
[20731.368] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[20731.896] yuhi_N: umeLaugh
[20732.917] aru_0928: ジャストでSA3使うの悪くはないんですか？
[20733.213] jikkun_pc: ぶっぱ
[20734.192] chipstar9: ソルだこれw
[20735.586] (S)SCYTHEBrand: LUL
[20735.610] 157655: BOやし絶望
[20735.726] (S)tama_zx61: umeMad
[20735.959] Qtr1214: ギルティ時代のウメちゃん
[20736.787] Kleeben_Splurknurch: radonOoo
[20737.233] あり0221: えいたっぽいw
[20737.604] だいこん_: 逃げんなオラアアア
[20739.908] (S)ガヤン0521: KOFみたいな走り昇竜
[20740.154] 不渡哲也: えいたの香り
[20740.950] balthazar000: EVO壇上にモダン二人位居るかもね〜
[20742.246] hiisan: ソルみたいだな
[20744.130] shoddyfiddle: umeCatGlare
[20744.137] (S)fahmy0825: Nikmat pisan ketawanya hahaha
[20748.210] カブトシロ: 嬉しそう。
[20753.119] une3333: 今のはもう走ったの見てからＣＡとかしか逃げ道がなかったｗ
[20753.437] (S)はまオジ: 画面端ィ！ダストを入れてまだはいるぅ！
[20753.586] ume_shoryu: 😀
[20754.175] prosciu: ジャストからはゲージ使わない方がいいと思う
[20754.545] berurusuko: 昇竜拳持ちの強みだよな〜これ 羨ましい
[20782.244] jikkun_pc: ないすー
[20808.356] (S)はまオジ: レッツゴージャスティン！
[20813.618] Qtr1214: 対空昇竜でてくれー
[20816.669] Aomiss: Chat is guile bad?
[20834.443] megalomania13: なんでこんなに何時間も集中出来るんだ？ウメちゃん
[20844.781] asa2023ku: スト6過去作より体力消耗しません？
[20849.054] jikkun_pc: OK
[20857.230] (S)はまオジ: へー
[20857.377] (M)(S)Moobot: ＊ HyperX Cloud 3＊ 先行予約受付中！ → https://hyperx.gg/42XVwOf
[20862.907] prisira: 最低保証は変わらず：
[20864.853] prisira: ？
[20877.666] buildingoodman: 展開も再戦も速い
[20880.624] aru_0928: そうなんだ
[20883.938] たるさん: ご飯たべてなくない？
[20885.768] zetton_s: 試合の回転まじで早い
[20891.405] melomelomellow: 充実と納得の疲れ
[20891.554] potocki1810: それは僥倖にございます
[20892.240] berurusuko: よくわからんけどそういうもんなんか
[20894.119] prisira: 相手のＤゲージも削れるってことか
[20895.584] ronamu22: へー
[20902.470] bunbun0880: 待つ時間って逆に結構疲れるよね
[20905.153] right_8: 息抜きに本田でも
[20906.549] sakuyamachocojiro: 対戦相手にウメハラでてきたらちびるわ
[20906.561] tabibitox: SA使わないなら端への裏投げが最適解ってのが多い
[20910.419] twitchyarutch: ストレス疲れがないのいいね
[20912.584] (S)satochii__: 逆にじりじりした展開が多いと気疲れするって感じか
[20912.707] prosciu: 倒し切りならいいけどその後の展開厳しくないかな？
[20917.320] erisuk: ずっと脳みそ動かせるから逆に疲れにくいはず
[20921.354] prisira: sakoさんが一生やってしまう
[20942.275] angelx202: Drive impct needa be 2 bars
[20943.427] zetton_s: sakoさん床で寝てたらしいな
[20954.385] ge_n_ji_: 一応布団ひいてたけどな
[20962.828] kiton_taichi: うますぎ
[20965.598] (S)yut7xot8: かんぺきぃぃぃ
[20966.596] steezahsama: naisu
[20967.400] flashbacks18: うみゃあ
[20969.290] myaaaaaa123: 今のところバランスも良さそうなゲームだしカプコンすげえな
[20987.951] TelluricFury: Daigo throwing 24/7
[20989.922] (S)はまオジ: ウメハラさんが使うとケン最強クラスにみえるな・・・
[20993.467] Jam10505: ゲーセン時代のテンポ意識してんね
[20993.967] that_japanese_dude: 発売からずっとこればっか遊んでる
[20994.891] berurusuko: 結局プロとかレベル上がるとジリジリしたり見るとこ増えて疲れそう
[21003.283] 大作_: このゲームのブロッキングって弱いんですか？
[21006.062] jagajaga1943: 前より肩の力抜いて試合できてる感
[21007.437] burisuke: スト５の反省点しっかり生かしてる
[21011.987] matsukaze: 梅ちゃんほーらガードしたら弱kはいらますよ
[21023.550] vespa127g: 二先より三先増えて欲しいな 早いなら
[21024.305] tarako7016: sakoさんの春麗見てきたけど、すっごい、、、
[21027.712] prisira: 3rdは壊れてるだけｗ
[21030.809] あり0221: スト5の頃、ラウンジでそんな試合毎日6時間くらいやってましたね…
[21033.506] (S)latenight000: このゲームのシステムの中では一番強い可能性がある
[21035.005] のりゆき0125: バイオ、モンハンと並んで3本柱くらいなってくれたら(夢)
[21038.445] sakuyamachocojiro: わいはスト2で時間が止まってしまったんや
[21047.823] (S)はまオジ: 先行入力効くけどコンボのしにくさめっちゃ感じる
[21049.770] (S)yomoyansan: スト5の歩きガードと刺し合い確認作業は神経削っただろうな
[21061.010] (S)fahmy0825: Reaksi SA1 mantap
[21061.157] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[21077.853] toshiyuki_o: ウメさんマスター行ってる！
[21085.284] erisuk: パリィのおかげでクソキャラも作りやすい
[21088.395] sakuyamachocojiro: マスターの上もある感じ？
[21089.647] so4____: パッドで中足ラッシュできへん
[21101.315] (S)あばたあ: さっきsakoさんの春麗がsonicfoxのJPに10-8で勝ってた
[21111.845] tamujiro: インパクト意識すると対空でなくなんですけど、やっぱり慣れ、なんですかねえ？
[21112.787] asa2023ku: 起き技とか弾に潰されるのが気になってウメさんみたいに気持ちよく走れない
[21120.628] あり0221: ラッシュと前ステは前へ入れる前にニュートラル挟まないと出ないよ
[21125.525] aru_0928: サコさんJP辞めたの？
[21147.150] プリズムパワー: このゲームマスター割りと簡単?
[21153.517] ヘッスラ: 表か裏かわかり辛い飛び込みはパリィ意識です？
[21153.880] prisira: sakoさんちゃんとＪＰheno
[21157.062] aru_0928: ケンの大Pってインパクト確らない？
[21159.823] matsukaze: 梅ちゃんほーらガードしたら弱k入りますよ
[21163.608] yorushikakun: 竜尾ホントに強いわー
[21164.507] (S)yut7xot8: ケンの弱点ってなんですか？
[21171.909] たるさん: 空対空の後にEX竜巻と昇竜まで入るのか
[21173.689] goozy009: 今のところ2D格ゲーの完成形と言って良いのでしょうか？
[21180.616] nanakusan793: コンボがむずい
[21183.170] berurusuko: 昇竜拳対空なら行けるかもだけど通常技対空だときつそう
[21186.417] librabird: またジュリ
[21193.245] erisuk: 火力がちょっとない
[21193.579] quwrof_sb: もうケンで気持ち固まったのか
[21196.593] librabird: リーチそこまでだしな
[21199.601] (S)はまオジ: 起き上がりに完璧に投げ重ねても相手のジャンプは通ります？
[21206.290] tabibitox: リュウは殴りにいける
[21208.133] twitcher234: 差し合いむずかい
[21214.353] (S)hinhinpp: 久々にリュウ触るとゴリゴリ減って楽しい
[21215.936] (S)latenight000: リュウは弾もあるし、大足が早いからね
[21223.269] myaaaaaa123: 胴着やるウメちゃんの世界戦はみんな幸せになる
[21225.470] takahashiseigi: LP少し伸びてる、ウメケン調子良くなってきたかな
[21229.606] だいこん_: 火力もコンボ完走前提だし
[21231.812] (S)yamato925925: 今の大パンの当たりすごいな
[21242.235] (S)はまオジ: 置き大Pカウンターうま
[21244.507] berurusuko: リュウなんかティア低くつけてる人多いけど真ん中上くらいはあると思うんだけどな
[21246.965] (S)けんさば: ナイス下段
[21249.553] kanasiki_asianboy: 地上戦意識した状態で飛ばれると、対空インパクト出しちゃってまあまあ恥ずかしくなる。
[21253.596] (S)brutal9998: ここまでケンの手応えとしてはどう？
[21267.173] matsukaze: リュウはさすがにそこまで弱くない
[21268.227] sakuyamachocojiro: バイトリーダーなんかに負けるな！
[21270.365] あり0221: リュウのシミー大パン脳汁出まくる
[21270.458] tamujiro: 皆さんインパクトは常に指を添えてますか？
[21273.910] haenoou61: にがさん！(逃亡)
[21285.732] wholesome_toaster: カレーは辛え〜
[21293.490] jagajaga1943: 対空インパクト結構出しちゃってそのまま返される
[21299.250] goozy009: もう、ヒトボの新しいセッティングには慣れましたか？
[21303.387] だいこん_: 小指に常にインパクト置いてる
[21311.990] prisira: 新ヒトボは壊れた
[21325.048] sakuyamachocojiro: うひゃー
[21325.690] asa2023ku: ふーどが小指にパリィは甘えって言ってた
[21326.220] Goodwisp: ケンは画面端を楽しむキャラなんでね
[21330.507] tamujiro: なるほど、ありがとうございます
[21335.161] 天然ベニテングダケ: 昇竜無敵
[21346.496] ジャンクばっち: 小指添えてるけど反応は全く出来ない
[21346.586] haenoou61: パッドだと常にかかってるよね
[21346.911] matsukaze: 何だったら甘えじゃないんだw
[21350.057] sakuyamachocojiro: この女の子キャラよく見るな
[21352.824] goozy009: えっ壊れたんですか？
[21355.731] (S)yamato925925: うめぇ
[21362.676] berurusuko: ヒトボ使ってるけど咄嗟にインパクトボタン押そうとしてボタン小さいから小指がスカって食らうことある
[21369.779] erik1585: hello nice day everyone
[21379.558] pondenring0930: 正社員目指して頑張ってるだけある
[21382.153] (S)noriyuki3: ジュリが1番当たるまである
[21385.991] takahashiseigi: 名前がバイトリーダーって…w
[21395.676] mt7f: ジュリはどのレベル帯も多い
[21397.424] aru_0928: パッドでOD 暗剣殺はボタン設定しないと無理？
[21401.760] あり0221: ふーどはランクマ行くやつは浅いって適当言うぞw
[21412.203] dokimain: うちの会社は正社員よりバイトの方が給料いいぞ
[21413.752] asa2023ku: ジュリ強いしおもろい
[21422.412] だいこん_: ボタンでかいと運指大変だなーって思うけど小さいとまた別問題があるのね
[21423.082] レム__: スト4の新キャラで唯一生き残ったキャラ？
[21424.274] sakuyamachocojiro: バイトリーダーでも強くなれんだな
[21426.111] (S)SeventyTwo_7: レバーレスで手掌にボタン作って押してる
[21427.826] (S)brutal9998: ケン仕上がったら次このキャラやってみたいとかある？
[21435.801] bigimpactpooch: Mike Ross said come see his Lilly
[21445.480] ~MISSING_COMMENTER_INFO~: 武器がちょっと足りてなく感じるんよなジュリ
[21468.862] あり0221: 予定としてはDJとJPが触りたい候補
[21471.592] prisira: ＳＡ２は無敵ないからキャンセルかかるんかな？
[21471.785] だいこん_: ｱﾘｬｰ
[21474.262] ~MISSING_COMMENTER_INFO~: ジュリ超テクニカルキャラなイメージあって敬遠しちゃうけど今作はそうでもないの？
[21476.874] toshiyuki_o: つんよ
[21477.988] sakuyamachocojiro: ないっすうう
[21478.637] (S)apacheconf: おお
[21479.606] fumixxxxx: 自分も掌に作ってインパクト
[21483.963] オワオワタ: 早く仕上がってくれｗ
[21488.394] une3333: 1年かかりますかｗ
[21488.860] erisuk: 一年後・・・
[21490.028] (S)nhhhe: djも時間かかりそー
[21490.888] 666999777888: Hi
