[9.323] (S)ふれーく: わこらだ」
[6683.947] kyouka_ky: radaoSekiyu
[6684.206] pu_tyan: wwwwwwwww
[6684.209] (S)ozokunchan: 性を実感してたせい
[6685.893] (S)田中弐号機: www
[6686.044] (S)lunatic2525: radaoSekiyu
[6686.446] (S)そるとりうむ: えろげの話が…
[6686.695] 1ce104: radaoKansya
[6688.751] (S)marimoko6231: radaoSekiyu
[6690.985] (S)PEI_OwO_: radaoSekiyu
[6691.462] (S)zakry_39: radaoSekiyu
[6691.724] am4kumo: radaoSekiyu
[6692.631] (S)bota111: radaoSekiyu
[6696.473] ru_san0720: radaoKick
[6697.660] (S)強仙人中野剛: radaoKick
[6697.809] あきぬこ: radaoSekiyu
[6699.037] (S)さやまるる: radaoNikkori
[6699.097] (S)Nanju_Min: radaoSekiyu
[6699.905] (S)ケバブビギナーのえる: radaoKansya
[6700.543] (S)reina0173: radaoKansya
[6700.748] (S)lunatic2525: radaoKick
[6701.904] (S)あム: radaoSekiyu
[6703.033] (S)norensan: radaoSekiyu
[6703.085] (S)dia11313: radaoKansya
[6703.818] nonoha_111: リビングなんだが、
[6704.413] (S)きのこの炊き込みご飯: radaoKick
[6704.728] ayunosioyaki0223: radaoKansya
[6705.392] chirol__: ３
[6706.771] (S)tumugi_76: ３ちゃんぽん
[6706.912] (S)ミスターバッファリン: radaoSekiyu
[6708.385] (S)shinichan227: コラボ中に読むな
[6708.980] ru_san0720: 3
[6709.119] 五色椿: 3だよ
[6709.233] (S)fuucyann: 3
[6709.421] (S)ケバブビギナーのえる: 3
[6710.082] あきぬこ: いくつだ？
[6712.244] ayunosioyaki0223: 3
[6712.246] やくとみ: 3だと
[6712.286] (S)ずれ: 3
[6712.453] ももかんぬ: 脳が活発になるんか
[6713.472] (S)ゆう77: 3!?すご
[6714.050] (S)netaiyo: 3
[6714.096] bc_moimoi: 3
[6714.110] (S)ozokunchan: radaoOme
[6714.506] rinn_tu: ３
[6714.649] neu_rose: 3
[6714.703] (S)あさみや301: もるな
[6714.987] pu_tyan: 3
[6717.062] (S)きのこの炊き込みご飯: 3
[6717.670] (S)nyannkose: Cheer1000
[6719.373] 梨一: ｗｗｗｗｗｗｗｗ
[6719.490] (S)えりんぎ8: wwwww
[6720.357] (S)そるとりうむ: 3
[6721.204] (S)Ichigo_Strawberry15: wwwwww
[6721.562] 0214ちさ: ３
[6722.207] 紗弥0926: www
[6722.501] ru_san0720: もるな
[6723.140] (S)lunatic2525: wwww
[6723.266] (S)そるとはしお: 3な
[6723.493] (S)riyuu25: wwww
[6723.524] (S)himikokichi_06: wwww
[6723.976] (S)tumugi_76: 一個増やすなｗｗｗ
[6724.391] yuzucha_uma: 3
[6725.930] すしまる: 連勝記録塗り替えてけ～！
[6726.188] (S)猫又01: wwwwww
[6726.900] pit01285: 盛るな
[6727.231] chirol__: 盛ってんなぁ
[6727.812] (S)yona_0724: wwwwwww
[6728.264] (S)PEI_OwO_: ｗｗｗｗｗ
[6729.338] あらんえむかーびぃ: カッケェ！
[6729.344] (S)ねむお: 4にするんよな
[6732.420] 神崎立夏: www
[6732.592] (S)who_tawn: 次取れば４だよ
[6733.761] (S)yoichimu: 盛るな
[6733.989] (S)そるとりうむ: 4を現実にしよ
[6735.626] 五色椿: wwwww
[6735.632] あきぬこ: 取れば4になるよ
[6737.335] 4toki22: これから４にするんだろ
[6738.356] (S)ほのぼの: 3
[6738.572] (S)きのこの炊き込みご飯: 今から4にするんでしょ？
[6738.621] (S)こぺと: もるな
[6738.698] (S)tumugi_76: これから４にして
[6739.214] 紗弥0926: 次取ればな
[6739.285] (S)ozokunchan: 4にするってこと
[6739.441] Yakishio_1219: 3なの？騙されたわ。
[6739.655] (S)fuucyann: 4
[6741.483] (S)mikan_san: お
[6741.761] (S)sacooon: 次取ればいいやん
[6742.698] (S)lunatic2525: 次取ればいい
[6743.574] (S)ruchi_13: 預言者！？
[6746.125] (S)ryo_ngz: 次取ればいいだけ
[6747.153] (S)pyonxxxcrocro: 盛ってた
[6748.564] (S)himikokichi_06: あと1回取ればね
[6749.428] (S)tanpopo_po: 次も頑張ろ
[6752.292] (S)ゆう77: 次取れば4
[6753.397] ニコ丸0429: 最強さん
[6756.919] あきぬこ: radaoBen
[6758.068] (S)uro_1604: じゃあ5
[6760.390] あらんえむかーびぃ: 漏らせ
[6760.544] (S)mikan_san: 情けなく撒き散らせ
[6761.046] (S)ケバブビギナーのえる: いてらー
[6761.082] ru_san0720: radaoBen
[6764.807] ニコ丸0429: 連れションタイム
[6765.252] 神崎立夏: つボトル
[6765.824] pu_tyan: radaoBen
[6766.337] ももかんぬ: radaoBen
[6766.596] (S)tanpopo_po: ビビってるやついる？
[6767.564] ayunosioyaki0223: なんなんだよ
[6767.758] 神崎立夏: え
[6767.940] あきぬこ: いかないんかーい
[6767.943] (S)ゆきおまる: ボトラーしようぜ
[6768.618] (S)_こなた_: そうね
[6768.705] kinokonoko_39: radaoBen
[6768.901] (S)こぺと: radaoBen
[6769.063] 梨一: いかないんかーい
[6769.271] (S)lunatic2525: radaoBen
[6770.013] (S)panndaman1: radaoBen
[6770.033] (S)tumugi_76: え
[6770.582] ru_san0720: え
[6771.013] 神崎立夏: いけや
[6772.335] ニコ丸0429: radaoBen
[6772.352] (S)himikokichi_06: え
[6772.565] (S)ねこすず: いかないんかーい
[6772.680] (S)Nanju_Min: radaoBen
[6773.563] (S)ゆう77: いかないんかーい
[6773.614] (S)ozokunchan: radaoBen
[6774.205] (S)ほのぼの: 行かんのけ
[6774.843] (S)ふちてゃん: なんやねん
[6775.059] (S)fuucyann: いけや
[6775.410] (S)ナラ抹茶: いけや
[6776.174] キャリ: radaoBen
[6776.416] (S)のこ汰: radaoBen
[6776.585] (S)mikan_san: お前のそういうとこ美徳
[6776.616] (S)えりんぎ8: いいね
[6777.269] (S)lunatic2525: あちち
[6777.916] (S)tanpopo_po: radaoBen
[6777.942] (S)who_tawn: ここで出すからね
[6778.138] (S)哀れな人の子: いけるぞ本番
[6778.209] あきぬこ: 今日めっちゃいいね
[6778.500] (S)をぺ: ええやん
[6778.585] ayunosioyaki0223: 上手くなったよね
[6778.585] (S)ケバブビギナーのえる: ね
[6778.705] (S)mary611: いけや
[6778.745] あらんえむかーびぃ: いやガチで凄い
[6778.812] (S)ここねり: いかないんかーい
[6779.689] (S)1a_a2_: radaoBen
[6779.848] pu_tyan: 行かないんかい
[6779.913] poteito: なんで嘘つくん
[6779.924] (S)yaaaaaagi: radaoBen
[6779.994] (S)NORI25252: ランクいく？
[6780.147] (S)ruchi_13: 大会本番で仕上がって
[6780.177] (S)ryo_ngz: うまなっとる
[6780.263] (S)ninfea_03: いいね
[6780.292] ツキ猫: ツキ猫 is gifting 5 Tier 1 Subs to らっだぁ's community! They've gifted a total of 45 in the channel! 
[6780.532] ツキ猫: ツキ猫 gifted a Tier 1 sub to takanut2! 
[6780.537] ツキ猫: ツキ猫 gifted a Tier 1 sub to ももなん! 
[6780.540] ツキ猫: ツキ猫 gifted a Tier 1 sub to うしにゃ! 
[6780.546] 神崎立夏: 漏らすなよ
[6780.560] ツキ猫: ツキ猫 gifted a Tier 1 sub to はいどろ! 
[6780.572] ツキ猫: ツキ猫 gifted a Tier 1 sub to Alice_shr! 
[6781.055] (S)moka_0322: ガチ強い
[6781.237] 五色椿: アツい
[6781.881] (S)himikokichi_06: 強いねぇ
[6782.100] teritama5: これは本物
[6782.106] (S)ミャ3: すごいーん
[6782.486] (S)なるか3: いいね
[6782.590] chirol__: 本物やん
[6782.653] すしまる: いいっすね
[6783.122] (S)tumugi_76: 今日は本物
[6783.356] (S)ozokunchan: 本当に強い
[6784.053] (S)ここねり: ね
[6784.091] (S)強仙人中野剛: いかないんかよ
[6784.115] pu_tyan: radaoSekiyu
[6784.584] (S)ドコサヘキサエン: えぺまつり優勝かぁ！？
[6784.636] (S)ちゃつう: うまい
[6784.653] (S)ねこすず: radaoSekiyu
[6784.719] mira_889: えぺまつり楽しみ
[6784.724] あきぬこ: radaoSekiyu
[6784.865] (S)marimoko6231: どっちやねーん
[6784.886] 神崎立夏: radaoTyu
[6785.124] (S)えん: ほんとに上手い
[6785.346] (S)ゆう77: radaoSekiyu
[6785.412] ニコ丸0429: あちー
[6785.581] kii_mofu: 強い
[6785.600] (S)nakihai556: 強い
[6785.823] (S)Ichigo_Strawberry15: うまなってるやん
[6786.127] (S)みそチョコ: radaoSekiyu
[6786.141] (S)そふぃ3: 配信者の鏡よ
[6786.296] 4toki22: 実際強い
[6786.353] (S)こぺと: radaoSekiyu
[6786.696] omuraisu0806: 強い
[6786.733] chiuchiupet: やっぱガス似合う
[6786.776] (S)をぺ: radaoSekiyu
[6786.923] (S)~MISSING_COMMENTER_INFO~: そういうとこ好きやぞ
[6787.151] (S)himikokichi_06: radaoSekiyu
[6787.384] やくとみ: シアだけに・・・
[6788.137] (S)ケバブビギナーのえる: アツい
[6788.358] (S)mary611: radaoSekiyu
[6788.376] (S)そるとりうむ: いかないんかい
[6788.382] mirumiru_h: うまい
[6788.502] ゆーしき: radaoSekiyu
[6788.666] (S)mikan_san: 今ガチで強いよ
[6788.896] (S)れなぽんぽん: どうした
[6789.028] (S)azisai1111: 強い
[6789.329] (S)きのこの炊き込みご飯: 強いね
[6789.375] (S)ミャ3: radaoSekiyu
[6789.558] (S)ちゃつう: radaoSekiyu
[6789.979] ももかんぬ: radaoSekiyu
[6790.172] crow_d27i7: radaoSekiyu
[6790.342] あらんえむかーびぃ: オーダー神ががってる
[6790.401] sunomono8: radaoSekiyu
[6790.628] がっちょ: うめえ
[6790.866] pu_tyan: まじで上手すぎ
[6790.961] 梨一: いいね
[6791.093] 楓さん: うまいよ
[6791.263] (S)fuucyann: でも、ひによるよね
[6791.309] (S)netaiyo: 調子いいね
[6791.382] (S)ねこすず: 今日めっちゃいい
[6791.485] ほたころ: 最近マジで強い
[6791.525] (S)田中弐号機: うまい
[6791.537] (S)ナラ抹茶: radaoSekiyu
[6792.045] (S)PEI_OwO_: radaoSekiyu
[6792.255] (S)norensan: radaoSekiyu
[6792.340] (S)bota111: radaoSekiyu
[6792.429] shira_to: ウィングマンいい感じじゃん？
[6792.624] (S)aina___10812: うまい
[6792.668] (S)えりんぎ8: オーダー出来るようになったのでかい
[6792.869] ayunosioyaki0223: まじで強くなった
[6793.376] ru_san0720: 強い
[6793.443] (S)鬼田: 調子いいね
[6793.637] (S)強仙人中野剛: つおあ
[6793.774] (S)のこ汰: 強い
[6794.018] (S)~MISSING_COMMENTER_INFO~: えぺまつり楽しみね
[6794.354] (S)who_tawn: オーダーやっちゃう！？
[6794.624] (S)_ゆずれもん: いいねえ
[6794.664] (S)れなぽんぽん: radaoSekiyu
[6795.102] (S)Ichigo_Strawberry15: えぺまつりオーダーする？
[6795.155] (S)そるとはしお: ガチで強い
[6795.195] (S)ruan_mt9: いい感じ
[6795.288] (S)そるとりうむ: 今日強い
[6795.326] (S)onmini_pei: 今日は門もの
[6795.632] (S)ほのぼの: らっだぁ、最強さんになったの？
[6795.769] (S)むこすた: オーダーうますぎ
[6796.177] (S)himikokichi_06: 言えてる
[6796.270] (S)えん: radaoSekiyu
[6796.431] (S)lunatic2525: radaoSekiyu
[6797.466] 楓さん: つよい
[6797.720] (S)かるろ: radaoSekiyu
[6797.762] あきぬこ: 配信してるから弱いがなくなる？
[6798.603] 紗弥0926: いけ
[6798.730] (S)mawt___: よき
[6798.813] こらか: 本番に弱いタイプ？
[6799.029] (S)yuuka_0223: 最近本物だね
[6799.177] (S)moka_0322: ええやん
[6799.815] (S)aina___10812: 最近ねちゃうまい
[6800.012] (S)まここま: ほんとオーダーできてた！
[6800.020] 縮緬雑魚: えぺまつり期待してます！
[6800.065] (S)azisai1111: radaoSekiyu
[6800.430] (S)marimoko6231: 強い
[6800.650] (S)ドコサヘキサエン: サブオーダーがんばって
[6800.874] 神崎立夏: 本当にらっだぁ？
[6800.900] ru_san0720: radaoSekiyu
[6801.884] (S)shima6789: 強すぎ？
[6801.922] (S)みそチョコ: 本番楽しみやね
[6801.963] (S)ruchi_13: 言えるのいいよね
[6802.082] (S)yoichimu: まじでつよい
[6802.300] ももかんぬ: CRカップ行っちゃう？！？！
[6802.896] pu_tyan: ウィングマン当てすぎだもん
[6803.064] (S)tanpopo_po: 判断早くなった！
[6803.143] (S)netaiyo: オーダー最強
[6803.160] tanuki_pan: オーダー良き
[6803.257] (S)なん69: 悔しいけどめちゃうまい
[6803.397] (S)ディンダン: 崩れないといいね
[6803.879] (S)s_i_i_a: オーダーしよ
[6804.082] (S)Nanju_Min: ドーピング？
[6804.095] (S)bokkochann: さすらだ
[6804.304] (S)ゆきおまる: つよい
[6804.373] Meriel814: あとは速さだね
[6804.403] (S)suiha_7: ええやん
[6804.489] (S)ryo_ngz: サブオーダーか
[6804.592] おろしポン酢: 最終でも落ち着いてるのすごい
[6805.153] (S)atuono: いいね
[6805.572] (S)とりーーも: うき
[6806.026] left_2_10: えぺまつりオーダー！？
[6806.412] (S)ゆう77: これはプロ目指せる
[6806.955] (S)himikokichi_06: サブオーダーいけるな
[6807.247] higiomi: CRカップ0キルが嘘のようだ
[6808.011] (S)lunatic2525: えぺまつり期待してる
[6808.047] (S)fusuma_5884: ガスおじハマったね
[6808.310] 紗弥0926: やるやん
[6808.461] (S)をぺ: エペ祭り期待してるぞ
[6808.652] 梨一: 本番でサブオーダーしっかりしてけ
[6808.661] (S)onmini_pei: 大物の中で自分の意思を出せるかどうか
[6809.230] (S)れなぽんぽん: サブオーダーだなぁこれは
[6809.261] (S)pelex_dayo: だれ？
[6809.997] (S)ruchi_13: 草
[6810.401] 神崎立夏: ？
[6810.651] ayunosioyaki0223: www
[6811.203] 楓さん: らったぁさいきょーう
[6811.929] sunomono8: wwwww
[6811.937] omuraisu0806: 普通に上手い人
[6812.143] (S)tanpopo_po: 落ち着いてる！
[6812.343] (S)aoiinazu: これならマスター行けるね
[6812.443] chirol__: ｗｗｗｗ
[6812.638] (S)とりーーも: いいね
[6813.162] (S)suiha_7: つよい
[6813.296] (S)_こなた_: さすがのわいらも褒めたい
[6813.415] kurono1022: 大会でもその調子で
[6814.021] (S)netaiyo: CR決まったみたいだし参加期待
[6814.050] あきぬこ: ガスが返事した
[6814.785] (S)_ゆずれもん: 本番落ち着いていけばいける
[6814.883] meso_1001: いいね
[6815.804] ta_tago: いいね
[6816.027] (S)mawt___: 本番もセミオーダー頑張れるといいね
[6816.475] (S)himikokichi_06: www
[6816.545] (S)kurui440: 最強さん？
[6817.071] (S)tanpopo_po: 普通に上手い
[6817.875] kurono1022: マスターいこ
[6818.693] cheche291: 逆に偽物かもしれん
[6819.293] (S)そるとはしお: エペ祭り楽しみだね
[6820.657] (S)なん69: サブオーダー大事だからいいね
[6821.002] (S)mikan_san: 10時か
[6821.069] (S)pyonxxxcrocro: いい感じ
[6822.107] (S)norensan: がすがしゃべったぁぁぁ
[6822.129] (S)suga_ra: マスター耐久？
[6822.452] ニコ丸0429: おしゃべりガスおじ
[6823.137] (S)かんくろー: エペ祭りのオーダー待ってる
[6823.551] maasyuu: これで安置読めれば最強だね
[6823.672] (S)てとらぽっと: こりゃぁ本番が楽しみだなぁ
[6823.976] (S)shima6789: マスターいっちゃう？
[6824.298] 紗弥0926: あるの良いん３え
[6824.359] crow_d27i7: 次のCRカップ10/9らしいよ
[6824.411] (S)marimoko6231: www
[6824.515] (S)onmini_pei: 意思表示してけ
[6824.683] (S)まここま: エペ祭りはメインでオーダーなん？
[6824.769] (S)kurui440: wwww
[6826.682] (S)reina0173: ほんとにうまくなったよね
[6827.179] pu_tyan: オーダー美味かったやん
[6827.306] (S)夏目信乃: 対話
[6827.852] (S)ほのぼの: 本番も万太郎使うの？？
[6827.868] (S)nattoniboshi: サブオーダーがんがんやってこ
[6829.382] (S)ドコサヘキサエン: いいじゃん
[6829.505] (S)PEI_OwO_: 本番緊張さえしなければねｗ
[6829.732] teritama5: 努力の賜物
[6829.766] (S)じゅんせぇ: うますぎ～～
[6829.915] かなだ野郎: www
[6829.943] (S)田中弐号機: www
[6830.587] (S)yumemiruneco: ガスおじのタイミングのよさ
[6830.613] (S)_こなた_: これは本物
[6830.654] (S)norensan: いいね
[6831.184] (S)tumugi_76: 脳汁ドバドバ
[6831.428] (S)のこ汰: wwww
[6831.591] あきぬこ: たのc
[6833.013] (S)nyannkose: radaoEhehe
[6834.764] (S)himikokichi_06: いいね
[6834.789] 紗弥0926: www
[6836.219] (S)lunatic2525: ccc
[6836.413] (S)suiha_7: マスターいこ
[6836.484] (S)そふぃ3: 着いていくだけのらっだぁじゃないもんね！！
[6838.794] (S)ディンダン: 急に覚醒した
[6838.990] (S)_こなた_: www
[6839.052] 梨一: やっぱガス使ってるときが一番強いね
[6840.446] (S)ﾅﾏﾁｬ: これはソロマス行くしかない
[6841.122] mirumiru_h: ガスおじがあってる
[6841.860] あきぬこ: 石焼き芋
[6841.998] kurono1022: CRカップも日程決まったしね
[6842.711] pu_tyan: たのc
[6843.741] (S)tanpopo_po: 観てても楽しいよ〜〜
[6848.280] 神崎立夏: チャルメラ？
[6849.435] 紗弥0926: そうだよ
[6850.620] (S)田中弐号機: ゲーム楽しいのが一番
[6852.056] (S)ケバブビギナーのえる: 楽しそうにプレイしてるの観てて楽しい
[6852.871] (S)norensan: はやいーん
[6853.374] しかくのさんかく: いいねえ
[6854.707] (S)tumugi_76: 2時間はや
[6854.939] (S)tanpopo_po: いしやーきーいもー
[6855.351] (S)mikan_san: な、なんだってー
[6855.625] (S)mawt___: 見てる方も楽し〜
[6856.492] (S)そるとりうむ: チャルメラ
[6856.518] ru_san0720: はやいー
[6857.036] (S)ミャ3: はやいねぇ
[6857.556] (S)himikokichi_06: はや
[6857.576] (S)えりんぎ8: あるね
[6857.886] あきぬこ: !uptime
[6858.118] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 54 minutes 27 seconds 経過しています。
[6859.032] 神崎立夏: へー
[6863.329] (S)きのこの炊き込みご飯: はや
[6865.498] mirumiru_h: はや
[6866.574] (S)himikokichi_06: へー
[6866.842] (S)tanpopo_po: もう２時間！
[6868.457] うゆり: はや
[6868.630] (S)marimoko6231: はやいね
[6868.777] (S)猫又01: さっきの感じでサブオーダー出来そうだけどなー
[6869.710] よわはと: まじか
[6869.944] (S)そるとりうむ: はやいね
[6874.670] あきぬこ: キンキャニかあ
[6877.162] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[6877.626] (S)ケバブビギナーのえる: はやいね
[6878.114] (S)えりんぎ8: このシーズンはエッジが1番楽しい
[6878.594] 神崎立夏: あくび
[6880.960] (S)zanado_fazanado: 2時間信じられんくらいはやい
[6883.146] (S)ケバブビギナーのえる: おかえりー
[6883.957] 0214ちさ: お帰り～～
[6891.702] kinokonoko_39: おかえり〜
[6891.886] 神崎立夏: 時間がたつのはやーい
[6893.567] (S)猫又01: おかえりー
[6895.013] (S)marimoko6231: おかえりー
[6895.122] (S)ミャ3: おかえり
[6895.172] (S)ケバブビギナーのえる: がんばえー！
[6895.377] (S)暇な爆弾魔: おかえり〜
[6896.030] (S)tumugi_76: いくぞー
[6897.332] ru_san0720: がんばえー！
[6897.474] (S)そるとりうむ: おかえり～
[6899.215] あきぬこ: お
[6899.917] chirol__: がんばえー
[6900.885] (S)himikokichi_06: がんばれー
[6901.348] 1ce104: おー
[6902.065] (S)をぺ: お
[6903.078] (S)ミャ3: がんばえ〜
[6905.149] (S)himikokichi_06: お
[6905.563] (S)強仙人中野剛: おー
[6906.415] (S)lunatic2525: お
[6906.907] (S)sacooon: あり
[6907.705] (S)かるろ: がんばえー
[6907.974] (S)suiha_7: お
[6908.762] (S)田中弐号機: おー
[6908.772] (S)mary611: うぇい
[6909.478] (S)のこ汰: がんばえ！
[6909.709] (S)marimoko6231: いくぞぉー！
[6909.731] (S)radodo26: おー
[6910.738] あきぬこ: ランク見てえっす
[6911.135] chirol__: またまたぁ
[6912.068] (S)Ichigo_Strawberry15: おー
[6912.850] (S)zanado_fazanado: がんばえ〜
[6912.952] 梨一: ｗｗｗｗｗ
[6914.256] (S)shachi57o: お
[6914.443] (S)こぺと: がんばえー！
[6914.679] (S)えりんぎ8: wwwwww
[6915.060] ayunosioyaki0223: wwwwwwwww
[6915.541] (S)shige__maru: おー
[6916.216] (S)tumugi_76: 間ｗｗｗ
[6916.219] 神崎立夏: wwwwwwwww
[6917.662] (S)himikokichi_06: 上手いじゃん
[6917.747] (S)田中弐号機: お
[6917.752] (S)lunatic2525: wwww
[6919.655] (S)ryo_ngz: ダメ出してるくせにー
[6920.041] (S)PEI_OwO_: ｗｗｗｗｗ
[6921.595] おろしポン酢: ああ〜ww
[6921.728] (S)ケバブビギナーのえる: www
[6921.733] (S)mary611: がんばえー
[6921.935] (S)ナラ抹茶: がんばえー
[6922.206] (S)ディンダン: www
[6923.317] pu_tyan: wwwwww
[6924.590] (S)Ichigo_Strawberry15: ゾムチノらだのランクみてぇなぁ！
[6926.077] (S)をぺ: また３人のランク見てぇよ
[6929.100] teoleon_: teoleon_ subscribed at Tier 1. They've subscribed for 23 months! 
[6929.657] (S)猫又01: radaoW
[6930.860] (S)Ichigo_Strawberry15: は？
[6931.939] ayunosioyaki0223: おい
[6932.901] (S)suiha_7: がんばえー
[6933.352] (S)Ichigo_Strawberry15: radaoKasu
[6934.061] 紗弥0926: wwwwww
[6934.301] (S)そるとりうむ: ランクみてぇよ
[6934.583] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[6934.801] (S)lunatic2525: おい
[6935.032] teritama5: は？
[6935.514] (S)りんりんりんこ331: おい
[6935.640] (S)ディンダン: あ
[6935.652] (S)moka_0322: おい
[6936.205] rioapr03: 急に下げるな
[6936.505] (S)himikokichi_06: は？
[6936.587] ayunosioyaki0223: radaoKasu
[6936.658] (S)猫又01: radaoKasu
[6936.716] (S)梅が美味え: radaoKasu
[6936.731] (S)ほのぼの: 何言ってんだよ！笑
[6937.299] (S)lunatic2525: radaoKasu
[6937.466] (S)ねこすず: radaoKasu
[6937.775] (S)inkosuki: ｗｗｗｗｗ
[6937.791] あきぬこ: おい
[6937.820] 1ce104: は？
[6937.974] (S)えりんぎ8: radaoKasu
[6938.181] (S)tanpopo_po: さっきらっだぁよりダメ出してたよ
[6938.203] (S)そるとはしお: おい
[6938.337] (S)ozokunchan: radaoKasu
[6938.583] 0214ちさ: あ
[6938.777] 神崎立夏: 草
[6938.811] ニコ丸0429: radaoKasu
[6939.287] (S)_こなた_: ｗｗｗｗｗ
[6939.306] TinaFuma0101: TinaFuma0101 gifted a Tier 1 sub to sonopiti! They have given 6 Gift Subs in the channel! 
[6939.540] (S)をぺ: radaoKasu
[6939.763] (S)keichaaaaaan: radaoKasu
[6939.764] (S)moka_0322: radaoKasu
[6939.838] (S)panndaman1: おい
[6939.961] (S)himikokichi_06: radaoKasu
[6940.011] (S)ruchi_13: radaoKasu
[6940.124] (S)ディンダン: radaoKasu
[6940.297] あきぬこ: radaoKasu
[6940.431] (S)tempest0709: radaoKasu
[6940.523] chirol__: radaoKasu
[6940.579] (S)スティコ: radaoKasu
[6941.260] (S)ナラ抹茶: radaoKasu
[6941.369] pu_tyan: radaoKasu
[6941.766] soboroboso: radaoKasu
[6941.904] matchamochi117: wwwww
[6942.158] teritama5: radaoKasu
[6942.641] (S)バナナチ: radaoKasu
[6942.791] (S)ケバブビギナーのえる: radaoKasu
[6942.907] (S)netaiyo: radaoKasu
[6942.910] Amam1ya0000: @miyu050510
[6942.949] (S)NORI25252: radaoKasu
[6943.419] (S)anntyu: radaoKasu
[6943.823] (S)いーそう: radaoKasu
[6944.014] えぬひ: radaoKasu
[6944.420] ゆーしき: radaoKasu
[6944.632] (S)tumugi_76: radaoKasu
[6944.655] (S)あさみや301: radaoKasu
[6945.030] (S)shige__maru: www
[6945.201] (S)かるろ: radaoKasu
[6945.299] (S)PEI_OwO_: radaoKasu
[6945.311] (S)そるとはしお: radaoKasu
[6945.448] omuraisu0806: radaoKasu
[6945.572] lara_3o: radaoKasu
[6945.831] (S)りんりんりんこ331: radaoKasu
[6945.836] おろしポン酢: radaoKasu
[6946.582] (S)panndaman1: radaoKasu
[6947.129] (S)かぷかぷ5225: radaoKasu
[6947.438] (S)shachi57o: radaoKasu
[6947.442] (S)まよかた: radaoKasu
[6948.439] mirumiru_h: radaoKasu
[6948.645] neu_rose: radaoKasu
[6948.913] (S)suiha_7: radaoKasu
[6949.192] (S)はるのてゃん: radaoKasu
[6949.431] (S)ほのぼの: radaoKasu
[6949.509] (S)_こなた_: radaoKasu
[6949.994] bc_moimoi: radaoKasu
[6950.010] (S)tanpopo_po: radaoKasu
[6950.236] (S)riyuu25: radaoKasu
[6950.326] 神崎立夏: 一緒に行きてーなぁ
[6950.469] (S)しょこら25: radaoKasu
[6950.951] キャリ: radaoKasu
[6951.038] (S)_なつ_: radaoKasu
[6951.074] (S)ドレイン: radaoKasu
[6951.325] (S)こぺと: radaoKasu
[6951.565] left_2_10: radaoKasu
[6951.591] (S)mawt___: radaoKasu
[6951.750] (S)mimi_fuwa1489: radaoKasu
[6951.827] (S)しょこら25: radaoKasu
[6952.050] (S)daredayo_1111: radaoKasu
[6952.236] (S)暇な爆弾魔: radaoKasu
[6952.477] (S)そるとりうむ: radaoKasu
[6953.417] (S)Ichigo_Strawberry15: コバーク？
[6953.904] (S)のこ汰: radaoKasu
[6953.930] (S)しょこら25: radaoKasu
[6953.965] (S)しょうろんぽウ: radaoKasu
[6954.125] (S)ちゃつう: radaoKasu
[6954.192] (S)marimoko6231: radaoKasu
[6954.666] (S)田中弐号機: radaoKasu
[6954.871] (S)ozokunchan: ランク見てぇな〜
[6955.259] (S)himikokichi_06: 見てぇなぁ
[6955.376] (S)あおちゃちゃ: radaoKasu
[6955.654] nonoha_111: radaoKasu
[6956.329] (S)kurui440: radaoKasu
[6956.747] (S)aya0821: radaoKasu
[6956.873] taurus_pon: radaoKasu
[6956.996] (S)shi_n_tou: あー
[6957.101] (S)yoichimu: radaoKasu
[6958.807] (S)ぴす615: radaoKasu
[6959.754] (S)mitakeshan: radaoKasu
[6960.061] (S)ワンタン6660: radaoKasu
[6960.576] (S)onmini_pei: コバークス
[6960.682] (S)ラボア: radaoKasu
[6964.249] (S)shi_n_tou: 無料だよ
[6964.586] (S)ふれーく: radaoKasu
[6964.709] (S)shun0418: radaoKasu
[6964.855] (S)pyonxxxcrocro: radaoKasu
[6968.716] どくつる: radaoKasu
[6970.386] 神崎立夏: ほーん
[6970.619] (S)さやまるる: radaoKasu
[6974.877] (S)NORI25252: へー
[6974.962] (S)ozokunchan: へー
[6981.097] (S)ozokunchan: radaoOme
[6981.786] (S)marimoko6231: へー
[6982.596] am4kumo: へー
[6982.861] (S)ruchi_13: 草
[6982.917] (S)shi_n_tou: マッチ待ってる間とかできる
[6983.340] 梨一: ｗｗｗｗｗｗｗｗ
[6984.380] bc_moimoi: へー
[6985.458] sunomono8: wwwwwwww
[6986.039] kyouka_ky: www
[6986.959] chirol__: ｗｗｗｗｗ
[6987.296] (S)をぺ: wwwwww
[6987.642] (S)ケバブビギナーのえる: www
[6988.061] (S)himikokichi_06: www
[6989.225] (S)Ichigo_Strawberry15: wwwwwwwww
[6989.709] 神崎立夏: wwwwwwwwwwww
[6990.159] あきぬこ: きらわれてる
[6990.367] (S)lunatic2525: www
[6990.417] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
